master_id,year,volume,author,subject,title,year_start,year_end,notes,In PDF?
MASTER_00300,1903-1904,NS 35,"Chalfant, F. H.",social customs,Standard weights and measures of the Ch ' in Dynasty *,1903,1904,,
MASTER_00301,1903-1904,NS 35,"Walshe, W. G.",social customs,Some Chinese funeral customs,1903,1904,,
MASTER_00302,1903-1904,NS 35,"Ferguson, J. C.",biographical history and individuals of history,Wang An - shih,1903,1904,,
MASTER_00303,1903-1904,NS 35,"Kingsmill, T. W.","ethnology, anthropology and geography","Mantses and the Golden Chersonese, The",1903,1904,,
MASTER_00304,1905,NS 36,"Carey, F. W.",travel and general descriptions,Notes of an overland journey from Szemao to Rangoon *,1905,1905,"Szemao, Simao, currently Pu'er, 思茅，今普洱; Rangoon. Yangon, 仰光",
MASTER_00305,1905,NS 36,"Vale, J.","agriculture, industry, trade and hydrology",Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,"Chen-tu, Chengdu, 成都",
MASTER_00306,1905,NS 36,"Watson, W. C. H.","travel, agriculture, industry and trade",Journey to Sungp ' an *,1905,1905,"Sungp'an, Songpan, 松潘",
MASTER_00307,1905,NS 36,"Leavenworth, C. S.",history,"History of the Loochoo Islands, The",1905,1905,,
MASTER_00308,1905,NS 36,"Mencarini, J.",travel and general descriptions,Java,1905,1905,,
MASTER_00309,1905,NS 36,"Box, E.",mythology,Shanghai folk - lore,1905,1905,,
MASTER_00310,1906,NS 37,"Martin, W. A. P.",Judaism,"Jewish monument at Kaifungfu, The",1906,1906,"Kaifungfu. Kaifengfu, 开封府",
MASTER_00311,1906,NS 37,"Kingsmill, T. W.","ethnology, anthropology and geography",Ancient Tibet and its frontagers,1906,1906,,
MASTER_00312,1906,NS 37,"Ferguson, J. C.",coinage and economics,Notes on Chinese banking system in Shanghai,1906,1906,,
MASTER_00313,1906,NS 37,"Alabaster, E.",law,Notes on Chinese law and practice preceding revision,1906,1906,,
MASTER_00314,1906,NS 37,"Headland, I. T.",social customs,Chinese children's games,1906,1906,,
MASTER_00315,1907,NS 38,"Morse, H. B.",coinage,Currency in China *,1907,1907,,
MASTER_00316,1907,NS 38,"Williams, E. T.",law and social customs,Witchcraft in the Chinese penal code,1907,1907,,
MASTER_00317,1907,NS 38,"Faber, E.",botany,Contribution to the nomenclature of Chinese plants,1907,1907,,
MASTER_00318,1907,NS 38,"Kingsmill, T. W.",astronomy,"Two zodiacs (solar and lunar), their origin and connections, The",1907,1907,,
MASTER_00319,1908,NS 39,"Moule, A. C.",music,"List of the musical and other sound - producing instruments of the Chinese, A *",1908,1908,,
MASTER_00320,1909,NS 40,"Alexeieff, V.",archaeology,Archaeological survey of the environs of China's ancient capitals,1909,1909,,
MASTER_00321,1909,NS 40,"Parker, E. H.",law,"The Principles of Chinese law and equity, ",1909,1909,,
MASTER_00322,1909,NS 40,"Arnold, J. H.",travel and general descriptions,"The Ascent of Mt. Morrison (Niitaka Yama),",1909,1909,,
MASTER_00323,1909,NS 40,"Touche, J. D. D. La",zoology,"Collection of birds in the Shanghai Museum, The",1909,1909,,
MASTER_00324,1910,NS 41,"Hall, J. C.",Confucianism,"Confucian reformers in Japan in the 18th Century, The (Trans. of Dazai's "" Exposition of Doctrine "")",1910,1910,,
MASTER_00325,1910,NS 41,"Kingsmill, T. W.",music,"Music of China, The *",1910,1910,,
MASTER_00326,1910,NS 41,"Moule, A. C.",Christianity,Notices of the Nestorian missions from Chinese sources other than the Christian monument *,1910,1910,,
MASTER_00327,1910,NS 41,"Torrance, T.",social customs,Burial customs in Sz - chuan *,1910,1910,,
MASTER_00328,1910,NS 41,"Moule, A. C.",arts and archaeology; Christianity,"Christian monument at Hsi - an - fu, The",1910,1910,,
MASTER_00329,1911,NS 42,"Williams, F. W. (ed.)",contemporary history,The journal of the S. Wells Williams (April 1858 - January 1860),1911,1911,,
MASTER_00330,1912,NS 43,"Moule, A. C.","religion, travel, arts and archaeology",T'ai Shan *,1912,1912,"TAI SHAN, 泰山",
MASTER_00331,1912,NS 43,"Reymond, C. du Bois",social customs,Notes on Chinese archery,1912,1912,,
MASTER_00332,1912,NS 43,"Warren, G. G.","arts, archaeology and history",Three sites in Hunan connected with the classical legendary history of China *,1912,1912,,
MASTER_00333,1912,NS 43,"Stanley, A.",minor arts,Chinese art metal work *,1912,1912,,
MASTER_00334,1912,NS 43,"Hodous, L.",social customs,"Great Summer Festival of China as observed in Foochow, The",1912,1912,,
MASTER_00335,1912,NS 43,"McCormick, F.",arts and archaeology,China's monuments,1912,1912,,
MASTER_00336,1913,NS 44,"Stanley, A.",minor arts,Chinese embroidery and other textile work *,1913,1913,,
MASTER_00337,1913,NS 44,,arts and archaeology,Corrections and notes,1913,1913,,
MASTER_00338,1913,NS 44,,Christianity,Corrections and notes,1913,1913,,
MASTER_00339,1913,NS 44,Timothy Richard.Litt.D.,literature and language,Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un,1913,1913,,
MASTER_00340,1913,NS 44,Timothy Richard.Litt.D.,Literature; History,One of the World's Literary Masterpieces,1913,1913,,
MASTER_00341,1913,NS 44,"Williams, E. T.",Confucianism,"State religion of china during the Manchu Dynasty, The *",1913,1913,,
MASTER_00342,1913,NS 44,"Henke, F. G.",philosophy,The philosophy of Wang Yang Ming,1913,1913,,
MASTER_00343,1913,NS 44,"Stanley, A.",Decorative arts; History,Chinese Embroidery and Other Art Textile Work,1913,1913,,
MASTER_00344,1913,NS 44,"Parker, E. H.",history,Mongolia after the Genghizides and before the Manchus,1913,1913,,
MASTER_00345,1913,NS 44,"Shields, E. T.",travel and general descriptions,Omei San : the sacred mountain of West China,1913,1913,,
MASTER_00346,1913,NS 44,"N. G. Moffett, L. I. and Gee,",zoology,Check list of birds of the Lower Yangtze valley from Hankow to the sea,1913,1913,,
MASTER_00347,1913,NS 44,"Richmond, C. W.",zoology,Appendix,1913,1913,,
MASTER_00348,1914,NS 45,"Wilhelm, R.",Taoism,On the Sources of Chinese Taoism,1914,1914,,
MASTER_00349,1914,NS 45,"Ferguson, J. C.",painting,""" Ink Remains "", by An I - chou",1914,1914,,
MASTER_00350,1914,NS 45,"Stanley, A.",zoology,"Collection of Chinese reptiles in the Shanghai Museum, The",1914,1914,,
MASTER_00351,1914,NS 45,"Edgar, J. H.",geology and travel,from Batang to Menkong * Through the land of deep corrosions,1914,1914,"BATANG, 巴塘; MENKONG, Mangkang, 芒康",
MASTER_00352,1914,NS 45,"Edgar, J. H.",hydrology and travel,The Great wall,1914,1914,"HUANGHO, Yellow River, 黄河",
MASTER_00353,1914,NS 45,"Edgar, J. H.",meteorology,Notes on temperatures in high altitudes on the Tibetan border,1914,1914,,
MASTER_00354,1914,NS 45,"Couling, S.",archaeology,"Oracle - bones from Honan, The *",1914,1914,"HONAN, Henan Province, 河南省",
