decade,model,K,topic_id,mean_topic_proportion,article_count,article_coverage,topic_words,topic_label
1850,stm,20,0,0.0772643383760332,5,0.1515151515151515,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1860,stm,20,0,0.0259474248253418,3,0.0576923076923076,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1870,stm,20,0,0.0150987658762788,3,0.0491803278688524,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1880,stm,20,0,0.0038842125514004,1,0.0120481927710843,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1890,stm,20,0,0.0031568584313534,2,0.0526315789473684,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1900,stm,20,0,0.0345120673734711,1,0.0333333333333333,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1910,stm,20,0,0.0817345829107333,15,0.1612903225806451,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1920,stm,20,0,0.0075047752239156,4,0.032520325203252,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1930,stm,20,0,0.028555987019633,1,0.0416666666666666,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
1940,stm,20,0,0.00011455807388017418,0,0.0,"styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish","FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
