master_id,filename,title,author,year,decade,L1,L2,language,cleaned_full_text_path,analysis_text_path,model_source_column,model_token_count_before_df,model_token_count_after_df,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
NA,1911_01.txt,NA,NA,1911,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1911_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1911_01.txt,analysis_text,136122,36687,1.080245329065682e-5,3.674999090086196e-11,1.3272245496053343e-4,4.168757097833319e-5,2.779849297332522e-6,1.5739454340596723e-5,8.4622952835807e-6,3.81646974849313e-5,1.9770054933008963e-5,0.04936818974639926,3.161094275753311e-5,6.2190824155291006e-6,0.9496068976220735,7.382527511866432e-5,6.431284639168291e-4
INDEX_00340,1913_01.txt,One of the World's Literary Masterpieces,Timothy Richard.Litt.D.,1913,1910,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_01.txt,analysis_text,4665,1258,7.185787525294878e-4,2.0038060023459124e-5,0.013387668242798986,1.355641578517177e-4,0.0017745644663980569,0.0607687617901078,0.07727289716072921,0.604895615843192,0.036739920382118006,0.002078119961418353,0.11286991056580119,0.0045219153458951845,0.06356892938692732,4.2376062526094536e-4,0.02082375525894844
MASTER_00340,1913_02.txt,"State religion of china during the Manchu Dynasty, The *","Williams, E. T.",1913,1910,Religion and Philosophy,Confucianism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_02.txt,analysis_text,21279,6238,1.5824517127642306e-5,3.3096982374602275e-5,1.5859376428589478e-6,2.103791575871088e-5,0.06545088885418615,2.4241773276609567e-4,2.157273324550763e-5,0.05697753381953082,3.0472575287512713e-6,1.4223906434116944e-4,0.8502559743787704,9.93706588604946e-5,4.486255549797292e-4,4.725441958882701e-5,0.026239530173298217
NA,1913_03.txt,NA,NA,1913,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_03.txt,analysis_text,423,75,0.992589713998112,2.4342736852835982e-4,1.1650069840883947e-4,7.036165558725668e-5,5.309059232405835e-4,8.131747933233447e-4,2.940112241950597e-6,2.9608271529727766e-4,0.0010879452599103971,8.749259092005407e-4,4.6835893122027693e-4,4.826025007851758e-4,3.8522691197590957e-4,2.3779095585059077e-5,0.0020140541265830044
MASTER_00341,1913_04.txt,The philosophy of Wang Yang Ming,"Henke, F. G.",1913,1910,Religion and Philosophy,Philosophy,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_04.txt,analysis_text,11730,3442,6.266329282135922e-7,1.5255097700678833e-6,2.6557789688242403e-5,2.205765726463347e-4,0.005523090363768946,9.373479707230544e-4,1.6848508150641553e-4,0.6380370852695683,2.630813842492655e-5,3.57955725730754e-4,0.19741978012399766,4.0799004649833584e-4,0.12347301619559546,0.011079307535680634,0.022320347043472837
INDEX_00343,1913_05.txt,Chinese Embroidery and Other Art Textile Work,"Stanley, A.",1913,1910,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_05.txt,analysis_text,9513,2520,0.007220252305696729,2.909119354700752e-5,1.734896559873158e-4,1.3985024296959683e-5,0.8279399238173066,0.10773673665588414,2.2945054372724582e-5,0.045359121848112895,4.3491033130232807e-4,3.9149356343707936e-4,0.0015530743406433926,6.150563550089041e-4,1.7301772949510503e-4,8.19824651987254e-5,0.008254919659709752
MASTER_00339,1913_06.txt,Mongolia after the Genghizides and before the Manchus,"Parker, E. H.",1913,1910,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_06.txt,analysis_text,15378,3577,1.0004069310032907e-5,5.8048733973017395e-6,1.0819858451709156e-4,0.001487292219868205,6.790688212940436e-5,0.04898372084777768,0.5539623522090489,0.0035780902436989503,0.033641409964552955,0.0029017703115595816,0.10273996993145866,4.773843811032424e-4,0.18870577676034692,0.05736118937572856,0.005969129345502519
MASTER_00342,1913_07.txt,Omei San : the sacred mountain of West China,"Shields, E. T.",1913,1910,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_07.txt,analysis_text,6084,1704,0.01325856766265876,3.8781453952896954e-5,9.22274720086381e-4,0.0011561306889276977,0.007785221114798925,0.007188573206381216,5.457705660426145e-4,0.04978934083165278,0.019252016030232837,0.513861524605291,0.1534466338711031,4.328650673922304e-4,0.020378811444445238,1.2371669849865535e-4,0.2118197720385356
NA,1913_08.txt,NA,NA,1913,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_08.txt,analysis_text,13944,2988,0.9996155761599114,4.506149383474894e-5,6.166165080429085e-6,2.67084413551689e-6,3.775189340738147e-5,2.608140638175031e-5,3.120900716346668e-8,4.609902122380781e-6,7.422478827250098e-5,5.176619917128584e-5,1.1744746039475122e-5,2.113790533037169e-5,8.246642888137896e-6,3.3265969398918473e-7,9.459798472344013e-5
MASTER_00366,1916_01.txt,Early Chinese bronzes *,"Ferguson, J. C.",1916,1910,Arts and Archaeology,Bronzes,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_01.txt,analysis_text,4893,1390,2.134193134011476e-4,1.6574174888060333e-5,5.479388595934996e-5,6.559200110766388e-5,0.2546617952053704,0.4174827758461652,2.283617224907322e-4,0.15736262442922894,3.07858193738557e-4,2.3711088162708317e-4,0.14528153744168,0.02290141974839084,2.6533711994433965e-4,4.034639392776245e-4,5.173360967296869e-4
NA,1916_02.txt,NA,NA,1916,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_02.txt,analysis_text,13722,3847,1.592855695097601e-5,2.505596180186792e-6,1.5242596475040533e-4,0.004178905324889198,2.029798019608933e-4,0.34871046287528795,0.08773934992734195,0.28034900248760924,5.269517629503203e-4,6.947489677376586e-4,0.15376105901869955,0.038310833600652204,0.0696793163344707,0.014774865546316247,9.006642342024772e-4
MASTER_00368,1916_03.txt,Notes on the flora of the W. Ssuch ' uan Mountains,"Ward, F. K.",1916,1910,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_03.txt,analysis_text,5667,1471,0.47559854839100335,0.01826727452936332,0.08374239224184829,0.0106208504271325,8.47087373311322e-4,0.021904539923510175,2.026169656381627e-4,0.0013452174005393438,0.12609118802315578,0.25218052341435565,2.692585012669815e-4,6.078357206744402e-4,5.714825884955205e-4,3.6813453266121884e-4,0.007383049967043619
MASTER_00367,1916_04.txt,"Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China","Annandale, N.",1916,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_04.txt,analysis_text,1818,421,0.9554368275612413,2.1177803863667627e-4,0.005086992723750331,3.912831305556944e-4,0.0010886153770445365,0.0012130220887345933,2.5065091343516516e-6,1.050188834691988e-4,0.0011276378332861568,0.03291211539510989,4.0103933410725745e-5,2.134238784805016e-4,1.6344586554867144e-4,1.0939591676659402e-5,0.0019962891899205984
MASTER_00369,1916_05.txt,Recent research upon the mammalia of North China,"Sowerby, A. de C.",1916,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_05.txt,analysis_text,14343,3471,0.5597778320210722,2.0470306110994413e-4,1.7127886690826636e-4,0.12744739972306882,1.9477199058765375e-5,4.173861826027193e-4,1.8482779665792225e-5,5.766613617166249e-5,0.2904200131187437,0.0016296726223612543,4.559265713888247e-5,3.395032410683572e-4,2.724945199696392e-4,1.502570556002043e-4,0.019028240815459712
MASTER_00372,1916_06.txt,Two new species of Chinese snakes *,"Stanley, A.",1916,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_06.txt,analysis_text,1056,262,0.7360774800872365,5.433416324505621e-4,0.0020724346026413094,4.182923167645595e-4,0.22839958763256443,0.004277062253485699,2.7042187081869728e-6,5.49566006770866e-4,1.7890413535911985e-4,0.020965422671446934,3.9594232113589797e-4,6.539975942392248e-4,2.0819982628935462e-4,6.821135299825517e-5,0.0051888533479088296
MASTER_00370,1916_07.txt,Some notes on the history and folk lore of old Shanghai,"Parker, A. P.",1916,1910,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_07.txt,analysis_text,8934,2514,1.4398733670592653e-4,7.36247780747487e-5,1.3328743464936207e-4,0.033648324243680916,8.321595716670008e-4,0.051432949961164105,0.0020197828523989534,0.055186896241182094,8.22858629325534e-4,0.10435808265462108,0.2915643773352387,0.03279366898494665,0.20542691973494603,0.031069749979722904,0.19049333026167597
MASTER_00371,1916_08.txt,Survey of the work by Western students of Chinese history,"Latourette, K. S.",1916,1910,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_08.txt,analysis_text,5784,1542,2.502204436684744e-5,7.001284484886204e-6,2.4569303686070113e-4,0.003568669499663093,4.8930242611982805e-5,0.7523183629601191,0.02671879873719738,0.007183649272385143,0.0502668283254125,5.668724173072293e-4,0.0032900625013030575,0.14172613502127074,0.012527252526751624,0.001307249464532395,1.994726657334246e-4
MASTER_00213,1916_09.txt,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880,Geography and Travel,Geography,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_09.txt,analysis_text,11301,2920,7.833971992332137e-7,6.318408968108477e-7,4.2679490677559144e-4,8.090612419445324e-4,5.849487163249899e-5,0.0017705862482772815,0.004583453283305173,0.04402711216072742,0.006451588693152171,4.3564489057594774e-4,0.04477289286021951,0.0025880025667663928,0.8450077716334882,0.04818327983873943,8.839015663000458e-4
MASTER_00389,1917_01.txt,"Vows of Amida, The","Inglis, J. W.",1917,1910,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_01.txt,analysis_text,5193,1381,1.0836793856219148e-5,1.5231981042234981e-5,6.740553016331205e-5,1.260575838856565e-4,0.0023372183179785435,0.16279565478712044,2.2694050089320432e-4,0.509882882391995,9.523680335312551e-4,2.848238424067099e-4,0.03430573812061036,0.27484943258497807,0.0084487460560588,1.6799577305561046e-4,0.005528667702424522
MASTER_00384,1917_02.txt,"Nestorian share in Buddhist translation, The","Inglis, J. W.",1917,1910,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_02.txt,analysis_text,1857,467,4.74663103406174e-6,8.178197331415145e-6,6.792318440246318e-4,9.93096641576278e-4,0.0010746481086733295,0.09509419929615479,0.02619486413766503,0.5428261757101969,0.0034498400224141474,0.020538481340793193,0.15492545754624779,0.13187798763146732,0.012278041731695234,2.3282929260790006e-4,0.009822221868117629
MASTER_00381,1917_03.txt,Magical practice in China,"Chatley, H.",1917,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_03.txt,analysis_text,2616,689,4.072474558338709e-5,5.694993363623454e-5,3.650868413141806e-4,2.3796738590890944e-4,6.914096572003353e-4,0.13938258674122014,7.606861655767249e-4,0.7437161366915707,0.04652768144078669,0.0020802949088479005,0.055427884518926336,0.002223731525099961,0.0027459979473965193,5.936838571489836e-5,0.005683493111216855
MASTER_00381,1917_04.txt,Magical practice in China,"Chatley, H.",1917,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_04.txt,analysis_text,8613,2246,7.426754275241263e-5,8.489811187805882e-5,5.499594486751061e-4,1.1574040241691998e-4,0.002863833086123667,0.21233295707457547,2.855198276198664e-4,0.7001029222887499,0.03906120530619404,7.963803369701155e-4,0.03112053996807519,0.010011841073486905,0.0010215820498728706,4.372896804949727e-5,0.001534624514560025
MASTER_00376,1917_05.txt,"Dragon, The","Hodous, L.",1917,1910,Anthropology and Social Customs,Mythology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_05.txt,analysis_text,8151,2321,2.021147143671514e-4,1.6403753466939493e-4,8.664390375365008e-6,0.024575096247148643,0.0027326520596082024,0.0019167650596154167,2.4051300971954004e-4,0.184505839359406,1.9030917332770085e-4,0.00517207459468793,0.39337848919000423,1.4881606975506112e-4,8.506422851611e-4,3.8401015973871336e-4,0.3855299761524156
MASTER_00375,1917_06.txt,"Country and some customs of the Szechwan Mantze, The","Edgar, J. H.",1917,1910,Anthropology and Social Customs,Ethnology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_06.txt,analysis_text,8994,2255,8.621686271520442e-4,7.724300768304939e-5,0.008962002314219916,0.029212486424406083,0.0028844385723108853,0.06231611795782595,0.050096834685371336,0.10694745482258353,0.3666466292319199,0.1558517555454887,0.022683648153444022,8.35715069673579e-4,0.05661201741047722,0.03687828677230536,0.09913320140513861
MASTER_00330,1917_07.txt,T'ai Shan *,"Moule, A. C.",1912,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_07.txt,analysis_text,8214,2334,2.4992806892052754e-5,7.616065887448863e-6,9.558769651592924e-4,6.917216533770298e-4,0.01738909371906465,0.001978551027330811,0.0011007709008255108,0.23338864798704015,1.751706248836659e-4,0.07282544664463782,0.5912162249147327,3.2973154786611575e-4,0.03709396268501939,3.8376920797607696e-4,0.04243842324930743
MASTER_00380,1917_08.txt,Land birds and others met with at sea off the coast of China in 1915,"Laver, H. E.",1917,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_08.txt,analysis_text,6816,1841,0.07141849177201172,4.642386691304969e-5,0.046180258075391785,1.5028352053284453e-4,7.576432445557946e-4,5.543192203891437e-5,4.204586758488823e-6,3.7646003138815305e-4,4.551365365553448e-4,0.10928860994042065,9.575346557884412e-6,8.573040925950279e-6,7.923536500503356e-4,5.15835920136478e-6,0.7704513961066978
MASTER_00382,1917_09.txt,"Method of making ink rubbings, The *","Stanley, A.",1917,1910,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_09.txt,analysis_text,876,219,0.049985980720103435,1.3983554199093165e-4,6.292209655504067e-4,0.0015452239637275332,0.5785140580932131,0.11344967677917836,1.919492942290875e-4,0.009764601309468683,0.006645123803402573,0.04327498028208629,0.028988966274389173,0.07587134543294696,0.0032687865673998663,0.0010380376203690431,0.08669221335194463
MASTER_00388,1917_10.txt,Stone implements on the Upper Yangtze and Min Rivers *,"Edgar, J. H.",1917,1910,Arts and Archaeology,Archaeology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_10.txt,analysis_text,1323,323,0.012785950987362968,1.073255917537415e-5,0.0016117292723940853,0.0011633898584478641,0.03593865213311372,0.19990958536149858,6.983514191485043e-4,0.01469450075836463,0.1966348635376118,0.45410546308053745,0.0067226262887538114,0.0013628695946971098,0.0027496757363546513,2.3004505732096174e-4,0.07138156435521854
MASTER_00383,1917_11.txt,"Morrison Library, The G. E.","Couling, S.",1917,1910,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_11.txt,analysis_text,1530,413,0.0010384096889754625,6.180804163926033e-6,1.0947532125922077e-4,3.08950901060287e-4,0.001635527745982611,0.05210328323167163,1.8244692991320385e-4,0.024871385748944354,0.006287468999248921,4.123912543166416e-4,0.00542193997041037,0.765367308804801,0.125964677761352,0.0017876851030960775,0.014502867734804569
MASTER_00379,1917_12.txt,"Kinship of the English and Chinese languages, The","Lanning, G.",1917,1910,Literature and Language,Language and languages,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_12.txt,analysis_text,6189,1574,0.0035109047742091478,0.0030768465295367693,1.5509473485847552e-4,7.700877570429858e-4,0.0024672129839765655,0.8779710940800755,1.749422354902288e-4,0.022463551549936935,0.001010533650178193,0.021509870505200666,0.003224069835221083,8.589900688380842e-4,0.00852093270166146,7.507530563372412e-4,0.05353511553743657
MASTER_00378,1917_13.txt,Introduction to the Buddhist library of Huen chwang by the Emperor Tai Tsung,NA,1917,1910,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_13.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_13.txt,analysis_text,1332,386,1.267143963440176e-4,4.782826023462866e-5,0.0012340289370671217,0.0012925572007597046,0.008678091218249182,0.006200327978098265,2.762023343873175e-4,0.7597072927729797,0.0035239578270832204,0.03501650691629354,0.0726554995500348,0.014035042026605415,0.013010574934670432,1.6890018795437208e-4,0.0840264754592382
MASTER_00374,1917_14.txt,Coins of the Republic of China *,"Ros, G.",1917,1910,Arts and Archaeology,Numismatics,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_14.txt,analysis_text,975,263,3.6136342614783616e-4,3.1115891855340965e-5,2.6558358847549144e-4,0.0018239803176074575,0.4099845837271325,0.036859912307239645,1.3668482231799306e-4,0.0016766123318149681,0.0017428030823258007,8.8198855895826e-4,0.004533685759951228,0.09924743783840333,0.004343707374669658,0.43715428850522253,9.562524678780631e-4
MASTER_00374,1917_15.txt,Coins of the Republic of China *,"Ros, G.",1917,1910,Arts and Archaeology,Numismatics,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_15.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_15.txt,analysis_text,15513,4534,7.181369004220466e-5,6.795741732418294e-7,6.444705003695919e-6,1.3146682007709225e-6,0.9993462871710488,0.00018144918038573765,2.1164382776792665e-7,6.869944801277795e-5,1.4229758054713209e-6,3.4211249575375335e-5,1.6691225028365574e-4,3.1267399906402715e-5,5.882888298934752e-6,1.312139268508807e-5,7.028176275021291e-5
MASTER_00385,1917_16.txt,Recent discoveries in ancient Chinese sculpture *,"Segalen, V.",1917,1910,Arts and Archaeology,Sculpture,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_16.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_16.txt,analysis_text,9936,2765,0.030674530265631637,1.0918110118223515e-4,1.9423820621548445e-4,0.008015004759728552,0.06564951904939623,0.2379031639785693,6.525994738192853e-4,0.00730206052697191,0.03815976031013607,0.01857274918124236,0.555128641954403,0.03418240953152544,8.146246684493107e-4,4.153656222377082e-4,0.002226151370491378
MASTER_00377,1917_17.txt,Four examples of Chinese bronze statuary *,"Ferguson, J. C.",1917,1910,Arts and Archaeology,Bronzes,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_17.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_17.txt,analysis_text,4281,1221,0.010928700156073704,3.2170246437110954e-4,1.3361455608036648e-5,3.1910957518540656e-4,0.27385379138877003,0.07438307350859961,2.0857809540761305e-4,0.009786492424120193,8.362211273530299e-4,0.0021293498448557895,0.575296201899341,0.005842303335342181,3.6313885820653117e-4,2.629864679938895e-4,0.04545498939877173
MASTER_00386,1917_18.txt,"Religious element in the Tso Chuan, The","Wright, H. K.",1917,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_18.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_18.txt,analysis_text,10488,2906,7.183286903298248e-9,6.941962741589704e-9,1.6451252772168074e-5,7.041924104408236e-6,6.702110991253182e-5,0.0011602917295637327,7.468236165924202e-5,0.9266943547588268,2.4904857113485378e-5,4.778593246431764e-5,0.008461267717865144,1.1753145378434483e-4,0.06205251974614799,8.696841677117261e-5,0.0011891646137654173
MASTER_00167,_1880-1881_01.txt,Early European researches into the flora of China,"Bretschneider, E.",1880,1880,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1880-1881_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1880-1881_01.txt,analysis_text,110451,22413,8.411062799642567e-5,0.9998556037937328,2.4098591341470527e-6,1.0492713742527756e-5,4.824205528117088e-6,1.1082207636553284e-5,3.9394978782773026e-7,1.2404761436205147e-6,3.0285813164359014e-7,4.028130564362734e-6,3.7293189654224396e-6,1.0517766853830063e-5,1.1990588901300403e-8,6.672012391766786e-6,4.580088802139861e-6
MASTER_00168,_1880-1881_02.txt,Coins of the present dynasty of China *,"Bushell, S. W.",1880,1880,Arts and Archaeology,Numismatics,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1880-1881_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1880-1881_02.txt,analysis_text,9822,3059,3.2135107179213613e-7,4.5197169530052954e-5,2.6632669281941847e-6,0.005033742198391047,0.011297256726230148,2.1688675154829813e-4,3.625549851780077e-4,1.378194874389279e-4,1.6336814770076883e-6,1.8462473736222823e-4,0.05769402296278203,0.0011366229991089224,1.4859846375896385e-4,0.9236654402136544,7.261500553971513e-5
MASTER_00266,_1893-1894_01.txt,Inland communications in China *,"Kingsmill, T. W.",1893,1890,"Economy, Trade, and Technology",Telecommunication,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1893-1894_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1893-1894_01.txt,analysis_text,81501,23261,1.0563831262343373e-5,4.3193520677424546e-7,9.724448548643089e-6,0.8528850689820294,3.7604335222449508e-6,1.5228497789961907e-5,2.0377047632376198e-5,5.866834161650467e-7,1.6021022702923486e-5,0.1468774688220723,1.4296657625198958e-5,7.84298822475516e-6,2.461246241351678e-5,8.48682952722511e-5,2.914789228107328e-5
MASTER_00267,_1893-1894_02.txt,Stray notes on Corean history and literature,"Scott, J.",1893,1890,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1893-1894_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1893-1894_02.txt,analysis_text,6738,1807,8.44158686229978e-8,4.741451360435724e-6,1.5584992630457594e-4,2.5524430100432006e-4,8.33941236439732e-5,0.9722573410922724,0.0016410733824704887,0.0011396975321567168,9.830624858321504e-4,2.0082823960139364e-4,1.5612003351094572e-4,0.0012034203492621686,0.012810984501702309,0.009053885809219342,5.42723557903909e-5
MASTER_00268,_1893-1894_03.txt,"Yu - li or Precious Records, The *","Clarke, G. W.",1893,1890,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1893-1894_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1893-1894_03.txt,analysis_text,52716,14749,2.0641602360675204e-8,1.2749992881147246e-5,9.228517905188774e-7,0.01954839551974313,5.646243120032142e-5,7.087508516750045e-5,1.784541114818458e-4,0.1062659427914974,5.932335644216923e-6,1.2295191599682434e-4,0.07383215451668156,9.049416448056993e-5,0.1104372312990361,0.06904108059224265,0.6203363317505539
