master_id,filename,title,author,year,decade,L1,L2,language,cleaned_full_text_path,analysis_text_path,model_source_column,model_token_count_before_df,model_token_count_after_df,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
MASTER_00250,_1930-1931_03.txt,Chinese architecture,"Edkins, J.",1889,1880,Arts and Archaeology,Architecture,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_03.txt,analysis_text,12024,3620,4.977565337346069e-5,2.055629061964061e-6,8.995113585577226e-5,0.0012712296607571227,0.1220456248148301,7.080616798717123e-4,0.054675220768040975,0.13824212332656316,0.0011133270154552739,0.6818026303161904
MASTER_00492,_1930-1931_04.txt,"Stories in Chinese paintings, I","Ferguson, J. C.",1925,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_04.txt,analysis_text,8787,2739,1.6757105865023076e-4,6.421534035178928e-6,1.4391104614061291e-5,8.556399868855077e-4,0.0568078367120376,0.008614293071880427,0.15158049323285122,0.7485516465787149,8.801052701703638e-4,0.032521601450160316
MASTER_00548,_1930-1931_05.txt,"Language and new thought, or new words for new ideas","Morgan, E.",1930,1930,Literature and Language,East Asian languages,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_05.txt,analysis_text,8088,2079,4.4288792812925205e-4,1.0480233188947146e-4,2.0099533255736073e-4,0.021249690253626437,0.03791617991149941,0.13098673776850542,8.748679961355053e-4,0.3853961364069385,0.4219623140717468,8.653879989719269e-4
MASTER_00549,_1930-1931_06.txt,Can Chinese writing be simplified ?,"Chatley, H.",1930,1930,Literature and Language,East Asian languages,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_06.txt,analysis_text,2031,515,8.43024867080396e-4,1.346825778960352e-4,7.291665341233692e-4,0.03392226336096327,0.00916155233433534,0.04232236053529856,0.0021574700015401147,0.00658724041985578,0.9029414752322542,0.0012007641366527945
MASTER_00550,_1930-1931_07.txt,"Book of changes and genesis, The","Wells, H. R.",1930,1930,Religion and Philosophy,China--Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_07.txt,analysis_text,4350,1224,1.880978135379494e-4,9.247358073440988e-6,0.011016825163491565,9.111554747803469e-5,7.099289564918864e-4,0.001282510326624274,0.004713392038435889,0.6213928667419885,0.35860198708970803,0.001994028964170156
MASTER_00551,_1930-1931_08.txt,Kingship in China *,"Soothill, W. E.",1930,1930,History and Chronology,"History | History, Ancient",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_08.txt,analysis_text,4110,1158,0.014975504189836484,3.2653850973677674e-4,0.01868513520528996,3.4887602040898497e-4,0.007760544443770945,0.020323770886597894,0.0015479031378352896,0.8320106672930733,0.09927327713665321,0.004747783176796799
MASTER_00552,_1930-1931_09.txt,The I - Wei a problem in criticism *,"Bruce, P.",1930,1930,Religion and Philosophy,China--Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_09.txt,analysis_text,3387,962,3.826351195082693e-4,3.1901194324347563e-4,2.3940958792778404e-4,2.87025398897799e-4,0.10003247743359175,8.655433296911595e-4,0.0036351231161382345,0.4605418109675392,0.43327088130838054,4.260817950821018e-4
MASTER_00553,_1930-1931_10.txt,"Philosopher Yang Hsiung, The *","Forke, A.",1930,1930,Religion and Philosophy,Philosophy,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_10.txt,analysis_text,1071,327,6.298892579700296e-5,3.123536070779275e-5,1.9350465062374737e-4,0.0022117321961759137,0.03332215207399463,0.0027750871371800255,0.160017876449829,0.7610806306831917,0.036637478133101385,0.003667314389398996
MASTER_00554,_1930-1931_11.txt,"Symbolism of the Forbidden City, Peking, The *","Ayscough, F. W.",1930,1930,Geography and Travel,Geography,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_11.txt,analysis_text,8562,2458,8.112395716705491e-4,5.20647415279303e-5,7.78303645844287e-5,2.929020332597366e-4,0.08342211061448356,8.777854812962882e-4,4.3598152952522065e-4,0.8085506271602784,6.158676740783023e-4,0.10486359082929586
MASTER_00349,_1930-1931_12.txt,The Great wall,"Edgar, J. H.",1914,1910,Natural Sciences,Hydrology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_12.txt,analysis_text,18840,4413,0.9889326288291599,0.01057937221341837,7.496850619848716e-5,4.9088822164294495e-6,9.676758526489664e-5,6.649508854049284e-6,1.7013646665825735e-8,1.2281969919448347e-5,9.247044257492696e-5,1.99935048747466e-4
MASTER_00555,_1930-1931_13.txt,Why the sinologue should study manchu ?,"Hauer, Erich",1930,1930,Literature and Language,East Asian languages,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_13.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_13.txt,analysis_text,4518,1233,4.031998302841507e-5,3.821411250613663e-6,2.1601740113617383e-4,9.90426279552664e-4,0.0022630847201445146,0.03680259951886878,0.1060826201789124,0.10859435370601399,0.744597318995859,4.094378052336007e-4
MASTER_00556,_1930-1931_14.txt,Chinese poems,"trans. Budd, C.",1930,1930,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_14.txt,analysis_text,1098,281,0.10822469659541747,9.529134740391971e-5,0.011383693404009227,6.649710847258946e-4,0.00926582828703702,0.018328401055117426,5.522633536678142e-4,0.5695405961829694,0.0072213853707181795,0.2747228733189337
MASTER_00557,_1930-1931_15.txt,Early days of Western medicine in China,Wu Lieh - teh,1931,1930,Natural Sciences,Medicine,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_15.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_15.txt,analysis_text,15813,4209,3.713513424053994e-5,9.369062456879606e-7,7.186648065736217e-4,0.013586265303126772,4.1471961830884393e-4,0.8548446111393233,0.029243456140341045,0.002435085549780659,0.09815112489484337,5.680005072158657e-4
MASTER_00558,_1930-1931_16.txt,Climatic changes during historic time in China,Coching Chu（竺可桢）,1931,1930,Natural Sciences,Astronomy,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_16.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_16.txt,analysis_text,3720,1009,0.08777137682817664,0.0018487053748687367,0.3109641961100658,0.0868524926776458,0.004554995981173952,0.0029239904936484524,0.03289432659227639,0.02379298865556706,0.4284893940244954,0.01990753326208188
MASTER_00559,_1930-1931_17.txt,Bamboos in China,"Porterfield, W. M.",1931,1930,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_17.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_17.txt,analysis_text,8316,1937,0.5020930212214224,0.08765962426479508,0.018814559246084314,0.026982400473745307,0.018101897966493453,0.03347559784371571,2.102022576663603e-4,0.006230186467866232,0.30152318525664407,0.004909325001566574
MASTER_00560,_1930-1931_18.txt,Preliminary notes on the natural history of Nanking,"Ping, C.",1931,1930,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_18.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_18.txt,analysis_text,14388,3187,0.8657796544732042,2.953858279615417e-4,0.022561792458764975,0.010569315051186296,0.002427883185347542,0.00649962069646448,1.7644924951397012e-5,0.0016284642033948865,0.0024812059547235556,0.08773903322400126
MASTER_00561,_1930-1931_19.txt,"History of the days of the week, The","Chatley, H.",1931,1930,History and Chronology,"Chronology, Historical",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_19.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_19.txt,analysis_text,4680,1135,4.001126312193973e-4,1.3709030705224518e-5,0.050107762777310466,1.7035129493572098e-4,3.375130283149344e-4,0.033266024957889766,0.002536635266975722,0.15018121421775654,0.7619553522751763,0.0010313245197161305
MASTER_00529,_1930-1931_20.txt,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_20.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_20.txt,analysis_text,7326,1684,0.9232470310850969,0.05075868934005173,0.00981372940376813,3.235779959916131e-4,7.264560057002407e-4,1.1338780699197177e-4,2.0595137984500555e-6,2.405463787521033e-4,0.0014283707015044095,0.013346151768344104
MASTER_00562,_1930-1931_21.txt,Chinese pottery and porcelain : an appreciation,"Abraham, R. D.",1931,1930,Arts and Archaeology,Porcelain,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_21.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_21.txt,analysis_text,4860,1296,7.862819220491107e-4,7.73896441989611e-5,1.285926038776335e-4,3.7262807456970556e-4,0.5223330116817151,9.610464273190935e-4,6.64882367366226e-4,0.23224971649802215,0.24154967989796086,8.767708829210884e-4
MASTER_00563,_1930-1931_22.txt,Chinese - Moslem chronology,"Mason, I.",1931,1930,Religion and Philosophy,Islam,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_22.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_22.txt,analysis_text,873,245,9.148438277741578e-6,1.0240444429101332e-6,0.005578326444681316,0.0011009040372344622,6.187161837935105e-4,0.007697710534774363,0.4495218923910892,0.014843788256483536,0.5196591258333038,9.693638359195932e-4
MASTER_00564,_1930-1931_23.txt,"Indian frontier, The","Haward, E.",1931,1930,History and Chronology,"History | History, Modern (20th century)",en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_23.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_23.txt,analysis_text,5604,1355,0.0010245118438014342,7.060043585043527e-6,0.010579945751149577,0.009365988267004632,9.404367030688456e-4,0.46876136928086204,0.008121564011983157,0.05051477231537547,0.22088505965091235,0.22979929213225742
MASTER_00565,_1930-1931_24.txt,"Chinese nation and the doctrine of the golden mean, The",Tsai Yuen - Pei,1931,1930,Religion and Philosophy,Philosophy,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_24.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_24.txt,analysis_text,2655,720,1.0668607358805365e-4,1.8855065568858375e-6,6.8108084680414e-4,2.65407944893797e-4,0.0010140167721967234,0.055262444278008443,0.0012048357981843149,0.8832607843006678,0.0573879749478319,8.148835312678781e-4
MASTER_00566,_1930-1931_25.txt,"Western transcription of Chinese, The","Gardner, C. S.",1931,1930,Literature and Language,East Asian languages,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_25.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_25.txt,analysis_text,5118,1279,0.0010066060701409388,0.00828172924430245,0.0018180950729214035,0.0038946076312173167,0.193742228820341,0.08230160896073092,0.03234140586073322,0.06107338569371539,0.6148611995629575,6.791330829401316e-4
