master_id,filename,title,author,year,decade,L1,L2,language,cleaned_full_text_path,analysis_text_path,model_source_column,model_token_count_before_df,model_token_count_after_df,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
INDEX_00273,_1895-1896_04.txt,"THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.","BUSHELL, S. W.",1895,1890,"Economy, Trade, and Technology",Economics,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_04.txt,analysis_text,6837,2005,7.755208420830708e-6,1.0477044865363615e-4,7.929232515486919e-6,0.013383183985937125,0.39995309838073295,9.854921235497394e-4,0.5378318064061939,0.02921295554422977,0.01784497456698619,6.680341027799377e-4
INDEX_00274,_1895-1896_05.txt,A MANCHU UKASE.,"FRASER, M. F. A.",1895,1890,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_05.txt,analysis_text,7152,1188,2.9040677482080235e-5,1.4388043853084232e-4,2.878626980778434e-4,0.08087403101605224,0.02055577648953692,0.19839344502959763,0.12041476187005361,0.37771325277228657,0.19958620082743503,0.0020017481809471846
INDEX_00282,_1898-1899_01.txt,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",Thos. W. KINGSMILL,1898,1890,Anthropology and Social Customs,Manners and customs,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_01.txt,analysis_text,14289,3586,1.1927983396044873e-4,1.6336858579789882e-4,0.06235725608324038,0.013024864569700928,0.03979934420654976,0.0016854851847284424,0.06399290646459684,0.2735883689949215,0.5442532163016391,0.0010159097748647684
INDEX_00283,_1898-1899_02.txt,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,BYRON BRENAN,1898,1890,"Politics, Government, and Law",Government,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_02.txt,analysis_text,11460,3211,2.7980235618464904e-5,1.7469697788806456e-6,2.1987372572703278e-5,0.095075619575393,0.005803059777192196,0.8076631738196913,2.801807471314033e-4,0.09038389449431405,6.440735529732637e-4,9.828345533489602e-5
INDEX_00284,_1898-1899_03.txt,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NATALIS RONDOT,1898,1890,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_03.txt,analysis_text,4590,1248,1.7784165377098714e-4,5.676175741384734e-6,7.041627438809655e-4,0.003431728283615908,0.25359145034219455,0.10110825701561804,0.031712960810282693,0.003818590026323716,0.5986825103450856,0.006766822603486363
INDEX_00285,_1898-1899_04.txt,SEALING AND WHALING IN THE NORTHERN PACIFIC.,E. BRASS,1898,1890,Natural Sciences,Agriculture,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_04.txt,analysis_text,5925,1454,0.39497802345645705,2.6130060798052975e-4,0.07174840879212831,0.0382029351121355,0.014917750830300494,0.39221698015173634,4.114954632881333e-5,7.242936150141013e-4,0.001791366378448691,0.08511779150947023
MASTER_00415,_1920_01.txt,"Relation of Chinese and Siamese, The *","Dodd, W. C.",1920,1920,Anthropology and Social Customs,Ethnology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_01.txt,analysis_text,6762,1747,1.718558354945899e-4,8.541754875214295e-6,0.0014199349802196473,0.010450815030863722,0.0010116262614761863,0.004524391030550793,0.06670817413491212,0.003567273544594304,0.8522914002848839,0.0598459871421293
MASTER_00416,_1920_02.txt,Greek and Chinese art ideals,"Stanley, A.",1920,1920,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_02.txt,analysis_text,6666,1754,2.657246851378367e-4,2.71300785363571e-5,4.774872471952535e-5,8.391767583521684e-5,0.03935334172704422,3.9663445500371004e-4,4.44046489771474e-4,0.5980435353581072,0.36022587193055516,0.001112048875289621
MASTER_00417,_1920_03.txt,"Destiny, fate","Morgan, E.",1920,1920,Religion and Philosophy,Philosophy,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_03.txt,analysis_text,10773,2899,2.5113644115020704e-5,1.3139190941329844e-6,7.132378078559177e-6,1.2647068069063994e-5,3.4473259896154593e-4,7.832361053032832e-4,1.963034854889418e-4,0.9964805961993968,0.0018295515412800238,3.19373060212929e-4
MASTER_00418,_1920_04.txt,China's petrified sun - rays,"Chatley, H.",1920,1920,Natural Sciences,Geology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_04.txt,analysis_text,3312,885,0.0025626954073643487,1.0389783296238597e-4,0.03224295658916966,0.49383570010569294,0.0011804327915935333,0.131512092788868,6.045033734923626e-4,0.0018294155753857436,0.12434555827764288,0.2117827472578282
MASTER_00419,_1920_05.txt,Chinese ideas of antiques,Hutson J.,1920,1920,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_05.txt,analysis_text,16227,4561,7.919901156695173e-5,2.51691336077487e-5,3.6726507920346777e-07,1.0911494096338223e-4,0.9988609634506471,2.957111124511509e-5,2.1899806698207252e-5,5.493049791993718e-4,1.4271118829006644e-4,1.8169911270344622e-4
MASTER_00420,_1920_06.txt,Names and nicknames of the Shanghai settlements,"Lanning, G.",1920,1920,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_06.txt,analysis_text,9432,2487,4.1871638570221693e-4,9.112153071166702e-6,9.291706764150737e-4,0.0244746628376945,8.109099168943473e-4,0.6952669893540525,0.0010974095802133087,0.022588906189477818,0.11899402294486734,0.13541009996161182
MASTER_00421,_1920_07.txt,Chinese poetry and its connotations *,"Ayscough, F. W.",1920,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_07.txt,analysis_text,16875,4838,0.012921945049345743,1.0712060690368447e-4,3.1248329656827867e-5,1.2423567850887663e-4,0.02235138747044836,6.593974752480766e-4,2.201713666285791e-4,0.8483425221531226,0.001197783369532928,0.11404418850060466
NA,_1920_08.txt,NA,NA,1920,1920,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_08.txt,analysis_text,8400,2452,0.7554986494977582,0.24371969548719344,1.8743463444948447e-5,9.635178428860058e-6,2.605046190731989e-4,1.8290007552362825e-5,1.0474543696808417e-7,0.00016021095405289836,2.0579446251925489e-4,1.0837158454025352e-4
MASTER_00423,_1920_09.txt,"Chinese life of Mohammed, A","Mason, I.",1920,1920,Religion and Philosophy,Islam,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_09.txt,analysis_text,11379,3153,4.21446406020088e-7,1.838226419661328e-8,1.1557116530298482e-5,1.8142221957880274e-4,4.561811450299878e-4,0.06160919274465843,0.3556489046818999,0.5802988180733173,0.0012872469123139253,5.062372780011011e-4
MASTER_00424,_1921_01.txt,"Operations and manifestations of the Tao exemplified in history, The","Morgan, E.",1921,1920,Religion and Philosophy,Taoism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_01.txt,analysis_text,20967,5817,4.3262139024472054e-6,5.970126412842527e-8,3.997198954771278e-6,3.179411378014e-5,1.3618256510794448e-4,0.013233356679458427,3.881407034261738e-4,0.9855419578079789,3.036072084457295e-4,3.5657780768141314e-4
MASTER_00425,_1921_02.txt,"Hainanese Miao, The *","Moninger, M. M.",1921,1920,Anthropology and Social Customs,Ethnology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_02.txt,analysis_text,4956,1335,0.12333317684923603,9.46764199779053e-5,3.918999394893265e-4,0.0010553368046859214,0.09558216336076751,0.060676074798664874,2.4116654123894723e-4,0.088734200170391,0.006086885675955258,0.6238044194395933
MASTER_00426,_1921_03.txt,Notes on the symbolism of the Purple Forbidden City *,"Ayscough, F. W.",1921,1920,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_03.txt,analysis_text,15288,4448,1.9152079241138644e-4,4.2757923465569236e-5,1.7638681190108128e-5,4.4591494738639595e-4,0.06386146085587079,0.0011655256739285217,0.007929100931505157,0.8920588686474906,6.807004922522146e-4,0.03360651105449926
MASTER_00180,_1921_04.txt,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,Manners and customs,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_04.txt,analysis_text,15846,4342,0.920318052064246,0.07893389974987076,3.5336486807605154e-5,9.373635902857115e-6,2.874911268132125e-4,1.7757850342296407e-5,4.995090495160569e-7,5.9498196776997385e-5,1.8942653543899503e-4,1.4866484475138886e-4
MASTER_00428,_1921_05.txt,Exogamy in China,"Wilkinson, H. P.",1921,1920,Anthropology and Social Customs,Ethnology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_05.txt,analysis_text,11742,3324,9.845170072822823e-5,1.2163365736239881e-6,1.055175782818356e-4,7.794643196415387e-5,3.365221773039264e-4,0.04048273482960487,0.0012147732814493872,0.7722612477778739,0.18497174157676516,4.498483094548935e-4
MASTER_00429,_1921_06.txt,"Lampacao, a mystery of the Far East","Morse, H. B.",1921,1920,Geography and Travel,Geography,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_06.txt,analysis_text,780,183,0.0015362618163284162,6.76142562149591e-6,0.07226729928879244,0.009887521393503074,0.001901540993574451,0.5390403838174974,0.02202252910325548,0.008108563977728292,0.05164132037859083,0.2935878178051083
MASTER_00430,_1921_07.txt,"Marriage maker, The","Kliene, C.",1921,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_07.txt,analysis_text,9366,2415,7.930240897308479e-4,4.816831069407839e-6,1.97370473126309e-5,8.852595071611727e-4,0.07628589885873299,0.27840745303785475,3.3636699610245215e-4,0.6146324739414758,6.293442287282678e-4,0.028005625461831885
MASTER_00431,_1921_08.txt,"Highways and byways of Kweichow, The *","Kemp, E. G.",1921,1920,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_08.txt,analysis_text,12852,3411,0.03429315356490855,8.776394503863874e-5,4.6869815373713715e-4,0.0011273570582428873,0.06837403782110016,0.14440769007759266,1.9752766132056685e-4,0.16150850066023253,0.001247518115209812,0.588287752942617
MASTER_00432,_1921_09.txt,"Christ in the "" Li Tai Shen Hsien T'ung Chien ""","Werner, E. T. C.",1921,1920,Religion and Philosophy,Christianity,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_09.txt,analysis_text,2724,776,1.8352461586350243e-4,1.0395477418242482e-5,2.601458303275273e-4,1.907755334588539e-4,8.872296620005787e-4,0.0030118567939435366,0.0050641542286048915,0.8414767988397656,0.14335221772282009,0.0055629012957975925
MASTER_00435,_1922_01.txt,"Natural history of China, The","Sowerby, A. de C.",1922,1920,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_01.txt,analysis_text,10731,2678,0.5685543573009273,1.4028079426913118e-4,0.030184670723963164,4.882312338469904e-4,2.3356465104580653e-4,0.01684528421566355,3.204458793212418e-5,7.734995828600518e-4,0.3383913078458174,0.04435675906367459
MASTER_00436,_1922_02.txt,"Growth of the Yangtze delta, The *",Heidenstem,1922,1920,Natural Sciences,Geology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_02.txt,analysis_text,8463,2272,0.0018084476944900852,7.271814574783104e-5,0.047928102161912865,0.043627272775316465,5.252642826853402e-4,0.0011840534960824742,9.65521383757134e-4,0.002262717367860649,0.15223516189892622,0.7493907407932209
MASTER_00437,_1922_03.txt,"Shuh country, The",Hutson J.,1922,1920,Arts and Archaeology,Archaeology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_03.txt,analysis_text,12204,3621,2.2039612255271896e-5,3.256490218102348e-6,1.501073164884541e-5,0.030104485682072697,0.1706804090813797,5.770678803389233e-4,0.20131877005546564,0.24194319601167685,6.220704028052945e-4,0.3547136940521386
MASTER_00349,_1922_04.txt,The Great wall,"Edgar, J. H.",1914,1910,Natural Sciences,Hydrology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_04.txt,analysis_text,4110,1055,5.35202555491123e-4,1.4509356149653666e-4,0.0013195745190244309,0.002647676988383461,0.005221997396536737,0.0012282533262952886,0.23408759926237643,0.10496693590216627,0.551560459623664,0.09828720686456596
MASTER_00440,_1922_05.txt,""" Fir - flower Tablets ""","Ferguson, J. C.",1922,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_05.txt,analysis_text,7050,1929,0.013954986726184261,4.407518135605349e-4,2.5234258901518127e-4,2.84038830227884e-4,0.05839257058552013,0.0023311636052174736,6.680987539051308e-4,0.6644051848512291,0.22109179922949707,0.038179063015643146
MASTER_00441,_1922_06.txt,Lan - tsih *,"Hudson, E.",1922,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_06.txt,analysis_text,3993,1061,4.57160608252985e-4,4.711198610764219e-6,5.248458820129135e-5,0.002217744553870277,0.01707533677479632,0.029941050052936503,0.027357820341185855,0.7454135224124855,0.001444867206184508,0.17603530226347605
MASTER_00443,_1922_07.txt,Notes on the coal and Iron Ore deposits of Central Shansi,"Norin, E.",1922,1920,Natural Sciences,Geology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_07.txt,analysis_text,4428,1106,0.08898713671184265,2.6517453705264966e-4,0.06716966942010565,0.0014358026910405183,6.337018987043843e-4,5.768211341633505e-4,9.082366498191431e-5,7.543323919166246e-4,0.09182528388005996,0.7482612536701323
MASTER_00223,_1922_09.txt,The Family names,"Giles, H. A.",1886,1880,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_09.txt,analysis_text,6612,1443,0.9969043885270935,3.9185459951474e-4,6.793596448895113e-5,8.44605459310824e-6,6.620701109941666e-4,2.0792035062744649e-4,9.709303736978527e-7,2.746591410314029e-4,2.6417974830569217e-4,0.001217574572977188
MASTER_00446,_1922_10.txt,"Distribution and habits of the Argali sheep of Central Asia, The *","Sjolander, D.",1922,1920,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_10.txt,analysis_text,12552,3286,0.6090841407165428,1.6637507003059923e-4,0.032677768360972165,3.652559530371172e-4,3.019243988450941e-4,0.0012023519399550395,3.23532302241514e-5,0.0010316389725756167,0.12047317585718176,0.23466501550063576
MASTER_00447,_1922_11.txt,Plants from Peitaiho,"Cowdry, N. H.",1922,1920,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_11.txt,analysis_text,16617,3988,0.52394175029677,0.47526985431384705,3.2279658119113073e-5,3.120969072741484e-5,2.4510270273872856e-4,4.254642460425147e-6,5.507335489473462e-8,3.6185610403554606e-5,1.4674313335263787e-4,2.92564878226664e-4
MASTER_00410,_1922_12.txt,Formosa,NA,1919,1910,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_12.txt,analysis_text,2922,342,0.9841750620631456,0.012195805602115278,7.171465592086859e-5,2.07618186325839e-5,6.800797295668174e-4,1.3975347053684614e-4,7.166515378020263e-7,4.544939477904407e-4,4.1015212817822704e-4,0.001851459932575996
MASTER_00449,_1922_13.txt,"Partial bibliography of Chinese birds, A","Riley, J. H. and Richmond, C. W.",1922,1920,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_13.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_13.txt,analysis_text,20580,4382,0.9117347117061564,0.058994523181607916,0.0032175988719818434,5.981856650178049e-4,1.8447062285006238e-4,3.861095395320769e-4,1.958474190539367e-6,1.1324240956811758e-4,0.024255893296687488,5.133062324077406e-4
MASTER_00432,_1922_14.txt,"Christ in the "" Li Tai Shen Hsien T'ung Chien ""","Werner, E. T. C.",1921,1920,Religion and Philosophy,Christianity,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_14.txt,analysis_text,4005,1111,8.131160657691553e-4,1.6013702680502974e-4,1.9023481396199677e-4,1.8531185936281354e-4,0.03531329370106428,0.00223427342883289,8.603314255345763e-4,0.7239407552612335,0.23449231260647682,0.001810233810959101
MASTER_00451,_1923-1924_01.txt,"Snowstorm, A","Budd, C.",1923,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_01.txt,analysis_text,666,170,0.01677833221076941,6.143282092782782e-5,3.326271633850443e-4,0.0014864117491450181,0.019030723913979697,0.0404189396508423,0.0012816544617168372,0.6544678451015141,0.009975876685851467,0.25616615624186834
MASTER_00452,_1923-1924_02.txt,Chu - goh Leang and the arrows,"Jamieson, C. A.",1923,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_02.txt,analysis_text,3867,906,2.9033239207263426e-4,2.177259310867733e-6,9.408589231680186e-5,0.020882371767740087,0.0035141067281668345,0.16829502396237564,0.021162820468671743,0.5550724701889488,0.0017645654299820763,0.2289220459104146
MASTER_00455,_1923-1924_04.txt,"Night in the mountains, A","Hudson, E.",1923,1920,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_04.txt,analysis_text,408,92,0.019980937261092832,9.245389882285487e-5,1.8730443817432043e-4,7.448540718360603e-4,0.010448133142222652,0.005868855568889456,8.028515463046951e-4,0.6640859603261184,0.0053733271839378465,0.2924153225626009
MASTER_00456,_1923-1924_05.txt,Hsuan - tsang and modern research,"Stael - Holstein, Baron A. von",1923,1920,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_05.txt,analysis_text,4932,1376,1.0855601712313355e-4,3.3850922977392767e-6,9.913400930199546e-4,5.570156706669133e-4,6.614678894856157e-4,0.0026326604202869244,0.15867049730376923,0.2243568788799556,0.5116720076135497,0.10034619101984542
MASTER_00457,_1923-1924_06.txt,The Shuh country,Hutson J.,1923,1920,Arts and Archaeology,Archaeology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_06.txt,analysis_text,14901,4219,7.428676483180449e-6,3.5702737542047983e-7,8.872160493725261e-6,0.030485166388968223,0.014048289695293157,0.0032015978512108132,0.04414656325332355,0.7577226234476808,4.831928605545702e-4,0.1498959086386165
MASTER_00458,_1923-1924_07.txt,"Culture, the basis of Chinese art","Ferguson, J. C.",1923,1920,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_07.txt,analysis_text,5565,1585,3.5455467116164225e-4,8.437499809126354e-5,3.2413934116725285e-5,2.395210875566229e-4,0.2624876454053828,6.300476301021309e-4,5.647089910963568e-4,0.3201925070522116,0.41494684811605853,4.673781142220428e-4
MASTER_00459,_1923-1924_08.txt,Science in old China *,"Chatley, H.",1923,1920,Natural Sciences,Science,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_08.txt,analysis_text,7053,1884,0.012315966565060408,0.0014345159956099297,0.04404164186854257,0.00880003198436404,0.03014521582216471,0.0029362039850086225,8.874322923232584e-4,0.3506570542751276,0.5169192924894137,0.03186264472238499
MASTER_00460,_1923-1924_09.txt,Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier,"Fischer, E. S.",1923,1920,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_09.txt,analysis_text,21045,6107,2.694173539295324e-4,3.6773412380266594e-5,0.001282462133881007,0.029792930170502843,0.015139172358101279,0.004603646760420186,0.05898683092892526,0.06518737886576635,0.008121809456651393,0.816579578559442
MASTER_00461,_1923-1924_10.txt,A page of ancient Chinese history,"Darroch, J.",1923,1920,History and Chronology,Biography,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_10.txt,analysis_text,8013,2226,1.1832416823992342e-5,2.1528078180728903e-6,3.341444673012995e-5,0.0016496886374420124,0.010970820800634813,0.21029803475808329,0.30250932430768185,0.46883553434464403,0.002987920733127353,0.002701276747014828
MASTER_00462,_1923-1924_11.txt,"Preliminary notes on the literary background of the "" Great River ""","Ayscough, F. W.",1923,1920,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_11.txt,analysis_text,11817,3395,3.5182850642196366e-4,2.8499419279200862e-5,6.645055340227633e-5,0.001287676919431647,0.06473788702316562,0.003320711481463842,0.03512257454561827,0.5413932897257884,0.001141238722532376,0.3525498431028964
MASTER_00463,_1923-1924_12.txt,"Religion of the Ch'iang, The *","Torrance, T.",1923,1920,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_12.txt,analysis_text,9024,2430,0.029419511222330098,1.2347551847265297e-4,2.915130393947996e-4,4.984468251653156e-4,0.01467406533674698,0.009219034518516455,4.4358167266947656e-4,0.7806437843519602,0.030813110176417042,0.13387347733832666
