importance_rank,model,K,topic_id,topic_size,topic_size_share,article_count,article_coverage,semantic_coherence,exclusivity,interpretability,topic_words,prob_words,coverage_score_norm,size_score_norm,interpretability_score_norm,importance_score,topic_label
1,stm,25,16,53.41348813832857,0.0992815764652947,162,0.3011152416356877,-22.64868394211505,9.68399460803626,0.7615065734287645,"taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ, learning, arabic","book, words, books, nature, art, hsi, mind, things, study, knowledge, human, world",1.0,1.0,0.8285675384067392,0.9428558461355796,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
2,stm,25,13,42.51810503282754,0.0790299350052556,142,0.2639405204460966,-27.864971110667867,9.71784811696983,0.7574536542189603,"tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall, poet, tomb","emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet, ang, court",0.8717948717948718,0.7787003256651805,0.8200932862315405,0.8235294945638643,"FREX: tablet, empress, sacrifice, altar, palace, shuh, emperor, offerings, poem, hall | Prob: emperor, heaven, imperial, city, ming, palace, yang, yuan, han, tablet | Representative: Stories in Chinese paintings, I; On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Southern Migration of the Sung Dynasty"
3,stm,25,4,43.62728489005709,0.0810916076023366,150,0.2788104089219331,-21.51348933932978,9.517293302153387,0.6284453023630662,"wear, woman, festival, fox, gods, clothes, demon, women, hell, games, idol, coffin","women, god, moon, house, children, white, shall, night, away, home, woman, young",0.923076923076923,0.8012292389495338,0.5503496151292454,0.758218592385234,"FREX: wear, woman, festival, fox, gods, clothes, demon, women, hell, games | Prob: women, god, moon, house, children, white, shall, night, away, home | Representative: Marriage maker, The; Some Chinese funeral customs; Chinese children's games; Shanghai folk - lore"
4,stm,25,9,32.88935295448115,0.0611326263094445,101,0.1877323420074349,-32.51803744549466,9.854700144615473,0.8434963351694886,"left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile, flood, journey","river, miles, feet, city, bank, journey, island, stream, hills, village, distance, district",0.6089743589743588,0.5831276066009998,1.0,0.7307006551917862,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
5,stm,25,12,31.519488820845627,0.0585864104476684,97,0.1802973977695167,-34.809151381737465,9.687502703702338,0.6886627377814887,"destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony, replied, sage","king, confucius, heaven, nature, tzu, music, black, things, white, virtue, duke, mencius",0.5833333333333333,0.5553038500867905,0.6762583013534896,0.6049651615912044,"FREX: destiny, duke, mencius, virtue, pawn, confucius, music, lao_tzu, kung_sun, harmony | Prob: king, confucius, heaven, nature, tzu, music, black, things, white, virtue | Representative: Chinese chess *; Wei - ch ' i *; Operations and manifestations of the Tao exemplified in history, The; Destiny, fate"
6,stm,25,19,32.95198628840829,0.0612490451457403,94,0.174721189591078,-31.369058551622206,9.63173106679264,0.6632197525988865,"coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds, mineral, geological","coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan, limestone, surface",0.564102564102564,0.5843997726429248,0.6230595422946756,0.5905206263467214,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
7,stm,25,17,44.39556063881306,0.0825196294401729,144,0.2676579925650557,-43.13586700238399,9.36449956497439,0.3652335780537892,"magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial, secretary, policy","government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native, imperial, trade",0.8846153846153845,0.8168339378713362,0.0,0.5671497741622402,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
8,stm,25,11,26.192742828800583,0.0486853955925661,85,0.1579925650557621,-37.36535611702456,9.743269929191746,0.7196110495536558,"porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware, elementary, antiques","characters, porcelain, colour, written, sung, wares, han, green, ang, works, inscriptions, writing",0.5064102564102564,0.4471105775887634,0.7409681523960626,0.564829662131694,"FREX: porcelain, wares, bottles, porcelains, chinese_porcelain, julien, bronzes, inscriptions, lung_uan, ware | Prob: characters, porcelain, colour, written, sung, wares, han, green, ang, works | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; Java; Western appliances in the Chinese printing industry"
9,stm,25,7,27.14011578847836,0.050446311874495,85,0.1579925650557621,-28.704524324482435,9.66512201247746,0.7078970065263213,"myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac, solstice, equinox","king, modern, sun, indian, language, moon, origin, word, chow, meaning, stars, calendar",0.5064102564102564,0.4663529782845639,0.7164752500049596,0.5630794948999266,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
10,stm,25,5,23.14900050283515,0.04302788197553,76,0.1412639405204461,-40.22974508422069,9.737420705690193,0.6968409682355519,"architecture, monuments, pagodas, towers, pagoda, chinese_art, cave, tower, temples, roof, design, images","temple, tai, stone, feet, art, wall, temples, buddhist, peking, pagoda, built, mountain",0.4487179487179487,0.3852881360120951,0.6933581702694477,0.5091214183331638,"FREX: architecture, monuments, pagodas, towers, pagoda, chinese_art, cave, tower, temples, roof | Prob: temple, tai, stone, feet, art, wall, temples, buddhist, peking, pagoda | Representative: Chinese pagodas; Chinese Embroidery and Other Art Textile Work; Chinese wood carving *; Relation of Chinese and Siamese, The *"
11,stm,25,14,16.780908416852387,0.0311912795852274,57,0.1059479553903345,-38.14770083248317,9.857688339737674,0.8109201799980179,"eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial, marriage, family_law_chinese","law, family, wife, marriage, father, son, death, magistrate, parents, husband, eunuchs, children",0.3269230769230768,0.2559437438859844,0.9318864898284565,0.504917770212506,"FREX: eunuchs, chinese_law, code, magistrate, exogamy, family_law, infanticide, law_chinese, filial_piety, filial | Prob: law, family, wife, marriage, father, son, death, magistrate, parents, husband | Representative: Family law of the Chinese, The; The Family law of the Chinese and its comparative relations with that of other nations; Chinese partnerships ; liability of the individual members; Notes on Chinese law and practice preceding revision"
12,stm,25,10,15.75793702244904,0.0292898457666339,56,0.104089219330855,-43.66593273408956,9.785746661311055,0.716049118057144,"yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval, central_western, central_western_asia","shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo, asia, sent",0.3205128205128205,0.23516583876386,0.7335205068424069,0.4297330553730291,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
13,stm,25,0,12.165809441688737,0.0226130287020236,26,0.0483271375464684,-41.534384240102696,9.871618311897652,0.8015220623181484,"styan, kiangyin, chinkiang, alligator, genus, flying_fish, warbler, swinhoe, dove, soochow, flies, petrel","genus, birds, species, chinkiang, styan, family, bird, winter, fish, white, soochow, black",0.1282051282051282,0.1622049656955216,0.9122359576888692,0.4008820171965064,"FREX: styan, kiangyin, chinkiang, alligator, genus, flying_fish, warbler, swinhoe, dove, soochow | Prob: genus, birds, species, chinkiang, styan, family, bird, winter, fish, white | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Beginning of the study of the flora and fauna of Soochow and vicinity, A"
