model,K,topic_id,rank,word,word_type
stm,15,1,4,kth,frex
stm,15,1,5,fructu,frex
stm,15,1,6,china_cochin,frex
stm,15,1,7,foliis,frex
stm,15,1,8,tab,frex
stm,15,1,9,linn,frex
stm,15,1,10,frutex,frex
stm,15,1,11,folia,frex
stm,15,1,12,flore,frex
stm,15,1,13,folio,frex
stm,15,1,14,chinese_plants,frex
stm,15,1,15,dubia,frex
stm,15,1,16,danes,frex
stm,15,1,17,albo,frex
stm,15,1,18,roxb,frex
stm,15,1,19,loureiro,frex
stm,15,1,20,jap,frex
stm,15,2,1,temperature,prob
stm,15,2,2,mean,prob
stm,15,2,3,eastern,prob
stm,15,2,4,asia,prob
stm,15,2,5,annual,prob
stm,15,2,6,sea,prob
stm,15,2,7,observations,prob
stm,15,2,8,peking,prob
stm,15,2,9,table,prob
stm,15,2,10,eastern_asia,prob
stm,15,2,11,northern,prob
stm,15,2,12,daily,prob
stm,15,2,13,winter,prob
stm,15,2,14,latitude,prob
stm,15,2,15,summer,prob
stm,15,2,16,magnetic,prob
stm,15,2,17,continent,prob
stm,15,2,18,air,prob
stm,15,2,19,islands,prob
stm,15,2,20,southern,prob
stm,15,2,1,temperature,frex
stm,15,2,2,magnetic,frex
stm,15,2,3,victoria,frex
stm,15,2,4,magnetism,frex
stm,15,2,5,latitude,frex
stm,15,2,6,amoor,frex
stm,15,2,7,vapour,frex
stm,15,2,8,hourly,frex
stm,15,2,9,eastern_asia,frex
stm,15,2,10,nerchinsk,frex
stm,15,2,11,maximum,frex
stm,15,2,12,humidity,frex
stm,15,2,13,diff,frex
stm,15,2,14,precipitation,frex
stm,15,2,15,atmospheric_pressure,frex
stm,15,2,16,cyclone,frex
stm,15,2,17,mean_temperature,frex
stm,15,2,18,monthly,frex
stm,15,2,19,pressure,frex
stm,15,2,20,terrestrial_magnetism,frex
stm,15,3,1,summer,prob
stm,15,3,2,taels,prob
stm,15,3,3,salt,prob
stm,15,3,4,road,prob
stm,15,3,5,cheo,prob
stm,15,3,6,spring,prob
stm,15,3,7,drought,prob
stm,15,3,8,chihli,prob
stm,15,3,9,land,prob
stm,15,3,10,autumn,prob
stm,15,3,11,roads,prob
stm,15,3,12,shansi,prob
stm,15,3,13,province,prob
stm,15,3,14,honan,prob
stm,15,3,15,tax,prob
stm,15,3,16,shensi,prob
stm,15,3,17,river,prob
stm,15,3,18,provinces,prob
stm,15,3,19,ing,prob
stm,15,3,20,route,prob
stm,15,3,1,chehkiang,frex
stm,15,3,2,cheo,frex
stm,15,3,3,drought,frex
stm,15,3,4,tax,frex
stm,15,3,5,salt,frex
stm,15,3,6,land_tax,frex
stm,15,3,7,likin,frex
stm,15,3,8,roads,frex
stm,15,3,9,remitted,frex
stm,15,3,10,fuhkien,frex
stm,15,3,11,hupeh,frex
stm,15,3,12,shansi,frex
stm,15,3,13,hwai,frex
stm,15,3,14,honan,frex
stm,15,3,15,taels,frex
stm,15,3,16,catties,frex
stm,15,3,17,shensi,frex
stm,15,3,18,routes,frex
stm,15,3,19,chihli,frex
stm,15,3,20,kiangsu,frex
stm,15,4,1,inches,prob
stm,15,4,2,black,prob
stm,15,4,3,instruments,prob
stm,15,4,4,white,prob
stm,15,4,5,colour,prob
stm,15,4,6,pieces,prob
stm,15,4,7,game,prob
stm,15,4,8,musical,prob
stm,15,4,9,instrument,prob
stm,15,4,10,piece,prob
stm,15,4,11,wood,prob
stm,15,4,12,king,prob
stm,15,4,13,porcelain,prob
stm,15,4,14,foot,prob
stm,15,4,15,bamboo,prob
stm,15,4,16,bronze,prob
stm,15,4,17,board,prob
stm,15,4,18,cash,prob
stm,15,4,19,play,prob
stm,15,4,20,red,prob
stm,15,4,1,musical,frex
stm,15,4,2,musical_instruments,frex
stm,15,4,3,chinese_musical_instruments,frex
stm,15,4,4,chinese_musical,frex
stm,15,4,5,instrument,frex
stm,15,4,6,instruments,frex
stm,15,4,7,games,frex
stm,15,4,8,wares,frex
stm,15,4,9,holes,frex
stm,15,4,10,inches,frex
stm,15,4,11,bronze,frex
stm,15,4,12,game,frex
stm,15,4,13,strings,frex
stm,15,4,14,pipe,frex
stm,15,4,15,bell,frex
stm,15,4,16,pawn,frex
stm,15,4,17,cannon,frex
stm,15,4,18,inches_long,frex
stm,15,4,19,obv,frex
stm,15,4,20,brass,frex
stm,15,5,1,characters,prob
stm,15,5,2,language,prob
stm,15,5,3,modern,prob
stm,15,5,4,word,prob
stm,15,5,5,words,prob
stm,15,5,6,meaning,prob
stm,15,5,7,writing,prob
stm,15,5,8,original,prob
stm,15,5,9,written,prob
stm,15,5,10,indian,prob
stm,15,5,11,century,prob
stm,15,5,12,forms,prob
stm,15,5,13,study,prob
stm,15,5,14,india,prob
stm,15,5,15,historical,prob
stm,15,5,16,han,prob
stm,15,5,17,origin,prob
stm,15,5,18,book,prob
stm,15,5,19,tai,prob
stm,15,5,20,race,prob
stm,15,5,1,sanscrit,frex
stm,15,5,2,phonetic,frex
stm,15,5,3,myth,frex
stm,15,5,4,lunar,frex
stm,15,5,5,aryan,frex
stm,15,5,6,tones,frex
stm,15,5,7,cycle,frex
stm,15,5,8,writing,frex
stm,15,5,9,greek,frex
stm,15,5,10,comparative,frex
stm,15,5,11,historical,frex
stm,15,5,12,prehistoric,frex
stm,15,5,13,pronunciation,frex
stm,15,5,14,languages,frex
stm,15,5,15,language,frex
stm,15,5,16,meaning,frex
stm,15,5,17,speech,frex
stm,15,5,18,tone,frex
stm,15,5,19,chinese_history,frex
stm,15,5,20,characters,frex
stm,15,6,1,king,prob
stm,15,6,2,shi,prob
stm,15,6,3,city,prob
stm,15,6,4,son,prob
stm,15,6,5,yuan,prob
stm,15,6,6,emperor,prob
stm,15,6,7,khan,prob
stm,15,6,8,mongol,prob
stm,15,6,9,river,prob
stm,15,6,10,tong,prob
stm,15,6,11,sent,prob
stm,15,6,12,mongols,prob
stm,15,6,13,century,prob
stm,15,6,14,asia,prob
stm,15,6,15,army,prob
stm,15,6,16,polo,prob
stm,15,6,17,sze,prob
stm,15,6,18,mentioned,prob
stm,15,6,19,yuan_shi,prob
stm,15,6,20,capital,prob
stm,15,6,1,yuan_shi,frex
stm,15,6,2,tong_king,frex
stm,15,6,3,khan,frex
stm,15,6,4,rashid,frex
stm,15,6,5,tom,frex
stm,15,6,6,noi,frex
stm,15,6,7,chap,frex
stm,15,6,8,tong,frex
stm,15,6,9,western_asia,frex
stm,15,6,10,central_western,frex
stm,15,6,11,central_western_asia,frex
stm,15,6,12,uigurs,frex
stm,15,6,13,medieval,frex
stm,15,6,14,history_central,frex
stm,15,6,15,defeated,frex
stm,15,6,16,samarcand,frex
stm,15,6,17,mohammedan,frex
stm,15,6,18,biography,frex
stm,15,6,19,polo,frex
stm,15,6,20,army,frex
stm,15,7,1,heaven,prob
stm,15,7,2,nature,prob
stm,15,7,3,confucius,prob
stm,15,7,4,king,prob
stm,15,7,5,things,prob
stm,15,7,6,mind,prob
stm,15,7,7,world,prob
stm,15,7,8,human,prob
stm,15,7,9,earth,prob
stm,15,7,10,tzu,prob
stm,15,7,11,spirit,prob
stm,15,7,12,law,prob
stm,15,7,13,music,prob
stm,15,7,14,death,prob
stm,15,7,15,moon,prob
stm,15,7,16,art,prob
stm,15,7,17,virtue,prob
stm,15,7,18,principle,prob
stm,15,7,19,heart,prob
stm,15,7,20,son,prob
stm,15,7,1,destiny,frex
stm,15,7,2,moral,frex
stm,15,7,3,virtue,frex
stm,15,7,4,universe,frex
stm,15,7,5,doctrine,frex
stm,15,7,6,mencius,frex
stm,15,7,7,confucius,frex
stm,15,7,8,lao_tzu,frex
stm,15,7,9,piety,frex
stm,15,7,10,principles,frex
stm,15,7,11,filial_piety,frex
stm,15,7,12,duke,frex
stm,15,7,13,filial,frex
stm,15,7,14,sages,frex
stm,15,7,15,harmony,frex
stm,15,7,16,philosophy,frex
stm,15,7,17,taoism,frex
stm,15,7,18,love,frex
stm,15,7,19,principle,frex
stm,15,7,20,heaven,frex
stm,15,8,1,tungus,prob
stm,15,8,2,northern,prob
stm,15,8,3,goldi,prob
stm,15,8,4,russian,prob
stm,15,8,5,manchuria,prob
stm,15,8,6,manchus,prob
stm,15,8,7,orn,prob
stm,15,8,8,groups,prob
stm,15,8,9,tibet,prob
stm,15,8,10,tibetan,prob
stm,15,8,11,birds,prob
stm,15,8,12,river,prob
stm,15,8,13,culture,prob
stm,15,8,14,asia,prob
stm,15,8,15,america,prob
stm,15,8,16,group,prob
stm,15,8,17,bull,prob
stm,15,8,18,amur,prob
stm,15,8,19,desert,prob
stm,15,8,20,reindeer,prob
stm,15,8,1,tungus,frex
stm,15,8,2,goldi,frex
stm,15,8,3,orn,frex
stm,15,8,4,reindeer,frex
stm,15,8,5,zool,frex
stm,15,8,6,shaman,frex
stm,15,8,7,ibis,frex
stm,15,8,8,proc,frex
stm,15,8,9,tibetan,frex
stm,15,8,10,brit,frex
stm,15,8,11,bull,frex
stm,15,8,12,tibet,frex
stm,15,8,13,manchus,frex
stm,15,8,14,buriats,frex
stm,15,8,15,shamanism,frex
stm,15,8,16,groups,frex
stm,15,8,17,culture,frex
stm,15,8,18,soc,frex
stm,15,8,19,club,frex
stm,15,8,20,complex,frex
stm,15,9,1,river,prob
stm,15,9,2,feet,prob
stm,15,9,3,miles,prob
stm,15,9,4,city,prob
stm,15,9,5,bank,prob
stm,15,9,6,island,prob
stm,15,9,7,hills,prob
stm,15,9,8,sea,prob
stm,15,9,9,shan,prob
stm,15,9,10,coal,prob
stm,15,9,11,journey,prob
stm,15,9,12,stream,prob
stm,15,9,13,district,prob
stm,15,9,14,distance,prob
stm,15,9,15,plain,prob
stm,15,9,16,chow,prob
stm,15,9,17,village,prob
stm,15,9,18,hill,prob
stm,15,9,19,level,prob
stm,15,9,20,yellow,prob
stm,15,9,1,coal,frex
stm,15,9,2,channel,frex
stm,15,9,3,mile,frex
stm,15,9,4,limestone,frex
stm,15,9,5,miles,frex
stm,15,9,6,left_bank,frex
stm,15,9,7,gorge,frex
stm,15,9,8,right_bank,frex
stm,15,9,9,bank,frex
stm,15,9,10,rocks,frex
stm,15,9,11,bore,frex
stm,15,9,12,keang,frex
stm,15,9,13,sandstone,frex
stm,15,9,14,rock,frex
stm,15,9,15,village,frex
stm,15,9,16,flood,frex
stm,15,9,17,pih,frex
stm,15,9,18,stream,frex
stm,15,9,19,kow,frex
stm,15,9,20,feet,frex
stm,15,10,1,emperor,prob
stm,15,10,2,temple,prob
stm,15,10,3,stone,prob
stm,15,10,4,city,prob
stm,15,10,5,ming,prob
stm,15,10,6,imperial,prob
stm,15,10,7,heaven,prob
stm,15,10,8,yuan,prob
stm,15,10,9,yang,prob
stm,15,10,10,palace,prob
stm,15,10,11,han,prob
stm,15,10,12,ang,prob
stm,15,10,13,tablet,prob
stm,15,10,14,ien,prob
stm,15,10,15,hsi,prob
stm,15,10,16,worship,prob
stm,15,10,17,sung,prob
stm,15,10,18,hall,prob
stm,15,10,19,god,prob
stm,15,10,20,chang,prob
stm,15,10,1,prophet,frex
stm,15,10,2,mohammed,frex
stm,15,10,3,tablet,frex
stm,15,10,4,altar,frex
stm,15,10,5,tomb,frex
stm,15,10,6,moslem,frex
stm,15,10,7,tablets,frex
stm,15,10,8,monument,frex
stm,15,10,9,temple,frex
stm,15,10,10,moslems,frex
stm,15,10,11,tombs,frex
stm,15,10,12,monuments,frex
stm,15,10,13,architecture,frex
stm,15,10,14,marble,frex
stm,15,10,15,erected,frex
stm,15,10,16,hall,frex
stm,15,10,17,buildings,frex
stm,15,10,18,worship,frex
stm,15,10,19,pagodas,frex
stm,15,10,20,terrace,frex
stm,15,11,1,manchu,prob
stm,15,11,2,works,prob
stm,15,11,3,library,prob
stm,15,11,4,book,prob
stm,15,11,5,books,prob
stm,15,11,6,translation,prob
stm,15,11,7,porcelain,prob
stm,15,11,8,ching,prob
stm,15,11,9,les,prob
stm,15,11,10,published,prob
stm,15,11,11,art,prob
stm,15,11,12,peking,prob
stm,15,11,13,shanghai,prob
stm,15,11,14,paris,prob
stm,15,11,15,collection,prob
stm,15,11,16,century,prob
stm,15,11,17,literature,prob
stm,15,11,18,wylie,prob
stm,15,11,19,author,prob
stm,15,11,20,yao,prob
stm,15,11,1,bithe,frex
stm,15,11,2,library,frex
stm,15,11,3,vols,frex
stm,15,11,4,wylie,frex
stm,15,11,5,bottles,frex
stm,15,11,6,libraries,frex
stm,15,11,7,julien,frex
stm,15,11,8,chinese_porcelain,frex
stm,15,11,9,medical,frex
stm,15,11,10,hua_ching,frex
stm,15,11,11,porcelains,frex
stm,15,11,12,arsenic,frex
stm,15,11,13,vide,frex
stm,15,11,14,preface,frex
stm,15,11,15,royal_asiatic,frex
stm,15,11,16,alligator,frex
stm,15,11,17,edition,frex
stm,15,11,18,printed,frex
stm,15,11,19,manchu_chinese,frex
stm,15,11,20,nirvana,frex
stm,15,12,1,government,prob
stm,15,12,2,sent,prob
stm,15,12,3,emperor,prob
stm,15,12,4,foreign,prob
stm,15,12,5,peking,prob
stm,15,12,6,soon,prob
stm,15,12,7,japanese,prob
stm,15,12,8,japan,prob
stm,15,12,9,went,prob
stm,15,12,10,english,prob
stm,15,12,11,shanghai,prob
stm,15,12,12,officers,prob
stm,15,12,13,city,prob
stm,15,12,14,canton,prob
stm,15,12,15,treaty,prob
stm,15,12,16,received,prob
stm,15,12,17,foreigners,prob
stm,15,12,18,told,prob
stm,15,12,19,trade,prob
stm,15,12,20,minister,prob
stm,15,12,1,portuguese,frex
stm,15,12,2,treaty,frex
stm,15,12,3,ministers,frex
stm,15,12,4,commissioners,frex
stm,15,12,5,forts,frex
stm,15,12,6,ward,frex
stm,15,12,7,settlement,frex
stm,15,12,8,dutch,frex
stm,15,12,9,ships,frex
stm,15,12,10,foreigners,frex
stm,15,12,11,interview,frex
stm,15,12,12,party,frex
stm,15,12,13,treaties,frex
stm,15,12,14,negotiations,frex
stm,15,12,15,policy,frex
stm,15,12,16,wished,frex
stm,15,12,17,reply,frex
stm,15,12,18,admiral,frex
stm,15,12,19,commodore,frex
stm,15,12,20,minister,frex
stm,15,13,1,law,prob
stm,15,13,2,silver,prob
stm,15,13,3,cash,prob
stm,15,13,4,reverse,prob
stm,15,13,5,currency,prob
stm,15,13,6,coins,prob
stm,15,13,7,money,prob
stm,15,13,8,family,prob
stm,15,13,9,government,prob
stm,15,13,10,value,prob
stm,15,13,11,copper,prob
stm,15,13,12,gold,prob
stm,15,13,13,obverse,prob
stm,15,13,14,tael,prob
stm,15,13,15,issued,prob
stm,15,13,16,province,prob
stm,15,13,17,shanghai,prob
stm,15,13,18,taels,prob
stm,15,13,19,mint,prob
stm,15,13,20,coin,prob
stm,15,13,1,currency,frex
stm,15,13,2,eunuchs,frex
stm,15,13,3,obverse,frex
stm,15,13,4,guild,frex
stm,15,13,5,chinese_law,frex
stm,15,13,6,tael,frex
stm,15,13,7,reverse,frex
stm,15,13,8,coinage,frex
stm,15,13,9,obverse_reverse,frex
stm,15,13,10,eunuch,frex
stm,15,13,11,guilds,frex
stm,15,13,12,code,frex
stm,15,13,13,magistrate,frex
stm,15,13,14,coins,frex
stm,15,13,15,mint,frex
stm,15,13,16,coin,frex
stm,15,13,17,issued,frex
stm,15,13,18,retrospect,frex
stm,15,13,19,silver,frex
stm,15,13,20,offence,frex
stm,15,14,1,women,prob
stm,15,14,2,fish,prob
stm,15,14,3,children,prob
stm,15,14,4,night,prob
stm,15,14,5,house,prob
stm,15,14,6,white,prob
stm,15,14,7,family,prob
stm,15,14,8,saw,prob
stm,15,14,9,away,prob
stm,15,14,10,young,prob
stm,15,14,11,birds,prob
stm,15,14,12,wife,prob
stm,15,14,13,home,prob
stm,15,14,14,land,prob
stm,15,14,15,shall,prob
stm,15,14,16,woman,prob
stm,15,14,17,round,prob
stm,15,14,18,moon,prob
stm,15,14,19,mother,prob
stm,15,14,20,black,prob
stm,15,14,1,girl,frex
stm,15,14,2,girls,frex
stm,15,14,3,wear,frex
stm,15,14,4,flying,frex
stm,15,14,5,fox,frex
stm,15,14,6,woman,frex
stm,15,14,7,women,frex
stm,15,14,8,clothes,frex
stm,15,14,9,children,frex
stm,15,14,10,hell,frex
stm,15,14,11,festival,frex
stm,15,14,12,demon,frex
stm,15,14,13,coffin,frex
stm,15,14,14,fish,frex
stm,15,14,15,child,frex
stm,15,14,16,dog,frex
stm,15,14,17,caught,frex
stm,15,14,18,eat,frex
stm,15,14,19,infanticide,frex
stm,15,14,20,garments,frex
