importance_rank,model,K,topic_id,topic_size,topic_size_share,article_count,article_coverage,semantic_coherence,exclusivity,interpretability,topic_words,prob_words,coverage_score_norm,size_score_norm,interpretability_score_norm,importance_score,topic_label
1,stm,15,7,73.52836746324573,0.136669827998598,207,0.3847583643122677,-25.26875704057104,9.595985880215425,0.7311353375664225,"destiny, moral, virtue, universe, doctrine, mencius, confucius, lao_tzu, piety, principles, filial_piety, duke","heaven, nature, confucius, king, things, mind, world, human, earth, tzu, spirit, law",1.0,1.0,0.7499237332218972,0.9166412444072992,"FREX: destiny, moral, virtue, universe, doctrine, mencius, confucius, lao_tzu, piety, principles | Prob: heaven, nature, confucius, king, things, mind, world, human, earth, tzu | Representative: Theistic import of the Sung philosophy, The; Wang - chung and Plato on death and immortality; Notices of the character and writings of Meh tsi; Religious element in the Tso Chuan, The"
2,stm,15,5,58.22278394621672,0.1082207880041202,197,0.3661710037174721,-25.75158737358648,9.726787131536488,0.8271997783705374,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative, historical, prehistoric","characters, language, modern, word, words, meaning, writing, original, written, indian, century, forms",0.9470899470899472,0.7650092265630364,1.0,0.9040330578843278,"FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
3,stm,15,10,57.5302174698294,0.1069334897208725,196,0.3643122676579925,-24.123276467613906,9.613560407328745,0.7525875859078139,"prophet, mohammed, tablet, altar, tomb, moslem, tablets, monument, temple, moslems, tombs, monuments","emperor, temple, stone, city, ming, imperial, heaven, yuan, yang, palace, han, ang",0.9417989417989416,0.7543760656801667,0.8057685196413704,0.8339811757068262,"FREX: prophet, mohammed, tablet, altar, tomb, moslem, tablets, monument, temple, moslems | Prob: emperor, temple, stone, city, ming, imperial, heaven, yuan, yang, palace | Representative: On the Stone figures at Chinese tombs and the offering of living sacrifices; State religion of china during the Manchu Dynasty, The *; Chinese architecture; T'ai Shan *"
4,stm,15,9,57.052249219562114,0.1060450728988143,156,0.2899628252788104,-34.645514665036075,9.752409376663378,0.7838950256906827,"coal, channel, mile, limestone, miles, left_bank, gorge, right_bank, bank, rocks, bore, keang","river, feet, miles, city, bank, island, hills, sea, shan, coal, journey, stream",0.7301587301587301,0.7470376895454929,0.8872684752726607,0.7881549649922945,"FREX: coal, channel, mile, limestone, miles, left_bank, gorge, right_bank, bank, rocks | Prob: river, feet, miles, city, bank, island, hills, sea, shan, coal | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Notes on some dikes at the mouth of the Nankow pass *; Researches into the geology of Formosa *; Notes on Szechuen and the Yangtse valley"
5,stm,15,14,46.0619286452568,0.085616967742113,164,0.3048327137546468,-21.976032091336418,9.580744909292326,0.7427910260201931,"girl, girls, wear, flying, fox, woman, women, clothes, children, hell, festival, demon","women, fish, children, night, house, white, family, saw, away, young, birds, wife",0.7724867724867724,0.5783003180364126,0.7802659808928245,0.7103510238053365,"FREX: girl, girls, wear, flying, fox, woman, women, clothes, children, hell | Prob: women, fish, children, night, house, white, family, saw, away, young | Representative: The Fish - skin Tartars; Sketches of the Miau - tsze; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916; Hainanese Miao, The *"
6,stm,15,12,51.26229221951545,0.0952830710399915,187,0.3475836431226766,-30.04141462018619,9.26148929009673,0.443059203809919,"portuguese, treaty, ministers, commissioners, forts, ward, settlement, dutch, ships, foreigners, interview, party","government, sent, emperor, foreign, peking, soon, japanese, japan, went, english, shanghai, officers",0.8941798941798942,0.6581429099316392,0.0,0.5174409347038444,"FREX: portuguese, treaty, ministers, commissioners, forts, ward, settlement, dutch, ships, foreigners | Prob: government, sent, emperor, foreign, peking, soon, japanese, japan, went, english | Representative: Narrative of the American Embassy to Peking; Recollections of China prior to 1840; Some new light on the life and times of Bishop Della Chiesa; Early Portuguese commerce and settlements in China *"
7,stm,15,11,35.70414923689116,0.066364589659649,116,0.2156133828996282,-43.53343690919506,9.693270045695614,0.6761722520350154,"bithe, library, vols, wylie, bottles, libraries, julien, chinese_porcelain, medical, hua_ching, porcelains, arsenic","manchu, works, library, book, books, translation, porcelain, ching, les, published, art, peking",0.5185185185185185,0.4192745225446403,0.606843076891141,0.5148787059847666,"FREX: bithe, library, vols, wylie, bottles, libraries, julien, chinese_porcelain, medical, hua_ching | Prob: manchu, works, library, book, books, translation, porcelain, ching, les, published | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; Java; Essay on Manchu literature; Western appliances in the Chinese printing industry"
8,stm,15,13,30.343102088710907,0.0563998180087563,86,0.1598513011152416,-48.512946202273085,9.820989119072657,0.7381466192965718,"currency, eunuchs, obverse, guild, chinese_law, tael, reverse, coinage, obverse_reverse, eunuch, guilds, code","law, silver, cash, reverse, currency, coins, money, family, government, value, copper, gold",0.3597883597883597,0.3369649121739377,0.7681755977591668,0.488309623240488,"FREX: currency, eunuchs, obverse, guild, chinese_law, tael, reverse, coinage, obverse_reverse, eunuch | Prob: law, silver, cash, reverse, currency, coins, money, family, government, value | Representative: Coins of the Ta - ts'ing or present dynasty of China *; Notes on Chinese banking system in Shanghai; Scarcity of copper cash and the rise in prices; Currency in China *"
9,stm,15,4,24.3574723227004,0.0452741121239784,67,0.1245353159851301,-54.19101512221471,9.876449364155578,0.7402370364717215,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches, bronze, game","inches, black, instruments, white, colour, pieces, game, musical, instrument, piece, wood, king",0.2592592592592592,0.2450659155327987,0.7736174003532841,0.4259808583817806,"FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
10,stm,15,0,28.49475589358752,0.0529642302854786,52,0.0966542750929368,-39.19970098663954,9.730229655918546,0.734875446434275,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets, dorsal, slender","species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family, rice, var",0.1798941798941799,0.3085867519105239,0.7596600358036553,0.4160469892027863,"FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
11,stm,15,3,14.976829922683493,0.0278379738339841,48,0.0892193308550185,-51.73137976976393,9.893614937959152,0.770656081166236,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien, hupeh, shansi","summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn, roads, shansi",0.1587301587301587,0.1010423694547959,0.85280467373441,0.3708590673064549,"FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
12,stm,15,2,11.490331738260954,0.021357493937288,34,0.0631970260223048,-45.552875308359766,9.881973677909542,0.8054226328725698,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk, maximum, humidity","temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia, northern, daily",0.0846560846560846,0.0475132175585305,0.9433094368568684,0.3584929130238278,"FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
13,stm,15,6,22.17424023341021,0.0412160599134018,86,0.1598513011152416,-52.43377435574423,9.67786552429398,0.6016217574769314,"yuan_shi, tong_king, khan, rashid, tom, noi, chap, tong, western_asia, central_western, central_western_asia, uigurs","king, shi, city, son, yuan, emperor, khan, mongol, river, tong, sent, mongols",0.3597883597883597,0.2115461613408797,0.4127722093620985,0.328035576830446,"FREX: yuan_shi, tong_king, khan, rashid, tom, noi, chap, tong, western_asia, central_western | Prob: king, shi, city, son, yuan, emperor, khan, mongol, river, tong | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; Corea; Narrative of recent events in Tong - king"
