decade,model,K,topic_id,mean_topic_proportion,article_count,article_coverage,topic_words,topic_label
1850,stm,15,0,0.0600749505921931,4,0.1212121212121212,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1860,stm,15,0,0.0197350884427431,5,0.0961538461538461,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1870,stm,15,0,0.0126313334711702,4,0.0655737704918032,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1880,stm,15,0,0.0448013438871844,5,0.0602409638554216,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1890,stm,15,0,0.0030679308435308,0,0.0,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1900,stm,15,0,0.0387953790545208,2,0.0666666666666666,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1910,stm,15,0,0.0987947796280357,15,0.1612903225806451,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1920,stm,15,0,0.0751287494610571,13,0.1056910569105691,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1930,stm,15,0,0.0536600660400648,4,0.1666666666666666,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1940,stm,15,0,2.28761003872169e-08,0,0.0,"skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate","FREX: skvortzow, styan, north_manchuria, length_breadth, genus, kiangyin, breadth, ovate, pall, leaflets | Prob: species, length, leaves, genus, white, manchuria, flowers, breadth, yellow, family | Representative: Collection of birds in the Shanghai Museum, The; The Great wall; The Family names; Then and now"
1850,stm,15,1,0.0012294582949154,0,0.0,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1860,stm,15,1,0.0044751035857124,2,0.0384615384615384,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1870,stm,15,1,0.0039047110659392,1,0.0163934426229508,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1880,stm,15,1,0.0664151769315091,9,0.108433734939759,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1890,stm,15,1,0.0016479294740721,0,0.0,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1900,stm,15,1,0.0482613633039996,2,0.0666666666666666,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1910,stm,15,1,0.0005903240829207581,0,0.0,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1920,stm,15,1,0.005770192007903,3,0.024390243902439,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1930,stm,15,1,0.004022594899386,1,0.0416666666666666,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1940,stm,15,1,0.00010477552783988732,0,0.0,"lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab","FREX: lour, cultivated_china, thbg, kth, fructu, china_cochin, foliis, tab, linn, frutex | Prob: lour, sin, linn, plant, cochin, canton, plants, tree, leaves, tab | Representative: Early European researches into the flora of China; Chinese names of plants; Contribution to the nomenclature of Chinese plants; Java"
1850,stm,15,2,0.0784736430466704,4,0.1212121212121212,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1860,stm,15,2,0.0282889462639518,7,0.1346153846153846,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1870,stm,15,2,0.0718141845602007,7,0.1147540983606557,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1880,stm,15,2,0.0084237735125904,5,0.0602409638554216,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1890,stm,15,2,0.0080155096009922,2,0.0526315789473684,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1900,stm,15,2,0.0022508738199663,0,0.0,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1910,stm,15,2,0.0102501926297834,4,0.043010752688172,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1920,stm,15,2,0.0049988226877548,4,0.032520325203252,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1930,stm,15,2,0.0170567430878944,1,0.0416666666666666,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1940,stm,15,2,0.00023733356820939983,0,0.0,"temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly","FREX: temperature, magnetic, victoria, magnetism, latitude, amoor, vapour, hourly, eastern_asia, nerchinsk | Prob: temperature, mean, eastern, asia, annual, sea, observations, peking, table, eastern_asia | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
1850,stm,15,3,0.0081173432060154,1,0.0303030303030303,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1860,stm,15,3,0.0149049427444163,6,0.1153846153846153,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1870,stm,15,3,0.0434145885023374,8,0.1311475409836065,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1880,stm,15,3,0.0537196458259504,11,0.1325301204819277,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1890,stm,15,3,0.0945622088627557,5,0.131578947368421,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1900,stm,15,3,0.0249118460677273,4,0.1333333333333333,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1910,stm,15,3,0.0107361188595343,7,0.075268817204301,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1920,stm,15,3,0.0108951749114191,4,0.032520325203252,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1930,stm,15,3,0.0061091056969715,2,0.0833333333333333,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1940,stm,15,3,0.00097664839375932,0,0.0,"chehkiang, cheo, drought, tax, salt, land_tax, likin, roads","FREX: chehkiang, cheo, drought, tax, salt, land_tax, likin, roads, remitted, fuhkien | Prob: summer, taels, salt, road, cheo, spring, drought, chihli, land, autumn | Representative: Droughts in China, A. D. 620-1643; The Salt revenue of China; Chinese revenue; Salt administration of Ssuch'uan, The"
1850,stm,15,4,0.0252016856079028,2,0.0606060606060606,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1860,stm,15,4,0.0357817082335225,5,0.0961538461538461,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1870,stm,15,4,0.0315039770397618,7,0.1147540983606557,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1880,stm,15,4,0.0234560482504569,8,0.0963855421686747,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1890,stm,15,4,0.0595082035056133,3,0.0789473684210526,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1900,stm,15,4,0.024803397328223,3,0.1,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1910,stm,15,4,0.0983650856029151,24,0.2580645161290322,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1920,stm,15,4,0.0408125348419048,13,0.1056910569105691,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1930,stm,15,4,0.0258168221140996,2,0.0833333333333333,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1940,stm,15,4,0.0036611348592394,0,0.0,"musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares","FREX: musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, games, wares, holes, inches | Prob: inches, black, instruments, white, colour, pieces, game, musical, instrument, piece | Representative: Music of China, The *; Coins of the Republic of China *; Chinese ideas of antiques; Wei - ch ' i *"
1850,stm,15,5,0.0623192728076743,8,0.2424242424242424,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing","FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
1860,stm,15,5,0.0458738512302204,10,0.1923076923076923,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing","FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
1870,stm,15,5,0.1333306717115545,24,0.3934426229508196,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing","FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
1880,stm,15,5,0.082742714581889,23,0.2771084337349397,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing","FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
1890,stm,15,5,0.1473191737138328,12,0.3157894736842105,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing","FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
1900,stm,15,5,0.0675792280135695,9,0.3,"sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing","FREX: sanscrit, phonetic, myth, lunar, aryan, tones, cycle, writing, greek, comparative | Prob: characters, language, modern, word, words, meaning, writing, original, written, indian | Representative: Can Chinese writing be simplified ?; The Comparative study of Chinese dialects; Stray notes on Corean history and literature; Western transcription of Chinese, The"
