K,topic_id,L1,mean_topic_proportion,article_count,article_coverage,topic_label
20,0,Natural Sciences,0.09426591905158564,23,0.20535714285714285,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Unknown,0.08871666968501184,3,0.11538461538461539,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Geography and Travel,0.016422514943126076,3,0.046153846153846156,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Literature and Language,0.014270345149727151,2,0.05128205128205128,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Anthropology and Social Customs,0.009903812551921005,3,0.039473684210526314,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Arts and Archaeology,0.002380832468366624,1,0.01694915254237288,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Religion and Philosophy,0.0010317651388232088,0,0.0,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,History and Chronology,0.0007490042667214511,0,0.0,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,"Politics, Government, and Law",0.00045064238962813,0,0.0,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,"Economy, Trade, and Technology",6.004010809398971e-05,0,0.0,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Education,3.467621529614077e-05,0,0.0,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,0,Military,2.9127082709621284e-05,0,0.0,"FREX: styan, kiangyin, swinhoe, alligator, genus, chinkiang, pall, flying_fish, temm, bird | Prob: genus, species, birds, bird, chinkiang, winter, family, fish, styan, black | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Notes on some new species of birds found on the island of Formosa; Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
20,1,Natural Sciences,0.037537793703251984,5,0.044642857142857144,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Military,0.0004905205474747506,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,"Politics, Government, and Law",0.00045163464808028623,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Anthropology and Social Customs,0.000403007942104363,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,History and Chronology,0.00016691965509705675,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Unknown,0.00012169177970911429,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Arts and Archaeology,6.736643402945724e-05,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Literature and Language,6.645773741299286e-05,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,"Economy, Trade, and Technology",5.977324509049359e-05,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Geography and Travel,3.2754470097905846e-05,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Education,1.2514712465198416e-05,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,1,Religion and Philosophy,8.666858210643989e-06,0,0.0,"FREX: lour, china_cochin, linn, danes, folio, tab, foliis, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
20,2,Natural Sciences,0.06114689413823581,12,0.10714285714285714,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Unknown,0.047552849635787806,3,0.11538461538461539,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Geography and Travel,0.009653302148131144,6,0.09230769230769231,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Anthropology and Social Customs,0.003984613366307104,2,0.02631578947368421,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Education,0.0024121611799168842,0,0.0,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Arts and Archaeology,0.002095813922796872,1,0.01694915254237288,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,History and Chronology,0.0020227249832607667,0,0.0,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Religion and Philosophy,0.001536718383333404,1,0.013513513513513514,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Literature and Language,0.0014230620747602157,0,0.0,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,"Economy, Trade, and Technology",0.0013677166084640063,0,0.0,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,"Politics, Government, and Law",0.0007722881323188011,0,0.0,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,2,Military,0.00029323794449371236,0,0.0,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan"
20,3,"Economy, Trade, and Technology",0.41360600444336365,6,0.5454545454545454,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Military,0.27390704514442854,1,0.5,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,"Politics, Government, and Law",0.08572441082294519,5,0.29411764705882354,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Natural Sciences,0.03884712028571393,14,0.125,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Geography and Travel,0.019423274090110517,8,0.12307692307692308,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,History and Chronology,0.014716182832105889,6,0.10909090909090909,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Anthropology and Social Customs,0.007616165509209858,3,0.039473684210526314,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Arts and Archaeology,0.005653265692934337,3,0.05084745762711865,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Literature and Language,0.004230235827960614,0,0.0,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Religion and Philosophy,0.002726653883347516,1,0.013513513513513514,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Unknown,0.0018390758125533394,0,0.0,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,3,Education,0.00021376773652976883,0,0.0,"FREX: tax, chehkiang, land_tax, drought, salt, likin, fuhkien, remitted, cheo, roads | Prob: summer, taels, salt, road, spring, drought, cheo, land, autumn, tax | Representative: Droughts in China, A. D. 620-1643; Chinese revenue; The Salt revenue of China; Salt administration of Ssuch'uan, The"
20,4,Arts and Archaeology,0.15695148092457692,22,0.3728813559322034,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Anthropology and Social Customs,0.05613843063448935,17,0.2236842105263158,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Literature and Language,0.02478330365403635,6,0.15384615384615385,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Military,0.018465446279218253,0,0.0,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Education,0.018041871808235257,1,0.25,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Unknown,0.012297840556571859,3,0.11538461538461539,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Geography and Travel,0.010742795432200566,3,0.046153846153846156,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Natural Sciences,0.008564119667180485,7,0.0625,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,Religion and Philosophy,0.006038239390890936,3,0.04054054054054054,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
20,4,History and Chronology,0.0033813536176862135,1,0.01818181818181818,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work"
