K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
10,0,1,0.9994647131407156,,,,1913,1910,Unknown,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,2,0.999212788563998,MASTER_00323,"Collection of birds in the Shanghai Museum, The","Touche, J. D. D. La",1909,1900,Natural Sciences,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,3,0.9976681419056798,MASTER_00478,"Oribatoidea Sinensis, Part III","Jacot, A. P.",1924,1920,Natural Sciences,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,4,0.9969043885270936,MASTER_00223,The Family names,"Giles, H. A.",1886,1880,Literature and Language,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,5,0.9954176796011548,MASTER_00017,Notes on some new species of birds found on the island of Formosa,"Swinhoe, R.",1859,1850,Natural Sciences,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,6,0.9953715953593,MASTER_00017,Notes on some new species of birds found on the island of Formosa,"Swinhoe, R.",1859,1850,Natural Sciences,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,7,0.9947155359149856,MASTER_00454,Then and now,"Hudson, E.",1923,1920,Literature and Language,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,8,0.9909841795024308,MASTER_00514,"Genus gueldenstaedtia (leguminoseae), The","Jacot, A. P.",1927,1920,Natural Sciences,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,9,0.9898407619794264,,,,1913,1910,Unknown,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
10,0,10,0.98893262882916,MASTER_00349,The Great wall,"Edgar, J. H.",1914,1910,Natural Sciences,"FREX: styan, skvortzow, orn, zool, length_breadth, ibis, swinhoe, north_manchuria, breadth, dorsal | Prob: species, length, birds, white, genus, leaves, manchuria, flowers, breadth, fish | Representative: Collection of birds in the Shanghai Museum, The; Oribatoidea Sinensis, Part III; The Family names; Notes on some new species of birds found on the island of Formosa"
