model,K,topic_id,rank,word,weight
lda,30,0,1,moon,610.5737957447791
lda,30,0,2,day,543.4424561707026
lda,30,0,3,people,414.6087754503632
lda,30,0,4,called,360.9116624551908
lda,30,0,5,water,348.51245011473634
lda,30,0,6,dragon,326.02056844024247
lda,30,0,7,man,315.62414470388535
lda,30,0,8,men,288.98046431610413
lda,30,0,9,body,268.71157274668303
lda,30,0,10,head,230.2933066878113
lda,30,0,11,fire,226.59279923007108
lda,30,0,12,paper,225.7800151532476
lda,30,0,13,women,216.35429423981597
lda,30,0,14,white,215.69987544822857
lda,30,0,15,god,215.3501408415855
lda,30,0,16,wine,208.70962241354877
lda,30,0,17,rain,206.68832635124338
lda,30,0,18,rice,206.22969209846295
lda,30,0,19,gods,198.51232696810084
lda,30,0,20,human,193.54150131952585
lda,30,1,1,among,772.1559618757651
lda,30,1,2,northern,604.0382341396977
lda,30,1,3,however,578.3943462101582
lda,30,1,4,tungus,577.0283701795182
lda,30,1,5,even,552.5784275849235
lda,30,1,6,history,447.67963193424146
lda,30,1,7,language,439.29388103293246
lda,30,1,8,form,423.23220520068605
lda,30,1,9,century,418.8888738640938
lda,30,1,10,period,413.71116496720435
lda,30,1,11,early,392.6913317922078
lda,30,1,12,use,377.54513091025103
lda,30,1,13,south,370.74070967206
lda,30,1,14,origin,368.2859219907392
lda,30,1,15,north,368.13112318840047
lda,30,1,16,different,365.69413196444765
lda,30,1,17,race,363.3696974555139
lda,30,1,18,word,359.0726899655253
lda,30,1,19,new,356.92345129670224
lda,30,1,20,thus,342.48218768006444
lda,30,2,1,old,424.128770505079
lda,30,2,2,man,417.3730949770483
lda,30,2,3,little,389.4436854172163
lda,30,2,4,fish,326.4224676609221
lda,30,2,5,children,319.43465195710144
lda,30,2,6,small,299.9323206374525
lda,30,2,7,back,280.9335398339139
lda,30,2,8,head,273.8638537929209
lda,30,2,9,round,271.44083934539043
lda,30,2,10,women,268.0267736562942
lda,30,2,11,away,266.67545947259805
lda,30,2,12,young,253.05282191066235
lda,30,2,13,day,249.2998946253929
lda,30,2,14,get,226.09506119901857
lda,30,2,15,men,218.55536343714488
lda,30,2,16,feet,214.66318926916256
lda,30,2,17,water,208.45228304868746
lda,30,2,18,sea,208.2983595137857
lda,30,2,19,house,207.50089844897957
lda,30,2,20,good,199.5450582222747
lda,30,3,1,vol,308.3357305220385
lda,30,3,2,de,305.58969953723016
lda,30,3,3,orn,253.03333333330968
lda,30,3,4,der,231.111570407456
lda,30,3,5,bull,216.14120595542076
lda,30,3,6,soc,210.91220572614407
lda,30,3,7,form,205.97180627646136
lda,30,3,8,birds,198.13145870228024
lda,30,3,9,wen,197.90720018593862
lda,30,3,10,und,191.2161007671896
lda,30,3,11,shuo,190.0274049615375
lda,30,3,12,pl,177.2045483820722
lda,30,3,13,la,167.96726793389936
lda,30,3,14,notes,166.21548278123214
lda,30,3,15,des,163.37326940745436
lda,30,3,16,classifier,162.1961115524961
lda,30,3,17,pp,161.71552885065668
lda,30,3,18,zool,158.03333333331872
lda,30,3,19,new,157.7127586718503
lda,30,3,20,von,149.80409409069142
lda,30,4,1,manchu,612.6849320415213
lda,30,4,2,shih,455.9466544402743
lda,30,4,3,characters,449.0380924271801
lda,30,4,4,ch,431.7617217529272
lda,30,4,5,works,428.5107420014265
lda,30,4,6,book,384.66303822901875
lda,30,4,7,pp,350.52130194685185
lda,30,4,8,chih,327.7179143593082
lda,30,4,9,han,327.0903405580231
lda,30,4,10,work,316.2724930679193
lda,30,4,11,ching,315.3126889815008
lda,30,4,12,wen,291.1917876009549
lda,30,4,13,translation,291.0236281746201
lda,30,4,14,ma,266.24582813470494
lda,30,4,15,library,251.6287469052657
lda,30,4,16,dynasty,234.31698304806278
lda,30,4,17,emperor,227.56028390363386
lda,30,4,18,ssu,221.45761465376665
lda,30,4,19,written,219.1121593532031
lda,30,4,20,text,213.3368072339615
lda,30,5,1,shanghai,1562.3853462979605
lda,30,5,2,dr,1153.5956589710593
lda,30,5,3,mr,1067.7946571828593
lda,30,5,4,work,1019.2749662195824
lda,30,5,5,society,760.2100725528898
lda,30,5,6,books,612.0320662820991
lda,30,5,7,book,565.9015445797655
lda,30,5,8,new,562.1932473549444
lda,30,5,9,history,546.3504319998984
lda,30,5,10,foreign,443.960832292391
lda,30,5,11,road,409.7461201350165
lda,30,5,12,british,401.5672908932263
lda,30,5,13,author,390.4780516345299
lda,30,5,14,peking,374.783762843713
lda,30,5,15,recent,371.5369359409482
lda,30,5,16,subject,367.85419183288934
lda,30,5,17,given,362.1014183296594
lda,30,5,18,esq,347.5383564003117
lda,30,5,19,general,345.79693320602655
lda,30,5,20,members,341.2126207228554
lda,30,6,1,road,1019.8561782839195
lda,30,6,2,river,904.0818727618094
lda,30,6,3,fu,626.3189721734342
lda,30,6,4,city,595.807061245521
lda,30,6,5,journey,536.4828605629338
lda,30,6,6,cheo,480.45245574945324
lda,30,6,7,roads,459.86043929648724
lda,30,6,8,route,450.43382379024115
lda,30,6,9,large,421.33681107798327
lda,30,6,10,trade,366.8139728418032
lda,30,6,11,province,365.05465111193047
lda,30,6,12,north,364.3342502887509
lda,30,6,13,west,332.6240985303119
lda,30,6,14,us,327.18857448466406
lda,30,6,15,way,326.5348161128762
lda,30,6,16,small,323.239165193957
lda,30,6,17,si,315.9977674447323
lda,30,6,18,along,308.3492288406677
lda,30,6,19,bridge,307.5759459996597
lda,30,6,20,good,302.01121903981067
lda,30,7,1,name,1080.1210909529334
lda,30,7,2,shi,877.3286794040025
lda,30,7,3,city,756.109621252184
lda,30,7,4,yuan,680.4434435675013
lda,30,7,5,see,632.9556096515014
lda,30,7,6,country,599.5711845330543
lda,30,7,7,khan,583.1903289414347
lda,30,7,8,mongol,573.9971986087519
lda,30,7,9,ch,561.789514213695
lda,30,7,10,history,539.7847262161092
lda,30,7,11,western,523.5417360969731
lda,30,7,12,ancient,496.2919525530987
lda,30,7,13,polo,465.9145272869785
lda,30,7,14,century,461.9341835635799
lda,30,7,15,mongols,460.96718770297315
lda,30,7,16,west,441.5737353833006
lda,30,7,17,ta,430.24078239697417
lda,30,7,18,called,420.843386921149
lda,30,7,19,river,411.6626836584213
lda,30,7,20,asia,398.95749045315637
lda,30,8,1,lour,2445.108751828776
lda,30,8,2,linn,1904.4767311646017
lda,30,8,3,sin,1860.0983372813037
lda,30,8,4,osb,1259.0333333333087
lda,30,8,5,cochin,1223.0895946081666
lda,30,8,6,canton,1190.9806366041944
lda,30,8,7,fl,938.750190780715
lda,30,8,8,hgk,862.0333333333132
lda,30,8,9,et,848.4030684838157
lda,30,8,10,tab,821.1768283054382
lda,30,8,11,plant,747.9093218374456
lda,30,8,12,fig,699.209041379551
lda,30,8,13,plants,679.8445635577472
lda,30,8,14,folio,672.2794487278151
lda,30,8,15,name,666.6981512056728
lda,30,8,16,chinensis,615.958692795624
lda,30,8,17,foliis,564.0333333332845
lda,30,8,18,cult,478.203301357734
lda,30,8,19,india,461.50327808531307
lda,30,8,20,chin,456.98340250895484
lda,30,9,1,flowers,612.5579056226177
lda,30,9,2,leaves,596.8804057442815
lda,30,9,3,porcelain,482.9450354321132
lda,30,9,4,white,384.09393567887986
lda,30,9,5,colour,359.6204186602892
lda,30,9,6,green,350.29911902844526
lda,30,9,7,species,337.65306504963814
lda,30,9,8,short,274.50954768353796
lda,30,9,9,side,264.95969779042264
lda,30,9,10,wares,240.06948764017747
lda,30,9,11,mm,230.68788564656955
lda,30,9,12,small,226.07494678590479
lda,30,9,13,red,222.82911900520799
lda,30,9,14,blue,217.66044358707018
lda,30,9,15,base,203.16291130649574
lda,30,9,16,slender,201.90725092337627
lda,30,9,17,flower,189.73679116179383
lda,30,9,18,specimens,175.25364231010215
lda,30,9,19,yellow,171.54191701850664
lda,30,9,20,black,170.4690929277584
lda,30,10,1,emperor,1155.4009476678948
lda,30,10,2,wang,723.0151090021762
lda,30,10,3,upon,661.4166490549711
lda,30,10,4,dynasty,656.1027499542082
lda,30,10,5,men,646.787592221463
lda,30,10,6,said,600.4112096025602
lda,30,10,7,year,583.200824641542
lda,30,10,8,king,572.8284052533143
lda,30,10,9,shall,552.9918775695735
lda,30,10,10,death,538.9588401177368
lda,30,10,11,people,516.4748556425232
lda,30,10,12,son,515.5483159001482
lda,30,10,13,father,504.30768380656355
lda,30,10,14,sent,482.1949833163563
lda,30,10,15,state,454.1425753189884
lda,30,10,16,prince,423.76641374686506
lda,30,10,17,chang,416.0793035245835
lda,30,10,18,mr,392.40264848687434
lda,30,10,19,became,378.6723460768873
lda,30,10,20,order,373.6987836092147
lda,30,11,1,species,616.6521004371714
lda,30,11,2,genus,549.9359746903999
lda,30,11,3,birds,521.8686750133243
lda,30,11,4,seen,504.50986416251243
lda,30,11,5,common,497.99882766591827
lda,30,11,6,family,396.8311146944344
lda,30,11,7,bird,365.673085466248
lda,30,11,8,peking,349.26545256249204
lda,30,11,9,winter,342.1723875067127
lda,30,11,10,swinhoe,331.7858826893216
lda,30,11,11,black,293.9140878552607
lda,30,11,12,white,290.3464376586945
lda,30,11,13,north,282.165114511014
lda,30,11,14,chinkiang,266.9350877188513
lda,30,11,15,april,263.0142612026709
lda,30,11,16,styan,262.0333333333104
lda,30,11,17,specimens,251.8311007390862
lda,30,11,18,summer,249.2869051995638
lda,30,11,19,pall,221.22177157629417
lda,30,11,20,chihli,215.82028509846143
lda,30,12,1,man,1345.797896815565
lda,30,12,2,people,1028.7378489182026
lda,30,12,3,men,923.4974458725109
lda,30,12,4,confucius,915.1668898904113
lda,30,12,5,life,896.7274317440193
lda,30,12,6,nature,849.5579357373025
lda,30,12,7,way,769.8762616724081
lda,30,12,8,without,730.8858251672731
lda,30,12,9,heaven,689.8922621689792
lda,30,12,10,said,676.2329599945175
lda,30,12,11,good,668.5942180562598
lda,30,12,12,things,656.5822630162631
lda,30,12,13,mind,614.9072915715468
lda,30,12,14,thus,585.4189691427547
lda,30,12,15,tzu,582.2532679494559
lda,30,12,16,world,579.2841026355596
lda,30,12,17,therefore,526.9189166965917
lda,30,12,18,cannot,522.3509640336945
lda,30,12,19,says,518.3327815937984
lda,30,12,20,music,514.5854522776626
lda,30,13,1,used,680.5103261125064
lda,30,13,2,inches,657.0344223489493
lda,30,13,3,dynasty,541.7741662686341
lda,30,13,4,ch,454.9095269110674
lda,30,13,5,instruments,441.774859806492
lda,30,13,6,ku,351.0136004152615
lda,30,13,7,ancient,344.8719232478794
lda,30,13,8,called,342.73008346278783
lda,30,13,9,instrument,304.2620493483389
lda,30,13,10,musical,294.5013492536093
lda,30,13,11,foot,290.1883560584431
lda,30,13,12,notes,273.4884113730644
lda,30,13,13,plate,263.59638795083106
lda,30,13,14,bamboo,261.794057467399
lda,30,13,15,see,254.28315414982808
lda,30,13,16,small,252.8296619855612
lda,30,13,17,ti,250.52428093787495
lda,30,13,18,end,237.62182720467345
lda,30,13,19,inch,229.34585679986773
lda,30,13,20,yu,227.2327165581576
lda,30,14,1,art,668.4973623892517
lda,30,14,2,hsi,365.8850526390242
lda,30,14,3,work,330.1821112935338
lda,30,14,4,figures,247.69739007881037
lda,30,14,5,sung,244.78337966517117
lda,30,14,6,dynasty,212.978295573065
lda,30,14,7,nature,197.7072429818638
lda,30,14,8,human,180.29358053907748
lda,30,14,9,ming,178.09446205953768
lda,30,14,10,chu,169.32624318191074
lda,30,14,11,writing,169.2936457782169
lda,30,14,12,beauty,166.17389534610177
lda,30,14,13,practice,165.3212984310969
lda,30,14,14,mind,159.3410501886075
lda,30,14,15,ch,157.74889634997325
lda,30,14,16,study,150.62695709798516
lda,30,14,17,book,147.08583077222875
lda,30,14,18,law,143.80220550070817
lda,30,14,19,heaven,141.89548512355736
lda,30,14,20,philosophy,141.81109334893992
lda,30,15,1,taels,1023.2641109662153
lda,30,15,2,salt,656.15933398688
lda,30,15,3,silver,620.9326048062867
lda,30,15,4,cash,549.9332893420717
lda,30,15,5,law,489.0414612455813
lda,30,15,6,per,443.43612451344427
lda,30,15,7,year,434.0530764277978
lda,30,15,8,money,414.08669564641485
lda,30,15,9,gold,387.02077675225183
lda,30,15,10,tael,354.3269075134151
lda,30,15,11,government,350.0686860642895
lda,30,15,12,land,329.41589919196036
lda,30,15,13,shanghai,324.7354287551848
lda,30,15,14,foreign,321.9024280006085
lda,30,15,15,value,315.1025885157325
lda,30,15,16,tax,310.41032723313526
lda,30,15,17,notes,292.1712584523312
lda,30,15,18,tls,289.322314491223
lda,30,15,19,province,280.6993345172266
lda,30,15,20,currency,269.41597695900026
lda,30,16,1,year,592.6374272741372
lda,30,16,2,yu,529.906259263244
lda,30,16,3,ancient,510.5239595656071
lda,30,16,4,king,487.14194484301805
lda,30,16,5,day,416.5889475537732
lda,30,16,6,name,403.24989765767276
lda,30,16,7,chow,355.30243078747435
lda,30,16,8,sun,309.3447517896137
lda,30,16,9,old,308.33973213873213
lda,30,16,10,pao,291.3489307166463
lda,30,16,11,called,283.97497717674554
lda,30,16,12,month,249.84183196920407
lda,30,16,13,ch,240.1490351629157
lda,30,16,14,moon,234.67106042084507
lda,30,16,15,find,230.45666789795615
lda,30,16,16,history,229.99023421537018
lda,30,16,17,however,229.65851938276296
lda,30,16,18,modern,222.41505660601874
lda,30,16,19,period,216.75711356075584
lda,30,16,20,still,215.27651954344978
lda,30,17,1,ch,3801.4606811600283
lda,30,17,2,ts,1709.0092196787375
lda,30,17,3,name,797.4474541511723
lda,30,17,4,ao,749.7882921106255
lda,30,17,5,ai,727.6878022982661
lda,30,17,6,wu,647.3175430216451
lda,30,17,7,chi,592.7068313462728
lda,30,17,8,yang,587.1819281925301
lda,30,17,9,yu,576.2299325608252
lda,30,17,10,ing,562.5423571328779
lda,30,17,11,fu,547.7317674135148
lda,30,17,12,lu,525.9772942023553
lda,30,17,13,ang,517.9394209839498
lda,30,17,14,shih,509.15164692326607
lda,30,17,15,chu,498.11495417759824
lda,30,17,16,ien,479.22684540896523
lda,30,17,17,shu,463.5003421056879
lda,30,17,18,ma,460.6357446063272
lda,30,17,19,chou,448.0400183774733
lda,30,17,20,see,439.1813997373446
lda,30,18,1,de,1549.8224090426406
lda,30,18,2,les,621.7846658010953
lda,30,18,3,la,610.3090795069002
lda,30,18,4,et,584.6397329403104
lda,30,18,5,le,537.740089619052
lda,30,18,6,king,450.188534066044
lda,30,18,7,tong,351.66820170949325
lda,30,18,8,du,318.68433721004226
lda,30,18,9,des,317.889450220357
lda,30,18,10,mr,313.24966174512315
lda,30,18,11,en,275.3142388572535
lda,30,18,12,que,246.11286519885192
lda,30,18,13,garnier,226.02665795056944
lda,30,18,14,qui,202.83496485104888
lda,30,18,15,il,194.01440696623578
lda,30,18,16,son,187.7382001082604
lda,30,18,17,dans,173.12088016133748
lda,30,18,18,nous,169.30419517916167
lda,30,18,19,gate,169.1258276932467
lda,30,18,20,art,165.88126372370837
lda,30,19,1,temple,1182.1102085512862
lda,30,19,2,stone,819.7045230348057
lda,30,19,3,emperor,758.1029926303692
lda,30,19,4,dynasty,649.4752122453247
lda,30,19,5,city,617.5429513034638
