master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,model,K,dominant_topic,dominant_topic_weight
MASTER_00074,IV_1867_01.txt,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *","Bickmore, A. S.",1867,1860s,Natural Sciences,Geology,en,1.0714668381049594e-05,1.0714668381049237e-05,0.07659217605128399,1.0714668381036892e-05,1.071466838104489e-05,1.0714668381051548e-05,0.20794409808727052,1.0714668381043367e-05,1.0714668381044973e-05,1.071466838104799e-05,0.0204516654292795,0.0032457878528413166,1.0714668381045634e-05,1.0714668381048292e-05,1.0714668381043365e-05,1.071466838104674e-05,1.0714668381048009e-05,1.0714668381040104e-05,1.0714668381042049e-05,0.04098654244805004,0.006322285129140263,0.1983244841773011,0.0035826697563459907,1.0714668381044251e-05,1.0714668381043487e-05,1.0714668381041786e-05,1.0714668381045086e-05,0.44232528303248525,1.0714668381039682e-05,1.07146683810344e-05,lda,30,27,0.44232528303248525
,IV_1867_02.txt,,,1867,1860s,,,en,0.008751912924422161,2.235636038459516e-05,2.2356360384601993e-05,2.235636038457013e-05,2.2356360384595268e-05,2.2356360384601577e-05,2.23563603845949e-05,2.2356360384590433e-05,2.2356360384586066e-05,2.235636038459126e-05,0.17340500047146942,2.2356360384588383e-05,0.3771104635506017,2.2356360384595834e-05,0.016854785101920268,0.021372827776933077,0.03202761055448661,0.07706369530202344,2.2356360384590203e-05,0.10179776561914097,2.2356360384579357e-05,0.026852405188273087,0.041055021717727645,2.235636038458454e-05,2.23563603845968e-05,0.004561666866316529,0.11874443043976247,2.2356360384594177e-05,2.2356360384579435e-05,2.2356360384573896e-05,lda,30,12,0.3771104635506017
MASTER_00076,IV_1867_03.txt,"Notes on the north of China, its productions and communications","Williamson, A.",1867,1860s,Natural Sciences,Agriculture,en,0.0014814167625028403,0.017948250174136673,0.01652370128524631,5.9534440674080415e-06,5.953444067412015e-06,0.015402711775343268,0.3315494930548545,0.00668181273471512,5.953444067411341e-06,0.002033288570033474,0.02811120335352335,5.953444067410891e-06,0.014483558579957702,5.953444067411688e-06,5.953444067412224e-06,0.03722079873252221,5.953444067410425e-06,5.95344406741085e-06,5.953444067409272e-06,0.03693163289418927,5.953444067410668e-06,0.05165471089968479,0.03227434987477915,0.023657348778599843,5.953444067410527e-06,5.953444067413334e-06,5.953444067411854e-06,0.3839564208689005,5.953444067408097e-06,5.953444067404987e-06,lda,30,27,0.3839564208689005
MASTER_00077,IV_1867_04.txt,"Notes on the productions, chiefly mineral of Shantung","Williamson, A.",1867,1860s,Natural Sciences,Agriculture,en,0.01568957541694969,2.1285653469635164e-05,0.027097310809695154,2.128565346961259e-05,2.128565346962877e-05,0.008147964358655582,0.16408356279702896,2.1285653469627843e-05,2.1285653469629757e-05,0.012387581982888536,0.02663832040285358,2.12856534696219e-05,0.05022147860677672,2.1285653469630313e-05,2.1285653469632867e-05,0.14901934137846579,2.128565346962839e-05,2.1285653469635375e-05,2.1285653469619962e-05,0.024869182239217875,0.000879247577588822,2.1285653469633433e-05,0.033864633031737014,0.03857193817974428,2.128565346963378e-05,2.1285653469644922e-05,2.1285653469627846e-05,0.44816800710941446,2.1285653469620125e-05,2.1285653469606643e-05,lda,30,27,0.44816800710941446
MASTER_00078,IV_1867_05.txt,Entomology of Shanghai,"Pryer, W. B.",1867,1860s,Natural Sciences,Zoology,en,0.0653382561990252,0.05516078616672271,0.2778916090407856,4.13052457663077e-05,4.1305245766310127e-05,4.130524576636282e-05,0.024102333540367418,4.1305245766325346e-05,4.130524576632037e-05,0.14776481169918673,4.1305245766358455e-05,0.19585433752929085,4.1305245766367725e-05,4.130524576635754e-05,4.1305245766359105e-05,4.130524576635665e-05,4.130524576633897e-05,4.130524576631119e-05,4.130524576633624e-05,4.1305245766344625e-05,4.130524576636682e-05,0.14811777115106814,0.01945656371979718,4.1305245766348114e-05,4.130524576632268e-05,4.1305245766382524e-05,4.1305245766346e-05,0.06544612079266299,4.1305245766342226e-05,4.130524576644199e-05,lda,30,2,0.2778916090407856
MASTER_00079,IV_1867_06.txt,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,"Ellias, N.",1867,1860s,Natural Sciences,Hydrology,en,2.8105677346889748e-05,2.810567734687892e-05,2.810567734688846e-05,2.8105677346871215e-05,2.810567734691917e-05,2.810567734688672e-05,0.09725044953659022,0.017250746486776134,2.8105677346874952e-05,2.8105677346881257e-05,2.8105677346899333e-05,2.8105677346889345e-05,2.810567734688628e-05,2.8105677346898916e-05,2.8105677346883283e-05,2.8105677346882155e-05,2.8105677346895955e-05,2.810567734690173e-05,2.810567734688846e-05,2.810567734688075e-05,2.8105677346913875e-05,2.8105677346903192e-05,0.012160909031251083,2.8105677346898845e-05,2.8105677346882253e-05,2.810567734688454e-05,2.8105677346881965e-05,0.8726071473343635,2.810567734687629e-05,2.8105677346869223e-05,lda,30,27,0.8726071473343635
MASTER_00080,IV_1867_07_list.txt,Eclipses recorded in Chinese works,"Wylie, A.",1867,1860s,Natural Sciences,Astronomy,en,1.751620248736537e-05,1.7516202487353842e-05,1.7516202487349082e-05,1.751620248733828e-05,0.2718008578384659,0.014037559095511808,1.7516202487350915e-05,0.17716978988090548,1.751620248734572e-05,1.7516202487352646e-05,1.751620248735189e-05,1.7516202487352826e-05,1.7516202487353043e-05,1.7516202487364142e-05,1.751620248736656e-05,1.7516202487354036e-05,0.45986881815936437,1.751620248734639e-05,1.751620248735575e-05,1.7516202487350502e-05,1.751620248734745e-05,1.7516202487355465e-05,0.0611113955760846,1.7516202487346273e-05,1.7516202487347693e-05,0.015591190589971448,1.7516202487346988e-05,1.7516202487354022e-05,1.751620248734292e-05,1.7516202487349238e-05,lda,30,16,0.45986881815936437
MASTER_00081,IV_1867_08.txt,Chinese chronological tables,"Mayers, W. F.",1867,1860s,History and Chronology,"Chronology, Historical",en,3.135779241149904e-05,0.07332721979066663,3.135779241149371e-05,3.135779241148066e-05,0.162801355713373,0.06345274133130907,3.1357792411504264e-05,3.135779241151747e-05,3.135779241148653e-05,3.135779241150738e-05,0.12887126048973901,3.135779241148918e-05,0.04839003004639537,3.1357792411517233e-05,0.02401646671214277,3.135779241151474e-05,0.41339635318203716,0.014373207628538527,3.1357792411502495e-05,0.0029261470834633214,3.135779241149521e-05,3.135779241150634e-05,0.00960207529777065,3.135779241149319e-05,0.058247344668745996,3.135779241150265e-05,3.135779241150856e-05,3.1357792411501147e-05,3.135779241149919e-05,3.135779241149559e-05,lda,30,16,0.41339635318203716
MASTER_00082,IV_1867_09.txt,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,"Forrest, R. J.",1867,1860s,Religion and Philosophy,Christianity,en,0.025569475559277462,9.373828271495728e-06,0.005267264476502952,9.373828271526511e-06,0.005944393513505258,0.037512389660306844,9.37382827149738e-06,9.373828271497192e-06,9.373828271493126e-06,9.373828271498805e-06,0.4607663977206035,9.373828271495613e-06,0.045221354145068664,9.373828271497348e-06,9.373828271496223e-06,9.373828271498076e-06,0.0442532169646557,0.029005859320183458,9.373828271493866e-06,0.02748919259070478,9.37382827149821e-06,0.019914096094003384,0.004710658827391725,9.373828271495759e-06,9.37382827150136e-06,9.3738282714967e-06,0.2941769722189095,9.373828271497768e-06,9.37382827149047e-06,9.373828271498964e-06,lda,30,10,0.4607663977206035
MASTER_00083,IV_1867_10.txt,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire","Simon, G. E.",1867,1860s,Natural Sciences,Agriculture,fr,1.912411550968477e-05,1.9124115509685057e-05,1.9124115509685203e-05,1.912411550967147e-05,1.9124115509730204e-05,1.912411550973885e-05,1.9124115509684478e-05,1.912411550968281e-05,1.9124115509679274e-05,1.9124115509688757e-05,1.9124115509682645e-05,1.912411550967426e-05,1.912411550968364e-05,1.9124115509674293e-05,1.912411550974308e-05,1.9124115509685108e-05,1.9124115509677786e-05,1.9124115509679443e-05,1.91241155096788e-05,1.9124115509677305e-05,1.91241155096723e-05,1.912411550967956e-05,1.9124115509678505e-05,1.9124115509679663e-05,1.9124115509677658e-05,1.9124115509689706e-05,1.9124115509681e-05,1.9124115509683123e-05,0.008785145404292791,0.990679379361436,lda,30,29,0.990679379361436
