master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,model,K,dominant_topic,dominant_topic_weight
MASTER_00180,V_1868_04.txt,Corea,"Scherzer, F., trans. Gould, C.",1883,1880s,Anthropology and Social Customs,Manners and customs,en,0.0,0.8402802318588717,0.016031789846249974,0.0,0.025395437079983537,0.0,0.040079280466372436,0.07821326074852239,0.0,0.0,0.0,0.0,nmf,12,1,0.8402802318588717
MASTER_00213,V_1868_05.txt,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880s,Geography and Travel,Geography,en,0.19671431609597398,0.0,0.0,0.09993351019340867,0.0,0.011903531806224192,0.04577560547086196,0.4282522136042728,0.12241091755356806,0.09500990527569028,0.0,0.0,nmf,12,7,0.4282522136042728
MASTER_00201,V_1868_06.txt,The Mystery of Ta - ts ' in,"Playfair, G. M. H.",1885,1880s,Geography and Travel,Geography,en,0.020514203456673128,0.010140079968220582,0.3823125902862715,0.10454477743330332,0.0,0.3776711103841715,0.023441134045038847,0.0,0.0,0.0,0.05284088008045358,0.028535224345867482,nmf,12,2,0.3823125902862715
MASTER_00094,V_1868_07.txt,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,"Simon, G. E.",1868,1860s,Natural Sciences,Geology,fr,0.0,0.0,0.0,0.0,0.0,0.9992995873863322,0.0,0.0,0.0,0.0,0.000700412613667867,0.0,nmf,12,5,0.9992995873863322
MASTER_00095,V_1868_08.txt,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se","Wylie, A.",1868,1860s,Geography and Travel,Travel,en,0.013934933774686844,0.7816061279156465,0.0,0.1394569409538128,0.0,0.02195543954109593,0.038204720179950476,0.0,0.004841837634807268,0.0,0.0,0.0,nmf,12,1,0.7816061279156465
MASTER_00096,V_1868_09.txt,Report of an exploration of the new course of the Yellow River,"Ellias, N.",1868,1860s,Natural Sciences,Hydrology,en,0.0,0.9279382902564303,0.010315916139521666,0.0,0.0,0.031199508596466533,0.0,0.0,0.0,0.030546285007581567,0.0,0.0,nmf,12,1,0.9279382902564303
MASTER_00097,V_1868_10_retrospect_of_events.txt,"Retrospect of events in China and Japan, 1868",Editorial Committee,1868,1860s,History and Chronology,"History, Modern (20th century)",en,0.0,0.0,0.20846133291043556,0.0,0.0,0.0,0.0,0.7915386670895644,0.0,0.0,0.0,0.0,nmf,12,7,0.7915386670895644
MASTER_00349,VII_1871_01.txt,The Great wall,"Edgar, J. H.",1914,1910s,Natural Sciences,Hydrology,en,0.0,0.26198941085803074,0.0,0.2012558663963326,0.0,0.003732242171941994,0.27837658522765807,0.20913472138813904,0.016036997348195088,0.0,0.016413188812446536,0.01306098779725605,nmf,12,6,0.27837658522765807
MASTER_00213,VII_1871_02.txt,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880s,Geography and Travel,Geography,en,0.24635025518403925,0.0,0.0,0.0,0.0,0.0,0.0,0.10627885016247686,0.0,0.647370894653484,0.0,0.0,nmf,12,9,0.647370894653484
MASTER_00112,VII_1871_03.txt,The Aborigines of Hainan,"Swinhoe, R.",1871,1870s,Anthropology and Social Customs,Ethnology,en,0.0,0.3100478631260472,0.0,0.08240951690537665,0.03867094227204644,0.0018688593923731143,0.12273110906168061,0.2928913311760046,0.10960410295079671,0.00976375252063698,0.03201252259503777,0.0,nmf,12,1,0.3100478631260472
MASTER_00112,VII_1871_04.txt,The Aborigines of Hainan,"Swinhoe, R.",1871,1870s,Anthropology and Social Customs,Ethnology,en,0.24254517172615228,0.14862325292330966,0.19893159518102196,0.07278902107687883,0.08317846766515309,0.0923966916309681,0.12009859781886963,0.0,0.007751444060588877,0.0,0.0,0.03368575791705777,nmf,12,0,0.24254517172615228
