model,K,topic_id,rank,word,weight
nmf,20,0,1,law,0.8437839355699932
nmf,20,0,2,family,0.6014533194689872
nmf,20,0,3,wife,0.5089457685663412
nmf,20,0,4,marriage,0.49411797550703435
nmf,20,0,5,husband,0.4510334399245337
nmf,20,0,6,magistrate,0.4275251878814755
nmf,20,0,7,son,0.425031025209077
nmf,20,0,8,father,0.4031033272420218
nmf,20,0,9,death,0.31741826735286643
nmf,20,0,10,code,0.3058674960144533
nmf,20,0,11,parents,0.28510785794775567
nmf,20,0,12,king,0.26671936759052534
nmf,20,0,13,children,0.2665456180170763
nmf,20,0,14,mother,0.2622958844502876
nmf,20,0,15,sons,0.23887338673387506
nmf,20,0,16,case,0.23397345303898537
nmf,20,0,17,yu,0.20806212793534912
nmf,20,0,18,upon,0.20476574951302356
nmf,20,0,19,exogamy,0.20143778266036597
nmf,20,0,20,man,0.20035766360301321
nmf,20,1,1,river,0.8084600656857543
nmf,20,1,2,miles,0.4418824101267776
nmf,20,1,3,feet,0.39932827432849893
nmf,20,1,4,water,0.3886186590251566
nmf,20,1,5,bank,0.36522432200116156
nmf,20,1,6,canal,0.3277750414089944
nmf,20,1,7,channel,0.30465537277585536
nmf,20,1,8,city,0.23254485138412206
nmf,20,1,9,level,0.2281152597352193
nmf,20,1,10,sea,0.21790208452379112
nmf,20,1,11,south,0.21311152232263755
nmf,20,1,12,plain,0.21258105785684767
nmf,20,1,13,lake,0.21092963246914315
nmf,20,1,14,yellow,0.19961466905399178
nmf,20,1,15,island,0.1962474757724957
nmf,20,1,16,north,0.19062283775576405
nmf,20,1,17,ho,0.18864488485479858
nmf,20,1,18,stream,0.17913105487980385
nmf,20,1,19,bed,0.17820011900650823
nmf,20,1,20,course,0.16748893280150268
nmf,20,2,1,shanghai,0.4784206861067169
nmf,20,2,2,mr,0.40286867832291384
nmf,20,2,3,dr,0.3304483074013752
nmf,20,2,4,society,0.3143503650684121
nmf,20,2,5,library,0.27060516254886513
nmf,20,2,6,books,0.24783403515387706
nmf,20,2,7,work,0.2235391880188343
nmf,20,2,8,members,0.21281492777084854
nmf,20,2,9,esq,0.20609722694888843
nmf,20,2,10,reviews,0.18076718169505152
nmf,20,2,11,book,0.18065693621919277
nmf,20,2,12,collection,0.17524775146536373
nmf,20,2,13,mrs,0.15957848807538447
nmf,20,2,14,works,0.15766798868638163
nmf,20,2,15,road,0.15161370061464244
nmf,20,2,16,giles,0.14555829903014803
nmf,20,2,17,journal,0.14263109432039645
nmf,20,2,18,rev,0.1405781512678573
nmf,20,2,19,volume,0.1386328939481955
nmf,20,2,20,history,0.1369546291887552
nmf,20,3,1,ch,1.172498453459048
nmf,20,3,2,dynasty,0.5810972250648737
nmf,20,3,3,yuan,0.5279078651387706
nmf,20,3,4,wang,0.5162766335581596
nmf,20,3,5,shih,0.47297764363905553
nmf,20,3,6,ts,0.4613599738797637
nmf,20,3,7,emperor,0.43434741642518127
nmf,20,3,8,yu,0.40259920863099113
nmf,20,3,9,wu,0.379065266693802
nmf,20,3,10,ai,0.35614063484185193
nmf,20,3,11,sung,0.3429336418695359
nmf,20,3,12,ang,0.33512861650695347
nmf,20,3,13,ien,0.3112520785492615
nmf,20,3,14,lu,0.30717980112261545
nmf,20,3,15,fu,0.29819856726995103
nmf,20,3,16,han,0.29563160600037014
nmf,20,3,17,ing,0.28211822044910473
nmf,20,3,18,ku,0.2792202427196988
