master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,model,K,dominant_topic,dominant_topic_weight
MASTER_00020,1860_03.txt,Cotton in China,"Robertson, D. B.",1859,1850s,Natural Sciences,Agriculture,en,5.181347283140637e-05,0.14472317612050034,5.181347234952923e-05,5.181347204149327e-05,0.06811243887572624,0.01921102617487011,0.2333674148801309,0.03052378271298807,5.181347279054106e-05,0.03630477566024055,5.181347282622377e-05,5.181347238973761e-05,5.1813472878070374e-05,0.014914156238904857,5.181347243121884e-05,0.297494592044129,0.08919449194270859,0.008459662608904454,0.05722816148776149,5.1813472597396066e-05,lda,20,15,0.297494592044129
MASTER_00022,1860_04.txt,A Sketch of the Tauist Mythology in its modern form,"Edkins, J.",1859,1850s,Anthropology and Social Customs,Mythology,en,0.00782882468172725,4.916420950551093e-05,4.9164209519197767e-05,4.916420902579337e-05,4.916420948407333e-05,4.9164209767356926e-05,4.9164209753669334e-05,0.025476608733333236,4.916420923642734e-05,4.9164209587954324e-05,0.08561942484626167,4.916420934850383e-05,0.40333287688880215,4.916420959895503e-05,4.916420954263251e-05,4.91642092692134e-05,0.2724384344165601,0.08722096049851,4.9164209576444705e-05,0.11744373521158981,lda,20,12,0.40333287688880215
MASTER_00023,1860_05.txt,Narrative of the American Embassy to Peking,"Williams, S. W.",1859,1850s,History and Chronology,"History, Modern (20th century)",en,8.13537279726921e-06,8.135372805385593e-06,8.135372759752269e-06,8.135372882489823e-06,8.135372745551072e-06,0.006962293571223139,0.033322459774771,0.05243387879214292,8.135372727799104e-06,8.135372756604774e-06,0.13646523929811522,8.135372906861724e-06,0.039253520687481065,8.135372756454364e-06,8.13537278600051e-06,0.7085147294990708,0.014326518867955568,8.135372726704602e-06,8.135372813716406e-06,0.008623735035775732,lda,20,15,0.7085147294990708
MASTER_00021,1860_06.txt,"Meteorological tables, from observations made in Japan",,1859,1850s,Natural Sciences,Meteorology,en,0.00018450185002976137,0.00018450184981458,0.6071511208538659,0.0001845018475647647,0.00018450184701898642,0.10328832405401048,0.032286555925654964,0.00018450184997872873,0.00018450184707000436,0.020325102358213738,0.00018450185007756205,0.01638674771337181,0.00018450184904985985,0.0001845018478871551,0.000184501845930261,0.21797912321473473,0.00018450184922613142,0.00018450184827264055,0.0001845018479784006,0.00018450185024956355,lda,20,2,0.6071511208538659
MASTER_00031,1860_07.txt,A Sketch of the Life of Confucius,"Edkins, J.",1860,1860s,Religion and Philosophy,Confucianism,en,1.501050765150132e-05,1.5010507665478473e-05,1.5010507604090304e-05,1.5010507492917661e-05,1.5010507552795001e-05,0.016148812259790164,0.02066689289982677,0.03037858887595383,1.5010507546873865e-05,1.5010507592332705e-05,0.1750034405596327,1.5010507575987118e-05,0.5615663639260972,1.5010507713996943e-05,1.5010507500348929e-05,1.5010507656960567e-05,0.057393996171100574,0.031426568291122996,1.5010507618529878e-05,0.10723521092530378,lda,20,12,0.5615663639260972
MASTER_00028,1860_08.txt,"The Ethics of the Chinese, with special reference to the doctrine of Human Nature and Sin","John, G.",1860,1860s,Religion and Philosophy,Philosophy,en,0.14371769256124134,0.005834125368080144,0.006583818227880101,4.347826152188378e-06,4.347826184011894e-06,0.015164606275940191,0.2421210491355808,0.007039902937892076,4.347826209094698e-06,0.014529537412203438,0.09787265864048336,0.02031502748664021,0.4213572334293721,4.3478261950240265e-06,4.347826122875427e-06,0.008987595226124018,0.0164419706891031,4.347826164063294e-06,4.347826233416205e-06,4.347826198312223e-06,lda,20,12,0.4213572334293721
MASTER_00032,1860_09.txt,Supplemental memorandum on the present state of the magnetic elements in China and places adjacent,"Shadwell, C. F. A.",1860,1860s,Natural Sciences,Meteorology,en,0.00010570824652601237,0.08849003707571716,0.10730746675226255,0.00010570824812979918,0.00010570824760119452,0.029549814561427398,0.111563749448178,0.00010570824713921117,0.00010570824679228795,0.03411367434377602,0.00010570824727606105,0.00010570824775503963,0.00010570824718994772,0.00010570824652945208,0.00010570824799661497,0.6274953423574946,0.00010570824703623279,0.00010570824588975791,0.00010570824767977164,0.00010570824760302451,lda,20,15,0.6274953423574946
MASTER_00034,1860_11.txt,Winds and weather at Chefoo,Editorial Committee,1860,1860s,Natural Sciences,Meteorology,en,0.0003378378491429365,0.045080292753729725,0.3004348856326109,0.035869916320111155,0.0003378378422700147,0.11254347641911305,0.22153021022950015,0.00033783784724973604,0.00033783784267755746,0.00033783784619217374,0.00033783784440119747,0.0003378378428016967,0.0003378378450842677,0.0003378378416853055,0.0003378378384955153,0.27981148883538454,0.00033783784305545505,0.0003378378408344541,0.00033783784271002813,0.0003378378429501443,lda,20,2,0.3004348856326109
MASTER_00065,1866_01.txt,"Notes of a Journey from Peking to Chefoo via Grand Canal , Yen -chow -foo, &c","Williamson, A.",1865,1860s,Geography and Travel,Travel,en,1.0528532581968749e-05,1.052853256919432e-05,1.0528532472467546e-05,1.0528532549820741e-05,1.0528532802246678e-05,1.0528532596481438e-05,0.48750223646488366,1.0528532581695477e-05,1.0528532495704525e-05,1.052853257780503e-05,0.15342038637610772,1.0528532505732158e-05,0.1059783505141816,0.005594757679141793,1.0528532484023788e-05,1.0528532605259402e-05,0.048836801289439485,0.006992293017145477,0.0009414545815515818,0.19060737768672636,lda,20,6,0.48750223646488366
INDEX_00062,1866_02.txt,"Account of an Overland Journey from Peking to Shanghai, made in February and March 1866",,1866,1860s,Geography and Travel,Travel,en,2.111486532361397e-05,0.08148857318493237,2.111486550484185e-05,2.1114865067197723e-05,2.111486537648707e-05,0.028423941308547675,0.47476118952143687,2.1114865394659363e-05,2.1114865180329138e-05,2.1114865353775783e-05,0.17700815730552294,2.1114865192823545e-05,0.044423094920002695,2.1114865288133074e-05,2.1114865080684477e-05,0.11439750604045963,0.013604323587554742,0.025864046215913584,2.1114865332981426e-05,0.03979690439753409,lda,20,6,0.47476118952143687
INDEX_00063,1866_03.txt,An account of a translation of a Japanese Manuscript,,1866,1860s,History and Chronology,History,en,1.4442519138016148e-05,0.09935056503093595,1.4442519076198348e-05,1.4442519090644207e-05,0.016990027972814955,1.444251912965183e-05,0.021665320755779902,0.012040800420986578,1.4442519161171149e-05,0.0007863602141711357,0.6368250776483625,1.4442519053655137e-05,0.1304982376280414,0.010424570833755123,1.4442519170699698e-05,0.033049999816134865,0.014544605584700741,1.444251901366189e-05,0.013209594538505684,0.010499299402977537,lda,20,10,0.6368250776483625
MASTER_00064,1866_04.txt,Description of the Great Examination Hall at Canton,"Keer, J. G.",1865,1860s,Arts and Archaeology,Architecture,en,4.6598323475912834e-05,4.6598323428305076e-05,0.0017237821102380078,4.6598324083382584e-05,4.659832308981149e-05,0.1243113701595503,0.029093243140641475,4.659832339656874e-05,4.6598323313135016e-05,4.6598323400607235e-05,0.08783422828470311,4.659832359187027e-05,0.07223754526752009,4.659832341382746e-05,4.659832273699377e-05,0.2871765862325988,0.029389002991099155,4.659832332332672e-05,4.6598323231716265e-05,0.3676750619331637,lda,20,19,0.3676750619331637
