model,K,topic_id,rank,word,weight
nmf,12,0,1,god,0.35688377219960393
nmf,12,0,2,day,0.31242469829156777
nmf,12,0,3,family,0.3113729784975682
nmf,12,0,4,man,0.28160394923252435
nmf,12,0,5,wife,0.26428165450626057
nmf,12,0,6,spirits,0.2411798095853394
nmf,12,0,7,people,0.23975228475039476
nmf,12,0,8,heaven,0.23635711565394202
nmf,12,0,9,men,0.23619840202082965
nmf,12,0,10,women,0.2274988274696814
nmf,12,0,11,husband,0.2225401464833041
nmf,12,0,12,house,0.21342858777339488
nmf,12,0,13,children,0.21127626067637312
nmf,12,0,14,father,0.20494621075269048
nmf,12,0,15,mother,0.20391889770302687
nmf,12,0,16,worship,0.20375691652839867
nmf,12,0,17,son,0.20101790242800846
nmf,12,0,18,moon,0.19959781316772401
nmf,12,0,19,dragon,0.19920723623714853
nmf,12,0,20,miao,0.19817342694931586
nmf,12,1,1,river,0.5852280318519236
nmf,12,1,2,miles,0.39818247212469265
nmf,12,1,3,feet,0.3762087443028156
nmf,12,1,4,water,0.33909031119061345
nmf,12,1,5,coal,0.2877519080770554
nmf,12,1,6,bank,0.25109098537998775
nmf,12,1,7,island,0.22914809310365894
nmf,12,1,8,south,0.22059184116764646
nmf,12,1,9,hills,0.21101641369033897
nmf,12,1,10,sea,0.20881125101726503
nmf,12,1,11,channel,0.20596261139130767
nmf,12,1,12,canal,0.20461270348577185
nmf,12,1,13,limestone,0.20094274258442216
nmf,12,1,14,city,0.19480254993412074
nmf,12,1,15,north,0.19351017362396686
nmf,12,1,16,level,0.1848481230655763
nmf,12,1,17,plain,0.1820171300599705
nmf,12,1,18,stream,0.16246170642798713
nmf,12,1,19,rocks,0.16183837230904446
nmf,12,1,20,shan,0.1582191260656145
nmf,12,2,1,shanghai,0.3868508858063758
nmf,12,2,2,mr,0.35425012094246777
nmf,12,2,3,de,0.31923578700731997
nmf,12,2,4,dr,0.27134664522737684
nmf,12,2,5,society,0.25074496508807403
nmf,12,2,6,library,0.21985495062640273
nmf,12,2,7,books,0.20333613013760304
nmf,12,2,8,work,0.18509664981297821
nmf,12,2,9,la,0.17961726622268392
nmf,12,2,10,book,0.17127142239197773
nmf,12,2,11,esq,0.1678502785520876
nmf,12,2,12,members,0.16314993413551962
nmf,12,2,13,reviews,0.1457010021180914
nmf,12,2,14,giles,0.1439383437210155
nmf,12,2,15,notes,0.1411069447462138
nmf,12,2,16,collection,0.14014169272571203
nmf,12,2,17,journal,0.1333813199149127
nmf,12,2,18,et,0.13228102497755662
nmf,12,2,19,les,0.13077493719285876
nmf,12,2,20,works,0.1280648318697514
nmf,12,3,1,ch,0.9188581769614513
nmf,12,3,2,dynasty,0.49248691030079794
nmf,12,3,3,emperor,0.4192228992109535
nmf,12,3,4,yuan,0.4101751124427589
nmf,12,3,5,wang,0.40566925717043434
nmf,12,3,6,ts,0.37533424526492776
nmf,12,3,7,shih,0.3648134532118366
nmf,12,3,8,wu,0.32855154943270815
nmf,12,3,9,ai,0.32040966649734176
nmf,12,3,10,yu,0.3112651512244851
nmf,12,3,11,ien,0.2757446725339973
nmf,12,3,12,ang,0.27238375728363795
nmf,12,3,13,fu,0.271878424909188
nmf,12,3,14,sung,0.2592563771880571
nmf,12,3,15,han,0.24257456696485247
nmf,12,3,16,lu,0.23427159823927707
nmf,12,3,17,ing,0.2288098800949495
nmf,12,3,18,tsung,0.22508791582537432
nmf,12,3,19,huang,0.22493807503758045
nmf,12,3,20,city,0.21483978027180778
nmf,12,4,1,species,0.6779942995082028
nmf,12,4,2,genus,0.32546717399215286
nmf,12,4,3,mm,0.3246678728380986
nmf,12,4,4,birds,0.3043805733356143
nmf,12,4,5,brown,0.29597636862497995
nmf,12,4,6,black,0.28506409336170463
nmf,12,4,7,bird,0.2785199101078904
nmf,12,4,8,bill,0.2745866269276038
nmf,12,4,9,tail,0.2631864596756937
nmf,12,4,10,white,0.25063187411524057
nmf,12,4,11,slender,0.23514269125549309
nmf,12,4,12,specimens,0.22402990698605887
nmf,12,4,13,leaves,0.21578974184750668
nmf,12,4,14,formosa,0.20125255744728024
nmf,12,4,15,flowers,0.19893240703839002
nmf,12,4,16,dorsal,0.18671644108970603
nmf,12,4,17,common,0.1855420011730844
nmf,12,4,18,wing,0.18147819754022068
nmf,12,4,19,ventral,0.18064136000660724
nmf,12,4,20,swinhoe,0.17296307632778604
nmf,12,5,1,on,0.6699434520290097
nmf,12,5,2,une,0.5529934841169488
nmf,12,5,3,un,0.5208995445392466
nmf,12,5,4,qu,0.47222578748320015
nmf,12,5,5,plus,0.40136238830554927
nmf,12,5,6,ne,0.39210960318382626
nmf,12,5,7,se,0.29060956127257576
nmf,12,5,8,cette,0.21030657465943575
nmf,12,5,9,dont,0.17730843897765078
nmf,12,5,10,chine,0.17046244578459474
nmf,12,5,11,aux,0.1697036286025309
nmf,12,5,12,autres,0.15753867414089767
nmf,12,5,13,ont,0.15600813620909973
nmf,12,5,14,était,0.14317830777316456
nmf,12,5,15,après,0.1373248386208376
nmf,12,5,16,lui,0.13520243542760454
nmf,12,5,17,deux,0.13496461057307224
nmf,12,5,18,leurs,0.13451385584199918
nmf,12,5,19,bien,0.13052949545367254
nmf,12,5,20,quelques,0.12969251255850325
nmf,12,6,1,king,0.3110514628899501
nmf,12,6,2,ancient,0.24463990544756672
nmf,12,6,3,name,0.24461767592581127
nmf,12,6,4,history,0.19812835115692234
nmf,12,6,5,aryan,0.19457314456215222
nmf,12,6,6,shi,0.19053765398428982
nmf,12,6,7,indian,0.18952499132954123
nmf,12,6,8,tribes,0.18074757691083912
nmf,12,6,9,sanscrit,0.1778204714348433
nmf,12,6,10,myth,0.17268595362259112
nmf,12,6,11,greek,0.16741230733000195
nmf,12,6,12,modern,0.1640604854736861
nmf,12,6,13,called,0.1608235536620291
nmf,12,6,14,year,0.15804129503065012
nmf,12,6,15,india,0.15550235590875489
nmf,12,6,16,language,0.15358118321676137
nmf,12,6,17,race,0.14938573481895653
nmf,12,6,18,calendar,0.14601105742350753
nmf,12,6,19,lunar,0.145022817781523
nmf,12,6,20,word,0.14431014246531262
nmf,12,7,1,japan,0.3779287867013376
nmf,12,7,2,government,0.36381120819775653
nmf,12,7,3,japanese,0.2851473155296448
nmf,12,7,4,foreign,0.2827542686055734
nmf,12,7,5,retrospect,0.282432584803924
nmf,12,7,6,treaty,0.22549109991977445
nmf,12,7,7,nagasaki,0.21952383991290125
nmf,12,7,8,shanghai,0.2169702533390911
nmf,12,7,9,country,0.2152980679717768
nmf,12,7,10,foreigners,0.20837433135072836
nmf,12,7,11,british,0.20343054345040082
nmf,12,7,12,peking,0.19678898449483403
nmf,12,7,13,year,0.19558967708183747
nmf,12,7,14,emperor,0.1922095224007286
nmf,12,7,15,mr,0.18713942737851644
nmf,12,7,16,events,0.186349615258729
nmf,12,7,17,canton,0.18434924492625326
nmf,12,7,18,people,0.17436651322840974
nmf,12,7,19,yedo,0.17269170738155626
nmf,12,7,20,trade,0.1663599096496244
nmf,12,8,1,cash,0.5525687604886066
nmf,12,8,2,taels,0.46084916467005227
nmf,12,8,3,coins,0.3867169978496393
nmf,12,8,4,silver,0.36231430603762993
nmf,12,8,5,salt,0.31771383613252274
nmf,12,8,6,currency,0.30205575829984255
nmf,12,8,7,tael,0.2756360984755722
nmf,12,8,8,copper,0.2197140451515722
nmf,12,8,9,coinage,0.21719299813072362
nmf,12,8,10,reverse,0.20403153043725342
nmf,12,8,11,mint,0.19881384425211213
nmf,12,8,12,coin,0.19675431192187295
nmf,12,8,13,tls,0.1852310753956004
nmf,12,8,14,obverse,0.1639825552514975
nmf,12,8,15,per,0.15787263090914952
nmf,12,8,16,gold,0.15524562605630673
nmf,12,8,17,money,0.1519568213627578
nmf,12,8,18,tax,0.14103309152539312
nmf,12,8,19,value,0.1403236920107205
nmf,12,8,20,weight,0.12959876660966424
nmf,12,9,1,confucius,0.4196477904404021
nmf,12,9,2,heaven,0.3719479227156126
nmf,12,9,3,man,0.31566119394755504
nmf,12,9,4,tzu,0.23579290702861622
nmf,12,9,5,nature,0.22856504616941867
nmf,12,9,6,men,0.2274930349201801
nmf,12,9,7,life,0.21615865059006747
nmf,12,9,8,principle,0.19940754026718135
nmf,12,9,9,doctrine,0.19878849036676152
nmf,12,9,10,love,0.19277178205046147
nmf,12,9,11,people,0.19242571882861043
nmf,12,9,12,things,0.18886148897210517
nmf,12,9,13,virtue,0.18792367336447643
nmf,12,9,14,tao,0.1840284943414888
nmf,12,9,15,mind,0.18214497067766777
nmf,12,9,16,law,0.1818195195361934
nmf,12,9,17,mencius,0.1720234065491364
nmf,12,9,18,tsi,0.16989367369358516
nmf,12,9,19,principles,0.1684080004346869
nmf,12,9,20,destiny,0.16508037627219546
nmf,12,10,1,art,0.5721602139690829
nmf,12,10,2,bronze,0.264660769352567
nmf,12,10,3,bronzes,0.207643581660284
nmf,12,10,4,greek,0.18399028955849933
nmf,12,10,5,porcelain,0.18155013306706538
nmf,12,10,6,dynasty,0.17533170676081158
nmf,12,10,7,figures,0.1752757441952083
nmf,12,10,8,work,0.17449550544305809
nmf,12,10,9,design,0.16238725223560097
nmf,12,10,10,ancient,0.16232962011906388
nmf,12,10,11,buddhist,0.15992780567424497
nmf,12,10,12,artistic,0.1558153514679602
nmf,12,10,13,painting,0.151710612294166
nmf,12,10,14,culture,0.14974059904186512
nmf,12,10,15,pottery,0.14424539796846872
nmf,12,10,16,period,0.1424823802375923
nmf,12,10,17,used,0.13712370545504668
nmf,12,10,18,human,0.1262474445813467
nmf,12,10,19,forms,0.1258685366451227
nmf,12,10,20,beautiful,0.12089679540028593
nmf,12,11,1,cm,0.7974191810753583
nmf,12,11,2,fig,0.49812577399767755
nmf,12,11,3,pl,0.36447463295709387
nmf,12,11,4,lour,0.31505835652127306
nmf,12,11,5,linn,0.2829415218731152
nmf,12,11,6,var,0.2583678876277597
nmf,12,11,7,manchuria,0.24835727416234454
nmf,12,11,8,breadth,0.24583902117968628
nmf,12,11,9,fruits,0.23212655964564233
nmf,12,11,10,plant,0.21336640611297172
nmf,12,11,11,leaves,0.20802588116527929
nmf,12,11,12,plants,0.19505469901010863
nmf,12,11,13,length,0.18401877174907183
nmf,12,11,14,osb,0.17838266562212346
nmf,12,11,15,skvortzow,0.16334870175574326
nmf,12,11,16,cultivated,0.1618099867451116
nmf,12,11,17,flowers,0.15467804202541646
nmf,12,11,18,taro,0.14531295738807218
nmf,12,11,19,variety,0.14233369969593349
nmf,12,11,20,see,0.13545440295518432
