master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,model,K,dominant_topic,dominant_topic_weight
MASTER_00213,1869_07.txt,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880s,Geography and Travel,Geography,en,0.08760841679037666,0.07385108609426333,0.04808188172457255,0.27214716027012925,0.0,0.0,0.18851198313730816,0.2207318472911207,0.031238181020826702,0.0,0.03574847682671711,0.0,0.0,0.0,0.04208096684468556,nmf,15,3,0.27214716027012925
,1869_08.txt,,,1869,1860s,,,en,0.06350076811375965,0.05258963023627124,0.1761730199484932,0.011158077729902655,0.011040996310849227,0.005937558944101019,0.03239459050125446,0.0,0.023629891211956022,0.5953862119693453,0.0,0.003977211096000294,0.0,0.02001036881280626,0.004201675125260785,nmf,15,9,0.5953862119693453
MASTER_00106,1869_09.txt,Chinese chemical manufactures,"Smith, F. P.",1869,1860s,Natural Sciences,Agriculture,en,0.06442933701521474,0.024988826669763608,0.08387027383626175,0.01952249564335494,0.04960581908255796,0.0,0.009983420094261296,0.0,0.2715432696975559,0.010773054196620882,0.23410675769091652,0.02741989066448503,0.0,0.0053415799908300855,0.1984152754181774,nmf,15,8,0.2715432696975559
MASTER_00107,1869_10.txt,Journal of a mission to Lewchew in 1801,"Williams, S. W.",1869,1860s,History and Chronology,History,en,0.37367179823513225,0.13042413742306555,0.0,0.03900631274589664,0.05524737738051662,0.0,0.032494674011844665,0.22418652384338583,0.0045935033324551134,0.02067090728177207,0.0,0.0,0.11970476574593114,0.0,0.0,nmf,15,0,0.37367179823513225
MASTER_00259,1869_11.txt,Wei - ch ' i *,"Volpicelli, Z. H.",1891,1890s,Anthropology and Social Customs,Manners and customs,en,0.28177096266484436,0.029006555180822492,0.0,0.393776965766351,0.0037397612464747936,0.0,0.0,0.0,0.023814273166473183,0.2522743689576633,0.0,0.0,0.0009664782122359004,0.0,0.014650634805134944,nmf,15,3,0.393776965766351
MASTER_00109,1869_12_retrospects_of_events.txt,"Retrospect of events in China and Japan, 1869, 1870",,1869,1860s,History and Chronology,"History, Modern (20th century)",en,0.03151986467361573,0.02115938181508121,0.07505843003903313,0.0,0.0,0.0,0.008429691311918563,0.7540571457510141,0.04260724440886554,0.030166682043351892,0.014871097099617559,0.0,0.019851182724302058,0.0,0.0022792801332002003,nmf,15,7,0.7540571457510141
MASTER_00126,1874_01.txt,Recollections of China prior to 1840,"Williams, S. W.",1873,1870s,History and Chronology,"History, Modern (20th century)",en,0.037590114937133316,0.10836510134844439,0.2662544039076414,0.0,0.0,0.0,0.0,0.5745389461474103,0.0,0.0,0.0,0.01325143365937055,0.0,0.0,0.0,nmf,15,7,0.5745389461474103
MASTER_00127,1874_02.txt,"The legend of Wen Wang, founder of the dynasty of the Chows in China","Kingsmill, T. W.",1873,1870s,History and Chronology,Biography,en,0.11010182114873583,0.0,0.0,0.006411247501795302,0.0,0.009681804531920753,0.8544419742352222,0.0,0.0,0.019363152582325967,0.0,0.0,0.0,0.0,0.0,nmf,15,6,0.8544419742352222
MASTER_00128,1874_03.txt,Extracts from the history of Shanghai,"Schmidt, C.",1873,1870s,History and Chronology,History,en,0.08631982375576368,0.17823924622259998,0.0,0.3285229851685191,0.0,0.0,0.05516794049381875,0.30738294419207846,0.0,0.0,0.04436706016722018,0.0,0.0,0.0,0.0,nmf,15,3,0.3285229851685191
MASTER_00129,1874_04.txt,Chinese fox - myths,"Watters, T.",1873,1870s,Anthropology and Social Customs,Mythology,en,0.33425312316399913,0.02696150113599344,0.029136615682859458,0.012031352025856748,0.10963622352036917,0.0,0.1437179562240629,0.014433247969503375,0.0,0.1772685111812476,0.08466094281771563,0.0,0.0,0.0418075875691489,0.026092938709243493,nmf,15,0,0.33425312316399913
MASTER_00130,1874_05.txt,Brief account of the French Expedition of 1866 into Indo - China,"Viguier, S. A.",1873,1870s,History and Chronology,"History, Modern (20th century)",en,0.0,0.263799193682701,0.09971703536417399,0.0,0.0,0.0,0.015008743787005105,0.1895678322913495,0.0,0.0,0.0,0.0,0.0,0.42406337213007994,0.007843822744690546,nmf,15,13,0.42406337213007994
MASTER_00131,1874_06.txt,"Visit to the city of Confucius, A","Edkins, J.",1873,1870s,Religion and Philosophy,Confucianism,en,0.15979988703813838,0.28417218444563924,0.0,0.10850489522627701,0.0,0.0,0.0,0.0,0.0,0.28776935282703064,0.14618762725268294,0.013566053210231833,0.0,0.0,0.0,nmf,15,9,0.28776935282703064
