model,K,topic_id,rank,word,weight
lda,20,0,1,day,585.4675601796746
lda,20,0,2,moon,550.457219422035
lda,20,0,3,man,457.8237430939623
lda,20,0,4,water,377.3276584359691
lda,20,0,5,women,354.5324548987088
lda,20,0,6,head,350.49023257328986
lda,20,0,7,fish,349.9043193562857
lda,20,0,8,people,328.66479127860106
lda,20,0,9,called,293.30682045346794
lda,20,0,10,body,290.6120449806803
lda,20,0,11,dragon,276.2349310811463
lda,20,0,12,small,274.91098202038796
lda,20,0,13,children,269.6501898185596
lda,20,0,14,gods,262.590123994643
lda,20,0,15,dead,258.46090609875665
lda,20,0,16,spirits,257.70758627182613
lda,20,0,17,side,256.81437046526753
lda,20,0,18,god,252.39763678932957
lda,20,0,19,house,248.65131811102682
lda,20,0,20,animal,247.56688532391402
lda,20,1,1,among,894.2665988234007
lda,20,1,2,however,657.522431915215
lda,20,1,3,even,652.618534857732
lda,20,1,4,northern,628.5358803266915
lda,20,1,5,tungus,579.0499999995967
lda,20,1,6,country,559.1721874082833
lda,20,1,7,new,552.1052187605707
lda,20,1,8,north,522.0364516038838
lda,20,1,9,south,487.62167196919455
lda,20,1,10,language,442.4611433250691
lda,20,1,11,use,442.17154635632
lda,20,1,12,different,413.4810188666911
lda,20,1,13,early,409.5010397411385
lda,20,1,14,century,409.1678561939717
lda,20,1,15,history,399.5824321004316
lda,20,1,16,period,390.875345514306
lda,20,1,17,thus,390.17125737220016
lda,20,1,18,fact,389.39596308920886
lda,20,1,19,still,387.77599772770975
lda,20,1,20,probably,376.34904513959196
lda,20,2,1,mm,1391.2537252566494
lda,20,2,2,temperature,847.4124237510713
lda,20,2,3,mean,820.4129391324669
lda,20,2,4,july,680.7041235457513
lda,20,2,5,eastern,596.8829696951987
lda,20,2,6,june,587.9775057333258
lda,20,2,7,asia,584.2875505817783
lda,20,2,8,aug,547.0513123277931
lda,20,2,9,annual,541.7867627920477
lda,20,2,10,year,525.9721576627911
lda,20,2,11,sept,498.1476806689789
lda,20,2,12,sea,471.00905219926506
lda,20,2,13,observations,463.5478142360311
lda,20,2,14,dec,462.4898169635407
lda,20,2,15,peking,455.04370096205565
lda,20,2,16,jan,452.7818786887187
lda,20,2,17,feb,448.8242254352979
lda,20,2,18,oct,442.8788302325419
lda,20,2,19,nov,441.32716845408737
lda,20,2,20,table,431.85913688699446
lda,20,3,1,de,600.6552630712953
lda,20,3,2,vol,375.7015908289365
lda,20,3,3,orn,253.04999999965236
lda,20,3,4,der,241.22285828528166
lda,20,3,5,la,236.31337617139397
lda,20,3,6,wen,225.83233705932315
lda,20,3,7,form,214.4853595686073
lda,20,3,8,soc,208.26075343190118
lda,20,3,9,pp,207.25255432379436
lda,20,3,10,des,201.59004425770127
lda,20,3,11,birds,200.3004699784787
lda,20,3,12,ii,197.40529355629124
lda,20,3,13,shuo,192.77279574582536
lda,20,3,14,new,185.08026480010028
lda,20,3,15,bull,183.99118641593859
lda,20,3,16,und,177.20986133541084
lda,20,3,17,classifier,167.44998075977037
lda,20,3,18,nov,164.02269078003394
lda,20,3,19,et,157.76321201323353
lda,20,3,20,von,157.53888557326468
lda,20,4,1,cm,644.0020040298052
lda,20,4,2,length,514.9482274866091
lda,20,4,3,fig,478.9601318639786
lda,20,4,4,manchuria,467.81352259349956
lda,20,4,5,breadth,420.928558773074
lda,20,4,6,rice,415.549184028598
lda,20,4,7,see,328.93487006153987
lda,20,4,8,fruits,313.84642430427823
lda,20,4,9,var,310.2173187220464
lda,20,4,10,pl,291.1572428977997
lda,20,4,11,north,264.38345789649003
lda,20,4,12,small,259.16223837932904
lda,20,4,13,large,239.7738053593288
lda,20,4,14,water,232.79067995873513
lda,20,4,15,district,218.46205649955309
lda,20,4,16,variety,204.0218533526592
lda,20,4,17,manchu,202.99885494626977
lda,20,4,18,red,197.52266901883206
lda,20,4,19,skvortzow,196.04999999505634
lda,20,4,20,white,192.99106418696357
lda,20,5,1,shanghai,1458.9235800070312
lda,20,5,2,work,1166.983091945562
lda,20,5,3,dr,1038.1321779413825
lda,20,5,4,mr,989.8243962406158
lda,20,5,5,book,850.3177006024443
lda,20,5,6,summer,790.9443209603281
lda,20,5,7,society,779.3827391644953
lda,20,5,8,books,773.9634199771232
lda,20,5,9,year,622.9222226219117
lda,20,5,10,history,538.0648866425502
lda,20,5,11,author,507.3297790823488
lda,20,5,12,spring,497.8398518298795
lda,20,5,13,peking,471.889436646351
lda,20,5,14,works,467.7883730598641
lda,20,5,15,drought,443.4718079928629
lda,20,5,16,published,440.6581470233447
lda,20,5,17,de,438.30454831785966
lda,20,5,18,autumn,438.12751772793365
lda,20,5,19,honan,421.7694039203176
lda,20,5,20,library,408.56474252189196
lda,20,6,1,river,3092.9830400199985
lda,20,6,2,feet,1779.9418537531021
lda,20,6,3,water,1764.4277329670178
lda,20,6,4,miles,1593.8619189291346
lda,20,6,5,city,1366.0265777864736
lda,20,6,6,road,1170.001850189064
lda,20,6,7,south,1136.1758686123098
lda,20,6,8,north,1095.014686194211
lda,20,6,9,large,936.1023962077601
lda,20,6,10,island,881.1897028986662
lda,20,6,11,west,866.1842428018108
lda,20,6,12,bank,850.9169796987767
lda,20,6,13,small,803.8195645959557
lda,20,6,14,sea,785.0397663889893
lda,20,6,15,journey,772.9193663296679
lda,20,6,16,high,762.2668723114647
lda,20,6,17,hills,735.41362302885
lda,20,6,18,us,687.2147904876797
lda,20,6,19,east,681.4392524101141
lda,20,6,20,village,681.0017692119104
lda,20,7,1,name,1146.0327640913904
lda,20,7,2,shi,889.3268988128453
lda,20,7,3,city,882.0063538448892
lda,20,7,4,yuan,691.5031525313642
lda,20,7,5,see,649.0212736685485
lda,20,7,6,mongol,641.0631952035142
lda,20,7,7,country,638.4472340375647
lda,20,7,8,history,637.2519436642262
lda,20,7,9,emperor,605.0716559379666
lda,20,7,10,khan,589.8460407826209
lda,20,7,11,ch,585.43431454629
lda,20,7,12,western,549.5403320759089
lda,20,7,13,ancient,534.0709634691597
lda,20,7,14,century,499.2352147977504
lda,20,7,15,west,487.4536455824362
lda,20,7,16,mongols,482.5711324875846
lda,20,7,17,polo,476.5873519665311
lda,20,7,18,ta,471.88887087337224
lda,20,7,19,called,450.2797086534229
lda,20,7,20,river,443.8862089946786
lda,20,8,1,lour,2448.0499999992985
lda,20,8,2,linn,1905.0488820971534
lda,20,8,3,sin,1864.5291995477567
lda,20,8,4,osb,1259.0499999997378
lda,20,8,5,cochin,1225.53368532024
lda,20,8,6,canton,1189.8215787526567
lda,20,8,7,fl,938.9412790912623
lda,20,8,8,hgk,862.0499999999286
lda,20,8,9,et,845.6190254142357
lda,20,8,10,tab,807.3253103150578
lda,20,8,11,plant,761.1547875150753
lda,20,8,12,plants,710.002453543993
lda,20,8,13,fig,708.913379942645
lda,20,8,14,chinensis,687.7904534470919
lda,20,8,15,name,679.5455617979902
lda,20,8,16,folio,672.4608919365185
lda,20,8,17,foliis,564.0500000006338
lda,20,8,18,cult,478.4290423731541
lda,20,8,19,india,468.35242283605174
lda,20,8,20,chin,463.5335084728134
lda,20,9,1,flowers,560.9990431857822
lda,20,9,2,leaves,557.7541889247947
lda,20,9,3,white,524.8126727173335
lda,20,9,4,porcelain,491.0830892069013
lda,20,9,5,colour,465.09420103235914
lda,20,9,6,species,421.3311790293433
lda,20,9,7,small,392.07217974105686
lda,20,9,8,green,378.73851659434075
lda,20,9,9,seen,330.0564344257868
lda,20,9,10,fine,302.2100566744159
lda,20,9,11,short,298.8742437579788
lda,20,9,12,large,286.58827787829324
lda,20,9,13,coal,283.9387321591652
lda,20,9,14,red,282.8268734070444
lda,20,9,15,surface,275.7659677648486
lda,20,9,16,blue,265.69411347274615
lda,20,9,17,black,262.5078877033805
lda,20,9,18,light,242.96718881057188
lda,20,9,19,wares,241.0014765506092
lda,20,9,20,mm,236.21593397377734
lda,20,10,1,men,1246.7207743962226
lda,20,10,2,emperor,1221.2329946687075
lda,20,10,3,said,1197.6928210732908
lda,20,10,4,son,1114.6475134634368
lda,20,10,5,man,1050.3802479153217
lda,20,10,6,upon,1005.7730810384435
lda,20,10,7,father,987.349316792843
lda,20,10,8,family,973.2517502659305
lda,20,10,9,people,961.439050072871
lda,20,10,10,king,902.1173240422551
lda,20,10,11,death,859.0968933607804
lda,20,10,12,law,767.1221278125896
lda,20,10,13,came,745.5849112950738
lda,20,10,14,shall,738.9873362338591
lda,20,10,15,life,734.134247531399
lda,20,10,16,day,721.3514360661101
lda,20,10,17,wife,711.1878310334283
lda,20,10,18,yu,688.4014618484268
lda,20,10,19,could,682.7144148588635
lda,20,10,20,year,681.6132154307389
lda,20,11,1,species,578.0016110902321
lda,20,11,2,genus,546.9644870119744
lda,20,11,3,common,488.348374915739
lda,20,11,4,birds,457.64847838662376
lda,20,11,5,family,405.1572601216882
lda,20,11,6,seen,373.39906866310304
lda,20,11,7,peking,355.20751761293684
lda,20,11,8,winter,351.2000458574983
lda,20,11,9,swinhoe,342.91413446535137
