model,K,topic_id,rank,word,weight
nmf,25,0,1,village,0.6128800827754
nmf,25,0,2,miao,0.5545599453072585
nmf,25,0,3,men,0.4588008955478072
nmf,25,0,4,savages,0.4452875977106169
nmf,25,0,5,women,0.4134117575415554
nmf,25,0,6,day,0.38251743708506997
nmf,25,0,7,us,0.3666445153015547
nmf,25,0,8,boat,0.34281955571461464
nmf,25,0,9,small,0.3363058710142219
nmf,25,0,10,white,0.32398389483515794
nmf,25,0,11,rice,0.3236762842255665
nmf,25,0,12,man,0.3069230789686217
nmf,25,0,13,fish,0.3029121189668231
nmf,25,0,14,little,0.2983938559037058
nmf,25,0,15,island,0.29665321900351643
nmf,25,0,16,house,0.29547886004506596
nmf,25,0,17,people,0.28556863871742044
nmf,25,0,18,water,0.28491559695609553
nmf,25,0,19,large,0.28187278205656213
nmf,25,0,20,black,0.27924664337013516
nmf,25,1,1,river,0.9180183705958253
nmf,25,1,2,miles,0.47471044201271845
nmf,25,1,3,water,0.4604128213792289
nmf,25,1,4,bank,0.4325897943684388
nmf,25,1,5,feet,0.4273497859802463
nmf,25,1,6,canal,0.38931054966115125
nmf,25,1,7,channel,0.36709384915053933
nmf,25,1,8,level,0.26639190497799314
nmf,25,1,9,sea,0.24560441776168107
nmf,25,1,10,lake,0.24558797071318325
nmf,25,1,11,plain,0.22948559205474214
nmf,25,1,12,yellow,0.22399794839830142
nmf,25,1,13,island,0.2216220410494794
nmf,25,1,14,ho,0.2118324740940436
nmf,25,1,15,city,0.20911421614373954
nmf,25,1,16,bed,0.20895937699107997
nmf,25,1,17,south,0.2042812313713842
nmf,25,1,18,stream,0.19613067323181155
nmf,25,1,19,course,0.19276501402751556
nmf,25,1,20,banks,0.18076630313490472
nmf,25,2,1,shanghai,0.6252782714396763
nmf,25,2,2,mr,0.44225294422518985
nmf,25,2,3,society,0.3720209496161437
nmf,25,2,4,dr,0.36646746396291807
nmf,25,2,5,library,0.2995100562442653
nmf,25,2,6,members,0.2628540411340079
nmf,25,2,7,esq,0.26032297404503596
nmf,25,2,8,books,0.23905928023493075
nmf,25,2,9,reviews,0.20814701096801697
nmf,25,2,10,work,0.20433374956376252
nmf,25,2,11,road,0.20092247804025745
nmf,25,2,12,mrs,0.20006921403640834
nmf,25,2,13,british,0.18074657200933958
nmf,25,2,14,collection,0.17576425767003112
nmf,25,2,15,rev,0.17530428668199996
nmf,25,2,16,journal,0.1662744470656569
nmf,25,2,17,book,0.1659984824755033
nmf,25,2,18,museum,0.15599625093393157
nmf,25,2,19,council,0.14768351488371498
nmf,25,2,20,proceedings,0.14607838743666612
nmf,25,3,1,ch,1.343776055586523
nmf,25,3,2,dynasty,0.6330154648527988
nmf,25,3,3,wang,0.6074547644283695
nmf,25,3,4,yuan,0.6045827079974017
nmf,25,3,5,shih,0.5551958239182512
nmf,25,3,6,ts,0.5014243146329779
nmf,25,3,7,emperor,0.488408442220968
nmf,25,3,8,yu,0.43222154750326786
nmf,25,3,9,wu,0.4057476427242391
nmf,25,3,10,ai,0.3928807357749136
nmf,25,3,11,sung,0.378669373117705
nmf,25,3,12,ang,0.3696374824165247
nmf,25,3,13,ien,0.36845953162925055
nmf,25,3,14,lu,0.3509944640993292
nmf,25,3,15,ing,0.3352111631395127
nmf,25,3,16,huang,0.32926242088734686
nmf,25,3,17,tsung,0.31151942506615077
nmf,25,3,18,han,0.309659649380609
nmf,25,3,19,ao,0.30639559639412123
nmf,25,3,20,yang,0.3034764240767782
nmf,25,4,1,flowers,1.297031619705253
nmf,25,4,2,leaves,1.2631040162714384
nmf,25,4,3,species,0.9790875798065816
nmf,25,4,4,slender,0.7272854509792939
nmf,25,4,5,mm,0.6932498495895724
nmf,25,4,6,plants,0.621279858583992
nmf,25,4,7,plant,0.5960352089576577
nmf,25,4,8,flower,0.411900517711506
nmf,25,4,9,leaflets,0.3786886905438775
nmf,25,4,10,flora,0.3742245250876286
nmf,25,4,11,glabrous,0.34593698600707296
nmf,25,4,12,green,0.34428131426038777
nmf,25,4,13,lanceolate,0.3333029892323956
nmf,25,4,14,ovate,0.32905969673999835
nmf,25,4,15,white,0.32126557610327516
nmf,25,4,16,common,0.3119223470484415
nmf,25,4,17,calyx,0.30750585718495416
nmf,25,4,18,erect,0.2995867695174944
nmf,25,4,19,base,0.2933433072740394
