model,K,topic_id,rank,word,weight
lda,10,0,1,cash,1116.6544763766224
lda,10,0,2,silver,959.3787178784789
lda,10,0,3,taels,896.1094199939274
lda,10,0,4,used,819.659145813303
lda,10,0,5,inches,671.0884638337789
lda,10,0,6,coins,669.2770023412735
lda,10,0,7,money,650.8236578725028
lda,10,0,8,copper,647.1476112385963
lda,10,0,9,reverse,626.9796936208755
lda,10,0,10,currency,594.9962986827252
lda,10,0,11,gold,527.6722265254515
lda,10,0,12,called,527.4440881978336
lda,10,0,13,notes,509.21084538432484
lda,10,0,14,law,501.0793243105193
lda,10,0,15,family,464.23106021128876
lda,10,0,16,value,461.10397510364817
lda,10,0,17,province,451.792832125579
lda,10,0,18,small,443.3606685572029
lda,10,0,19,dynasty,429.50049333447527
lda,10,0,20,instruments,427.1728059479239
lda,10,1,1,man,3574.804896170169
lda,10,1,2,men,3069.007496819857
lda,10,1,3,people,2845.5286549635925
lda,10,1,4,day,2321.9429951512643
lda,10,1,5,said,2276.707171220734
lda,10,1,6,life,2246.722485965586
lda,10,1,7,could,2063.5925517346336
lda,10,1,8,heaven,1912.9009751149067
lda,10,1,9,us,1830.4033307302323
lda,10,1,10,good,1815.904829371656
lda,10,1,11,way,1763.741231336775
lda,10,1,12,upon,1726.0246691644907
lda,10,1,13,without,1554.981407179439
lda,10,1,14,even,1548.4561337252524
lda,10,1,15,thus,1486.957591062239
lda,10,1,16,old,1446.997484015048
lda,10,1,17,among,1421.31409201343
lda,10,1,18,nature,1370.2836258170576
lda,10,1,19,called,1362.200209825487
lda,10,1,20,world,1300.6293180483526
lda,10,2,1,mm,1497.0130958172633
lda,10,2,2,july,872.5942664803397
lda,10,2,3,temperature,865.8404619773446
lda,10,2,4,mean,859.0023913894636
lda,10,2,5,june,757.3901925547823
lda,10,2,6,asia,755.8108747170263
lda,10,2,7,eastern,733.2181421415016
lda,10,2,8,year,729.571911311141
lda,10,2,9,peking,689.7268060924492
lda,10,2,10,sea,662.945266842016
lda,10,2,11,northern,620.9286125264108
lda,10,2,12,aug,607.7204735307855
lda,10,2,13,sept,595.6837630165966
lda,10,2,14,annual,580.7848657342167
lda,10,2,15,oct,530.997843632033
lda,10,2,16,observations,517.8915457239178
lda,10,2,17,table,496.0267297512261
lda,10,2,18,dec,490.9071107627398
lda,10,2,19,jan,479.0686056122056
lda,10,2,20,japan,474.3857409954769
lda,10,3,1,river,3322.0839428690842
lda,10,3,2,feet,2173.233203332815
lda,10,3,3,water,1940.6105538606203
lda,10,3,4,city,1738.079779678337
lda,10,3,5,miles,1732.125033277799
lda,10,3,6,south,1495.4690729818421
lda,10,3,7,large,1472.0800000808258
lda,10,3,8,north,1408.0855291666026
lda,10,3,9,small,1174.3584885871207
lda,10,3,10,road,1152.3929161627098
lda,10,3,11,west,1110.3389877392551
lda,10,3,12,island,1089.2300625820521
lda,10,3,13,high,1043.7213313270418
lda,10,3,14,side,1001.1869858307228
lda,10,3,15,sea,976.1144420977784
lda,10,3,16,east,924.4087736694195
lda,10,3,17,day,918.6360770644603
lda,10,3,18,bank,911.0010387615476
lda,10,3,19,shan,885.3328213022511
lda,10,3,20,country,884.2682504983487
lda,10,4,1,de,2451.996801864559
lda,10,4,2,the,1514.6842653004694
lda,10,4,3,of,1107.8509216263878
lda,10,4,4,la,1008.5859392568069
lda,10,4,5,et,901.7439460185154
lda,10,4,6,le,864.4639245078096
lda,10,4,7,les,791.8923223940347
lda,10,4,8,des,645.5730343801656
lda,10,4,9,and,598.7437153718661
lda,10,4,10,du,566.3389891694433
lda,10,4,11,king,539.4804108761442
lda,10,4,12,to,504.94217268517724
lda,10,4,13,vol,490.22933103528635
lda,10,4,14,tong,432.40397849641585
lda,10,4,15,manchu,425.8966445787545
lda,10,4,16,in,415.2079650626557
lda,10,4,17,mr,389.77138637407216
lda,10,4,18,en,380.4261311251923
lda,10,4,19,is,359.56933916715036
lda,10,4,20,que,312.0861647775716
lda,10,5,1,shanghai,1758.651321968631
lda,10,5,2,work,1638.0336581644601
lda,10,5,3,dr,1339.9185620217554
lda,10,5,4,year,1149.8935887664675
lda,10,5,5,mr,1085.5996044983178
lda,10,5,6,history,1003.9834583339999
lda,10,5,7,new,959.0558424814215
lda,10,5,8,foreign,882.6990133929912
lda,10,5,9,summer,871.7017218742703
lda,10,5,10,characters,817.8970992598237
lda,10,5,11,period,812.8368083486923
lda,10,5,12,form,774.0379630945044
lda,10,5,13,society,753.0327428586025
lda,10,5,14,books,743.3749007371247
lda,10,5,15,book,737.1906797312673
lda,10,5,16,however,656.0164062454232
lda,10,5,17,peking,654.4043157525861
lda,10,5,18,general,637.849236795786
lda,10,5,19,land,633.1661225989526
lda,10,5,20,given,629.1824657111856
lda,10,6,1,un,1988.6213107703927
lda,10,6,2,une,1339.6921240476668
lda,10,6,3,on,1224.0999274414326
lda,10,6,4,qu,1136.7098228815623
lda,10,6,5,plus,1013.5086553338575
lda,10,6,6,ne,988.4559898982125
lda,10,6,7,se,881.7250817715538
lda,10,6,8,cette,449.0077109681826
lda,10,6,9,dont,403.7528626532167
lda,10,6,10,chine,396.9399599089807
lda,10,6,11,cheo,392.54708278266367
lda,10,6,12,fut,366.0999581528228
lda,10,6,13,aux,365.38393161634747
lda,10,6,14,ont,336.67969296386883
lda,10,6,15,deux,332.9930374046892
lda,10,6,16,lui,327.0328615425482
lda,10,6,17,nom,326.882292983888
lda,10,6,18,était,291.0999959568523
