master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,model,K,dominant_topic,dominant_topic_weight
MASTER_00004,_1930-1931_29.txt,"On Cyclones , or the Law of Storms","Nicolson, F. W.",1858,1850s,Natural Sciences,Meteorology,en,0.00033500907248803184,0.0003350090924649391,0.00033500914139669914,0.06142035222016415,0.0003350086678678662,0.813548865348907,0.0003350091942423717,0.0003350089397768336,0.0003350088449457721,0.0003350088701542382,0.1210106751248168,0.0003350088449760795,0.00033500918646525333,0.00033500895255223276,0.00033500849878179704,lda,15,5,0.813548865348907
MASTER_00016,I_1859_01.txt,Narrative of a visit to the island of Formosa,"Swinhoe, R.",1859,1850s,Geography and Travel,Travel,en,0.0795981146021101,1.9972079769045818e-05,1.9972080225808718e-05,1.9972090323258917e-05,1.9972075542031938e-05,1.997207318827033e-05,0.6634234403787472,1.9972094203487294e-05,1.997207257318761e-05,0.09340780972263767,0.1633509424259511,1.9972098980255776e-05,1.997207794876719e-05,1.9972079234751604e-05,1.9972048564921752e-05,lda,15,6,0.6634234403787472
MASTER_00010,I_1859_02.txt,Notices of the character and writings of Meh tsi,"Edkins, J.",1859,1850s,Religion and Philosophy,Philosophy,en,8.15995172004855e-05,8.159952365231951e-05,8.1599483465392e-05,8.1599487410581e-05,8.159941851717158e-05,8.159956657371054e-05,8.15995010632192e-05,8.159955228954034e-05,8.159945464263254e-05,8.159952781546008e-05,0.08334471133360591,8.159943858454581e-05,0.9155944953248109,8.159949389274886e-05,8.159937647545296e-05,lda,15,12,0.9155944953248109
MASTER_00007,I_1859_03.txt,Chinese bibliography,"Macgowan, D. J.",1859,1850s,Literature and Language,Literature,en,7.293964678669629e-05,7.293965515803466e-05,7.293954944448614e-05,0.03381401400871845,7.293958401092923e-05,0.60565138691812,0.03597870199289192,0.0859569394251715,7.293957939309401e-05,7.293966025586595e-05,0.21833544508167016,7.293969200017159e-05,7.2939676377461e-05,0.019607056017183596,7.293951281743038e-05,lda,15,5,0.60565138691812
MASTER_00009,I_1859_04.txt,On the Musical Notation of the Chinese,"Syle, E. W.",1859,1850s,Arts and Archaeology,Music,en,0.10075265726699834,0.08219026855604848,0.00011415547429149369,0.0001141556187878611,0.00011415550599614813,0.4092441384272124,0.00011415562095190512,0.0001141555158258414,0.0001141555088660566,0.0001141556451050898,0.012424652342549376,0.0001141554818000458,0.17075360264328576,0.22360728083955045,0.00011415555273075542,lda,15,5,0.4092441384272124
MASTER_00015,I_1859_05.txt,Lecture on Japan,"Williams, S. W.",1859,1850s,Geography and Travel,Travel,en,0.011490757175385119,0.0824477609682969,1.3692106396272477e-05,1.3692103398420641e-05,1.3692085114015491e-05,0.08202139941996146,0.08872957612586757,1.369209870839078e-05,1.3692098812630318e-05,0.06927269885965047,0.6659145785917908,1.3692096861877855e-05,1.3692102485863766e-05,1.3692093278949994e-05,1.369207399124501e-05,lda,15,10,0.6659145785917908
MASTER_00013,I_1859_06.txt,On the Study of the Natural Sciences in Japan,"Pompe van Meedervoort, J. L. C.",1859,1850s,Education,Education,en,0.003890621636166201,4.008829235340576e-05,4.0088318696762516e-05,4.008826145951561e-05,4.008826670026958e-05,0.4548246390753781,4.008830430831753e-05,4.00882824066201e-05,4.008827506661594e-05,0.01307389299405811,0.40637512436698975,4.008823885607504e-05,0.12143483920851203,4.0088268279639565e-05,4.008821076864998e-05,lda,15,5,0.4548246390753781
,I_1859_07.txt,,,1859,1850s,,,en,0.2869403927949333,0.00023557174764103113,0.2814153823297,0.00023557183446136268,0.00023557152266872155,0.2621473055082416,0.16690563121379334,0.00023557173315740042,0.00023557151519141312,0.00023557172446994344,0.00023557181353858013,0.00023557159018105484,0.0002355716121823455,0.0002355716484933145,0.00023557141134651985,lda,15,0,0.2869403927949333
MASTER_00017,I_1859_08.txt,Notes on some new species of birds found on the island of Formosa,"Swinhoe, R.",1859,1850s,Natural Sciences,Zoology,en,7.222843393240749e-05,7.222838215199595e-05,7.222834264356009e-05,7.222833945847931e-05,7.222869613789218e-05,7.222840261397937e-05,7.222840482048956e-05,7.222836267516391e-05,7.222837594034095e-05,0.9499549929090366,7.222838825772844e-05,0.049106037917919156,7.22283887633352e-05,7.222839270293185e-05,7.222826294600242e-05,lda,15,9,0.9499549929090366
MASTER_00012,I_1859_09.txt,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850s,Natural Sciences,Hydrology,en,2.2854571554581883e-05,2.2854573533532097e-05,0.005217068737420912,0.16184194429862428,2.2854574996272423e-05,2.2854568595938326e-05,0.8326667320485885,2.2854568836785877e-05,2.2854568312355036e-05,2.2854594463283403e-05,2.2854579665114274e-05,2.285458609952459e-05,2.2854568968782365e-05,2.2854577350714175e-05,2.2854582989455527e-05,lda,15,6,0.8326667320485885
MASTER_00014,I_1859_10.txt,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai","Fedorovitch, J.",1859,1850s,Natural Sciences,Meteorology,en,0.003174607616614419,0.0031746064253741443,0.4369596153750995,0.003174605665222043,0.062342899128648516,0.22332276853005992,0.24245402913295938,0.0031746086624298104,0.0031746071600824524,0.0031746135645898607,0.0031746140291139765,0.0031746077150188044,0.0031746055417134367,0.0031746054627380875,0.0031746059903358047,lda,15,2,0.4369596153750995
,I_1859_11_record_of_occurences_in_china.txt,,,1859,1850s,,,en,4.510609933505833e-05,0.01609340910086757,0.040434796067976245,0.0018966026740149786,4.510608074685836e-05,0.13924114084859815,0.06216320989350524,0.04888613439863375,4.5106099267975565e-05,4.5106093772254994e-05,0.6909238583024856,4.510611415885104e-05,4.5106095025784264e-05,4.5106086044492554e-05,4.510604556710152e-05,lda,15,10,0.6909238583024856
MASTER_00035,I_1864_01.txt,"Notes on the city of Yedo, the capital of Japan *","Lindau, R.",1864,1860s,Geography and Travel,Travel,en,4.1126983107211896e-05,0.002173356506859399,0.0845908529704207,0.42697845862358547,4.11269909967333e-05,0.07402089072692675,0.2562624203740188,4.1126990684558306e-05,0.007482463087561471,0.03335602948714447,0.11484763939190726,4.112694796058771e-05,4.112699003820239e-05,4.112698322233702e-05,4.112694556610003e-05,lda,15,3,0.42697845862358547
MASTER_00036,I_1864_02.txt,Notes on some of the physical causes which modify climate,"Henderson, J.",1864,1860s,Natural Sciences,Meteorology,en,0.15210914822207777,0.010956150624287076,0.22749070003568997,3.424077412563602e-05,3.4240751014704694e-05,0.09101929992851178,0.14443100874635964,3.424076317695109e-05,3.42407520909344e-05,0.17977520067182906,0.04665086087624211,3.424078057882293e-05,0.1473279455857908,3.4240763316054045e-05,3.424072490883635e-05,lda,15,2,0.22749070003568997
MASTER_00037,I_1864_03.txt,"Narrative of an overland trip, through Hunan, from Canton to Hankow","Dickson, W.",1864,1860s,Geography and Travel,Travel,en,3.7792997646631905e-05,3.77929894043127e-05,0.0031097731202913994,3.7793012293716164e-05,3.7792954448205366e-05,0.0620745923214239,0.8520691850508999,3.7793022270897226e-05,3.779300711136201e-05,0.023265950984339017,0.05910256859830891,3.7792976135010516e-05,3.77930222376872e-05,3.779299274860142e-05,3.7792950440184393e-05,lda,15,6,0.8520691850508999
MASTER_00038,I_1864_04.txt,"Overland journey from St. Petersburg to Pekin, The","Wylie, A.",1864,1860s,Geography and Travel,Travel,en,2.9882053549829812e-05,0.02146209893225684,0.051363091494208736,0.002717800309810697,0.012057333365783763,0.06703641430342132,0.4957430681878099,0.03880104618926082,2.9882009721990665e-05,0.009168798704707947,0.294576453134698,0.006924485274370499,2.9882041700030564e-05,2.9882020270627234e-05,2.9881978429092152e-05,lda,15,6,0.4957430681878099
MASTER_00039,I_1864_05.txt,"Medicine and medical practice of the Chinese, The","Henderson, J.",1864,1860s,Natural Sciences,Medicine,en,0.2940633627915422,1.2410061556688594e-05,1.2410064837540308e-05,0.011766667738196946,1.2410058529511583e-05,0.2718664210060859,0.014535498701647187,0.007786133914836923,0.007980164998582827,0.054158391033679344,0.07985152397828213,1.241006011886489e-05,0.2579173754882246,1.2410060849174393e-05,1.2410043030168246e-05,lda,15,0,0.2940633627915422
MASTER_00040,I_1864_06.txt,The Sea-board of Russian Manchuria,"Canny, J. M.",1864,1860s,Geography and Travel,Travel,en,0.08225420259042474,0.034565768844550655,0.09279231828216443,1.6404236607222246e-05,0.027359435437909668,0.005882671343743008,0.36117237461334767,0.0004848341381775119,1.6404230181483944e-05,0.051576202158352145,0.3438137671205108,1.640423789648065e-05,1.6404237828216204e-05,1.640422945288738e-05,1.640429885314245e-05,lda,15,6,0.36117237461334767
MASTER_00041,I_1864_07.txt,"Retrospect of events in the north of China, 1861-1864","Jamieson, R. A.",1864,1860s,History and Chronology,"History, Modern (20th century)",en,1.851342137459313e-05,0.004545964476779556,0.0054300652213788575,0.02223803983937035,1.85134060958176e-05,0.04187746828821922,0.037774602186877074,0.023962606981885612,1.8513428893702465e-05,1.8513420572409805e-05,0.7240839548406474,0.0036891611385599476,0.06721721611300213,0.06908835384275776,1.851339358548123e-05,lda,15,10,0.7240839548406474
,I_1864_misc.txt,,,1864,1860s,,,en,0.008417359004059016,4.337467325749819e-05,0.014748904078749086,0.055534610611989124,4.3374641010269226e-05,0.2849945291452797,0.48412551737180487,0.019440942651557793,4.337463028763016e-05,0.0794910974646527,0.03421380351256895,0.018772988284444302,4.337464886367863e-05,4.337465792423004e-05,4.337462355105886e-05,lda,15,6,0.48412551737180487
MASTER_00047,II_1865_01.txt,Notes on the geology of the Great Plain *,Lamprey,1865,1860s,Natural Sciences,Geology,en,2.2831097949507702e-05,2.2831111579172055e-05,0.03559803553535459,0.04547011517290204,2.283112665514821e-05,0.03383291809530096,0.6416740883396711,0.0015466063536607618,2.2831114477066412e-05,0.24167275648975267,2.283109268183403e-05,2.2831105297771386e-05,2.2831103642026323e-05,2.2831117390259282e-05,2.283114368522519e-05,lda,15,6,0.6416740883396711
MASTER_00048,II_1865_02.txt,A Sketch of the Geology of Quang -tung Province,"Kingsmill, T. W.",1865,1860s,Natural Sciences,Geology,en,1.9201265440069665e-05,0.07718000738335812,0.004333926350051192,0.013627490899625009,1.9201269839553156e-05,0.006602756211291225,0.517791132463814,0.004341791377364721,1.920128847604496e-05,0.33887534884894505,1.9201280512448916e-05,1.920126414669336e-05,1.9201294767251316e-05,0.037113137479466436,1.9201322902196387e-05,lda,15,6,0.517791132463814
MASTER_00049,II_1865_03.txt,Birds and beasts of Formosa,"Swinhoe, R.",1865,1860s,Natural Sciences,Zoology,en,0.27008391744875143,2.997610994746332e-05,2.9976111062918044e-05,0.08288685319568605,2.9976100012733534e-05,2.997610990723478e-05,0.06508206871227554,0.020876835036974625,0.026388529773195488,0.19369752674223686,0.014395822576282816,0.2613631813101557,2.9976104336709176e-05,0.06504540860428228,2.997606489221858e-05,lda,15,0,0.27008391744875143
MASTER_00050,II_1865_04.txt,Annals of the Western Ocean,"Brown, S. R.",1865,1860s,Religion and Philosophy,Christianity,en,0.04097791863031686,0.09120555850768115,0.06270946713278999,1.2945017273185585e-05,1.2945006207303669e-05,0.007631012006180414,0.02482201357136397,0.12253092296931091,1.2945011699440401e-05,0.014734309823718199,0.6285910488628679,1.2945012883705877e-05,0.006720078445437637,1.2945010635430791e-05,1.2944991633951378e-05,lda,15,10,0.6285910488628679
MASTER_00051,II_1865_05.txt,"Sorgo, or Northern Chinese sugar cane","Collins, V. D.",1865,1860s,Natural Sciences,Botany,en,0.03510050129802436,0.017852374272655607,0.01573904333578858,2.9656062007817384e-05,0.10354582522085456,0.1321899474541645,0.16912159673926844,0.002941001096486421,0.04084510331538762,0.3440144352045396,0.08173177740865069,2.965605374499953e-05,0.05679977048263577,2.9656044823634057e-05,2.9656010967340668e-05,lda,15,9,0.3440144352045396
MASTER_00052,II_1865_06.txt,A Visit to the Agricultural Mongols,"Edkins, J.",1865,1860s,Geography and Travel,Travel,en,0.1413611767884951,0.05632597686705423,0.005955722163945787,0.2713358045707993,2.957710474379384e-05,2.9577136802190132e-05,0.20601346884508012,0.13244947297323517,2.9577103946799673e-05,0.04385475731985117,0.11133245092795721,2.9577126896245558e-05,0.03119370687612176,2.9577130083207232e-05,2.95770649877222e-05,lda,15,3,0.2713358045707993
MASTER_00376,II_1865_07.txt,"Dragon, The","Hodous, L.",1917,1910s,Anthropology and Social Customs,Mythology,en,0.021790798767060714,0.21138787957469674,3.87823015386506e-05,0.025465029885348347,3.878231341912784e-05,0.4162088722039437,3.8782332474840515e-05,3.878233535397438e-05,3.878235222326072e-05,3.8782352205899986e-05,3.878232537474375e-05,0.0018635604254314444,0.2665549203249501,0.05641868024248421,3.878226349427811e-05,lda,15,5,0.4162088722039437
