master_id,topic_id,chunk_count
MASTER_00396,2,4
MASTER_00396,4,2
MASTER_00396,11,1
MASTER_00396,28,1
MASTER_00397,2,7
MASTER_00397,4,1
MASTER_00397,10,1
MASTER_00398,7,6
MASTER_00398,2,1
MASTER_00398,4,1
MASTER_00398,16,1
MASTER_00398,21,1
MASTER_00399,9,19
MASTER_00399,20,1
MASTER_00399,21,1
MASTER_00400,4,11
MASTER_00400,20,3
MASTER_00400,2,2
MASTER_00400,9,2
MASTER_00400,14,2
MASTER_00400,27,1
MASTER_00401,9,4
MASTER_00401,14,4
MASTER_00401,12,3
MASTER_00401,22,2
MASTER_00401,2,1
MASTER_00401,6,1
MASTER_00401,7,1
MASTER_00401,10,1
MASTER_00401,13,1
MASTER_00401,18,1
MASTER_00401,32,1
MASTER_00402,1,16
MASTER_00402,3,7
MASTER_00402,25,3
MASTER_00402,2,2
MASTER_00402,10,2
MASTER_00402,11,2
MASTER_00403,0,8
MASTER_00403,2,2
MASTER_00403,1,1
MASTER_00403,21,1
MASTER_00404,19,11
MASTER_00404,17,2
MASTER_00404,0,1
MASTER_00404,12,1
MASTER_00404,18,1
MASTER_00404,28,1
MASTER_00406,2,5
MASTER_00406,1,4
MASTER_00406,21,4
MASTER_00406,16,3
MASTER_00406,12,1
MASTER_00406,17,1
MASTER_00407,7,7
MASTER_00407,10,2
MASTER_00407,2,1
MASTER_00407,4,1
MASTER_00407,6,1
MASTER_00408,7,9
MASTER_00408,0,3
MASTER_00408,11,2
MASTER_00409,0,8
MASTER_00410,0,5
MASTER_00410,28,2
MASTER_00410,1,1
MASTER_00410,19,1
MASTER_00411,0,8
MASTER_00411,7,1
MASTER_00411,13,1
MASTER_00412,0,10
MASTER_00412,24,1
MASTER_00413,1,4
MASTER_00414,7,2
MASTER_00415,19,34
MASTER_00415,10,22
MASTER_00415,26,7
MASTER_00415,7,3
MASTER_00415,8,3
MASTER_00415,12,3
MASTER_00415,0,2
MASTER_00415,2,2
MASTER_00415,3,2
MASTER_00416,7,20
MASTER_00416,9,4
MASTER_00416,2,2
MASTER_00416,20,2
MASTER_00417,9,35
MASTER_00417,21,7
MASTER_00417,27,7
MASTER_00417,20,1
MASTER_00418,11,10
MASTER_00418,1,4
MASTER_00419,7,67
MASTER_00419,0,2
MASTER_00419,1,1
MASTER_00419,13,1
MASTER_00420,3,28
MASTER_00420,1,11
MASTER_00420,12,5
MASTER_00420,17,2
MASTER_00421,2,19
MASTER_00421,12,15
MASTER_00421,16,9
MASTER_00421,4,6
MASTER_00421,0,5
MASTER_00421,21,5
MASTER_00421,7,3
MASTER_00421,14,2
MASTER_00421,28,2
MASTER_00421,1,1
MASTER_00423,23,55
MASTER_00423,10,1
MASTER_00423,18,1
MASTER_00423,21,1
MASTER_00424,4,58
MASTER_00424,9,27
MASTER_00424,20,4
MASTER_00424,27,4
MASTER_00424,1,2
MASTER_00424,3,1
MASTER_00424,21,1
MASTER_00425,1,6
MASTER_00425,0,4
MASTER_00425,2,4
MASTER_00425,28,4
MASTER_00425,13,2
MASTER_00425,18,2
MASTER_00426,2,33
MASTER_00426,9,17
MASTER_00426,21,9
MASTER_00426,3,4
MASTER_00426,27,2
MASTER_00426,4,1
MASTER_00426,6,1
MASTER_00426,18,1
MASTER_00428,18,29
MASTER_00428,27,17
MASTER_00428,21,4
MASTER_00428,2,3
MASTER_00428,0,2
MASTER_00428,10,2
MASTER_00428,20,2
MASTER_00428,7,1
MASTER_00429,1,2
MASTER_00429,3,2
MASTER_00430,16,32
MASTER_00430,2,6
MASTER_00430,27,3
MASTER_00430,9,2
MASTER_00430,21,1
MASTER_00431,1,22
MASTER_00431,28,14
MASTER_00431,2,6
MASTER_00431,7,5
MASTER_00431,0,3
MASTER_00431,19,3
MASTER_00431,8,2
MASTER_00431,16,2
MASTER_00431,3,1
MASTER_00431,12,1
MASTER_00431,24,1
MASTER_00432,2,10
MASTER_00432,20,6
MASTER_00432,23,4
MASTER_00432,10,2
MASTER_00432,7,1
MASTER_00433,1,2
MASTER_00434,28,1
MASTER_00435,0,18
MASTER_00435,1,2
MASTER_00435,29,2
MASTER_00435,10,1
MASTER_00435,19,1
MASTER_00436,1,17
MASTER_00436,7,1
MASTER_00436,24,1
MASTER_00437,2,18
MASTER_00437,4,7
MASTER_00437,1,3
MASTER_00437,6,1
MASTER_00440,12,9
MASTER_00440,7,2
MASTER_00440,21,2
MASTER_00440,2,1
MASTER_00440,4,1
MASTER_00440,13,1
MASTER_00441,16,4
MASTER_00441,4,2
MASTER_00441,1,1
MASTER_00441,2,1
MASTER_00443,1,9
MASTER_00444,24,6
MASTER_00444,0,3
MASTER_00444,1,1
MASTER_00446,29,15
MASTER_00446,0,11
MASTER_00446,1,1
MASTER_00447,0,20
MASTER_00449,0,29
MASTER_00449,26,4
MASTER_00451,7,1
MASTER_00452,21,4
MASTER_00452,1,3
MASTER_00454,0,13
MASTER_00454,12,5
MASTER_00454,10,2
MASTER_00454,7,1
MASTER_00454,21,1
MASTER_00455,1,1
MASTER_00456,2,4
MASTER_00456,8,2
MASTER_00456,9,1
MASTER_00456,12,1
MASTER_00456,23,1
MASTER_00456,29,1
MASTER_00457,4,24
MASTER_00457,21,4
MASTER_00457,1,2
MASTER_00457,2,2
MASTER_00457,16,1
MASTER_00457,27,1
MASTER_00458,7,12
MASTER_00458,2,1
MASTER_00459,14,6
MASTER_00459,9,4
MASTER_00459,1,2
MASTER_00459,10,2
MASTER_00459,0,1
MASTER_00459,20,1
MASTER_00460,1,23
MASTER_00460,2,19
MASTER_00460,4,1
MASTER_00460,28,1
MASTER_00461,4,15
MASTER_00461,2,1
MASTER_00461,3,1
MASTER_00461,10,1
MASTER_00461,20,1
MASTER_00462,2,11
MASTER_00462,1,9
MASTER_00462,4,5
MASTER_00462,6,1
MASTER_00463,2,17
MASTER_00463,9,1
MASTER_00463,19,1
MASTER_00463,21,1
MASTER_00463,29,1
MASTER_00465,3,11
MASTER_00465,2,2
MASTER_00465,23,2
MASTER_00465,26,2
MASTER_00465,0,1
MASTER_00465,4,1
MASTER_00465,10,1
MASTER_00465,20,1
MASTER_00466,2,12
MASTER_00466,19,6
MASTER_00466,0,3
MASTER_00466,23,3
MASTER_00466,14,2
MASTER_00466,9,1
MASTER_00466,12,1
MASTER_00466,16,1
MASTER_00466,18,1
MASTER_00466,21,1
MASTER_00466,29,1
MASTER_00468,9,20
MASTER_00468,0,2
MASTER_00468,1,1
MASTER_00468,4,1
MASTER_00468,13,1
MASTER_00470,30,3
MASTER_00470,9,1
MASTER_00471,9,7
MASTER_00471,2,3
MASTER_00471,0,2
MASTER_00471,4,2
MASTER_00471,19,2
MASTER_00471,29,2
MASTER_00471,7,1
MASTER_00471,21,1
MASTER_00471,23,1
MASTER_00472,10,14
MASTER_00472,19,11
MASTER_00472,7,10
MASTER_00472,2,9
MASTER_00472,0,8
MASTER_00472,9,2
MASTER_00472,11,2
MASTER_00472,28,2
MASTER_00472,30,2
MASTER_00472,4,1
MASTER_00472,25,1
MASTER_00473,4,16
MASTER_00473,20,1
MASTER_00474,9,16
MASTER_00474,20,4
MASTER_00475,2,14
MASTER_00475,7,1
MASTER_00475,9,1
MASTER_00475,18,1
MASTER_00476,1,7
MASTER_00477,1,11
MASTER_00477,2,2
MASTER_00477,0,1
MASTER_00477,4,1
MASTER_00478,0,6
MASTER_00479,2,19
MASTER_00479,9,3
MASTER_00479,7,2
MASTER_00479,17,1
MASTER_00480,30,17
MASTER_00480,12,3
MASTER_00480,8,1
MASTER_00480,19,1
MASTER_00481,2,15
MASTER_00481,21,6
MASTER_00481,4,5
MASTER_00481,9,2
MASTER_00481,16,1
MASTER_00481,20,1
MASTER_00482,0,86
MASTER_00482,1,3
MASTER_00482,2,2
MASTER_00482,6,1
MASTER_00485,2,1
MASTER_00486,20,11
MASTER_00486,9,5
MASTER_00486,21,3
MASTER_00486,27,2
MASTER_00486,4,1
MASTER_00486,17,1
MASTER_00487,20,20
MASTER_00487,0,1
MASTER_00487,2,1
MASTER_00487,17,1
MASTER_00488,1,5
MASTER_00488,5,1
MASTER_00489,0,4
MASTER_00491,3,22
MASTER_00491,10,2
MASTER_00491,26,1
MASTER_00492,4,29
MASTER_00492,2,8
MASTER_00492,7,5
MASTER_00492,16,1
MASTER_00492,27,1
MASTER_00492,32,1
MASTER_00493,2,10
MASTER_00493,9,5
MASTER_00493,20,2
MASTER_00493,10,1
MASTER_00494,12,11
MASTER_00494,0,4
MASTER_00494,13,2
MASTER_00494,7,1
MASTER_00495,23,49
MASTER_00495,26,1
MASTER_00496,11,9
MASTER_00496,1,7
MASTER_00496,3,1
MASTER_00496,24,1
MASTER_00497,10,4
MASTER_00497,3,3
MASTER_00497,26,2
MASTER_00497,12,1
MASTER_00498,19,10
MASTER_00498,1,4
MASTER_00498,9,3
MASTER_00498,18,3
MASTER_00498,29,2
MASTER_00498,0,1
MASTER_00498,2,1
MASTER_00498,21,1
MASTER_00498,27,1
MASTER_00499,4,8
MASTER_00500,10,5
MASTER_00500,17,2
MASTER_00500,20,2
MASTER_00500,4,1
MASTER_00500,7,1
MASTER_00500,14,1
MASTER_00500,24,1
MASTER_00500,26,1
MASTER_00501,20,23
MASTER_00501,9,2
MASTER_00502,4,22
MASTER_00502,11,1
MASTER_00502,17,1
MASTER_00503,0,14
MASTER_00503,3,1
MASTER_00505,30,71
MASTER_00505,18,2
MASTER_00505,19,2
MASTER_00505,2,1
MASTER_00505,3,1
MASTER_00505,7,1
MASTER_00505,12,1
MASTER_00505,28,1
MASTER_00506,0,11
MASTER_00507,2,3
MASTER_00507,19,1
MASTER_00508,2,2
MASTER_00509,4,28
MASTER_00509,8,4
MASTER_00509,26,2
MASTER_00509,1,1
MASTER_00509,13,1
MASTER_00510,4,22
MASTER_00510,20,1
MASTER_00511,32,13
MASTER_00511,4,1
MASTER_00512,7,8
MASTER_00512,9,2
MASTER_00512,19,2
MASTER_00512,0,1
MASTER_00512,2,1
MASTER_00514,0,41
MASTER_00514,26,1
MASTER_00515,4,13
MASTER_00515,27,5
MASTER_00515,21,4
MASTER_00515,23,1
MASTER_00516,19,6
MASTER_00516,30,5
MASTER_00516,5,2
MASTER_00516,8,2
MASTER_00516,25,1
MASTER_00518,10,23
MASTER_00519,23,17
MASTER_00519,2,9
MASTER_00519,20,3
MASTER_00519,4,1
MASTER_00519,21,1
MASTER_00520,7,7
MASTER_00520,0,1
MASTER_00520,1,1
MASTER_00520,13,1
MASTER_00520,24,1
MASTER_00521,2,15
MASTER_00521,1,3
MASTER_00521,4,3
MASTER_00521,7,1
MASTER_00521,9,1
MASTER_00522,20,22
MASTER_00522,9,12
MASTER_00522,4,4
MASTER_00522,2,1
MASTER_00523,13,12
MASTER_00523,6,2
MASTER_00523,10,1
MASTER_00523,11,1
MASTER_00524,26,3
MASTER_00524,12,1
MASTER_00525,9,13
MASTER_00525,20,4
MASTER_00525,32,4
MASTER_00526,29,20
MASTER_00526,1,2
MASTER_00526,15,2
MASTER_00526,19,2
MASTER_00526,2,1
MASTER_00527,3,7
MASTER_00527,23,3
MASTER_00527,27,3
MASTER_00527,4,2
MASTER_00527,16,2
MASTER_00527,17,2
MASTER_00527,2,1
MASTER_00527,6,1
MASTER_00527,10,1
MASTER_00528,2,6
MASTER_00528,9,3
MASTER_00528,16,2
MASTER_00528,17,1
MASTER_00528,21,1
MASTER_00528,23,1
MASTER_00529,0,29
MASTER_00529,1,3
MASTER_00530,4,7
MASTER_00530,11,4
MASTER_00530,6,1
MASTER_00530,10,1
MASTER_00530,20,1
MASTER_00531,21,13
MASTER_00531,4,7
MASTER_00531,12,4
MASTER_00531,2,1
MASTER_00531,27,1
MASTER_00532,7,1
MASTER_00532,16,1
MASTER_00533,4,1
MASTER_00533,18,1
MASTER_00534,10,16
MASTER_00534,20,6
MASTER_00534,4,2
MASTER_00534,9,1
MASTER_00535,20,12
MASTER_00535,4,4
MASTER_00535,2,2
MASTER_00535,9,2
MASTER_00535,11,1
MASTER_00535,17,1
MASTER_00535,21,1
MASTER_00535,23,1
MASTER_00536,23,30
MASTER_00536,4,4
MASTER_00536,2,2
MASTER_00536,8,2
MASTER_00536,20,2
MASTER_00536,1,1
MASTER_00536,14,1
MASTER_00536,21,1
MASTER_00537,29,2
MASTER_00537,7,1
MASTER_00537,12,1
MASTER_00537,19,1
MASTER_00538,6,17
MASTER_00538,7,1
MASTER_00541,0,7
MASTER_00542,26,2
MASTER_00545,10,7
MASTER_00545,14,2
MASTER_00545,26,2
MASTER_00548,12,11
MASTER_00548,4,2
MASTER_00548,20,2
MASTER_00548,9,1
MASTER_00548,10,1
MASTER_00548,21,1
MASTER_00549,12,5
MASTER_00550,9,4
MASTER_00550,21,3
MASTER_00550,2,2
MASTER_00550,12,2
MASTER_00550,10,1
MASTER_00550,25,1
MASTER_00551,9,3
MASTER_00551,27,2
MASTER_00551,29,2
MASTER_00551,0,1
MASTER_00551,2,1
MASTER_00551,14,1
MASTER_00552,20,3
MASTER_00552,24,3
MASTER_00552,7,2
MASTER_00552,9,1
MASTER_00553,4,1
MASTER_00553,20,1
MASTER_00554,2,17
MASTER_00554,1,1
MASTER_00555,12,7
MASTER_00555,10,1
MASTER_00555,30,1
MASTER_00556,7,1
MASTER_00556,21,1
MASTER_00557,3,15
MASTER_00557,10,9
MASTER_00557,27,6
MASTER_00557,26,2
MASTER_00557,1,1
MASTER_00557,4,1
MASTER_00557,11,1
MASTER_00558,5,4
MASTER_00558,15,3
MASTER_00558,0,1
MASTER_00558,10,1
MASTER_00558,14,1
MASTER_00559,0,15
MASTER_00559,7,2
MASTER_00560,0,25
MASTER_00560,1,2
MASTER_00560,15,1
MASTER_00560,29,1
MASTER_00561,14,12
MASTER_00562,7,10
MASTER_00562,10,1
MASTER_00563,14,3
MASTER_00564,1,3
MASTER_00564,3,3
MASTER_00564,4,3
MASTER_00564,16,2
MASTER_00564,19,1
MASTER_00564,29,1
MASTER_00565,20,5
MASTER_00565,9,1
MASTER_00566,12,9
MASTER_00566,24,2
MASTER_00567,9,2
MASTER_00567,20,2
MASTER_00568,9,20
MASTER_00568,21,3
MASTER_00569,19,27
MASTER_00569,12,1
MASTER_00640,0,23
MASTER_00640,2,6
MASTER_00640,1,4
MASTER_00640,29,2
MASTER_00640,31,2
MASTER_00640,4,1
MASTER_00640,8,1
MASTER_00640,10,1
