"from","to","author","subject_l2","subject_l1","master_id","title","year_start","year_end","time_window","subject_weight","subject_raw"
"A_206","S_12","Jacot, A. P.","Zoology","Natural Sciences","MASTER_00467","Oribatoidae Sinensis, Part II",1923,1923,"1918-1927",1,"zoology"
"A_215","S_23","Heeren, J. J.","Christianity","Religion and Philosophy","MASTER_00468","Bishop Della Chiesa and the story of his lost grave *",1923,1923,"1918-1927",1,"Christianity"
"A_187","S_3","Kliene, C.","Ethnology","Anthropology and Social Customs","MASTER_00469","Some similarities in Chinese and ancient Egyptian culture",1923,1923,"1918-1927",0.5,"ethnology and anthropology"
"A_187","S_4","Kliene, C.","Anthropology","Anthropology and Social Customs","MASTER_00469","Some similarities in Chinese and ancient Egyptian culture",1923,1923,"1918-1927",0.5,"ethnology and anthropology"
"A_209","S_12","Riley, J. H. and Richmond, C. W.","Zoology","Natural Sciences","MASTER_00470","Partial bibliography of Chinese birds, A (complementary to the List given in Vol 53, pp. 196-237)",1922,1922,"1918-1927",1,"zoology"
"A_183","S_25","Morgan, E.","Manners and customs","Anthropology and Social Customs","MASTER_00471","How tonnage was measured in ancient China",1923,1923,"1918-1927",1,"social customs"
"A_183","S_43","Morgan, E.","Taoism","Religion and Philosophy","MASTER_00472","Taoist superman, The",1923,1923,"1918-1927",1,"Taoism"
"A_216","S_36","Shirokogoroff, S. M.","Religion","Religion and Philosophy","MASTER_00473","General theory of shamanism among the Tungus",1923,1923,"1918-1927",1,"religion"
"A_199","S_36","Werner, E. T. C.","Religion","Religion and Philosophy","MASTER_00474","Chinese composite deities",1923,1923,"1918-1927",1,"religion"
"A_216","S_3","Shirokogoroff, S. M.","Ethnology","Anthropology and Social Customs","MASTER_00475","Who are the Northern Chinese ?",1924,1924,"1918-1927",0.5,"ethnology and anthropology"
"A_216","S_4","Shirokogoroff, S. M.","Anthropology","Anthropology and Social Customs","MASTER_00475","Who are the Northern Chinese ?",1924,1924,"1918-1927",0.5,"ethnology and anthropology"
"A_133","S_3","Ferguson, J. C.","Ethnology","Anthropology and Social Customs","MASTER_00476","Southern Migration of the Sung Dynasty",1924,1924,"1918-1927",0.5,"ethnology and anthropology"
"A_133","S_4","Ferguson, J. C.","Anthropology","Anthropology and Social Customs","MASTER_00476","Southern Migration of the Sung Dynasty",1924,1924,"1918-1927",0.5,"ethnology and anthropology"
"A_147","S_9","Warren, G. G.","Philosophy","Religion and Philosophy","MASTER_00477","Was Chu Hsi a materialist ?",1924,1924,"1918-1927",1,"philosophy"
"A_170","S_51","Chatley, H.","Folklore","Anthropology and Social Customs","MASTER_00478","Dead Hand in China, The",1924,1924,"1918-1927",1,"folklore"
"A_144","S_14","Torrance, T.","Agriculture","Natural Sciences","MASTER_00479","Origin and history of the irrigation work of the Chengtu Plain",1924,1924,"1918-1927",1,"agriculture"
"A_144","S_37","Torrance, T.","Geography","Geography and Travel","MASTER_00480","History of Shuh a free translation of the Shuh Chi",1924,1924,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_144","S_6","Torrance, T.","Travel","Geography and Travel","MASTER_00480","History of Shuh a free translation of the Shuh Chi",1924,1924,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_144","S_52","Torrance, T.","Asia","Geography and Travel","MASTER_00480","History of Shuh a free translation of the Shuh Chi",1924,1924,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_206","S_12","Jacot, A. P.","Zoology","Natural Sciences","MASTER_00481","Oribatoidea Sinensis, Part III",1924,1924,"1918-1927",1,"zoology"
"A_217","S_53","Hayes, L. N.","China--Religion","Religion and Philosophy","MASTER_00482","Gods of the Chinese, The",1924,1924,"1918-1927",1,"religion of China"
"A_218","S_51","Mironov, N. D. and Shirokogoroff, S. M.","Folklore","Anthropology and Social Customs","MASTER_00483","Sramana - Shaman",1924,1924,"1918-1927",1,"folklore"
"A_171","S_53","Ayscough, F. W.","China--Religion","Religion and Philosophy","MASTER_00484","Cult of the Ch'eng Huang Lao Yeh",1924,1924,"1918-1927",0.5,"religion of China and folklore"
"A_171","S_51","Ayscough, F. W.","Folklore","Anthropology and Social Customs","MASTER_00484","Cult of the Ch'eng Huang Lao Yeh",1924,1924,"1918-1927",0.5,"religion of China and folklore"
"A_219","S_12","Wilder, G. D. and Hubbard, H. W.","Zoology","Natural Sciences","MASTER_00485","List of the birds of Chihli Province",1924,1924,"1918-1927",1,"zoology"
"A_216","S_54","Shirokogoroff, S. M.","East Asian languages","Literature and Language","MASTER_00486","Critical bibliographical notes : study of the Tungus languages",1924,1924,"1918-1927",1,"Far Eastern languages"
"A_220","S_55","MacNair, H. F.","History, Modern","History and Chronology","MASTER_00487","Some observation on China's international relations",1925,1925,"1918-1927",0.5,"modern history - Asia"
"A_220","S_52","MacNair, H. F.","Asia","Geography and Travel","MASTER_00487","Some observation on China's international relations",1925,1925,"1918-1927",0.5,"modern history - Asia"
"A_221","S_33","Sheppard, G. W. (ed.)","Literature","Literature and Language","MASTER_00488","Edict of Ch ' in Shih Huang, A",1925,1925,"1918-1927",1,"literature"
"A_222","S_9","Pott, F. L. H.","Philosophy","Religion and Philosophy","MASTER_00489","Teaching of Micius, The",1925,1925,"1918-1927",1,"philosophy"
"A_223","S_53","Dovey, J. W.","China--Religion","Religion and Philosophy","MASTER_00490","Life and times of Confucius, The",1925,1925,"1918-1927",1,"religion of China"
"A_224","S_20","Barbour, G. B.","Geology","Natural Sciences","MASTER_00491","Springs of Tsinanfu, The",1925,1925,"1918-1927",1,"geology"
"A_206","S_12","Jacot, A. P.","Zoology","Natural Sciences","MASTER_00492","Shantung foraminifera",1925,1925,"1918-1927",1,"zoology"
"A_199","S_37","Werner, E. T. C.","Geography","Geography and Travel","MASTER_00493","Burial place of Genghis Kwan, The",1925,1925,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_199","S_6","Werner, E. T. C.","Travel","Geography and Travel","MASTER_00493","Burial place of Genghis Kwan, The",1925,1925,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_199","S_52","Werner, E. T. C.","Asia","Geography and Travel","MASTER_00493","Burial place of Genghis Kwan, The",1925,1925,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_215","S_36","Heeren, J. J.","Religion","Religion and Philosophy","MASTER_00494","Some new light on the life and times of Bishop Della Chiesa",1925,1925,"1918-1927",0.5,"religion and mythology"
"A_215","S_17","Heeren, J. J.","Mythology","Anthropology and Social Customs","MASTER_00494","Some new light on the life and times of Bishop Della Chiesa",1925,1925,"1918-1927",0.5,"religion and mythology"
"A_133","S_33","Ferguson, J. C.","Literature","Literature and Language","MASTER_00495","Stories in Chinese paintings, I",1925,1925,"1918-1927",1,"literature"
"A_199","S_53","Werner, E. T. C.","China--Religion","Religion and Philosophy","MASTER_00496","Rebuttal notes on chinese religion and dynastic tombs",1925,1925,"1918-1927",1,"religion of China"
"A_225","S_54","Gillis, I. V.","East Asian languages","Literature and Language","MASTER_00497","Critical review of Chalfant's notes upon the "" Shuo Wen """,1925,1925,"1918-1927",1,"Far Eastern languages"
"A_195","S_50","Mason, I.","Islam","Religion and Philosophy","MASTER_00498","Notes on Chinese Mohammedan Literature",1925,1925,"1918-1927",1,"Mohammedanism"
"A_226","S_20","Turner, F. B.","Geology","Natural Sciences","MASTER_00499","Flood and famine in North China",1926,1926,"1918-1927",1,"geology"
"A_77","S_37","Hosie, A.","Geography","Geography and Travel","MASTER_00500","Map of China in the making, A",1926,1926,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_77","S_6","Hosie, A.","Travel","Geography and Travel","MASTER_00500","Map of China in the making, A",1926,1926,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_77","S_52","Hosie, A.","Asia","Geography and Travel","MASTER_00500","Map of China in the making, A",1926,1926,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_157","S_37","Edgar, J. H.","Geography","Geography and Travel","MASTER_00501","Tibetan and his environment : an interpretation, The",1926,1926,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_157","S_6","Edgar, J. H.","Travel","Geography and Travel","MASTER_00501","Tibetan and his environment : an interpretation, The",1926,1926,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_157","S_52","Edgar, J. H.","Asia","Geography and Travel","MASTER_00501","Tibetan and his environment : an interpretation, The",1926,1926,"1918-1927",0.333333333333333,"geography and travels - Asia"
"A_183","S_56","Morgan, E.","History, Ancient","History and Chronology","MASTER_00502","League of nations in ancient China",1926,1926,"1918-1927",1,"ancient history"
"A_133","S_55","Ferguson, J. C.","History, Modern","History and Chronology","MASTER_00503","General survey of standard Chinese histories",1926,1926,"1918-1927",0.5,"modern history - Asia"
"A_133","S_52","Ferguson, J. C.","Asia","Geography and Travel","MASTER_00503","General survey of standard Chinese histories",1926,1926,"1918-1927",0.5,"modern history - Asia"
"A_227","S_9","Freeman, M.","Philosophy","Religion and Philosophy","MASTER_00504","Yen Hsi Chai, a 17th century philosopher",1926,1926,"1918-1927",1,"philosophy"
"A_228","S_35","Teesdale, J. H.","Biography","History and Chronology","MASTER_00505","Li Sin Cheng, the Chung Wang or "" Faithful Prince """,1926,1926,"1918-1927",1,"biography"
"A_191","S_12","Gee, N. G.","Zoology","Natural Sciences","MASTER_00506","Chinese fresh water sponges",1926,1926,"1918-1927",1,"zoology"
"A_144","S_12","Torrance, T.","Zoology","Natural Sciences","MASTER_00507","Chinese cat, The",1926,1926,"1918-1927",1,"zoology"
"A_216","S_3","Shirokogoroff, S. M.","Ethnology","Anthropology and Social Customs","MASTER_00508","Northern Tungus migrations in the Far East",1926,1926,"1918-1927",0.5,"ethnology and anthropology"
"A_216","S_4","Shirokogoroff, S. M.","Anthropology","Anthropology and Social Customs","MASTER_00508","Northern Tungus migrations in the Far East",1926,1926,"1918-1927",0.5,"ethnology and anthropology"
"A_219","S_12","Wilder, G. D. and Hubbard, H. W.","Zoology","Natural Sciences","MASTER_00509","Corrections and additions to the list of the birds of Chihli Province",1926,1926,"1918-1927",1,"zoology"
"A_229","S_57","G. S. S. G.","Antiquities","Arts and Archaeology","MASTER_00511","Some notes on the remains of a phallic shrine in Japan",1926,1926,"1918-1927",0.333333333333333,"antiquities, religion and mythology"
"A_229","S_36","G. S. S. G.","Religion","Religion and Philosophy","MASTER_00511","Some notes on the remains of a phallic shrine in Japan",1926,1926,"1918-1927",0.333333333333333,"antiquities, religion and mythology"
"A_229","S_17","G. S. S. G.","Mythology","Anthropology and Social Customs","MASTER_00511","Some notes on the remains of a phallic shrine in Japan",1926,1926,"1918-1927",0.333333333333333,"antiquities, religion and mythology"
"A_139","S_55","Moule, A. C.","History, Modern","History and Chronology","MASTER_00512","Siege of Saianfu and the murder of Achmach Bailo, The",1927,1927,"1918-1927",0.5,"modern history - Asia"
"A_139","S_52","Moule, A. C.","Asia","Geography and Travel","MASTER_00512","Siege of Saianfu and the murder of Achmach Bailo, The",1927,1927,"1918-1927",0.5,"modern history - Asia"
"A_133","S_44","Ferguson, J. C.","Political science","Politics, Government, and Law","MASTER_00513","Political parties of the Northern Sung Dynasty",1927,1927,"1918-1927",1,"political science"
"A_230","S_33","Leung, G. K.","Literature","Literature and Language","MASTER_00514","Mei Lan - Fang (the man and his art)",1927,1927,"1918-1927",0.5,"literature and biography"
"A_230","S_35","Leung, G. K.","Biography","History and Chronology","MASTER_00514","Mei Lan - Fang (the man and his art)",1927,1927,"1918-1927",0.5,"literature and biography"
"A_231","S_45","Abraham, R. D.","Art","Arts and Archaeology","MASTER_00515","Motives of Chinese art, The",1927,1927,"1918-1927",1,"fine arts"
"A_202","S_33","Hudson, E.","Literature","Literature and Language","MASTER_00516","Little Lu - fu, and looking at a painting by Wang - tzu",1927,1927,"1918-1927",1,"literature"
"A_206","S_12","Jacot, A. P.","Zoology","Natural Sciences","MASTER_00517","Genus gueldenstaedtia (leguminoseae), The",1927,1927,"1918-1927",1,"zoology"
"A_183","S_35","Morgan, E.","Biography","History and Chronology","MASTER_00518","Chou - kung ; The Duke of Chou",1927,1927,"1918-1927",1,"biography"
"A_232","S_3","Kojeuroff, G. P.","Ethnology","Anthropology and Social Customs","MASTER_00519","Some contributions to the anthropology of the buriats",1927,1927,"1918-1927",0.5,"ethnology and anthropology"
"A_232","S_4","Kojeuroff, G. P.","Anthropology","Anthropology and Social Customs","MASTER_00519","Some contributions to the anthropology of the buriats",1927,1927,"1918-1927",0.5,"ethnology and anthropology"
"A_233","S_53","Couling, C. E.","China--Religion","Religion and Philosophy","MASTER_00520","Partriarch Lu, The",1927,1927,"1918-1927",1,"religion of China"
"A_195","S_58","Mason, I.","Associations, institutions, etc.","Politics, Government, and Law","MASTER_00521","Three score years and ten",1928,1928,"1928-1932",1,"associations and institutions"
"A_234","S_37","MacGillivray, D.","Geography","Geography and Travel","MASTER_00522","Jews of Honan, The",1928,1928,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_234","S_6","MacGillivray, D.","Travel","Geography and Travel","MASTER_00522","Jews of Honan, The",1928,1928,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_234","S_52","MacGillivray, D.","Asia","Geography and Travel","MASTER_00522","Jews of Honan, The",1928,1928,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_133","S_42","Ferguson, J. C.","Porcelain","Arts and Archaeology","MASTER_00523","Shapes of porcelain vessels",1928,1928,"1928-1932",1,"porcelain"
"A_217","S_37","Hayes, L. N.","Geography","Geography and Travel","MASTER_00524","The Great Wall of China",1928,1928,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_217","S_6","Hayes, L. N.","Travel","Geography and Travel","MASTER_00524","The Great Wall of China",1928,1928,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_217","S_52","Hayes, L. N.","Asia","Geography and Travel","MASTER_00524","The Great Wall of China",1928,1928,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_227","S_44","Freeman, M.","Political science","Politics, Government, and Law","MASTER_00525","Ch'ing dynasty criticism of Sung politico - philosophy, The",1928,1928,"1928-1932",1,"political science"
"A_235","S_51","Wang Kuo Wei","Folklore","Anthropology and Social Customs","MASTER_00526","Chinese foot measures of the past nineteen centuries",1928,1928,"1928-1932",1,"folklore"
"A_236","S_33","Meerkerk, M. E. R. F.","Literature","Literature and Language","MASTER_00527","A German translation of the Hsi Hsiang Chi, A review",1928,1928,"1928-1932",1,"literature"
"A_237","S_11","Phelps, D. L.","Education","Education","MASTER_00528","Place of Music in the Platonic and Confucian systems of moral education, The",1928,1928,"1928-1932",0.5,"education and music"
"A_237","S_8","Phelps, D. L.","Music","Arts and Archaeology","MASTER_00528","Place of Music in the Platonic and Confucian systems of moral education, The",1928,1928,"1928-1932",0.5,"education and music"
"A_238","S_20","Englaender, A. L.","Geology","Natural Sciences","MASTER_00529","Origin and growth of deserts and the encroachment of the desert on North - China, The",1928,1928,"1928-1932",1,"geology"
"A_239","S_36","White, L. M.","Religion","Religion and Philosophy","MASTER_00530","Early Christianity in Japan",1928,1928,"1928-1932",0.5,"religion and mythology"
"A_239","S_17","White, L. M.","Mythology","Anthropology and Social Customs","MASTER_00530","Early Christianity in Japan",1928,1928,"1928-1932",0.5,"religion and mythology"
"A_199","S_53","Werner, E. T. C.","China--Religion","Religion and Philosophy","MASTER_00531","Origin of the Chinese priesthood, The",1928,1928,"1928-1932",1,"religion of China"
"A_206","S_19","Jacot, A. P.","Botany","Natural Sciences","MASTER_00532","Contributions from the Herbarium of the Shantung Christian University",1928,1928,"1928-1932",1,"botany"
"A_240","S_35","Hu Shih","Biography","History and Chronology","MASTER_00533","Wang Mang, the socialist emperor of nineteen centuries ago",1928,1928,"1928-1932",1,"biography"
"A_241","S_33","Biallas, F. X.","Literature","Literature and Language","MASTER_00534","K'u Yuan, his life and poems",1928,1928,"1928-1932",0.5,"literature and biography"
"A_241","S_35","Biallas, F. X.","Biography","History and Chronology","MASTER_00534","K'u Yuan, his life and poems",1928,1928,"1928-1932",0.5,"literature and biography"
"A_202","S_33","Hudson, E.","Literature","Literature and Language","MASTER_00535","Kite's message, The",1928,1928,"1928-1932",1,"literature"
"A_139","S_55","Moule, A. C.","History, Modern","History and Chronology","MASTER_00536","Murder of Achmach Bailo, The",1928,1928,"1928-1932",0.5,"modern history - Asia"
"A_139","S_52","Moule, A. C.","Asia","Geography and Travel","MASTER_00536","Murder of Achmach Bailo, The",1928,1928,"1928-1932",0.5,"modern history - Asia"
"A_242","S_55","Chang Hsin - hai","History, Modern","History and Chronology","MASTER_00537","Some types of Chinese historical thought",1929,1929,"1928-1932",0.5,"modern history - Asia"
"A_242","S_52","Chang Hsin - hai","Asia","Geography and Travel","MASTER_00537","Some types of Chinese historical thought",1929,1929,"1928-1932",0.5,"modern history - Asia"
"A_240","S_53","Hu Shih","China--Religion","Religion and Philosophy","MASTER_00538","Establishment of Confucianism as a state religion during the Han dynasty, The",1929,1929,"1928-1932",1,"religion of China"
"A_195","S_50","Mason, I.","Islam","Religion and Philosophy","MASTER_00539","Mohammedans of China : when, and how they first came, The",1929,1929,"1928-1932",1,"Mohammedanism"
"A_170","S_3","Chatley, H.","Ethnology","Anthropology and Social Customs","MASTER_00540","Did ancient Chinese culture come from Egypt ?",1929,1929,"1928-1932",0.5,"ethnology and anthropology"
"A_170","S_4","Chatley, H.","Anthropology","Anthropology and Social Customs","MASTER_00540","Did ancient Chinese culture come from Egypt ?",1929,1929,"1928-1932",0.5,"ethnology and anthropology"
"A_243","S_34","Kann, E.","Economics","Economy, Trade, and Technology","MASTER_00541","Gold in China : in its historical, practical and financial aspects",1929,1929,"1928-1932",1,"political economy"
"A_238","S_20","Englaender, A. L.","Geology","Natural Sciences","MASTER_00542","Some notes on Aisa's Ice Age",1929,1929,"1928-1932",1,"geology"
"A_157","S_53","Edgar, J. H.","China--Religion","Religion and Philosophy","MASTER_00543","Did Manicheism influence Lamaism ?",1929,1929,"1928-1932",1,"religion of China"
"A_244","S_19","Liu, J. C.","Botany","Natural Sciences","MASTER_00544","List of plant names included in the Cowdry Chihli flora, not recorded in the Index Florae Sinensis and its two supplements, A",1929,1929,"1928-1932",1,"botany"
"A_183","S_45","Morgan, E.","Art","Arts and Archaeology","MASTER_00546","The George Eumorfopoulos collection : catalogue of the Chinese and Corean bronzes, sculpture, jades, jewellery and miscellaneous objects : by W. Percival Yetts, A",1929,1929,"1928-1932",1,"fine arts"
"A_245","S_56","Buxton, D.","History, Ancient","History and Chronology","MASTER_00547","Light thrown on ancient Chinese history by recent archaeological discoveries, The *",1930,1930,"1928-1932",1,"ancient history"
"A_246","S_59","Vacca, G.","Science","Natural Sciences","MASTER_00548","Some points on the history of science in China *",1930,1930,"1928-1932",1,"science in general"
"A_213","S_37","Fischer, E. S.","Geography","Geography and Travel","MASTER_00549","Journey to the Tung Ling and a visit to the desecrated Eastern Mausolea of the Ta Tsing dynasty, in 1929, A",1930,1930,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_213","S_6","Fischer, E. S.","Travel","Geography and Travel","MASTER_00549","Journey to the Tung Ling and a visit to the desecrated Eastern Mausolea of the Ta Tsing dynasty, in 1929, A",1930,1930,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_213","S_52","Fischer, E. S.","Asia","Geography and Travel","MASTER_00549","Journey to the Tung Ling and a visit to the desecrated Eastern Mausolea of the Ta Tsing dynasty, in 1929, A",1930,1930,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_133","S_33","Ferguson, J. C.","Literature","Literature and Language","MASTER_00550","Stories in Chinese painting, II",1930,1930,"1928-1932",1,"literature"
"A_183","S_54","Morgan, E.","East Asian languages","Literature and Language","MASTER_00551","Language and new thought, or new words for new ideas",1930,1930,"1928-1932",1,"Far Eastern languages"
"A_170","S_54","Chatley, H.","East Asian languages","Literature and Language","MASTER_00552","Can Chinese writing be simplified ?",1930,1930,"1928-1932",1,"Far Eastern languages"
"A_247","S_53","Wells, H. R.","China--Religion","Religion and Philosophy","MASTER_00553","Book of changes and genesis, The",1930,1930,"1928-1932",1,"religion of China"
"A_248","S_56","Soothill, W. E.","History, Ancient","History and Chronology","MASTER_00554","Kingship in China *",1930,1930,"1928-1932",1,"ancient history"
"A_249","S_53","Bruce, P.","China--Religion","Religion and Philosophy","MASTER_00555","The I - Wei a problem in criticism *",1930,1930,"1928-1932",1,"religion of China"
"A_119","S_9","Forke, A.","Philosophy","Religion and Philosophy","MASTER_00556","Philosopher Yang Hsiung, The *",1930,1930,"1928-1932",1,"philosophy"
"A_171","S_37","Ayscough, F. W.","Geography","Geography and Travel","MASTER_00557","Symbolism of the Forbidden City, Peking, The *",1930,1930,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_171","S_6","Ayscough, F. W.","Travel","Geography and Travel","MASTER_00557","Symbolism of the Forbidden City, Peking, The *",1930,1930,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_171","S_52","Ayscough, F. W.","Asia","Geography and Travel","MASTER_00557","Symbolism of the Forbidden City, Peking, The *",1930,1930,"1928-1932",0.333333333333333,"geography and travels - Asia"
"A_206","S_19","Jacot, A. P.","Botany","Natural Sciences","MASTER_00558","Contributions from the Herbarium of the Shantung Christian University",1930,1930,"1928-1932",1,"botany"
"A_250","S_54","Hauer, Erich","East Asian languages","Literature and Language","MASTER_00559","Why the sinologue should study manchu ?",1930,1930,"1928-1932",1,"Far Eastern languages"
"A_210","S_33","Budd, C.","Literature","Literature and Language","MASTER_00560","Chinese poems",1930,1930,"1928-1932",1,"literature"
"A_251","S_22","Wu Lieh - teh","Medicine","Natural Sciences","MASTER_00561","Early days of Western medicine in China",1931,1931,"1928-1932",1,"medicine"
"A_252","S_29","Coching Chu","Astronomy","Natural Sciences","MASTER_00562","Climatic changes during historic time in China",1931,1931,"1928-1932",1,"astronomy"
"A_253","S_19","Porterfield, W. M.","Botany","Natural Sciences","MASTER_00563","Bamboos in China",1931,1931,"1928-1932",1,"botany"
"A_254","S_12","Ping, C.","Zoology","Natural Sciences","MASTER_00564","Preliminary notes on the natural history of Nanking",1931,1931,"1928-1932",1,"zoology"
"A_170","S_32","Chatley, H.","Chronology, Historical","History and Chronology","MASTER_00565","History of the days of the week, The",1931,1931,"1928-1932",1,"chronology"
"A_206","S_19","Jacot, A. P.","Botany","Natural Sciences","MASTER_00566","Contributions from the Herbarium of the Shantung Christian University",1931,1931,"1928-1932",1,"botany"
"A_231","S_42","Abraham, R. D.","Porcelain","Arts and Archaeology","MASTER_00567","Chinese pottery and porcelain : an appreciation",1931,1931,"1928-1932",1,"porcelain"
"A_195","S_50","Mason, I.","Islam","Religion and Philosophy","MASTER_00568","Chinese - Moslem chronology",1931,1931,"1928-1932",0.5,"Mohammedanism and chronology"
"A_195","S_32","Mason, I.","Chronology, Historical","History and Chronology","MASTER_00568","Chinese - Moslem chronology",1931,1931,"1928-1932",0.5,"Mohammedanism and chronology"
"A_255","S_55","Haward, E.","History, Modern","History and Chronology","MASTER_00569","Indian frontier, The",1931,1931,"1928-1932",0.25,"modern history, geography and travels - Asia"
"A_255","S_37","Haward, E.","Geography","Geography and Travel","MASTER_00569","Indian frontier, The",1931,1931,"1928-1932",0.25,"modern history, geography and travels - Asia"
"A_255","S_6","Haward, E.","Travel","Geography and Travel","MASTER_00569","Indian frontier, The",1931,1931,"1928-1932",0.25,"modern history, geography and travels - Asia"
"A_255","S_52","Haward, E.","Asia","Geography and Travel","MASTER_00569","Indian frontier, The",1931,1931,"1928-1932",0.25,"modern history, geography and travels - Asia"
"A_256","S_9","Tsai Yuen - Pei","Philosophy","Religion and Philosophy","MASTER_00570","Chinese nation and the doctrine of the golden mean, The",1931,1931,"1928-1932",1,"philosophy"
"A_257","S_54","Gardner, C. S.","East Asian languages","Literature and Language","MASTER_00571","Western transcription of Chinese, The",1931,1931,"1928-1932",1,"Far Eastern languages"
"A_258","S_53","Lu Yen - Ying","China--Religion","Religion and Philosophy","MASTER_00572","Confucianism, Democracy and nationalism",1931,1931,"1928-1932",1,"religion of China"
"A_183","S_9","Morgan, E.","Philosophy","Religion and Philosophy","MASTER_00573","Cosmic spirit, The",1931,1931,"1928-1932",0.5,"philosophy and religion of China"
"A_183","S_53","Morgan, E.","China--Religion","Religion and Philosophy","MASTER_00573","Cosmic spirit, The",1931,1931,"1928-1932",0.5,"philosophy and religion of China"
"A_259","S_3","Gapanovich, J. J.","Ethnology","Anthropology and Social Customs","MASTER_00574","Asiatic origin of South American man, The",1931,1931,"1928-1932",0.5,"ethnology and anthropology"
"A_259","S_4","Gapanovich, J. J.","Anthropology","Anthropology and Social Customs","MASTER_00574","Asiatic origin of South American man, The",1931,1931,"1928-1932",0.5,"ethnology and anthropology"
