master_id,filename,title,year,decade,L1,L2,model_include,model_exclusion_reason,model_unigram_count_before_df,model_token_count_before_df,model_token_count_after_df,cleaned_full_text_path,analysis_text_path
MASTER_00168,_1880-1881_02.txt,Coins of the present dynasty of China *,1880,1880s,Arts and Archaeology,Numismatics,True,,3275,9822,3059,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1880-1881_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1880-1881_02.txt
MASTER_00169,_1880-1881_03.txt,"The "" Naturalistic "" philosophy of China",1880,1880s,Religion and Philosophy,Philosophy,False,list,855,2562,651,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1880-1881_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1880-1881_03.txt
MASTER_00266,_1893-1894_01.txt,Inland communications in China *,1893,1890s,"Economy, Trade, and Technology",Telecommunication,True,,27168,81501,23261,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1893-1894_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1893-1894_01.txt
MASTER_00267,_1893-1894_02.txt,Stray notes on Corean history and literature,1893,1890s,History and Chronology,History,True,,2247,6738,1807,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1893-1894_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1893-1894_02.txt
MASTER_00268,_1893-1894_03.txt,"Yu - li or Precious Records, The *",1893,1890s,History and Chronology,History,True,,17573,52716,14749,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1893-1894_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1893-1894_03.txt
INDEX_00270,_1895-1896_01.txt,LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.,1895,1890s,Geography and Travel,Travel,True,,12261,36780,7630,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_01.txt
INDEX_00271,_1895-1896_02.txt,THE FINANCIAL CAPACITY OF CHINA.,1895,1890s,"Economy, Trade, and Technology",Economics,True,,3642,10923,3073,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_02.txt
MASTER_00273,_1895-1896_03.txt,Chinese revenue,1894,1890s,"Economy, Trade, and Technology",Economics,True,,5709,17124,5197,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_03.txt
INDEX_00273,_1895-1896_04.txt,"THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.",1895,1890s,"Economy, Trade, and Technology",Economics,True,,2280,6837,2005,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_04.txt
INDEX_00274,_1895-1896_05.txt,A MANCHU UKASE.,1895,1890s,History and Chronology,History,True,,2385,7152,1188,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1895-1896_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1895-1896_05.txt
INDEX_00282,_1898-1899_01.txt,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",1898,1890s,Anthropology and Social Customs,Manners and customs,True,,4764,14289,3586,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_01.txt
INDEX_00283,_1898-1899_02.txt,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,1898,1890s,"Politics, Government, and Law",Government,True,,3821,11460,3211,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_02.txt
INDEX_00284,_1898-1899_03.txt,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,1898,1890s,Arts and Archaeology,Art,True,,1531,4590,1248,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_03.txt
INDEX_00285,_1898-1899_04.txt,SEALING AND WHALING IN THE NORTHERN PACIFIC.,1898,1890s,Natural Sciences,Agriculture,True,,1976,5925,1454,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1898-1899_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1898-1899_04.txt
MASTER_00415,_1920_01.txt,"Relation of Chinese and Siamese, The *",1920,1920s,Anthropology and Social Customs,Ethnology,True,,2255,6762,1747,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_01.txt
MASTER_00416,_1920_02.txt,Greek and Chinese art ideals,1920,1920s,Arts and Archaeology,Art,True,,2223,6666,1754,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_02.txt
MASTER_00417,_1920_03.txt,"Destiny, fate",1920,1920s,Religion and Philosophy,Philosophy,True,,3592,10773,2899,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_03.txt
MASTER_00418,_1920_04.txt,China's petrified sun - rays,1920,1920s,Natural Sciences,Geology,True,,1105,3312,885,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_04.txt
MASTER_00419,_1920_05.txt,Chinese ideas of antiques,1920,1920s,Arts and Archaeology,Art,True,,5410,16227,4561,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_05.txt
MASTER_00420,_1920_06.txt,Names and nicknames of the Shanghai settlements,1920,1920s,History and Chronology,History,True,,3145,9432,2487,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_06.txt
MASTER_00421,_1920_07.txt,Chinese poetry and its connotations *,1920,1920s,Literature and Language,Literature,True,,5626,16875,4838,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_07.txt
,_1920_08.txt,,1920,1920s,,,True,,2801,8400,2452,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_08.txt
MASTER_00423,_1920_09.txt,"Chinese life of Mohammed, A",1920,1920s,Religion and Philosophy,Islam,True,,3794,11379,3153,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1920_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1920_09.txt
MASTER_00424,_1921_01.txt,"Operations and manifestations of the Tao exemplified in history, The",1921,1920s,Religion and Philosophy,Taoism,True,,6990,20967,5817,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_01.txt
MASTER_00425,_1921_02.txt,"Hainanese Miao, The *",1921,1920s,Anthropology and Social Customs,Ethnology,True,,1653,4956,1335,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_02.txt
MASTER_00426,_1921_03.txt,Notes on the symbolism of the Purple Forbidden City *,1921,1920s,Geography and Travel,Travel,True,,5097,15288,4448,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_03.txt
MASTER_00180,_1921_04.txt,Corea,1883,1880s,Anthropology and Social Customs,Manners and customs,True,,5283,15846,4342,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_04.txt
MASTER_00428,_1921_05.txt,Exogamy in China,1921,1920s,Anthropology and Social Customs,Ethnology,True,,3915,11742,3324,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_05.txt
MASTER_00429,_1921_06.txt,"Lampacao, a mystery of the Far East",1921,1920s,Geography and Travel,Geography,True,,261,780,183,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_06.txt
MASTER_00430,_1921_07.txt,"Marriage maker, The",1921,1920s,Literature and Language,Literature,True,,3123,9366,2415,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_07.txt
MASTER_00431,_1921_08.txt,"Highways and byways of Kweichow, The *",1921,1920s,Geography and Travel,Travel,True,,4285,12852,3411,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_08.txt
MASTER_00432,_1921_09.txt,"Christ in the "" Li Tai Shen Hsien T'ung Chien """,1921,1920s,Religion and Philosophy,Christianity,True,,909,2724,776,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_09.txt
MASTER_00433,_1921_10.txt,"Trip to Hua Kang, A",1921,1920s,Literature and Language,Literature,False,short_after_stopwords_lt_120,73,216,40,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1921_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1921_10.txt
MASTER_00435,_1922_01.txt,"Natural history of China, The",1922,1920s,Natural Sciences,Zoology,True,,3578,10731,2678,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_01.txt
MASTER_00436,_1922_02.txt,"Growth of the Yangtze delta, The *",1922,1920s,Natural Sciences,Geology,True,,2822,8463,2272,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_02.txt
MASTER_00437,_1922_03.txt,"Shuh country, The",1922,1920s,Arts and Archaeology,Archaeology,True,,4069,12204,3621,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_03.txt
MASTER_00349,_1922_04.txt,The Great wall,1914,1910s,Natural Sciences,Hydrology,True,,1371,4110,1055,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_04.txt
MASTER_00440,_1922_05.txt,""" Fir - flower Tablets """,1922,1920s,Literature and Language,Literature,True,,2351,7050,1929,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_05.txt
MASTER_00441,_1922_06.txt,Lan - tsih *,1922,1920s,Literature and Language,Literature,True,,1332,3993,1061,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_06.txt
MASTER_00443,_1922_07.txt,Notes on the coal and Iron Ore deposits of Central Shansi,1922,1920s,Natural Sciences,Geology,True,,1477,4428,1106,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_07.txt
MASTER_00444,_1922_08.txt,Chinese names of plants ; a preliminary list of the trees and shrubs of North Honan,1922,1920s,Natural Sciences,Botany,False,list,2234,6699,1444,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_08.txt
MASTER_00223,_1922_09.txt,The Family names,1886,1880s,Literature and Language,Literature,True,,2205,6612,1443,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_09.txt
MASTER_00446,_1922_10.txt,"Distribution and habits of the Argali sheep of Central Asia, The *",1922,1920s,Natural Sciences,Zoology,True,,4185,12552,3286,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_10.txt
MASTER_00447,_1922_11.txt,Plants from Peitaiho,1922,1920s,Natural Sciences,Botany,True,,5540,16617,3988,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_11.txt
MASTER_00410,_1922_12.txt,Formosa,1919,1910s,Geography and Travel,Travel,True,,975,2922,342,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_12.txt
MASTER_00449,_1922_13.txt,"Partial bibliography of Chinese birds, A",1922,1920s,Natural Sciences,Zoology,True,,6861,20580,4382,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_13.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_13.txt
MASTER_00432,_1922_14.txt,"Christ in the "" Li Tai Shen Hsien T'ung Chien """,1921,1920s,Religion and Philosophy,Christianity,True,,1336,4005,1111,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1922_14.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1922_14.txt
MASTER_00451,_1923-1924_01.txt,"Snowstorm, A",1923,1920s,Literature and Language,Literature,True,,223,666,170,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_01.txt
MASTER_00452,_1923-1924_02.txt,Chu - goh Leang and the arrows,1923,1920s,Literature and Language,Literature,True,,1290,3867,906,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_02.txt
MASTER_00454,_1923-1924_03.txt,Then and now,1923,1920s,Literature and Language,Literature,False,short_after_stopwords_lt_120,41,120,28,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_03.txt
MASTER_00455,_1923-1924_04.txt,"Night in the mountains, A",1923,1920s,Literature and Language,Literature,True,,137,408,92,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_04.txt
MASTER_00456,_1923-1924_05.txt,Hsuan - tsang and modern research,1923,1920s,Religion and Philosophy,Buddhism,True,,1645,4932,1376,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_05.txt
MASTER_00457,_1923-1924_06.txt,The Shuh country,1923,1920s,Arts and Archaeology,Archaeology,True,,4968,14901,4219,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_06.txt
MASTER_00458,_1923-1924_07.txt,"Culture, the basis of Chinese art",1923,1920s,Arts and Archaeology,Art,True,,1856,5565,1585,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_07.txt
MASTER_00459,_1923-1924_08.txt,Science in old China *,1923,1920s,Natural Sciences,Science,True,,2352,7053,1884,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_08.txt
MASTER_00460,_1923-1924_09.txt,Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier,1923,1920s,Geography and Travel,Travel,True,,7016,21045,6107,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_09.txt
MASTER_00461,_1923-1924_10.txt,A page of ancient Chinese history,1923,1920s,History and Chronology,Biography,True,,2672,8013,2226,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_10.txt
MASTER_00462,_1923-1924_11.txt,"Preliminary notes on the literary background of the "" Great River """,1923,1920s,Geography and Travel,Travel,True,,3940,11817,3395,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_11.txt
MASTER_00463,_1923-1924_12.txt,"Religion of the Ch'iang, The *",1923,1920s,Religion and Philosophy,Religion,True,,3009,9024,2430,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_12.txt
MASTER_00454,_1923-1924_13.txt,Then and now,1923,1920s,Literature and Language,Literature,True,,2223,6666,1593,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_13.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_13.txt
MASTER_00465,_1923-1924_15.txt,Bishop Della Chiesa and the story of his lost grave *,1923,1920s,Religion and Philosophy,Christianity,True,,3181,9540,2256,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_15.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_15.txt
MASTER_00466,_1923-1924_16.txt,Some similarities in Chinese and ancient Egyptian culture,1923,1920s,Anthropology and Social Customs,Ethnology,True,,4603,13806,3638,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_16.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_16.txt
MASTER_00468,_1923-1924_17.txt,How tonnage was measured in ancient China,1923,1920s,Anthropology and Social Customs,Manners and customs,True,,3633,10896,2701,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_17.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_17.txt
MASTER_00470,_1923-1924_18.txt,General theory of shamanism among the Tungus,1923,1920s,Religion and Philosophy,Religion,True,,547,1638,461,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_18.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_18.txt
MASTER_00471,_1923-1924_19.txt,Chinese composite deities,1923,1920s,Religion and Philosophy,Religion,True,,3261,9780,2693,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_19.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_19.txt
MASTER_00472,_1923-1924_20.txt,Who are the Northern Chinese ?,1924,1920s,Anthropology and Social Customs,Ethnology,True,,2063,6186,1671,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_20.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_20.txt
MASTER_00473,_1923-1924_21.txt,Southern Migration of the Sung Dynasty,1924,1920s,Anthropology and Social Customs,Ethnology,True,,2589,7764,2319,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_21.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_21.txt
MASTER_00474,_1923-1924_22.txt,Was Chu Hsi a materialist ?,1924,1920s,Religion and Philosophy,Philosophy,False,list,2694,8079,2328,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_22.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_22.txt
MASTER_00475,_1923-1924_23.txt,"Dead Hand in China, The",1924,1920s,Anthropology and Social Customs,Folklore,True,,2797,8388,2300,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_23.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_23.txt
MASTER_00476,_1923-1924_24.txt,Origin and history of the irrigation work of the Chengtu Plain,1924,1920s,Natural Sciences,Agriculture,True,,1052,3153,864,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_24.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_24.txt
MASTER_00477,_1923-1924_25.txt,History of Shuh a free translation of the Shuh Chi,1924,1920s,Geography and Travel,Geography,True,,2197,6588,1787,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_25.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_25.txt
MASTER_00478,_1923-1924_26.txt,"Oribatoidea Sinensis, Part III",1924,1920s,Natural Sciences,Zoology,True,,981,2940,702,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_26.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_26.txt
MASTER_00479,_1923-1924_27.txt,"Gods of the Chinese, The",1924,1920s,Religion and Philosophy,China--Religion,True,,3658,10971,3120,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_27.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_27.txt
MASTER_00480,_1923-1924_28.txt,Sramana - Shaman,1924,1920s,Anthropology and Social Customs,Folklore,True,,3467,10398,2563,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_28.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_28.txt
MASTER_00481,_1923-1924_29.txt,Cult of the Ch'eng Huang Lao Yeh,1924,1920s,Religion and Philosophy,China--Religion,True,,4581,13740,3940,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_29.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_29.txt
MASTER_00482,_1923-1924_30.txt,List of the birds of Chihli Province,1924,1920s,Natural Sciences,Zoology,False,list,14067,42198,9620,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1923-1924_30.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1923-1924_30.txt
,_1925_01.txt,,1925,1920s,,,True,,4926,14775,3985,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1925_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1925_01.txt
MASTER_00485,_1925_02.txt,"Edict of Ch ' in Shih Huang, A",1925,1920s,Literature and Language,Literature,True,,155,462,139,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1925_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1925_02.txt
MASTER_00486,_1925_03.txt,"Teaching of Micius, The",1925,1920s,Religion and Philosophy,Philosophy,True,,3204,9609,2593,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1925_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1925_03.txt
MASTER_00487,_1925_04.txt,"Life and times of Confucius, The",1925,1920s,Religion and Philosophy,China--Religion,True,,3154,9459,2705,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1925_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1925_04.txt
