master_id,filename,title,year,decade,L1,L2,model_include,model_exclusion_reason,model_unigram_count_before_df,model_token_count_before_df,model_token_count_after_df,cleaned_full_text_path,analysis_text_path
MASTER_00558,_1930-1931_16.txt,Climatic changes during historic time in China,1931,1930s,Natural Sciences,Astronomy,True,,1241,3720,1009,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_16.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_16.txt
MASTER_00559,_1930-1931_17.txt,Bamboos in China,1931,1930s,Natural Sciences,Botany,True,,2773,8316,1937,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_17.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_17.txt
MASTER_00560,_1930-1931_18.txt,Preliminary notes on the natural history of Nanking,1931,1930s,Natural Sciences,Zoology,True,,4797,14388,3187,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_18.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_18.txt
MASTER_00561,_1930-1931_19.txt,"History of the days of the week, The",1931,1930s,History and Chronology,"Chronology, Historical",True,,1561,4680,1135,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_19.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_19.txt
MASTER_00529,_1930-1931_20.txt,Contributions from the Herbarium of the Shantung Christian University,1928,1920s,Natural Sciences,Botany,True,,2443,7326,1684,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_20.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_20.txt
MASTER_00562,_1930-1931_21.txt,Chinese pottery and porcelain : an appreciation,1931,1930s,Arts and Archaeology,Porcelain,True,,1621,4860,1296,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_21.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_21.txt
MASTER_00563,_1930-1931_22.txt,Chinese - Moslem chronology,1931,1930s,Religion and Philosophy,Islam,True,,292,873,245,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_22.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_22.txt
MASTER_00564,_1930-1931_23.txt,"Indian frontier, The",1931,1930s,History and Chronology,"History | History, Modern (20th century)",True,,1869,5604,1355,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_23.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_23.txt
MASTER_00565,_1930-1931_24.txt,"Chinese nation and the doctrine of the golden mean, The",1931,1930s,Religion and Philosophy,Philosophy,True,,886,2655,720,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_24.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_24.txt
MASTER_00566,_1930-1931_25.txt,"Western transcription of Chinese, The",1931,1930s,Literature and Language,East Asian languages,True,,1707,5118,1279,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_25.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_25.txt
MASTER_00567,_1930-1931_26.txt,"Confucianism, Democracy and nationalism",1931,1930s,Religion and Philosophy,China--Religion,True,,613,1836,444,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_26.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_26.txt
MASTER_00568,_1930-1931_27.txt,"Cosmic spirit, The",1931,1930s,Religion and Philosophy,Philosophy,True,,3252,9753,2541,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_27.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_27.txt
MASTER_00569,_1930-1931_28.txt,"Asiatic origin of South American man, The",1931,1930s,Anthropology and Social Customs,Ethnology,True,,4459,13374,3259,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_28.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_28.txt
MASTER_00004,_1930-1931_29.txt,"On Cyclones , or the Law of Storms",1858,1850s,Natural Sciences,Meteorology,True,,202,603,166,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\_1930-1931_29.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\_1930-1931_29.txt
MASTER_00016,I_1859_01.txt,Narrative of a visit to the island of Formosa,1859,1850s,Geography and Travel,Travel,True,,3484,10449,2770,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_01.txt
MASTER_00010,I_1859_02.txt,Notices of the character and writings of Meh tsi,1859,1850s,Religion and Philosophy,Philosophy,True,,821,2460,703,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_02.txt
MASTER_00007,I_1859_03.txt,Chinese bibliography,1859,1850s,Literature and Language,Literature,True,,956,2865,841,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_03.txt
MASTER_00009,I_1859_04.txt,On the Musical Notation of the Chinese,1859,1850s,Arts and Archaeology,Music,True,,588,1761,438,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_04.txt
MASTER_00015,I_1859_05.txt,Lecture on Japan,1859,1850s,Geography and Travel,Travel,True,,5250,15747,4258,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_05.txt
MASTER_00013,I_1859_06.txt,On the Study of the Natural Sciences in Japan,1859,1850s,Education,Education,True,,1720,5157,1388,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_06.txt
,I_1859_07.txt,,1859,1850s,,,True,,312,933,234,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_07.txt
MASTER_00017,I_1859_08.txt,Notes on some new species of birds found on the island of Formosa,1859,1850s,Natural Sciences,Zoology,True,,1098,3291,823,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_08.txt
MASTER_00012,I_1859_09.txt,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow",1859,1850s,Natural Sciences,Hydrology,True,,2951,8850,2599,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_09.txt
MASTER_00014,I_1859_10.txt,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai",1859,1850s,Natural Sciences,Meteorology,False,short_after_stopwords_lt_120,26,75,18,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_10.txt
,I_1859_11_record_of_occurences_in_china.txt,,1859,1850s,,,True,,1528,4581,1299,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1859_11_record_of_occurences_in_china.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1859_11_record_of_occurences_in_china.txt
MASTER_00035,I_1864_01.txt,"Notes on the city of Yedo, the capital of Japan *",1864,1860s,Geography and Travel,Travel,True,,1739,5214,1350,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_01.txt
MASTER_00036,I_1864_02.txt,Notes on some of the physical causes which modify climate,1864,1860s,Natural Sciences,Meteorology,True,,2074,6219,1622,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_02.txt
MASTER_00037,I_1864_03.txt,"Narrative of an overland trip, through Hunan, from Canton to Hankow",1864,1860s,Geography and Travel,Travel,True,,1711,5130,1440,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_03.txt
MASTER_00038,I_1864_04.txt,"Overland journey from St. Petersburg to Pekin, The",1864,1860s,Geography and Travel,Travel,True,,2336,7005,1798,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_04.txt
MASTER_00039,I_1864_05.txt,"Medicine and medical practice of the Chinese, The",1864,1860s,Natural Sciences,Medicine,True,,5979,17934,4575,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_05.txt
MASTER_00040,I_1864_06.txt,The Sea-board of Russian Manchuria,1864,1860s,Geography and Travel,Travel,True,,4281,12840,3446,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_06.txt
MASTER_00041,I_1864_07.txt,"Retrospect of events in the north of China, 1861-1864",1864,1860s,History and Chronology,"History, Modern (20th century)",True,,3773,11316,3173,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_07.txt
,I_1864_misc.txt,,1864,1860s,,,False,misc,1616,4845,1293,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\I_1864_misc.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\I_1864_misc.txt
MASTER_00047,II_1865_01.txt,Notes on the geology of the Great Plain *,1865,1860s,Natural Sciences,Geology,True,,2942,8823,2578,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_01.txt
MASTER_00048,II_1865_02.txt,A Sketch of the Geology of Quang -tung Province,1865,1860s,Natural Sciences,Geology,True,,3732,11193,3111,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_02.txt
MASTER_00049,II_1865_03.txt,Birds and beasts of Formosa,1865,1860s,Natural Sciences,Zoology,True,,2616,7845,1974,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_03.txt
MASTER_00050,II_1865_04.txt,Annals of the Western Ocean,1865,1860s,Religion and Philosophy,Christianity,True,,5073,15216,4022,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_04.txt
MASTER_00051,II_1865_05.txt,"Sorgo, or Northern Chinese sugar cane",1865,1860s,Natural Sciences,Botany,True,,2458,7371,1929,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_05.txt
MASTER_00052,II_1865_06.txt,A Visit to the Agricultural Mongols,1865,1860s,Geography and Travel,Travel,True,,2388,7161,2017,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_06.txt
MASTER_00376,II_1865_07.txt,"Dragon, The",1917,1910s,Anthropology and Social Customs,Mythology,True,,1787,5358,1491,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_07.txt
MASTER_00054,II_1865_08.txt,The Remains of Ancient Kambodia,1864,1860s,Arts and Archaeology,Archaeology,True,,1649,4944,1153,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_08.txt
MASTER_00055,II_1865_09.txt,Retrospect of events in China and Japan,1864,1860s,History and Chronology,"History, Modern (20th century)",True,,6745,20232,5755,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_09.txt
MASTER_00056,II_1865_misc.txt,Respecting China grass,1864,1860s,Natural Sciences,Agriculture,False,misc,1903,5706,1461,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\II_1865_misc.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\II_1865_misc.txt
MASTER_00074,IV_1867_01.txt,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *",1867,1860s,Natural Sciences,Geology,True,,3116,9345,2550,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_01.txt
,IV_1867_02.txt,,1867,1860s,,,True,,1522,4563,1343,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_02.txt
MASTER_00076,IV_1867_03.txt,"Notes on the north of China, its productions and communications",1867,1860s,Natural Sciences,Agriculture,True,,5521,16560,4572,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_03.txt
MASTER_00077,IV_1867_04.txt,"Notes on the productions, chiefly mineral of Shantung",1867,1860s,Natural Sciences,Agriculture,True,,1573,4716,1293,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_04.txt
MASTER_00078,IV_1867_05.txt,Entomology of Shanghai,1867,1860s,Natural Sciences,Zoology,True,,936,2805,671,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_05.txt
MASTER_00079,IV_1867_06.txt,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,1867,1860s,Natural Sciences,Hydrology,True,,1090,3267,950,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_06.txt
MASTER_00080,IV_1867_07_list.txt,Eclipses recorded in Chinese works,1867,1860s,Natural Sciences,Astronomy,False,list,1853,5556,1756,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_07_list.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_07_list.txt
MASTER_00081,IV_1867_08.txt,Chinese chronological tables,1867,1860s,History and Chronology,"Chronology, Historical",True,,1049,3144,890,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_08.txt
MASTER_00082,IV_1867_09.txt,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,1867,1860s,Religion and Philosophy,Christianity,False,review,3748,11241,3199,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_09.txt
MASTER_00083,IV_1867_10.txt,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",1867,1860s,Natural Sciences,Agriculture,True,,3373,10116,1861,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_10.txt
MASTER_00084,IV_1867_11.txt,Chinese notions about pigeons and doves,1867,1860s,Anthropology and Social Customs,Mythology,True,,3194,9579,2608,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_11.txt
MASTER_00086,IV_1867_12.txt,"Retrospect of events in China and Japan, 1867",1867,1860s,History and Chronology,"History, Modern (20th century)",True,,2694,8079,2316,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_12.txt
MASTER_00213,IV_1867_misc.txt,Where was Ta - ts ' in ?,1886,1880s,Geography and Travel,Geography,False,misc,234,699,183,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IV_1867_misc.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IV_1867_misc.txt
MASTER_00135,IX_1875_01.txt,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1874,1870s,Literature and Language,Literature,True,,2927,8778,2481,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_01.txt
MASTER_00136,IX_1875_02.txt,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1874,1870s,Religion and Philosophy,Religion,True,,3189,9564,2303,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_02.txt
MASTER_00137,IX_1875_03.txt,The Aborigines of Northern Formosa,1874,1870s,Anthropology and Social Customs,Ethnology,True,,4935,14802,3381,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_03.txt
MASTER_00138,IX_1875_04.txt,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1874,1870s,Religion and Philosophy,Buddhism,True,,2831,8490,2364,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_04.txt
MASTER_00139,IX_1875_05.txt,Narrative of recent events in Tong - king,1874,1870s,History and Chronology,"History, Modern (20th century)",True,,8547,25638,6571,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_05.txt
MASTER_00140,IX_1875_06.txt,Notes on Chinese toxicology,1874,1870s,Natural Sciences,Medicine,True,,1185,3552,906,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_06.txt
MASTER_00055,IX_1875_07_retrospects_of_events.txt,Retrospect of events in China and Japan,1864,1860s,History and Chronology,"History, Modern (20th century)",True,,2286,6855,1874,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\IX_1875_07_retrospects_of_events.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\IX_1875_07_retrospects_of_events.txt
MASTER_00402,L_1919_01.txt,Thirty thousand miles in China *,1919,1910s,Geography and Travel,Travel,True,,4622,13863,3827,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_01.txt
MASTER_00403,L_1919_02.txt,Chinese metaphorical zoology,1919,1910s,Literature and Language,Literature,True,,1669,5004,1287,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_02.txt
MASTER_00404,L_1919_03.txt,"Early Malays and their neighbours, The",1919,1910s,Anthropology and Social Customs,Ethnology,True,,2648,7941,1914,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_03.txt
MASTER_00180,L_1919_04.txt,Corea,1883,1880s,Anthropology and Social Customs,Manners and customs,True,,12348,37041,8597,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_04.txt
MASTER_00406,L_1919_05.txt,"Land of Peach Bloom, The",1919,1910s,Literature and Language,Literature,True,,2593,7776,2003,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_05.txt
MASTER_00407,L_1919_06.txt,Recent books by a Chinese scholar,1919,1910s,Literature and Language,Literature,False,recent_books,1765,5292,1575,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_06.txt
MASTER_00408,L_1919_07.txt,Chemical industry in Kwangtung Province,1919,1910s,Natural Sciences,Agriculture,True,,2031,6090,1568,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_07.txt
MASTER_00409,L_1919_08.txt,"List of the birds in the Museum of the Anglo - Chinese College of Foochow, China",1919,1910s,Natural Sciences,Zoology,False,list,1908,5721,940,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_08.txt
MASTER_00410,L_1919_09.txt,Formosa,1919,1910s,Geography and Travel,Travel,True,,651,1950,534,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_09.txt
MASTER_00411,L_1919_10.txt,"Attractions of entomology, The",1919,1910s,Natural Sciences,Zoology,True,,1560,4677,1205,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_10.txt
MASTER_00412,L_1919_11.txt,"Beginning of the study of the flora and fauna of Soochow and vicinity, A",1919,1910s,Natural Sciences,Botany,True,,2348,7041,999,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_11.txt
MASTER_00413,L_1919_12.txt,Notes on Kansu,1919,1910s,Geography and Travel,Travel,True,,591,1770,467,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_12.txt
MASTER_00414,L_1919_13.txt,"Exhibition of pictures by a Russian artist, An *",1919,1910s,Arts and Archaeology,Art,True,,328,981,254,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_13.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_13.txt
,L_1919_reviews_of_recent_books.txt,,1919,1910s,,,False,review;reviews,13766,41295,10618,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\L_1919_reviews_of_recent_books.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\L_1919_reviews_of_recent_books.txt
MASTER_00415,LI_1920_01.txt,"Relation of Chinese and Siamese, The *",1920,1920s,Anthropology and Social Customs,Ethnology,True,,2296,6885,1775,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\LI_1920_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\LI_1920_01.txt
MASTER_00416,LI_1920_02.txt,Greek and Chinese art ideals,1920,1920s,Arts and Archaeology,Art,True,,2267,6798,1811,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\LI_1920_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\LI_1920_02.txt
