model,K,anchor_strength,topic_id,rank,word,weight
corex_unanchored,10,,2,6,road,0.18562941563839536
corex_unanchored,10,,2,7,open,0.18020082170811974
corex_unanchored,10,,2,8,received,0.1781641387161897
corex_unanchored,10,,2,9,days,0.17805488620695192
corex_unanchored,10,,2,10,state,0.17471832246318103
corex_unanchored,10,,2,11,official,0.17396047075492288
corex_unanchored,10,,2,12,entered,0.17245948004712564
corex_unanchored,10,,2,13,day,0.17234701113627698
corex_unanchored,10,,2,14,taking,0.17186391163134157
corex_unanchored,10,,2,15,reached,0.168952302401434
corex_unanchored,10,,2,16,back,0.1677482323505703
corex_unanchored,10,,2,17,chief,0.16638463795392616
corex_unanchored,10,,2,18,imperial,0.16503155661702035
corex_unanchored,10,,2,19,since,0.16469865000611233
corex_unanchored,10,,2,20,whose,0.16395763017122794
corex_unanchored,10,,3,1,words,0.23063781011204293
corex_unanchored,10,,3,2,shall,0.20910162872380844
corex_unanchored,10,,3,3,without,0.19516046676560012
corex_unanchored,10,,3,4,book,0.19290463081664583
corex_unanchored,10,,3,5,men,0.18292707097099464
corex_unanchored,10,,3,6,language,0.18216388302424813
corex_unanchored,10,,3,7,authority,0.17892105403173197
corex_unanchored,10,,3,8,read,0.17498557894474392
corex_unanchored,10,,3,9,means,0.1744586639811883
corex_unanchored,10,,3,10,word,0.16696810029250791
corex_unanchored,10,,3,11,subject,0.16627944998802952
corex_unanchored,10,,3,12,given,0.1660327758432591
corex_unanchored,10,,3,13,meaning,0.16330743378845458
corex_unanchored,10,,3,14,even,0.15931151191174736
corex_unanchored,10,,3,15,desire,0.1571489951302984
corex_unanchored,10,,3,16,might,0.15677419188792702
corex_unanchored,10,,3,17,states,0.15264608898759163
corex_unanchored,10,,3,18,title,0.15023362359216746
corex_unanchored,10,,3,19,regard,0.14992818191285362
corex_unanchored,10,,3,20,others,0.14968969511429625
corex_unanchored,10,,4,1,night,0.23790216628969474
corex_unanchored,10,,4,2,feet,0.20968204024749976
corex_unanchored,10,,4,3,food,0.17214596658963488
corex_unanchored,10,,4,4,water,0.1714019743301501
corex_unanchored,10,,4,5,head,0.17048394110870696
corex_unanchored,10,,4,6,morning,0.1668826421590629
corex_unanchored,10,,4,7,making,0.16581761635660325
corex_unanchored,10,,4,8,ground,0.16312695579592312
corex_unanchored,10,,4,9,reach,0.15928023766111749
corex_unanchored,10,,4,10,behind,0.15686797316126933
corex_unanchored,10,,4,11,together,0.15552986976298205
corex_unanchored,10,,4,12,looking,0.15416250649633312
corex_unanchored,10,,4,13,eye,0.15391389397930905
corex_unanchored,10,,4,14,cut,0.15382614104967812
corex_unanchored,10,,4,15,front,0.15367374621875313
corex_unanchored,10,,4,16,foot,0.15340132500692055
corex_unanchored,10,,4,17,trees,0.14777653846213168
corex_unanchored,10,,4,18,wood,0.14715434402448563
corex_unanchored,10,,4,19,poor,0.14482291681651416
corex_unanchored,10,,4,20,high,0.13918545871162452
corex_unanchored,10,,5,1,trade,0.20508242942669724
corex_unanchored,10,,5,2,greater,0.17347597700076328
corex_unanchored,10,,5,3,southern,0.16991977904258376
corex_unanchored,10,,5,4,east,0.16479018469782097
corex_unanchored,10,,5,5,sea,0.16312598893790337
corex_unanchored,10,,5,6,eastern,0.16064504531074336
corex_unanchored,10,,5,7,coast,0.14935989652003362
corex_unanchored,10,,5,8,extent,0.14911873085682553
corex_unanchored,10,,5,9,south,0.14840031010462623
corex_unanchored,10,,5,10,geographical,0.1474010675108448
corex_unanchored,10,,5,11,considerable,0.14344300947060934
corex_unanchored,10,,5,12,miles,0.14268937735823906
corex_unanchored,10,,5,13,island,0.13971479131411363
corex_unanchored,10,,5,14,along,0.1396485438734168
corex_unanchored,10,,5,15,northern,0.13914337243796732
corex_unanchored,10,,5,16,direction,0.13870632864340227
corex_unanchored,10,,5,17,half,0.13503799365589447
corex_unanchored,10,,5,18,plain,0.1319607148821773
corex_unanchored,10,,5,19,bank,0.13133964904284479
corex_unanchored,10,,5,20,amount,0.13068298501900405
corex_unanchored,10,,6,1,thick,0.21984767654662574
corex_unanchored,10,,6,2,sides,0.20690361630497273
corex_unanchored,10,,6,3,fine,0.20201754077130923
corex_unanchored,10,,6,4,red,0.19469293469096421
corex_unanchored,10,,6,5,flat,0.1819674223356687
corex_unanchored,10,,6,6,smaller,0.17561444122942477
corex_unanchored,10,,6,7,white,0.16636796981311336
corex_unanchored,10,,6,8,brown,0.165766325773197
corex_unanchored,10,,6,9,low,0.16509824824350355
corex_unanchored,10,,6,10,top,0.1560364705716744
corex_unanchored,10,,6,11,dark,0.15556572074981428
corex_unanchored,10,,6,12,upper,0.15532397578660034
corex_unanchored,10,,6,13,height,0.1541555802179776
corex_unanchored,10,,6,14,yellow,0.14425358358674317
corex_unanchored,10,,6,15,tail,0.1426152341924718
corex_unanchored,10,,6,16,species,0.14153363660600382
corex_unanchored,10,,6,17,grass,0.14152664331584963
corex_unanchored,10,,6,18,blue,0.14117673767990624
corex_unanchored,10,,6,19,black,0.14077951232144464
corex_unanchored,10,,6,20,green,0.13853922233806498
corex_unanchored,10,,7,1,yu,0.27981338954910323
corex_unanchored,10,,7,2,yen,0.275879100361235
corex_unanchored,10,,7,3,chu,0.2699374974487551
corex_unanchored,10,,7,4,ai,0.23664898077029278
corex_unanchored,10,,7,5,wang,0.22739237785418182
corex_unanchored,10,,7,6,lu,0.22623171035911255
corex_unanchored,10,,7,7,wu,0.2202036542512406
corex_unanchored,10,,7,8,ti,0.21934657484436088
corex_unanchored,10,,7,9,yuan,0.21573413198045488
corex_unanchored,10,,7,10,ang,0.21491176152783048
corex_unanchored,10,,7,11,ien,0.21344302263348708
corex_unanchored,10,,7,12,ts,0.21280742108135725
corex_unanchored,10,,7,13,wei,0.2103315616357409
corex_unanchored,10,,7,14,jen,0.20990500040135798
corex_unanchored,10,,7,15,chin,0.20862275304106742
corex_unanchored,10,,7,16,chi,0.2004923504178046
corex_unanchored,10,,7,17,kao,0.1988247293575962
corex_unanchored,10,,7,18,ho,0.19853643495007783
corex_unanchored,10,,7,19,chih,0.19812273079234477
corex_unanchored,10,,7,20,feng,0.19771322402998281
corex_unanchored,10,,8,1,office,0.17567234398304837
corex_unanchored,10,,8,2,pay,0.1707748612733168
corex_unanchored,10,,8,3,capital,0.17068862174268545
corex_unanchored,10,,8,4,twenty,0.1658045203233009
corex_unanchored,10,,8,5,government,0.15454073277361696
corex_unanchored,10,,8,6,paid,0.1484696855771725
corex_unanchored,10,,8,7,going,0.14376784870586262
corex_unanchored,10,,8,8,public,0.14305844229644882
corex_unanchored,10,,8,9,native,0.14175274205271954
corex_unanchored,10,,8,10,money,0.14081812615965378
corex_unanchored,10,,8,11,officials,0.13685702836253927
corex_unanchored,10,,8,12,authorities,0.12905112399702284
corex_unanchored,10,,8,13,last,0.12499974863176293
corex_unanchored,10,,8,14,carrying,0.12435322757893684
corex_unanchored,10,,8,15,civil,0.12199400074344414
corex_unanchored,10,,8,16,large,0.11859339274421425
corex_unanchored,10,,8,17,empire,0.11769657933936399
corex_unanchored,10,,8,18,ready,0.11524458568240996
corex_unanchored,10,,8,19,issued,0.1147445077574261
corex_unanchored,10,,8,20,send,0.11388923513974912
corex_unanchored,10,,9,1,france,0.1515845499392393
corex_unanchored,10,,9,2,chine,0.14163141444382485
corex_unanchored,10,,9,3,paris,0.13714113808414596
corex_unanchored,10,,9,4,se,0.1360702289047366
corex_unanchored,10,,9,5,french,0.13382336009779866
corex_unanchored,10,,9,6,une,0.13068121411730205
corex_unanchored,10,,9,7,ports,0.1293622176637798
corex_unanchored,10,,9,8,voyage,0.1282270684000396
corex_unanchored,10,,9,9,commerce,0.12088759217170424
corex_unanchored,10,,9,10,treaty,0.12009643709527025
corex_unanchored,10,,9,11,aux,0.10958615716439064
corex_unanchored,10,,9,12,deux,0.10837845245979068
corex_unanchored,10,,9,13,canton,0.10754019382175077
corex_unanchored,10,,9,14,dans,0.10647158647956557
corex_unanchored,10,,9,15,des,0.10337841785981021
corex_unanchored,10,,9,16,de,0.10135523987133292
corex_unanchored,10,,9,17,august,0.10083402726464512
corex_unanchored,10,,9,18,published,0.09746251986467129
corex_unanchored,10,,9,19,st,0.09697130530406255
corex_unanchored,10,,9,20,hongkong,0.09535870134414003
