master_id,filename,title,author,year,decade,L1,L2,language,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,model,K,dominant_topic,dominant_topic_weight
MASTER_00023,1860_05.txt,Narrative of the American Embassy to Peking,"Williams, S. W.",1859,1850s,History and Chronology,"History, Modern (20th century)",en,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,corex_unanchored,25,0,1.0
MASTER_00021,1860_06.txt,"Meteorological tables, from observations made in Japan",,1859,1850s,Natural Sciences,Meteorology,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corex_unanchored,25,0,0.0
MASTER_00031,1860_07.txt,A Sketch of the Life of Confucius,"Edkins, J.",1860,1860s,Religion and Philosophy,Confucianism,en,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,corex_unanchored,25,0,1.0
MASTER_00028,1860_08.txt,"The Ethics of the Chinese, with special reference to the doctrine of Human Nature and Sin","John, G.",1860,1860s,Religion and Philosophy,Philosophy,en,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,corex_unanchored,25,0,1.0
MASTER_00032,1860_09.txt,Supplemental memorandum on the present state of the magnetic elements in China and places adjacent,"Shadwell, C. F. A.",1860,1860s,Natural Sciences,Meteorology,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corex_unanchored,25,0,0.0
MASTER_00034,1860_11.txt,Winds and weather at Chefoo,Editorial Committee,1860,1860s,Natural Sciences,Meteorology,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corex_unanchored,25,0,0.0
MASTER_00065,1866_01.txt,"Notes of a Journey from Peking to Chefoo via Grand Canal , Yen -chow -foo, &c","Williamson, A.",1865,1860s,Geography and Travel,Travel,en,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,corex_unanchored,25,0,1.0
INDEX_00062,1866_02.txt,"Account of an Overland Journey from Peking to Shanghai, made in February and March 1866",,1866,1860s,Geography and Travel,Travel,en,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,corex_unanchored,25,0,1.0
INDEX_00063,1866_03.txt,An account of a translation of a Japanese Manuscript,,1866,1860s,History and Chronology,History,en,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,corex_unanchored,25,0,1.0
MASTER_00064,1866_04.txt,Description of the Great Examination Hall at Canton,"Keer, J. G.",1865,1860s,Arts and Archaeology,Architecture,en,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,corex_unanchored,25,11,1.0
