model,K,anchor_strength,topic_id,rank,word,weight
corex_unanchored,25,,0,1,evil,0.25301666439550424
corex_unanchored,25,,0,2,heaven,0.24484957061548124
corex_unanchored,25,,0,3,world,0.2306471494581161
corex_unanchored,25,,0,4,spirit,0.22183853950655963
corex_unanchored,25,,0,5,things,0.21569963637958173
corex_unanchored,25,,0,6,law,0.20306068684164652
corex_unanchored,25,,0,7,heart,0.20267933787642267
corex_unanchored,25,,0,8,god,0.19225029520476328
corex_unanchored,25,,0,9,mind,0.1915734012537505
corex_unanchored,25,,0,10,life,0.18834548233400122
corex_unanchored,25,,0,11,earth,0.18548906158051753
corex_unanchored,25,,0,12,forth,0.18428705805138074
corex_unanchored,25,,0,13,human,0.18410113712141402
corex_unanchored,25,,0,14,saying,0.1808856210190556
corex_unanchored,25,,0,15,ideas,0.1806219208495657
corex_unanchored,25,,0,16,spirits,0.17342987676574545
corex_unanchored,25,,0,17,man,0.17165972623721198
corex_unanchored,25,,0,18,virtue,0.17112290703847263
corex_unanchored,25,,0,19,worship,0.16920857883838464
corex_unanchored,25,,0,20,soul,0.16849827381861313
corex_unanchored,25,,1,1,come,0.22855621849213342
corex_unanchored,25,,1,2,without,0.2165778497090215
corex_unanchored,25,,1,3,carried,0.21431951904022628
corex_unanchored,25,,1,4,everything,0.21262161224458193
corex_unanchored,25,,1,5,day,0.2117586539600213
corex_unanchored,25,,1,6,make,0.20739612156919085
corex_unanchored,25,,1,7,days,0.2044151553665426
corex_unanchored,25,,1,8,back,0.2040473884964895
corex_unanchored,25,,1,9,every,0.200770098795434
corex_unanchored,25,,1,10,since,0.20013055934707097
corex_unanchored,25,,1,11,never,0.1958518764769489
corex_unanchored,25,,1,12,still,0.19566423672915345
corex_unanchored,25,,1,13,arrived,0.19257997388357656
corex_unanchored,25,,1,14,whole,0.19066390352131518
corex_unanchored,25,,1,15,brought,0.18880277035639165
corex_unanchored,25,,1,16,times,0.1876236939876344
corex_unanchored,25,,1,17,road,0.1833821645005072
corex_unanchored,25,,1,18,soon,0.18258848134664696
corex_unanchored,25,,1,19,done,0.18229041346525243
corex_unanchored,25,,1,20,means,0.1809626309390246
corex_unanchored,25,,2,1,death,0.2833687258659469
corex_unanchored,25,,2,2,died,0.2668236752257788
corex_unanchored,25,,2,3,emperor,0.256095591413114
corex_unanchored,25,,2,4,court,0.24659291299645442
corex_unanchored,25,,2,5,return,0.2411312555926104
corex_unanchored,25,,2,6,went,0.23592077550060214
corex_unanchored,25,,2,7,took,0.23201588342775908
corex_unanchored,25,,2,8,son,0.23018079997438762
corex_unanchored,25,,2,9,capital,0.21124131150491465
corex_unanchored,25,,2,10,military,0.2076029999329601
corex_unanchored,25,,2,11,throne,0.20697254127986436
corex_unanchored,25,,2,12,prince,0.20514348693448964
corex_unanchored,25,,2,13,appointed,0.20242231148242185
corex_unanchored,25,,2,14,sent,0.20081167124809873
corex_unanchored,25,,2,15,army,0.194354110418088
corex_unanchored,25,,2,16,became,0.19334555872870413
corex_unanchored,25,,2,17,peace,0.1898025142952124
corex_unanchored,25,,2,18,set,0.18756384254447706
corex_unanchored,25,,2,19,king,0.1865071099606816
corex_unanchored,25,,2,20,people,0.18550947138719315
corex_unanchored,25,,3,1,idea,0.20379380542667397
corex_unanchored,25,,3,2,case,0.19453824127921832
corex_unanchored,25,,3,3,understand,0.18903381544989373
corex_unanchored,25,,3,4,know,0.18726541222658083
corex_unanchored,25,,3,5,cannot,0.1858955786256054
corex_unanchored,25,,3,6,subject,0.17821870534705647
corex_unanchored,25,,3,7,even,0.17578975592782825
corex_unanchored,25,,3,8,find,0.1745328757147498
corex_unanchored,25,,3,9,whether,0.17394166749793216
corex_unanchored,25,,3,10,term,0.16457393652217794
corex_unanchored,25,,3,11,origin,0.16262438007598456
corex_unanchored,25,,3,12,question,0.16110641626612926
corex_unanchored,25,,3,13,believe,0.15792502664653757
corex_unanchored,25,,3,14,say,0.15426507782415882
corex_unanchored,25,,3,15,general,0.15371873499503091
corex_unanchored,25,,3,16,reason,0.15047924692039744
corex_unanchored,25,,3,17,consider,0.1494901517473639
corex_unanchored,25,,3,18,think,0.14894659305550056
corex_unanchored,25,,3,19,perhaps,0.1486119159213461
corex_unanchored,25,,3,20,others,0.14701211159577582
corex_unanchored,25,,4,1,thought,0.23806928884440115
corex_unanchored,25,,4,2,asked,0.2300626385132979
corex_unanchored,25,,4,3,home,0.22711772877533004
corex_unanchored,25,,4,4,wife,0.2135220400282252
corex_unanchored,25,,4,5,family,0.21165367138394026
corex_unanchored,25,,4,6,gave,0.20473745485834743
corex_unanchored,25,,4,7,nothing,0.20071523030521982
corex_unanchored,25,,4,8,heard,0.1970423227560672
corex_unanchored,25,,4,9,bring,0.1953394598042849
corex_unanchored,25,,4,10,lived,0.19453170362701022
corex_unanchored,25,,4,11,story,0.19415171830485395
corex_unanchored,25,,4,12,affairs,0.19037797227239422
corex_unanchored,25,,4,13,put,0.18777017168880622
corex_unanchored,25,,4,14,held,0.18760570614179567
corex_unanchored,25,,4,15,father,0.18368448387776498
corex_unanchored,25,,4,16,husband,0.18171831357038667
corex_unanchored,25,,4,17,says,0.18055377121319233
corex_unanchored,25,,4,18,friends,0.17325036973772634
corex_unanchored,25,,4,19,replied,0.16993934089531013
corex_unanchored,25,,4,20,let,0.16785911987258623
corex_unanchored,25,,5,1,men,0.23788501931318679
corex_unanchored,25,,5,2,hands,0.22559677608197332
corex_unanchored,25,,5,3,women,0.21781006235158074
corex_unanchored,25,,5,4,told,0.21604193593817722
corex_unanchored,25,,5,5,away,0.21307312534970296
corex_unanchored,25,,5,6,go,0.20224061957912493
corex_unanchored,25,,5,7,passed,0.1948844164891106
corex_unanchored,25,,5,8,head,0.18147733389476567
corex_unanchored,25,,5,9,full,0.18053890868621453
corex_unanchored,25,,5,10,brother,0.17820882308043828
corex_unanchored,25,,5,11,saw,0.17478674021799823
corex_unanchored,25,,5,12,going,0.1730367360201796
corex_unanchored,25,,5,13,power,0.17192999740241427
corex_unanchored,25,,5,14,young,0.16958385495200257
corex_unanchored,25,,5,15,making,0.16611626441205646
corex_unanchored,25,,5,16,rule,0.16405411310151358
corex_unanchored,25,,5,17,purpose,0.16290991818781236
corex_unanchored,25,,5,18,said,0.1618713932646016
