L2,rank,term,tfidf_score
Ethnology,29,made,0.06918764024596313
Ethnology,30,men,0.06781180325050244
Folklore,1,foot,0.0792184784200533
Folklore,2,measure,0.06443891155064038
Folklore,3,tungus,0.04068639032134036
Folklore,4,period,0.02878323402470269
Folklore,5,inches,0.02778558571449631
Folklore,6,dynasty,0.02674486070895067
Folklore,7,english,0.02235607447609297
Folklore,8,one,0.022248808983765984
Folklore,9,shamanism,0.021614644858212066
Folklore,10,word,0.02138010593371242
Folklore,11,may,0.02016694133920311
Folklore,12,measures,0.020100210942401584
Folklore,13,saman,0.01949556202897559
Folklore,14,dead,0.019319587480240267
Folklore,15,length,0.018917845592848554
Folklore,16,chinese,0.01586409833246148
Folklore,17,ancestral,0.0144896906101802
Folklore,18,long,0.01408032464971869
Folklore,19,spirits,0.013987610578971382
Folklore,20,shaman,0.013985946672960749
Folklore,21,ang,0.013486264515298258
Folklore,22,china,0.012754169006976256
Folklore,23,sung,0.01250613145249442
Folklore,24,also,0.012503208166508767
Folklore,25,chin,0.0123817228201415
Folklore,26,among,0.011879819389948951
Folklore,27,two,0.011749069360233035
Folklore,28,first,0.011707304328907802
Folklore,29,wang,0.011606912128156583
Folklore,30,ancestor,0.010733104155689037
Folklore | Mythology,1,spirits,0.01375720394125302
Folklore | Mythology,2,one,0.01189812232757018
Folklore | Mythology,3,shanghai,0.008923591745677636
Folklore | Mythology,4,folk,0.007808142777467931
Folklore | Mythology,5,lore,0.007436326454731362
Folklore | Mythology,6,people,0.007436326454731362
Folklore | Mythology,7,life,0.006506785647889942
Folklore | Mythology,8,supposed,0.00594906116378509
Folklore | Mythology,9,person,0.0057631530024168055
Folklore | Mythology,10,gods,0.0057631530024168055
Folklore | Mythology,11,god,0.0057631530024168055
Folklore | Mythology,12,take,0.005205428518311954
Folklore | Mythology,13,man,0.0050195203569436695
Folklore | Mythology,14,place,0.0042758877114705334
Folklore | Mythology,15,spirit,0.004089979550102249
Folklore | Mythology,16,may,0.004089979550102249
Folklore | Mythology,17,sickness,0.0039040713887339654
Folklore | Mythology,18,evil,0.0039040713887339654
Folklore | Mythology,19,paper,0.0039040713887339654
Folklore | Mythology,20,day,0.003532255065997397
Folklore | Mythology,21,human,0.003532255065997397
Folklore | Mythology,22,death,0.003532255065997397
Folklore | Mythology,23,idol,0.003346346904629113
Folklore | Mythology,24,made,0.003346346904629113
Folklore | Mythology,25,power,0.003346346904629113
Folklore | Mythology,26,children,0.003346346904629113
Folklore | Mythology,27,also,0.003346346904629113
Folklore | Mythology,28,water,0.003346346904629113
Folklore | Mythology,29,called,0.003346346904629113
Folklore | Mythology,30,taken,0.003160438743260829
Geography,1,lampacao,0.1894605318122716
Geography,2,chinese,0.18347074130930124
Geography,3,one,0.15019103981568538
Geography,4,would,0.14044973929207316
Geography,5,great,0.1398122979749146
Geography,6,china,0.13052024482489363
Geography,7,giles,0.12541297438344767
Geography,8,may,0.10699862393274835
Geography,9,macao,0.09386175471488749
Geography,10,islands,0.09337946707977283
Geography,11,name,0.09169000479924304
Geography,12,portuguese,0.09020302442730392
Geography,13,made,0.08594102386921972
Geography,14,outau,0.08428181957497169
Geography,15,les,0.08185530831881531
