model,K,anchor_strength,topic_id,rank,word,weight
corex_unanchored,20,,0,1,night,0.2465169919949029
corex_unanchored,20,,0,2,told,0.23352193517530512
corex_unanchored,20,,0,3,away,0.22450093231056517
corex_unanchored,20,,0,4,go,0.22051546099543334
corex_unanchored,20,,0,5,set,0.21979640093537417
corex_unanchored,20,,0,6,heard,0.2151336698158261
corex_unanchored,20,,0,7,come,0.2085294262867567
corex_unanchored,20,,0,8,women,0.2063976725176931
corex_unanchored,20,,0,9,head,0.20145106756053605
corex_unanchored,20,,0,10,keep,0.19760198630227238
corex_unanchored,20,,0,11,home,0.19239656624452095
corex_unanchored,20,,0,12,behind,0.18928397287390886
corex_unanchored,20,,0,13,everything,0.18641737989662738
corex_unanchored,20,,0,14,look,0.18553769179798324
corex_unanchored,20,,0,15,story,0.18420228009743944
corex_unanchored,20,,0,16,young,0.18227794208906456
corex_unanchored,20,,0,17,food,0.1811316306443329
corex_unanchored,20,,0,18,poor,0.17869656146499535
corex_unanchored,20,,0,19,bring,0.1687337286660836
corex_unanchored,20,,0,20,tell,0.16859215952978884
corex_unanchored,20,,1,1,death,0.2876057718354918
corex_unanchored,20,,1,2,father,0.2596136211353954
corex_unanchored,20,,1,3,person,0.23821193519523348
corex_unanchored,20,,1,4,evil,0.2354804687032937
corex_unanchored,20,,1,5,wife,0.22215933281328282
corex_unanchored,20,,1,6,son,0.2158791692175342
corex_unanchored,20,,1,7,life,0.2132358925318209
corex_unanchored,20,,1,8,friends,0.2044829791003258
corex_unanchored,20,,1,9,things,0.20434988599062814
corex_unanchored,20,,1,10,men,0.20205559204750595
corex_unanchored,20,,1,11,spirits,0.19938739903742275
corex_unanchored,20,,1,12,asked,0.19797725381614756
corex_unanchored,20,,1,13,husband,0.18989377876802344
corex_unanchored,20,,1,14,peace,0.18653489638333348
corex_unanchored,20,,1,15,brother,0.18083569612543815
corex_unanchored,20,,1,16,man,0.17889817226329757
corex_unanchored,20,,1,17,law,0.17818893946306436
corex_unanchored,20,,1,18,conduct,0.174920099090007
corex_unanchored,20,,1,19,act,0.16801601148229267
corex_unanchored,20,,1,20,put,0.16732602624639098
corex_unanchored,20,,2,1,idea,0.2256786036777816
corex_unanchored,20,,2,2,cannot,0.22558931026092593
corex_unanchored,20,,2,3,case,0.21202125035854003
corex_unanchored,20,,2,4,without,0.19705715916801475
corex_unanchored,20,,2,5,means,0.19619186300538377
corex_unanchored,20,,2,6,course,0.19376009589782706
corex_unanchored,20,,2,7,whole,0.1922401457885281
corex_unanchored,20,,2,8,full,0.18969025409456058
corex_unanchored,20,,2,9,even,0.18759042500158668
corex_unanchored,20,,2,10,never,0.18255607145555341
corex_unanchored,20,,2,11,become,0.1798835985880044
corex_unanchored,20,,2,12,less,0.17968710686534128
corex_unanchored,20,,2,13,whether,0.17800969015584706
corex_unanchored,20,,2,14,reason,0.17716551060208136
corex_unanchored,20,,2,15,right,0.17632726318741276
corex_unanchored,20,,2,16,either,0.1762930474413394
corex_unanchored,20,,2,17,nothing,0.17319903493967898
corex_unanchored,20,,2,18,fact,0.17138294196338894
corex_unanchored,20,,2,19,necessary,0.17020944655515163
corex_unanchored,20,,2,20,every,0.16999080702072128
corex_unanchored,20,,3,1,return,0.25418001471116863
corex_unanchored,20,,3,2,went,0.23734920364487022
corex_unanchored,20,,3,3,took,0.23581074882276948
corex_unanchored,20,,3,4,hands,0.21977022697237503
corex_unanchored,20,,3,5,received,0.21930999824777164
corex_unanchored,20,,3,6,passed,0.21265112448729734
corex_unanchored,20,,3,7,gave,0.1959025347267888
corex_unanchored,20,,3,8,became,0.19238397167352256
corex_unanchored,20,,3,9,came,0.18463461180253554
corex_unanchored,20,,3,10,days,0.18383575185417772
corex_unanchored,20,,3,11,sent,0.18174975754306294
corex_unanchored,20,,3,12,returned,0.1780065861790246
corex_unanchored,20,,3,13,brought,0.1761291182848997
corex_unanchored,20,,3,14,left,0.16544138071744513
corex_unanchored,20,,3,15,army,0.16276714399295028
corex_unanchored,20,,3,16,city,0.15912621012084854
corex_unanchored,20,,3,17,entered,0.15845543563756975
corex_unanchored,20,,3,18,fire,0.15828082363938012
corex_unanchored,20,,3,19,troops,0.15724462273033887
corex_unanchored,20,,3,20,ill,0.15515860215918886
corex_unanchored,20,,4,1,died,0.27769143706544785
corex_unanchored,20,,4,2,emperor,0.2616273961976376
corex_unanchored,20,,4,3,court,0.23776080214561424
corex_unanchored,20,,4,4,capital,0.2354023373126385
corex_unanchored,20,,4,5,imperial,0.22586498886165574
corex_unanchored,20,,4,6,appointed,0.20761693680303095
corex_unanchored,20,,4,7,military,0.19623836610968065
corex_unanchored,20,,4,8,official,0.19606718400004847
corex_unanchored,20,,4,9,held,0.19390532340285543
corex_unanchored,20,,4,10,throne,0.19123171730856758
corex_unanchored,20,,4,11,empire,0.18843092019688423
corex_unanchored,20,,4,12,family,0.1869176121039811
corex_unanchored,20,,4,13,chief,0.18691733136268257
corex_unanchored,20,,4,14,government,0.18167508276122518
corex_unanchored,20,,4,15,office,0.17876884892963796
corex_unanchored,20,,4,16,state,0.1778107206447938
corex_unanchored,20,,4,17,account,0.1753722501551988
corex_unanchored,20,,4,18,year,0.1744667792863261
corex_unanchored,20,,4,19,title,0.17353503750333604
corex_unanchored,20,,4,20,whose,0.17312991611187017
corex_unanchored,20,,5,1,words,0.23117069633865373
corex_unanchored,20,,5,2,meaning,0.21095802696195975
corex_unanchored,20,,5,3,ancient,0.20403004819116605
corex_unanchored,20,,5,4,book,0.20008911998122392
corex_unanchored,20,,5,5,says,0.1987758347046174
corex_unanchored,20,,5,6,thought,0.19602254322557683
corex_unanchored,20,,5,7,dynasty,0.19435499953142005
corex_unanchored,20,,5,8,origin,0.19130581256106433
corex_unanchored,20,,5,9,king,0.18788406139928676
corex_unanchored,20,,5,10,lived,0.1729935752982107
corex_unanchored,20,,5,11,ideas,0.17152254948604806
corex_unanchored,20,,5,12,forth,0.17113006351259286
corex_unanchored,20,,5,13,wrote,0.17024573716949026
corex_unanchored,20,,5,14,translated,0.16728481354122443
corex_unanchored,20,,5,15,word,0.1650841056643121
corex_unanchored,20,,5,16,states,0.15879115646248732
corex_unanchored,20,,5,17,quoted,0.15813529746100013
corex_unanchored,20,,5,18,modern,0.15792886323638883
corex_unanchored,20,,5,19,term,0.1525613066880815
corex_unanchored,20,,5,20,authority,0.15192612291732138
corex_unanchored,20,,6,1,heaven,0.28553707110038906
corex_unanchored,20,,6,2,world,0.23286001523141403
corex_unanchored,20,,6,3,spirit,0.22397626348874194
corex_unanchored,20,,6,4,affairs,0.20839403389339667
corex_unanchored,20,,6,5,self,0.17968125967645426
corex_unanchored,20,,6,6,heart,0.1771184199879995
corex_unanchored,20,,6,7,virtue,0.17140460632158208
corex_unanchored,20,,6,8,wisdom,0.17129022986818843
corex_unanchored,20,,6,9,moral,0.1658485370428285
corex_unanchored,20,,6,10,prince,0.16028158833890221
corex_unanchored,20,,6,11,born,0.15744096525091233
corex_unanchored,20,,6,12,lord,0.15664878156017228
corex_unanchored,20,,6,13,principles,0.15563279358297982
corex_unanchored,20,,6,14,doctrine,0.1552461300498237
corex_unanchored,20,,6,15,wise,0.15431156752690375
corex_unanchored,20,,6,16,ruler,0.15403265915600028
corex_unanchored,20,,6,17,influence,0.153748827830325
corex_unanchored,20,,6,18,sacred,0.15272618328287924
corex_unanchored,20,,6,19,mind,0.1497050575392634
corex_unanchored,20,,6,20,religion,0.1465688129229501
corex_unanchored,20,,7,1,trade,0.3130010482160125
corex_unanchored,20,,7,2,natives,0.16247562619439282
corex_unanchored,20,,7,3,england,0.15655515361239508
corex_unanchored,20,,7,4,port,0.15313259861404654
corex_unanchored,20,,7,5,per,0.14910309468444566
corex_unanchored,20,,7,6,customs,0.14151681357563667
corex_unanchored,20,,7,7,canton,0.1404104368628079
corex_unanchored,20,,7,8,foreign,0.13749009621274227
corex_unanchored,20,,7,9,treaty,0.1362698734113539
corex_unanchored,20,,7,10,merchants,0.13589361414392803
corex_unanchored,20,,7,11,ports,0.13568671767944496
corex_unanchored,20,,7,12,company,0.1354616712486617
corex_unanchored,20,,7,13,greater,0.1340994888197941
corex_unanchored,20,,7,14,goods,0.13351932245964016
corex_unanchored,20,,7,15,commercial,0.13283144408106878
corex_unanchored,20,,7,16,commerce,0.13191236199535966
corex_unanchored,20,,7,17,months,0.13179405677600958
corex_unanchored,20,,7,18,report,0.13151547124133472
corex_unanchored,20,,7,19,cargo,0.12801080783769744
corex_unanchored,20,,7,20,supply,0.1259394219193124
corex_unanchored,20,,8,1,eastern,0.1964822968246695
corex_unanchored,20,,8,2,south,0.19208915220626283
corex_unanchored,20,,8,3,river,0.18853842487256917
corex_unanchored,20,,8,4,east,0.18504536317228865
corex_unanchored,20,,8,5,level,0.1773407549792666
corex_unanchored,20,,8,6,west,0.1772261378414995
corex_unanchored,20,,8,7,across,0.17209569065978075
corex_unanchored,20,,8,8,low,0.16895200836136554
corex_unanchored,20,,8,9,steep,0.16789283263685367
corex_unanchored,20,,8,10,sea,0.16681144202501746
corex_unanchored,20,,8,11,along,0.16653948927863155
corex_unanchored,20,,8,12,wide,0.16381468689924816
corex_unanchored,20,,8,13,bank,0.1598281628117318
corex_unanchored,20,,8,14,mile,0.1594392821328202
corex_unanchored,20,,8,15,end,0.15702797041691502
corex_unanchored,20,,8,16,walls,0.15549251496068256
corex_unanchored,20,,8,17,plain,0.1544456082796951
corex_unanchored,20,,8,18,north,0.15286879834169026
corex_unanchored,20,,8,19,rivers,0.1517757136514042
corex_unanchored,20,,8,20,built,0.15125321542332654
corex_unanchored,20,,9,1,foot,0.20214664842407376
corex_unanchored,20,,9,2,stone,0.17149383367406207
corex_unanchored,20,,9,3,appearance,0.1620698846160104
corex_unanchored,20,,9,4,trees,0.15951939342233806
corex_unanchored,20,,9,5,high,0.15731114333567547
corex_unanchored,20,,9,6,side,0.15407665667210496
corex_unanchored,20,,9,7,wood,0.15367162400152384
corex_unanchored,20,,9,8,mountain,0.15151679520031497
corex_unanchored,20,,9,9,morning,0.1487711325788622
corex_unanchored,20,,9,10,looking,0.14752614063268205
corex_unanchored,20,,9,11,height,0.14325726103135572
corex_unanchored,20,,9,12,ground,0.14312605772486492
corex_unanchored,20,,9,13,eye,0.14205651418345705
corex_unanchored,20,,9,14,noticed,0.14124658635821924
corex_unanchored,20,,9,15,bright,0.14082826440887442
corex_unanchored,20,,9,16,stones,0.14072835808674128
corex_unanchored,20,,9,17,heavy,0.13740875621350535
corex_unanchored,20,,9,18,broken,0.1374024011139527
corex_unanchored,20,,9,19,beautiful,0.13702469556029306
corex_unanchored,20,,9,20,sight,0.13676123300745402
corex_unanchored,20,,10,1,thick,0.2117875552968843
corex_unanchored,20,,10,2,fine,0.1933118995417779
corex_unanchored,20,,10,3,sides,0.18182611908196583
corex_unanchored,20,,10,4,white,0.17973428023505728
corex_unanchored,20,,10,5,flat,0.17751213265220023
corex_unanchored,20,,10,6,brown,0.17576508231549368
corex_unanchored,20,,10,7,top,0.1703561360498786
corex_unanchored,20,,10,8,green,0.16530066533416493
corex_unanchored,20,,10,9,tail,0.15862705332608903
corex_unanchored,20,,10,10,dark,0.1583843681920435
corex_unanchored,20,,10,11,blue,0.15730769507351627
corex_unanchored,20,,10,12,smaller,0.15581238826987115
corex_unanchored,20,,10,13,yellow,0.1477031597616148
corex_unanchored,20,,10,14,grass,0.147380216864262
corex_unanchored,20,,10,15,size,0.14644808732909492
corex_unanchored,20,,10,16,species,0.1419830799199247
corex_unanchored,20,,10,17,black,0.14005691855811037
corex_unanchored,20,,10,18,surface,0.136003384175035
