from,to,author,subject_l2,subject_l1,time_window,article_count,weight,first_year,last_year,titles
A_64,S_2,"Bushell, S. W.",Numismatics,Arts and Archaeology,1888-1897,1,1,1894,1895,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *"
A_41,S_2,"Gardener, C. T.",Numismatics,Arts and Archaeology,1888-1897,1,1,1892,1893,"Coinage of Corea, The *"
A_106,S_2,"Morse, H. B.",Numismatics,Arts and Archaeology,1888-1897,1,1,1889,1890,Currency and measures in China
A_121,S_2,"Taylor, F. E.",Numismatics,Arts and Archaeology,1888-1897,1,1,1896,1897,Scarcity of copper cash and the rise in prices
A_118,S_28,"BUSHELL, S. W.",Economics,"Economy, Trade, and Technology",1888-1897,1,1,1895,1896,"THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT."
A_74,S_28,"Parker, E. H.",Economics,"Economy, Trade, and Technology",1888-1897,4,4,1894,1896,"Financial capacity of China, The | Chinese revenue | THE FINANCIAL CAPACITY OF CHINA. | CHINESE REVENUE."
A_70,S_31,"Bretschneider, E.",Geography,Geography and Travel,1888-1897,1,1,1894,1895,"Chinese geographical names mentioned in the "" Pen Ts ' ao Kang Mu """
A_117,S_5,"IMBAULT HUART, C.",Travel,Geography and Travel,1888-1897,1,1,1895,1896,LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.
A_90,S_5,"Imbault-Huart, C.",Travel,Geography and Travel,1888-1897,1,1,1894,1895,"Voyage de l'Ambassade Hollandaise de 1656 a travers la Province de Canton, Le"
A_101,S_26,"Carles, W. R.",History,History and Chronology,1888-1897,1,1,1888,1888,A Corean monument to Manchu clemency
A_115,S_26,"Clarke, G. W.",History,History and Chronology,1888-1897,1,1,1893,1894,"Yu - li or Precious Records, The *"
A_119,S_26,"FRASER, M. F. A.",History,History and Chronology,1888-1897,1,1,1895,1896,A MANCHU UKASE.
A_107,S_26,"Faber, E.",History,History and Chronology,1888-1897,1,1,1889,1890,Prehistoric China
A_116,S_26,"Fraser, M. F. A.",History,History and Chronology,1888-1897,1,1,1894,1895,"Manchu ukase, A"
A_96,S_26,"Phillips, G.",History,History and Chronology,1888-1897,1,1,1888,1888,"Changchow, the capital of Funkien in Mongol times"
A_114,S_26,"Scott, J.",History,History and Chronology,1888-1897,1,1,1893,1894,Stray notes on Corean history and literature
A_113,S_26,"Volpicelli, Z. H.",History,History and Chronology,1888-1897,1,1,1892,1893,Early Portuguese commerce and settlements in China *
A_79,S_6,"Mollendorf, P. G. von",Literature,Literature and Language,1888-1897,2,2,1889,1897,"Essay on Manchu literature | Limitations of comparative philology, On the"
A_104,S_13,"Jamieson, G.",Agriculture,Natural Sciences,1888-1897,1,1,1888,1888,Tenure of land in China and the condition of the rural population
A_29,S_16,"Kingsmill, T. W.",Astronomy,Natural Sciences,1888-1897,1,1,1891,1892,A Comparative table of the ancient lunar asterisms
A_70,S_22,"Bretschneider, E.",Botany,Natural Sciences,1888-1897,1,1,1894,1895,Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese
A_107,S_22,"Faber, E.",Botany,Natural Sciences,1888-1897,1,1,1890,1891,"General remarks on "" Botanicon Sinicum """
A_105,S_9,Moore,Hydrology,Natural Sciences,1888-1897,1,1,1888,1888,The Bore of the Tsien - tang Kiang (Hang - chau Bay)
A_112,S_9,"Rosthorn, A. von",Hydrology,Natural Sciences,1888-1897,1,1,1892,1893,River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou
A_109,S_11,"Hallifax, T. E.",Zoology,Natural Sciences,1888-1897,1,1,1889,1890,Note on the comparative longevity of males and females in Japan
A_112,S_32,"Rosthorn, A. von",Government,"Politics, Government, and Law",1888-1897,1,1,1892,1893,"Salt administration of Ssuch'uan, The"
A_79,S_12,"Mollendorf, P. G. von",Law,"Politics, Government, and Law",1888-1897,1,1,1892,1893,"Family law of the Chinese, The"
A_111,S_1,"Groot, J. J. M. de",Buddhism,Religion and Philosophy,1888-1897,1,1,1891,1892,Militant spirit of the Buddhist clergy in China
A_74,S_21,"Parker, E. H.",Christianity,Religion and Philosophy,1888-1897,1,1,1889,1890,Notes on the Nestorians in China
A_120,S_8,"Forke, A.",Philosophy,Religion and Philosophy,1888-1897,1,1,1896,1897,Wang - chung and Plato on death and immortality
A_54,S_35,"Moule, G. E.",Taoism,Religion and Philosophy,1888-1897,1,1,1888,1888,A guide to True Vacuity
A_126,S_3,"Betts, G. E.",Ethnology,Anthropology and Social Customs,1898-1907,1,1,1900,1901,Social life of the Miao Tsi
A_29,S_3,"Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,1898-1907,3,3,1901,1906,"Hirth, Dr. F., and the Hiung Nu | Mantses and the Golden Chersonese, The | Ancient Tibet and its frontagers"
A_135,S_14,"Box, E.",Mythology,Anthropology and Social Customs,1898-1907,1,1,1905,1905,Shanghai folk - lore
A_64,S_2,"Bushell, S. W.",Numismatics,Arts and Archaeology,1898-1907,1,1,1900,1901,Additional coins of the present dynasty *
A_106,S_2,"Morse, H. B.",Numismatics,Arts and Archaeology,1898-1907,1,1,1907,1907,Currency in China *
A_131,S_28,"Ferguson, J. C.",Economics,"Economy, Trade, and Technology",1898-1907,1,1,1906,1906,Notes on Chinese banking system in Shanghai
A_128,S_28,"Mencarini, J.",Economics,"Economy, Trade, and Technology",1898-1907,1,1,1900,1901,"Philippine Chinese labour question, The"
A_132,S_5,"Carey, F. W.",Travel,Geography and Travel,1898-1907,1,1,1905,1905,Notes of an overland journey from Szemao to Rangoon *
A_128,S_5,"Mencarini, J.",Travel,Geography and Travel,1898-1907,1,1,1905,1905,Java
A_133,S_5,"Watson, W. C. H.",Travel,Geography and Travel,1898-1907,1,1,1905,1905,Journey to Sungp ' an *
A_1,S_29,"Edkins, J.",Biography,History and Chronology,1898-1907,1,1,1903,1904,"Kwo Tsi, an eminent military commander of the Tang Dynasty"
A_131,S_29,"Ferguson, J. C.",Biography,History and Chronology,1898-1907,1,1,1903,1904,Wang An - shih
A_134,S_26,"Leavenworth, C. S.",History,History and Chronology,1898-1907,1,1,1905,1905,"History of the Loochoo Islands, The"
A_130,S_26,"Walshe, W. G.",History,History and Chronology,1898-1907,1,1,1900,1901,"Ancient city of Shaohing, The"
A_123,S_13,E. BRASS,Agriculture,Natural Sciences,1898-1907,1,1,1898,1899,SEALING AND WHALING IN THE NORTHERN PACIFIC.
A_127,S_13,"Vale, J.",Agriculture,Natural Sciences,1898-1907,2,2,1900,1905,Irrigation of the Ch'eng tu Plain | Irrigation of the Ch'eng tu Plain and beyond *
A_29,S_16,"Kingsmill, T. W.",Astronomy,Natural Sciences,1898-1907,1,1,1907,1907,"Two zodiacs (solar and lunar), their origin and connections, The"
A_107,S_22,"Faber, E.",Botany,Natural Sciences,1898-1907,1,1,1907,1907,Contribution to the nomenclature of Chinese plants
A_122,S_32,BYRON BRENAN,Government,"Politics, Government, and Law",1898-1907,1,1,1898,1899,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.
A_124,S_32,"Bourne, F. S. A.",Government,"Politics, Government, and Law",1898-1907,1,1,1900,1901,Possible and impossible reforms
A_136,S_12,"Alabaster, E.",Law,"Politics, Government, and Law",1898-1907,1,1,1906,1906,Notes on Chinese law and practice preceding revision
A_125,S_12,"Williams, E. T.",Law,"Politics, Government, and Law",1898-1907,1,1,1907,1907,Witchcraft in the Chinese penal code
A_54,S_17,"Moule, G. E.",Confucianism,Religion and Philosophy,1898-1907,1,1,1900,1901,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *"
A_35,S_36,"Martin, W. A. P.",Judaism,Religion and Philosophy,1898-1907,1,1,1906,1906,"Jewish monument at Kaifungfu, The"
A_1,S_8,"Edkins, J.",Philosophy,Religion and Philosophy,1898-1907,1,1,1900,1901,"Siun King, the philosopher, and his relations with contemporary schools of thought"
A_120,S_8,"Forke, A.",Philosophy,Religion and Philosophy,1898-1907,1,1,1901,1902,"Chinese sophists, The"
A_129,S_8,"Macklin, W. E.",Philosophy,Religion and Philosophy,1898-1907,1,1,1900,1901,Mencius and some other reformers of China
A_125,S_30,"Williams, E. T.",Religion,Religion and Philosophy,1898-1907,1,1,1900,1901,Some popular religious literature of the Chinese
A_151,S_3,"Edgar, J. H.",Ethnology,Anthropology and Social Customs,1908-1917,1,1,1917,1917,"Country and some customs of the Szechwan Mantze, The"
A_164,S_14,"Hodous, L.",Mythology,Anthropology and Social Customs,1908-1917,1,1,1917,1917,"Dragon, The"
A_143,S_20,"Warren, G. G.",Antiquities,Arts and Archaeology,1908-1917,1,1,1915,1915,The Wu Pan tablet
A_138,S_23,"Alexeieff, V.",Archaeology,Arts and Archaeology,1908-1917,1,1,1909,1909,Archaeological survey of the environs of China's ancient capitals
A_152,S_23,"Couling, S.",Archaeology,Arts and Archaeology,1908-1917,1,1,1914,1914,"Oracle - bones from Honan, The *"
A_151,S_23,"Edgar, J. H.",Archaeology,Arts and Archaeology,1908-1917,1,1,1917,1917,Stone implements on the Upper Yangtze and Min Rivers *
A_137,S_23,"Moule, A. C.",Archaeology,Arts and Archaeology,1908-1917,1,1,1910,1910,"Christian monument at Hsi - an - fu, The"
A_144,S_23,"Stanley, A.",Archaeology,Arts and Archaeology,1908-1917,1,1,1915,1915,Putoshan *
A_143,S_23,"Warren, G. G.",Archaeology,Arts and Archaeology,1908-1917,1,1,1912,1912,Three sites in Hunan connected with the classical legendary history of China *
A_152,S_25,"Couling, S.",Architecture,Arts and Archaeology,1908-1917,1,1,1915,1915,Chinese pagodas
A_144,S_37,"Stanley, A.",Decorative arts,Arts and Archaeology,1908-1917,3,3,1912,1914,Chinese art metal work * | Chinese embroidery and other textile work * | Chinese wood carving *
A_29,S_7,"Kingsmill, T. W.",Music,Arts and Archaeology,1908-1917,1,1,1910,1910,"Music of China, The *"
A_137,S_7,"Moule, A. C.",Music,Arts and Archaeology,1908-1917,1,1,1908,1908,"List of the musical and other sound - producing instruments of the Chinese, A *"
A_168,S_2,"Ros, G.",Numismatics,Arts and Archaeology,1908-1917,1,1,1917,1917,Coins of the Republic of China *
A_131,S_38,"Ferguson, J. C.",Painting,Arts and Archaeology,1908-1917,2,2,1914,1917,""" Ink Remains "", by An I - chou | "" Ink Remains "" by An I - chou, See also N. Q."
A_169,S_39,"Segalen, V.",Sculpture,Arts and Archaeology,1908-1917,1,1,1917,1917,Recent discoveries in ancient Chinese sculpture *
A_139,S_5,"Arnold, J. H.",Travel,Geography and Travel,1908-1917,1,1,1909,1909,"The Ascent of Mt. Morrison (Niitaka Yama),"
A_147,S_5,"Shields, E. T.",Travel,Geography and Travel,1908-1917,1,1,1913,1913,Omei San : the sacred mountain of West China
A_137,S_27,"Moule, A. C.","Chronology, Historical",History and Chronology,1908-1917,1,1,1914,1914,"Table of the Emperors of the Yuan Dynasty, A"
A_161,S_26,"Latourette, K. S.",History,History and Chronology,1908-1917,1,1,1916,1916,Survey of the work by Western students of Chinese history
A_160,S_26,"Parker, A. P.",History,History and Chronology,1908-1917,1,1,1916,1916,Some notes on the history and folk lore of old Shanghai
A_74,S_26,"Parker, E. H.",History,History and Chronology,1908-1917,1,1,1913,1913,Mongolia after the Genghizides and before the Manchus
A_142,S_15,"Williams, F. W. (ed.)","History, Modern (20th century)",History and Chronology,1908-1917,1,1,1911,1911,The journal of the S. Wells Williams (April 1858 - January 1860)
A_167,S_33,"Lanning, G.",Language and languages,Literature and Language,1908-1917,1,1,1917,1917,"Kinship of the English and Chinese languages, The"
A_153,S_6,Ardsheal,Literature,Literature and Language,1908-1917,2,2,1914,1915,Reminiscenes of a Chinese Viceroy's secretary
A_155,S_6,"Bradley, C. B.",Literature,Literature and Language,1908-1917,1,1,1915,1915,"Tone - accents of two Chinese dialects, The *"
A_152,S_6,"Couling, S.",Literature,Literature and Language,1908-1917,1,1,1917,1917,"Morrison Library, The G. E."
A_145,S_6,Timothy Richard.Litt.D.,Literature,Literature and Language,1908-1917,2,2,1913,1913,Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un | One of the World's Literary Masterpieces
A_143,S_6,"Warren, G. G.",Literature,Literature and Language,1908-1917,1,1,1916,1916,M.Chavannes ' editions of Ssu - ma Chien
A_156,S_16,"Tyler, W. F.",Astronomy,Natural Sciences,1908-1917,1,1,1915,1915,"On a large meteorite February 13, 1915 *"
A_157,S_22,"Ward, F. K.",Botany,Natural Sciences,1908-1917,1,1,1916,1916,Notes on the flora of the W. Ssuch ' uan Mountains
A_151,S_18,"Edgar, J. H.",Geology,Natural Sciences,1908-1917,1,1,1914,1914,from Batang to Menkong * Through the land of deep corrosions
A_151,S_9,"Edgar, J. H.",Hydrology,Natural Sciences,1908-1917,1,1,1914,1914,The Great wall
A_151,S_4,"Edgar, J. H.",Meteorology,Natural Sciences,1908-1917,1,1,1914,1914,Notes on temperatures in high altitudes on the Tibetan border
A_158,S_11,"Annandale, N.",Zoology,Natural Sciences,1908-1917,1,1,1916,1916,"Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China"
A_166,S_11,"Laver, H. E.",Zoology,Natural Sciences,1908-1917,1,1,1917,1917,Land birds and others met with at sea off the coast of China in 1915
A_148,S_11,"N. G. Moffett, L. I. and Gee,",Zoology,Natural Sciences,1908-1917,1,1,1913,1913,Check list of birds of the Lower Yangtze valley from Hankow to the sea
A_149,S_11,"Richmond, C. W.",Zoology,Natural Sciences,1908-1917,1,1,1913,1913,Appendix
A_159,S_11,"Sowerby, A. de C.",Zoology,Natural Sciences,1908-1917,1,1,1916,1916,Recent research upon the mammalia of North China
A_144,S_11,"Stanley, A.",Zoology,Natural Sciences,1908-1917,2,2,1914,1916,"Collection of Chinese reptiles in the Shanghai Museum, The | Two new species of Chinese snakes *"
A_140,S_11,"Touche, J. D. D. La",Zoology,Natural Sciences,1908-1917,1,1,1909,1909,"Collection of birds in the Shanghai Museum, The"
A_154,S_12,"Lobingier, C. S.",Law,"Politics, Government, and Law",1908-1917,1,1,1914,1914,"Bibliographical introduction to the study of Chinese law, A"
A_74,S_12,"Parker, E. H.",Law,"Politics, Government, and Law",1908-1917,1,1,1909,1909,"The Principles of Chinese law and equity,"
A_162,S_1,"Inglis, J. W.",Buddhism,Religion and Philosophy,1908-1917,2,2,1917,1917,"Vows of Amida, The | Nestorian share in Buddhist translation, The"
A_137,S_21,"Moule, A. C.",Christianity,Religion and Philosophy,1908-1917,2,2,1910,1915,Notices of the Nestorian missions from Chinese sources other than the Christian monument * | Notices of Christianity in China. Extracted from Marco Polo *
A_141,S_17,"Hall, J. C.",Confucianism,Religion and Philosophy,1908-1917,1,1,1910,1910,"Confucian reformers in Japan in the 18th Century, The (Trans. of Dazai's "" Exposition of Doctrine "")"
A_125,S_17,"Williams, E. T.",Confucianism,Religion and Philosophy,1908-1917,1,1,1913,1913,"State religion of china during the Manchu Dynasty, The *"
A_146,S_8,"Henke, F. G.",Philosophy,Religion and Philosophy,1908-1917,1,1,1913,1913,The philosophy of Wang Yang Ming
A_165,S_30,"Ayscough, F. W.",Religion,Religion and Philosophy,1908-1917,1,1,1917,1917,Shrines of History. Peak of the East T'ai Shan *
A_163,S_30,"Chatley, H.",Religion,Religion and Philosophy,1908-1917,1,1,1917,1917,Magical practice in China
A_137,S_30,"Moule, A. C.",Religion,Religion and Philosophy,1908-1917,1,1,1912,1912,T'ai Shan *
A_170,S_30,"Wright, H. K.",Religion,Religion and Philosophy,1908-1917,1,1,1917,1917,"Religious element in the Tso Chuan, The"
A_150,S_35,"Wilhelm, R.",Taoism,Religion and Philosophy,1908-1917,1,1,1914,1914,On the Sources of Chinese Taoism
A_185,S_3,"Dodd, W. C.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1920,1920,"Relation of Chinese and Siamese, The *"
A_151,S_3,"Edgar, J. H.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1922,1922,Notes on names of non - Chinese tribes in Western Szechwan
A_131,S_3,"Ferguson, J. C.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1924,1924,Southern Migration of the Sung Dynasty
A_176,S_3,"Kliene, C.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1923,1923,Some similarities in Chinese and ancient Egyptian culture
A_221,S_3,"Kojeuroff, G. P.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1927,1927,Some contributions to the anthropology of the buriats
A_154,S_3,"Lobingier, C. S.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1919,1919,"Early Malays and their neighbours, The"
A_187,S_3,"Moninger, M. M.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1921,1921,"Hainanese Miao, The *"
A_208,S_3,"Shirokogoroff, S. M.",Ethnology,Anthropology and Social Customs,1918-1927,2,2,1924,1926,Who are the Northern Chinese ? | Northern Tungus migrations in the Far East
A_188,S_3,"Wilkinson, H. P.",Ethnology,Anthropology and Social Customs,1918-1927,1,1,1921,1921,Exogamy in China
A_163,S_41,"Chatley, H.",Folklore,Anthropology and Social Customs,1918-1927,1,1,1924,1924,"Dead Hand in China, The"
A_209,S_41,"Mironov, N. D. and Shirokogoroff, S. M.",Folklore,Anthropology and Social Customs,1918-1927,1,1,1924,1924,Sramana - Shaman
A_219,S_20,G. S. S. G.,Antiquities,Arts and Archaeology,1918-1927,1,1,1926,1926,Some notes on the remains of a phallic shrine in Japan
A_190,S_20,"Werner, E. T. C.",Antiquities,Arts and Archaeology,1918-1927,1,1,1926,1926,"Postscript on tomb - destruction, A"
A_173,S_23,Hutson J.,Archaeology,Arts and Archaeology,1918-1927,2,2,1922,1923,"Shuh country, The | The Shuh country"
A_131,S_38,"Ferguson, J. C.",Painting,Arts and Archaeology,1918-1927,1,1,1918,1918,Ku K'ai - chih's scroll in the British Museum *
A_131,S_42,"Ferguson, J. C.",Asia,Geography and Travel,1918-1927,1,1,1926,1926,General survey of standard Chinese histories
A_211,S_42,"MacNair, H. F.",Asia,Geography and Travel,1918-1927,1,1,1925,1925,Some observation on China's international relations
A_137,S_42,"Moule, A. C.",Asia,Geography and Travel,1918-1927,1,1,1927,1927,"Siege of Saianfu and the murder of Achmach Bailo, The"
A_151,S_31,"Edgar, J. H.",Geography,Geography and Travel,1918-1927,1,1,1926,1926,"Tibetan and his environment : an interpretation, The"
A_216,S_31,Hosie,Geography,Geography and Travel,1918-1927,1,1,1926,1926,"Map of China in the making, A"
A_106,S_31,"Morse, H. B.",Geography,Geography and Travel,1918-1927,1,1,1921,1921,"Lampacao, a mystery of the Far East"
A_206,S_31,"Torrance, T.",Geography,Geography and Travel,1918-1927,1,1,1924,1924,History of Shuh a free translation of the Shuh Chi
A_190,S_31,"Werner, E. T. C.",Geography,Geography and Travel,1918-1927,1,1,1925,1925,"Burial place of Genghis Kwan, The"
A_165,S_5,"Ayscough, F. W.",Travel,Geography and Travel,1918-1927,2,2,1921,1923,"Notes on the symbolism of the Purple Forbidden City * | Preliminary notes on the literary background of the "" Great River """
A_177,S_5,"Edmunds, C. K.",Travel,Geography and Travel,1918-1927,1,1,1919,1919,Thirty thousand miles in China *
A_204,S_5,"Fischer, E. S.",Travel,Geography and Travel,1918-1927,1,1,1923,1923,Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier
A_189,S_5,"Kemp, E. G.",Travel,Geography and Travel,1918-1927,1,1,1921,1921,"Highways and byways of Kweichow, The *"
A_184,S_5,"King, G. E.",Travel,Geography and Travel,1918-1927,1,1,1919,1919,Notes on Kansu
A_205,S_29,"Darroch, J.",Biography,History and Chronology,1918-1927,1,1,1923,1923,A page of ancient Chinese history
A_175,S_29,"Morgan, E.",Biography,History and Chronology,1918-1927,1,1,1927,1927,Chou - kung ; The Duke of Chou
A_218,S_29,"Teesdale, J. H.",Biography,History and Chronology,1918-1927,1,1,1926,1926,"Li Sin Cheng, the Chung Wang or "" Faithful Prince """
A_176,S_26,"Kliene, C.",History,History and Chronology,1918-1927,1,1,1918,1918,Chinese puzzledom
A_167,S_26,"Lanning, G.",History,History and Chronology,1918-1927,1,1,1920,1920,Names and nicknames of the Shanghai settlements
A_175,S_26,"Morgan, E.",History,History and Chronology,1918-1927,1,1,1926,1926,League of nations in ancient China
A_165,S_6,"Ayscough, F. W.",Literature,Literature and Language,1918-1927,1,1,1920,1920,Chinese poetry and its connotations *
A_201,S_6,"Budd, C.",Literature,Literature and Language,1918-1927,1,1,1923,1923,"Snowstorm, A"
A_131,S_6,"Ferguson, J. C.",Literature,Literature and Language,1918-1927,3,3,1919,1925,"Recent books by a Chinese scholar | "" Fir - flower Tablets "" | Stories in Chinese paintings, I"
A_191,S_6,"Fletcher, W. J. B.",Literature,Literature and Language,1918-1927,2,2,1921,1921,"Trip to Hua Kang, A | Song of a skirt, The"
A_194,S_6,"Gaunt, T.",Literature,Literature and Language,1918-1927,1,1,1922,1922,Ling Yin monastery poem
A_193,S_6,"Hudson, E.",Literature,Literature and Language,1918-1927,5,5,1922,1927,"Lan - tsih * | Drought, The | Then and now | Night in the mountains, A | Little Lu - fu, and looking at a painting by Wang - tzu"
A_202,S_6,"Jamieson, C. A.",Literature,Literature and Language,1918-1927,1,1,1923,1923,Chu - goh Leang and the arrows
A_176,S_6,"Kliene, C.",Literature,Literature and Language,1918-1927,2,2,1919,1921,"Land of Peach Bloom, The | Marriage maker, The"
A_220,S_6,"Leung, G. K.",Literature,Literature and Language,1918-1927,1,1,1927,1927,Mei Lan - Fang (the man and his art)
A_212,S_6,"Sheppard, G. W. (ed.)",Literature,Literature and Language,1918-1927,1,1,1925,1925,"Edict of Ch ' in Shih Huang, A"
A_178,S_6,"Williams, C. A. S.",Literature,Literature and Language,1918-1927,1,1,1919,1919,Chinese metaphorical zoology
A_179,S_13,"Skvortzow, B. W.",Agriculture,Natural Sciences,1918-1927,4,4,1919,1922,"Notes on the agriculture, botany and the zoology of China, Sections i - xxxii * | Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii * | Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi * | Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *"
A_206,S_13,"Torrance, T.",Agriculture,Natural Sciences,1918-1927,1,1,1924,1924,Origin and history of the irrigation work of the Chengtu Plain
A_180,S_13,Yan Taz Chiu,Agriculture,Natural Sciences,1918-1927,1,1,1919,1919,Chemical industry in Kwangtung Province
A_199,S_22,"Cowdry, N. H.",Botany,Natural Sciences,1918-1927,1,1,1922,1922,Plants from Peitaiho
A_183,S_22,"Gee, N. G.",Botany,Natural Sciences,1918-1927,1,1,1919,1919,"Beginning of the study of the flora and fauna of Soochow and vicinity, A"
A_196,S_22,"Hers, J.",Botany,Natural Sciences,1918-1927,1,1,1922,1922,Chinese names of plants ; a preliminary list of the trees and shrubs of North Honan
A_214,S_18,"Barbour, G. B.",Geology,Natural Sciences,1918-1927,1,1,1925,1925,"Springs of Tsinanfu, The"
A_163,S_18,"Chatley, H.",Geology,Natural Sciences,1918-1927,1,1,1920,1920,China's petrified sun - rays
A_192,S_18,Heidenstem,Geology,Natural Sciences,1918-1927,1,1,1922,1922,"Growth of the Yangtze delta, The *"
A_195,S_18,"Norin, E.",Geology,Natural Sciences,1918-1927,1,1,1922,1922,Notes on the coal and Iron Ore deposits of Central Shansi
A_215,S_18,"Turner, F. B.",Geology,Natural Sciences,1918-1927,1,1,1926,1926,Flood and famine in North China
A_163,S_9,"Chatley, H.",Hydrology,Natural Sciences,1918-1927,1,1,1918,1918,River problems in China *
A_183,S_11,"Gee, N. G.",Zoology,Natural Sciences,1918-1927,1,1,1926,1926,Chinese fresh water sponges
A_197,S_11,"Jacot, A. P.",Zoology,Natural Sciences,1918-1927,5,5,1922,1927,"Oribatoidae Sinensis, Part I | Oribatoidae Sinensis, Part II | Oribatoidea Sinensis, Part III | Shantung foraminifera | Genus gueldenstaedtia (leguminoseae), The"
A_181,S_11,"Kellogg, C. R.",Zoology,Natural Sciences,1918-1927,1,1,1919,1919,"List of the birds in the Museum of the Anglo - Chinese College of Foochow, China"
A_166,S_11,"Laver, H. E.",Zoology,Natural Sciences,1918-1927,1,1,1918,1918,"Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916"
A_182,S_11,"Moore, A.",Zoology,Natural Sciences,1918-1927,1,1,1919,1919,"Attractions of entomology, The"
A_200,S_11,"Riley, J. H. and Richmond, C. W.",Zoology,Natural Sciences,1918-1927,2,2,1922,1922,"Partial bibliography of Chinese birds, A | Partial bibliography of Chinese birds, A (complementary to the List given in Vol 53, pp. 196-237)"
A_198,S_11,"Sjolander, D.",Zoology,Natural Sciences,1918-1927,1,1,1922,1922,"Distribution and habits of the Argali sheep of Central Asia, The *"
A_159,S_11,"Sowerby, A. de C.",Zoology,Natural Sciences,1918-1927,1,1,1922,1922,"Natural history of China, The"
A_206,S_11,"Torrance, T.",Zoology,Natural Sciences,1918-1927,1,1,1926,1926,"Chinese cat, The"
A_210,S_11,"Wilder, G. D. and Hubbard, H. W.",Zoology,Natural Sciences,1918-1927,2,2,1924,1926,List of the birds of Chihli Province | Corrections and additions to the list of the birds of Chihli Province
A_131,S_43,"Ferguson, J. C.",Political science,"Politics, Government, and Law",1918-1927,1,1,1927,1927,Political parties of the Northern Sung Dynasty
A_203,S_1,"Stael-Holstein, Baron A. von",Buddhism,Religion and Philosophy,1918-1927,1,1,1923,1923,Hsuan - tsang and modern research
A_207,S_21,"Heeren, J. J.",Christianity,Religion and Philosophy,1918-1927,1,1,1923,1923,Bishop Della Chiesa and the story of his lost grave *
A_190,S_21,"Werner, E. T. C.",Christianity,Religion and Philosophy,1918-1927,2,2,1921,1922,"Christ in the "" Li Tai Shen Hsien T'ung Chien "" | Christ in the "" Li Tai Shen Hsien Tung Chien "" *"
A_186,S_40,"Mason, I.",Islam,Religion and Philosophy,1918-1927,2,2,1920,1925,"Chinese life of Mohammed, A | Notes on Chinese Mohammedan Literature"
A_171,S_40,"Zwemer, S. M.",Islam,Religion and Philosophy,1918-1927,1,1,1918,1918,Animistic elements in Moslem prayer
A_174,S_8,"Bruce, J. P.",Philosophy,Religion and Philosophy,1918-1927,1,1,1918,1918,"Theistic import of the Sung philosophy, The"
A_217,S_8,"Freeman, M.",Philosophy,Religion and Philosophy,1918-1927,1,1,1926,1926,"Yen Hsi Chai, a 17th century philosopher"
A_175,S_8,"Morgan, E.",Philosophy,Religion and Philosophy,1918-1927,1,1,1920,1920,"Destiny, fate"
A_213,S_8,"Pott, F. L. H.",Philosophy,Religion and Philosophy,1918-1927,1,1,1925,1925,"Teaching of Micius, The"
A_143,S_8,"Warren, G. G.",Philosophy,Religion and Philosophy,1918-1927,1,1,1924,1924,Was Chu Hsi a materialist ?
A_151,S_30,"Edgar, J. H.",Religion,Religion and Philosophy,1918-1927,1,1,1922,1922,Note on Chiang sacrifice and litholatry
A_207,S_30,"Heeren, J. J.",Religion,Religion and Philosophy,1918-1927,1,1,1925,1925,Some new light on the life and times of Bishop Della Chiesa
A_173,S_30,Hutson J.,Religion,Religion and Philosophy,1918-1927,1,1,1918,1918,"Domestic altar, The"
A_175,S_30,"Morgan, E.",Religion,Religion and Philosophy,1918-1927,1,1,1918,1918,"Case of ritualism, A"
A_208,S_30,"Shirokogoroff, S. M.",Religion,Religion and Philosophy,1918-1927,1,1,1923,1923,General theory of shamanism among the Tungus
A_206,S_30,"Torrance, T.",Religion,Religion and Philosophy,1918-1927,1,1,1923,1923,"Religion of the Ch'iang, The *"
A_190,S_30,"Werner, E. T. C.",Religion,Religion and Philosophy,1918-1927,1,1,1923,1923,Chinese composite deities
A_172,S_35,"Ling, P. C.",Taoism,Religion and Philosophy,1918-1927,1,1,1918,1918,"Eight Immortals of the Taoist religion, The"
