master_id,year,volume,author,page,page_original,content_page_number,subject,title,year_start,year_end,Article?,In PDF?,notes,url,article_id,source,In Index?,need to check subject?,toc_source_pdf
MASTER_00139,1874,NS 9,"Cordier, H.",,,,Contemporary History,Narrative of recent events in Tong - king,1875,1875,,,"TONG-KING, Tonkin 东京, northern part of Vietnam",,,,,,v.8-9 1873-1874.pdf
MASTER_00140,1874,NS 9,"Macgowan, D. J.",7,,,Medicine,Notes on Chinese toxicology,1875,1875,,,,,,,,,v.8-9 1873-1874.pdf
MASTER_00141,1875,NS 10,"Palladius, A.",1,1-54,,Geography,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,1876,,,,,,,,,
MASTER_00142,1875,NS 10,"Holcombe, C.",55,55-70,,Travel,Notes made on a tour through Shan - hsi and Shen - hsi,1876,1876,,,"Shan-HSI, Shanxi Province, 山西省; Shen-HSI, Shaanxi Province, 陕西省",,X_1876_02,source_a,,,
MASTER_00143,1875,NS 10,"Kingsmill, T. W.",71,71-74,,Ethnology,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,1876,,,"YUE-TI, Yuezhi, 月氏; KIANG, Qiang, 羌族",,X_1876_03,source_a,,,
MASTER_00144,1875,NS 10,"Bretschneider, E.",75,75-308,,Ethnology,Notices of the mediaeval geography and history of Central and Western Asia *,1876,1876,,,,,,,,,
MASTER_00145,1875,NS 10,"Little, A. J.",309,309-324,,Contemporary History,"Retrospect of events in China, 1875",1876,1876,n,,,,,,,,
MASTER_00146,1875,NS 10,,App. I,App. I,,Agriculture,List of the principal tea districts in China,1876,1876,,,,,,,,,
MASTER_00147,1875,NS 10,,App. II,App. II,,Meteorology,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,1876,,,,,,,,,
MASTER_00148,1877,NS 11,"Kingsmill, T. W.",1,1-32,,Geology / History,The Borderlands of geology and history,1877,1877,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00149,1877,NS 11,"Hobson, H. E.",33,33-40,,History,"Fort Zelandia, and the Dutch occupation of Formosa",1877,1877,,,,,XI_1877_01,source_a,,,v.11-12 1877-78.pdf
MASTER_00150,1877,NS 11,"Mollendorf, 0. F. von",41,41-112,,Zoology,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,1877,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00151,1877,NS 11,"Martin, W. A. P.",113,113-122,,Literature,On the Styles of Chinese epistolary composition,1877,1877,,,,,XI_1877_03,source_a,,,v.11-12 1877-78.pdf
MASTER_00152,1877,NS 11,"Edkins, J.",123,123-142,,Meteorology,On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,1877,,,,,XI_1877_04,source_a,,,v.11-12 1877-78.pdf
MASTER_00153,1877,NS 11,"Stent, G. C.",143,143-184,,Manners and customs,Chinese eunuchs,1877,1877,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00154,1877,NS 12,"Mayers, W. F.",1,46040,,Manners and customs,On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,1878,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00155,1877,NS 12,"Parker, E. H.",19,19-50,,Literature,The Comparative study of Chinese dialects,1878,1878,,,,,XII_1877_02,source_a,,,v.11-12 1877-78.pdf
MASTER_00156,1877,NS 12,"Hosie, A.",51,51-90,,Meteorology,"Droughts in China, A. D. 620-1643",1878,1878,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00157,1877,NS 12,"Hosie, A.",91,91-96,,Astronomy,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,1878,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00158,1877,NS 12,"Kingsmill, T. W.",97,97-126,,Religion,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,1878,,,,,,,,,v.11-12 1877-78.pdf
MASTER_00159,1877,NS 12,"Fritsche, H.",127,127-335,,Meteorology,The Climate of Eastern Asia,1878,1878,,,,,XII_1877_06,source_a,,,v.11-12 1877-78.pdf
MASTER_00160,1878,NS 13,"Fauvel, A. A.",1,1-36,,Zoology,Alligators in China *,1879,1879,,,,,XIII_1879_01,source_a,,,v.13-15 1878-1880.pdf
MASTER_00161,1878,NS 13,"Schulze, F. W.",37,37-98,,Meteorology,Periodical change of terrestrial magnetism *,1879,1879,,,,,XIII_1879_02,source_a,,,v.13-15 1878-1880.pdf
MASTER_00162,1878,NS 13,"Mollendorf, P. G. von",99,99-122,,Law,The Family law of the Chinese and its comparative relations with that of other nations,1879,1879,,,,,,,,,v.13-15 1878-1880.pdf
MASTER_00163,1878,NS 13,"Kingsmill, T. W.",123,123-132,,Biography,"The story of Shun, the Emperor",1879,1879,,,"Shun, 舜",,,,,,v.13-15 1878-1880.pdf
MASTER_00164,1879,NS 14,"Kingsmill, T. W.",1,46052,,History,The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,1879,,,,,XIV_1879_01,source_a,,,v.13-15 1878-1880.pdf
MASTER_00165,1879,NS 14,"Rhein, J.",31,31-34,,Antiquities,Rock inscriptions at the north side of Yentai Hill *,1879,1879,,,"YENTAI HILL, Yantai Hill, 烟台山",,XIV_1879_02,source_a,,,v.13-15 1878-1880.pdf
MASTER_00166,1879,NS 14,"Haas, J.",35,35-64,,Numismatics,Siamese coinage *,1879,1879,,,,,,,,,v.13-15 1878-1880.pdf
MASTER_00167,1880,NS 15,"Bretschneider, E.",311,1-194,,Botany,Early European researches into the flora of China,1880,1880,,,,,,,,,v.15-16 1880-81.pdf
MASTER_00168,1880,NS 15,"Bushell, S. W.",195,195-310,,Numismatics,Coins of the present dynasty of China *,1880,1880,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916306&seq=251,_1880-1881_02,source_b,,,v.15-16 1880-81.pdf
MASTER_00169,1880,NS 15,"Balfour, F. H.",311,311-316,,Philosophy,"The "" Naturalistic "" philosophy of China",1880,1880,,,,,,,,,v.15-16 1880-81.pdf
MASTER_00170,1881,NS 16,"Guppy, H. B.",1,,,Hydrology,"Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,1881,,,,,,,,,v.15-16 1880-81.pdf
MASTER_00171,1881,NS 16,"Guppy, H. B.",13,,,Geology,"Some notes on the geology of Takow, Formosa",1881,1881,,,,,,,,,v.15-16 1880-81.pdf
MASTER_00172,1881,NS 16,,18,,,Botany,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,1881,,,,,,,,,v.15-16 1880-81.pdf
MASTER_00173,1881,NS 16,"Dechevrens, Le P. M.",231,,,Meteorology,"The Climate of Shanghai, its meteorological conditions",1881,1881,,,,,,,,,v.15-16 1880-81.pdf
MASTER_00174,1882,NS 17,"Giles, H. A.",1,46044,,Literature,Notes on Chinese composition,1882,1882,,,,,,,,,
MASTER_00175,1882,NS 17,"Guppy, H. B.",23,23-34,,Geology,On the geology of the neighbourhood of Nagasaki,1882,1882,,,,,XVII_1882_02,source_a,,,
MASTER_00176,1882,NS 17,"Anderson, G. C.",35,35-40,,Travel,Notes on the south coast of Saghalien,1882,1882,,,"SAGHALIEN, Sakhalin, 库页岛/萨哈林岛",,,,,,
MASTER_00177,1882,NS 17,"Toda, E.",41,41-220,,Numismatics,Annam and its minor currency,1882,1882,,,,,,,,,
MASTER_00178,1882,NS 17,"Hirth, F.",221,221-236,,Government,The Hoppo - book of 1753,1882,1882,,,,,XVII_1882_05,source_a,,,
MASTER_00179,1883,NS 18,"Edkins, J.",1,46046,,History,What did the ancient Chinese know of the Greeks and Romans,1883,1883,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00180,1883,NS 18,"Scherzer, F., trans. Gould, C.",25,25-36,,Manners and customs,Corea,1883,1883,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00181,1883,NS 18,"Kleinwachter, G.",37,37-54,,Geology,Researches into the geology of Formosa *,1883,1883,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00182,1883,NS 18,"Imbault - Huart, C.",55,55-140,,Travel,Fragmens d'un voyage dans l'interieur de la Chine,1883,1883,,,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446823&seq=107,_1883_04,source_b,,,v.18-19 1883-1884.pdf
MASTER_00183,1883,NS 18,"Morrison, G. J.",141,141-158,,Travel,"Some notes of a trip to Corea, in July and August, 1883",1883,1883,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00184,1883,NS 18,"Guppy, H. B.",159,159-162,,Geology,Notes on some dikes at the mouth of the Nankow pass *,1883,1883,,,,,XVIII_1884_07,source_a,,,v.18-19 1883-1884.pdf
MASTER_00185,1883,NS 18,"Guppy, H. B.",163,163-164,,Agriculture,Samshu - brewing in North China,1883,1883,,,,,XVIII_1884_08,source_a,,,v.18-19 1883-1884.pdf
MASTER_00186,1883,NS 18,"Little, A. J.",165,165-182,,Travel,Notes on Szechuen and the Yangtse valley,1883,1883,,,"SZECHUEN, Sichuan, 四川省; YANGTSE, Yangtzi River, 长江",,,,,,v.18-19 1883-1884.pdf
MASTER_00187,1884,NS 19 Part 1,"Gardener, C. T.",1,46048,,Zoology,"Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,1884,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00188,1884,NS 19 Part 1,"Parker, E. H.",27,27-53,,Travel,"Journey in Chekiang, A",1884,1884,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00189,1884,NS 19 Part 1,"Parker, E. H.",54,54-74,,Travel,"Journey in Fukien, A *",1884,1884,,,,,XIX_1884_03,source_a,,,v.18-19 1883-1884.pdf
MASTER_00190,1884,NS 19 Part 1,"Parker, E. H.",75,75-93,,Travel,"Journey from Foochow to Wenchow, through Central Fukien, A",1884,1884,,,"FOOCHOW, Fuzhou, 福州市; W?NCHOW, Wenzhou, 温州市; FUKIEN. Fujian Province, 福建省",,XIX_1884_04,source_a,,,v.18-19 1883-1884.pdf
MASTER_00191,1884,NS 19 Part 1,"Moule, G. E.",94,94-102,,Buddhism,"Buddist sheet - tract, containing an apologue of human life, A *",1884,1884,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00192,1884,NS 19 Part 1,"Hosie, A.",103,103-114,,Telecommunication,Trade routes to Western China,1884,1884,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00193,1884,NS 19 Part 2,"Imbault - Huart, C.",,,,Literature,"Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",1884,1884,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00194,1884,NS 19 Part 2,"Kingsmill, T. W.",,,,Ethnology,"Serica of Ptolemy and its inhabitants, The",1884,1884,,,,,,,,,v.18-19 1883-1884.pdf
MASTER_00196,1885,NS 20,,207,,,Literature,Chinese theatricals and theatrical plots,1885,1885,,,,,,,,,v.20 1885.pdf
MASTER_00197,1885,NS 20,"H., F.",,,,Language and languages,"Derivation of the German word "" huhnerauger """,1885,1885,,,,,,,,,v.20 1885.pdf
MASTER_00199,1885,NS 20,"Giles, H. A.",1,,,Literature,"The Hung Lou Mêng, commonly called “ The Dream of the Red Chamber """,1885,1885,,,"THE HUNG LOU M?NG, Hong Lou Meng, Dream of the Red Chamber, 红楼梦",,,,,,v.20 1885.pdf
MASTER_00206,1885,NS 20,,25,25-50,,Manners and customs,The Prevalence of infanticide in China,1885,1885,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=39,_1885_02,source_b,,,v.20 1885.pdf
MASTER_00201,1885,NS 20,"Playfair, G. M. H.",69,68-79,,Geography,The Mystery of Ta - ts ' in ,1885,1885,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=83,_1885_03,source_b,,,v.20 1885.pdf
MASTER_00198,1885,NS 20,"T., C. B.",81,81-98,,Literature,"How snow inspired verse, and a rash order made the flowers bloom ("" Ching - hua- yuan, Chapter IV)",1885,1885,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=99,_1885_04,source_b,,,v.20 1885.pdf
MASTER_00207,1885,NS 20,,117,,,Manners and customs,What is filial piety ?,1885,1885,,,,,,,,,v.20 1885.pdf
MASTER_00203,1885,NS 20,"Nocentini, L.",155,,,Literature,Sinology in Italy,1885,1885,,,,,,,,,v.20 1885.pdf
MASTER_00205,1885,NS 20,"Hirth, F.",163,163-177,,Agriculture,Western appliances in the Chinese printing industry,1885,1885,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916280&seq=181,_1885_07,source_b,,,v.20 1885.pdf
,,,,193,,,Literature,Chinese Theatricals and Theatrical Plots,1885,1885,,,,,,,,y,
MASTER_00202,1885,NS 20,"Phillips, G.",207,,,Geography,The Seaports of India and Ceylon,1885,1885,,,,,,,,,v.20 1885.pdf
MASTER_00204,1885,NS 20,"Gabelentz, G. von der",227,,,Literature,Some additions to my Chinese grammar,1885,1885,,,,,,,,,v.20 1885.pdf
MASTER_00208,1886,NS 21,,1,,,Language and languages,"The Advisability, or the reverse, of endeavoring to convey Western knowledge to the Chinese through the medium of their own language",1886,1886,,,,,,,,,
MASTER_00209,1886,NS 21,"Macgowan, D. J.",22,,,Literature,Histrionic notes,1886,1886,,,,,,,,,
MASTER_00210,1886,NS 21,"Phillips, G.",30,,,Geography,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",1886,1886,,,,,,,,,
MASTER_00211,1886,NS 21,"Macintyre, J.",43,,,Religion,Roadside religion in Manchuria,1886,1886,,,,,,,,,
MASTER_00212,1886,NS 21,"Playfair, G. M. H.",67,,,"Chronology, Historical",Alphabetical list of the dynastic and reign - titles of Chinese Emperors,1886,1886,,,,,,,,,
MASTER_00213,1886,NS 21,"Allen, H. J.",89,,,Geography,Where was Ta - ts ' in ?,1886,1886,,,,,,,,,
MASTER_00214,1886,NS 21,"Hirth, F.",98,,,Geography,"Reply to Mr. H. J. Allen's paper "" Where was Ta - ts ' in ? """,1886,1886,,,,,,,,,
MASTER_00217,1886,NS 21,"Macgowan, D. J.",133,133-192,,Economics,Chinese guilds or chambers of commerce and trades unions,1886,1886,,,,,,,,,
MASTER_00218,1886,NS 21,"Allen, H. J.",193,,,Confucianism,Is Confucius a myth ?,1886,1886,,,,,,,,,
MASTER_00219,1886,NS 21,"Edgins, J.",199,,,Literature,"Philological importance of geographical terms in the "" Shi - ki """,1886,1886,,,,,,,,,
MASTER_00220,1886,NS 21,"Allen, H. J.",204,,,Geography,Ta - ts ' in and dependent states,1886,1886,,,,,,,,,
MASTER_00221,1886,NS 21,"Hirth, F.",209,,,Geography,"Reply to Mr. H. J. Allen's paper "" Ta - ts ' in and dependent states "" *",1886,1886,,,,,,,,,
MASTER_00222,1886,NS 21,"Hirth, F.",214,,,Literature,"Chinese equivalents of the letter "" R "" in foreign names",1886,1886,,,,,,,,,
MASTER_00223,1886,NS 21,"Giles, H. A.",255,,,Literature,The Family names,1886,1886,,,,,,,,,
MASTER_00224,1886,NS 22,"Parker, E. H.",289,113-115,,History,"Manchu relations with Tibet, or Si - tsang",1886,1886,,,,,,,,,
MASTER_00215,1886,NS 21,"Legge, J.",,,,Travel,"Defense of the trans. of a passage in the "" Tsochwan",1886,1886,,n,,,,,,y,
MASTER_00216,1886,NS 21,,,,,Folklore,Folk - lore Society,1886,1886,,n,,,,,,y,
MASTER_00226,1886,NS 21,"H., F.",,,,Literature,Pen - ts ' ao - meng - ch'uan,1886,1886,,n,,,,,,y,
MASTER_00227,1886,NS 21,"Carles, W. R.",,,,Travel,Corea,1886,1886,,n,,,,,,y,
MASTER_00228,1887,NS 22,"Parker, E. H.",1,46043,,Military art and science,"The Military organization of China prior to 1842, as described by Wei Yuan",1887,1887,,,,,,,,,
MASTER_00229,1887,NS 22,"Becher, H. M.",22,22-38,,Geology,Notes on the mineral resources of Eastern Shantung,1887,1887,,,"SHANTUNG, Shandong Province, 山东省",,XXII_1887_02,source_a,,,
MASTER_00195,1887,NS 22,,39,39-52,,Law,Chinese partnerships ; liability of the individual members,1887,1887,,,,,,,,,
MASTER_00230,1887,NS 22,"Hirth, F.",53,53-66,,Government,Notes on the early history of the salt monopoly in China,1887,1887,,,,,XXII_1887_04,source_a,,,
MASTER_00231,1887,NS 22,"Parker, E. H.",67,67-80,,Economics,The Salt revenue of China,1887,1887,,,,,,,,,
MASTER_00232,1887,NS 22,"Zwehtkoff, P., Trans. Carles, W. R.",81,81-89,,Agriculture,Remarks on the production of salt in China,1887,1887,,,,,,,,,
MASTER_00233,1887,NS 22,"Nocentini, L.",90,90-99,,"Chronology, Historical","Names of the sovereigns of the old Corean states, etc.",1887,1887,,,,,,,,,
MASTER_00234,1887,NS 22,"Hirth, F.",129,129-202,,Porcelain,Ancient porcelain : a study in Chinese mediaeval industry and trade,1887,1887,,,,,XXII_1887_11,source_a,,,
MASTER_00235,1887,NS 22,"Hirth, F.",203,203-223,,Education,The Chinese Oriental College,1887,1887,,,,,XXII_1887_12,source_a,,,
MASTER_00236,1887,NS 22,"Parker, E. H.",220,220-221,,Art,Extracts from the Chinese works regarding the writing of the Ju - chih and Kitan Tartars *,1887,1887,,,,,,,,,
MASTER_00237,1887,NS 22,"Henry, A.",233,233-284,,Botany,Chinese names of plants,1887,1887,,,,,,,,,
MASTER_00240,1888,NS 23,"Carles, W. R.",1,,,History,A Corean monument to Manchu clemency,1888,1888,,,,,,,,,v.23 1888.pdf
MASTER_00245,1888,NS 23,"Moule, G. E.",9,,,Taoism,A guide to True Vacuity,1888,1888,,,,,,,,,v.23 1888.pdf
MASTER_00239,1888,NS 23,"Phillips, G.",23,,,History,"Changchow, the capital of Funkien in Mongol times",1888,1888,,,,,,,,,v.23 1888.pdf
MASTER_00243,1888,NS 23,"Hobson, H. E.",31,,,Architecture,The Porcelain Pagoda of Nanking,1888,1888,,,,,,,,,v.23 1888.pdf
MASTER_00244,1888,NS 23,"Jamieson, G.",59,,,Agriculture,Tenure of land in China and the condition of the rural population,1888,1888,,,,,,,,,v.23 1888.pdf
MASTER_00238,1888,NS 23,Moore,185,185-247,,Hydrology,The Bore of the Tsien - tang Kiang (Hang - chau Bay),1888,1888,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015005759314&seq=205,_1888_04,source_b,,,v.23 1888.pdf
MASTER_00246,1888,NS 23,"Volpicelli, Z. H.",248,,,Manners and customs,Chinese chess *,1888,1888,,,,,,,,,v.23 1888.pdf
MASTER_00247,1889-90,NS 24,"Mollendorf, P. G. von",1,1-45,,Literature,Essay on Manchu literature,1889,1890,,,,,,,,,v.25 1890-91.pdf
MASTER_00248,1889-90,NS 24,"Morse, H. B.",48,48-135,,Numismatics,Currency and measures in China,1889,1890,,,,,,,,,v.25 1890-91.pdf
MASTER_00249,1889-90,NS 24,"Faber, E.",141,141-220,,History,Prehistoric China,1889,1890,,,,,,,,,v.25 1890-91.pdf
MASTER_00250,1889-90,NS 24,"Edkins, J.",253,253-288,,Architecture,Chinese architecture,1889,1890,,,,,XXIV_1890_08,source_a,,,v.25 1890-91.pdf
MASTER_00251,1889-90,NS 24,"Parker, E. H.",289,289-302,,Christianity,Notes on the Nestorians in China,1889,1890,,,,,XXIV_1890_09,source_a,,,v.25 1890-91.pdf
MASTER_00252,1889-90,NS 24,"Fries, S. R. von",303,303-306,,Architecture,"The "" Tent theory "" of Chinese architecture",1889,1890,,,,,,,,,v.25 1890-91.pdf
MASTER_00253,1889-90,NS 24,"Hallifax, T. E.",307,307-308,,Zoology,Note on the comparative longevity of males and females in Japan,1889,1890,,,,,XXIV_1890_11,source_a,,,v.25 1890-91.pdf
MASTER_00254,1890-91,NS 25,,i - ii,i - ii,,Botany,"Botanicon Sinicum : Notes on Chinese botany, from native and Western sources, Corrigenda and addenda to Part I",1890,1891,,,,,,,,,v.26 1891-1892.pdf
MASTER_00255,1890-91,NS 25,,1,1-468,,Botany,"Botanicon Sinicum Part II. Notes on Chinese botany, from native and Western sources",1890,1891,,,,,,,,,v.26 1891-1892.pdf
MASTER_00256,1890-91,NS 25,"Faber, E.",402,402-410,,Botany,"General remarks on "" Botanicon Sinicum "" ",1890,1891,,,,,,,,,v.25 1890-91.pdf
MASTER_00257,1891-92,NS 26,"Fraser, E. H.",1,1-43,,Ethnology,The Fish - skin Tartars,1891,1892,,y,,,,,y,,v.26 1891-1892.pdf
MASTER_00258,1891-92 92,NS 26,"Kingsmill, T. W.",44,44-79,,Astronomy,A Comparative table of the ancient lunar asterisms,1891,1892,,y,,,XXVI_1891_02,source_a,y,,v.25 1890-91.pdf
MASTER_00259,1891-92,NS 26,"Volpicelli, Z. H.",80,80-107,,Manners and customs,Wei - ch ' i *,1891,1892,,y,,,,,y,,v.26 1891-1892.pdf
MASTER_00260,1891-92,NS 26,"Groot, J. J. M. de",108,108-120,,Buddhism,Militant spirit of the Buddhist clergy in China,1891,1892,,y,,,XXVI_1891_04,source_a,y,,v.26 1891-1892.pdf
MASTER_00261,1892-93,NS 27,"Rosthorn, A. von",1,46043,,Government,"Salt administration of Ssuch'uan, The",1892,1893,,y,"SSUCH'UAN. Sichuan, 四川省",,,,y,,v.26 1891-1892.pdf
MASTER_00262,1892-93,NS 27,"Rosthorn, A. von",22,22-32,,Hydrology,River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou,1892,1893,,y,,,,,y,,v.26 1891-1892.pdf
MASTER_00263,1892-93,NS 27,"Volpicelli, Z. H.",108,33-69,,History,Early Portuguese commerce and settlements in China *,1892,1893,,y,,,,,y,,v.26 1891-1892.pdf
MASTER_00264,1892-93,NS 27,"Gardener, C. T.",71,71-130,,Numismatics,"Coinage of Corea, The *",1892,1893,,y,,,,,y,,v.26 1891-1892.pdf
MASTER_00265,1892-93,NS 27,"Mollendorf, P. G. von",131,131-190,,Law,"Family law of the Chinese, The",1892,1893,,y,,,,,y,,v.26 1891-1892.pdf
MASTER_00266,1893-94,NS 28,"Kingsmill, T. W.",1,1-213,,Telecommunication,Inland communications in China *,1893,1894,,y,,,,,y,,
MASTER_00267,1893-94,NS 28,"Scott, J.",214,214-232,,History,Stray notes on Corean history and literature,1893,1894,,y,,,,,y,,
MASTER_00268,1893-94,NS 28,"Clarke, G. W.",233,233-400,,History,"Yu - li or Precious Records, The *",1893,1894,,y,,,,,y,,
MASTER_00269,1894-95,NS 29,"Bretschneider, E.",1,1-546,,Botany,Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese,1894,1895,,n,,,,,y,,
MASTER_00270,1894-95,NS 29,"Bretschneider, E.",547,547-605,,Geography,"Chinese geographical names mentioned in the "" Pen Ts ' ao Kang Mu """,1894,1895,,n,,,,,y,,
MASTER_00271,1894-95,NS 30,"Imbault - Huart, C.",1,1-73,,Travel,"Voyage de l'Ambassade Hollandaise de 1656 a travers la Province de Canton, Le",1894,1895,,n,,,,,y,,
MASTER_00272,1894-95,NS 30,"Parker, E. H.",74,74-101,,Economics,"Financial capacity of China, The",1894,1895,,n,,,,,y,,
MASTER_00273,1894-95,NS 30,"Parker, E. H.",102,102-141,,Economics,Chinese revenue,1894,1895,,n,,,,,y,,
MASTER_00274,95 1894-95,NS 30,"Bushell, S. W.",142,142-160,,Numismatics,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *",1894,1895,,n,,,,,y,,
MASTER_00275,1894-95,NS 30,"Fraser, M. F. A.",161,161-176,,History,"Manchu ukase, A",1894,1895,,n,,,,,y,,
,1895-1896,,"IMBAULT HUART, C.",1,1-73,,Travel,LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.,1895,1896,,y,,,,,y,y,
,1895-1896,,E. H. PARKER,74,74-101,,Economics,THE FINANCIAL CAPACITY OF CHINA.,1895,1896,,y,,,,,y,y,
,1895-1896,,E. H. PARKER,102,102-141,,Economics,CHINESE REVENUE.,1895,1896,,y,,,,,y,y,
,1895-1896,,"BUSHELL, S. W.",142,142-160,,Economics,"THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT.",1895,1896,,y,,,,,y,y,
,1895-1896,,"FRASER, M. F. A.",161,161-176,,History,A MANCHU UKASE.,1895,1896,,y,,,,,y,y,
MASTER_00276,1896-97,NS 31,"Parker, E. H.",1,1-39,,Ethnology,Inscriptions de l'Orkho,1896,1897,,y,,,,,y,,
MASTER_00277,1896-97,NS 31,"Kingsmill, T. W.",38,38-39,,Ethnology,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "")",1896,1897,,n,,,,,y,,
MASTER_00278,1896-97,NS 31,"Forke, A.",40,40-60,,Philosophy,Wang - chung and Plato on death and immortality,1896,1897,,y,,,XXXIII_1896_02,source_a,y,,
MASTER_00279,1896-97,NS 31,"Kingsmill, T. W.",61,61-72,,Ethnology,"Chinese system of family relationship and its Aryan affinities, The",1896,1897,,y,,,,,y,,
MASTER_00280,1896-97,NS 31,"Taylor, F. E.",73,73-80,,Numismatics,Scarcity of copper cash and the rise in prices,1896,1897,,y,,,,,y,,
MASTER_00281,1896-97,NS 31,"Mollendorf, P. G. von",81,81-101,,Literature,"Limitations of comparative philology, On the",1896,1897,,y,,,,,y,,
MASTER_00282,1896-97,NS 31,"Carles, W. R.",102,102-115,,Telecommunication,"Grand Canal of China, The",1896,1897,,y,,,XXXIII_1896_06,source_a,y,,
,1898-1899,,Thos. W. KINGSMILL,1,"1,35",,Manners and customs,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",1898,1899,,y,,,,,n,,
,1898-1899,,BYRON BRENAN,36,"36,65",,Government,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,1898,1899,,y,,,,,n,,
,1898-1899,,NATALIS RONDOT,66,"66,78",,Art,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,1898,1899,,y,,,,,n,,
,1898-1899,,E. BRASS,79,"79,92",,Agriculture,SEALING AND WHALING IN THE NORTHERN PACIFIC.,1898,1899,,y,,,,,n,,
MASTER_00287,1900-1901,NS 33,"Bourne, F. S. A.",1,"1,10",,Government,Possible and impossible reforms,1900,1901,,y,,#5 - Journal of the North China Branch of the Royal Asiatic ... v. 32-33 1898/1899-1900/1901. - Full View | HathiTrust Digital Library,VOL . XXXIII .1900-1901,source_b,y,,
MASTER_00288,1900-1901,NS 33,"Williams, E. T.",11,"11,29",,Religion,Some popular religious literature of the Chinese,1900,1901,,y,,,,,y,,
MASTER_00289,1900-1901,NS 33,"Bushell, S. W.",30,30-45,,Numismatics,Additional coins of the present dynasty *,1900,1901,,y,,,,,y,,
MASTER_00290,1900-1901,NS 33,"Edkins, J.",46,46-55,,Philosophy,"Siun King, the philosopher, and his relations with contemporary schools of thought",1900,1901,,y,,,,,y,,
MASTER_00291,1900-1901,NS 33,"Betts, G. E.",84,84-104,,Ethnology,Social life of the Miao Tsi,1900,1901,,y,"MIAO TSI., Miao zi/Miao zu, 苗子/苗族",,,,y,,
MASTER_00292,1900-1901,NS 33,"Vale, J.",105,105-119,,Agriculture,Irrigation of the Ch'eng tu Plain,1900,1901,,y,"CH'ENG TU PLAIN, Chengdu Plain, 成都平原",,,,y,,
MASTER_00293,1900-1901,NS 33,"Moule, G. E.",120,120-156,,Confucianism,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",1900,1901,,y,,,XXXIII_1899_03,source_a,y,,
MASTER_00294,1900-1901,NS 33,"Mencarini, J.",157,157-184,,Economics,"Philippine Chinese labour question, The",1900,1901,,y,,,,,y,,
