time_window,subject_l1,subject_l2,term,term_count,article_count,share,idf,tfidf
1908-1917,Geography and Travel,Travel,mountain,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,check,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,lower,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Taoism,taoism,1,1,0.5,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,reptiles,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Geology,batang,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Geology,menkong,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Geology,deep,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Geology,corrosions,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Meteorology,temperatures,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Meteorology,high,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Meteorology,altitudes,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Meteorology,border,1,1,0.2,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Archaeology,oracle,1,1,0.04,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Decorative arts,wood,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Decorative arts,carving,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Art,dial,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Archaeology,putoshan,1,1,0.04,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Christianity,extracted,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,tone,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,accents,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Architecture,pagodas,1,1,1.0,2.6094379124341005,2.6094379124341005
1908-1917,Anthropology and Social Customs,Manners and customs,ming,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Antiquities,pan,1,1,0.5,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Astronomy,large,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Astronomy,meteorite,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,chavannes,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,editions,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,ssu,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,freshwater,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,lake,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,kiangsu,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,mammalia,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,snakes,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Buddhism,vows,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Buddhism,amida,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Buddhism,share,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Religion,magical,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1908-1917,Anthropology and Social Customs,Ethnology,mantze,1,1,0.25,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Religion,shrines,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Religion,peak,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,others,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,met,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Natural Sciences,Zoology,off,1,1,0.02702702702702703,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Art,ink,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Art,rubbings,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Archaeology,implements,1,1,0.04,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Archaeology,upper,1,1,0.04,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Archaeology,min,1,1,0.04,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Archaeology,rivers,1,1,0.04,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,morrison,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Literature,library,1,1,0.037037037037037035,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Language and languages,kinship,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1908-1917,Literature and Language,Language and languages,english,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Buddhism,library,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Buddhism,huen,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Buddhism,chwang,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Numismatics,republic,1,1,0.5,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Bronzes,four,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Bronzes,examples,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Bronzes,bronze,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Bronzes,statuary,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Religion,element,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Religion,tso,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1908-1917,Religion and Philosophy,Religion,chuan,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1908-1917,Arts and Archaeology,Painting,see,1,1,0.125,2.6094379124341005,2.6094379124341005
1908-1917,History and Chronology,History,history,2,2,0.16666666666666666,1.1053605156578263,2.2107210313156527
1908-1917,Arts and Archaeology,Archaeology,archaeological,1,1,0.04,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Archaeology,survey,1,1,0.04,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Confucianism,confucian,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Confucianism,reformers,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Christianity,christian,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Manners and customs,burial,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Manners and customs,customs,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Archaeology,christian,1,1,0.04,2.203972804325936,2.203972804325936
1908-1917,History and Chronology,"History, Modern (20th century)",april,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Archaeology,three,1,1,0.04,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Archaeology,hunan,1,1,0.04,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Art,corrections,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Christianity,corrections,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Literature and Language,Literature,introduction,1,1,0.037037037037037035,2.203972804325936,2.203972804325936
1908-1917,Literature and Language,Literature,religious,1,1,0.037037037037037035,2.203972804325936,2.203972804325936
1908-1917,Literature and Language,Literature,literary,1,1,0.037037037037037035,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Art,work,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1908-1917,Geography and Travel,Travel,sacred,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Zoology,valley,1,1,0.02702702702702703,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Zoology,hankow,1,1,0.02702702702702703,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Meteorology,tibetan,1,1,0.2,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Archaeology,bones,1,1,0.04,2.203972804325936,2.203972804325936
1908-1917,"Politics, Government, and Law",Law,introduction,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1908-1917,History and Chronology,"Chronology, Historical",table,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Christianity,marco,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Christianity,polo,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Literature and Language,Literature,dialects,1,1,0.037037037037037035,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Manners and customs,ch'ing,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Astronomy,february,1,1,0.3333333333333333,2.203972804325936,2.203972804325936
1908-1917,Literature and Language,Literature,chien,1,1,0.037037037037037035,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Botany,ssuch,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Botany,uan,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Botany,mountains,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Zoology,sponges,1,1,0.02702702702702703,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Zoology,t'ai,1,1,0.02702702702702703,2.203972804325936,2.203972804325936
1908-1917,Natural Sciences,Zoology,species,1,1,0.02702702702702703,2.203972804325936,2.203972804325936
1908-1917,History and Chronology,History,survey,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,History and Chronology,History,work,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,History and Chronology,History,students,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Mythology,dragon,1,1,1.0,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Ethnology,country,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Ethnology,customs,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Anthropology and Social Customs,Ethnology,szechwan,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Art,method,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Art,making,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1908-1917,Literature and Language,Language and languages,languages,1,1,0.3333333333333333,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Buddhism,introduction,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Buddhism,tsung,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Sculpture,discoveries,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Sculpture,sculpture,1,1,0.25,2.203972804325936,2.203972804325936
1908-1917,Religion and Philosophy,Religion,religious,1,1,0.07142857142857142,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Painting,also,1,1,0.125,2.203972804325936,2.203972804325936
1908-1917,Arts and Archaeology,Music,musical,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Music,other,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Music,instruments,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Confucianism,century,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Confucianism,doctrine,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Music,music,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Christianity,nestorian,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Christianity,other,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Decorative arts,art,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1908-1917,Anthropology and Social Customs,Manners and customs,foochow,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Decorative arts,other,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1908-1917,Literature and Language,Literature,ch'ang,1,1,0.037037037037037035,1.916290731874155,1.916290731874155
1908-1917,Literature and Language,Literature,one,1,1,0.037037037037037035,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Confucianism,state,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Philosophy,yang,1,1,0.25,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Art,other,1,1,0.07692307692307693,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Art,art,1,1,0.07692307692307693,1.916290731874155,1.916290731874155
1908-1917,Geography and Travel,Travel,west,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1908-1917,Natural Sciences,Zoology,yangtze,1,1,0.02702702702702703,1.916290731874155,1.916290731874155
1908-1917,Natural Sciences,Hydrology,wall,1,1,0.5,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Archaeology,honan,1,1,0.04,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Art,sun,1,1,0.07692307692307693,1.916290731874155,1.916290731874155
1908-1917,"Politics, Government, and Law",Law,bibliographical,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1908-1917,History and Chronology,"Chronology, Historical",emperors,1,1,0.25,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Christianity,christianity,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Literature and Language,Literature,two,1,1,0.037037037037037035,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Antiquities,tablet,1,1,0.5,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Bronzes,bronzes,1,1,0.16666666666666666,1.916290731874155,1.916290731874155
1908-1917,Natural Sciences,Zoology,research,1,1,0.02702702702702703,1.916290731874155,1.916290731874155
1908-1917,Natural Sciences,Zoology,two,1,1,0.02702702702702703,1.916290731874155,1.916290731874155
1908-1917,History and Chronology,History,folk,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,History and Chronology,History,lore,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Buddhism,nestorian,1,1,0.07692307692307693,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Religion,practice,1,1,0.07142857142857142,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Religion,east,1,1,0.07142857142857142,1.916290731874155,1.916290731874155
1908-1917,Natural Sciences,Zoology,coast,1,1,0.02702702702702703,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Archaeology,stone,1,1,0.04,1.916290731874155,1.916290731874155
1908-1917,Arts and Archaeology,Archaeology,yangtze,1,1,0.04,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Buddhism,tai,1,1,0.07692307692307693,1.916290731874155,1.916290731874155
1908-1917,Religion and Philosophy,Confucianism,trans,1,1,0.08333333333333333,1.6931471805599454,1.6931471805599454
1908-1917,Religion and Philosophy,Christianity,monument,1,1,0.08333333333333333,1.6931471805599454,1.6931471805599454
1908-1917,Arts and Archaeology,Archaeology,monument,1,1,0.04,1.6931471805599454,1.6931471805599454
1908-1917,Anthropology and Social Customs,Manners and customs,great,1,1,0.08333333333333333,1.6931471805599454,1.6931471805599454
1908-1917,Anthropology and Social Customs,Manners and customs,observed,1,1,0.08333333333333333,1.6931471805599454,1.6931471805599454
1908-1917,Literature and Language,Literature,great,1,1,0.037037037037037035,1.6931471805599454,1.6931471805599454
1908-1917,Religion and Philosophy,Confucianism,religion,1,1,0.08333333333333333,1.6931471805599454,1.6931471805599454
1908-1917,Religion and Philosophy,Confucianism,manchu,1,1,0.08333333333333333,1.6931471805599454,1.6931471805599454
1908-1917,Natural Sciences,Hydrology,great,1,1,0.5,1.6931471805599454,1.6931471805599454
1908-1917,History and Chronology,"Chronology, Historical",yuan,1,1,0.25,1.6931471805599454,1.6931471805599454
1908-1917,Natural Sciences,Botany,flora,1,1,0.25,1.6931471805599454,1.6931471805599454
1908-1917,Natural Sciences,Zoology,great,1,1,0.02702702702702703,1.6931471805599454,1.6931471805599454
1908-1917,Natural Sciences,Zoology,recent,1,1,0.02702702702702703,1.6931471805599454,1.6931471805599454
1908-1917,Religion and Philosophy,Buddhism,emperor,1,1,0.07692307692307693,1.6931471805599454,1.6931471805599454
1908-1917,Arts and Archaeology,Numismatics,coins,1,1,0.5,1.6931471805599454,1.6931471805599454
1908-1917,Arts and Archaeology,Sculpture,recent,1,1,0.25,1.6931471805599454,1.6931471805599454
1908-1917,Arts and Archaeology,Music,list,1,1,0.14285714285714285,1.5108256237659907,1.5108256237659907
1908-1917,Religion and Philosophy,Christianity,sources,1,1,0.08333333333333333,1.5108256237659907,1.5108256237659907
1908-1917,Religion and Philosophy,Philosophy,philosophy,1,1,0.25,1.5108256237659907,1.5108256237659907
1908-1917,Natural Sciences,Zoology,list,1,1,0.02702702702702703,1.5108256237659907,1.5108256237659907
1908-1917,Religion and Philosophy,Taoism,sources,1,1,0.5,1.5108256237659907,1.5108256237659907
1908-1917,Natural Sciences,Geology,land,1,1,0.2,1.5108256237659907,1.5108256237659907
1908-1917,"Politics, Government, and Law",Law,study,1,1,0.14285714285714285,1.5108256237659907,1.5108256237659907
1908-1917,Arts and Archaeology,Bronzes,early,1,1,0.16666666666666666,1.5108256237659907,1.5108256237659907
1908-1917,Natural Sciences,Zoology,province,1,1,0.02702702702702703,1.5108256237659907,1.5108256237659907
1908-1917,Natural Sciences,Zoology,land,1,1,0.02702702702702703,1.5108256237659907,1.5108256237659907
1908-1917,Religion and Philosophy,Confucianism,japan,1,1,0.08333333333333333,1.3566749439387324,1.3566749439387324
1908-1917,Arts and Archaeology,Archaeology,hsi,1,1,0.04,1.3566749439387324,1.3566749439387324
1908-1917,Religion and Philosophy,Philosophy,wang,1,1,0.25,1.3566749439387324,1.3566749439387324
1908-1917,Natural Sciences,Zoology,north,1,1,0.02702702702702703,1.3566749439387324,1.3566749439387324
1908-1917,History and Chronology,History,shanghai,1,1,0.08333333333333333,1.3566749439387324,1.3566749439387324
1908-1917,History and Chronology,History,western,1,1,0.08333333333333333,1.2231435513142097,1.2231435513142097
1908-1917,Arts and Archaeology,Archaeology,history,1,1,0.04,1.1053605156578263,1.1053605156578263
1908-1917,Religion and Philosophy,Confucianism,dynasty,1,1,0.08333333333333333,1.1053605156578263,1.1053605156578263
1908-1917,History and Chronology,"Chronology, Historical",dynasty,1,1,0.25,1.1053605156578263,1.1053605156578263
1908-1917,Religion and Philosophy,Religion,history,1,1,0.07142857142857142,1.1053605156578263,1.1053605156578263
1908-1917,Arts and Archaeology,Archaeology,ancient,1,1,0.04,1.0,1.0
1908-1917,Arts and Archaeology,Sculpture,ancient,1,1,0.25,1.0,1.0
1918-1927,Natural Sciences,Zoology,birds,7,6,0.11666666666666667,1.916290731874155,13.414035123119085
1918-1927,Natural Sciences,Agriculture,zoology,4,4,0.12121212121212122,2.6094379124341005,10.437751649736402
1918-1927,Natural Sciences,Agriculture,sections,4,4,0.12121212121212122,2.6094379124341005,10.437751649736402
1918-1927,Natural Sciences,Agriculture,agriculture,4,4,0.12121212121212122,2.203972804325936,8.815891217303744
1918-1927,Natural Sciences,Agriculture,botany,4,4,0.12121212121212122,1.916290731874155,7.66516292749662
1918-1927,Natural Sciences,Zoology,sinensis,3,3,0.05,2.203972804325936,6.611918412977808
1918-1927,Natural Sciences,Zoology,list,4,4,0.06666666666666667,1.5108256237659907,6.043302495063963
1918-1927,Arts and Archaeology,Art,art,3,3,0.21428571428571427,1.916290731874155,5.748872195622465
1918-1927,Religion and Philosophy,Taoism,taoist,2,2,0.18181818181818182,2.6094379124341005,5.218875824868201
1918-1927,Religion and Philosophy,Christianity,christ,2,2,0.1111111111111111,2.6094379124341005,5.218875824868201
1918-1927,Religion and Philosophy,Christianity,hsien,2,2,0.1111111111111111,2.6094379124341005,5.218875824868201
1918-1927,Arts and Archaeology,Archaeology,shuh,2,2,0.5,2.6094379124341005,5.218875824868201
1918-1927,Natural Sciences,Zoology,oribatoidae,2,2,0.03333333333333333,2.6094379124341005,5.218875824868201
1918-1927,Natural Sciences,Zoology,partial,2,2,0.03333333333333333,2.6094379124341005,5.218875824868201
1918-1927,Geography and Travel,Geography,shuh,2,1,0.1111111111111111,2.6094379124341005,5.218875824868201
1918-1927,Religion and Philosophy,Christianity,shen,2,2,0.1111111111111111,2.203972804325936,4.407945608651872
1918-1927,Religion and Philosophy,Christianity,chien,2,2,0.1111111111111111,2.203972804325936,4.407945608651872
1918-1927,Arts and Archaeology,Archaeology,country,2,2,0.5,2.203972804325936,4.407945608651872
1918-1927,Literature and Language,Literature,lan,2,2,0.0392156862745098,2.203972804325936,4.407945608651872
1918-1927,Natural Sciences,Zoology,bibliography,2,2,0.03333333333333333,2.203972804325936,4.407945608651872
1918-1927,Literature and Language,East Asian languages,critical,2,2,0.2222222222222222,2.203972804325936,4.407945608651872
1918-1927,Anthropology and Social Customs,Manners and customs,foochow,2,2,0.125,1.916290731874155,3.83258146374831
1918-1927,Religion and Philosophy,Christianity,tai,2,2,0.1111111111111111,1.916290731874155,3.83258146374831
1918-1927,Geography and Travel,Travel,tai,2,1,0.07692307692307693,1.916290731874155,3.83258146374831
1918-1927,Natural Sciences,Zoology,chihli,2,2,0.03333333333333333,1.916290731874155,3.83258146374831
1918-1927,Natural Sciences,Botany,plants,2,2,0.125,1.6931471805599454,3.386294361119891
1918-1927,Anthropology and Social Customs,Ethnology,northern,2,2,0.06666666666666667,1.6931471805599454,3.386294361119891
1918-1927,History and Chronology,Biography,chou,2,1,0.15384615384615385,1.6931471805599454,3.386294361119891
1918-1927,Natural Sciences,Zoology,province,2,2,0.03333333333333333,1.5108256237659907,3.0216512475319814
1918-1927,Religion and Philosophy,Philosophy,hsi,2,2,0.125,1.3566749439387324,2.713349887877465
1918-1927,Natural Sciences,Zoology,including,1,1,0.016666666666666666,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Islam,animistic,1,1,0.125,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Islam,prayer,1,1,0.125,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Taoism,eight,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Taoism,immortals,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Manners and customs,divination,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Manners and customs,ti'en,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Manners and customs,hui,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Manners and customs,held,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Manners and customs,chinkiang,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Manners and customs,may,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Religion,domestic,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Religion,altar,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Painting,k'ai,1,1,0.2,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Painting,scroll,1,1,0.2,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Painting,british,1,1,0.2,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Philosophy,theistic,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Philosophy,import,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Religion,case,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1918-1927,Religion and Philosophy,Religion,ritualism,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1918-1927,History and Chronology,History,puzzledom,1,1,0.125,2.6094379124341005,2.6094379124341005
1918-1927,Geography and Travel,Travel,thirty,1,1,0.038461538461538464,2.6094379124341005,2.6094379124341005
1918-1927,Geography and Travel,Travel,thousand,1,1,0.038461538461538464,2.6094379124341005,2.6094379124341005
1918-1927,Geography and Travel,Travel,miles,1,1,0.038461538461538464,2.6094379124341005,2.6094379124341005
1918-1927,Literature and Language,Literature,metaphorical,1,1,0.0196078431372549,2.6094379124341005,2.6094379124341005
1918-1927,Literature and Language,Literature,zoology,1,1,0.0196078431372549,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Ethnology,malays,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Ethnology,neighbours,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1918-1927,Natural Sciences,Agriculture,xxxii,1,1,0.030303030303030304,2.6094379124341005,2.6094379124341005
1918-1927,Literature and Language,Literature,peach,1,1,0.0196078431372549,2.6094379124341005,2.6094379124341005
1918-1927,Literature and Language,Literature,scholar,1,1,0.0196078431372549,2.6094379124341005,2.6094379124341005
1918-1927,Natural Sciences,Zoology,anglo,1,1,0.016666666666666666,2.6094379124341005,2.6094379124341005
1918-1927,Natural Sciences,Zoology,attractions,1,1,0.016666666666666666,2.6094379124341005,2.6094379124341005
1918-1927,Natural Sciences,Botany,fauna,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Natural Sciences,Botany,vicinity,1,1,0.0625,2.6094379124341005,2.6094379124341005
1918-1927,Geography and Travel,Travel,kansu,1,1,0.038461538461538464,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Art,exhibition,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Art,pictures,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Art,artist,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
1918-1927,Anthropology and Social Customs,Ethnology,relation,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1918-1927,Arts and Archaeology,Art,greek,1,1,0.07142857142857142,2.6094379124341005,2.6094379124341005
