time_window,subject_l1,subject_l2,term,term_count,article_count,share,idf,tfidf
1868-1877,Religion and Philosophy,Religion,history,1,1,0.08333333333333333,1.1053605156578263,1.1053605156578263
1868-1877,History and Chronology,History,dynasty,1,1,0.037037037037037035,1.1053605156578263,1.1053605156578263
1868-1877,History and Chronology,Biography,dynasty,1,1,0.07142857142857142,1.1053605156578263,1.1053605156578263
1868-1877,History and Chronology,History,history,1,1,0.037037037037037035,1.1053605156578263,1.1053605156578263
1868-1877,Arts and Archaeology,Archaeology,dynasty,1,1,0.16666666666666666,1.1053605156578263,1.1053605156578263
1868-1877,Natural Sciences,Geology,history,1,1,0.03571428571428571,1.1053605156578263,1.1053605156578263
1868-1877,Arts and Archaeology,Music,ancient,1,1,0.125,1.0,1.0
1868-1877,Military,Military art and science,ancient,1,1,0.125,1.0,1.0
1868-1877,Natural Sciences,Science,ancient,1,1,0.06666666666666667,1.0,1.0
1868-1877,Religion and Philosophy,Religion,ancient,1,1,0.08333333333333333,1.0,1.0
1868-1877,Anthropology and Social Customs,Ethnology,ancient,1,1,0.05,1.0,1.0
1878-1887,Natural Sciences,Geology,geology,3,3,0.17647058823529413,1.916290731874155,5.748872195622465
1878-1887,Geography and Travel,Travel,fukien,2,2,0.06666666666666667,2.6094379124341005,5.218875824868201
1878-1887,Literature and Language,Literature,theatricals,2,2,0.03571428571428571,2.6094379124341005,5.218875824868201
1878-1887,Literature and Language,Literature,theatrical,2,2,0.03571428571428571,2.6094379124341005,5.218875824868201
1878-1887,Literature and Language,Literature,plots,2,2,0.03571428571428571,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,seaports,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,ceylon,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,where,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,reply,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,allen,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,dependent,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,states,2,2,0.09090909090909091,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Travel,journey,3,3,0.1,1.5108256237659907,4.532476871297972
1878-1887,Natural Sciences,Meteorology,climate,2,2,0.16666666666666666,2.203972804325936,4.407945608651872
1878-1887,Geography and Travel,Travel,corea,2,2,0.06666666666666667,2.203972804325936,4.407945608651872
1878-1887,Geography and Travel,Geography,india,2,2,0.09090909090909091,2.203972804325936,4.407945608651872
1878-1887,Natural Sciences,Geology,formosa,2,2,0.11764705882352941,1.6931471805599454,3.386294361119891
1878-1887,Literature and Language,Literature,yuan,2,2,0.03571428571428571,1.6931471805599454,3.386294361119891
1878-1887,Literature and Language,Literature,names,2,2,0.03571428571428571,1.5108256237659907,3.0216512475319814
1878-1887,Anthropology and Social Customs,Manners and customs,offering,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,living,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Meteorology,droughts,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Astronomy,sunspots,1,1,0.25,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Astronomy,shadows,1,1,0.25,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Religion,exegetical,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Zoology,alligators,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Meteorology,periodical,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Meteorology,change,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Meteorology,terrestrial,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Meteorology,magnetism,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,Biography,shun,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,History,second,1,1,0.0625,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Antiquities,rock,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Antiquities,side,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Antiquities,yentai,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Antiquities,hill,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Botany,researches,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Philosophy,naturalistic,1,1,0.5,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Hydrology,hydrology,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Hydrology,tse,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Hydrology,pei,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Geology,takow,1,1,0.058823529411764705,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Meteorology,conditions,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,saghalien,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Numismatics,annam,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Numismatics,minor,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,"Politics, Government, and Law",Government,hoppo,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,History,what,1,1,0.0625,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,History,know,1,1,0.0625,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,History,greeks,1,1,0.0625,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,History,romans,1,1,0.0625,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Geology,researches,1,1,0.058823529411764705,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,fragmens,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,d'un,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,dans,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,l'interieur,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,july,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,august,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Geology,dikes,1,1,0.058823529411764705,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Geology,mouth,1,1,0.058823529411764705,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Geology,nankow,1,1,0.058823529411764705,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Geology,pass,1,1,0.058823529411764705,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Agriculture,samshu,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Agriculture,brewing,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,szechuen,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,yangtse,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Zoology,fossil,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Zoology,vegetable,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Zoology,products,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Zoology,consular,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Zoology,ichang,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,wenchow,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Buddhism,buddist,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Buddhism,sheet,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Buddhism,tract,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Buddhism,containing,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Buddhism,apologue,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,"Economy, Trade, and Technology",Telecommunication,trade,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,poete,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,xviiie,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,siecle,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,tseu,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,vie,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,ses,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,oeuvres,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Ethnology,serica,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Ethnology,ptolemy,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Ethnology,inhabitants,1,1,0.3333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,derivation,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,huhnerauger,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,lou,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,commonly,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,called,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,dream,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,red,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,chamber,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,prevalence,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,infanticide,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,snow,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,inspired,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,verse,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,rash,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,order,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,flowers,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,what,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,filial,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,piety,1,1,0.08333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,sinology,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,italy,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Agriculture,appliances,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Agriculture,printing,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,grammar,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,advisability,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,reverse,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,endeavoring,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,convey,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,knowledge,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,medium,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Language and languages,own,1,1,0.07692307692307693,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,histrionic,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Geography,described,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Geography,voyagers,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Geography,together,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Geography,navigation,1,1,0.045454545454545456,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Religion,roadside,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,"Chronology, Historical",alphabetical,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,"Chronology, Historical",reign,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,"Chronology, Historical",titles,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,"Economy, Trade, and Technology",Economics,guilds,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,"Economy, Trade, and Technology",Economics,chambers,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,"Economy, Trade, and Technology",Economics,trades,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,"Economy, Trade, and Technology",Economics,unions,1,1,0.14285714285714285,2.6094379124341005,2.6094379124341005
1878-1887,Religion and Philosophy,Confucianism,myth,1,1,0.5,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,philological,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,importance,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,terms,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,equivalents,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,defense,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Geography and Travel,Travel,tsochwan,1,1,0.03333333333333333,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,meng,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Literature and Language,Literature,ch'uan,1,1,0.017857142857142856,2.6094379124341005,2.6094379124341005
1878-1887,Military,Military art and science,organization,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Science,organization,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Military,Military art and science,described,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Science,described,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,"Politics, Government, and Law",Law,partnerships,1,1,0.1,2.6094379124341005,2.6094379124341005
1878-1887,"Politics, Government, and Law",Law,liability,1,1,0.1,2.6094379124341005,2.6094379124341005
1878-1887,"Politics, Government, and Law",Law,individual,1,1,0.1,2.6094379124341005,2.6094379124341005
1878-1887,"Politics, Government, and Law",Law,members,1,1,0.1,2.6094379124341005,2.6094379124341005
1878-1887,"Politics, Government, and Law",Government,monopoly,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Natural Sciences,Agriculture,production,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,"Chronology, Historical",sovereigns,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,History and Chronology,"Chronology, Historical",states,1,1,0.09090909090909091,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Porcelain,trade,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Education,Education,oriental,1,1,0.5,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Art,regarding,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Arts and Archaeology,Art,kitan,1,1,0.16666666666666666,2.6094379124341005,2.6094379124341005
1878-1887,Anthropology and Social Customs,Manners and customs,figures,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Anthropology and Social Customs,Manners and customs,tombs,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Anthropology and Social Customs,Manners and customs,sacrifices,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,comparative,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,dialects,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Religion and Philosophy,Religion,cult,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1878-1887,Religion and Philosophy,Religion,chows,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1878-1887,Religion and Philosophy,Religion,critical,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1878-1887,Religion and Philosophy,Religion,shi,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1878-1887,"Politics, Government, and Law",Law,family,1,1,0.1,2.203972804325936,2.203972804325936
1878-1887,"Politics, Government, and Law",Law,comparative,1,1,0.1,2.203972804325936,2.203972804325936
1878-1887,History and Chronology,History,intercourse,1,1,0.0625,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Numismatics,siamese,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Numismatics,coinage,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Botany,european,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Botany,botanicon,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Botany,sinicum,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Botany,native,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,composition,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Geology,neighbourhood,1,1,0.058823529411764705,2.203972804325936,2.203972804325936
1878-1887,Geography and Travel,Travel,south,1,1,0.03333333333333333,2.203972804325936,2.203972804325936
1878-1887,"Politics, Government, and Law",Government,book,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,History and Chronology,History,did,1,1,0.0625,2.203972804325936,2.203972804325936
1878-1887,Anthropology and Social Customs,Manners and customs,corea,1,1,0.08333333333333333,2.203972804325936,2.203972804325936
1878-1887,Geography and Travel,Travel,voyage,1,1,0.03333333333333333,2.203972804325936,2.203972804325936
1878-1887,Geography and Travel,Travel,chine,1,1,0.03333333333333333,2.203972804325936,2.203972804325936
1878-1887,Geography and Travel,Travel,valley,1,1,0.03333333333333333,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Zoology,animal,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Zoology,mineral,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Zoology,district,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1878-1887,"Economy, Trade, and Technology",Telecommunication,routes,1,1,0.3333333333333333,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,chinois,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Language and languages,german,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Language and languages,word,1,1,0.07692307692307693,2.203972804325936,2.203972804325936
1878-1887,Geography and Travel,Geography,mystery,1,1,0.045454545454545456,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,bloom,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Agriculture,industry,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,additions,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Religion and Philosophy,Religion,manchuria,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1878-1887,History and Chronology,"Chronology, Historical",dynastic,1,1,0.09090909090909091,2.203972804325936,2.203972804325936
1878-1887,"Economy, Trade, and Technology",Economics,commerce,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,geographical,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,shi,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,foreign,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,family,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,History and Chronology,History,tibet,1,1,0.0625,2.203972804325936,2.203972804325936
1878-1887,History and Chronology,History,tsang,1,1,0.0625,2.203972804325936,2.203972804325936
1878-1887,Literature and Language,Literature,pen,1,1,0.017857142857142856,2.203972804325936,2.203972804325936
1878-1887,Military,Military art and science,military,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Science,military,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Military,Military art and science,prior,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Science,prior,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Geology,mineral,1,1,0.058823529411764705,2.203972804325936,2.203972804325936
1878-1887,Natural Sciences,Geology,resources,1,1,0.058823529411764705,2.203972804325936,2.203972804325936
1878-1887,"Economy, Trade, and Technology",Economics,revenue,1,1,0.14285714285714285,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Porcelain,mediaeval,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Porcelain,industry,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Education,Education,college,1,1,0.5,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Art,writing,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Art,chih,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Arts and Archaeology,Art,tartars,1,1,0.16666666666666666,2.203972804325936,2.203972804325936
1878-1887,Anthropology and Social Customs,Manners and customs,stone,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Astronomy,sun,1,1,0.25,1.916290731874155,1.916290731874155
1878-1887,Religion and Philosophy,Religion,language,1,1,0.09090909090909091,1.916290731874155,1.916290731874155
1878-1887,Religion and Philosophy,Religion,king,1,1,0.09090909090909091,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Meteorology,eastern,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1878-1887,"Politics, Government, and Law",Law,relations,1,1,0.1,1.916290731874155,1.916290731874155
1878-1887,"Politics, Government, and Law",Law,other,1,1,0.1,1.916290731874155,1.916290731874155
1878-1887,"Politics, Government, and Law",Law,nations,1,1,0.1,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,Biography,story,1,1,0.3333333333333333,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,History,central,1,1,0.0625,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,History,century,1,1,0.0625,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Hydrology,yang,1,1,0.16666666666666666,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Botany,botany,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Meteorology,meteorological,1,1,0.08333333333333333,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Geology,nagasaki,1,1,0.058823529411764705,1.916290731874155,1.916290731874155
1878-1887,Geography and Travel,Travel,coast,1,1,0.03333333333333333,1.916290731874155,1.916290731874155
1878-1887,Arts and Archaeology,Numismatics,currency,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1878-1887,Geography and Travel,Travel,trip,1,1,0.03333333333333333,1.916290731874155,1.916290731874155
1878-1887,Geography and Travel,Travel,foochow,1,1,0.03333333333333333,1.916290731874155,1.916290731874155
1878-1887,Geography and Travel,Travel,central,1,1,0.03333333333333333,1.916290731874155,1.916290731874155
1878-1887,Religion and Philosophy,Buddhism,human,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1878-1887,Literature and Language,Literature,hung,1,1,0.017857142857142856,1.916290731874155,1.916290731874155
1878-1887,Literature and Language,Literature,how,1,1,0.017857142857142856,1.916290731874155,1.916290731874155
1878-1887,Literature and Language,Literature,made,1,1,0.017857142857142856,1.916290731874155,1.916290731874155
1878-1887,Literature and Language,Literature,ching,1,1,0.017857142857142856,1.916290731874155,1.916290731874155
1878-1887,Literature and Language,Literature,hua,1,1,0.017857142857142856,1.916290731874155,1.916290731874155
1878-1887,Literature and Language,Language and languages,language,1,1,0.07692307692307693,1.916290731874155,1.916290731874155
1878-1887,Geography and Travel,Geography,century,1,1,0.045454545454545456,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,"Chronology, Historical",emperors,1,1,0.09090909090909091,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,History,relations,1,1,0.0625,1.916290731874155,1.916290731874155
1878-1887,Geography and Travel,Travel,passage,1,1,0.03333333333333333,1.916290731874155,1.916290731874155
1878-1887,Anthropology and Social Customs,Folklore,folk,1,1,0.5,1.916290731874155,1.916290731874155
1878-1887,Anthropology and Social Customs,Folklore,lore,1,1,0.5,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Geology,eastern,1,1,0.058823529411764705,1.916290731874155,1.916290731874155
1878-1887,"Politics, Government, and Law",Government,salt,1,1,0.16666666666666666,1.916290731874155,1.916290731874155
1878-1887,"Economy, Trade, and Technology",Economics,salt,1,1,0.14285714285714285,1.916290731874155,1.916290731874155
1878-1887,Natural Sciences,Agriculture,salt,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,"Chronology, Historical",corean,1,1,0.09090909090909091,1.916290731874155,1.916290731874155
1878-1887,History and Chronology,"Chronology, Historical",etc,1,1,0.09090909090909091,1.916290731874155,1.916290731874155
