master_id,year,volume,author,author_raw,subject,subject_l1,subject_l2,subject_raw,subject_raw_norm,subject_split,title,year_start,year_end,notes,time_window,n_subjects_article_all,n_subjects_article_network,subject_weight,mapping_note
MASTER_00013,1859,OS 1 Part 2,"Pompe van Meedervoort, J. L. C.","Pompe van Meedervoort, J. L. C.",Education,Education,Education,Education,education,education,On the Study of the Natural Sciences in Japan,1859,1859,,1858-1867,1,1,1.0,
MASTER_00014,1859,OS 1 Part 2,"Fedorovitch, J.","Fedorovitch, J.",Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai",1859,1859,,1858-1867,1,1,1.0,
MASTER_00015,1859,OS 1 Part 2,"Williams, S. W.","Williams, S. W.",Travel,Geography and Travel,Travel,Travel,travel,travel,Lecture on Japan,1859,1859,,1858-1867,1,1,1.0,
MASTER_00016,1859,OS 1 Part 2,"Swinhoe, R.","Swinhoe, R.",Travel,Geography and Travel,Travel,Travel,travel,travel,Narrative of a visit to the island of Formosa,1859,1859,"Formosa, the old name of Taiwan, <U+53F0><U+6E7E>",1858-1867,1,1,1.0,
MASTER_00017,1859,OS 1 Part 2,"Swinhoe, R.","Swinhoe, R.",Zoology,Natural Sciences,Zoology,Zoology,zoology,zoology,Notes on some new species of birds found on the island of Formosa,1859,1859,"Formosa, the old name of Taiwan, <U+53F0><U+6E7E>",1858-1867,1,1,1.0,
MASTER_00018,1859,OS 1 Part 3,"Swinhoe, R.","Swinhoe, R.",Zoology,Natural Sciences,Zoology,Zoology,zoology,zoology,The Small Chinese Lark,1859,1859,,1858-1867,1,1,1.0,
MASTER_00019,1859,OS 1 Part 3,"Macgowan, D. J.","Macgowan, D. J.",Law,"Politics, Government, and Law",Law,Law,law,law,On the Banishment of Criminals in China,1859,1859,,1858-1867,1,1,1.0,
MASTER_00020,1859,OS 1 Part 3,"Robertson, D. B.","Robertson, D. B.",Agriculture,Natural Sciences,Agriculture,Agriculture,agriculture,agriculture,Cotton in China,1859,1859,,1858-1867,1,1,1.0,
MASTER_00021,1859,OS 1 Part 3,,,Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,"Meteorological tables, from observations made in Japan",1859,1859,,1858-1867,1,1,1.0,
MASTER_00022,1859,OS 1 Part 3,"Edkins, J.","Edkins, J.",Mythology,Anthropology and Social Customs,Mythology,Mythology,mythology,mythology,A Sketch of the Tauist Mythology in its modern form,1859,1859,,1858-1867,1,1,1.0,
MASTER_00023,1859,OS 1 Part 3,"Williams, S. W.","Williams, S. W.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,Narrative of the American Embassy to Peking,1859,1859,,1858-1867,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00024,1859,OS 1 Part 3,"Bridgman, E. C.","Bridgman, E. C.",Ethnology,Anthropology and Social Customs,Ethnology,Ethnology,ethnology,ethnology,Sketches of the Miau - tsze,1859,1859,,1858-1867,1,1,1.0,
MASTER_00025,1860,OS 2 Part 1,"Edkins, J.","Edkins, J.",Hydrology,Natural Sciences,Hydrology,Hydrology,hydrology,hydrology,On the ancient mouths of Yangts<U+00EF> kiang,1860,1860,,1858-1867,1,1,1.0,
MASTER_00026,1860,OS 2 Part 1,"Macgowan, D. J.","Macgowan, D. J.",Astronomy,Natural Sciences,Astronomy,Astronomy,astronomy,astronomy,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",1860,1860,,1858-1867,1,1,1.0,
MASTER_00031,1860,OS 2 Part 1,"Edkins, J.","Edkins, J.",Confucianism,Religion and Philosophy,Confucianism,Confucianism,confucianism,confucianism,A Sketch of the Life of Confucius,1860,1860,,1858-1867,1,1,1.0,
MASTER_00028,1860,OS 2 Part 1,"John, G.","John, G.",Philosophy,Religion and Philosophy,Philosophy,Philosophy,philosophy,philosophy,"The Ethics of the Chinese, with special reference to the doctrine of Human Nature and Sin",1860,1860,,1858-1867,1,1,1.0,
MASTER_00027,1860,OS 2 Part 1,"Pompe van Meedervoort, J. L. C.","Pompe van Meedervoort, J. L. C.",Literature,Literature and Language,Literature,Literature,literature,literature,Dissection of a Japanese criminal,1860,1860,,1858-1867,1,1,1.0,
MASTER_00029,1860,OS 2 Part 1,"Shock, W. H.","Shock, W. H.",Geology,Natural Sciences,Geology,Geology,geology,geology,"Notes on the mineral resources of Japan, etc.",1860,1860,,1858-1867,1,1,1.0,
MASTER_00030,1860,OS 2 Part 1,Editorial Committee,Editorial Committee,"History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,"Record of occurrences, 1860",1860,1860,,1858-1867,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00032,1860,OS 2 Part 1,"Shadwell, C. F. A.","Shadwell, C. F. A.",Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,Supplemental memorandum on the present state of the magnetic elements in China and places adjacent,1860,1860,,1858-1867,1,1,1.0,
MASTER_00033,1860,OS 2 Part 1,"Courtney, C. F. A.","Courtney, C. F. A.",Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,Temperature of Hakodadi,1860,1860,,1858-1867,1,1,1.0,
MASTER_00034,1860,OS 2 Part 1,Editorial Committee,Editorial Committee,Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,Winds and weather at Chefoo,1860,1860,,1858-1867,1,1,1.0,
MASTER_00035,1864,NS 1,"Lindau, R.","Lindau, R.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Notes on the city of Yedo, the capital of Japan *",1864,1864,,1858-1867,1,1,1.0,
MASTER_00036,1864,NS 1,"Henderson, J.","Henderson, J.",Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,Notes on some of the physical causes which modify climate,1864,1864,,1858-1867,1,1,1.0,
MASTER_00037,1864,NS 1,"Dickson, W.","Dickson, W.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Narrative of an overland trip, through Hunan, from Canton to Hankow",1864,1864,"Hankow, Hankou, <U+6C49><U+53E3>",1858-1867,1,1,1.0,
MASTER_00038,1864,NS 1,"Wylie, A.","Wylie, A.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Overland journey from St. Petersburg to Pekin, The",1864,1864,"Pekin, <U+5317><U+4EAC>",1858-1867,1,1,1.0,
MASTER_00039,1864,NS 1,"Henderson, J.","Henderson, J.",Medicine,Natural Sciences,Medicine,Medicine,medicine,medicine,"Medicine and medical practice of the Chinese, The",1864,1864,,1858-1867,1,1,1.0,
MASTER_00040,1864,NS 1,"Canny, J. M.","Canny, J. M.",Travel,Geography and Travel,Travel,Travel,travel,travel,The Sea-board of Russian Manchuria,1864,1864,,1858-1867,1,1,1.0,
MASTER_00041,1864,NS 1,"Jamieson, R. A.","Jamieson, R. A.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,"Retrospect of events in the north of China, 1861-1864",1864,1864,,1858-1867,1,1,1.0,"Use 20th century, not docx 21st century"
