master_id,year,volume,author,author_raw,subject,subject_l1,subject_l2,subject_raw,subject_raw_norm,subject_split,title,year_start,year_end,notes,time_window,n_subjects_article_all,n_subjects_article_network,subject_weight,mapping_note
MASTER_00042,1864,NS 1,"Wylie, A.","Wylie, A.",Antiquities,Arts and Archaeology,Antiquities,Antiquities,antiquities,antiquities,"Remarks on some impressions from a Lapidary Inscription at Keu - yung - kwan, on the Great Wall near Peking",1864,1864,,1858-1867,1,1,1.0,
MASTER_00043,1864,NS 1,Edwards,Edwards,Hydrology,Natural Sciences,Hydrology,Hydrology,hydrology,hydrology,Extracts from a report on the present condition of the sea wall at the head of Hang - chow Bay,1864,1864,,1858-1867,1,1,1.0,
MASTER_00044,1864,NS 1,"Wilds, E.","Wilds, E.",Travel,Geography and Travel,Travel,Travel,travel,travel,Report on the appearance of the Rugged Islands,1864,1864,,1858-1867,1,1,1.0,
MASTER_00045,1864,NS 1,Hollingworth and Piry,Hollingworth and Piry,Meteorology,Natural Sciences,Meteorology,Meteorology,meteorology,meteorology,"Barometric and thermometric observations taken September 1864, with a view to determining the height of Lew Shan",1864,1864,,1858-1867,1,1,1.0,
MASTER_00046,1864,NS 1,"Gamble, W.","Gamble, W.",Literature,Literature and Language,Literature,Literature,literature,literature,Specimen of a new font of Chinese movable type belonging to the American Presbyterian Mission *,1864,1864,,1858-1867,1,1,1.0,
MASTER_00047,1865,NS 2,Lamprey,Lamprey,Geology,Natural Sciences,Geology,Geology,geology,geology,Notes on the geology of the Great Plain *,1865,1865,,1858-1867,1,1,1.0,
MASTER_00048,1865,NS 2,"Kingsmill, T. W.","Kingsmill, T. W.",Geology,Natural Sciences,Geology,Geology,geology,geology,A Sketch of the Geology of Quang -tung Province,1865,1865,"Quang-Tang Province, Currently Guangdong Province, <U+5E7F><U+4E1C><U+7701>",1858-1867,1,1,1.0,
MASTER_00049,1865,NS 2,"Swinhoe, R.","Swinhoe, R.",Zoology,Natural Sciences,Zoology,Zoology,zoology,zoology,Birds and beasts of Formosa,1865,1865,"Formosa, the old name of Taiwan, <U+53F0><U+6E7E>",1858-1867,1,1,1.0,
MASTER_00050,1865,NS 2,"Brown, S. R.","Brown, S. R.",Christianity,Religion and Philosophy,Christianity,Christianity,christianity,christianity,Annals of the Western Ocean,1865,1865,,1858-1867,1,1,1.0,
MASTER_00051,1865,NS 2,"Collins, V. D.","Collins, V. D.",Botany,Natural Sciences,Botany,Botany,botany,botany,"Sorgo, or Northern Chinese sugar cane",1865,1865,,1858-1867,1,1,1.0,
MASTER_00052,1865,NS 2,"Edkins, J.","Edkins, J.",Travel,Geography and Travel,Travel,Travel,travel,travel,A Visit to the Agricultural Mongols,1865,1865,,1858-1867,1,1,1.0,
MASTER_00054,1864,NS 2,Bastion,Bastion,Archaeology,Arts and Archaeology,Archaeology,Archaeology,archaeology,archaeology,The Remains of Ancient Kambodia,1865,1865,"Cambodia, <U+67EC><U+57D4><U+5BE8>",1858-1867,1,1,1.0,
MASTER_00055,1864,NS 2,"Kingsmill, T. W.","Kingsmill, T. W.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,Retrospect of events in China and Japan,1865,1865,,1858-1867,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00053,1864,NS 2,"Jamieson, R. A.","Jamieson, R. A.",Literature,Literature and Language,Literature,Literature,literature,literature,The Hieroglyphic Character of the Chinese written Lan. 113,1864,1864,,1858-1867,1,1,1.0,
MASTER_00056,1864,NS 2,"Jarvie, R.","Jarvie, R.",Agriculture,Natural Sciences,Agriculture,Agriculture,agriculture,agriculture,Respecting China grass,1864,1864,,1858-1867,1,1,1.0,
MASTER_00057,1864,NS 2,"Butcher, C. H.","Butcher, C. H.",Manners and customs,Anthropology and Social Customs,Manners and customs,Manners and customs,manners and customs,manners,Notes on the funeral rites performed at the obsequies of Takee,1864,1864,,1858-1867,1,1,1.0,Corrected exact old subject: Manners and customs
MASTER_00058,1864,NS 2,"Stronach, W. T.","Stronach, W. T.",Law,"Politics, Government, and Law",Law,Law,law,law,"Traces of the Judicium dei, or ordeal in Chinese law",1864,1864,,1858-1867,1,1,1.0,
MASTER_00059,1864,NS 2,Lamprey,Lamprey,Chemistry,Natural Sciences,Chemistry,Chemistry,chemistry,chemistry,"Remarks on the "" water we use "" in Shanghai",1864,1864,,1858-1867,1,1,1.0,
MASTER_00060,1864,NS 2,"Jamieson, R. A.","Jamieson, R. A.",Buddhism,Religion and Philosophy,Buddhism,Buddhism,buddhism,buddhism,Remarks upon exhibiting a To - lo Pall to the Society,1864,1864,,1858-1867,1,1,1.0,
MASTER_00061,1864,NS 3,"Martin, W. A. P.","Martin, W. A. P.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Account of an overland journey from Peking to Shanghai, February and March 1865",1864,1864,,1858-1867,1,1,1.0,
MASTER_00062,1865,NS 3,"Martin, W. A. P.","Martin, W. A. P.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Account of an overland journey from Peking to Shanghai, February and March 1866",1865,1865,,1858-1867,1,1,1.0,
MASTER_00065,1865,NS 3,"Williamson, A.","Williamson, A.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Notes of a Journey from Peking to Chefoo via Grand Canal , Yen -chow -foo, &c",1866,1866,,1858-1867,1,1,1.0,
INDEX_00062,,,,,Travel,Geography and Travel,Travel,Travel,travel,travel,"Account of an Overland Journey from Peking to Shanghai, made in February and March 1866",1866,1866,,1858-1867,1,1,1.0,
INDEX_00063,,,,,History,History and Chronology,History,History,history,history,An account of a translation of a Japanese Manuscript,1866,1866,,1858-1867,1,1,1.0,
MASTER_00064,1865,NS 3,"Keer, J. G.","Keer, J. G.",Architecture,Arts and Archaeology,Architecture,Architecture,architecture,architecture,Description of the Great Examination Hall at Canton,1866,1866,,1858-1867,1,1,1.0,
MASTER_00068,1866,NS 3,"Wylie, A.","Wylie, A.",Astronomy,Natural Sciences,Astronomy,Astronomy,astronomy,astronomy,Notes on the opinions of the Chinese with regard to eclipses,1866,1866,,1858-1867,1,1,1.0,
MASTER_00073,1866,NS 3,"McCartee, D. B.","McCartee, D. B.",Zoology,Natural Sciences,Zoology,Zoology,zoology,zoology,On some Wild Silkworms of China,1866,1866,,1858-1867,1,1,1.0,
MASTER_00069,1866,NS 3,"Williams, S. W.","Williams, S. W.",History,History and Chronology,History,History,history,history,Political intercourse between China and Lewchew,1866,1866,,1858-1867,1,1,1.0,
MASTER_00067,1865,NS 3,"Kingsmill, T. W.","Kingsmill, T. W.",Geology,Natural Sciences,Geology,Geology,geology,geology,Notes on some outlying coal-fields in the south-eastern provinces of China,1866,1866,,1858-1867,1,1,1.0,
MASTER_00072,1866,NS 3,"Hollingworth, H. G.","Hollingworth, H. G.",Manners and customs,Anthropology and Social Customs,Manners and customs,Manners and customs,manners and customs,manners,"Short sketch of the Chinese game of chess, Seang - kh'e, A *",1866,1866,,1858-1867,1,1,1.0,Corrected exact old subject: Manners and customs
MASTER_00071,1866,NS 3,"Butcher, C. H.","Butcher, C. H.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,"Retrospect of events in the north of China, 1866",1866,1866,,1858-1867,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00074,1867,NS 4,"Bickmore, A. S.","Bickmore, A. S.",Geology,Natural Sciences,Geology,Geology,geology,geology,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *",1867,1867,"Canton, Guangzhou, <U+5E7F><U+5DDE>; Kwang Tung, Guangdong Province, <U+5E7F><U+4E1C><U+7701>; Kwangsi, Guangxi Province, <U+5E7F><U+897F>; Hunan, <U+6E56><U+5357>; Hankow, Hankou, <U+6C49><U+53E3>",1858-1867,1,1,1.0,
MASTER_00075,1867,NS 4,"Gardener, C. T.","Gardener, C. T.",Christianity,Religion and Philosophy,Christianity,Christianity,christianity,christianity,Trans. Of inscription on tablet at Hangkow recording the changing the T'ien Chu Tang (Roman Catholic Church) into the T'ien Hao Tung *,1867,1867,"Hangchow, Hangzhou, <U+676D><U+5DDE>; tienchu tang, tian zhu tang, <U+5929><U+4E3B><U+5802>; tien hao kung, tian hou gong<U+5929><U+540E><U+5BAB>",1858-1867,1,1,1.0,
MASTER_00076,1867,NS 4,"Williamson, A.","Williamson, A.",Agriculture,Natural Sciences,Agriculture,Agriculture,agriculture,agriculture,"Notes on the north of China, its productions and communications",1867,1867,,1858-1867,1,1,1.0,
MASTER_00077,1867,NS 4,"Williamson, A.","Williamson, A.",Agriculture,Natural Sciences,Agriculture,Agriculture,agriculture,agriculture,"Notes on the productions, chiefly mineral of Shantung",1867,1867,"Shan Tung, Shandong Province, <U+5C71><U+4E1C><U+7701>",1858-1867,1,1,1.0,
MASTER_00078,1867,NS 4,"Pryer, W. B.","Pryer, W. B.",Zoology,Natural Sciences,Zoology,Zoology,zoology,zoology,Entomology of Shanghai,1867,1867,,1858-1867,1,1,1.0,
MASTER_00079,1867,NS 4,"Ellias, N.","Ellias, N.",Hydrology,Natural Sciences,Hydrology,Hydrology,hydrology,hydrology,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,1867,1867,,1858-1867,1,1,1.0,
MASTER_00080,1867,NS 4,"Wylie, A.","Wylie, A.",Astronomy,Natural Sciences,Astronomy,Astronomy,astronomy,astronomy,Eclipses recorded in Chinese works,1867,1867,,1858-1867,1,1,1.0,
MASTER_00081,1867,NS 4,"Mayers, W. F.","Mayers, W. F.","Chronology, Historical",History and Chronology,"Chronology, Historical","Chronology, Historical","chronology, historical",chronology,Chinese chronological tables,1867,1867,,1858-1867,1,1,1.0,LCSH standard form
MASTER_00082,1867,NS 4,"Forrest, R. J.","Forrest, R. J.",Christianity,Religion and Philosophy,Christianity,Christianity,christianity,christianity,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,1867,1867,,1858-1867,1,1,1.0,
MASTER_00083,1867,NS 4,"Simon, G. E.","Simon, G. E.",Agriculture,Natural Sciences,Agriculture,Agriculture,agriculture,agriculture,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",1867,1867,,1858-1867,1,1,1.0,
MASTER_00084,1867,NS 4,"Watters, T.","Watters, T.",Mythology,Anthropology and Social Customs,Mythology,Mythology,mythology,mythology,Chinese notions about pigeons and doves,1867,1867,,1858-1867,1,1,1.0,
MASTER_00085,1867,NS 4,"Edkins, J.","Edkins, J.",Geology,Natural Sciences,Geology,Geology,geology,geology,The Bituminous coal mines west of Peking,1867,1867,,1858-1867,1,1,1.0,
MASTER_00086,1867,NS 4,"Kingsmill, T. W.","Kingsmill, T. W.","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,"Retrospect of events in China and Japan, 1867",1867,1867,,1858-1867,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00087,1867,NS 4,The Hankow Times,The Hankow Times,Hydrology,Natural Sciences,Hydrology,Hydrology,hydrology,hydrology,"Flood in the Han River 1857 "" The Hankow Times """,1867,1867,,1858-1867,1,1,1.0,
MASTER_00088,1868,NS 5,"Simon, G. E.","Simon, G. E.",Economics,"Economy, Trade, and Technology",Economics,Economics,economics,economics,Note sur les petites societes d'argent en Chine,1868,1868,,1868-1877,1,1,1.0,
MASTER_00089,1868,NS 5,"Kingsmill, T. W.","Kingsmill, T. W.",Geology,Natural Sciences,Geology,Geology,geology,geology,Notes on the coal fields and general geology of the neighbourhood of Nagasaki *,1868,1868,,1868-1877,1,1,1.0,
MASTER_00090,1868,NS 5,"Jenkins, B.","Jenkins, B.",Music,Arts and Archaeology,Music,Music,music,music,Notions of the ancient Chinese respecting music,1868,1868,,1868-1877,1,1,1.0,
MASTER_00091,1868,NS 5,"Bickmore, A. S.","Bickmore, A. S.",Geology,Natural Sciences,Geology,Geology,geology,geology,Some remarks on recent elevations of land in China and Japan,1868,1868,,1868-1877,1,1,1.0,
MASTER_00092,1868,NS 5,"Preston, C. F.","Preston, C. F.",Biography,History and Chronology,Biography,Biography,biography,biography,"Lok Ping Chiung, late Governor General of Sze - chuen, Notices of",1868,1868,"LOK PING CHEUNG, Luo Bingzhang, <U+9A86><U+79C9><U+7AE0>; SZE CHUEN, Sichuan Province, <U+56DB><U+5DDD><U+7701>",1868-1877,1,1,1.0,
MASTER_00093,1868,NS 5,"Medhurst, W. H.","Medhurst, W. H.",Antiquities,Arts and Archaeology,Antiquities,Antiquities,antiquities,antiquities,"Tablet of Y<U+00FC>, The",1868,1868,"Y<U+00FC>, Yu or Da Yu, <U+79B9><U+6216><U+5927><U+79B9>",1868-1877,1,1,1.0,
MASTER_00094,1868,NS 5,"Simon, G. E.","Simon, G. E.",Geology,Natural Sciences,Geology,Geology,geology,geology,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,1868,1868,,1868-1877,1,1,1.0,
MASTER_00095,1868,NS 5,"Wylie, A.","Wylie, A.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se",1868,1868,,1868-1877,1,1,1.0,
MASTER_00096,1868,NS 5,"Ellias, N.","Ellias, N.",Hydrology,Natural Sciences,Hydrology,Hydrology,hydrology,hydrology,Report of an exploration of the new course of the Yellow River,1868,1868,,1868-1877,1,1,1.0,
MASTER_00097,1868,NS 5,Editorial Committee,Editorial Committee,"History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",Contemporary History,contemporary history,contemporary history,"Retrospect of events in China and Japan, 1868",1868,1868,,1868-1877,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00098,1869-70,NS 6,"Markham, J.","Markham, J.",Travel,Geography and Travel,Travel,Travel,travel,travel,"Notes on the Shantung Province, being a journey from Chefoo to Tsiuhsien, the city of Mencius",1869,1870,,1868-1877,1,1,1.0,
MASTER_00099,1869-70,NS 6,"Mayers, W. F.","Mayers, W. F.",Religion,Religion and Philosophy,Religion,Religion,religion,religion,"On Wen - ch'ang, the god of literature, his history and worship",1869,1870,,1868-1877,1,1,1.0,
MASTER_00100,1869-70,NS 6,"Eitel, E. J.","Eitel, E. J.",Buddhism,Religion and Philosophy,Buddhism,Buddhism,buddhism,buddhism,The Fabulous source of the Hoang-ho,1869,1870,,1868-1877,1,1,1.0,
MASTER_00101,1869-70,NS 6,"Simon, G. E.","Simon, G. E.",Economics,"Economy, Trade, and Technology",Economics,Economics,economics,economics,Sur les Institutions de Cr<U+00E9>dit en Chine,1869,1870,,1868-1877,1,1,1.0,
MASTER_00102,1869-70,NS 6,"Mayers, W. F.","Mayers, W. F.",Military art and science,Military,Military art and science,Military art and science,military art and science,military art,"On the Introduction and use of gunpower and firearms among the Chinese, with notes on some ancient engines of warfare",1869,1870,,1868-1877,2,2,0.5,Corrected split from Military art and science
MASTER_00102,1869-70,NS 6,"Mayers, W. F.","Mayers, W. F.",Science,Natural Sciences,Science,Military art and science,military art and science,science,"On the Introduction and use of gunpower and firearms among the Chinese, with notes on some ancient engines of warfare",1869,1870,,1868-1877,2,2,0.5,Corrected exact old subject: Science
MASTER_00103,1869-70,NS 6,"Himly, K.","Himly, K.",Manners and customs,Anthropology and Social Customs,Manners and customs,Manners and customs,manners and customs,manners,The Chinese game of chess as compared with that practised by Western nations,1869,1870,,1868-1877,1,1,1.0,Corrected exact old subject: Manners and customs
MASTER_00104,1869-70,NS 6,"Macgowan, D. J.","Macgowan, D. J.",Ethnology,Anthropology and Social Customs,Ethnology,Ethnology,ethnology,ethnology,Notes on the Chihkiang Miautsz,1869,1870,,1868-1877,1,1,1.0,
MASTER_00105,1869-70,NS 6,"Moule, G. E.","Moule, G. E.",Education,Education,Education,Education,education,education,"Notes on the provincial examination of Chekiang, 1870, with a version of one of the essays",1869,1870,,1868-1877,1,1,1.0,
MASTER_00106,1869-70,NS 6,"Smith, F. P.","Smith, F. P.",Agriculture,Natural Sciences,Agriculture,Agriculture,agriculture,agriculture,Chinese chemical manufactures,1869,1870,,1868-1877,1,1,1.0,
MASTER_00107,1869-70,NS 6,"Williams, S. W.","Williams, S. W.",History,History and Chronology,History,History,history,history,Journal of a mission to Lewchew in 1801,1869,1870,,1868-1877,1,1,1.0,
