from,to,author,subject_l2,subject_l1,master_id,title,volume,year_start,year_end,time_window,subject_weight,subject_raw
A_1,S_14,"Edkins, J.",Mythology,Anthropology and Social Customs,MASTER_00022,A Sketch of the Tauist Mythology in its modern form,OS 1 Part 3,1859,1859,1858-1867,1,Mythology
A_11,S_15,"Williams, S. W.","History, Modern (20th century)",History and Chronology,MASTER_00023,Narrative of the American Embassy to Peking,OS 1 Part 3,1859,1859,1858-1867,1,Contemporary History
A_14,S_3,"Bridgman, E. C.",Ethnology,Anthropology and Social Customs,MASTER_00024,Sketches of the Miau - tsze,OS 1 Part 3,1859,1859,1858-1867,1,Ethnology
A_1,S_9,"Edkins, J.",Hydrology,Natural Sciences,MASTER_00025,On the ancient mouths of Yangts<U+00EF> kiang,OS 2 Part 1,1860,1860,1858-1867,1,Hydrology
A_3,S_16,"Macgowan, D. J.",Astronomy,Natural Sciences,MASTER_00026,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,1,Astronomy
A_1,S_17,"Edkins, J.",Confucianism,Religion and Philosophy,MASTER_00031,A Sketch of the Life of Confucius,OS 2 Part 1,1860,1860,1858-1867,1,Confucianism
A_15,S_8,"John, G.",Philosophy,Religion and Philosophy,MASTER_00028,"The Ethics of the Chinese, with special reference to the doctrine of Human Nature and Sin",OS 2 Part 1,1860,1860,1858-1867,1,Philosophy
A_9,S_6,"Pompe van Meedervoort, J. L. C.",Literature,Literature and Language,MASTER_00027,Dissection of a Japanese criminal,OS 2 Part 1,1860,1860,1858-1867,1,Literature
A_16,S_18,"Shock, W. H.",Geology,Natural Sciences,MASTER_00029,"Notes on the mineral resources of Japan, etc.",OS 2 Part 1,1860,1860,1858-1867,1,Geology
A_17,S_15,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00030,"Record of occurrences, 1860",OS 2 Part 1,1860,1860,1858-1867,1,Contemporary History
A_6,S_4,"Shadwell, C. F. A.",Meteorology,Natural Sciences,MASTER_00032,Supplemental memorandum on the present state of the magnetic elements in China and places adjacent,OS 2 Part 1,1860,1860,1858-1867,1,Meteorology
A_18,S_4,"Courtney, C. F. A.",Meteorology,Natural Sciences,MASTER_00033,Temperature of Hakodadi,OS 2 Part 1,1860,1860,1858-1867,1,Meteorology
A_17,S_4,Editorial Committee,Meteorology,Natural Sciences,MASTER_00034,Winds and weather at Chefoo,OS 2 Part 1,1860,1860,1858-1867,1,Meteorology
A_19,S_5,"Lindau, R.",Travel,Geography and Travel,MASTER_00035,"Notes on the city of Yedo, the capital of Japan *",NS 1,1864,1864,1858-1867,1,Travel
A_20,S_4,"Henderson, J.",Meteorology,Natural Sciences,MASTER_00036,Notes on some of the physical causes which modify climate,NS 1,1864,1864,1858-1867,1,Meteorology
A_21,S_5,"Dickson, W.",Travel,Geography and Travel,MASTER_00037,"Narrative of an overland trip, through Hunan, from Canton to Hankow",NS 1,1864,1864,1858-1867,1,Travel
A_2,S_5,"Wylie, A.",Travel,Geography and Travel,MASTER_00038,"Overland journey from St. Petersburg to Pekin, The",NS 1,1864,1864,1858-1867,1,Travel
A_20,S_19,"Henderson, J.",Medicine,Natural Sciences,MASTER_00039,"Medicine and medical practice of the Chinese, The",NS 1,1864,1864,1858-1867,1,Medicine
A_22,S_5,"Canny, J. M.",Travel,Geography and Travel,MASTER_00040,The Sea-board of Russian Manchuria,NS 1,1864,1864,1858-1867,1,Travel
A_23,S_15,"Jamieson, R. A.","History, Modern (20th century)",History and Chronology,MASTER_00041,"Retrospect of events in the north of China, 1861-1864",NS 1,1864,1864,1858-1867,1,Contemporary History
A_2,S_20,"Wylie, A.",Antiquities,Arts and Archaeology,MASTER_00042,"Remarks on some impressions from a Lapidary Inscription at Keu - yung - kwan, on the Great Wall near Peking",NS 1,1864,1864,1858-1867,1,Antiquities
A_24,S_9,Edwards,Hydrology,Natural Sciences,MASTER_00043,Extracts from a report on the present condition of the sea wall at the head of Hang - chow Bay,NS 1,1864,1864,1858-1867,1,Hydrology
A_25,S_5,"Wilds, E.",Travel,Geography and Travel,MASTER_00044,Report on the appearance of the Rugged Islands,NS 1,1864,1864,1858-1867,1,Travel
A_26,S_4,Hollingworth and Piry,Meteorology,Natural Sciences,MASTER_00045,"Barometric and thermometric observations taken September 1864, with a view to determining the height of Lew Shan",NS 1,1864,1864,1858-1867,1,Meteorology
A_27,S_6,"Gamble, W.",Literature,Literature and Language,MASTER_00046,Specimen of a new font of Chinese movable type belonging to the American Presbyterian Mission *,NS 1,1864,1864,1858-1867,1,Literature
A_28,S_18,Lamprey,Geology,Natural Sciences,MASTER_00047,Notes on the geology of the Great Plain *,NS 2,1865,1865,1858-1867,1,Geology
A_29,S_18,"Kingsmill, T. W.",Geology,Natural Sciences,MASTER_00048,A Sketch of the Geology of Quang -tung Province,NS 2,1865,1865,1858-1867,1,Geology
A_12,S_11,"Swinhoe, R.",Zoology,Natural Sciences,MASTER_00049,Birds and beasts of Formosa,NS 2,1865,1865,1858-1867,1,Zoology
A_30,S_21,"Brown, S. R.",Christianity,Religion and Philosophy,MASTER_00050,Annals of the Western Ocean,NS 2,1865,1865,1858-1867,1,Christianity
A_31,S_22,"Collins, V. D.",Botany,Natural Sciences,MASTER_00051,"Sorgo, or Northern Chinese sugar cane",NS 2,1865,1865,1858-1867,1,Botany
A_1,S_5,"Edkins, J.",Travel,Geography and Travel,MASTER_00052,A Visit to the Agricultural Mongols,NS 2,1865,1865,1858-1867,1,Travel
A_32,S_23,Bastion,Archaeology,Arts and Archaeology,MASTER_00054,The Remains of Ancient Kambodia,NS 2,1865,1865,1858-1867,1,Archaeology
A_29,S_15,"Kingsmill, T. W.","History, Modern (20th century)",History and Chronology,MASTER_00055,Retrospect of events in China and Japan,NS 2,1865,1865,1858-1867,1,Contemporary History
A_23,S_6,"Jamieson, R. A.",Literature,Literature and Language,MASTER_00053,The Hieroglyphic Character of the Chinese written Lan. 113,NS 2,1864,1864,1858-1867,1,Literature
A_33,S_13,"Jarvie, R.",Agriculture,Natural Sciences,MASTER_00056,Respecting China grass,NS 2,1864,1864,1858-1867,1,Agriculture
A_34,S_12,"Stronach, W. T.",Law,"Politics, Government, and Law",MASTER_00058,"Traces of the Judicium dei, or ordeal in Chinese law",NS 2,1864,1864,1858-1867,1,Law
A_28,S_24,Lamprey,Chemistry,Natural Sciences,MASTER_00059,"Remarks on the "" water we use "" in Shanghai",NS 2,1864,1864,1858-1867,1,Chemistry
A_23,S_1,"Jamieson, R. A.",Buddhism,Religion and Philosophy,MASTER_00060,Remarks upon exhibiting a To - lo Pall to the Society,NS 2,1864,1864,1858-1867,1,Buddhism
A_35,S_5,"Martin, W. A. P.",Travel,Geography and Travel,MASTER_00061,"Account of an overland journey from Peking to Shanghai, February and March 1865",NS 3,1864,1864,1858-1867,1,Travel
A_35,S_5,"Martin, W. A. P.",Travel,Geography and Travel,MASTER_00062,"Account of an overland journey from Peking to Shanghai, February and March 1866",NS 3,1865,1865,1858-1867,1,Travel
A_36,S_5,"Williamson, A.",Travel,Geography and Travel,MASTER_00065,"Notes of a Journey from Peking to Chefoo via Grand Canal , Yen -chow -foo, &c",NS 3,1866,1866,1858-1867,1,Travel
A_37,S_25,"Keer, J. G.",Architecture,Arts and Archaeology,MASTER_00064,Description of the Great Examination Hall at Canton,NS 3,1866,1866,1858-1867,1,Architecture
A_2,S_16,"Wylie, A.",Astronomy,Natural Sciences,MASTER_00068,Notes on the opinions of the Chinese with regard to eclipses,NS 3,1866,1866,1858-1867,1,Astronomy
A_38,S_11,"McCartee, D. B.",Zoology,Natural Sciences,MASTER_00073,On some Wild Silkworms of China,NS 3,1866,1866,1858-1867,1,Zoology
A_11,S_26,"Williams, S. W.",History,History and Chronology,MASTER_00069,Political intercourse between China and Lewchew,NS 3,1866,1866,1858-1867,1,History
A_29,S_18,"Kingsmill, T. W.",Geology,Natural Sciences,MASTER_00067,Notes on some outlying coal-fields in the south-eastern provinces of China,NS 3,1866,1866,1858-1867,1,Geology
A_39,S_15,"Butcher, C. H.","History, Modern (20th century)",History and Chronology,MASTER_00071,"Retrospect of events in the north of China, 1866",NS 3,1866,1866,1858-1867,1,Contemporary History
A_40,S_18,"Bickmore, A. S.",Geology,Natural Sciences,MASTER_00074,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *",NS 4,1867,1867,1858-1867,1,Geology
A_41,S_21,"Gardener, C. T.",Christianity,Religion and Philosophy,MASTER_00075,Trans. Of inscription on tablet at Hangkow recording the changing the T'ien Chu Tang (Roman Catholic Church) into the T'ien Hao Tung *,NS 4,1867,1867,1858-1867,1,Christianity
A_36,S_13,"Williamson, A.",Agriculture,Natural Sciences,MASTER_00076,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,1,Agriculture
A_36,S_13,"Williamson, A.",Agriculture,Natural Sciences,MASTER_00077,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,1,Agriculture
A_42,S_11,"Pryer, W. B.",Zoology,Natural Sciences,MASTER_00078,Entomology of Shanghai,NS 4,1867,1867,1858-1867,1,Zoology
A_43,S_9,"Ellias, N.",Hydrology,Natural Sciences,MASTER_00079,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,NS 4,1867,1867,1858-1867,1,Hydrology
A_2,S_16,"Wylie, A.",Astronomy,Natural Sciences,MASTER_00080,Eclipses recorded in Chinese works,NS 4,1867,1867,1858-1867,1,Astronomy
A_44,S_27,"Mayers, W. F.","Chronology, Historical",History and Chronology,MASTER_00081,Chinese chronological tables,NS 4,1867,1867,1858-1867,1,"Chronology, Historical"
A_45,S_21,"Forrest, R. J.",Christianity,Religion and Philosophy,MASTER_00082,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,NS 4,1867,1867,1858-1867,1,Christianity
A_46,S_13,"Simon, G. E.",Agriculture,Natural Sciences,MASTER_00083,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,1,Agriculture
A_47,S_14,"Watters, T.",Mythology,Anthropology and Social Customs,MASTER_00084,Chinese notions about pigeons and doves,NS 4,1867,1867,1858-1867,1,Mythology
A_1,S_18,"Edkins, J.",Geology,Natural Sciences,MASTER_00085,The Bituminous coal mines west of Peking,NS 4,1867,1867,1858-1867,1,Geology
A_29,S_15,"Kingsmill, T. W.","History, Modern (20th century)",History and Chronology,MASTER_00086,"Retrospect of events in China and Japan, 1867",NS 4,1867,1867,1858-1867,1,Contemporary History
A_48,S_9,The Hankow Times,Hydrology,Natural Sciences,MASTER_00087,"Flood in the Han River 1857 "" The Hankow Times """,NS 4,1867,1867,1858-1867,1,Hydrology
A_46,S_28,"Simon, G. E.",Economics,"Economy, Trade, and Technology",MASTER_00088,Note sur les petites societes d'argent en Chine,NS 5,1868,1868,1868-1877,1,Economics
A_29,S_18,"Kingsmill, T. W.",Geology,Natural Sciences,MASTER_00089,Notes on the coal fields and general geology of the neighbourhood of Nagasaki *,NS 5,1868,1868,1868-1877,1,Geology
A_49,S_7,"Jenkins, B.",Music,Arts and Archaeology,MASTER_00090,Notions of the ancient Chinese respecting music,NS 5,1868,1868,1868-1877,1,Music
A_40,S_18,"Bickmore, A. S.",Geology,Natural Sciences,MASTER_00091,Some remarks on recent elevations of land in China and Japan,NS 5,1868,1868,1868-1877,1,Geology
A_50,S_29,"Preston, C. F.",Biography,History and Chronology,MASTER_00092,"Lok Ping Chiung, late Governor General of Sze - chuen, Notices of",NS 5,1868,1868,1868-1877,1,Biography
A_51,S_20,"Medhurst, W. H.",Antiquities,Arts and Archaeology,MASTER_00093,"Tablet of Y<U+00FC>, The",NS 5,1868,1868,1868-1877,1,Antiquities
A_46,S_18,"Simon, G. E.",Geology,Natural Sciences,MASTER_00094,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,NS 5,1868,1868,1868-1877,1,Geology
A_2,S_5,"Wylie, A.",Travel,Geography and Travel,MASTER_00095,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se",NS 5,1868,1868,1868-1877,1,Travel
A_43,S_9,"Ellias, N.",Hydrology,Natural Sciences,MASTER_00096,Report of an exploration of the new course of the Yellow River,NS 5,1868,1868,1868-1877,1,Hydrology
A_17,S_15,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00097,"Retrospect of events in China and Japan, 1868",NS 5,1868,1868,1868-1877,1,Contemporary History
A_52,S_5,"Markham, J.",Travel,Geography and Travel,MASTER_00098,"Notes on the Shantung Province, being a journey from Chefoo to Tsiuhsien, the city of Mencius",NS 6,1869,1870,1868-1877,1,Travel
A_44,S_30,"Mayers, W. F.",Religion,Religion and Philosophy,MASTER_00099,"On Wen - ch'ang, the god of literature, his history and worship",NS 6,1869,1870,1868-1877,1,Religion
A_53,S_1,"Eitel, E. J.",Buddhism,Religion and Philosophy,MASTER_00100,The Fabulous source of the Hoang-ho,NS 6,1869,1870,1868-1877,1,Buddhism
A_46,S_28,"Simon, G. E.",Economics,"Economy, Trade, and Technology",MASTER_00101,Sur les Institutions de Cr<U+00E9>dit en Chine,NS 6,1869,1870,1868-1877,1,Economics
A_3,S_3,"Macgowan, D. J.",Ethnology,Anthropology and Social Customs,MASTER_00104,Notes on the Chihkiang Miautsz,NS 6,1869,1870,1868-1877,1,Ethnology
A_54,S_10,"Moule, G. E.",Education,Education,MASTER_00105,"Notes on the provincial examination of Chekiang, 1870, with a version of one of the essays",NS 6,1869,1870,1868-1877,1,Education
A_55,S_13,"Smith, F. P.",Agriculture,Natural Sciences,MASTER_00106,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,1,Agriculture
A_11,S_26,"Williams, S. W.",History,History and Chronology,MASTER_00107,Journal of a mission to Lewchew in 1801,NS 6,1869,1870,1868-1877,1,History
A_38,S_20,"McCartee, D. B.",Antiquities,Arts and Archaeology,MASTER_00108,"Trans. of the inscriptions upon a stone tablet commemorating the repairs upon the Ch'eng Hwang Miau, or Temple of the Tutelary Deity of the City",NS 6,1869,1870,1868-1877,1,Antiquities
A_44,S_26,"Mayers, W. F.",History,History and Chronology,MASTER_00111,A Historical and statistical sketch of the island of Hainan,NS 7,1871,1872,1868-1877,1,History
A_12,S_3,"Swinhoe, R.",Ethnology,Anthropology and Social Customs,MASTER_00112,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,1,Ethnology
A_12,S_5,"Swinhoe, R.",Travel,Geography and Travel,MASTER_00113,Narrative of an exploring visit to Hainan,NS 7,1871,1872,1868-1877,1,Travel
A_56,S_7,"Stent, G. C.",Music,Arts and Archaeology,MASTER_00114,Chinese lyrics,NS 7,1871,1872,1868-1877,1,Music
A_29,S_26,"Kingsmill, T. W.",History,History and Chronology,MASTER_00115,"The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king""",NS 7,1871,1872,1868-1877,1,History
A_47,S_26,"Watters, T.",History,History and Chronology,MASTER_00117,The Life and works of Han Yu or Han Wen-Kung,NS 7,1871,1872,1868-1877,1,"History, Ancient"
A_56,S_14,"Stent, G. C.",Mythology,Anthropology and Social Customs,MASTER_00118,Chinese legends,NS 7,1871,1872,1868-1877,1,Mythology
A_57,S_23,"Thompson, J.",Archaeology,Arts and Archaeology,MASTER_00119,On the Antiquities of Cambodia,NS 7,1871,1872,1868-1877,1,Archaeology
A_58,S_11,"David, Le P. A.",Zoology,Natural Sciences,MASTER_00120,Quelques renseignments sur l'histoire naturelle de la Chine septentrionale et occidentale,NS 7,1871,1872,1868-1877,1,Zoology
A_3,S_19,"Macgowan, D. J.",Medicine,Natural Sciences,MASTER_00121,Chinese use of shad in consumption and iodine Plants in scrofula,NS 7,1871,1872,1868-1877,1,Medicine
A_3,S_19,"Macgowan, D. J.",Medicine,Natural Sciences,MASTER_00122,"On the "" Mutton wine "" of the Mongols and analagous preparations of the Chinese",NS 7,1871,1872,1868-1877,1,Medicine
A_17,S_15,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00123,"Retrospect of events in China, etc., 1871, 1872",NS 7,1871,1872,1868-1877,1,Contemporary History
A_59,S_4,Meteorological Committee,Meteorology,Natural Sciences,MASTER_00124,"Meteorological observations, April - December 1872",NS 7,1871,1872,1868-1877,1,Meteorology
A_60,S_4,Shanghai Meteorological Committee,Meteorology,Natural Sciences,MASTER_00125,Weather report for 1873,NS 8,1873,1873,1868-1877,1,Meteorology
A_11,S_15,"Williams, S. W.","History, Modern (20th century)",History and Chronology,MASTER_00126,Recollections of China prior to 1840,NS 8,1874,1874,1868-1877,1,Contemporary History
A_29,S_29,"Kingsmill, T. W.",Biography,History and Chronology,MASTER_00127,"The legend of Wen Wang, founder of the dynasty of the Chows in China",NS 8,1874,1874,1868-1877,1,Biography
A_61,S_26,"Schmidt, C.",History,History and Chronology,MASTER_00128,Extracts from the history of Shanghai,NS 8,1874,1874,1868-1877,1,History
A_47,S_14,"Watters, T.",Mythology,Anthropology and Social Customs,MASTER_00129,Chinese fox - myths,NS 8,1874,1874,1868-1877,1,Mythology
A_62,S_15,"Viguier, S. A.","History, Modern (20th century)",History and Chronology,MASTER_00130,Brief account of the French Expedition of 1866 into Indo - China,NS 8,1874,1874,1868-1877,1,Contemporary History
A_1,S_17,"Edkins, J.",Confucianism,Religion and Philosophy,MASTER_00131,"Visit to the city of Confucius, A",NS 8,1874,1874,1868-1877,1,Confucianism
A_63,S_7,"Dennys, N. B.",Music,Arts and Archaeology,MASTER_00132,Short notes on Chinese instruments of music *,NS 8,1874,1874,1868-1877,1,Music
A_64,S_23,"Bushell, S. W.",Archaeology,Arts and Archaeology,MASTER_00133,"Stone drums of the Chou Dynasty, The *",NS 8,1874,1874,1868-1877,1,Archaeology
A_17,S_15,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00134,"Retrospect of events in China, 1873",NS 8,1874,1874,1868-1877,1,Contemporary History
A_54,S_6,"Moule, G. E.",Literature,Literature and Language,MASTER_00135,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",NS 9,1875,1875,1868-1877,1,Literature
A_65,S_30,"Camajee, D. N.",Religion,Religion and Philosophy,MASTER_00136,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",NS 9,1875,1875,1868-1877,1,Religion
A_66,S_3,"Taintor, E. C.",Ethnology,Anthropology and Social Customs,MASTER_00137,The Aborigines of Northern Formosa,NS 9,1875,1875,1868-1877,1,Ethnology
A_47,S_1,"Watters, T.",Buddhism,Religion and Philosophy,MASTER_00138,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",NS 9,1875,1875,1868-1877,1,Buddhism
A_67,S_15,"Cordier, H.","History, Modern (20th century)",History and Chronology,MASTER_00139,Narrative of recent events in Tong - king,NS 9,1875,1875,1868-1877,1,Contemporary History
A_3,S_19,"Macgowan, D. J.",Medicine,Natural Sciences,MASTER_00140,Notes on Chinese toxicology,NS 9,1875,1875,1868-1877,1,Medicine
A_68,S_31,"Palladius, A.",Geography,Geography and Travel,MASTER_00141,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",NS 10,1876,1876,1868-1877,1,Geography
A_69,S_5,"Holcombe, C.",Travel,Geography and Travel,MASTER_00142,Notes made on a tour through Shan - hsi and Shen - hsi,NS 10,1876,1876,1868-1877,1,Travel
A_29,S_3,"Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,MASTER_00143,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,NS 10,1876,1876,1868-1877,1,Ethnology
A_70,S_3,"Bretschneider, E.",Ethnology,Anthropology and Social Customs,MASTER_00144,Notices of the mediaeval geography and history of Central and Western Asia *,NS 10,1876,1876,1868-1877,1,Ethnology
A_71,S_15,"Little, A. J.","History, Modern (20th century)",History and Chronology,MASTER_00145,"Retrospect of events in China, 1875",NS 10,1876,1876,1868-1877,1,Contemporary History
A_72,S_26,"Hobson, H. E.",History,History and Chronology,MASTER_00149,"Fort Zelandia, and the Dutch occupation of Formosa",NS 11,1877,1877,1868-1877,1,History
A_73,S_11,"Mollendorf, 0. F. von",Zoology,Natural Sciences,MASTER_00150,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",NS 11,1877,1877,1868-1877,1,Zoology
A_35,S_6,"Martin, W. A. P.",Literature,Literature and Language,MASTER_00151,On the Styles of Chinese epistolary composition,NS 11,1877,1877,1868-1877,1,Literature
A_1,S_4,"Edkins, J.",Meteorology,Natural Sciences,MASTER_00152,On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,NS 11,1877,1877,1868-1877,1,Meteorology
A_74,S_6,"Parker, E. H.",Literature,Literature and Language,MASTER_00155,The Comparative study of Chinese dialects,NS 12,1878,1878,1878-1887,1,Literature
A_75,S_4,"Hosie, A.",Meteorology,Natural Sciences,MASTER_00156,"Droughts in China, A. D. 620-1643",NS 12,1878,1878,1878-1887,1,Meteorology
A_75,S_16,"Hosie, A.",Astronomy,Natural Sciences,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",NS 12,1878,1878,1878-1887,1,Astronomy
A_29,S_30,"Kingsmill, T. W.",Religion,Religion and Philosophy,MASTER_00158,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,NS 12,1878,1878,1878-1887,1,Religion
A_76,S_4,"Fritsche, H.",Meteorology,Natural Sciences,MASTER_00159,The Climate of Eastern Asia,NS 12,1878,1878,1878-1887,1,Meteorology
A_77,S_11,"Fauvel, A. A.",Zoology,Natural Sciences,MASTER_00160,Alligators in China *,NS 13,1879,1879,1878-1887,1,Zoology
A_78,S_4,"Schulze, F. W.",Meteorology,Natural Sciences,MASTER_00161,Periodical change of terrestrial magnetism *,NS 13,1879,1879,1878-1887,1,Meteorology
A_79,S_12,"Mollendorf, P. G. von",Law,"Politics, Government, and Law",MASTER_00162,The Family law of the Chinese and its comparative relations with that of other nations,NS 13,1879,1879,1878-1887,1,Law
A_29,S_29,"Kingsmill, T. W.",Biography,History and Chronology,MASTER_00163,"The story of Shun, the Emperor",NS 13,1879,1879,1878-1887,1,Biography
A_29,S_26,"Kingsmill, T. W.",History,History and Chronology,MASTER_00164,The Intercourse of China with Central and Western Asia in the Second Century B.C.,NS 14,1879,1879,1878-1887,1,History
A_80,S_20,"Rhein, J.",Antiquities,Arts and Archaeology,MASTER_00165,Rock inscriptions at the north side of Yentai Hill *,NS 14,1879,1879,1878-1887,1,Antiquities
A_81,S_2,"Haas, J.",Numismatics,Arts and Archaeology,MASTER_00166,Siamese coinage *,NS 14,1879,1879,1878-1887,1,Numismatics
A_70,S_22,"Bretschneider, E.",Botany,Natural Sciences,MASTER_00167,Early European researches into the flora of China,NS 15,1880,1880,1878-1887,1,Botany
A_64,S_2,"Bushell, S. W.",Numismatics,Arts and Archaeology,MASTER_00168,Coins of the present dynasty of China *,NS 15,1880,1880,1878-1887,1,Numismatics
A_82,S_8,"Balfour, F. H.",Philosophy,Religion and Philosophy,MASTER_00169,"The "" Naturalistic "" philosophy of China",NS 15,1880,1880,1878-1887,1,Philosophy
A_83,S_9,"Guppy, H. B.",Hydrology,Natural Sciences,MASTER_00170,"Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",NS 16,1881,1881,1878-1887,1,Hydrology
A_83,S_18,"Guppy, H. B.",Geology,Natural Sciences,MASTER_00171,"Some notes on the geology of Takow, Formosa",NS 16,1881,1881,1878-1887,1,Geology
A_84,S_4,"Dechevrens, Le P. M.",Meteorology,Natural Sciences,MASTER_00173,"The Climate of Shanghai, its meteorological conditions",NS 16,1881,1881,1878-1887,1,Meteorology
A_85,S_6,"Giles, H. A.",Literature,Literature and Language,MASTER_00174,Notes on Chinese composition,NS 17,1882,1882,1878-1887,1,Literature
A_83,S_18,"Guppy, H. B.",Geology,Natural Sciences,MASTER_00175,On the geology of the neighbourhood of Nagasaki,NS 17,1882,1882,1878-1887,1,Geology
A_86,S_5,"Anderson, G. C.",Travel,Geography and Travel,MASTER_00176,Notes on the south coast of Saghalien,NS 17,1882,1882,1878-1887,1,Travel
A_87,S_2,"Toda, E.",Numismatics,Arts and Archaeology,MASTER_00177,Annam and its minor currency,NS 17,1882,1882,1878-1887,1,Numismatics
A_88,S_32,"Hirth, F.",Government,"Politics, Government, and Law",MASTER_00178,The Hoppo - book of 1753,NS 17,1882,1882,1878-1887,1,Government
A_1,S_26,"Edkins, J.",History,History and Chronology,MASTER_00179,What did the ancient Chinese know of the Greeks and Romans,NS 18,1883,1883,1878-1887,1,History
A_89,S_18,"Kleinwachter, G.",Geology,Natural Sciences,MASTER_00181,Researches into the geology of Formosa *,NS 18,1883,1883,1878-1887,1,Geology
A_90,S_5,"Imbault-Huart, C.",Travel,Geography and Travel,MASTER_00182,Fragmens d'un voyage dans l'interieur de la Chine,NS 18,1883,1883,1878-1887,1,Travel
A_91,S_5,"Morrison, G. J.",Travel,Geography and Travel,MASTER_00183,"Some notes of a trip to Corea, in July and August, 1883",NS 18,1883,1883,1878-1887,1,Travel
A_83,S_18,"Guppy, H. B.",Geology,Natural Sciences,MASTER_00184,Notes on some dikes at the mouth of the Nankow pass *,NS 18,1883,1883,1878-1887,1,Geology
A_83,S_13,"Guppy, H. B.",Agriculture,Natural Sciences,MASTER_00185,Samshu - brewing in North China,NS 18,1883,1883,1878-1887,1,Agriculture
A_71,S_5,"Little, A. J.",Travel,Geography and Travel,MASTER_00186,Notes on Szechuen and the Yangtse valley,NS 18,1883,1883,1878-1887,1,Travel
A_41,S_11,"Gardener, C. T.",Zoology,Natural Sciences,MASTER_00187,"Animal, fossil, mineral and vegetable products of the consular district of Ichang",NS 19 Part 1,1884,1884,1878-1887,1,Zoology
A_74,S_5,"Parker, E. H.",Travel,Geography and Travel,MASTER_00188,"Journey in Chekiang, A",NS 19 Part 1,1884,1884,1878-1887,1,Travel
A_74,S_5,"Parker, E. H.",Travel,Geography and Travel,MASTER_00189,"Journey in Fukien, A *",NS 19 Part 1,1884,1884,1878-1887,1,Travel
A_74,S_5,"Parker, E. H.",Travel,Geography and Travel,MASTER_00190,"Journey from Foochow to Wenchow, through Central Fukien, A",NS 19 Part 1,1884,1884,1878-1887,1,Travel
A_54,S_1,"Moule, G. E.",Buddhism,Religion and Philosophy,MASTER_00191,"Buddist sheet - tract, containing an apologue of human life, A *",NS 19 Part 1,1884,1884,1878-1887,1,Buddhism
A_90,S_6,"Imbault-Huart, C.",Literature,Literature and Language,MASTER_00193,"Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",NS 19 Part 2,1884,1884,1878-1887,1,Literature
A_29,S_3,"Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,MASTER_00194,"Serica of Ptolemy and its inhabitants, The",NS 19 Part 2,1884,1884,1878-1887,1,Ethnology
A_92,S_33,"H., F.",Language and languages,Literature and Language,MASTER_00197,"Derivation of the German word "" huhnerauger """,NS 20,1885,1885,1878-1887,1,Language and languages
A_85,S_6,"Giles, H. A.",Literature,Literature and Language,MASTER_00199,"The Hung Lou M<U+00EA>ng, commonly called <U+201C> The Dream of the Red Chamber """,NS 20,1885,1885,1878-1887,1,Literature
A_93,S_31,"Playfair, G. M. H.",Geography,Geography and Travel,MASTER_00201,The Mystery of Ta - ts ' in,NS 20,1885,1885,1878-1887,1,Geography
A_94,S_6,T. C. B.,Literature,Literature and Language,MASTER_00198,"How snow inspired verse, and a rash order made the flowers bloom ("" Ching - hua- yuan, Chapter IV)",NS 20,1885,1885,1878-1887,1,Literature
A_95,S_6,"Nocentini, L.",Literature,Literature and Language,MASTER_00203,Sinology in Italy,NS 20,1885,1885,1878-1887,1,Literature
