master_id,time_window,author_raw,title,year_start,term
MASTER_00129,1868-1877,"Dennys, N. B.",Short notes on Chinese instruments of music *,1874,music
MASTER_00130,1868-1877,"Bushell, S. W.","Stone drums of the Chou Dynasty, The *",1874,stone
MASTER_00130,1868-1877,"Bushell, S. W.","Stone drums of the Chou Dynasty, The *",1874,drums
MASTER_00130,1868-1877,"Bushell, S. W.","Stone drums of the Chou Dynasty, The *",1874,chou
MASTER_00130,1868-1877,"Bushell, S. W.","Stone drums of the Chou Dynasty, The *",1874,dynasty
MASTER_00131,1868-1877,Editorial Committee,"Retrospect of events in China, 1873",1874,retrospect
MASTER_00131,1868-1877,Editorial Committee,"Retrospect of events in China, 1873",1874,events
MASTER_00132,1868-1877,"Moule, G. E.","Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,col
MASTER_00132,1868-1877,"Moule, G. E.","Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,yule
MASTER_00132,1868-1877,"Moule, G. E.","Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,edition
MASTER_00132,1868-1877,"Moule, G. E.","Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,marco
MASTER_00132,1868-1877,"Moule, G. E.","Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,polo
MASTER_00132,1868-1877,"Moule, G. E.","Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",1875,quinsay
MASTER_00133,1868-1877,"Camajee, D. N.","Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,legends
MASTER_00133,1868-1877,"Camajee, D. N.","Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,ancient
MASTER_00133,1868-1877,"Camajee, D. N.","Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,mazdayacnian
MASTER_00133,1868-1877,"Camajee, D. N.","Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,prophets
MASTER_00133,1868-1877,"Camajee, D. N.","Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,story
MASTER_00133,1868-1877,"Camajee, D. N.","Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",1875,zoroaster
MASTER_00134,1868-1877,"Taintor, E. C.",The Aborigines of Northern Formosa,1875,aborigines
MASTER_00134,1868-1877,"Taintor, E. C.",The Aborigines of Northern Formosa,1875,northern
MASTER_00134,1868-1877,"Taintor, E. C.",The Aborigines of Northern Formosa,1875,formosa
MASTER_00135,1868-1877,"Watters, T.","Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,miao
MASTER_00135,1868-1877,"Watters, T.","Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,lien
MASTER_00135,1868-1877,"Watters, T.","Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,hua
MASTER_00135,1868-1877,"Watters, T.","Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,ching
MASTER_00135,1868-1877,"Watters, T.","Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,buddhist
MASTER_00135,1868-1877,"Watters, T.","Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",1875,sutra
MASTER_00136,1868-1877,"Cordier, H.",Narrative of recent events in Tong - king,1875,narrative
MASTER_00136,1868-1877,"Cordier, H.",Narrative of recent events in Tong - king,1875,recent
MASTER_00136,1868-1877,"Cordier, H.",Narrative of recent events in Tong - king,1875,events
MASTER_00136,1868-1877,"Cordier, H.",Narrative of recent events in Tong - king,1875,tong
MASTER_00136,1868-1877,"Cordier, H.",Narrative of recent events in Tong - king,1875,king
MASTER_00137,1868-1877,"Macgowan, D. J.",Notes on Chinese toxicology,1875,toxicology
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,elucidations
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,marco
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,polo
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,travels
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,north
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,drawn
MASTER_00138,1868-1877,"Palladius, A.","Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",1876,sources
MASTER_00139,1868-1877,"Holcombe, C.",Notes made on a tour through Shan - hsi and Shen - hsi,1876,made
MASTER_00139,1868-1877,"Holcombe, C.",Notes made on a tour through Shan - hsi and Shen - hsi,1876,tour
MASTER_00139,1868-1877,"Holcombe, C.",Notes made on a tour through Shan - hsi and Shen - hsi,1876,shan
MASTER_00139,1868-1877,"Holcombe, C.",Notes made on a tour through Shan - hsi and Shen - hsi,1876,hsi
MASTER_00139,1868-1877,"Holcombe, C.",Notes made on a tour through Shan - hsi and Shen - hsi,1876,shen
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,short
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,identification
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,yue
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,kiang
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,tribes
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,ancient
MASTER_00140,1868-1877,"Kingsmill, T. W.",Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,1876,history
MASTER_00141,1868-1877,"Bretschneider, E.",Notices of the mediaeval geography and history of Central and Western Asia *,1876,mediaeval
MASTER_00141,1868-1877,"Bretschneider, E.",Notices of the mediaeval geography and history of Central and Western Asia *,1876,geography
MASTER_00141,1868-1877,"Bretschneider, E.",Notices of the mediaeval geography and history of Central and Western Asia *,1876,history
MASTER_00141,1868-1877,"Bretschneider, E.",Notices of the mediaeval geography and history of Central and Western Asia *,1876,central
MASTER_00141,1868-1877,"Bretschneider, E.",Notices of the mediaeval geography and history of Central and Western Asia *,1876,western
MASTER_00141,1868-1877,"Bretschneider, E.",Notices of the mediaeval geography and history of Central and Western Asia *,1876,asia
MASTER_00142,1868-1877,"Little, A. J.","Retrospect of events in China, 1875",1876,retrospect
MASTER_00142,1868-1877,"Little, A. J.","Retrospect of events in China, 1875",1876,events
MASTER_00143,1868-1877,,List of the principal tea districts in China,1876,list
MASTER_00143,1868-1877,,List of the principal tea districts in China,1876,principal
MASTER_00143,1868-1877,,List of the principal tea districts in China,1876,tea
MASTER_00143,1868-1877,,List of the principal tea districts in China,1876,districts
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,observatoire
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,meteorologique
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,magnetique
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,des
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,peres
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,compagnie
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,jesus
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,wei
MASTER_00144,1868-1877,,"Observatoire Meteorologique et Magnetique des Peres de la Compagnie de Jesus a Zi- ka - wei, Septembre 1874 - Septembre 1875",1876,septembre
MASTER_00145,1868-1877,"Kingsmill, T. W.",The Borderlands of geology and history,1877,borderlands
MASTER_00145,1868-1877,"Kingsmill, T. W.",The Borderlands of geology and history,1877,geology
MASTER_00145,1868-1877,"Kingsmill, T. W.",The Borderlands of geology and history,1877,history
MASTER_00146,1868-1877,"Hobson, H. E.","Fort Zelandia, and the Dutch occupation of Formosa",1877,fort
MASTER_00146,1868-1877,"Hobson, H. E.","Fort Zelandia, and the Dutch occupation of Formosa",1877,zelandia
MASTER_00146,1868-1877,"Hobson, H. E.","Fort Zelandia, and the Dutch occupation of Formosa",1877,dutch
MASTER_00146,1868-1877,"Hobson, H. E.","Fort Zelandia, and the Dutch occupation of Formosa",1877,occupation
MASTER_00146,1868-1877,"Hobson, H. E.","Fort Zelandia, and the Dutch occupation of Formosa",1877,formosa
MASTER_00147,1868-1877,"Mollendorf, P. G. von","The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,vertebrata
MASTER_00147,1868-1877,"Mollendorf, P. G. von","The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,province
MASTER_00147,1868-1877,"Mollendorf, P. G. von","The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,chihli
MASTER_00147,1868-1877,"Mollendorf, P. G. von","The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,zoological
MASTER_00147,1868-1877,"Mollendorf, P. G. von","The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature",1877,nomenclature
MASTER_00148,1868-1877,"Martin, W. A. P.",On the Styles of Chinese epistolary composition,1877,styles
MASTER_00148,1868-1877,"Martin, W. A. P.",On the Styles of Chinese epistolary composition,1877,epistolary
MASTER_00148,1868-1877,"Martin, W. A. P.",On the Styles of Chinese epistolary composition,1877,composition
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,names
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,boats
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,boat
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,gear
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,use
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,mariner
MASTER_00149,1868-1877,"Edkins, J.",On Chinese names for boats and boat gear with remarks on the Chinese use of the mariner's compass,1877,compass
MASTER_00150,1868-1877,"Stent, G. C.",Chinese eunuchs,1877,eunuchs
MASTER_00151,1878-1887,"Mayers, W. F.",On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,stone
MASTER_00151,1878-1887,"Mayers, W. F.",On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,figures
MASTER_00151,1878-1887,"Mayers, W. F.",On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,tombs
MASTER_00151,1878-1887,"Mayers, W. F.",On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,offering
MASTER_00151,1878-1887,"Mayers, W. F.",On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,living
MASTER_00151,1878-1887,"Mayers, W. F.",On the Stone figures at Chinese tombs and the offering of living sacrifices,1878,sacrifices
MASTER_00152,1878-1887,"Parker, E. H.",The Comparative study of Chinese dialects,1878,comparative
MASTER_00152,1878-1887,"Parker, E. H.",The Comparative study of Chinese dialects,1878,study
MASTER_00152,1878-1887,"Parker, E. H.",The Comparative study of Chinese dialects,1878,dialects
MASTER_00153,1878-1887,"Hosie, A.","Droughts in China, A. D. 620-1643",1878,droughts
MASTER_00154,1878-1887,"Hosie, A.","Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,sunspots
MASTER_00154,1878-1887,"Hosie, A.","Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,sun
MASTER_00154,1878-1887,"Hosie, A.","Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,shadows
MASTER_00154,1878-1887,"Hosie, A.","Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617",1878,observed
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,ancient
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,language
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,cult
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,chows
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,critical
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,exegetical
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,shi
MASTER_00155,1878-1887,"Kingsmill, T. W.","The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """,1878,king
MASTER_00156,1878-1887,"Fritsche, H.",The Climate of Eastern Asia,1878,climate
MASTER_00156,1878-1887,"Fritsche, H.",The Climate of Eastern Asia,1878,eastern
MASTER_00156,1878-1887,"Fritsche, H.",The Climate of Eastern Asia,1878,asia
MASTER_00157,1878-1887,"Fauvel, A. A.",Alligators in China *,1879,alligators
MASTER_00158,1878-1887,"Schulze, F. W.",Periodical change of terrestrial magnetism *,1879,periodical
MASTER_00158,1878-1887,"Schulze, F. W.",Periodical change of terrestrial magnetism *,1879,change
MASTER_00158,1878-1887,"Schulze, F. W.",Periodical change of terrestrial magnetism *,1879,terrestrial
MASTER_00158,1878-1887,"Schulze, F. W.",Periodical change of terrestrial magnetism *,1879,magnetism
MASTER_00159,1878-1887,"Mollendorf, P. G. von",The Family law of the Chinese and its comparative relations with that of other nations,1879,family
MASTER_00159,1878-1887,"Mollendorf, P. G. von",The Family law of the Chinese and its comparative relations with that of other nations,1879,law
MASTER_00159,1878-1887,"Mollendorf, P. G. von",The Family law of the Chinese and its comparative relations with that of other nations,1879,comparative
MASTER_00159,1878-1887,"Mollendorf, P. G. von",The Family law of the Chinese and its comparative relations with that of other nations,1879,relations
MASTER_00159,1878-1887,"Mollendorf, P. G. von",The Family law of the Chinese and its comparative relations with that of other nations,1879,other
MASTER_00159,1878-1887,"Mollendorf, P. G. von",The Family law of the Chinese and its comparative relations with that of other nations,1879,nations
MASTER_00160,1878-1887,"Kingsmill, T. W.","The story of Shun, the Emperor",1879,story
MASTER_00160,1878-1887,"Kingsmill, T. W.","The story of Shun, the Emperor",1879,shun
MASTER_00160,1878-1887,"Kingsmill, T. W.","The story of Shun, the Emperor",1879,emperor
MASTER_00161,1878-1887,"Kingsmill, T. W.",The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,intercourse
MASTER_00161,1878-1887,"Kingsmill, T. W.",The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,central
MASTER_00161,1878-1887,"Kingsmill, T. W.",The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,western
MASTER_00161,1878-1887,"Kingsmill, T. W.",The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,asia
MASTER_00161,1878-1887,"Kingsmill, T. W.",The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,second
MASTER_00161,1878-1887,"Kingsmill, T. W.",The Intercourse of China with Central and Western Asia in the Second Century B.C.,1879,century
MASTER_00162,1878-1887,"Rhein, J.",Rock inscriptions at the north side of Yentai Hill *,1879,rock
MASTER_00162,1878-1887,"Rhein, J.",Rock inscriptions at the north side of Yentai Hill *,1879,inscriptions
MASTER_00162,1878-1887,"Rhein, J.",Rock inscriptions at the north side of Yentai Hill *,1879,north
MASTER_00162,1878-1887,"Rhein, J.",Rock inscriptions at the north side of Yentai Hill *,1879,side
MASTER_00162,1878-1887,"Rhein, J.",Rock inscriptions at the north side of Yentai Hill *,1879,yentai
MASTER_00162,1878-1887,"Rhein, J.",Rock inscriptions at the north side of Yentai Hill *,1879,hill
MASTER_00163,1878-1887,"Haas, J.",Siamese coinage *,1879,siamese
MASTER_00163,1878-1887,"Haas, J.",Siamese coinage *,1879,coinage
MASTER_00164,1878-1887,"Bretschneider, E.",Early European researches into the flora of China,1880,early
MASTER_00164,1878-1887,"Bretschneider, E.",Early European researches into the flora of China,1880,european
MASTER_00164,1878-1887,"Bretschneider, E.",Early European researches into the flora of China,1880,researches
MASTER_00164,1878-1887,"Bretschneider, E.",Early European researches into the flora of China,1880,flora
MASTER_00165,1878-1887,"Bushell, S. W.",Coins of the present dynasty of China *,1880,coins
MASTER_00165,1878-1887,"Bushell, S. W.",Coins of the present dynasty of China *,1880,dynasty
MASTER_00166,1878-1887,"Balfour, F. H.","The "" Naturalistic "" philosophy of China",1880,naturalistic
MASTER_00166,1878-1887,"Balfour, F. H.","The "" Naturalistic "" philosophy of China",1880,philosophy
MASTER_00167,1878-1887,"Guppy, H. B.","Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,hydrology
MASTER_00167,1878-1887,"Guppy, H. B.","Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,yang
MASTER_00167,1878-1887,"Guppy, H. B.","Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,tse
MASTER_00167,1878-1887,"Guppy, H. B.","Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,yellow
MASTER_00167,1878-1887,"Guppy, H. B.","Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,river
MASTER_00167,1878-1887,"Guppy, H. B.","Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *",1881,pei
MASTER_00168,1878-1887,"Guppy, H. B.","Some notes on the geology of Takow, Formosa",1881,geology
MASTER_00168,1878-1887,"Guppy, H. B.","Some notes on the geology of Takow, Formosa",1881,takow
MASTER_00168,1878-1887,"Guppy, H. B.","Some notes on the geology of Takow, Formosa",1881,formosa
MASTER_00169,1878-1887,,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,botanicon
MASTER_00169,1878-1887,,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,sinicum
MASTER_00169,1878-1887,,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,botany
MASTER_00169,1878-1887,,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,native
MASTER_00169,1878-1887,,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,western
MASTER_00169,1878-1887,,"Botanicon Sinicum Part I. Notes on Chinese botany, from native and Western sources",1881,sources
MASTER_00170,1878-1887,"Dechevrens, Le P. M.","The Climate of Shanghai, its meteorological conditions",1881,climate
MASTER_00170,1878-1887,"Dechevrens, Le P. M.","The Climate of Shanghai, its meteorological conditions",1881,shanghai
MASTER_00170,1878-1887,"Dechevrens, Le P. M.","The Climate of Shanghai, its meteorological conditions",1881,meteorological
MASTER_00170,1878-1887,"Dechevrens, Le P. M.","The Climate of Shanghai, its meteorological conditions",1881,conditions
MASTER_00171,1878-1887,"Giles, H. A.",Notes on Chinese composition,1882,composition
MASTER_00172,1878-1887,"Guppy, H. B.",On the geology of the neighbourhood of Nagasaki,1882,geology
MASTER_00172,1878-1887,"Guppy, H. B.",On the geology of the neighbourhood of Nagasaki,1882,neighbourhood
MASTER_00172,1878-1887,"Guppy, H. B.",On the geology of the neighbourhood of Nagasaki,1882,nagasaki
MASTER_00173,1878-1887,"Anderson, G. C.",Notes on the south coast of Saghalien,1882,south
MASTER_00173,1878-1887,"Anderson, G. C.",Notes on the south coast of Saghalien,1882,coast
MASTER_00173,1878-1887,"Anderson, G. C.",Notes on the south coast of Saghalien,1882,saghalien
MASTER_00174,1878-1887,"Toda, E.",Annam and its minor currency,1882,annam
MASTER_00174,1878-1887,"Toda, E.",Annam and its minor currency,1882,minor
MASTER_00174,1878-1887,"Toda, E.",Annam and its minor currency,1882,currency
MASTER_00175,1878-1887,"Hirth, F.",The Hoppo - book of 1753,1882,hoppo
MASTER_00175,1878-1887,"Hirth, F.",The Hoppo - book of 1753,1882,book
MASTER_00176,1878-1887,"Edkins, J.",What did the ancient Chinese know of the Greeks and Romans,1883,what
MASTER_00176,1878-1887,"Edkins, J.",What did the ancient Chinese know of the Greeks and Romans,1883,did
MASTER_00176,1878-1887,"Edkins, J.",What did the ancient Chinese know of the Greeks and Romans,1883,ancient
MASTER_00176,1878-1887,"Edkins, J.",What did the ancient Chinese know of the Greeks and Romans,1883,know
MASTER_00176,1878-1887,"Edkins, J.",What did the ancient Chinese know of the Greeks and Romans,1883,greeks
MASTER_00176,1878-1887,"Edkins, J.",What did the ancient Chinese know of the Greeks and Romans,1883,romans
MASTER_00177,1878-1887,"Scherzer, F., trans. Gould, C.",Corea,1883,corea
MASTER_00178,1878-1887,"Kleinwachter, G.",Researches into the geology of Formosa *,1883,researches
MASTER_00178,1878-1887,"Kleinwachter, G.",Researches into the geology of Formosa *,1883,geology
MASTER_00178,1878-1887,"Kleinwachter, G.",Researches into the geology of Formosa *,1883,formosa
MASTER_00179,1878-1887,"Imbault-Huart, C.",Fragmens d'un voyage dans l'interieur de la Chine,1883,fragmens
MASTER_00179,1878-1887,"Imbault-Huart, C.",Fragmens d'un voyage dans l'interieur de la Chine,1883,d'un
MASTER_00179,1878-1887,"Imbault-Huart, C.",Fragmens d'un voyage dans l'interieur de la Chine,1883,voyage
MASTER_00179,1878-1887,"Imbault-Huart, C.",Fragmens d'un voyage dans l'interieur de la Chine,1883,dans
MASTER_00179,1878-1887,"Imbault-Huart, C.",Fragmens d'un voyage dans l'interieur de la Chine,1883,l'interieur
MASTER_00179,1878-1887,"Imbault-Huart, C.",Fragmens d'un voyage dans l'interieur de la Chine,1883,chine
MASTER_00180,1878-1887,"Morrison, G. J.","Some notes of a trip to Corea, in July and August, 1883",1883,trip
MASTER_00180,1878-1887,"Morrison, G. J.","Some notes of a trip to Corea, in July and August, 1883",1883,corea
MASTER_00180,1878-1887,"Morrison, G. J.","Some notes of a trip to Corea, in July and August, 1883",1883,july
MASTER_00180,1878-1887,"Morrison, G. J.","Some notes of a trip to Corea, in July and August, 1883",1883,august
MASTER_00181,1878-1887,"Guppy, H. B.",Notes on some dikes at the mouth of the Nankow pass *,1883,dikes
MASTER_00181,1878-1887,"Guppy, H. B.",Notes on some dikes at the mouth of the Nankow pass *,1883,mouth
MASTER_00181,1878-1887,"Guppy, H. B.",Notes on some dikes at the mouth of the Nankow pass *,1883,nankow
MASTER_00181,1878-1887,"Guppy, H. B.",Notes on some dikes at the mouth of the Nankow pass *,1883,pass
MASTER_00182,1878-1887,"Guppy, H. B.",Samshu - brewing in North China,1883,samshu
MASTER_00182,1878-1887,"Guppy, H. B.",Samshu - brewing in North China,1883,brewing
MASTER_00182,1878-1887,"Guppy, H. B.",Samshu - brewing in North China,1883,north
MASTER_00183,1878-1887,"Little, A. J.",Notes on Szechuen and the Yangtse valley,1883,szechuen
MASTER_00183,1878-1887,"Little, A. J.",Notes on Szechuen and the Yangtse valley,1883,yangtse
MASTER_00183,1878-1887,"Little, A. J.",Notes on Szechuen and the Yangtse valley,1883,valley
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,animal
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,fossil
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,mineral
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,vegetable
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,products
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,consular
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,district
MASTER_00184,1878-1887,"Gardener, C. T.","Animal, fossil, mineral and vegetable products of the consular district of Ichang",1884,ichang
MASTER_00185,1878-1887,"Parker, E. H.","Journey in Chekiang, A",1884,journey
MASTER_00185,1878-1887,"Parker, E. H.","Journey in Chekiang, A",1884,chekiang
MASTER_00186,1878-1887,"Parker, E. H.","Journey in Fukien, A *",1884,journey
MASTER_00186,1878-1887,"Parker, E. H.","Journey in Fukien, A *",1884,fukien
MASTER_00187,1878-1887,"Parker, E. H.","Journey from Foochow to Wenchow, through Central Fukien, A",1884,journey
MASTER_00187,1878-1887,"Parker, E. H.","Journey from Foochow to Wenchow, through Central Fukien, A",1884,foochow
MASTER_00187,1878-1887,"Parker, E. H.","Journey from Foochow to Wenchow, through Central Fukien, A",1884,wenchow
MASTER_00187,1878-1887,"Parker, E. H.","Journey from Foochow to Wenchow, through Central Fukien, A",1884,central
MASTER_00187,1878-1887,"Parker, E. H.","Journey from Foochow to Wenchow, through Central Fukien, A",1884,fukien
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,buddist
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,sheet
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,tract
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,containing
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,apologue
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,human
MASTER_00188,1878-1887,"Moule, G. E.","Buddist sheet - tract, containing an apologue of human life, A *",1884,life
MASTER_00189,1878-1887,"Hosie, A.",Trade routes to Western China,1884,trade
MASTER_00189,1878-1887,"Hosie, A.",Trade routes to Western China,1884,routes
MASTER_00189,1878-1887,"Hosie, A.",Trade routes to Western China,1884,western
MASTER_00190,1878-1887,"Imbault-Huart, C.","Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",1884,poete
MASTER_00190,1878-1887,"Imbault-Huart, C.","Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",1884,chinois
MASTER_00190,1878-1887,"Imbault-Huart, C.","Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un",1884,xviiie
