from,to,author,subject_l2,subject_l1,time_window,article_count,weight,first_year,last_year,titles
A_79,S_4,"Fritsche, H.",Meteorology,Natural Sciences,1878-1887,1,1.0,1878,1878,The Climate of Eastern Asia
A_78,S_4,"Hosie, A.",Meteorology,Natural Sciences,1878-1887,1,1.0,1878,1878,"Droughts in China, A. D. 620-1643"
A_81,S_4,"Schulze, F. W.",Meteorology,Natural Sciences,1878-1887,1,1.0,1879,1879,Periodical change of terrestrial magnetism *
A_77,S_33,"Parker, E. H.",Science,Natural Sciences,1878-1887,1,0.5,1887,1887,"The Military organization of China prior to 1842, as described by Wei Yuan"
A_80,S_11,"Fauvel, A. A.",Zoology,Natural Sciences,1878-1887,1,1.0,1879,1879,Alligators in China *
A_42,S_11,"Gardener, C. T.",Zoology,Natural Sciences,1878-1887,1,1.0,1884,1884,"Animal, fossil, mineral and vegetable products of the consular district of Ichang"
A_91,S_36,"Hirth, F.",Government,"Politics, Government, and Law",1878-1887,2,2.0,1882,1887,The Hoppo - book of 1753 | Notes on the early history of the salt monopoly in China
A_82,S_12,"Mollendorf, P. G. von",Law,"Politics, Government, and Law",1878-1887,1,1.0,1879,1879,The Family law of the Chinese and its comparative relations with that of other nations
A_56,S_1,"Moule, G. E.",Buddhism,Religion and Philosophy,1878-1887,1,1.0,1884,1884,"Buddist sheet - tract, containing an apologue of human life, A *"
A_103,S_17,"Allen, H. J.",Confucianism,Religion and Philosophy,1878-1887,1,1.0,1886,1886,Is Confucius a myth ?
A_85,S_8,"Balfour, F. H.",Philosophy,Religion and Philosophy,1878-1887,1,1.0,1880,1880,"The "" Naturalistic "" philosophy of China"
A_29,S_31,"Kingsmill, T. W.",Religion,Religion and Philosophy,1878-1887,1,1.0,1878,1878,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """
A_102,S_31,"Macintyre, J.",Religion,Religion and Philosophy,1878-1887,1,1.0,1886,1886,Roadside religion in Manchuria
A_115,S_3,"Fraser, E. H.",Ethnology,Anthropology and Social Customs,1888-1897,1,1.0,1891,1892,The Fish - skin Tartars
A_29,S_3,"Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,1888-1897,2,2.0,1896,1897,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "") | Chinese system of family relationship and its Aryan affinities, The"
A_77,S_3,"Parker, E. H.",Ethnology,Anthropology and Social Customs,1888-1897,1,1.0,1896,1897,Inscriptions de l'Orkho
A_110,S_24,"Volpicelli, Z. H.",Manners and customs,Anthropology and Social Customs,1888-1897,2,2.0,1888,1892,Chinese chess * | Wei - ch ' i *
A_1,S_26,"Edkins, J.",Architecture,Arts and Archaeology,1888-1897,1,1.0,1889,1890,Chinese architecture
A_113,S_26,"Fries, S. R. von",Architecture,Arts and Archaeology,1888-1897,1,1.0,1889,1890,"The "" Tent theory "" of Chinese architecture"
A_75,S_26,"Hobson, H. E.",Architecture,Arts and Archaeology,1888-1897,1,1.0,1888,1888,The Porcelain Pagoda of Nanking
A_67,S_2,"Bushell, S. W.",Numismatics,Arts and Archaeology,1888-1897,1,1.0,1894,1895,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *"
A_42,S_2,"Gardener, C. T.",Numismatics,Arts and Archaeology,1888-1897,1,1.0,1892,1893,"Coinage of Corea, The *"
A_111,S_2,"Morse, H. B.",Numismatics,Arts and Archaeology,1888-1897,1,1.0,1889,1890,Currency and measures in China
A_125,S_2,"Taylor, F. E.",Numismatics,Arts and Archaeology,1888-1897,1,1.0,1896,1897,Scarcity of copper cash and the rise in prices
A_122,S_29,"BUSHELL, S. W.",Economics,"Economy, Trade, and Technology",1888-1897,1,1.0,1895,1896,"THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT."
A_77,S_29,"Parker, E. H.",Economics,"Economy, Trade, and Technology",1888-1897,4,4.0,1894,1896,"Financial capacity of China, The | Chinese revenue | THE FINANCIAL CAPACITY OF CHINA. | CHINESE REVENUE."
A_105,S_37,"Carles, W. R.",Telecommunication,"Economy, Trade, and Technology",1888-1897,1,1.0,1896,1897,"Grand Canal of China, The"
A_29,S_37,"Kingsmill, T. W.",Telecommunication,"Economy, Trade, and Technology",1888-1897,1,1.0,1893,1894,Inland communications in China *
A_73,S_35,"Bretschneider, E.",Geography,Geography and Travel,1888-1897,1,1.0,1894,1895,"Chinese geographical names mentioned in the "" Pen Ts ' ao Kang Mu """
A_121,S_5,"IMBAULT HUART, C.",Travel,Geography and Travel,1888-1897,1,1.0,1895,1896,LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON.
A_94,S_5,"Imbault-Huart, C.",Travel,Geography and Travel,1888-1897,1,1.0,1894,1895,"Voyage de l'Ambassade Hollandaise de 1656 a travers la Province de Canton, Le"
A_105,S_27,"Carles, W. R.",History,History and Chronology,1888-1897,1,1.0,1888,1888,A Corean monument to Manchu clemency
A_119,S_27,"Clarke, G. W.",History,History and Chronology,1888-1897,1,1.0,1893,1894,"Yu - li or Precious Records, The *"
A_123,S_27,"FRASER, M. F. A.",History,History and Chronology,1888-1897,1,1.0,1895,1896,A MANCHU UKASE.
A_112,S_27,"Faber, E.",History,History and Chronology,1888-1897,1,1.0,1889,1890,Prehistoric China
A_120,S_27,"Fraser, M. F. A.",History,History and Chronology,1888-1897,1,1.0,1894,1895,"Manchu ukase, A"
A_100,S_27,"Phillips, G.",History,History and Chronology,1888-1897,1,1.0,1888,1888,"Changchow, the capital of Funkien in Mongol times"
A_118,S_27,"Scott, J.",History,History and Chronology,1888-1897,1,1.0,1893,1894,Stray notes on Corean history and literature
A_110,S_27,"Volpicelli, Z. H.",History,History and Chronology,1888-1897,1,1.0,1892,1893,Early Portuguese commerce and settlements in China *
A_82,S_6,"Mollendorf, P. G. von",Literature,Literature and Language,1888-1897,2,2.0,1889,1897,"Essay on Manchu literature | Limitations of comparative philology, On the"
A_108,S_13,"Jamieson, G.",Agriculture,Natural Sciences,1888-1897,1,1.0,1888,1888,Tenure of land in China and the condition of the rural population
A_29,S_16,"Kingsmill, T. W.",Astronomy,Natural Sciences,1888-1897,1,1.0,1891,1892,A Comparative table of the ancient lunar asterisms
A_73,S_22,"Bretschneider, E.",Botany,Natural Sciences,1888-1897,1,1.0,1894,1895,Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese
A_112,S_22,"Faber, E.",Botany,Natural Sciences,1888-1897,1,1.0,1890,1891,"General remarks on "" Botanicon Sinicum """
A_109,S_9,Moore,Hydrology,Natural Sciences,1888-1897,1,1.0,1888,1888,The Bore of the Tsien - tang Kiang (Hang - chau Bay)
A_117,S_9,"Rosthorn, A. von",Hydrology,Natural Sciences,1888-1897,1,1.0,1892,1893,River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou
A_114,S_11,"Hallifax, T. E.",Zoology,Natural Sciences,1888-1897,1,1.0,1889,1890,Note on the comparative longevity of males and females in Japan
A_117,S_36,"Rosthorn, A. von",Government,"Politics, Government, and Law",1888-1897,1,1.0,1892,1893,"Salt administration of Ssuch'uan, The"
A_82,S_12,"Mollendorf, P. G. von",Law,"Politics, Government, and Law",1888-1897,1,1.0,1892,1893,"Family law of the Chinese, The"
A_116,S_1,"Groot, J. J. M. de",Buddhism,Religion and Philosophy,1888-1897,1,1.0,1891,1892,Militant spirit of the Buddhist clergy in China
A_77,S_21,"Parker, E. H.",Christianity,Religion and Philosophy,1888-1897,1,1.0,1889,1890,Notes on the Nestorians in China
A_124,S_8,"Forke, A.",Philosophy,Religion and Philosophy,1888-1897,1,1.0,1896,1897,Wang - chung and Plato on death and immortality
A_56,S_41,"Moule, G. E.",Taoism,Religion and Philosophy,1888-1897,1,1.0,1888,1888,A guide to True Vacuity
A_131,S_3,"Betts, G. E.",Ethnology,Anthropology and Social Customs,1898-1907,1,1.0,1900,1901,Social life of the Miao Tsi
A_29,S_3,"Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,1898-1907,3,3.0,1901,1906,"Hirth, Dr. F., and the Hiung Nu | Mantses and the Golden Chersonese, The | Ancient Tibet and its frontagers"
A_136,S_42,"Box, E.",Folklore,Anthropology and Social Customs,1898-1907,1,0.5,1901,1902,Shanghai folk - lore
A_137,S_24,"Chalfant, F. H.",Manners and customs,Anthropology and Social Customs,1898-1907,1,1.0,1903,1904,Standard weights and measures of the Ch ' in Dynasty *
A_143,S_24,"Headland, I. T.",Manners and customs,Anthropology and Social Customs,1898-1907,1,1.0,1906,1906,Chinese children's games
A_29,S_24,"Kingsmill, T. W.",Manners and customs,Anthropology and Social Customs,1898-1907,1,1.0,1898,1899,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS."
A_135,S_24,"Walshe, W. G.",Manners and customs,Anthropology and Social Customs,1898-1907,1,1.0,1903,1904,Some Chinese funeral customs
A_136,S_14,"Box, E.",Mythology,Anthropology and Social Customs,1898-1907,1,0.5,1905,1905,Shanghai folk - lore
A_127,S_40,NATALIS RONDOT,Art,Arts and Archaeology,1898-1907,1,1.0,1898,1899,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.
A_67,S_2,"Bushell, S. W.",Numismatics,Arts and Archaeology,1898-1907,1,1.0,1900,1901,Additional coins of the present dynasty *
A_111,S_2,"Morse, H. B.",Numismatics,Arts and Archaeology,1898-1907,1,1.0,1907,1907,Currency in China *
A_138,S_29,"Ferguson, J. C.",Economics,"Economy, Trade, and Technology",1898-1907,1,1.0,1906,1906,Notes on Chinese banking system in Shanghai
A_133,S_29,"Mencarini, J.",Economics,"Economy, Trade, and Technology",1898-1907,1,1.0,1900,1901,"Philippine Chinese labour question, The"
A_139,S_5,"Carey, F. W.",Travel,Geography and Travel,1898-1907,1,1.0,1905,1905,Notes of an overland journey from Szemao to Rangoon *
A_133,S_5,"Mencarini, J.",Travel,Geography and Travel,1898-1907,1,1.0,1905,1905,Java
A_140,S_5,"Watson, W. C. H.",Travel,Geography and Travel,1898-1907,1,1.0,1905,1905,Journey to Sungp ' an *
A_1,S_30,"Edkins, J.",Biography,History and Chronology,1898-1907,1,1.0,1903,1904,"Kwo Tsi, an eminent military commander of the Tang Dynasty"
A_138,S_30,"Ferguson, J. C.",Biography,History and Chronology,1898-1907,1,1.0,1903,1904,Wang An - shih
A_141,S_27,"Leavenworth, C. S.",History,History and Chronology,1898-1907,1,1.0,1905,1905,"History of the Loochoo Islands, The"
A_135,S_27,"Walshe, W. G.",History,History and Chronology,1898-1907,1,1.0,1900,1901,"Ancient city of Shaohing, The"
A_128,S_13,E. BRASS,Agriculture,Natural Sciences,1898-1907,1,1.0,1898,1899,SEALING AND WHALING IN THE NORTHERN PACIFIC.
A_132,S_13,"Vale, J.",Agriculture,Natural Sciences,1898-1907,2,2.0,1900,1905,Irrigation of the Ch'eng tu Plain | Irrigation of the Ch'eng tu Plain and beyond *
A_29,S_16,"Kingsmill, T. W.",Astronomy,Natural Sciences,1898-1907,1,1.0,1907,1907,"Two zodiacs (solar and lunar), their origin and connections, The"
A_112,S_22,"Faber, E.",Botany,Natural Sciences,1898-1907,1,1.0,1907,1907,Contribution to the nomenclature of Chinese plants
A_126,S_36,BYRON BRENAN,Government,"Politics, Government, and Law",1898-1907,1,1.0,1898,1899,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.
A_129,S_36,"Bourne, F. S. A.",Government,"Politics, Government, and Law",1898-1907,1,1.0,1900,1901,Possible and impossible reforms
A_142,S_12,"Alabaster, E.",Law,"Politics, Government, and Law",1898-1907,1,1.0,1906,1906,Notes on Chinese law and practice preceding revision
A_130,S_12,"Williams, E. T.",Law,"Politics, Government, and Law",1898-1907,1,1.0,1907,1907,Witchcraft in the Chinese penal code
A_56,S_17,"Moule, G. E.",Confucianism,Religion and Philosophy,1898-1907,1,1.0,1900,1901,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *"
A_36,S_43,"Martin, W. A. P.",Judaism,Religion and Philosophy,1898-1907,1,1.0,1906,1906,"Jewish monument at Kaifungfu, The"
A_1,S_8,"Edkins, J.",Philosophy,Religion and Philosophy,1898-1907,1,1.0,1900,1901,"Siun King, the philosopher, and his relations with contemporary schools of thought"
A_124,S_8,"Forke, A.",Philosophy,Religion and Philosophy,1898-1907,1,1.0,1901,1902,"Chinese sophists, The"
A_134,S_8,"Macklin, W. E.",Philosophy,Religion and Philosophy,1898-1907,1,1.0,1900,1901,Mencius and some other reformers of China
A_130,S_31,"Williams, E. T.",Religion,Religion and Philosophy,1898-1907,1,1.0,1900,1901,Some popular religious literature of the Chinese
A_162,S_3,"Edgar, J. H.",Ethnology,Anthropology and Social Customs,1908-1917,1,1.0,1917,1917,"Country and some customs of the Szechwan Mantze, The"
A_154,S_24,"Hodous, L.",Manners and customs,Anthropology and Social Customs,1908-1917,2,2.0,1912,1915,"Great Summer Festival of China as observed in Foochow, The | Ch'ing Ming Festival, The"
A_151,S_24,"Reymond, C. du Bois",Manners and customs,Anthropology and Social Customs,1908-1917,1,1.0,1912,1912,Notes on Chinese archery
A_149,S_24,"Torrance, T.",Manners and customs,Anthropology and Social Customs,1908-1917,1,1.0,1910,1910,Burial customs in Sz - chuan *
A_154,S_14,"Hodous, L.",Mythology,Anthropology and Social Customs,1908-1917,1,1.0,1917,1917,"Dragon, The"
A_152,S_20,"Warren, G. G.",Antiquities,Arts and Archaeology,1908-1917,1,1.0,1915,1915,The Wu Pan tablet
A_145,S_23,"Alexeieff, V.",Archaeology,Arts and Archaeology,1908-1917,1,1.0,1909,1909,Archaeological survey of the environs of China's ancient capitals
A_163,S_23,"Couling, S.",Archaeology,Arts and Archaeology,1908-1917,1,1.0,1914,1914,"Oracle - bones from Honan, The *"
A_162,S_23,"Edgar, J. H.",Archaeology,Arts and Archaeology,1908-1917,1,1.0,1917,1917,Stone implements on the Upper Yangtze and Min Rivers *
A_144,S_23,"Moule, A. C.",Archaeology,Arts and Archaeology,1908-1917,1,1.0,1910,1910,"Christian monument at Hsi - an - fu, The"
A_153,S_23,"Stanley, A.",Archaeology,Arts and Archaeology,1908-1917,1,1.0,1915,1915,Putoshan *
A_152,S_23,"Warren, G. G.",Archaeology,Arts and Archaeology,1908-1917,1,1.0,1912,1912,Three sites in Hunan connected with the classical legendary history of China *
A_163,S_26,"Couling, S.",Architecture,Arts and Archaeology,1908-1917,1,1.0,1915,1915,Chinese pagodas
A_155,S_40,"McCormick, F.",Art,Arts and Archaeology,1908-1917,1,1.0,1912,1912,China's monuments
A_151,S_40,"Reymond, C. du Bois",Art,Arts and Archaeology,1908-1917,1,1.0,1914,1914,"Chinese sun - dial, A *"
A_153,S_40,"Stanley, A.",Art,Arts and Archaeology,1908-1917,2,2.0,1913,1917,"Chinese Embroidery and Other Art Textile Work | Method of making ink rubbings, The *"
A_138,S_46,"Ferguson, J. C.",Bronzes,Arts and Archaeology,1908-1917,2,2.0,1916,1917,Early Chinese bronzes * | Four examples of Chinese bronze statuary *
A_153,S_44,"Stanley, A.",Decorative arts,Arts and Archaeology,1908-1917,3,3.0,1912,1914,Chinese art metal work * | Chinese embroidery and other textile work * | Chinese wood carving *
A_29,S_7,"Kingsmill, T. W.",Music,Arts and Archaeology,1908-1917,1,1.0,1910,1910,"Music of China, The *"
A_144,S_7,"Moule, A. C.",Music,Arts and Archaeology,1908-1917,1,1.0,1908,1908,"List of the musical and other sound - producing instruments of the Chinese, A *"
A_178,S_2,"Ros, G.",Numismatics,Arts and Archaeology,1908-1917,1,1.0,1917,1917,Coins of the Republic of China *
A_138,S_45,"Ferguson, J. C.",Painting,Arts and Archaeology,1908-1917,2,2.0,1914,1917,""" Ink Remains "", by An I - chou | "" Ink Remains "" by An I - chou, See also N. Q."
A_179,S_47,"Segalen, V.",Sculpture,Arts and Archaeology,1908-1917,1,1.0,1917,1917,Recent discoveries in ancient Chinese sculpture *
A_146,S_5,"Arnold, J. H.",Travel,Geography and Travel,1908-1917,1,1.0,1909,1909,"The Ascent of Mt. Morrison (Niitaka Yama),"
A_158,S_5,"Shields, E. T.",Travel,Geography and Travel,1908-1917,1,1.0,1913,1913,Omei San : the sacred mountain of West China
A_144,S_28,"Moule, A. C.","Chronology, Historical",History and Chronology,1908-1917,1,1.0,1914,1914,"Table of the Emperors of the Yuan Dynasty, A"
A_172,S_27,"Latourette, K. S.",History,History and Chronology,1908-1917,1,1.0,1916,1916,Survey of the work by Western students of Chinese history
A_171,S_27,"Parker, A. P.",History,History and Chronology,1908-1917,1,1.0,1916,1916,Some notes on the history and folk lore of old Shanghai
A_77,S_27,"Parker, E. H.",History,History and Chronology,1908-1917,1,1.0,1913,1913,Mongolia after the Genghizides and before the Manchus
A_150,S_15,"Williams, F. W. (ed.)","History, Modern (20th century)",History and Chronology,1908-1917,1,1.0,1911,1911,The journal of the S. Wells Williams (April 1858 - January 1860)
A_177,S_38,"Lanning, G.",Language and languages,Literature and Language,1908-1917,1,1.0,1917,1917,"Kinship of the English and Chinese languages, The"
A_164,S_6,Ardsheal,Literature,Literature and Language,1908-1917,2,2.0,1914,1915,Reminiscenes of a Chinese Viceroy's secretary
A_166,S_6,"Bradley, C. B.",Literature,Literature and Language,1908-1917,1,1.0,1915,1915,"Tone - accents of two Chinese dialects, The *"
A_163,S_6,"Couling, S.",Literature,Literature and Language,1908-1917,1,1.0,1917,1917,"Morrison Library, The G. E."
A_156,S_6,Timothy Richard.Litt.D.,Literature,Literature and Language,1908-1917,2,2.0,1913,1913,Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un | One of the World's Literary Masterpieces
A_152,S_6,"Warren, G. G.",Literature,Literature and Language,1908-1917,1,1.0,1916,1916,M.Chavannes ' editions of Ssu - ma Chien
A_167,S_16,"Tyler, W. F.",Astronomy,Natural Sciences,1908-1917,1,1.0,1915,1915,"On a large meteorite February 13, 1915 *"
A_168,S_22,"Ward, F. K.",Botany,Natural Sciences,1908-1917,1,1.0,1916,1916,Notes on the flora of the W. Ssuch ' uan Mountains
A_162,S_18,"Edgar, J. H.",Geology,Natural Sciences,1908-1917,1,1.0,1914,1914,from Batang to Menkong * Through the land of deep corrosions
A_162,S_9,"Edgar, J. H.",Hydrology,Natural Sciences,1908-1917,1,1.0,1914,1914,The Great wall
A_162,S_4,"Edgar, J. H.",Meteorology,Natural Sciences,1908-1917,1,1.0,1914,1914,Notes on temperatures in high altitudes on the Tibetan border
A_169,S_11,"Annandale, N.",Zoology,Natural Sciences,1908-1917,1,1.0,1916,1916,"Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China"
A_176,S_11,"Laver, H. E.",Zoology,Natural Sciences,1908-1917,1,1.0,1917,1917,Land birds and others met with at sea off the coast of China in 1915
A_159,S_11,"N. G. Moffett, L. I. and Gee,",Zoology,Natural Sciences,1908-1917,1,1.0,1913,1913,Check list of birds of the Lower Yangtze valley from Hankow to the sea
A_160,S_11,"Richmond, C. W.",Zoology,Natural Sciences,1908-1917,1,1.0,1913,1913,Appendix
A_170,S_11,"Sowerby, A. de C.",Zoology,Natural Sciences,1908-1917,1,1.0,1916,1916,Recent research upon the mammalia of North China
A_153,S_11,"Stanley, A.",Zoology,Natural Sciences,1908-1917,2,2.0,1914,1916,"Collection of Chinese reptiles in the Shanghai Museum, The | Two new species of Chinese snakes *"
A_147,S_11,"Touche, J. D. D. La",Zoology,Natural Sciences,1908-1917,1,1.0,1909,1909,"Collection of birds in the Shanghai Museum, The"
A_165,S_12,"Lobingier, C. S.",Law,"Politics, Government, and Law",1908-1917,1,1.0,1914,1914,"Bibliographical introduction to the study of Chinese law, A"
A_77,S_12,"Parker, E. H.",Law,"Politics, Government, and Law",1908-1917,1,1.0,1909,1909,"The Principles of Chinese law and equity,"
A_173,S_1,"Inglis, J. W.",Buddhism,Religion and Philosophy,1908-1917,2,2.0,1917,1917,"Vows of Amida, The | Nestorian share in Buddhist translation, The"
A_144,S_21,"Moule, A. C.",Christianity,Religion and Philosophy,1908-1917,2,2.0,1910,1915,Notices of the Nestorian missions from Chinese sources other than the Christian monument * | Notices of Christianity in China. Extracted from Marco Polo *
A_148,S_17,"Hall, J. C.",Confucianism,Religion and Philosophy,1908-1917,1,1.0,1910,1910,"Confucian reformers in Japan in the 18th Century, The (Trans. of Dazai's "" Exposition of Doctrine "")"
A_130,S_17,"Williams, E. T.",Confucianism,Religion and Philosophy,1908-1917,1,1.0,1913,1913,"State religion of china during the Manchu Dynasty, The *"
A_157,S_8,"Henke, F. G.",Philosophy,Religion and Philosophy,1908-1917,1,1.0,1913,1913,The philosophy of Wang Yang Ming
A_175,S_31,"Ayscough, F. W.",Religion,Religion and Philosophy,1908-1917,1,1.0,1917,1917,Shrines of History. Peak of the East T'ai Shan *
A_174,S_31,"Chatley, H.",Religion,Religion and Philosophy,1908-1917,1,1.0,1917,1917,Magical practice in China
A_144,S_31,"Moule, A. C.",Religion,Religion and Philosophy,1908-1917,1,1.0,1912,1912,T'ai Shan *
A_180,S_31,"Wright, H. K.",Religion,Religion and Philosophy,1908-1917,1,1.0,1917,1917,"Religious element in the Tso Chuan, The"
A_161,S_41,"Wilhelm, R.",Taoism,Religion and Philosophy,1908-1917,1,1.0,1914,1914,On the Sources of Chinese Taoism
A_198,S_3,"Dodd, W. C.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1920,1920,"Relation of Chinese and Siamese, The *"
A_162,S_3,"Edgar, J. H.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1922,1922,Notes on names of non - Chinese tribes in Western Szechwan
A_138,S_3,"Ferguson, J. C.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1924,1924,Southern Migration of the Sung Dynasty
A_188,S_3,"Kliene, C.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1923,1923,Some similarities in Chinese and ancient Egyptian culture
A_237,S_3,"Kojeuroff, G. P.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1927,1927,Some contributions to the anthropology of the buriats
A_165,S_3,"Lobingier, C. S.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1919,1919,"Early Malays and their neighbours, The"
A_200,S_3,"Moninger, M. M.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1921,1921,"Hainanese Miao, The *"
A_220,S_3,"Shirokogoroff, S. M.",Ethnology,Anthropology and Social Customs,1918-1927,2,2.0,1924,1926,Who are the Northern Chinese ? | Northern Tungus migrations in the Far East
A_201,S_3,"Wilkinson, H. P.",Ethnology,Anthropology and Social Customs,1918-1927,1,1.0,1921,1921,Exogamy in China
A_174,S_42,"Chatley, H.",Folklore,Anthropology and Social Customs,1918-1927,1,1.0,1924,1924,"Dead Hand in China, The"
A_222,S_42,"Mironov, N. D. and Shirokogoroff, S. M.",Folklore,Anthropology and Social Customs,1918-1927,1,1.0,1924,1924,Sramana - Shaman
A_183,S_24,"Harding, H. L.",Manners and customs,Anthropology and Social Customs,1918-1927,1,1.0,1918,1918,On a method of divination practised at Foochow
A_154,S_24,"Hodous, L.",Manners and customs,Anthropology and Social Customs,1918-1927,1,1.0,1918,1918,"Kite Festival in Foochow, China, The"
A_187,S_24,"Morgan, E.",Manners and customs,Anthropology and Social Customs,1918-1927,1,1.0,1923,1923,How tonnage was measured in ancient China
A_184,S_24,"Ottewill, H. A.",Manners and customs,Anthropology and Social Customs,1918-1927,1,1.0,1918,1918,"Note on the Tu Ti'en Hui held at Chinkiang on the 31st May, 1917"
A_234,S_20,G. S. S. G.,Antiquities,Arts and Archaeology,1918-1927,1,1.0,1926,1926,Some notes on the remains of a phallic shrine in Japan
A_203,S_20,"Werner, E. T. C.",Antiquities,Arts and Archaeology,1918-1927,1,1.0,1926,1926,"Postscript on tomb - destruction, A"
A_185,S_23,Hutson J.,Archaeology,Arts and Archaeology,1918-1927,2,2.0,1922,1923,"Shuh country, The | The Shuh country"
A_236,S_40,"Abraham, R. D.",Art,Arts and Archaeology,1918-1927,1,1.0,1927,1927,"Motives of Chinese art, The"
A_138,S_40,"Ferguson, J. C.",Art,Arts and Archaeology,1918-1927,1,1.0,1923,1923,"Culture, the basis of Chinese art"
A_197,S_40,"Howell, E. B.",Art,Arts and Archaeology,1918-1927,1,1.0,1919,1919,"Exhibition of pictures by a Russian artist, An *"
A_185,S_40,Hutson J.,Art,Arts and Archaeology,1918-1927,1,1.0,1920,1920,Chinese ideas of antiques
A_153,S_40,"Stanley, A.",Art,Arts and Archaeology,1918-1927,1,1.0,1920,1920,Greek and Chinese art ideals
A_138,S_45,"Ferguson, J. C.",Painting,Arts and Archaeology,1918-1927,1,1.0,1918,1918,Ku K'ai - chih's scroll in the British Museum *
A_138,S_51,"Ferguson, J. C.",Asia,Geography and Travel,1918-1927,1,1.0,1926,1926,General survey of standard Chinese histories
A_224,S_51,"MacNair, H. F.",Asia,Geography and Travel,1918-1927,1,1.0,1925,1925,Some observation on China's international relations
A_144,S_51,"Moule, A. C.",Asia,Geography and Travel,1918-1927,1,1.0,1927,1927,"Siege of Saianfu and the murder of Achmach Bailo, The"
A_162,S_35,"Edgar, J. H.",Geography,Geography and Travel,1918-1927,1,1.0,1926,1926,"Tibetan and his environment : an interpretation, The"
A_231,S_35,Hosie,Geography,Geography and Travel,1918-1927,1,1.0,1926,1926,"Map of China in the making, A"
A_111,S_35,"Morse, H. B.",Geography,Geography and Travel,1918-1927,1,1.0,1921,1921,"Lampacao, a mystery of the Far East"
A_149,S_35,"Torrance, T.",Geography,Geography and Travel,1918-1927,1,1.0,1924,1924,History of Shuh a free translation of the Shuh Chi
A_203,S_35,"Werner, E. T. C.",Geography,Geography and Travel,1918-1927,1,1.0,1925,1925,"Burial place of Genghis Kwan, The"
A_175,S_5,"Ayscough, F. W.",Travel,Geography and Travel,1918-1927,2,2.0,1921,1923,"Notes on the symbolism of the Purple Forbidden City * | Preliminary notes on the literary background of the "" Great River """
A_189,S_5,"Edmunds, C. K.",Travel,Geography and Travel,1918-1927,1,1.0,1919,1919,Thirty thousand miles in China *
A_217,S_5,"Fischer, E. S.",Travel,Geography and Travel,1918-1927,1,1.0,1923,1923,Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier
A_202,S_5,"Kemp, E. G.",Travel,Geography and Travel,1918-1927,1,1.0,1921,1921,"Highways and byways of Kweichow, The *"
A_196,S_5,"King, G. E.",Travel,Geography and Travel,1918-1927,1,1.0,1919,1919,Notes on Kansu
A_218,S_30,"Darroch, J.",Biography,History and Chronology,1918-1927,1,1.0,1923,1923,A page of ancient Chinese history
A_187,S_30,"Morgan, E.",Biography,History and Chronology,1918-1927,1,1.0,1927,1927,Chou - kung ; The Duke of Chou
A_233,S_30,"Teesdale, J. H.",Biography,History and Chronology,1918-1927,1,1.0,1926,1926,"Li Sin Cheng, the Chung Wang or "" Faithful Prince """
A_188,S_27,"Kliene, C.",History,History and Chronology,1918-1927,1,1.0,1918,1918,Chinese puzzledom
A_177,S_27,"Lanning, G.",History,History and Chronology,1918-1927,1,1.0,1920,1920,Names and nicknames of the Shanghai settlements
A_187,S_27,"Morgan, E.",History,History and Chronology,1918-1927,1,0.5,1926,1926,League of nations in ancient China
A_187,S_34,"Morgan, E.","History, Ancient",History and Chronology,1918-1927,1,0.5,1926,1926,League of nations in ancient China
A_229,S_50,"Gillis, I. V.",East Asian languages,Literature and Language,1918-1927,1,1.0,1925,1925,"Critical review of Chalfant's notes upon the "" Shuo Wen """
A_220,S_50,"Shirokogoroff, S. M.",East Asian languages,Literature and Language,1918-1927,1,1.0,1924,1924,Critical bibliographical notes : study of the Tungus languages
A_175,S_6,"Ayscough, F. W.",Literature,Literature and Language,1918-1927,1,1.0,1920,1920,Chinese poetry and its connotations *
