time_window,term,term_count,article_count,share,idf,tfidf
1858-1867,nagasaki,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,meteorological,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,modern,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,doctrine,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,human,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,etc,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,capital,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,trip,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,medicine,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,practice,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,sea,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,plain,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,remains,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,yen,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,political,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,chess,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,kwangtung,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,tablet,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,tang,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,works,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,christianity,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,hung,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,books,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,coal,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,west,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,han,1,1,0.002785515320334262,1.916290731874155,1.916290731874155
1858-1867,buddhist,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,coins,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,observed,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,shan,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,northern,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,trans,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,yellow,1,1,0.002785515320334262,1.6931471805599454,1.6931471805599454
1858-1867,asia,1,1,0.002785515320334262,1.5108256237659907,1.5108256237659907
1858-1867,study,1,1,0.002785515320334262,1.5108256237659907,1.5108256237659907
1858-1867,confucius,1,1,0.002785515320334262,1.5108256237659907,1.5108256237659907
1858-1867,province,1,1,0.002785515320334262,1.5108256237659907,1.5108256237659907
1858-1867,shantung,1,1,0.002785515320334262,1.5108256237659907,1.5108256237659907
1858-1867,times,1,1,0.002785515320334262,1.5108256237659907,1.5108256237659907
1858-1867,life,1,1,0.002785515320334262,1.3566749439387324,1.3566749439387324
1858-1867,city,1,1,0.002785515320334262,1.3566749439387324,1.3566749439387324
1858-1867,western,1,1,0.002785515320334262,1.2231435513142097,1.2231435513142097
1858-1867,dynasty,1,1,0.002785515320334262,1.1053605156578263,1.1053605156578263
1868-1877,events,6,6,0.019736842105263157,2.203972804325936,13.223836825955615
1868-1877,retrospect,5,5,0.01644736842105263,2.203972804325936,11.01986402162968
1868-1877,sur,4,4,0.013157894736842105,2.203972804325936,8.815891217303744
1868-1877,chine,4,4,0.013157894736842105,2.203972804325936,8.815891217303744
1868-1877,hainan,3,3,0.009868421052631578,2.6094379124341005,7.8283137373023015
1868-1877,use,3,3,0.009868421052631578,2.203972804325936,6.611918412977808
1868-1877,sze,2,2,0.006578947368421052,2.6094379124341005,5.218875824868201
1868-1877,chuen,2,2,0.006578947368421052,2.6094379124341005,5.218875824868201
1868-1877,quelques,2,2,0.006578947368421052,2.6094379124341005,5.218875824868201
1868-1877,des,2,2,0.006578947368421052,2.6094379124341005,5.218875824868201
1868-1877,aborigines,2,2,0.006578947368421052,2.6094379124341005,5.218875824868201
1868-1877,septembre,2,1,0.006578947368421052,2.6094379124341005,5.218875824868201
1868-1877,history,4,4,0.013157894736842105,1.1053605156578263,4.421442062631305
1868-1877,les,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,shen,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,wen,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,narrative,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,legends,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,short,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,marco,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,polo,2,2,0.006578947368421052,2.203972804325936,4.407945608651872
1868-1877,japan,3,3,0.009868421052631578,1.3566749439387324,4.070024831816197
1868-1877,city,3,3,0.009868421052631578,1.3566749439387324,4.070024831816197
1868-1877,ancient,4,4,0.013157894736842105,1.0,4.0
1868-1877,general,2,2,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,geology,2,2,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,music,2,2,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,tablet,2,2,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,stone,2,2,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,visit,2,2,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,han,2,1,0.006578947368421052,1.916290731874155,3.83258146374831
1868-1877,recent,2,2,0.006578947368421052,1.6931471805599454,3.386294361119891
