master_id,year,volume,author,author_raw,subject,subject_l1,subject_l2,subject_raw,subject_raw_norm,subject_split,title,year_start,year_end,notes,time_window,n_subjects_article_all,n_subjects_article_network,subject_weight,mapping_note
MASTER_00281,1896-97,NS 31,"Carles, W. R.","Carles, W. R.",Hydrology,Natural Sciences,Hydrology,communications and hydrology,communications and hydrology,hydrology,"Grand Canal of China, The",1896,1897,,1888-1897,2,2,0.5,
MASTER_00282,1898-1899,NS 32,"Kingsmill, T. W.","Kingsmill, T. W.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",1898,1899,,1898-1907,1,1,1.0,LCSH standard form
MASTER_00283,1898-1899,NS 32,BYRON BRENAN,BYRON BRENAN,Government,"Politics, Government, and Law",Government,"government, political economy and political theory","government, political economy and political theory",government,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,1898,1899,,1898-1907,3,3,0.333333333333333,
MASTER_00283,1898-1899,NS 32,BYRON BRENAN,BYRON BRENAN,Economics,"Economy, Trade, and Technology",Economics,"government, political economy and political theory","government, political economy and political theory",political economy,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,1898,1899,,1898-1907,3,3,0.333333333333333,User-reviewed category
MASTER_00283,1898-1899,NS 32,BYRON BRENAN,BYRON BRENAN,Political science--Philosophy,"Politics, Government, and Law",Political science--Philosophy,"government, political economy and political theory","government, political economy and political theory",political theory,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,1898,1899,,1898-1907,3,3,0.333333333333333,LCSH-style subdivision
MASTER_00284,1898-1899,NS 32,NATALIS RONDOT,NATALIS RONDOT,Art,Arts and Archaeology,Art,arts and archaeology,arts and archaeology,arts,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,1898,1899,,1898-1907,2,2,0.5,LCSH standard form
MASTER_00284,1898-1899,NS 32,NATALIS RONDOT,NATALIS RONDOT,Archaeology,Arts and Archaeology,Archaeology,arts and archaeology,arts and archaeology,archaeology,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,1898,1899,,1898-1907,2,2,0.5,
MASTER_00285,1898-1899,NS 32,E. BRASS,E. BRASS,Agriculture,Natural Sciences,Agriculture,"agriculture, industry, and trade","agriculture, industry, and trade",agriculture,SEALING AND WHALING IN THE NORTHERN PACIFIC.,1898,1899,,1898-1907,3,3,0.333333333333333,
MASTER_00285,1898-1899,NS 32,E. BRASS,E. BRASS,Industries,"Economy, Trade, and Technology",Industries,"agriculture, industry, and trade","agriculture, industry, and trade",industry,SEALING AND WHALING IN THE NORTHERN PACIFIC.,1898,1899,,1898-1907,3,3,0.333333333333333,LCSH standard form
MASTER_00285,1898-1899,NS 32,E. BRASS,E. BRASS,Commerce,"Economy, Trade, and Technology",Commerce,"agriculture, industry, and trade","agriculture, industry, and trade",trade,SEALING AND WHALING IN THE NORTHERN PACIFIC.,1898,1899,,1898-1907,3,3,0.333333333333333,LCSH standard form
MASTER_00286,1900-1901,NS 33,"Bourne, F. S. A.","Bourne, F. S. A.",Government,"Politics, Government, and Law",Government,"government, political economy and political theory","government, political economy and political theory",government,Possible and impossible reforms,1900,1901,,1898-1907,3,3,0.333333333333333,
MASTER_00286,1900-1901,NS 33,"Bourne, F. S. A.","Bourne, F. S. A.",Economics,"Economy, Trade, and Technology",Economics,"government, political economy and political theory","government, political economy and political theory",political economy,Possible and impossible reforms,1900,1901,,1898-1907,3,3,0.333333333333333,User-reviewed category
MASTER_00286,1900-1901,NS 33,"Bourne, F. S. A.","Bourne, F. S. A.",Political science--Philosophy,"Politics, Government, and Law",Political science--Philosophy,"government, political economy and political theory","government, political economy and political theory",political theory,Possible and impossible reforms,1900,1901,,1898-1907,3,3,0.333333333333333,LCSH-style subdivision
MASTER_00287,1900-1901,NS 33,"Williams, E. T.","Williams, E. T.",Religion,Religion and Philosophy,Religion,religion,religion,religion,Some popular religious literature of the Chinese,1900,1901,,1898-1907,1,1,1.0,
MASTER_00288,1900-1901,NS 33,"Bushell, S. W.","Bushell, S. W.",Numismatics,Arts and Archaeology,Numismatics,coinage,coinage,coinage,Additional coins of the present dynasty *,1900,1901,,1898-1907,1,1,1.0,LCSH standard form
MASTER_00289,1900-1901,NS 33,"Edkins, J.","Edkins, J.",Philosophy,Religion and Philosophy,Philosophy,philosophy,philosophy,philosophy,"Siun King, the philosopher, and his relations with contemporary schools of thought",1900,1901,,1898-1907,1,1,1.0,
MASTER_00290,1900-1901,NS 33,"Betts, G. E.","Betts, G. E.",Ethnology,Anthropology and Social Customs,Ethnology,ethnology and anthropology,ethnology and anthropology,ethnology,Social life of the Miao Tsi,1900,1901,"MIAO TSI., Miao zi/Miao zu, <U+82D7><U+5B50>/<U+82D7><U+65CF>",1898-1907,2,2,0.5,
MASTER_00290,1900-1901,NS 33,"Betts, G. E.","Betts, G. E.",Anthropology,Anthropology and Social Customs,Anthropology,ethnology and anthropology,ethnology and anthropology,anthropology,Social life of the Miao Tsi,1900,1901,"MIAO TSI., Miao zi/Miao zu, <U+82D7><U+5B50>/<U+82D7><U+65CF>",1898-1907,2,2,0.5,
MASTER_00291,1900-1901,NS 33,"Vale, J.","Vale, J.",Agriculture,Natural Sciences,Agriculture,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",agriculture,Irrigation of the Ch'eng tu Plain,1900,1901,"CH'ENG TU PLAIN, Chengdu Plain, <U+6210><U+90FD><U+5E73><U+539F>",1898-1907,4,4,0.25,
MASTER_00291,1900-1901,NS 33,"Vale, J.","Vale, J.",Industries,"Economy, Trade, and Technology",Industries,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",industry,Irrigation of the Ch'eng tu Plain,1900,1901,"CH'ENG TU PLAIN, Chengdu Plain, <U+6210><U+90FD><U+5E73><U+539F>",1898-1907,4,4,0.25,LCSH standard form
MASTER_00291,1900-1901,NS 33,"Vale, J.","Vale, J.",Commerce,"Economy, Trade, and Technology",Commerce,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",trade,Irrigation of the Ch'eng tu Plain,1900,1901,"CH'ENG TU PLAIN, Chengdu Plain, <U+6210><U+90FD><U+5E73><U+539F>",1898-1907,4,4,0.25,LCSH standard form
MASTER_00291,1900-1901,NS 33,"Vale, J.","Vale, J.",Hydrology,Natural Sciences,Hydrology,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",hydrology,Irrigation of the Ch'eng tu Plain,1900,1901,"CH'ENG TU PLAIN, Chengdu Plain, <U+6210><U+90FD><U+5E73><U+539F>",1898-1907,4,4,0.25,
MASTER_00292,1900-1901,NS 33,"Moule, G. E.","Moule, G. E.",Confucianism,Religion and Philosophy,Confucianism,Confucianism and music,confucianism and music,confucianism,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",1900,1901,,1898-1907,2,2,0.5,
MASTER_00292,1900-1901,NS 33,"Moule, G. E.","Moule, G. E.",Music,Arts and Archaeology,Music,Confucianism and music,confucianism and music,music,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *",1900,1901,,1898-1907,2,2,0.5,
MASTER_00293,1900-1901,NS 33,"Mencarini, J.","Mencarini, J.",Economics,"Economy, Trade, and Technology",Economics,economics,economics,economics,"Philippine Chinese labour question, The",1900,1901,,1898-1907,1,1,1.0,
MASTER_00294,1900-1901,NS 33,"Macklin, W. E.","Macklin, W. E.",Philosophy,Religion and Philosophy,Philosophy,"philosophy, religion, government and political theory","philosophy, religion, government and political theory",philosophy,Mencius and some other reformers of China,1900,1901,,1898-1907,4,4,0.25,
MASTER_00294,1900-1901,NS 33,"Macklin, W. E.","Macklin, W. E.",Religion,Religion and Philosophy,Religion,"philosophy, religion, government and political theory","philosophy, religion, government and political theory",religion,Mencius and some other reformers of China,1900,1901,,1898-1907,4,4,0.25,
MASTER_00294,1900-1901,NS 33,"Macklin, W. E.","Macklin, W. E.",Government,"Politics, Government, and Law",Government,"philosophy, religion, government and political theory","philosophy, religion, government and political theory",government,Mencius and some other reformers of China,1900,1901,,1898-1907,4,4,0.25,
MASTER_00294,1900-1901,NS 33,"Macklin, W. E.","Macklin, W. E.",Political science--Philosophy,"Politics, Government, and Law",Political science--Philosophy,"philosophy, religion, government and political theory","philosophy, religion, government and political theory",political theory,Mencius and some other reformers of China,1900,1901,,1898-1907,4,4,0.25,LCSH-style subdivision
MASTER_00295,1900-1901,NS 33,"Walshe, W. G.","Walshe, W. G.",History,History and Chronology,History,history,history,history,"Ancient city of Shaohing, The",1900,1901,"SHAOHING, Shaoxing, <U+7ECD><U+5174>; Cheh-kiang, Zhejiang Province, <U+6D59><U+6C5F><U+7701>",1898-1907,1,1,1.0,
MASTER_00296,1901-1902,NS 34,"Forke, A.","Forke, A.",Philosophy,Religion and Philosophy,Philosophy,philosophy,philosophy,philosophy,"Chinese sophists, The",1901,1902,,1898-1907,1,1,1.0,
MASTER_00297,1901-1902,NS 34,"Box, E.","Box, E.",Mythology,Anthropology and Social Customs,Mythology,mythology,mythology,mythology,Shanghai folk - lore,1901,1902,,1898-1907,1,1,1.0,
MASTER_00298,1901-1902,NS 34,"Kingsmill, T. W.","Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,Ethnology,ethnology and anthropology,ethnology and anthropology,ethnology,"Hirth, Dr. F., and the Hiung Nu",1901,1902,,1898-1907,2,2,0.5,
MASTER_00298,1901-1902,NS 34,"Kingsmill, T. W.","Kingsmill, T. W.",Anthropology,Anthropology and Social Customs,Anthropology,ethnology and anthropology,ethnology and anthropology,anthropology,"Hirth, Dr. F., and the Hiung Nu",1901,1902,,1898-1907,2,2,0.5,
MASTER_00299,1903-1904,NS 35,"Edkins, J.","Edkins, J.",Biography,History and Chronology,Biography,biographical history and individuals of history,biographical history and individuals of history,biographical history,"Kwo Tsi, an eminent military commander of the Tang Dynasty",1903,1904,"KWO TSI YI, Guo Ziyi, <U+90ED><U+5B50><U+4EEA>",1898-1907,1,1,1.0,
MASTER_00300,1903-1904,NS 35,"Chalfant, F. H.","Chalfant, F. H.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Standard weights and measures of the Ch ' in Dynasty *,1903,1904,,1898-1907,1,1,1.0,LCSH standard form
MASTER_00301,1903-1904,NS 35,"Walshe, W. G.","Walshe, W. G.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Some Chinese funeral customs,1903,1904,,1898-1907,1,1,1.0,LCSH standard form
MASTER_00302,1903-1904,NS 35,"Ferguson, J. C.","Ferguson, J. C.",Biography,History and Chronology,Biography,biographical history and individuals of history,biographical history and individuals of history,biographical history,Wang An - shih,1903,1904,,1898-1907,1,1,1.0,
MASTER_00303,1903-1904,NS 35,"Kingsmill, T. W.","Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,Ethnology,"ethnology, anthropology and geography","ethnology, anthropology and geography",ethnology,"Mantses and the Golden Chersonese, The",1903,1904,,1898-1907,3,3,0.333333333333333,
MASTER_00303,1903-1904,NS 35,"Kingsmill, T. W.","Kingsmill, T. W.",Anthropology,Anthropology and Social Customs,Anthropology,"ethnology, anthropology and geography","ethnology, anthropology and geography",anthropology,"Mantses and the Golden Chersonese, The",1903,1904,,1898-1907,3,3,0.333333333333333,
MASTER_00303,1903-1904,NS 35,"Kingsmill, T. W.","Kingsmill, T. W.",Geography,Geography and Travel,Geography,"ethnology, anthropology and geography","ethnology, anthropology and geography",geography,"Mantses and the Golden Chersonese, The",1903,1904,,1898-1907,3,3,0.333333333333333,
MASTER_00304,1905,NS 36,"Carey, F. W.","Carey, F. W.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Notes of an overland journey from Szemao to Rangoon *,1905,1905,"Szemao, Simao, currently Pu'er, <U+601D><U+8305><U+FF0C><U+4ECA><U+666E><U+6D31>; Rangoon. Yangon, <U+4EF0><U+5149>",1898-1907,1,1,1.0,
MASTER_00305,1905,NS 36,"Vale, J.","Vale, J.",Agriculture,Natural Sciences,Agriculture,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",agriculture,Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,"Chen-tu, Chengdu, <U+6210><U+90FD>",1898-1907,4,4,0.25,
MASTER_00305,1905,NS 36,"Vale, J.","Vale, J.",Industries,"Economy, Trade, and Technology",Industries,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",industry,Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,"Chen-tu, Chengdu, <U+6210><U+90FD>",1898-1907,4,4,0.25,LCSH standard form
MASTER_00305,1905,NS 36,"Vale, J.","Vale, J.",Commerce,"Economy, Trade, and Technology",Commerce,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",trade,Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,"Chen-tu, Chengdu, <U+6210><U+90FD>",1898-1907,4,4,0.25,LCSH standard form
MASTER_00305,1905,NS 36,"Vale, J.","Vale, J.",Hydrology,Natural Sciences,Hydrology,"agriculture, industry, trade and hydrology","agriculture, industry, trade and hydrology",hydrology,Irrigation of the Ch'eng tu Plain and beyond *,1905,1905,"Chen-tu, Chengdu, <U+6210><U+90FD>",1898-1907,4,4,0.25,
MASTER_00306,1905,NS 36,"Watson, W. C. H.","Watson, W. C. H.",Travel,Geography and Travel,Travel,"travel, agriculture, industry and trade","travel, agriculture, industry and trade",travel,Journey to Sungp ' an *,1905,1905,"Sungp'an, Songpan, <U+677E><U+6F58>",1898-1907,4,4,0.25,
MASTER_00306,1905,NS 36,"Watson, W. C. H.","Watson, W. C. H.",Agriculture,Natural Sciences,Agriculture,"travel, agriculture, industry and trade","travel, agriculture, industry and trade",agriculture,Journey to Sungp ' an *,1905,1905,"Sungp'an, Songpan, <U+677E><U+6F58>",1898-1907,4,4,0.25,
MASTER_00306,1905,NS 36,"Watson, W. C. H.","Watson, W. C. H.",Industries,"Economy, Trade, and Technology",Industries,"travel, agriculture, industry and trade","travel, agriculture, industry and trade",industry,Journey to Sungp ' an *,1905,1905,"Sungp'an, Songpan, <U+677E><U+6F58>",1898-1907,4,4,0.25,LCSH standard form
MASTER_00306,1905,NS 36,"Watson, W. C. H.","Watson, W. C. H.",Commerce,"Economy, Trade, and Technology",Commerce,"travel, agriculture, industry and trade","travel, agriculture, industry and trade",trade,Journey to Sungp ' an *,1905,1905,"Sungp'an, Songpan, <U+677E><U+6F58>",1898-1907,4,4,0.25,LCSH standard form
MASTER_00307,1905,NS 36,"Leavenworth, C. S.","Leavenworth, C. S.",History,History and Chronology,History,history,history,history,"History of the Loochoo Islands, The",1905,1905,,1898-1907,1,1,1.0,
MASTER_00308,1905,NS 36,"Mencarini, J.","Mencarini, J.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Java,1905,1905,,1898-1907,1,1,1.0,
MASTER_00309,1905,NS 36,"Box, E.","Box, E.",Mythology,Anthropology and Social Customs,Mythology,mythology,mythology,mythology,Shanghai folk - lore,1905,1905,,1898-1907,1,1,1.0,
MASTER_00310,1906,NS 37,"Martin, W. A. P.","Martin, W. A. P.",Judaism,Religion and Philosophy,Judaism,Judaism,judaism,judaism,"Jewish monument at Kaifungfu, The",1906,1906,"Kaifungfu. Kaifengfu, <U+5F00><U+5C01><U+5E9C>",1898-1907,1,1,1.0,
MASTER_00311,1906,NS 37,"Kingsmill, T. W.","Kingsmill, T. W.",Ethnology,Anthropology and Social Customs,Ethnology,"ethnology, anthropology and geography","ethnology, anthropology and geography",ethnology,Ancient Tibet and its frontagers,1906,1906,,1898-1907,3,3,0.333333333333333,
MASTER_00311,1906,NS 37,"Kingsmill, T. W.","Kingsmill, T. W.",Anthropology,Anthropology and Social Customs,Anthropology,"ethnology, anthropology and geography","ethnology, anthropology and geography",anthropology,Ancient Tibet and its frontagers,1906,1906,,1898-1907,3,3,0.333333333333333,
MASTER_00311,1906,NS 37,"Kingsmill, T. W.","Kingsmill, T. W.",Geography,Geography and Travel,Geography,"ethnology, anthropology and geography","ethnology, anthropology and geography",geography,Ancient Tibet and its frontagers,1906,1906,,1898-1907,3,3,0.333333333333333,
MASTER_00312,1906,NS 37,"Ferguson, J. C.","Ferguson, J. C.",Numismatics,Arts and Archaeology,Numismatics,coinage and economics,coinage and economics,coinage,Notes on Chinese banking system in Shanghai,1906,1906,,1898-1907,2,2,0.5,LCSH standard form
MASTER_00312,1906,NS 37,"Ferguson, J. C.","Ferguson, J. C.",Economics,"Economy, Trade, and Technology",Economics,coinage and economics,coinage and economics,economics,Notes on Chinese banking system in Shanghai,1906,1906,,1898-1907,2,2,0.5,
MASTER_00313,1906,NS 37,"Alabaster, E.","Alabaster, E.",Law,"Politics, Government, and Law",Law,law,law,law,Notes on Chinese law and practice preceding revision,1906,1906,,1898-1907,1,1,1.0,
MASTER_00314,1906,NS 37,"Headland, I. T.","Headland, I. T.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Chinese children's games,1906,1906,,1898-1907,1,1,1.0,LCSH standard form
MASTER_00315,1907,NS 38,"Morse, H. B.","Morse, H. B.",Numismatics,Arts and Archaeology,Numismatics,coinage,coinage,coinage,Currency in China *,1907,1907,,1898-1907,1,1,1.0,LCSH standard form
MASTER_00316,1907,NS 38,"Williams, E. T.","Williams, E. T.",Law,"Politics, Government, and Law",Law,law and social customs,law and social customs,law,Witchcraft in the Chinese penal code,1907,1907,,1898-1907,2,2,0.5,
MASTER_00316,1907,NS 38,"Williams, E. T.","Williams, E. T.",Manners and customs,Anthropology and Social Customs,Manners and customs,law and social customs,law and social customs,social customs,Witchcraft in the Chinese penal code,1907,1907,,1898-1907,2,2,0.5,LCSH standard form
MASTER_00317,1907,NS 38,"Faber, E.","Faber, E.",Botany,Natural Sciences,Botany,botany,botany,botany,Contribution to the nomenclature of Chinese plants,1907,1907,,1898-1907,1,1,1.0,
MASTER_00318,1907,NS 38,"Kingsmill, T. W.","Kingsmill, T. W.",Astronomy,Natural Sciences,Astronomy,astronomy,astronomy,astronomy,"Two zodiacs (solar and lunar), their origin and connections, The",1907,1907,,1898-1907,1,1,1.0,
MASTER_00319,1908,NS 39,"Moule, A. C.","Moule, A. C.",Music,Arts and Archaeology,Music,music,music,music,"List of the musical and other sound - producing instruments of the Chinese, A *",1908,1908,,1908-1917,1,1,1.0,
MASTER_00320,1909,NS 40,"Alexeieff, V.","Alexeieff, V.",Archaeology,Arts and Archaeology,Archaeology,archaeology,archaeology,archaeology,Archaeological survey of the environs of China's ancient capitals,1909,1909,,1908-1917,1,1,1.0,
MASTER_00321,1909,NS 40,"Parker, E. H.","Parker, E. H.",Law,"Politics, Government, and Law",Law,law,law,law,"The Principles of Chinese law and equity,",1909,1909,,1908-1917,1,1,1.0,
MASTER_00322,1909,NS 40,"Arnold, J. H.","Arnold, J. H.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,"The Ascent of Mt. Morrison (Niitaka Yama),",1909,1909,,1908-1917,1,1,1.0,
MASTER_00323,1909,NS 40,"Touche, J. D. D. La","Touche, J. D. D. La",Zoology,Natural Sciences,Zoology,zoology,zoology,zoology,"Collection of birds in the Shanghai Museum, The",1909,1909,,1908-1917,1,1,1.0,
MASTER_00324,1910,NS 41,"Hall, J. C.","Hall, J. C.",Confucianism,Religion and Philosophy,Confucianism,Confucianism,confucianism,confucianism,"Confucian reformers in Japan in the 18th Century, The (Trans. of Dazai's "" Exposition of Doctrine "")",1910,1910,,1908-1917,1,1,1.0,
MASTER_00325,1910,NS 41,"Kingsmill, T. W.","Kingsmill, T. W.",Music,Arts and Archaeology,Music,music,music,music,"Music of China, The *",1910,1910,,1908-1917,1,1,1.0,
MASTER_00326,1910,NS 41,"Moule, A. C.","Moule, A. C.",Christianity,Religion and Philosophy,Christianity,Christianity,christianity,christianity,Notices of the Nestorian missions from Chinese sources other than the Christian monument *,1910,1910,,1908-1917,1,1,1.0,
MASTER_00327,1910,NS 41,"Torrance, T.","Torrance, T.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Burial customs in Sz - chuan *,1910,1910,,1908-1917,1,1,1.0,LCSH standard form
MASTER_00328,1910,NS 41,"Moule, A. C.","Moule, A. C.",Art,Arts and Archaeology,Art,arts and archaeology; Christianity,arts and archaeology; christianity,arts,"Christian monument at Hsi - an - fu, The",1910,1910,,1908-1917,3,3,0.333333333333333,LCSH standard form
MASTER_00328,1910,NS 41,"Moule, A. C.","Moule, A. C.",Archaeology,Arts and Archaeology,Archaeology,arts and archaeology; Christianity,arts and archaeology; christianity,archaeology,"Christian monument at Hsi - an - fu, The",1910,1910,,1908-1917,3,3,0.333333333333333,
MASTER_00328,1910,NS 41,"Moule, A. C.","Moule, A. C.",Christianity,Religion and Philosophy,Christianity,arts and archaeology; Christianity,arts and archaeology; christianity,christianity,"Christian monument at Hsi - an - fu, The",1910,1910,,1908-1917,3,3,0.333333333333333,
MASTER_00329,1911,NS 42,"Williams, F. W. (ed.)","Williams, F. W. (ed.)","History, Modern (20th century)",History and Chronology,"History, Modern (20th century)",contemporary history,contemporary history,contemporary history,The journal of the S. Wells Williams (April 1858 - January 1860),1911,1911,,1908-1917,1,1,1.0,"Use 20th century, not docx 21st century"
MASTER_00330,1912,NS 43,"Moule, A. C.","Moule, A. C.",Religion,Religion and Philosophy,Religion,"religion, travel, arts and archaeology","religion, travel, arts and archaeology",religion,T'ai Shan *,1912,1912,"TAI SHAN, <U+6CF0><U+5C71>",1908-1917,4,4,0.25,
MASTER_00330,1912,NS 43,"Moule, A. C.","Moule, A. C.",Travel,Geography and Travel,Travel,"religion, travel, arts and archaeology","religion, travel, arts and archaeology",travel,T'ai Shan *,1912,1912,"TAI SHAN, <U+6CF0><U+5C71>",1908-1917,4,4,0.25,
MASTER_00330,1912,NS 43,"Moule, A. C.","Moule, A. C.",Art,Arts and Archaeology,Art,"religion, travel, arts and archaeology","religion, travel, arts and archaeology",arts,T'ai Shan *,1912,1912,"TAI SHAN, <U+6CF0><U+5C71>",1908-1917,4,4,0.25,LCSH standard form
MASTER_00330,1912,NS 43,"Moule, A. C.","Moule, A. C.",Archaeology,Arts and Archaeology,Archaeology,"religion, travel, arts and archaeology","religion, travel, arts and archaeology",archaeology,T'ai Shan *,1912,1912,"TAI SHAN, <U+6CF0><U+5C71>",1908-1917,4,4,0.25,
MASTER_00331,1912,NS 43,"Reymond, C. du Bois","Reymond, C. du Bois",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,Notes on Chinese archery,1912,1912,,1908-1917,1,1,1.0,LCSH standard form
MASTER_00332,1912,NS 43,"Warren, G. G.","Warren, G. G.",Art,Arts and Archaeology,Art,"arts, archaeology and history","arts, archaeology and history",arts,Three sites in Hunan connected with the classical legendary history of China *,1912,1912,,1908-1917,3,3,0.333333333333333,LCSH standard form
MASTER_00332,1912,NS 43,"Warren, G. G.","Warren, G. G.",Archaeology,Arts and Archaeology,Archaeology,"arts, archaeology and history","arts, archaeology and history",archaeology,Three sites in Hunan connected with the classical legendary history of China *,1912,1912,,1908-1917,3,3,0.333333333333333,
MASTER_00332,1912,NS 43,"Warren, G. G.","Warren, G. G.",History,History and Chronology,History,"arts, archaeology and history","arts, archaeology and history",history,Three sites in Hunan connected with the classical legendary history of China *,1912,1912,,1908-1917,3,3,0.333333333333333,
MASTER_00333,1912,NS 43,"Stanley, A.","Stanley, A.",Decorative arts,Arts and Archaeology,Decorative arts,minor arts,minor arts,minor arts,Chinese art metal work *,1912,1912,,1908-1917,1,1,1.0,LCSH standard form
MASTER_00334,1912,NS 43,"Hodous, L.","Hodous, L.",Manners and customs,Anthropology and Social Customs,Manners and customs,social customs,social customs,social customs,"Great Summer Festival of China as observed in Foochow, The",1912,1912,,1908-1917,1,1,1.0,LCSH standard form
MASTER_00335,1912,NS 43,"McCormick, F.","McCormick, F.",Art,Arts and Archaeology,Art,arts and archaeology,arts and archaeology,arts,China's monuments,1912,1912,,1908-1917,2,2,0.5,LCSH standard form
MASTER_00335,1912,NS 43,"McCormick, F.","McCormick, F.",Archaeology,Arts and Archaeology,Archaeology,arts and archaeology,arts and archaeology,archaeology,China's monuments,1912,1912,,1908-1917,2,2,0.5,
MASTER_00336,1913,NS 44,"Stanley, A.","Stanley, A.",Decorative arts,Arts and Archaeology,Decorative arts,minor arts,minor arts,minor arts,Chinese embroidery and other textile work *,1913,1913,,1908-1917,1,1,1.0,LCSH standard form
MASTER_00337,1913,NS 44,,,Art,Arts and Archaeology,Art,arts and archaeology,arts and archaeology,arts,Corrections and notes,1913,1913,,1908-1917,2,2,0.5,LCSH standard form
MASTER_00337,1913,NS 44,,,Archaeology,Arts and Archaeology,Archaeology,arts and archaeology,arts and archaeology,archaeology,Corrections and notes,1913,1913,,1908-1917,2,2,0.5,
MASTER_00338,1913,NS 44,,,Christianity,Religion and Philosophy,Christianity,Christianity,christianity,christianity,Corrections and notes,1913,1913,,1908-1917,1,1,1.0,
MASTER_00339,1913,NS 44,Timothy Richard.Litt.D.,Timothy Richard.Litt.D.,Language and languages,Literature and Language,Language and languages,literature and language,literature and language,literature and language,Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un,1913,1913,,1908-1917,1,1,1.0,Protected compound mapped to LCSH language term
MASTER_00340,1913,NS 44,Timothy Richard.Litt.D.,Timothy Richard.Litt.D.,Literature,Literature and Language,Literature,Literature; History,literature; history,literature,One of the World's Literary Masterpieces,1913,1913,,1908-1917,2,2,0.5,
MASTER_00340,1913,NS 44,Timothy Richard.Litt.D.,Timothy Richard.Litt.D.,History,History and Chronology,History,Literature; History,literature; history,history,One of the World's Literary Masterpieces,1913,1913,,1908-1917,2,2,0.5,
MASTER_00341,1913,NS 44,"Williams, E. T.","Williams, E. T.",Confucianism,Religion and Philosophy,Confucianism,Confucianism,confucianism,confucianism,"State religion of china during the Manchu Dynasty, The *",1913,1913,,1908-1917,1,1,1.0,
MASTER_00342,1913,NS 44,"Henke, F. G.","Henke, F. G.",Philosophy,Religion and Philosophy,Philosophy,philosophy,philosophy,philosophy,The philosophy of Wang Yang Ming,1913,1913,,1908-1917,1,1,1.0,
MASTER_00343,1913,NS 44,"Stanley, A.","Stanley, A.",Decorative arts,Arts and Archaeology,Decorative arts,Decorative arts; History,decorative arts; history,decorative arts,Chinese Embroidery and Other Art Textile Work,1913,1913,,1908-1917,2,2,0.5,
MASTER_00343,1913,NS 44,"Stanley, A.","Stanley, A.",History,History and Chronology,History,Decorative arts; History,decorative arts; history,history,Chinese Embroidery and Other Art Textile Work,1913,1913,,1908-1917,2,2,0.5,
MASTER_00344,1913,NS 44,"Parker, E. H.","Parker, E. H.",History,History and Chronology,History,history,history,history,Mongolia after the Genghizides and before the Manchus,1913,1913,,1908-1917,1,1,1.0,
MASTER_00345,1913,NS 44,"Shields, E. T.","Shields, E. T.",Travel,Geography and Travel,Travel,travel and general descriptions,travel and general descriptions,travel,Omei San : the sacred mountain of West China,1913,1913,,1908-1917,1,1,1.0,
MASTER_00346,1913,NS 44,"N. G. Moffett, L. I. and Gee,","N. G. Moffett, L. I. and Gee,",Zoology,Natural Sciences,Zoology,zoology,zoology,zoology,Check list of birds of the Lower Yangtze valley from Hankow to the sea,1913,1913,,1908-1917,1,1,1.0,
MASTER_00347,1913,NS 44,"Richmond, C. W.","Richmond, C. W.",Zoology,Natural Sciences,Zoology,zoology,zoology,zoology,Appendix,1913,1913,,1908-1917,1,1,1.0,
MASTER_00348,1914,NS 45,"Wilhelm, R.","Wilhelm, R.",Taoism,Religion and Philosophy,Taoism,Taoism,taoism,taoism,On the Sources of Chinese Taoism,1914,1914,,1908-1917,1,1,1.0,
