left_model,left_K,left_topic_id,right_model,right_K,right_topic_id,jaccard_top_words,overlapping_words
corex_anchored,20,15,nmf,25,13,0.02564102564102564,king
corex_anchored,20,15,nmf,25,7,0.02564102564102564,emperor
corex_anchored,20,15,nmf,25,3,0.02564102564102564,emperor
corex_anchored,20,15,nmf,25,2,0.02564102564102564,book
lda,10,2,lda,25,9,0.02564102564102564,mm
lda,10,2,lda,25,7,0.02564102564102564,asia
lda,10,2,lda,25,5,0.02564102564102564,peking
lda,10,2,lda,25,1,0.02564102564102564,northern
lda,10,2,lda,20,16,0.02564102564102564,year
nmf,10,2,nmf,25,12,0.02564102564102564,shanghai
nmf,10,2,nmf,25,7,0.02564102564102564,mr
nmf,10,2,nmf,20,19,0.02564102564102564,work
nmf,10,2,nmf,20,12,0.02564102564102564,shanghai
nmf,10,2,nmf,15,12,0.02564102564102564,shanghai
nmf,10,2,nmf,15,10,0.02564102564102564,work
nmf,10,2,nmf,15,7,0.02564102564102564,mr
nmf,10,2,nmf,12,10,0.02564102564102564,work
lda,12,10,nmf,20,3,0.02564102564102564,emperor
corex_unanchored,20,16,nmf,30,11,0.02564102564102564,rice
corex_unanchored,20,16,nmf,30,10,0.02564102564102564,feet
lda,20,10,stm,30,7,0.02564102564102564,king
lda,20,10,stm,25,7,0.02564102564102564,king
lda,20,10,stm,20,17,0.02564102564102564,emperor
lda,20,10,stm,20,11,0.02564102564102564,emperor
nmf,10,2,stm,20,17,0.02564102564102564,shanghai
nmf,10,2,stm,10,5,0.02564102564102564,shanghai
nmf,10,2,nmf,8,5,0.02564102564102564,de
nmf,10,2,nmf,30,29,0.02564102564102564,notes
nmf,10,2,nmf,30,23,0.02564102564102564,giles
nmf,10,2,nmf,30,22,0.02564102564102564,shanghai
nmf,10,2,nmf,30,19,0.02564102564102564,work
nmf,10,2,nmf,25,22,0.02564102564102564,giles
nmf,10,2,nmf,25,20,0.02564102564102564,work
lda,10,2,lda,25,10,0.02564102564102564,year
corex_anchored,20,15,nmf,20,2,0.02564102564102564,book
corex_anchored,20,15,nmf,15,13,0.02564102564102564,king
corex_anchored,20,15,nmf,15,10,0.02564102564102564,ancient
corex_anchored,20,15,nmf,15,7,0.02564102564102564,emperor
corex_anchored,20,15,nmf,15,3,0.02564102564102564,emperor
corex_anchored,20,15,nmf,15,2,0.02564102564102564,book
corex_anchored,20,15,nmf,12,10,0.02564102564102564,ancient
corex_anchored,20,15,nmf,12,7,0.02564102564102564,emperor
nmf,10,3,nmf,15,10,0.02564102564102564,dynasty
nmf,10,3,nmf,15,7,0.02564102564102564,emperor
nmf,10,3,nmf,15,1,0.02564102564102564,city
nmf,10,3,nmf,12,10,0.02564102564102564,dynasty
nmf,10,3,nmf,12,7,0.02564102564102564,emperor
nmf,10,3,nmf,12,1,0.02564102564102564,city
nmf,10,3,nmf,8,1,0.02564102564102564,city
nmf,10,3,nmf,30,20,0.02564102564102564,yu
nmf,10,3,nmf,30,19,0.02564102564102564,dynasty
nmf,10,3,nmf,30,15,0.02564102564102564,emperor
nmf,10,3,nmf,30,6,0.02564102564102564,city
nmf,10,3,nmf,30,1,0.02564102564102564,city
nmf,10,3,nmf,25,20,0.02564102564102564,dynasty
nmf,10,3,nmf,25,15,0.02564102564102564,emperor
nmf,10,3,nmf,25,7,0.02564102564102564,emperor
nmf,10,3,nmf,25,1,0.02564102564102564,city
nmf,10,3,nmf,20,19,0.02564102564102564,dynasty
nmf,10,3,nmf,20,7,0.02564102564102564,emperor
nmf,10,3,nmf,20,1,0.02564102564102564,city
nmf,10,3,nmf,20,0,0.02564102564102564,yu
corex_anchored,20,15,nmf,20,7,0.02564102564102564,emperor
corex_anchored,20,15,nmf,20,3,0.02564102564102564,emperor
nmf,10,3,stm,30,16,0.02564102564102564,han
nmf,10,3,stm,20,17,0.02564102564102564,emperor
nmf,10,3,stm,15,12,0.02564102564102564,emperor
lda,10,2,lda,20,11,0.02564102564102564,peking
lda,10,2,lda,20,10,0.02564102564102564,year
lda,10,2,lda,20,9,0.02564102564102564,mm
lda,10,2,lda,20,6,0.02564102564102564,sea
lda,10,2,lda,20,1,0.02564102564102564,northern
lda,10,2,lda,15,10,0.02564102564102564,year
lda,10,2,lda,15,6,0.02564102564102564,sea
lda,10,2,lda,15,5,0.02564102564102564,year
lda,10,2,lda,12,11,0.02564102564102564,peking
nmf,10,3,stm,10,5,0.02564102564102564,emperor
nmf,10,3,nmf,8,2,0.02564102564102564,emperor
lda,10,1,nmf,25,20,0.02564102564102564,nature
corex_anchored,20,15,lda,25,23,0.02564102564102564,king
corex_anchored,20,15,lda,25,19,0.02564102564102564,emperor
nmf,10,4,nmf,25,12,0.02564102564102564,mm
nmf,10,4,nmf,20,12,0.02564102564102564,mm
nmf,10,4,nmf,15,12,0.02564102564102564,mm
corex_anchored,20,15,nmf,12,3,0.02564102564102564,emperor
corex_anchored,20,15,nmf,12,2,0.02564102564102564,book
corex_anchored,20,15,nmf,10,7,0.02564102564102564,emperor
corex_anchored,20,15,nmf,10,3,0.02564102564102564,emperor
corex_anchored,20,15,nmf,10,2,0.02564102564102564,book
corex_anchored,20,15,lda,8,4,0.02564102564102564,book
corex_anchored,20,15,lda,8,3,0.02564102564102564,king
corex_anchored,20,15,lda,8,0,0.02564102564102564,king
corex_anchored,20,15,lda,30,28,0.02564102564102564,king
lda,20,10,nmf,30,28,0.02564102564102564,men
lda,20,10,nmf,30,16,0.02564102564102564,family
lda,12,10,nmf,30,16,0.02564102564102564,family
lda,12,10,nmf,30,12,0.02564102564102564,king
lda,12,10,nmf,30,7,0.02564102564102564,emperor
lda,12,10,nmf,30,6,0.02564102564102564,king
lda,12,10,nmf,30,2,0.02564102564102564,emperor
lda,12,10,nmf,25,22,0.02564102564102564,god
lda,10,1,nmf,8,2,0.02564102564102564,people
lda,10,1,nmf,30,28,0.02564102564102564,men
lda,10,1,nmf,30,21,0.02564102564102564,said
lda,10,1,nmf,30,19,0.02564102564102564,nature
lda,10,1,nmf,30,6,0.02564102564102564,called
lda,10,1,nmf,25,24,0.02564102564102564,thus
corex_anchored,20,15,lda,20,18,0.02564102564102564,king
corex_anchored,20,15,lda,20,13,0.02564102564102564,king
nmf,10,4,nmf,30,26,0.02564102564102564,manchuria
nmf,10,4,nmf,30,22,0.02564102564102564,mm
nmf,10,4,nmf,30,0,0.02564102564102564,small
nmf,10,4,nmf,25,18,0.02564102564102564,manchuria
corex_anchored,20,15,lda,30,23,0.02564102564102564,king
corex_anchored,20,15,lda,30,13,0.02564102564102564,ancient
corex_anchored,20,15,lda,30,7,0.02564102564102564,ancient
corex_anchored,20,15,lda,30,5,0.02564102564102564,book
lda,10,1,stm,25,16,0.02564102564102564,nature
lda,15,5,lda,25,3,0.02564102564102564,new
lda,10,1,nmf,8,6,0.02564102564102564,called
lda,20,10,stm,20,7,0.02564102564102564,king
lda,20,10,stm,15,12,0.02564102564102564,emperor
lda,15,5,lda,25,7,0.02564102564102564,history
lda,10,1,nmf,25,19,0.02564102564102564,said
lda,10,1,nmf,25,7,0.02564102564102564,people
lda,10,1,nmf,25,6,0.02564102564102564,called
corex_unanchored,25,11,lda,10,7,0.02564102564102564,city
corex_unanchored,25,11,corex_unanchored,30,15,0.02564102564102564,feet
corex_unanchored,25,11,corex_unanchored,30,5,0.02564102564102564,looking
corex_unanchored,25,11,corex_unanchored,30,3,0.02564102564102564,side
lda,15,5,lda,25,10,0.02564102564102564,year
lda,15,5,lda,25,13,0.02564102564102564,characters
lda,10,1,nmf,20,15,0.02564102564102564,said
lda,10,1,nmf,20,10,0.02564102564102564,heaven
corex_anchored,20,15,lda,25,17,0.02564102564102564,king
corex_anchored,20,15,lda,25,15,0.02564102564102564,emperor
corex_anchored,20,15,lda,25,7,0.02564102564102564,ancient
corex_anchored,20,15,lda,25,5,0.02564102564102564,book
corex_anchored,20,15,lda,25,0,0.02564102564102564,heaven
lda,10,1,lda,30,23,0.02564102564102564,called
lda,10,1,lda,30,13,0.02564102564102564,called
lda,10,1,lda,30,7,0.02564102564102564,called
nmf,10,5,nmf,30,13,0.02564102564102564,chine
nmf,10,5,nmf,25,13,0.02564102564102564,chine
nmf,10,5,nmf,20,13,0.02564102564102564,chine
corex_anchored,20,15,lda,20,5,0.02564102564102564,book
corex_anchored,20,15,lda,15,10,0.02564102564102564,emperor
corex_anchored,20,15,lda,15,5,0.02564102564102564,book
corex_anchored,20,15,lda,15,3,0.02564102564102564,emperor
corex_anchored,20,15,lda,12,5,0.02564102564102564,book
corex_anchored,20,15,lda,12,1,0.02564102564102564,ancient
corex_anchored,20,15,lda,10,5,0.02564102564102564,book
corex_anchored,20,15,lda,10,4,0.02564102564102564,king
lda,15,5,lda,25,17,0.02564102564102564,given
lda,15,5,lda,30,25,0.02564102564102564,year
nmf,10,6,nmf,20,2,0.02564102564102564,history
nmf,10,6,nmf,20,0,0.02564102564102564,king
nmf,10,6,nmf,15,13,0.02564102564102564,king
nmf,10,6,nmf,15,12,0.02564102564102564,year
nmf,10,6,nmf,15,7,0.02564102564102564,year
nmf,10,6,nmf,12,7,0.02564102564102564,year
lda,10,1,nmf,20,7,0.02564102564102564,people
lda,10,1,nmf,20,6,0.02564102564102564,called
lda,10,1,nmf,15,7,0.02564102564102564,people
lda,10,1,nmf,15,6,0.02564102564102564,called
lda,10,1,nmf,12,7,0.02564102564102564,people
lda,10,1,nmf,12,6,0.02564102564102564,called
lda,10,1,nmf,10,7,0.02564102564102564,people
lda,10,1,nmf,10,6,0.02564102564102564,called
lda,10,1,lda,8,5,0.02564102564102564,called
lda,10,1,lda,30,28,0.02564102564102564,men
corex_anchored,20,15,corex_unanchored,30,11,0.02564102564102564,authority
corex_anchored,20,15,corex_unanchored,30,6,0.02564102564102564,world
corex_anchored,20,15,corex_unanchored,25,4,0.02564102564102564,affairs
corex_anchored,20,15,corex_unanchored,20,1,0.02564102564102564,son
corex_anchored,20,15,corex_unanchored,15,14,0.02564102564102564,born
nmf,10,6,nmf,30,2,0.02564102564102564,year
nmf,10,6,nmf,25,24,0.02564102564102564,language
nmf,10,6,nmf,25,21,0.02564102564102564,king
nmf,10,6,nmf,25,19,0.02564102564102564,year
nmf,10,6,nmf,25,18,0.02564102564102564,asia
nmf,10,6,nmf,25,13,0.02564102564102564,king
nmf,10,6,nmf,25,7,0.02564102564102564,year
nmf,10,6,nmf,20,15,0.02564102564102564,year
nmf,10,6,nmf,20,13,0.02564102564102564,king
nmf,10,6,nmf,20,12,0.02564102564102564,year
nmf,10,6,nmf,20,7,0.02564102564102564,year
corex_unanchored,20,0,corex_unanchored,30,5,0.02564102564102564,food
corex_unanchored,20,0,corex_unanchored,30,4,0.02564102564102564,come
corex_unanchored,20,0,corex_unanchored,25,11,0.02564102564102564,behind
corex_unanchored,20,0,corex_unanchored,25,9,0.02564102564102564,keep
corex_unanchored,20,0,corex_unanchored,25,2,0.02564102564102564,set
corex_unanchored,15,14,stm,25,16,0.02564102564102564,philosophy
lda,15,5,lda,30,18,0.02564102564102564,mr
lda,20,10,nmf,25,13,0.02564102564102564,king
lda,20,10,nmf,20,18,0.02564102564102564,family
nmf,10,6,nmf,8,2,0.02564102564102564,year
nmf,10,6,nmf,8,0,0.02564102564102564,history
nmf,10,6,nmf,30,29,0.02564102564102564,language
nmf,10,6,nmf,30,21,0.02564102564102564,year
nmf,10,6,nmf,30,18,0.02564102564102564,history
corex_unanchored,20,12,nmf,25,21,0.02564102564102564,upon
corex_anchored,20,15,corex_unanchored,30,12,0.02564102564102564,ancient
corex_unanchored,25,11,lda,12,7,0.02564102564102564,city
lda,10,1,lda,25,23,0.02564102564102564,called
lda,10,1,lda,25,19,0.02564102564102564,called
nmf,10,6,stm,30,16,0.02564102564102564,language
corex_unanchored,20,12,nmf,20,0,0.02564102564102564,upon
corex_unanchored,20,12,lda,30,21,0.02564102564102564,soon
corex_unanchored,20,12,lda,30,16,0.02564102564102564,old
corex_unanchored,20,12,lda,30,12,0.02564102564102564,way
corex_unanchored,20,12,lda,30,10,0.02564102564102564,upon
lda,12,10,nmf,25,16,0.02564102564102564,family
lda,12,10,nmf,25,13,0.02564102564102564,king
lda,12,10,nmf,25,6,0.02564102564102564,king
lda,12,10,nmf,25,3,0.02564102564102564,emperor
lda,12,10,nmf,20,18,0.02564102564102564,family
lda,12,10,nmf,20,13,0.02564102564102564,king
lda,20,10,nmf,25,16,0.02564102564102564,family
nmf,10,7,nmf,15,9,0.02564102564102564,people
nmf,10,7,nmf,15,3,0.02564102564102564,emperor
nmf,10,7,nmf,15,0,0.02564102564102564,people
nmf,10,7,nmf,12,9,0.02564102564102564,people
nmf,10,7,nmf,12,6,0.02564102564102564,year
nmf,10,7,nmf,12,3,0.02564102564102564,emperor
nmf,10,7,nmf,12,0,0.02564102564102564,people
corex_unanchored,25,11,lda,25,18,0.02564102564102564,gate
corex_unanchored,25,11,lda,25,7,0.02564102564102564,city
corex_unanchored,25,11,lda,25,6,0.02564102564102564,city
corex_unanchored,25,11,lda,25,3,0.02564102564102564,side
corex_unanchored,25,11,lda,20,7,0.02564102564102564,city
corex_unanchored,25,11,lda,20,0,0.02564102564102564,side
corex_unanchored,25,11,lda,15,9,0.02564102564102564,side
corex_unanchored,25,11,lda,15,7,0.02564102564102564,city
corex_unanchored,25,11,lda,12,9,0.02564102564102564,side
lda,20,10,nmf,20,12,0.02564102564102564,year
lda,20,10,nmf,20,10,0.02564102564102564,emperor
lda,20,10,nmf,20,6,0.02564102564102564,king
corex_unanchored,20,0,nmf,25,0,0.02564102564102564,women
corex_unanchored,20,0,nmf,20,16,0.02564102564102564,women
corex_unanchored,20,0,nmf,15,0,0.02564102564102564,women
corex_unanchored,20,0,nmf,12,0,0.02564102564102564,women
corex_unanchored,20,0,nmf,10,0,0.02564102564102564,women
corex_unanchored,20,0,lda,12,9,0.02564102564102564,head
lda,12,10,stm,15,12,0.02564102564102564,emperor
lda,12,10,nmf,8,6,0.02564102564102564,king
nmf,10,7,nmf,20,14,0.02564102564102564,nagasaki
nmf,10,7,nmf,20,10,0.02564102564102564,emperor
nmf,10,7,nmf,20,9,0.02564102564102564,people
nmf,10,7,nmf,20,3,0.02564102564102564,emperor
nmf,10,7,nmf,15,14,0.02564102564102564,nagasaki
nmf,10,7,nmf,25,19,0.02564102564102564,year
nmf,10,7,nmf,25,17,0.02564102564102564,canton
nmf,10,7,nmf,25,14,0.02564102564102564,nagasaki
nmf,10,7,nmf,25,12,0.02564102564102564,shanghai
nmf,10,7,nmf,25,9,0.02564102564102564,people
nmf,10,7,nmf,25,6,0.02564102564102564,year
nmf,10,7,nmf,25,3,0.02564102564102564,emperor
nmf,10,7,nmf,25,0,0.02564102564102564,people
nmf,10,7,nmf,20,17,0.02564102564102564,canton
nmf,10,7,nmf,20,16,0.02564102564102564,people
nmf,10,7,nmf,20,15,0.02564102564102564,year
corex_anchored,20,15,corex_unanchored,10,0,0.02564102564102564,son
corex_unanchored,20,12,lda,30,6,0.02564102564102564,way
corex_unanchored,20,12,lda,25,16,0.02564102564102564,old
corex_anchored,20,14,stm,20,15,0.02564102564102564,family
lda,20,10,nmf,20,13,0.02564102564102564,king
nmf,10,7,nmf,30,21,0.02564102564102564,year
lda,10,1,lda,25,17,0.02564102564102564,men
lda,10,1,lda,25,7,0.02564102564102564,called
corex_unanchored,25,11,nmf,12,3,0.02564102564102564,city
corex_unanchored,25,11,nmf,10,3,0.02564102564102564,city
corex_unanchored,25,11,lda,8,2,0.02564102564102564,near
corex_unanchored,25,11,lda,30,18,0.02564102564102564,gate
corex_unanchored,25,11,lda,30,9,0.02564102564102564,side
corex_unanchored,25,11,lda,30,7,0.02564102564102564,city
nmf,10,7,nmf,30,17,0.02564102564102564,canton
nmf,10,7,nmf,30,12,0.02564102564102564,year
nmf,10,7,nmf,30,9,0.02564102564102564,people
nmf,10,7,nmf,30,7,0.02564102564102564,emperor
nmf,10,7,nmf,30,6,0.02564102564102564,country
corex_unanchored,20,12,lda,25,12,0.02564102564102564,way
nmf,10,7,nmf,30,0,0.02564102564102564,people
corex_unanchored,20,0,corex_unanchored,30,20,0.02564102564102564,bring
corex_unanchored,20,0,corex_unanchored,30,16,0.02564102564102564,everything
corex_unanchored,20,0,corex_unanchored,30,11,0.02564102564102564,set
lda,20,10,nmf,15,13,0.02564102564102564,king
lda,20,10,nmf,15,12,0.02564102564102564,year
lda,20,10,nmf,15,6,0.02564102564102564,king
lda,20,10,lda,8,2,0.02564102564102564,year
lda,20,10,lda,30,25,0.02564102564102564,year
lda,12,10,stm,25,7,0.02564102564102564,king
corex_unanchored,20,12,lda,20,16,0.02564102564102564,old
lda,15,5,lda,20,10,0.02564102564102564,year
corex_unanchored,25,19,nmf,20,11,0.02564102564102564,cultivated
nmf,10,7,nmf,8,7,0.02564102564102564,people
nmf,10,7,nmf,8,6,0.02564102564102564,year
nmf,10,7,nmf,8,3,0.02564102564102564,emperor
nmf,10,7,nmf,30,22,0.02564102564102564,shanghai
lda,12,10,stm,20,7,0.02564102564102564,king
lda,20,10,lda,30,23,0.02564102564102564,king
lda,20,10,lda,30,20,0.02564102564102564,year
corex_unanchored,20,1,lda,12,9,0.02564102564102564,men
corex_unanchored,20,1,lda,10,0,0.02564102564102564,law
corex_unanchored,20,1,corex_unanchored,30,6,0.02564102564102564,things
lda,20,10,lda,30,17,0.02564102564102564,yu
lda,20,10,lda,30,14,0.02564102564102564,law
lda,20,10,lda,30,13,0.02564102564102564,yu
corex_anchored,20,14,nmf,20,18,0.02564102564102564,family
corex_anchored,20,14,nmf,20,16,0.02564102564102564,women
corex_unanchored,25,19,nmf,20,8,0.02564102564102564,salt
nmf,10,7,stm,20,11,0.02564102564102564,emperor
lda,12,10,nmf,8,3,0.02564102564102564,emperor
lda,12,10,nmf,30,28,0.02564102564102564,men
lda,12,10,nmf,30,23,0.02564102564102564,god
corex_anchored,20,14,lda,25,0,0.02564102564102564,family
corex_anchored,20,14,lda,20,13,0.02564102564102564,family
corex_anchored,20,14,lda,20,11,0.02564102564102564,family
nmf,10,8,nmf,8,2,0.02564102564102564,taels
nmf,10,8,nmf,30,14,0.02564102564102564,per
nmf,10,8,nmf,25,14,0.02564102564102564,per
nmf,10,8,nmf,20,14,0.02564102564102564,per
nmf,10,8,nmf,15,14,0.02564102564102564,per
corex_anchored,20,14,stm,10,5,0.02564102564102564,family
corex_anchored,20,14,nmf,8,7,0.02564102564102564,family
corex_anchored,20,14,nmf,30,16,0.02564102564102564,family
corex_anchored,20,14,nmf,25,16,0.02564102564102564,family
corex_anchored,20,14,nmf,25,0,0.02564102564102564,women
corex_unanchored,25,19,nmf,15,11,0.02564102564102564,cultivated
lda,12,10,stm,20,17,0.02564102564102564,emperor
lda,12,10,stm,20,11,0.02564102564102564,emperor
lda,10,1,lda,20,6,0.02564102564102564,us
lda,10,1,lda,15,13,0.02564102564102564,called
lda,10,1,lda,15,7,0.02564102564102564,called
lda,10,1,lda,12,9,0.02564102564102564,men
lda,25,3,nmf,15,11,0.02564102564102564,pl
corex_unanchored,25,11,nmf,30,24,0.02564102564102564,side
corex_unanchored,25,11,nmf,30,6,0.02564102564102564,city
corex_unanchored,25,11,nmf,30,2,0.02564102564102564,city
corex_unanchored,25,11,nmf,25,23,0.02564102564102564,side
nmf,10,9,nmf,15,7,0.02564102564102564,people
nmf,10,9,nmf,12,7,0.02564102564102564,people
corex_anchored,20,14,lda,8,3,0.02564102564102564,family
corex_anchored,20,14,lda,30,11,0.02564102564102564,family
corex_anchored,20,14,lda,25,23,0.02564102564102564,family
corex_anchored,20,14,lda,25,11,0.02564102564102564,family
corex_anchored,20,14,lda,25,10,0.02564102564102564,family
lda,25,3,nmf,15,2,0.02564102564102564,notes
lda,12,7,lda,25,8,0.02564102564102564,name
corex_anchored,20,14,lda,15,11,0.02564102564102564,family
corex_anchored,20,14,lda,12,11,0.02564102564102564,family
corex_anchored,20,14,lda,12,10,0.02564102564102564,family
corex_anchored,20,14,lda,12,9,0.02564102564102564,head
corex_anchored,20,14,lda,10,9,0.02564102564102564,family
corex_anchored,20,14,lda,10,0,0.02564102564102564,family
corex_anchored,20,14,corex_unanchored,30,16,0.02564102564102564,never
corex_anchored,20,14,corex_unanchored,30,13,0.02564102564102564,return
corex_anchored,20,14,corex_unanchored,30,5,0.02564102564102564,food
corex_anchored,20,14,corex_unanchored,30,4,0.02564102564102564,come
corex_anchored,20,14,corex_unanchored,25,16,0.02564102564102564,woman
corex_anchored,20,14,corex_unanchored,25,9,0.02564102564102564,keep
lda,10,1,lda,20,13,0.02564102564102564,called
lda,10,1,lda,20,7,0.02564102564102564,called
corex_anchored,20,14,corex_unanchored,15,10,0.02564102564102564,come
corex_anchored,20,14,corex_unanchored,10,1,0.02564102564102564,go
nmf,10,9,stm,10,5,0.02564102564102564,law
nmf,10,9,nmf,8,2,0.02564102564102564,people
nmf,10,9,nmf,8,0,0.02564102564102564,art
nmf,10,9,nmf,30,29,0.02564102564102564,music
nmf,10,9,nmf,30,28,0.02564102564102564,men
nmf,10,9,nmf,30,10,0.02564102564102564,confucius
nmf,10,9,nmf,25,24,0.02564102564102564,music
nmf,10,9,nmf,25,10,0.02564102564102564,confucius
nmf,10,9,nmf,25,7,0.02564102564102564,people
nmf,10,9,nmf,20,10,0.02564102564102564,heaven
nmf,10,9,nmf,20,7,0.02564102564102564,people
corex_unanchored,25,11,nmf,20,4,0.02564102564102564,side
lda,10,1,lda,12,7,0.02564102564102564,called
lda,10,1,lda,12,0,0.02564102564102564,called
corex_anchored,20,13,nmf,25,9,0.02564102564102564,nature
corex_anchored,20,13,nmf,25,1,0.02564102564102564,course
corex_anchored,20,13,nmf,20,9,0.02564102564102564,nature
nmf,12,0,nmf,25,16,0.02564102564102564,family
nmf,12,0,nmf,25,7,0.02564102564102564,people
nmf,12,0,nmf,25,6,0.02564102564102564,son
nmf,12,0,nmf,20,18,0.02564102564102564,family
nmf,12,0,nmf,20,15,0.02564102564102564,god
nmf,12,0,nmf,20,7,0.02564102564102564,people
nmf,12,0,nmf,15,7,0.02564102564102564,people
corex_unanchored,25,0,nmf,15,10,0.02564102564102564,human
corex_unanchored,25,0,nmf,12,10,0.02564102564102564,human
corex_unanchored,25,0,lda,8,0,0.02564102564102564,law
corex_unanchored,25,0,lda,30,22,0.02564102564102564,earth
corex_anchored,20,14,corex_unanchored,20,4,0.02564102564102564,family
corex_anchored,20,14,corex_unanchored,20,2,0.02564102564102564,never
lda,20,10,lda,25,20,0.02564102564102564,year
lda,20,10,lda,25,19,0.02564102564102564,emperor
corex_unanchored,20,1,lda,25,18,0.02564102564102564,son
corex_unanchored,20,1,lda,25,17,0.02564102564102564,men
corex_unanchored,20,1,lda,25,15,0.02564102564102564,men
corex_unanchored,20,1,lda,20,19,0.02564102564102564,men
corex_unanchored,20,1,lda,15,7,0.02564102564102564,son
lda,20,10,lda,25,11,0.02564102564102564,family
corex_unanchored,20,16,lda,30,23,0.02564102564102564,rice
corex_unanchored,20,16,lda,30,20,0.02564102564102564,winter
corex_unanchored,25,0,lda,30,19,0.02564102564102564,heaven
corex_anchored,20,13,nmf,30,19,0.02564102564102564,nature
corex_anchored,20,13,nmf,30,9,0.02564102564102564,nature
corex_anchored,20,13,nmf,30,1,0.02564102564102564,course
corex_anchored,20,13,nmf,25,21,0.02564102564102564,case
corex_anchored,20,13,nmf,25,20,0.02564102564102564,nature
nmf,12,0,stm,10,5,0.02564102564102564,family
nmf,12,0,nmf,8,2,0.02564102564102564,people
nmf,12,0,nmf,30,28,0.02564102564102564,men
nmf,12,0,nmf,30,21,0.02564102564102564,god
nmf,12,0,nmf,30,16,0.02564102564102564,family
nmf,12,0,nmf,30,12,0.02564102564102564,moon
nmf,12,0,nmf,30,6,0.02564102564102564,son
nmf,12,0,nmf,25,19,0.02564102564102564,god
corex_anchored,20,13,stm,25,16,0.02564102564102564,nature
corex_unanchored,25,0,stm,10,5,0.02564102564102564,law
corex_unanchored,25,0,nmf,30,23,0.02564102564102564,god
corex_anchored,20,13,nmf,8,7,0.02564102564102564,nature
corex_anchored,20,13,nmf,30,20,0.02564102564102564,case
lda,20,10,lda,30,11,0.02564102564102564,family
lda,20,10,lda,30,4,0.02564102564102564,emperor
lda,20,10,lda,25,21,0.02564102564102564,year
corex_unanchored,20,1,lda,8,0,0.02564102564102564,law
corex_unanchored,20,1,lda,30,28,0.02564102564102564,men
corex_unanchored,20,1,lda,30,24,0.02564102564102564,son
corex_unanchored,20,1,lda,30,21,0.02564102564102564,men
corex_unanchored,20,1,lda,30,19,0.02564102564102564,men
corex_unanchored,20,1,lda,30,18,0.02564102564102564,son
corex_unanchored,20,1,lda,30,15,0.02564102564102564,law
corex_unanchored,20,1,lda,30,14,0.02564102564102564,law
corex_unanchored,25,0,nmf,30,21,0.02564102564102564,god
nmf,12,0,stm,25,7,0.02564102564102564,moon
nmf,12,0,stm,20,15,0.02564102564102564,family
corex_unanchored,25,0,nmf,25,22,0.02564102564102564,god
nmf,12,0,stm,20,7,0.02564102564102564,moon
corex_unanchored,25,0,nmf,25,19,0.02564102564102564,god
corex_unanchored,25,0,nmf,25,0,0.02564102564102564,man
corex_unanchored,25,0,nmf,20,19,0.02564102564102564,human
corex_anchored,20,13,lda,30,27,0.02564102564102564,course
corex_anchored,20,13,lda,30,22,0.02564102564102564,right
corex_anchored,20,13,lda,30,14,0.02564102564102564,nature
corex_anchored,20,13,lda,30,6,0.02564102564102564,way
corex_anchored,20,13,lda,30,1,0.02564102564102564,different
corex_anchored,20,13,lda,25,22,0.02564102564102564,course
lda,10,0,stm,20,15,0.02564102564102564,family
lda,10,0,nmf,8,6,0.02564102564102564,called
lda,10,0,nmf,8,4,0.02564102564102564,small
lda,10,0,nmf,8,3,0.02564102564102564,dynasty
lda,25,3,nmf,12,11,0.02564102564102564,pl
nmf,12,0,stm,30,7,0.02564102564102564,moon
lda,25,3,lda,30,19,0.02564102564102564,side
lda,25,3,lda,30,13,0.02564102564102564,notes
lda,12,10,stm,30,7,0.02564102564102564,king
lda,25,3,lda,30,5,0.02564102564102564,new
lda,25,3,lda,30,4,0.02564102564102564,wen
lda,25,3,lda,30,2,0.02564102564102564,fish
lda,12,11,lda,15,6,0.02564102564102564,north
lda,12,11,lda,15,3,0.02564102564102564,north
lda,12,11,lda,15,2,0.02564102564102564,peking
lda,12,11,lda,15,0,0.02564102564102564,family
corex_unanchored,20,16,nmf,20,8,0.02564102564102564,salt
corex_unanchored,20,16,nmf,15,14,0.02564102564102564,iron
nmf,12,1,nmf,25,18,0.02564102564102564,north
nmf,12,1,nmf,20,16,0.02564102564102564,water
nmf,12,1,nmf,20,10,0.02564102564102564,city
corex_anchored,20,13,nmf,20,1,0.02564102564102564,course
corex_anchored,20,13,nmf,20,0,0.02564102564102564,case
corex_anchored,20,13,nmf,15,9,0.02564102564102564,nature
corex_anchored,20,13,nmf,12,9,0.02564102564102564,nature
corex_anchored,20,13,nmf,10,9,0.02564102564102564,nature
nmf,12,2,nmf,15,12,0.02564102564102564,shanghai
nmf,12,2,nmf,15,10,0.02564102564102564,work
nmf,12,2,nmf,15,7,0.02564102564102564,mr
corex_unanchored,15,8,lda,25,7,0.02564102564102564,yuan
lda,25,3,nmf,30,4,0.02564102564102564,species
lda,25,3,nmf,30,0,0.02564102564102564,fish
corex_anchored,20,13,lda,15,6,0.02564102564102564,course
corex_anchored,20,13,corex_unanchored,30,21,0.02564102564102564,similar
corex_anchored,20,13,corex_unanchored,25,23,0.02564102564102564,becomes
corex_anchored,20,13,corex_unanchored,25,22,0.02564102564102564,similar
corex_anchored,20,13,corex_unanchored,20,12,0.02564102564102564,way
corex_anchored,20,13,corex_unanchored,15,12,0.02564102564102564,become
