left_model,left_K,left_topic_id,right_model,right_K,right_topic_id,jaccard_top_words,overlapping_words
bertopic_chunk_dual_stopworded,,0,bertopic,,0,1.0,breadth; chinensis; chusan; cochin; folio; genus; infra; sinensis; tab; var
nmf,10,8,nmf,12,8,1.0,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value; weight
lda,12,8,lda,15,8,1.0,canton; chinensis; cochin; cultivated; et; fig; fl; folio; hgk; leaves; linn; lour; name; osb; plant; plants; see; sin; tab; tree
bertopic_chunk_dual_stopworded,,24,bertopic,,24,1.0,heen; iii iii; itinerary; kabaran; keang; mun; tsz; tze; yeh; yukan
bertopic_chunk_dual_stopworded,,25,bertopic,,25,1.0,attraction; axis; dip; hemisphere; magnetic; magnetism; nucleus; periodical; terrestrial; terrestrial magnetism
nmf,10,3,nmf,12,3,1.0,ai; ang; ch; city; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,10,5,nmf,12,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
bertopic_chunk_dual_stopworded,,2,bertopic,,2,1.0,altar; architecture; coffin; marble; monuments; offerings; pagodas; pillars; terrace; towers
nmf,10,5,nmf,15,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,10,5,nmf,20,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,10,5,nmf,25,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,10,5,nmf,30,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
lda,15,2,lda,20,2,1.0,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sea; sept; table; temperature; year
lda,10,8,lda,12,8,1.0,canton; chinensis; cochin; cultivated; et; fig; fl; folio; hgk; leaves; linn; lour; name; osb; plant; plants; see; sin; tab; tree
lda,10,8,lda,15,8,1.0,canton; chinensis; cochin; cultivated; et; fig; fl; folio; hgk; leaves; linn; lour; name; osb; plant; plants; see; sin; tab; tree
bertopic_chunk_dual_stopworded,,23,bertopic,,23,1.0,islam; jews; koran; mecca; medina; mohammed; moslem; moslems; mosque; prophet
nmf,25,22,nmf,30,23,1.0,buddha; buddhist; christ; confucius; giles; god; holy; jesus; kneeling; lao; mother; nestorian; picture; portraits; priest; priests; professor; tai; trinity; tzu
nmf,25,23,nmf,30,24,1.0,anterior; aperture; bristle; bristles; broad; curved; dorsal; edge; fig; figure; hairs; length; plate; posterior; side; slender; slightly; specimens; tarsus; ventral
nmf,25,20,nmf,30,19,1.0,ancient; art; artistic; beautiful; beauty; bronze; bronzes; buddhist; colour; culture; decorative; design; dynasty; greek; nature; painting; period; porcelain; pottery; work
bertopic_chunk_dual_stopworded,,20,bertopic,,20,1.0,chai; chu hsi; confucianists; disciple; human nature; meh; micius; ssu-ma; teachings; yao shun
bertopic_chunk_dual_stopworded,,21,bertopic,,21,1.0,brightness; creator; demon; deus; hell; hells; sins; thou; thy; yima
bertopic_chunk_dual_stopworded,,22,bertopic,,22,1.0,adversary; cannon; chess; diagram; file; games; knight; moves; pawn; rook
nmf,25,19,nmf,30,21,1.0,abu; arabic; faith; god; ibn; islam; koran; liu; mecca; mohammed; moslem; moslems; mosque; pp; prayer; prophet; religion; said; wakkas; year
nmf,10,0,nmf,15,0,1.0,children; day; dragon; family; father; god; heaven; house; husband; man; men; moon; mother; people; son; spirits; temple; wife; women; worship
bertopic_chunk_dual_stopworded,,3,bertopic,,3,1.0,americans; audience; commissioners; garnier; kweiliang; mandarins; negotiations; tong-king; treaties; treaty
nmf,25,17,nmf,30,17,1.0,canton; chinensis; chusan; cochin; et; fig; fl; foliis; folio; hgk; isl; linn; lour; osb; pl; plant; plants; sin; tab; var
nmf,25,16,nmf,30,16,1.0,bill; bird; birds; black; brown; family; feathers; formosa; genus; migrant; pall; species; specimens; styan; swinhoe; tail; tenths; white; wing; yellowish
nmf,25,15,nmf,30,15,1.0,altar; day; dragon; earth; emperor; god; gods; hall; heaven; incense; man; moon; people; religion; ruler; sacrifice; spirit; spirits; temple; worship
bertopic_chunk_dual_stopworded,,18,bertopic,,18,1.0,bride; contract; exogamy; family law; husband's; law chinese; marriages; marry; patria; widow
bertopic_chunk_dual_stopworded,,19,bertopic,,19,1.0,anthropological; aryan; immigrants; lamaism; lhasa; migration; migrations; philippines; south america; tibetans
nmf,25,10,nmf,30,10,1.0,architecture; buildings; built; city; confucius; dynasty; feet; figures; fu; gate; hall; marble; monuments; pagoda; pillars; stone; temple; tomb; tombs; wall
nmf,25,11,nmf,30,11,1.0,apricot; breadth; cm; cultivated; fig; fruits; gourd; harbin; length; manchuria; melons; pl; rice; see; skvortzow; taro; var; varieties; variety; vegetable
nmf,25,9,nmf,30,9,1.0,confucius; destiny; doctrine; duke; heaven; life; love; man; men; mencius; moral; nature; people; principle; said; tao; things; tsi; tzu; virtue
bertopic_chunk_dual_stopworded,,16,bertopic,,16,1.0,avait; concubine; elle; femme; fut; madame; ouang; tai-y; tait; vous
bertopic_chunk_dual_stopworded,,17,bertopic,,17,1.0,chinese law; district magistrate; infanticide; law practice; offence; offences; penal; penalty; robbery; witchcraft
lda,20,8,lda,25,8,1.0,canton; chin; chinensis; cochin; cult; et; fig; fl; foliis; folio; hgk; india; linn; lour; name; osb; plant; plants; sin; tab
lda,20,8,lda,30,8,1.0,canton; chin; chinensis; cochin; cult; et; fig; fl; foliis; folio; hgk; india; linn; lour; name; osb; plant; plants; sin; tab
nmf,12,5,nmf,15,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,12,5,nmf,20,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,12,5,nmf,25,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,12,5,nmf,30,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,25,5,nmf,30,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
bertopic_chunk_dual_stopworded,,14,bertopic,,14,1.0,asterisms; astronomical; cycle; eclipses; equinox; jupiter; lunar; solar; solstice; zodiac
lda,10,6,lda,12,6,1.0,autres; aux; bien; cette; cheo; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
bertopic_chunk_dual_stopworded,,15,bertopic,,15,1.0,celsius; eastern asia; hkiang; humidity; latitude; maximum; minimum; spring summer; temperature; vapour
nmf,25,4,nmf,30,4,1.0,base; calyx; common; erect; flora; flower; flowers; glabrous; green; lanceolate; leaflets; leaves; mm; ovate; plant; plants; seed; slender; species; white
lda,20,11,lda,25,11,1.0,april; bird; birds; black; chihli; chinkiang; common; family; genus; north; pall; peking; seen; species; specimens; styan; summer; swinhoe; white; winter
lda,20,11,lda,30,11,1.0,april; bird; birds; black; chihli; chinkiang; common; family; genus; north; pall; peking; seen; species; specimens; styan; summer; swinhoe; white; winter
nmf,25,1,nmf,30,1,1.0,bank; banks; bed; canal; channel; city; course; feet; ho; island; lake; level; miles; plain; river; sea; south; stream; water; yellow
nmf,20,15,nmf,30,21,1.0,abu; arabic; faith; god; ibn; islam; koran; liu; mecca; mohammed; moslem; moslems; mosque; pp; prayer; prophet; religion; said; wakkas; year
bertopic_chunk_dual_stopworded,,13,bertopic,,13,1.0,chinese musical; diameter; drum; gong; holes; inches diameter; inches long; musical instruments; pipe; pipes
nmf,20,13,nmf,25,13,1.0,au; bishop; chine; dans; de; des; du; en; et; garnier; king; la; le; les; nous; que; qui; sur; tong; vol
nmf,12,9,nmf,15,9,1.0,confucius; destiny; doctrine; heaven; law; life; love; man; men; mencius; mind; nature; people; principle; principles; tao; things; tsi; tzu; virtue
nmf,12,8,nmf,20,8,1.0,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value; weight
nmf,12,8,nmf,25,8,1.0,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value; weight
bertopic_chunk_dual_stopworded,,4,bertopic,,4,1.0,an-shih; annam; defeat; eldest son; eunuch; generals; kwo; rebel; rebels; wang an-shih
bertopic_chunk_dual_stopworded,,5,bertopic,,5,1.0,aug; aug sept; dec; feb; jan; jan feb; july aug; mar; nov dec; sept oct
nmf,12,7,nmf,20,7,1.0,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; shanghai; trade; treaty; year; yedo
nmf,20,15,nmf,25,19,1.0,abu; arabic; faith; god; ibn; islam; koran; liu; mecca; mohammed; moslem; moslems; mosque; pp; prayer; prophet; religion; said; wakkas; year
nmf,20,11,nmf,30,11,1.0,apricot; breadth; cm; cultivated; fig; fruits; gourd; harbin; length; manchuria; melons; pl; rice; see; skvortzow; taro; var; varieties; variety; vegetable
nmf,20,11,nmf,25,11,1.0,apricot; breadth; cm; cultivated; fig; fruits; gourd; harbin; length; manchuria; melons; pl; rice; see; skvortzow; taro; var; varieties; variety; vegetable
lda,25,7,lda,30,7,1.0,ancient; asia; called; century; ch; city; country; history; khan; mongol; mongols; name; polo; river; see; shi; ta; west; western; yuan
lda,25,8,lda,30,8,1.0,canton; chin; chinensis; cochin; cult; et; fig; fl; foliis; folio; hgk; india; linn; lour; name; osb; plant; plants; sin; tab
nmf,20,8,nmf,25,8,1.0,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value; weight
bertopic_chunk_dual_stopworded,,12,bertopic,,12,1.0,classifier; corean; elementary; elementary characters; ideographic; k'ang hsi; shuo; tones; vowel; vowels
lda,25,11,lda,30,11,1.0,april; bird; birds; black; chihli; chinkiang; common; family; genus; north; pall; peking; seen; species; specimens; styan; summer; swinhoe; white; winter
nmf,20,5,nmf,25,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,20,5,nmf,30,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
bertopic_chunk_dual_stopworded,,10,bertopic,,10,1.0,branch asiatic; election; histories; hon; honorary; list members; road shanghai; robert; s'hai; society's
bertopic_chunk_dual_stopworded,,11,bertopic,,11,1.0,catties; ch'wan; great drought; hkiang; land-tax; likin; revenue; taels year; tax; tls
bertopic_chunk_dual_stopworded,,6,bertopic,,6,1.0,annam; annam minor; coin; coinage; dollar; minor currency; mint; obverse; obverse reverse; tael
bertopic_chunk_dual_stopworded,,8,bertopic,,8,1.0,central western; history central; medieval geography; mohammedan; notices medieval; samarcand; tom; turkish; uigurs; western asia
bertopic_chunk_dual_stopworded,,9,bertopic,,9,1.0,cosmic; destiny; holy men; immaterial; immortality; plato; senses; taoism; tse; ultimate
stm,20,1,stm,25,20,1.0,canton; china_cochin; chusan; cochin; danes; foliis; folio; linn; lour; martini; osbeck; plant; plants; sin; tab
nmf,15,14,nmf,20,14,1.0,beds; carboniferous; coal; deg; formations; geology; hills; iron; limestone; mines; nagasaki; per; rock; rocks; sandstone; sediments; shale; shan; strata; ton
lda,25,21,lda,30,25,1.0,annual; asia; aug; dec; eastern; feb; jan; july; june; mar; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
bertopic_chunk_dual_stopworded,,7,bertopic,,7,1.0,artistic; bronze; bronzes; chinese art; chinese porcelain; painting; porcelains; potteries; pottery; wares
stm,20,3,stm,25,3,1.0,autumn; chehkiang; cheo; drought; fuhkien; land; land_tax; likin; remitted; road; roads; salt; spring; summer; taels; tax
nmf,15,5,nmf,20,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,15,5,nmf,25,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,15,5,nmf,30,5,1.0,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; quelques; se; un; une; était
nmf,15,6,nmf,20,6,1.0,ancient; aryan; asia; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes; word
bertopic_chunk_dual_stopworded,,28,bertopic,,28,1.0,anduri; garments; men wear; orotchi; pepos; petticoats; savages; taiga; waist; women wear
bertopic_chunk_dual_stopworded,,29,bertopic,,29,1.0,agricole; agricole rale; carte; carte agricole; cultures; glaciers; grazing; rale l'empire; sahara; vegetation
bertopic_chunk_dual_stopworded,,30,bertopic,,30,1.0,amur; amur river; complex; goldi; northern tungus; orotchis; pal; reindeer; shamanism; tungus
bertopic_chunk_dual_stopworded,,31,bertopic,,31,1.0,ceux; elles; fait; guild; l'on; leurs; que l'on; quelques; ses; temps
lda,12,2,lda,15,2,1.0,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sea; sept; table; temperature; year
lda,12,2,lda,20,2,1.0,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sea; sept; table; temperature; year
bertopic_chunk_dual_stopworded,,32,bertopic,,32,1.0,actor; actors; airs; chinese respecting; drama; hsuan wang; mei; ming huang; musical instruments; stone drums
bertopic_chunk_dual_stopworded,,26,bertopic,,26,1.0,bithe; bithe vols; der gabelentz; libraries; manchu chinese; road shanghai; svo; vide wylie; vols; vols large
bertopic_chunk_dual_stopworded,,27,bertopic,,27,1.0,avoidance; avoided; avoiding; eunuchs; exogamy; great officer; hospital; mencius reformers; reformers; reformers china
nmf,10,8,nmf,20,8,1.0,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value; weight
nmf,10,8,nmf,25,8,1.0,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value; weight
stm,25,7,stm,30,7,1.0,aryan; calendar; chow; cycle; indian; jupiter; king; language; lunar; meaning; modern; moon; myth; origin; sanscrit; solar; stars; sun; word; zodiac
bertopic_chunk_dual_stopworded,,1,bertopic,,1,1.0,coal; gorge; left bank; limestone; mile; navigable; right bank; sandstone; shore; tide
nmf,10,6,nmf,8,6,1.0,ancient; aryan; asia; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes; year
nmf,10,7,nmf,12,7,1.0,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; shanghai; trade; treaty; year; yedo
nmf,10,7,nmf,20,7,1.0,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; shanghai; trade; treaty; year; yedo
stm,15,3,stm,25,3,0.9411764705882353,autumn; chehkiang; cheo; drought; fuhkien; land; land_tax; likin; remitted; road; roads; salt; spring; summer; taels; tax
stm,20,9,stm,25,9,0.9411764705882353,bank; bore; channel; city; feet; gorge; hills; island; journey; left_bank; mile; miles; right_bank; river; stream; village
stm,15,3,stm,20,3,0.9411764705882353,autumn; chehkiang; cheo; drought; fuhkien; land; land_tax; likin; remitted; road; roads; salt; spring; summer; taels; tax
nmf,10,6,nmf,20,6,0.9047619047619048,ancient; aryan; asia; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes
nmf,10,7,nmf,8,2,0.9047619047619048,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; shanghai; trade; treaty; year
nmf,10,7,nmf,15,7,0.9047619047619048,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; trade; treaty; year; yedo
lda,12,2,lda,30,25,0.9047619047619048,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
nmf,15,5,nmf,8,5,0.9047619047619048,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; se; un; une; était
lda,12,2,lda,25,21,0.9047619047619048,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
nmf,15,3,nmf,25,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yang; yu; yuan
nmf,15,3,nmf,20,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,20,0,nmf,30,20,0.9047619047619048,case; children; code; death; exogamy; family; father; husband; law; magistrate; man; marriage; mother; parents; son; sons; upon; wife; yu
nmf,20,1,nmf,30,1,0.9047619047619048,bank; bed; canal; channel; city; course; feet; ho; island; lake; level; miles; plain; river; sea; south; stream; water; yellow
nmf,20,0,nmf,25,21,0.9047619047619048,case; children; code; death; exogamy; family; father; husband; king; law; magistrate; man; marriage; mother; parents; son; sons; upon; wife
nmf,15,14,nmf,25,14,0.9047619047619048,beds; carboniferous; coal; deg; formations; geology; hills; limestone; mines; nagasaki; per; rock; rocks; sandstone; sediments; shale; shan; strata; ton
nmf,15,13,nmf,25,13,0.9047619047619048,au; bishop; dans; de; des; du; en; et; garnier; king; la; le; les; nous; que; qui; sur; tong; vol
nmf,20,1,nmf,25,1,0.9047619047619048,bank; bed; canal; channel; city; course; feet; ho; island; lake; level; miles; plain; river; sea; south; stream; water; yellow
nmf,15,13,nmf,20,13,0.9047619047619048,au; bishop; dans; de; des; du; en; et; garnier; king; la; le; les; nous; que; qui; sur; tong; vol
lda,25,23,lda,30,23,0.9047619047619048,called; cm; fruit; ki; king; leaves; length; manchuria; name; plant; plants; rh; rice; see; shi; small; tree; var; ya
nmf,10,6,nmf,12,6,0.9047619047619048,ancient; aryan; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes; year
nmf,10,8,nmf,15,8,0.9047619047619048,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value
nmf,10,6,nmf,15,6,0.9047619047619048,ancient; aryan; asia; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes
nmf,20,3,nmf,8,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,25,14,lda,30,29,0.9047619047619048,après; aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
nmf,15,6,nmf,8,6,0.9047619047619048,ancient; aryan; asia; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes
nmf,20,6,nmf,8,6,0.9047619047619048,ancient; aryan; asia; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes
nmf,20,7,nmf,8,2,0.9047619047619048,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; shanghai; trade; treaty; year
nmf,20,12,nmf,25,12,0.9047619047619048,apr; aug; dec; dip; feb; jan; july; june; magnetic; mean; meteorological; mm; needle; observations; oct; sept; shanghai; temperature; wind
nmf,20,5,nmf,8,5,0.9047619047619048,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; se; un; une; était
nmf,12,11,nmf,15,11,0.9047619047619048,breadth; cm; cultivated; fig; flowers; fruits; leaves; length; linn; lour; manchuria; osb; pl; plant; plants; skvortzow; taro; var; variety
nmf,15,3,nmf,8,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,15,2,nmf,20,2,0.9047619047619048,book; books; collection; dr; esq; giles; journal; library; members; mr; mrs; rev; reviews; road; shanghai; society; volume; work; works
nmf,12,6,nmf,8,6,0.9047619047619048,ancient; aryan; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes; year
nmf,25,14,nmf,30,14,0.9047619047619048,beds; carboniferous; coal; deg; formations; fossils; geology; hills; limestone; mines; per; rock; rocks; sandstone; sediments; shale; shan; strata; ton
nmf,12,6,nmf,20,6,0.9047619047619048,ancient; aryan; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes; word
nmf,12,6,nmf,15,6,0.9047619047619048,ancient; aryan; calendar; called; greek; history; india; indian; king; language; lunar; modern; myth; name; race; sanscrit; shi; tribes; word
lda,20,7,lda,30,7,0.9047619047619048,ancient; called; century; ch; city; country; history; khan; mongol; mongols; name; polo; river; see; shi; ta; west; western; yuan
nmf,12,7,nmf,8,2,0.9047619047619048,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; shanghai; trade; treaty; year
nmf,20,18,nmf,25,16,0.9047619047619048,bill; bird; birds; black; brown; family; formosa; genus; migrant; pall; species; specimens; styan; swinhoe; tail; tenths; white; wing; yellowish
nmf,20,18,nmf,30,16,0.9047619047619048,bill; bird; birds; black; brown; family; formosa; genus; migrant; pall; species; specimens; styan; swinhoe; tail; tenths; white; wing; yellowish
nmf,12,0,nmf,15,0,0.9047619047619048,children; day; dragon; family; father; god; heaven; house; husband; man; men; moon; mother; people; son; spirits; wife; women; worship
nmf,10,3,nmf,20,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,12,6,lda,25,14,0.9047619047619048,autres; aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
lda,12,6,lda,15,14,0.9047619047619048,autres; aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
nmf,10,4,nmf,8,4,0.9047619047619048,black; brown; cm; fig; flowers; genus; leaves; length; manchuria; mm; pl; plant; plants; slender; small; species; tail; var; white
nmf,10,3,nmf,15,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,25,21,nmf,30,20,0.9047619047619048,case; children; code; death; exogamy; family; father; husband; law; magistrate; man; marriage; mother; parents; property; son; sons; upon; wife
lda,15,12,lda,20,12,0.9047619047619048,confucius; good; heaven; human; law; life; man; men; mind; nature; people; said; says; spirit; things; thus; way; without; world
lda,15,14,lda,25,14,0.9047619047619048,autres; aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
nmf,10,3,nmf,8,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,10,5,nmf,8,5,0.9047619047619048,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; se; un; une; était
lda,15,2,lda,25,21,0.9047619047619048,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
lda,15,2,lda,30,25,0.9047619047619048,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
nmf,30,5,nmf,8,5,0.9047619047619048,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; se; un; une; était
lda,20,2,lda,25,21,0.9047619047619048,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
nmf,10,0,nmf,12,0,0.9047619047619048,children; day; dragon; family; father; god; heaven; house; husband; man; men; moon; mother; people; son; spirits; wife; women; worship
nmf,10,1,nmf,12,1,0.9047619047619048,bank; canal; channel; city; coal; feet; hills; island; level; limestone; miles; north; plain; river; rocks; sea; south; stream; water
nmf,10,1,nmf,8,1,0.9047619047619048,bank; canal; channel; city; coal; feet; hills; island; large; level; limestone; miles; north; plain; river; sea; south; stream; water
nmf,12,3,nmf,20,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,12,3,nmf,15,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
nmf,12,3,nmf,8,3,0.9047619047619048,ai; ang; ch; dynasty; emperor; fu; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
lda,15,14,lda,30,29,0.9047619047619048,aux; bien; cette; chine; chinois; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
lda,20,2,lda,30,25,0.9047619047619048,annual; asia; aug; dec; eastern; feb; jan; july; june; mean; mm; nov; observations; oct; peking; sept; table; temperature; year
lda,20,7,lda,25,7,0.9047619047619048,ancient; called; century; ch; city; country; history; khan; mongol; mongols; name; polo; river; see; shi; ta; west; western; yuan
nmf,20,17,nmf,30,17,0.9047619047619048,canton; chinensis; chusan; cochin; et; fig; fl; foliis; folio; hgk; isl; linn; lour; osb; plant; plants; sin; tab; var
nmf,20,17,nmf,25,17,0.9047619047619048,canton; chinensis; chusan; cochin; et; fig; fl; foliis; folio; hgk; isl; linn; lour; osb; plant; plants; sin; tab; var
nmf,20,14,nmf,25,14,0.9047619047619048,beds; carboniferous; coal; deg; formations; geology; hills; limestone; mines; nagasaki; per; rock; rocks; sandstone; sediments; shale; shan; strata; ton
nmf,15,7,nmf,20,7,0.9047619047619048,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; trade; treaty; year; yedo
nmf,15,8,nmf,20,8,0.9047619047619048,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value
nmf,15,8,nmf,25,8,0.9047619047619048,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value
nmf,12,8,nmf,15,8,0.9047619047619048,cash; coin; coinage; coins; copper; currency; gold; mint; money; obverse; per; reverse; salt; silver; tael; taels; tax; tls; value
nmf,12,7,nmf,15,7,0.9047619047619048,british; canton; country; emperor; events; foreign; foreigners; government; japan; japanese; mr; nagasaki; peking; people; retrospect; trade; treaty; year; yedo
nmf,12,5,nmf,8,5,0.9047619047619048,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; se; un; une; était
lda,10,7,lda,12,7,0.9047619047619048,ai; ancient; ang; called; ch; city; dynasty; emperor; han; history; king; lu; name; see; shi; ts; wu; yu; yuan
nmf,25,5,nmf,8,5,0.9047619047619048,après; autres; aux; bien; cette; chine; deux; dont; leurs; lui; ne; on; ont; plus; qu; se; un; une; était
lda,10,6,lda,25,14,0.9047619047619048,autres; aux; bien; cette; chine; deux; dont; fut; lui; ne; nom; on; ont; plus; qu; se; un; une; était
nmf,25,3,nmf,30,7,0.9047619047619048,ai; ang; ao; ch; dynasty; emperor; han; huang; ien; ing; lu; shih; sung; ts; tsung; wang; wu; yu; yuan
