model,K,topic_id,top_words,cross_model_matches,human_readable_interpretation
nmf,30,23,christ; nestorian; giles; buddha; picture; tzu; lao; professor; portraits; priests; kneeling; priest; tai; trinity; confucius; jesus; god; holy; buddhist; mother,16,
nmf,30,24,ventral; dorsal; posterior; bristle; anterior; hairs; bristles; side; edge; plate; aperture; fig; slender; specimens; slightly; figure; curved; tarsus; length; broad,10,
nmf,30,25,japanese; japan; nagasaki; yedo; dutch; simoda; scholars; government; sciences; hakodadi; physics; treaties; bay; lecture; chemistry; commodore; prince; nations; science; treaty,10,
nmf,30,26,tungus; tibetan; tibet; shaman; tibetans; lamaism; america; peoples; goldi; culture; shamanism; groups; asia; northern; manchuria; lamas; race; migration; tribes; type,18,
nmf,30,27,portuguese; macao; ship; islands; charts; canton; island; captain; sailed; sailing; trade; trading; mystery; english; bishop; september; ships; sea; monsoon; merchants,30,
nmf,30,28,game; black; men; board; play; white; chess; games; plays; diagram; adversary; played; corner; move; pieces; char; pawn; wei; players; player,16,
nmf,30,29,characters; words; language; writing; character; languages; word; phonetic; notation; use; music; meaning; sounds; system; notes; english; written; musical; tones; sound,24,
nmf,8,0,mr; shanghai; work; dr; de; books; art; society; book; library; collection; giles; works; notes; characters; history; author; la; reviews; volume,18,
nmf,8,1,river; miles; feet; water; coal; bank; island; south; hills; sea; city; channel; limestone; canal; north; village; plain; level; large; stream,27,
nmf,8,2,government; japan; shanghai; foreign; retrospect; japanese; year; mr; peking; country; british; treaty; foreigners; nagasaki; canton; people; trade; events; emperor; taels,39,
nmf,8,3,ch; dynasty; emperor; yuan; wang; ts; shih; wu; yu; ai; fu; ang; ien; sung; han; ing; lu; huang; tsung; hsien,20,
nmf,8,4,species; cm; fig; leaves; flowers; mm; white; plants; slender; length; plant; brown; black; genus; pl; manchuria; small; var; tail; birds,33,
nmf,8,5,on; une; un; qu; plus; ne; se; cette; dont; chine; aux; autres; ont; était; après; deux; leurs; lui; de; bien,0,
nmf,8,6,king; name; ancient; history; shi; aryan; indian; greek; tribes; sanscrit; myth; called; modern; india; year; race; asia; language; calendar; lunar,33,
nmf,8,7,heaven; man; confucius; men; god; life; people; spirit; nature; said; law; spirits; good; day; earth; tzu; mind; family; love; things,25,
stm,10,0,species; styan; skvortzow; length; birds; orn; zool; white; genus; length_breadth; ibis; leaves; manchuria; swinhoe; north_manchuria; flowers; breadth; breadth; fish; dorsal,27,
stm,10,1,lour; lour; chinese_plants; sin; linn; flore; cultivated_china; plant; cochin; thbg; kth; canton; plants; fructu; polygonum; tree; chinense; leaves; tab; frutex,15,
stm,10,2,mean; temperature; magnetic; temperature; sea; victoria; amoor; asia; eastern; latitude; magnetism; annual; observations; vapour; continent; peking; eastern_asia; table; eastern_asia; nerchinsk,18,
stm,10,3,taels; taels; tax; summer; salt; chehkiang; tael; cash; silver; land_tax; tls; cheo; province; drought; salt; road; guild; land; spring; cheo,9,
stm,10,4,inches; porcelain; coins; coins; reverse; obverse; coin; porcelain; black; musical; musical_instruments; copper; cash; wares; bronze; white; coinage; characters; instruments; instrument,27,
stm,10,5,government; treaty; portuguese; law; foreign; magistrate; chinese_law; shanghai; sent; commissioners; president; shall; peking; foreigners; settlement; emperor; code; soon; family; forts,40,
stm,10,6,king; yuan_shi; mohammed; emperor; city; khan; annam; yuan; shi; tong_king; tom; son; sent; rashid; prophet; century; garnier; mongol; khan; polo,39,
stm,10,7,heaven; virtue; heaven; emperor; nature; love; filial; confucius; god; confucius; destiny; king; death; god; doctrine; moon; sacrifice; things; world; mencius,36,
stm,10,8,language; tungus; goldi; characters; modern; peoples; phonetic; word; manchu; myth; languages; century; tungus; sanscrit; egypt; words; greek; origin; northern; dialects,20,
stm,10,9,river; pagoda; village; feet; miles; mile; channel; city; shan; limestone; miles; hills; bank; left_bank; feet_high; temple; gorge; island; journey; bed,20,
stm,15,0,species; skvortzow; styan; length; leaves; north_manchuria; length_breadth; genus; white; genus; kiangyin; manchuria; flowers; breadth; ovate; breadth; pall; yellow; family; leaflets,24,
stm,15,1,lour; lour; cultivated_china; sin; linn; thbg; kth; plant; cochin; fructu; china_cochin; canton; plants; foliis; tab; tree; linn; leaves; tab; frutex,13,
stm,15,2,temperature; temperature; magnetic; mean; eastern; victoria; magnetism; asia; annual; latitude; amoor; sea; observations; vapour; hourly; peking; eastern_asia; table; eastern_asia; nerchinsk,15,
stm,15,3,summer; chehkiang; cheo; taels; salt; drought; tax; road; cheo; salt; land_tax; spring; drought; likin; roads; chihli; remitted; land; autumn; fuhkien,6,
stm,15,4,inches; musical; musical_instruments; black; instruments; chinese_musical_instruments; chinese_musical; white; colour; instrument; instruments; pieces; game; games; wares; musical; holes; instrument; piece; inches,12,
stm,15,5,characters; sanscrit; phonetic; language; modern; myth; lunar; word; words; aryan; tones; meaning; writing; cycle; writing; original; greek; written; indian; comparative,9,
stm,15,6,king; yuan_shi; tong_king; shi; city; khan; rashid; son; yuan; tom; noi; emperor; khan; chap; tong; mongol; western_asia; river; tong; central_western,36,
stm,15,7,heaven; destiny; moral; nature; confucius; virtue; universe; king; things; doctrine; mencius; mind; world; confucius; lao_tzu; human; piety; earth; tzu; principles,20,
stm,15,8,tungus; tungus; goldi; northern; goldi; orn; reindeer; russian; manchuria; zool; shaman; manchus; orn; ibis; proc; groups; tibetan; tibet; tibetan; brit,8,
stm,15,9,river; coal; channel; feet; miles; mile; limestone; city; bank; miles; left_bank; island; hills; gorge; right_bank; sea; bank; shan; coal; rocks,20,
stm,15,10,emperor; prophet; mohammed; temple; stone; tablet; altar; city; ming; tomb; moslem; imperial; heaven; tablets; monument; yuan; temple; yang; palace; moslems,23,
stm,15,11,manchu; bithe; library; works; library; vols; wylie; book; books; bottles; libraries; translation; porcelain; julien; chinese_porcelain; ching; medical; les; published; hua_ching,17,
stm,15,12,government; portuguese; treaty; sent; emperor; ministers; commissioners; foreign; peking; forts; ward; soon; japanese; settlement; dutch; japan; ships; went; english; foreigners,19,
stm,15,13,law; currency; eunuchs; silver; cash; obverse; guild; reverse; currency; chinese_law; tael; coins; money; reverse; coinage; family; obverse_reverse; government; value; eunuch,23,
stm,15,14,women; girl; girls; fish; children; wear; flying; night; house; fox; woman; white; family; women; clothes; saw; children; away; young; hell,16,
stm,20,0,genus; styan; kiangyin; species; birds; swinhoe; alligator; bird; chinkiang; genus; chinkiang; winter; family; pall; flying_fish; fish; temm; styan; black; bird,14,
stm,20,1,lour; lour; china_cochin; linn; sin; linn; danes; cochin; canton; folio; tab; tab; plant; foliis; martini; china_cochin; osbeck; plants; folio; chusan,7,
stm,20,2,temperature; magnetic; temperature; mean; asia; victoria; magnetism; eastern; annual; amoor; vapour; sea; peking; eastern_asia; continent; observations; currents; eastern_asia; table; nerchinsk,12,
stm,20,3,summer; tax; chehkiang; taels; salt; land_tax; drought; road; spring; salt; likin; drought; cheo; fuhkien; remitted; land; cheo; autumn; tax; roads,4,
stm,20,4,inches; wares; musical; instruments; instrument; musical_instruments; chinese_musical_instruments; wood; musical; chinese_musical; instrument; bamboo; colour; instruments; holes; foot; games; wares; porcelain; bell,6,
stm,20,5,leaves; leaflets; ventral; species; flowers; ovate; slender; tibetan; tai; glabrous; tibetan; slender; base; hairs; apex; tibet; pagodas; lower; white; bristle,17,
stm,20,6,king; garnier; tong_king; son; mohammed; prophet; moslems; tong; les; noi; moslem; prophet; religion; mohammed; nous; tong_king; hua_ching; garnier; bishop; bishop,14,
stm,20,7,king; myth; lunar; modern; chow; sanscrit; aryan; sun; indian; parthia; exogamy; origin; india; jupiter; calendar; language; cycle; moon; word; stars,16,
stm,20,8,manchuria; tungus; orn; tungus; length; goldi; skvortzow; breadth; northern; length_breadth; zool; goldi; rice; north_manchuria; manchuria; length_breadth; breadth; fruits; russian; harbin,8,
stm,20,9,river; left_bank; channel; feet; miles; right_bank; mile; city; bank; village; bore; journey; stream; keang; gorge; hills; bank; island; village; stream,13,
stm,20,10,shi; yuan_shi; khan; city; yuan; rashid; tom; mongol; khan; chap; mongols; emperor; mongols; mongol; central_western; river; central_western_asia; century; polo; uigurs,16,
stm,20,11,stone; tombs; tomb; sung; ming; monuments; monument; han; ang; tablet; architecture; emperor; ien; sung_dynasty; inscription; ing; inscriptions; yuan; hsi; bottles,12,
stm,20,12,confucius; destiny; moral; nature; heaven; doctrine; duke; king; tzu; virtue; lao_tzu; things; mind; confucius; sages; music; mencius; world; human; universe,14,
stm,20,13,emperor; altar; hall; heaven; god; eunuchs; incense; temple; hall; eunuch; sacrifice; city; dragon; gods; god; worship; worshipped; palace; shall; magistrate,16,
stm,20,14,family; marriage; husband; law; children; parents; children; wife; marriage; wife; girls; women; husband; wear; marry; son; child; father; death; woman,13,
stm,20,15,plant; jap; infra; leaves; tree; shi_king; hai_king; king; shi; shuo_wen; shan_hai; flowers; shu; eaten; supra; fruit; synonym; plants; family; siebold,21,
stm,20,16,manchu; library; vols; art; characters; bithe; chinese_law; book; language; student; libraries; words; books; languages; manchu; study; vide; works; word; writing,14,
stm,20,17,government; treaty; commissioners; foreign; emperor; ships; settlement; sent; peking; forts; ward; shanghai; japanese; foreigners; treaties; japan; retrospect; canton; soon; party,17,
stm,20,18,cash; currency; obverse; silver; coins; coins; coin; reverse; currency; coinage; tael; copper; obverse; reverse; guild; value; mint; gold; coin; obverse_reverse,5,
stm,20,19,coal; coal; limestone; sea; feet; mineral; rocks; river; miles; geological; formation; rocks; iron; geology; sandstone; island; strata; mountains; surface; desert,14,
stm,25,0,genus; styan; kiangyin; birds; species; chinkiang; alligator; chinkiang; styan; genus; flying_fish; family; bird; warbler; swinhoe; winter; dove; fish; white; soochow,9,
stm,25,1,length; length_breadth; skvortzow; manchuria; breadth; breadth; north_manchuria; rice; var; fruits; apricot; fruits; length_breadth; harbin; poppy; variety; plum; district; plants; var,4,
stm,25,2,temperature; temperature; victoria; mean; eastern; vapour; amoor; asia; annual; nerchinsk; eastern_asia; peking; sea; hourly; diff; observations; latitude; eastern_asia; table; minimum,5,
stm,25,3,summer; chehkiang; tax; taels; salt; land_tax; drought; road; cheo; cheo; salt; spring; drought; likin; remitted; land; roads; autumn; tax; fuhkien,3,
stm,25,4,women; wear; woman; god; moon; festival; fox; house; children; gods; clothes; white; shall; demon; women; night; hell; away; home; games,6,
stm,25,5,temple; architecture; monuments; tai; stone; pagodas; towers; feet; art; pagoda; chinese_art; wall; temples; cave; tower; buddhist; temples; peking; pagoda; roof,9,
stm,25,6,king; tong_king; garnier; son; tong; prophet; nous; mohammed; les; mohammed; noi; prophet; tong_king; hua_ching; thou; religion; son_king; garnier; father; bishop,8,
stm,25,7,king; myth; lunar; modern; sun; sanscrit; aryan; indian; language; solar; calendar; moon; origin; cycle; jupiter; word; stars; chow; meaning; zodiac,9,
stm,25,8,manchu; orn; bithe; species; orn; proc; ibis; peking; birds; brit; zool; chihli; library; vols; thos; vols; soc; bull; ibis; vide,8,
stm,25,9,river; left_bank; right_bank; miles; feet; channel; bank; city; bank; bore; village; journey; island; stream; miles; stream; gorge; hills; village; mile,6,
stm,25,10,shi; yuan_shi; khan; city; yuan; rashid; tom; mongol; khan; chap; mongols; mongols; river; polo; uigurs; emperor; western_asia; century; polo; medieval,9,
stm,25,11,characters; porcelain; wares; porcelain; colour; bottles; porcelains; written; sung; chinese_porcelain; julien; wares; han; bronzes; inscriptions; green; lung_uan; ang; works; ware,3,
stm,25,12,king; destiny; duke; confucius; heaven; mencius; virtue; nature; tzu; pawn; confucius; music; black; music; lao_tzu; things; kung_sun; white; virtue; harmony,10,
stm,25,13,emperor; tablet; empress; heaven; imperial; sacrifice; altar; city; ming; palace; shuh; palace; yang; emperor; offerings; yuan; poem; han; tablet; hall,10,
stm,25,14,law; eunuchs; chinese_law; family; wife; code; magistrate; marriage; father; exogamy; family_law; son; death; infanticide; law_chinese; magistrate; filial_piety; parents; husband; filial,8,
stm,25,15,plant; infra; jap; king; leaves; shi_king; supra; tree; shi; hai_king; shan_hai; flowers; shu; shuo_wen; explains; family; mao; fruit; infra; synonym,11,
stm,25,16,book; taoism; philosophy; words; books; confucianism; giles; nature; art; tones; teachings; hsi; mind; immortality; plato; things; yang_ming; study; knowledge; christ,4,
stm,25,17,government; magnetic; retrospect; foreign; shanghai; magnetism; british; magnetic; british; medical; settlement; peking; foreigners; hospital; retrospect_events; canton; foreigners; japan; native; terrestrial,7,
stm,25,18,cash; currency; tael; silver; currency; annam; guild; coins; gold; guilds; silver; copper; value; obv; dollar; reverse; obverse_reverse; tael; annam; thong,3,
stm,25,19,coal; coal; limestone; feet; river; rocks; sandstone; sea; rocks; geology; ranges; mountains; miles; carboniferous; strata; hills; formation; plain; shan; beds,7,
stm,25,20,lour; lour; china_cochin; linn; sin; linn; danes; cochin; canton; tab; foliis; tab; plant; folio; martini; china_cochin; osbeck; plants; folio; chusan,3,
stm,25,21,inches; musical_instruments; chinese_musical; instruments; leaves; chinese_musical_instruments; musical; length; instrument; instrument; leaflets; musical; bamboo; instruments; holes; species; slender; flowers; diameter; ovate,5,
stm,25,22,tungus; tungus; goldi; northern; goldi; reindeer; shaman; groups; manchus; groups; manchus; russian; river; buriats; shamanism; group; complex; language; manchuria; fish_skin,8,
stm,25,23,sent; commissioners; portuguese; japanese; english; forts; ward; emperor; soon; treaty; ships; peking; treaty; dutch; commodore; went; interview; portuguese; river; captain,9,
stm,25,24,pao; pao; mint; reverse; mint; pau; transcript; tai; manchu; reverse; hsien_feng; coin; equal; tang_shih; coin; coins; obverse; obverse; tang; grandmother,6,
stm,30,0,genus; styan; kiangyin; chinkiang; styan; chinkiang; genus; family; winter; warbler; resident; swinhoe; kiangyin; yangtse_valley; swinhoe; specimens; shanghai_museum; resident; collection; fokien,0,
stm,30,1,length; length_breadth; skvortzow; manchuria; breadth; breadth; north_manchuria; rice; fruits; fruits; apricot; length_breadth; var; harbin; plum; district; poppy; white; variety; var,0,
stm,30,2,temperature; temperature; victoria; mean; eastern; vapour; nerchinsk; asia; annual; amoor; diff; peking; sea; eastern_asia; hourly; table; cyclone; eastern_asia; observations; okhotsk,0,
stm,30,3,summer; chehkiang; drought; road; drought; cheo; fuhkien; spring; cheo; roads; hupeh; autumn; roads; remitted; honan; chihli; cart; honan; shansi; routes,0,
stm,30,4,women; wares; wear; white; colour; bow; games; red; wares; aborigines; garments; children; green; boys; women; black; design; porcelain; round; antiques,0,
stm,30,5,species; kansu; thos; tai; forms; migration; yangtze; kansu; soochow; heude; areas; shansi; lao; insects; fauna; shensi; cat; nanking; race; cocoons,0,
stm,30,6,king; garnier; nous; les; tong; tong_king; hua_ching; tong_king; garnier; thou; noi; gate; son; annamite; een; des; arsenic; que; thou; nirvana,0,
stm,30,7,king; myth; lunar; modern; chow; sanscrit; aryan; sun; indian; calendar; solar; language; moon; jupiter; cycle; origin; stars; meaning; word; zodiac,0,
stm,30,8,species; orn; proc; birds; orn; zool; brit; ibis; bull; ibis; ovis; zool; peking; soc; club; soc; bull; description; tail; zoological,0,
stm,30,9,river; left_bank; right_bank; feet; miles; channel; bore; city; bank; bank; keang; journey; stream; mile; flood; island; stream; hills; sea; gorge,0,
stm,30,10,shi; yuan_shi; khan; city; yuan; rashid; tom; khan; mongol; chap; central_western; mongols; river; central_western_asia; uigurs; century; western_asia; polo; emperor; history_central,0,
stm,30,11,porcelain; bronzes; bottles; sung; century; porcelain; porcelains; han; yao; chinese_porcelain; lung_uan; ang; ing; alligator; julien; art; pottery; chou; uan; bronze,0,
stm,30,12,white; pawn; cannon; black; king; bishop; kung_sun; tse; horse; chess; della; game; bishop; white_horse; file; board; whiteness; play; cannon; game,0,
stm,30,13,emperor; eunuchs; magistrate; chang; government; eunuch; kwo; imperial; magistrate; tseng; wang_shih; sent; empire; murder; penalty; capital; memorial; prince; official; noble,0,
stm,30,14,family; family_law; marriage; law; marriage; law_chinese; infanticide; wife; husband; family_law_chinese; filial_piety; father; son; flying_fish; filial; birds; piety; parents; children; husband,0,
stm,30,15,plant; infra; jap; king; leaves; shi_king; supra; tree; shi; hai_king; shuo_wen; flowers; shu; shan_hai; thbg; family; synonym; fruit; infra; explains,0,
stm,30,16,characters; bithe; vols; manchu; book; arabic; libraries; words; books; library; moslem; written; language; preface; wylie; han; moslems; works; translation; vide,0,
stm,30,17,shanghai; magnetic; magnetism; foreign; magnetic; retrospect; terrestrial; british; government; terrestrial_magnetism; medical; foreigners; canton; retrospect_events; hospital; japan; needle; sir; medical; british,0,
stm,30,18,king; annam; son_king; reverse; annam; obverse_reverse; thong; son; obverse; corean; obverse; coins; currency; annamese; coreans; minor; siamese; tong; corea; reverse,0,
stm,30,19,coal; coal; limestone; feet; rocks; rocks; sandstone; shan; sea; mineral; carboniferous; hills; river; strata; geology; limestone; formation; island; miles; clay,0,
stm,30,20,lour; lour; china_cochin; linn; sin; foliis; folio; cochin; canton; tab; danes; tab; plant; linn; chusan; china_cochin; flore; plants; folio; sinarum,0,
stm,30,21,inches; chinese_musical; chinese_musical_instruments; instruments; leaves; musical_instruments; leaflets; length; instrument; musical; instrument; musical; flowers; instruments; ovate; bamboo; glabrous; diameter; inch; calyx,0,
stm,30,22,tungus; tungus; goldi; northern; goldi; reindeer; shaman; manchus; groups; buriats; shamanism; river; russian; manchus; groups; tibetan; tibetan; language; manchuria; complex,0,
stm,30,23,japanese; commissioners; forts; sent; english; ward; treaty; soon; treaty; ships; commodore; peking; japan; dutch; interview; government; portuguese; emperor; river; crowd,0,
stm,30,24,taels; salt; mint; salt; pao; taels; likin; mint; pau; tax; tax; reverse; tls; revenue; manchu; pao; province; tung; transcript; fuh,0,
stm,30,25,heaven; destiny; duke; tzu; confucius; replied; virtue; king; music; lao_tzu; poetry; tao; duke; music; confucius; virtue; harmony; yang; mind; sage,0,
stm,30,26,god; prophet; mohammed; moon; shall; prayer; god; heaven; death; hell; priest; spirits; prophet; incense; idol; mohammed; dream; pao; priest; gods,0,
stm,30,27,nature; moral; mencius; human; art; doctrine; taoism; law; heaven; confucianism; plato; mind; confucius; philosophy; human; world; soul; book; mencius; teaching,0,
stm,30,28,cash; tael; guild; silver; gold; guilds; dollar; currency; tael; obv; silver; value; shanghai; republic; edge_plain; taels; dollars; coins; money; currency_china,0,
stm,30,29,temple; altar; tomb; stone; city; tombs; monuments; emperor; feet; architecture; temple; wall; imperial; marble; tablets; temples; pagodas; built; shan; temples,0,
