model,K,topic_id,top_words,cross_model_matches,human_readable_interpretation
lda,15,0,day; moon; man; called; women; water; people; family; head; children; upon; used; men; old; house; god; said; earth; life; fish,121,
lda,15,1,name; king; ancient; reverse; among; tungus; however; northern; year; period; language; called; history; form; still; origin; old; obverse; modern; word,133,
lda,15,2,mm; temperature; mean; july; eastern; asia; june; aug; year; annual; sept; sea; nov; dec; observations; peking; jan; oct; feb; table,91,
lda,15,3,temple; city; stone; emperor; dynasty; gate; feet; imperial; wall; south; side; tablet; shan; east; west; temples; built; north; mountain; high,109,
lda,15,4,de; the; of; la; et; le; les; and; cm; des; to; manchuria; length; du; in; breadth; tong; pl; is; rice,62,
lda,15,5,shanghai; work; dr; mr; book; society; books; history; new; characters; foreign; rev; subject; works; year; given; author; general; use; published,88,
lda,15,6,river; water; feet; miles; road; south; north; city; bank; island; large; sea; small; salt; west; country; course; little; high; journey,111,
lda,15,7,name; shi; city; yuan; history; king; country; ch; emperor; see; mongol; western; khan; son; ancient; called; ta; century; west; mongols,157,
lda,15,8,lour; sin; linn; plant; name; osb; cochin; canton; plants; tree; et; fl; hgk; leaves; tab; fig; chinensis; folio; cultivated; see,87,
lda,15,9,white; leaves; species; flowers; small; colour; seen; large; green; black; porcelain; side; short; red; fine; brown; forms; length; surface; form,93,
lda,15,10,could; men; mr; emperor; people; us; sent; came; day; said; upon; government; shall; country; man; year; last; law; soon; father,132,
lda,15,11,summer; taels; cash; silver; chihli; spring; genus; common; birds; species; peking; autumn; winter; drought; year; family; currency; shansi; swinhoe; shensi,120,
lda,15,12,man; heaven; life; people; men; nature; confucius; said; way; good; things; world; without; mind; thus; human; says; law; spirit; state,83,
lda,15,13,ch; ts; yu; dynasty; used; ai; shih; wu; ku; ing; fu; called; lu; ang; yang; see; chou; wen; ao; ti,74,
lda,15,14,un; une; on; qu; plus; ne; se; cette; chine; dont; aux; fut; ont; lui; deux; nom; était; bien; autres; chinois,14,
lda,20,0,day; moon; man; water; women; head; fish; people; called; body; dragon; small; children; gods; dead; spirits; side; god; house; animal,97,
lda,20,1,among; however; even; northern; tungus; country; new; north; south; language; use; different; early; century; history; period; thus; fact; still; probably,79,
lda,20,2,mm; temperature; mean; july; eastern; june; asia; aug; annual; year; sept; sea; observations; dec; peking; jan; feb; oct; nov; table,82,
lda,20,3,de; vol; orn; der; la; wen; form; soc; pp; des; birds; ii; shuo; new; bull; und; classifier; nov; et; von,53,
lda,20,4,cm; length; fig; manchuria; breadth; rice; see; fruits; var; pl; north; small; large; water; district; variety; manchu; red; skvortzow; white,94,
lda,20,5,shanghai; work; dr; mr; book; summer; society; books; year; history; author; spring; peking; works; drought; published; de; autumn; honan; library,98,
lda,20,6,river; feet; water; miles; city; road; south; north; large; island; west; bank; small; sea; journey; high; hills; us; east; village,90,
lda,20,7,name; shi; city; yuan; see; mongol; country; history; emperor; khan; ch; western; ancient; century; west; mongols; polo; ta; called; river,118,
lda,20,8,lour; linn; sin; osb; cochin; canton; fl; hgk; et; tab; plant; plants; fig; chinensis; name; folio; foliis; cult; india; chin,70,
lda,20,9,flowers; leaves; white; porcelain; colour; species; small; green; seen; fine; short; large; coal; red; surface; blue; black; light; wares; mm,86,
lda,20,10,men; emperor; said; son; man; upon; father; family; people; king; death; law; came; shall; life; day; wife; yu; could; year,138,
lda,20,11,species; genus; common; birds; family; seen; peking; winter; swinhoe; bird; north; chihli; chinkiang; april; styan; summer; specimens; black; white; pall,112,
lda,20,12,man; heaven; life; nature; confucius; people; men; way; things; without; mind; good; said; art; world; law; human; says; thus; spirit,82,
lda,20,13,plant; name; king; tree; ch; shi; see; leaves; called; ya; ki; rh; shu; names; family; says; mentioned; fruit; infra; kuo,122,
lda,20,14,un; the; une; on; of; qu; plus; ne; se; and; in; to; cette; chine; dont; is; aux; fut; deux; ont,16,
lda,20,15,taels; foreign; government; mr; us; could; peking; year; shanghai; trade; people; salt; day; canton; country; general; sent; english; last; land,124,
lda,20,16,ancient; year; name; king; day; characters; history; called; period; chow; however; modern; old; find; sun; still; form; names; us; dynasty,128,
lda,20,17,ch; ts; shih; fu; ing; wu; yang; ai; ang; yu; chih; lu; yuan; ma; chou; ien; ching; chi; tung; han,42,
lda,20,18,de; cash; king; le; coins; reverse; les; et; la; currency; silver; tong; obverse; copper; annam; coin; mint; du; des; issued,77,
lda,20,19,dynasty; used; temple; stone; men; inches; side; emperor; called; feet; four; ancient; white; black; instruments; imperial; large; ti; ch; placed,149,
lda,25,0,god; spirits; worship; day; moon; family; dead; sacrifice; name; man; gods; religion; heaven; called; dragon; human; spirit; names; people; said,93,
lda,25,1,among; northern; tungus; however; even; south; north; country; early; race; history; century; language; form; period; goldi; groups; new; origin; group,67,
lda,25,2,day; man; men; small; little; water; women; old; head; fish; white; night; good; large; back; feet; people; children; away; round,88,
lda,25,3,birds; seen; orn; bull; form; wen; shuo; soc; notes; zool; fish; ibis; land; species; classifier; der; new; pl; side; und,60,
lda,25,4,the; of; and; in; to; manchu; is; de; that; it; as; by; are; with; library; be; vols; le; for; bithe,25,
lda,25,5,shanghai; work; dr; mr; book; books; society; history; new; given; subject; works; notes; peking; author; general; language; published; written; foreign,78,
lda,25,6,road; river; fu; cheo; route; roads; city; province; journey; trade; shan; si; ch; north; large; ho; bridge; west; canal; tai,88,
lda,25,7,name; shi; city; see; mongol; khan; yuan; country; history; ch; western; mongols; polo; ancient; west; ta; century; asia; river; called,104,
lda,25,8,lour; linn; sin; osb; cochin; canton; fl; hgk; et; tab; plant; fig; plants; folio; name; chinensis; foliis; cult; india; chin,62,
lda,25,9,flowers; leaves; porcelain; white; colour; species; green; red; coal; small; short; wares; specimens; large; base; black; though; blue; mm; forms,80,
lda,25,10,upon; said; people; emperor; man; men; shall; father; son; death; law; life; king; year; sent; old; good; family; yu; could,124,
lda,25,11,species; genus; common; family; peking; winter; birds; swinhoe; seen; bird; north; chihli; chinkiang; styan; specimens; april; summer; pall; black; white,95,
lda,25,12,man; heaven; nature; confucius; people; life; men; way; things; mind; without; good; said; world; thus; says; tzu; art; therefore; principle,68,
lda,25,13,ch; dynasty; shih; wu; emperor; han; ang; ts; period; wang; fu; sung; ming; yuan; ien; ing; ancient; characters; yu; wen,74,
lda,25,14,un; une; on; qu; plus; ne; se; cette; chine; dont; fut; aux; nom; ont; deux; lui; était; bien; après; autres,12,
lda,25,15,us; could; foreign; mr; government; country; day; people; trade; sent; canton; came; japanese; peking; men; last; english; japan; shanghai; emperor,108,
lda,25,16,year; ancient; king; name; day; mohammed; yu; prophet; sun; pao; old; called; tai; arabic; month; history; ai; moon; find; indian,109,
lda,25,17,ch; ts; black; ao; name; tzu; men; see; king; white; ku; shu; probably; yu; ma; wei; game; given; used; hu,109,
lda,25,18,de; la; le; les; et; king; tong; des; du; mr; en; vol; garnier; que; bishop; gate; december; son; au; ii,79,
lda,25,19,temple; used; stone; inches; feet; side; called; city; instruments; emperor; peking; large; dynasty; wall; hall; temples; high; ti; four; bamboo,110,
lda,25,20,taels; summer; year; salt; cash; silver; spring; drought; autumn; tax; land; tael; chihli; per; hupeh; honan; kiangsu; chehkiang; provinces; tls,51,
lda,25,21,mm; temperature; mean; july; asia; eastern; june; aug; annual; year; sept; nov; dec; jan; peking; feb; oct; mar; table; observations,56,
lda,25,22,river; water; feet; miles; south; island; north; city; bank; sea; west; east; high; hills; left; course; stream; point; level; side,66,
lda,25,23,plant; see; name; tree; king; leaves; cm; shi; plants; fruit; var; length; ki; ya; rice; called; small; manchuria; family; rh,113,
lda,25,24,reverse; coins; king; currency; obverse; mint; gold; coin; son; family; annam; cash; copper; law; issued; silver; marriage; coinage; minor; wife,79,
lda,30,0,moon; day; people; called; water; dragon; man; men; body; head; fire; paper; women; white; god; wine; rain; rice; gods; human,90,
lda,30,1,among; northern; however; tungus; even; history; language; form; century; period; early; use; south; origin; north; different; race; word; new; thus,49,
lda,30,2,old; man; little; fish; children; small; back; head; round; women; away; young; day; get; men; feet; water; sea; house; good,60,
lda,30,3,vol; de; orn; der; bull; soc; form; birds; wen; und; shuo; pl; la; notes; des; classifier; pp; zool; new; von,40,
lda,30,4,manchu; shih; characters; ch; works; book; pp; chih; han; work; ching; wen; translation; ma; library; dynasty; emperor; ssu; written; text,71,
lda,30,5,shanghai; dr; mr; work; society; books; book; new; history; foreign; road; british; author; peking; recent; subject; given; esq; general; members,62,
lda,30,6,road; river; fu; city; journey; cheo; roads; route; large; trade; province; north; west; us; way; small; si; along; bridge; good,68,
lda,30,7,name; shi; city; yuan; see; country; khan; mongol; ch; history; western; ancient; polo; century; mongols; west; ta; called; river; asia,86,
lda,30,8,lour; linn; sin; osb; cochin; canton; fl; hgk; et; tab; plant; fig; plants; folio; name; chinensis; foliis; cult; india; chin,53,
lda,30,9,flowers; leaves; porcelain; white; colour; green; species; short; side; wares; mm; small; red; blue; base; slender; flower; specimens; yellow; black,61,
lda,30,10,emperor; wang; upon; dynasty; men; said; year; king; shall; death; people; son; father; sent; state; prince; chang; mr; became; order,109,
lda,30,11,species; genus; birds; seen; common; family; bird; peking; winter; swinhoe; black; white; north; chinkiang; april; styan; specimens; summer; pall; chihli,81,
lda,30,12,man; people; men; confucius; life; nature; way; without; heaven; said; good; things; mind; thus; tzu; world; therefore; cannot; says; music,49,
lda,30,13,used; inches; dynasty; ch; instruments; ku; ancient; called; instrument; musical; foot; notes; plate; bamboo; see; small; ti; end; inch; yu,53,
lda,30,14,art; hsi; work; figures; sung; dynasty; nature; human; ming; chu; writing; beauty; practice; mind; ch; study; book; law; heaven; philosophy,68,
lda,30,15,taels; salt; silver; cash; law; per; year; money; gold; tael; government; land; shanghai; foreign; value; tax; notes; tls; province; currency,73,
lda,30,16,year; yu; ancient; king; day; name; chow; sun; old; pao; called; month; ch; moon; find; history; however; modern; period; still,82,
lda,30,17,ch; ts; name; ao; ai; wu; chi; yang; yu; ing; fu; lu; ang; shih; chu; ien; shu; ma; chou; see,36,
lda,30,18,de; les; la; et; le; king; tong; du; des; mr; en; que; garnier; qui; il; son; dans; nous; gate; art,77,
lda,30,19,temple; stone; emperor; dynasty; city; tablet; imperial; hall; heaven; feet; wall; temples; high; side; ai; used; gate; palace; built; men,86,
lda,30,20,summer; drought; spring; autumn; chihli; shensi; honan; shansi; year; hupeh; kiangsu; chehkiang; shantung; kiangsi; hunan; provinces; rev; fuhkien; winter; land,36,
lda,30,21,us; could; mr; day; came; country; people; men; government; sent; japanese; foreign; see; japan; last; canton; english; soon; treaty; said,65,
lda,30,22,magnetic; ke; chow; city; keang; ho; hoo; north; left; earth; south; tung; right; name; west; pih; tai; sun; variation; magnetism,64,
lda,30,23,plant; see; tree; king; name; leaves; cm; shi; plants; fruit; length; var; rice; ki; small; manchuria; white; called; ya; rh,87,
lda,30,24,reverse; coins; king; obverse; mint; coin; annam; currency; cash; copper; issued; son; reign; character; coinage; minor; pao; tong; last; dynasty,74,
lda,30,25,mm; temperature; mean; july; asia; eastern; june; aug; annual; sept; year; nov; dec; jan; feb; peking; oct; mar; table; observations,47,
lda,30,26,family; god; heaven; religion; said; wife; name; father; marriage; law; man; mohammed; son; worship; prophet; husband; names; called; life; parents,69,
lda,30,27,river; water; feet; miles; island; sea; south; north; bank; coal; high; hills; west; large; course; level; east; small; near; shan,49,
lda,30,28,the; of; and; to; in; is; black; white; men; game; that; king; it; as; de; by; are; board; play; move,74,
lda,30,29,un; une; on; qu; plus; ne; se; cette; chine; dont; fut; aux; deux; nom; ont; lui; était; après; bien; chinois,11,
lda,8,0,cash; taels; year; silver; government; foreign; used; salt; province; shanghai; money; trade; king; coins; law; inches; currency; small; reverse; copper,100,
lda,8,1,man; men; people; day; said; could; us; life; way; king; heaven; upon; good; called; old; even; thus; country; without; came,65,
lda,8,2,mm; sea; july; year; eastern; peking; mean; june; temperature; asia; north; northern; water; seen; near; annual; summer; island; aug; sept,73,
lda,8,3,species; leaves; white; plant; common; see; small; flowers; tree; family; name; large; length; red; cm; north; birds; plants; king; black,95,
lda,8,4,de; the; shanghai; dr; work; mr; of; la; new; society; history; art; book; language; et; books; les; vol; le; and,63,
lda,8,5,ch; dynasty; yu; wu; ancient; ts; ai; ang; fu; emperor; year; yuan; name; han; shih; wen; lu; ti; called; period,60,
lda,8,6,river; un; une; feet; miles; on; qu; water; city; plus; ne; se; road; bank; south; north; large; hills; journey; ho,59,
lda,8,7,lour; sin; linn; name; cochin; osb; canton; et; fl; hgk; tab; plant; shi; fig; folio; plants; chinensis; ii; see; foliis,53,
nmf,10,0,god; day; family; man; wife; men; heaven; people; spirits; women; husband; house; dragon; children; temple; worship; moon; father; son; mother,73,
nmf,10,1,river; miles; feet; water; coal; bank; island; south; sea; hills; channel; limestone; canal; north; city; level; plain; rocks; large; stream,48,
nmf,10,2,shanghai; mr; de; dr; society; work; library; books; book; la; collection; members; esq; notes; reviews; works; giles; volume; author; journal,43,
nmf,10,3,ch; dynasty; emperor; yuan; wang; ts; shih; wu; ai; yu; ien; ang; fu; sung; han; lu; ing; huang; tsung; city,57,
nmf,10,4,species; cm; fig; leaves; flowers; mm; white; slender; plants; length; plant; brown; pl; genus; black; manchuria; var; small; breadth; tail,61,
nmf,10,5,on; une; un; qu; plus; ne; se; cette; dont; chine; aux; autres; ont; était; après; deux; lui; leurs; bien; quelques,9,
nmf,10,6,king; ancient; name; history; greek; indian; aryan; shi; tribes; sanscrit; myth; modern; india; called; year; race; language; asia; calendar; lunar,69,
nmf,10,7,japan; government; retrospect; foreign; japanese; shanghai; treaty; country; nagasaki; british; foreigners; year; peking; mr; emperor; events; canton; people; yedo; trade,87,
nmf,10,8,cash; taels; coins; silver; salt; currency; tael; copper; coinage; reverse; mint; coin; tls; obverse; gold; per; money; value; tax; weight,23,
nmf,10,9,confucius; heaven; man; nature; life; art; tzu; men; mind; principle; doctrine; love; things; tao; people; law; virtue; music; human; spirit,54,
nmf,12,0,god; day; family; man; wife; spirits; people; heaven; men; women; husband; house; children; father; mother; worship; son; moon; dragon; miao,65,
nmf,12,1,river; miles; feet; water; coal; bank; island; south; hills; sea; channel; canal; limestone; city; north; level; plain; stream; rocks; shan,46,
nmf,12,2,shanghai; mr; de; dr; society; library; books; work; la; book; esq; members; reviews; giles; notes; collection; journal; et; les; works,46,
nmf,12,3,ch; dynasty; emperor; yuan; wang; ts; shih; wu; ai; yu; ien; ang; fu; sung; han; lu; ing; tsung; huang; city,53,
nmf,12,4,species; genus; mm; birds; brown; black; bird; bill; tail; white; slender; specimens; leaves; formosa; flowers; dorsal; common; wing; ventral; swinhoe,43,
nmf,12,5,on; une; un; qu; plus; ne; se; cette; dont; chine; aux; autres; ont; était; après; lui; deux; leurs; bien; quelques,8,
nmf,12,6,king; ancient; name; history; aryan; shi; indian; tribes; sanscrit; myth; greek; modern; called; year; india; language; race; calendar; lunar; word,60,
nmf,12,7,japan; government; japanese; foreign; retrospect; treaty; nagasaki; shanghai; country; foreigners; british; peking; year; emperor; mr; events; canton; people; yedo; trade,81,
nmf,12,8,cash; taels; coins; silver; salt; currency; tael; copper; coinage; reverse; mint; coin; tls; obverse; per; gold; money; tax; value; weight,22,
nmf,12,9,confucius; heaven; man; tzu; nature; men; life; principle; doctrine; love; people; things; virtue; tao; mind; law; mencius; tsi; principles; destiny,42,
nmf,12,10,art; bronze; bronzes; greek; porcelain; dynasty; figures; work; design; ancient; buddhist; artistic; painting; culture; pottery; period; used; human; forms; beautiful,42,
nmf,12,11,cm; fig; pl; lour; linn; var; manchuria; breadth; fruits; plant; leaves; plants; length; osb; skvortzow; cultivated; flowers; taro; variety; see,34,
nmf,15,0,god; family; day; heaven; man; wife; spirits; people; worship; husband; son; father; dragon; mother; women; children; moon; temple; men; house,67,
nmf,15,1,river; miles; feet; water; bank; canal; channel; city; island; south; sea; level; hills; plain; stream; village; north; journey; road; lake,51,
nmf,15,2,shanghai; mr; dr; society; library; books; work; members; esq; book; reviews; collection; works; mrs; road; giles; journal; rev; notes; volume,36,
nmf,15,3,ch; dynasty; emperor; yuan; wang; ts; shih; wu; ai; yu; ien; ang; fu; sung; han; lu; ing; huang; tsung; yang,40,
nmf,15,4,species; genus; birds; brown; black; bill; bird; tail; white; formosa; specimens; wing; dorsal; slender; common; ventral; swinhoe; fish; small; insects,32,
nmf,15,5,on; une; un; qu; plus; ne; se; cette; dont; aux; chine; autres; ont; était; après; lui; quelques; bien; leurs; deux,7,
nmf,15,6,king; ancient; name; history; aryan; shi; indian; sanscrit; tribes; myth; greek; modern; language; called; india; race; word; lunar; asia; calendar,52,
nmf,15,7,government; japan; retrospect; foreign; japanese; treaty; country; emperor; foreigners; nagasaki; events; peking; british; people; year; canton; mr; yedo; trade; sent,71,
nmf,15,8,cash; taels; coins; silver; salt; currency; tael; coinage; copper; reverse; mint; coin; tls; obverse; money; gold; tax; value; per; corea,20,
nmf,15,9,confucius; heaven; man; tzu; men; nature; life; doctrine; principle; love; people; things; tao; virtue; mind; mencius; tsi; law; destiny; principles,39,
nmf,15,10,art; bronze; bronzes; greek; figures; porcelain; buddhist; dynasty; design; work; artistic; ancient; painting; culture; pottery; period; used; human; buddha; decorative,37,
nmf,15,11,cm; fig; pl; lour; linn; var; manchuria; leaves; breadth; fruits; plant; plants; flowers; length; skvortzow; cultivated; osb; taro; variety; seeds,33,
nmf,15,12,mm; observations; magnetic; dip; temperature; feb; mean; apr; aug; sept; july; shanghai; june; year; dec; oct; meteorological; jan; nov; summer,37,
nmf,15,13,de; la; les; le; et; que; des; du; en; garnier; tong; vol; bishop; king; dans; nous; qui; sur; pp; au,38,
nmf,15,14,coal; limestone; rocks; rock; mines; carboniferous; per; deg; beds; sandstone; formations; strata; ton; nagasaki; shale; shan; geology; sediments; iron; hills,21,
nmf,20,0,law; family; wife; marriage; husband; magistrate; son; father; death; code; parents; king; children; mother; sons; case; yu; upon; exogamy; man,55,
nmf,20,1,river; miles; feet; water; bank; canal; channel; city; level; sea; south; plain; lake; yellow; island; north; ho; stream; bed; course,39,
nmf,20,2,shanghai; mr; dr; society; library; books; work; members; esq; reviews; book; collection; mrs; works; road; giles; journal; rev; volume; history,34,
nmf,20,3,ch; dynasty; yuan; wang; shih; ts; emperor; yu; wu; ai; sung; ang; ien; lu; fu; han; ing; ku; huang; tsung,34,
nmf,20,4,leaves; species; slender; flowers; mm; ventral; dorsal; bristle; posterior; anterior; hairs; edge; side; plants; bristles; plant; ovate; aperture; short; slightly,30,
nmf,20,5,on; une; un; qu; plus; ne; se; cette; dont; aux; chine; autres; ont; était; après; lui; quelques; bien; leurs; deux,5,
nmf,20,6,king; ancient; name; history; aryan; indian; shi; tribes; sanscrit; myth; greek; modern; language; called; india; race; word; asia; lunar; calendar,47,
nmf,20,7,government; japan; retrospect; foreign; japanese; treaty; country; emperor; foreigners; peking; nagasaki; events; british; year; mr; people; canton; shanghai; yedo; trade,64,
nmf,20,8,cash; taels; coins; silver; currency; salt; tael; coinage; copper; reverse; mint; coin; tls; obverse; gold; money; value; tax; per; weight,18,
nmf,20,9,confucius; heaven; man; tzu; nature; men; life; love; doctrine; things; people; principle; mind; tao; virtue; destiny; heart; mencius; tsi; said,31,
nmf,20,10,temple; heaven; god; worship; altar; hall; stone; dragon; emperor; spirits; tombs; sacrifice; tablet; incense; city; gods; tomb; gate; earth; temples,52,
nmf,20,11,cm; fig; pl; manchuria; breadth; fruits; length; skvortzow; var; taro; variety; gourd; varieties; rice; apricot; cultivated; see; melons; vegetable; harbin,21,
nmf,20,12,mm; magnetic; dip; observations; temperature; feb; mean; apr; sept; aug; shanghai; june; july; dec; year; oct; needle; meteorological; wind; jan,27,
nmf,20,13,de; la; les; le; et; que; des; du; en; garnier; tong; vol; dans; nous; bishop; qui; sur; king; au; chine,33,
nmf,20,14,coal; limestone; rocks; rock; mines; carboniferous; sandstone; beds; deg; per; formations; strata; shale; ton; shan; nagasaki; geology; hills; sediments; iron,18,
nmf,20,15,mohammed; prophet; moslem; moslems; mosque; arabic; wakkas; islam; prayer; god; mecca; abu; religion; year; koran; pp; ibn; faith; said; liu,26,
nmf,20,16,village; miao; men; women; savages; day; us; white; small; man; boat; little; rice; fish; used; water; house; black; bamboo; people,44,
nmf,20,17,lour; linn; osb; hgk; cochin; sin; fl; tab; canton; folio; fig; foliis; plants; chinensis; plant; var; et; isl; chusan; sinensis,28,
nmf,20,18,genus; species; bill; birds; bird; brown; tail; swinhoe; wing; formosa; black; tenths; family; white; styan; pall; chihli; yellowish; migrant; specimens,40,
nmf,20,19,art; bronze; bronzes; greek; porcelain; artistic; work; painting; dynasty; design; culture; buddhist; pottery; period; ancient; figures; beauty; human; forms; colour,34,
nmf,25,0,village; miao; men; savages; women; day; us; boat; small; white; rice; man; fish; little; island; house; people; water; large; black,37,
nmf,25,1,river; miles; water; bank; feet; canal; channel; level; sea; lake; plain; yellow; island; ho; city; bed; south; stream; course; banks,35,
nmf,25,2,shanghai; mr; society; dr; library; members; esq; books; reviews; work; road; mrs; british; collection; rev; journal; book; museum; council; proceedings,23,
nmf,25,3,ch; dynasty; wang; yuan; shih; ts; emperor; yu; wu; ai; sung; ang; ien; lu; ing; huang; tsung; han; ao; yang,30,
nmf,25,4,flowers; leaves; species; slender; mm; plants; plant; flower; leaflets; flora; glabrous; green; lanceolate; ovate; white; common; calyx; erect; base; seed,35,
nmf,25,5,on; une; un; qu; plus; ne; se; cette; dont; aux; chine; autres; ont; était; après; lui; quelques; bien; leurs; deux,3,
nmf,25,6,king; name; ancient; shi; aryan; greek; myth; indian; sanscrit; history; called; year; tribes; modern; india; lunar; son; sze; parthia; hiung,38,
nmf,25,7,government; japan; retrospect; foreign; japanese; treaty; emperor; country; foreigners; nagasaki; events; peking; year; british; yedo; canton; mr; people; imperial; treaties,51,
nmf,25,8,cash; taels; coins; silver; currency; salt; tael; coinage; copper; reverse; mint; coin; obverse; tls; gold; money; value; tax; per; weight,16,
nmf,25,9,confucius; man; love; tsi; heaven; men; mencius; nature; destiny; tzu; doctrine; life; people; virtue; duke; principle; tao; moral; things; said,22,
nmf,25,10,temple; tombs; stone; city; tomb; gate; wall; confucius; pagoda; dynasty; hall; fu; architecture; pillars; buildings; marble; feet; figures; built; monuments,39,
nmf,25,11,cm; fig; pl; manchuria; breadth; fruits; length; skvortzow; var; taro; gourd; variety; rice; varieties; apricot; cultivated; melons; vegetable; see; harbin,16,
nmf,25,12,mm; magnetic; dip; observations; temperature; feb; mean; apr; sept; aug; july; june; dec; oct; needle; shanghai; meteorological; jan; variation; wind,17,
nmf,25,13,de; la; les; le; et; que; des; du; garnier; en; tong; vol; dans; nous; qui; bishop; sur; king; au; chine,28,
nmf,25,14,coal; limestone; rocks; rock; mines; carboniferous; sandstone; beds; per; deg; formations; strata; shale; ton; shan; geology; nagasaki; hills; sediments; fossils,15,
nmf,25,15,heaven; god; spirits; worship; dragon; gods; earth; altar; spirit; moon; incense; sacrifice; religion; day; ruler; people; man; emperor; hall; temple,44,
nmf,25,16,genus; species; bill; birds; bird; brown; tail; swinhoe; wing; formosa; black; tenths; family; styan; white; pall; migrant; yellowish; specimens; feathers,33,
nmf,25,17,lour; linn; osb; hgk; cochin; sin; fl; tab; canton; fig; folio; foliis; chinensis; var; plants; plant; et; isl; chusan; pl,22,
nmf,25,18,tungus; tibetan; tibet; shaman; tibetans; lamaism; goldi; shamanism; america; peoples; asia; groups; culture; manchuria; lamas; northern; mongol; mongols; north; lama,26,
nmf,25,19,mohammed; prophet; moslem; moslems; mosque; arabic; wakkas; islam; mecca; prayer; abu; koran; year; pp; ibn; religion; faith; said; god; liu,20,
nmf,25,20,art; bronze; greek; bronzes; porcelain; painting; artistic; design; pottery; work; dynasty; buddhist; culture; beauty; period; nature; decorative; colour; beautiful; ancient,29,
nmf,25,21,law; family; wife; marriage; husband; magistrate; son; father; code; death; parents; children; mother; case; sons; upon; king; property; man; exogamy,44,
nmf,25,22,christ; nestorian; giles; buddha; picture; lao; tzu; professor; portraits; tai; priests; priest; kneeling; trinity; jesus; god; holy; confucius; buddhist; mother,23,
nmf,25,23,ventral; dorsal; posterior; bristle; anterior; hairs; bristles; side; edge; plate; aperture; fig; slender; specimens; slightly; figure; curved; tarsus; length; broad,15,
nmf,25,24,characters; language; writing; words; character; use; system; languages; phonetic; written; notation; meaning; word; notes; music; sounds; number; work; english; thus,24,
nmf,30,0,village; miao; savages; women; day; us; boat; rice; small; little; men; house; people; hills; bamboo; water; wear; fish; large; night,24,
nmf,30,1,river; miles; water; bank; feet; canal; channel; level; sea; lake; plain; island; yellow; bed; ho; south; stream; city; course; banks,29,
nmf,30,2,retrospect; government; shanghai; foreign; british; foreigners; events; peking; year; settlement; mr; treaty; canton; emperor; country; french; imperial; japan; city; troops,44,
nmf,30,3,salt; taels; tls; tax; ch; revenue; likin; brine; magistrate; chou; fu; per; catties; uan; kiang; si; manchu; year; ssuch,20,
nmf,30,4,flowers; leaves; species; slender; mm; plants; plant; flower; leaflets; flora; green; glabrous; lanceolate; white; ovate; common; calyx; erect; base; seed,29,
nmf,30,5,on; une; un; qu; plus; ne; se; cette; dont; aux; chine; autres; ont; était; après; lui; quelques; bien; leurs; deux,1,
nmf,30,6,king; parthia; shi; country; hiung; name; ta; bactria; called; oxus; son; countries; west; sent; kingdom; city; hirth; strabo; nu; sogdiana,42,
nmf,30,7,ch; dynasty; wang; yuan; shih; emperor; ts; yu; ai; sung; wu; ang; ien; lu; huang; ing; tsung; ssu; han; ao,22,
nmf,30,8,cash; coins; silver; currency; reverse; coinage; mint; tael; coin; copper; obverse; gold; taels; corea; issued; value; money; weight; circulation; pieces,14,
nmf,30,9,confucius; man; love; tsi; mencius; nature; destiny; heaven; tzu; men; doctrine; life; people; virtue; tao; principle; things; duke; moral; said,13,
nmf,30,10,temple; tombs; stone; tomb; city; wall; confucius; gate; pagoda; fu; architecture; figures; dynasty; pillars; hall; feet; buildings; marble; monuments; built,29,
nmf,30,11,cm; fig; pl; manchuria; breadth; fruits; length; skvortzow; var; taro; gourd; variety; rice; varieties; apricot; cultivated; melons; vegetable; see; harbin,11,
nmf,30,12,aryan; calendar; year; myth; lunar; solar; cycle; indian; ancient; sanscrit; greek; moon; name; jupiter; king; stars; chow; asterisms; history; kurus,25,
nmf,30,13,de; la; les; le; et; que; des; du; en; garnier; tong; vol; dans; nous; qui; sur; chine; au; pour; pp,9,
nmf,30,14,coal; limestone; rocks; rock; carboniferous; mines; sandstone; deg; per; beds; formations; strata; ton; shan; shale; geology; hills; sediments; fossils; quartz,10,
nmf,30,15,heaven; god; spirits; worship; dragon; earth; altar; gods; spirit; sacrifice; incense; religion; moon; ruler; hall; emperor; people; day; man; temple,34,
nmf,30,16,genus; species; bill; birds; bird; brown; tail; swinhoe; wing; formosa; tenths; black; family; styan; pall; white; migrant; yellowish; feathers; specimens,28,
nmf,30,17,lour; linn; osb; hgk; cochin; sin; fl; tab; fig; folio; canton; foliis; chinensis; var; plants; plant; et; isl; chusan; pl,15,
nmf,30,18,shanghai; mr; society; dr; library; books; esq; members; work; collection; reviews; mrs; book; works; journal; museum; history; rev; proceedings; volume,16,
nmf,30,19,art; bronze; greek; bronzes; porcelain; painting; artistic; design; work; pottery; buddhist; dynasty; culture; period; beauty; nature; decorative; ancient; colour; beautiful,21,
nmf,30,20,law; family; wife; marriage; husband; father; magistrate; son; code; death; parents; mother; children; case; sons; exogamy; yu; property; upon; man,29,
nmf,30,21,mohammed; prophet; moslem; moslems; mosque; arabic; wakkas; islam; mecca; prayer; abu; koran; pp; ibn; religion; year; faith; god; said; liu,12,
nmf,30,22,mm; dip; magnetic; observations; temperature; feb; mean; apr; sept; aug; june; july; shanghai; dec; oct; needle; jan; nov; variation; magnetism,13,
