model,K,topic_id,top_words,representative_documents,dominant_decades,dominant_L1,dominant_L2,suggested_label,researcher_label,interpretation_notes,keep_merge_drop
corex_unanchored,25,17,greater; less; least; either; west; rather; alone; natural; passing; although; gradually; extraordinary; features; apparently; previously; connected; characteristic; formed; point; mass,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1890s | 1870s | 1900s,"Politics, Government, and Law | Geography and Travel | Anthropology and Social Customs","History | History, Modern (20th century) | Folklore | Mythology | Sculpture",,,,
corex_unanchored,25,18,night; morning; water; food; foot; trees; ground; evening; deep; dark; together; bright; wind; front; hard; rain; sun; fall; strong; rose,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1920s | 1870s,Geography and Travel | Religion and Philosophy | Military | Natural Sciences,Judaism | Folklore | Mythology | Islam,,,,
corex_unanchored,25,19,mile; places; level; bank; banks; cultivated; rivers; yards; tea; interior; salt; plain; district; considerable; supply; dry; runs; sand; soil; situated,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt | Notes on Chinese banking system in Shanghai - Ferguson, J. C. - 1906 - XXXVII_1906_03.txt",1900s | 1860s | 1880s,"Economy, Trade, and Technology | Geography and Travel | Military | Natural Sciences",Folklore | Mythology | Hydrology | Economics,,,,
corex_unanchored,25,20,chine; une; aux; se; partie; deux; dont; temps; chinois; qu; celui; les; terre; autres; cette; pendant; dans; trois; du; jusqu,"Jews of Honan, The - MacGillivray, D. - 1928 - _1928-1929_02.txt | LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON. - IMBAULT HUART, C. - 1895 - _1895-1896_01.txt | Early days of Western medicine in China - Wu Lieh - teh - 1931 - _1930-1931_15.txt | Christian monument at Hsi - an - fu, The - Moule, A. C. - 1910 - 1910_04.txt | 1911 - 1911_01.txt",1940s | 1880s | 1870s,"Geography and Travel | Economy, Trade, and Technology | Natural Sciences",Geography | Botany | Telecommunication,,,,
corex_unanchored,25,21,yu; chu; wu; wen; ti; wei; shu; wang; ien; sung; ch; kung; ang; han; ai; cheng; shun; dynasty; shang; yin,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1890s | 1900s | 1920s,Military | Natural Sciences | Religion and Philosophy | History and Chronology,Confucianism | Bronzes | Taoism,,,,
corex_unanchored,25,22,similar; seen; form; used; four; gold; placed; probably; written; parts; characters; originally; mountain; iron; certain; seven; curious; legend; pieces; table,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1870s | 1890s,"Arts and Archaeology | Anthropology and Social Customs | Economy, Trade, and Technology",Decorative arts | Bronzes | Sculpture,,,,
corex_unanchored,25,23,small; higher; produce; colour; consists; becomes; entirely; forming; forms; close; lower; sort; reaches; scale; extreme; equally; takes; somewhat; peculiar; cover,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1890s | 1860s,"Anthropology and Social Customs | Economy, Trade, and Technology | Education",Decorative arts | Folklore | Mythology | Sculpture,,,,
corex_unanchored,25,24,style; inscriptions; bearing; precious; intended; rendered; inscription; letters; copper; celebrated; succession; europeans; inscribed; alike; principal; productions; published; executed; observed; image,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai - Fedorovitch, J. - 1859 - 1859_10.txt | Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | Sketches of the Miau - tsze - Bridgman, E. C. - 1859 - 1859_11.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt",1870s | 1900s | 1860s,Arts and Archaeology | Military | Natural Sciences | History and Chronology,"Confucianism | Associations, institutions, etc. | Sculpture",,,,
corex_unanchored,30,0,heaven; death; emperor; son; evil; father; person; court; heart; spirit; saying; spirits; life; god; act; peace; master; born; dynasty; people,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1900s | 1870s | 1890s,"Religion and Philosophy | History and Chronology | Politics, Government, and Law",Confucianism | Biography | Political science,,,,
corex_unanchored,30,1,women; told; away; heard; took; go; wife; head; asked; night; gave; brother; keep; story; saw; home; husband; family; young; arrived,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1900s | 1870s | 1920s,"Religion and Philosophy | History and Chronology | Politics, Government, and Law",Judaism | Folklore | Mythology | Islam,,,,
corex_unanchored,30,2,chu; yen; yu; lu; chih; wu; yuan; wang; kung; chin; feng; ti; ai; ching; chen; chi; ien; ts; shih; wei,"Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Ancient Tibet and its frontagers - Kingsmill, T. W. - 1906 - XXXVII_1906_02.txt",1870s | 1890s | 1920s,"Military | Natural Sciences | Politics, Government, and Law | Economy, Trade, and Technology",Bronzes | Sculpture | Military art and science | Science,,,,
corex_unanchored,30,3,sides; low; thick; covered; flat; upper; level; height; side; yellow; smaller; hills; blue; dry; fine; grass; steep; outer; deep; rises,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Ancient Tibet and its frontagers - Kingsmill, T. W. - 1906 - XXXVII_1906_02.txt",1900s | 1860s | 1850s,Natural Sciences | Geography and Travel | Military | Natural Sciences,Sculpture | Travel | Hydrology,,,,
corex_unanchored,30,4,come; know; case; alone; back; way; rather; get; course; idea; cannot; whole; true; going; think; better; right; follow; either; enough,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1890s | 1870s,"Education | Politics, Government, and Law | Religion and Philosophy","History | History, Modern (20th century) | Sculpture | Language and languages",,,,
corex_unanchored,30,5,foot; water; hair; eyes; food; trees; bright; morning; ground; fish; tree; beautiful; wild; evening; looking; leaves; dried; black; hard; flowers,"Sketches of the Miau - tsze - Bridgman, E. C. - 1859 - 1859_11.txt | Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Narrative of the American Embassy to Peking - Williams, S. W. - 1859 - 1860_05.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1920s | 1870s,Geography and Travel | Military | Natural Sciences | Anthropology and Social Customs,Folklore | Mythology | Music | Travel,,,,
corex_unanchored,30,6,world; things; mind; worship; human; sense; conception; meaning; earth; sacred; philosophy; principles; age; religious; knowledge; doctrine; buddhist; confucius; taoist; doctrines,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1930s | 1920s | 1900s,"Religion and Philosophy | Politics, Government, and Law | Arts and Archaeology",Bronzes | Decorative arts | Confucianism,,,,
corex_unanchored,30,7,passed; left; open; pass; near; city; road; reached; spot; entered; reach; walls; taking; distance; gate; cut; noticed; next; wall; lying,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt",1900s | 1870s | 1890s,"Geography and Travel | History and Chronology | Economy, Trade, and Technology","Folklore | Mythology | History, Modern (20th century) | Travel",,,,
corex_unanchored,30,8,coast; miles; east; island; sea; eastern; islands; south; town; river; mile; port; natives; northern; north; ports; southern; thence; bank; bay,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Ancient Tibet and its frontagers - Kingsmill, T. W. - 1906 - XXXVII_1906_02.txt",1860s | 1880s | 1870s,"Geography and Travel | Economy, Trade, and Technology | History and Chronology","Associations, institutions, etc. | History, Modern (20th century) | Hydrology",,,,
corex_unanchored,30,9,always; really; means; already; even; reason; ideas; say; might; question; whether; subject; shall; general; necessary; fact; certain; possible; could; perhaps,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1930s | 1890s | 1920s,"Education | Politics, Government, and Law | Religion and Philosophy","Folklore | Associations, institutions, etc. | Education",,,,
corex_unanchored,30,10,de; la; des; vol; et; le; les; quoted; asia; century; text; paris; french; edition; india; asiatic; sur; languages; vi; persian,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1870s | 1890s | 1880s,"Military | Natural Sciences | Education | Politics, Government, and Law","Associations, institutions, etc. | Judaism | Military art and science | Science",,,,
corex_unanchored,30,11,went; hands; set; whose; year; making; ill; account; sent; soldiers; daily; rule; times; twenty; hundred; lost; allowed; bringing; authority; added,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt",1900s | 1870s | 1920s,"Military | Natural Sciences | Politics, Government, and Law | History and Chronology","Associations, institutions, etc. | Political science | Military art and science | Science",,,,
corex_unanchored,30,12,origin; ancient; term; states; says; later; modern; period; history; gives; earlier; note; according; connection; based; mentioned; corresponding; complete; author; instance,"Narrative of the American Embassy to Peking - Williams, S. W. - 1859 - 1860_05.txt | Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | A Sketch of the Life of Confucius - Edkins, J. - 1860 - 1860_07.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1870s | 1900s | 1890s,"Religion and Philosophy | Politics, Government, and Law | History and Chronology","Associations, institutions, etc. | Judaism | Political science",,,,
corex_unanchored,30,13,died; return; received; affairs; held; state; appointed; became; came; chief; ordered; minister; possession; refused; duties; money; army; majesty; war; escape,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1890s | 1870s,"Military | Natural Sciences | Politics, Government, and Law | Education","Associations, institutions, etc. | Folklore | Mythology | Military art and science | Science",,,,
corex_unanchored,30,14,men; thought; without; nothing; put; good; man; days; full; become; believe; let; dead; able; personal; us; indeed; together; fire; leave,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt",1900s | 1870s | 1890s,"Religion and Philosophy | Politics, Government, and Law | History and Chronology","Confucianism | Associations, institutions, etc. | Political science",,,,
corex_unanchored,30,15,feet; wood; red; white; stone; top; eye; animals; appearance; square; green; kinds; stones; shape; hot; bridges; wooden; wind; tiger; doors,"Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1860s | 1900s | 1910s,Geography and Travel | Military | Natural Sciences | Anthropology and Social Customs,Sculpture | Folklore | Mythology | Islam,,,,
corex_unanchored,30,16,everything; never; carried; still; end; brought; every; looked; since; make; ever; others; day; fell; began; led; sight; thing; turned; doubt,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1920s | 1870s,"Religion and Philosophy | History and Chronology | Politics, Government, and Law","Confucianism | Associations, institutions, etc. | Political science",,,,
corex_unanchored,30,17,imperial; capital; military; officers; official; office; private; governor; empire; public; officials; provinces; civil; palace; reign; service; cities; post; viceroy; province,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1860s | 1880s,"Military | Natural Sciences | Politics, Government, and Law | History and Chronology","Associations, institutions, etc. | Judaism | Military art and science | Science",,,,
corex_unanchored,30,18,trade; per; price; merchants; quantity; canton; commerce; supply; commercial; tael; cost; england; produce; information; industry; hongkong; enterprise; taels; increased; report,"Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1880s | 1900s | 1890s,"Military | Natural Sciences | Politics, Government, and Law | Economy, Trade, and Technology","Associations, institutions, etc. | Government | Military art and science | Science",,,,
corex_unanchored,30,19,une; chine; aux; orientalis; se; celui; temps; partie; der; sinensis; terre; nord; cette; chinois; chinensis; vulgaris; nom; deux; japonica; autres,"Contribution to the nomenclature of Chinese plants - Faber, E. - 1907 - XXXVIII_1907_03.txt | Family law of the Chinese, The - Mollendorf, P. G. von - 1892 - XXVII_1892_04.txt | 1899 - XXXIII_1899_05.txt | Chinese sophists, The - Forke, A. - 1901 - XXXIV_1901_01.txt | Music of China, The * - Kingsmill, T. W. - 1910 - XXXIX_1908_01.txt",1940s | 1880s | 1890s,"Natural Sciences | Economy, Trade, and Technology | Geography and Travel",Botany | Zoology | Folklore,,,,
corex_unanchored,30,20,law; government; bring; business; effect; soon; charge; pay; receive; force; friends; paid; duty; control; future; among; proper; persons; manner; matters,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1870s | 1890s,"Military | Natural Sciences | Politics, Government, and Law | Education","Confucianism | Associations, institutions, etc. | Judaism",,,,
corex_unanchored,30,21,along; west; round; form; peculiar; seen; similar; high; front; connected; within; curious; features; mountains; forms; placed; space; formed; shown; closely,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt",1870s | 1900s | 1920s,Arts and Archaeology | Geography and Travel | Military | Natural Sciences,Decorative arts | Bronzes | Sculpture,,,,
corex_unanchored,30,22,book; words; written; translated; title; wrote; books; style; knowing; translation; language; sound; scholar; purpose; friend; learning; practice; sentence; characters; powers,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt",1870s | 1900s | 1890s,"Politics, Government, and Law | Religion and Philosophy | Education","Confucianism | Associations, institutions, etc. | Painting",,,,
corex_unanchored,30,23,successful; established; new; progress; late; political; powerful; american; terms; nations; policy; independent; proved; europe; interests; necessity; past; views; nation; advanced,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt",1900s | 1870s | 1890s,"Politics, Government, and Law | History and Chronology | Economy, Trade, and Technology","Associations, institutions, etc. | Folklore | Mythology | History | History, Modern (20th century)",,,,
corex_unanchored,30,24,consider; clearly; system; elements; natural; basis; principle; direct; properly; exactly; simple; serious; exercise; extraordinary; absolute; action; contrary; holds; consideration; non,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1900s | 1930s | 1910s,"Education | Politics, Government, and Law | Religion and Philosophy",Decorative arts | Education | Political science,,,,
corex_unanchored,30,25,circumstances; amount; considerable; extent; local; months; view; deal; condition; previously; especially; highest; causes; visited; throughout; greatly; continue; somewhat; results; difficulties,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1858_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt",1860s | 1870s | 1900s,"Politics, Government, and Law | Economy, Trade, and Technology | Education","Confucianism | Associations, institutions, etc. | Political science",,,,
corex_unanchored,30,26,kia; tsin; hien; ki; si; wan; kwei; kiang; kwang; tsing; hwang; hing; kien; 1st; sin; 4th; siang; sz; 3rd; hwa,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Notes on Chinese banking system in Shanghai - Ferguson, J. C. - 1906 - XXXVII_1906_03.txt",1860s | 1870s | 1850s,"Military | Natural Sciences | History and Chronology | Economy, Trade, and Technology",Judaism | Folklore | Mythology | Military art and science | Science,,,,
corex_unanchored,30,27,larger; plain; interior; almost; rapid; purposes; large; average; scale; quantities; enormous; mountainous; depth; varies; largest; channel; semi; rapidly; fertile; masses,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1900s | 1860s | 1880s,"Economy, Trade, and Technology | Military | Natural Sciences | Geography and Travel","History | History, Modern (20th century) | Folklore | Mythology | Sculpture",,,,
corex_unanchored,30,28,boats; salt; boat; goods; cotton; rice; foreigners; tea; iron; junks; provisions; cargo; oil; company; traffic; silver; exchange; cash; sugar; captain,"Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Chinese children's games - Headland, I. T. - 1906 - XXXVII_1906_05.txt | Notes on Chinese law and practice preceding revision - Alabaster, E. - 1906 - XXXVII_1906_04.txt",1900s | 1860s | 1850s,"Economy, Trade, and Technology | Geography and Travel | Education",Folklore | Mythology | Travel | Government,,,,
corex_unanchored,30,29,mu; pa; shan; dragon; produced; gold; describes; eight; tortoise; die; represents; fifth; stands; hang; fat; shui; intended; en; sixth; preserved,"Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt | Witchcraft in the Chinese penal code - Williams, E. T. - 1907 - XXXVIII_1907_02.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - 1858_02.txt | Coins of the Ta - ts'ing or present dynasty of China * - Wylie, A. - 1858 - 1858_03.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt",1940s | 1870s | 1900s,Military | Natural Sciences | Anthropology and Social Customs | Arts and Archaeology,Decorative arts | Folklore | Mythology | Sculpture,,,,
lda,10,0,cash; silver; taels; used; inches; coins; money; copper; reverse; currency; gold; called; notes; law; family; value; province; small; dynasty; instruments,"Coinage of Corea, The * - Gardener, C. T. - 1892 - XXVII_1892_03.txt | Annam and its minor currency - Toda, E. - 1882 - XVII_1882_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Music of China, The * - Kingsmill, T. W. - 1910 - XXXIX_1908_01.txt | Notes on Chinese banking system in Shanghai - Ferguson, J. C. - 1906 - XXXVII_1906_03.txt",1890s | 1900s | 1880s,"Economy, Trade, and Technology | Politics, Government, and Law | Military | Natural Sciences",Numismatics | Economics | Government,,,,
