model,K,topic_id,top_words,representative_documents,dominant_decades,dominant_L1,dominant_L2,suggested_label,researcher_label,interpretation_notes,keep_merge_drop
lda,30,27,river; water; feet; miles; island; sea; south; north; bank; coal; high; hills; west; large; course; level; east; small; near; shan,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - 1859_09.txt | Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - I_1859_09.txt | Researches into the geology of Formosa * - Kleinwachter, G. - 1883 - XVIII_1884_03.txt | Researches into the geology of Formosa * - Kleinwachter, G. - 1883 - 1883_03.txt | Notes on Szechuen and the Yangtse valley - Little, A. J. - 1883 - XVIII_1884_09.txt",1860s | 1880s | 1850s,"Natural Sciences | Geography and Travel | Economy, Trade, and Technology",Hydrology | Geology | Agriculture,,,,
lda,30,28,the; of; and; to; in; is; black; white; men; game; that; king; it; as; de; by; are; board; play; move,"Wei - ch ' i * - Volpicelli, Z. H. - 1891 - XXVI_1891_03.txt | Wei - ch ' i * - Volpicelli, Z. H. - 1891 - 1891_05.txt | 1914 - XLV_1914_14_review_of_recent_books.txt | Chinese chess * - Volpicelli, Z. H. - 1888 - 1888_05.txt | Short sketch of the Chinese game of chess, Seang - kh'e, A * - Hollingworth, H. G. - 1866 - 1866_08.txt",1890s | 1860s | 1880s,Anthropology and Social Customs | Geography and Travel | Natural Sciences,Manners and customs | Asia | Astronomy,,,,
lda,30,29,un; une; on; qu; plus; ne; se; cette; chine; dont; fut; aux; deux; nom; ont; lui; était; après; bien; chinois,"Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - 1883_04.txt | Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - XVIII_1884_04.txt | Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - XVIII_1884_05.txt | 1869 - 1869_04.txt | Note sur les petites societes d'argent en Chine - Simon, G. E. - 1868 - V_1868_01.txt",1940s | 1860s | 1880s,"Economy, Trade, and Technology | Geography and Travel | Natural Sciences",Economics | Travel | Agriculture,,,,
lda,8,0,cash; taels; year; silver; government; foreign; used; salt; province; shanghai; money; trade; king; coins; law; inches; currency; small; reverse; copper,"Scarcity of copper cash and the rise in prices - Taylor, F. E. - 1896 - XXXIII_1896_04.txt | Notes on Chinese banking system in Shanghai - Ferguson, J. C. - 1906 - XXXVII_1906_03.txt | Annam and its minor currency - Toda, E. - 1882 - XVII_1882_04.txt | Coins of the Republic of China * - Ros, G. - 1917 - 1917_15.txt | Chinese revenue - Parker, E. H. - 1894 - _1895-1896_03.txt",1890s | 1900s | 1880s,"Economy, Trade, and Technology | Politics, Government, and Law | Military | Natural Sciences",Numismatics | Economics | Government,,,,
lda,8,1,man; men; people; day; said; could; us; life; way; king; heaven; upon; good; called; old; even; thus; country; without; came,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster - Camajee, D. N. - 1874 - IX_1875_02.txt | Where was Ta - ts ' in ? - Allen, H. J. - 1886 - VII_1871_02.txt | Notices of the character and writings of Meh tsi - Edkins, J. - 1859 - 1859_02.txt | Notices of the character and writings of Meh tsi - Edkins, J. - 1859 - I_1859_02.txt | Cosmic spirit, The - Morgan, E. - 1931 - _1930-1931_27.txt",1920s | 1900s | 1890s,Religion and Philosophy | Anthropology and Social Customs | History and Chronology,Folklore | Mythology | Philosophy | Taoism,,,,
lda,8,2,mm; sea; july; year; eastern; peking; mean; june; temperature; asia; north; northern; water; seen; near; annual; summer; island; aug; sept,"The Climate of Eastern Asia - Fritsche, H. - 1877 - XII_1877_06.txt | The Climate of Eastern Asia - Fritsche, H. - 1877 - 1878_06.txt | Meteorological observations, April - December 1872 - Meteorological Committee - 1871 - VII_1871_16.txt | Thermometrical observations, taken during a passage from Nagasaki to Shanghai - Fedorovitch, J. - 1859 - I_1859_10.txt | Land birds and others met with at sea off the coast of China in 1915 - Laver, H. E. - 1917 - 1917_08.txt",1850s | 1870s | 1860s,Natural Sciences | Geography and Travel | History and Chronology,Meteorology | Astronomy | Zoology,,,,
lda,8,3,species; leaves; white; plant; common; see; small; flowers; tree; family; name; large; length; red; cm; north; birds; plants; king; black,"1920 - LI_1920_08.txt | 1920 - _1920_08.txt | List of the birds in the Museum of the Anglo - Chinese College of Foochow, China - Kellogg, C. R. - 1919 - L_1919_08.txt | Formosa - 1919 - _1922_12.txt | 1913 - 1913_03.txt",1910s | 1920s | 1900s,Natural Sciences | Literature and Language | Anthropology and Social Customs,Zoology | Botany | Porcelain,,,,
lda,8,4,de; the; shanghai; dr; work; mr; of; la; new; society; history; art; book; language; et; books; les; vol; le; and,"1914 - XLV_1914_14_review_of_recent_books.txt | Can Chinese writing be simplified ? - Chatley, H. - 1930 - _1930-1931_06.txt | Three score years and ten - Mason, I. - 1928 - _1928-1929_01.txt | Survey of the work by Western students of Chinese history - Latourette, K. S. - 1916 - 1916_08.txt | Chinese bibliography - Macgowan, D. J. - 1859 - XVII_1882_misc.txt",1930s | 1850s | 1910s,Education | Literature and Language | Arts and Archaeology,"Associations, institutions, etc. | East Asian languages | Science",,,,
lda,8,5,ch; dynasty; yu; wu; ancient; ts; ai; ang; fu; emperor; year; yuan; name; han; shih; wen; lu; ti; called; period,"Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - XII_1877_03.txt | Droughts in China, A. D. 620-1643 - Hosie, A. - 1877 - 1878_03.txt | Critical review of Chalfant's notes upon the "" Shuo Wen "" - Gillis, I. V. - 1925 - _1925_11.txt | Table of the Emperors of the Yuan Dynasty, A - Moule, A. C. - 1914 - XLV_1914_13.txt | THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT. - BUSHELL, S. W. - 1895 - _1895-1896_04.txt",1870s | 1940s | 1920s,Military | Natural Sciences | Arts and Archaeology | Literature and Language,"Painting | Bronzes | Chronology, Historical",,,,
lda,8,6,river; un; une; feet; miles; on; qu; water; city; plus; ne; se; road; bank; south; north; large; hills; journey; ho,"Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - 1883_04.txt | Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - XVIII_1884_04.txt | Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - XVIII_1884_05.txt | Note sur les petites societes d'argent en Chine - Simon, G. E. - 1868 - V_1868_01.txt | 1869 - 1869_04.txt",1940s | 1860s | 1880s,"Economy, Trade, and Technology | Geography and Travel | Natural Sciences",Hydrology | Telecommunication | Geology,,,,
lda,8,7,lour; sin; linn; name; cochin; osb; canton; et; fl; hgk; tab; plant; shi; fig; folio; plants; chinensis; ii; see; foliis,"Early European researches into the flora of China - Bretschneider, E. - 1880 - 1880_04.txt | Early European researches into the flora of China - Bretschneider, E. - 1880 - _1880-1881_01.txt | Early European researches into the flora of China - Bretschneider, E. - 1880 - 1880_03.txt | List of plant names included in the Cowdry Chihli flora, not recorded in the Index Florae Sinensis and its two supplements, A - Liu, J. C. - 1929 - _1928-1929_24.txt | Notices of the mediaeval geography and history of Central and Western Asia * - Bretschneider, E. - 1875 - X_1876_05.txt",1880s | 1940s | 1900s,Natural Sciences | Anthropology and Social Customs | History and Chronology,Botany | Asia | Ethnology,,,,
nmf,10,0,god; day; family; man; wife; men; heaven; people; spirits; women; husband; house; dragon; children; temple; worship; moon; father; son; mother,"Domestic altar, The - Hutson J. - 1918 - XLIX_1918_08.txt | Ch'ing Ming Festival, The - Hodous, L. - 1915 - XLVI_1915_06.txt | Shanghai folk - lore - Box, E. - 1901 - XXXIV_1901_02.txt | Animistic elements in Moslem prayer - Zwemer, S. M. - 1918 - XLIX_1918_03.txt | The Family law of the Chinese and its comparative relations with that of other nations - Mollendorf, P. G. von - 1878 - XIII_1879_03.txt",1890s | 1900s | 1920s,"Politics, Government, and Law | Anthropology and Social Customs | Literature and Language",Folklore | Mythology | Islam | Law,,,,
nmf,10,1,river; miles; feet; water; coal; bank; island; south; sea; hills; channel; limestone; canal; north; city; level; plain; rocks; large; stream,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - 1859_09.txt | Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow - Ward, J. - 1859 - I_1859_09.txt | The Bore of the Tsien - tang Kiang (Hang - chau Bay) - Moore - 1888 - 1888_04.txt | Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal - Ellias, N. - 1867 - IV_1867_06.txt | Notes on Szechuen and the Yangtse valley - Little, A. J. - 1883 - XVIII_1884_09.txt",1860s | 1880s | 1850s,"Geography and Travel | Natural Sciences | Economy, Trade, and Technology",Hydrology | Geology | Telecommunication,,,,
nmf,10,2,shanghai; mr; de; dr; society; work; library; books; book; la; collection; members; esq; notes; reviews; works; giles; volume; author; journal,"Morrison Library, The G. E. - Couling, S. - 1917 - 1917_11.txt | Chinese bibliography - Macgowan, D. J. - 1859 - XVII_1882_misc.txt | On Cyclones , or the Law of Storms - Nicolson, F. W. - 1858 - _1930-1931_29.txt | Collection of Chinese reptiles in the Shanghai Museum, The - Stanley, A. - 1914 - XLV_1914_01.txt | Three score years and ten - Mason, I. - 1928 - _1928-1929_01.txt",1850s | 1880s | 1930s,Literature and Language | Education | Arts and Archaeology,"Associations, institutions, etc. | Science | Language and languages",,,,
nmf,10,3,ch; dynasty; emperor; yuan; wang; ts; shih; wu; ai; yu; ien; ang; fu; sung; han; lu; ing; huang; tsung; city,"Southern Migration of the Sung Dynasty - Ferguson, J. C. - 1924 - _1923-1924_21.txt | Stories in Chinese paintings, I - Ferguson, J. C. - 1925 - _1925_09.txt | Stories in Chinese paintings, I - Ferguson, J. C. - 1925 - _1930-1931_04.txt | Political parties of the Northern Sung Dynasty - Ferguson, J. C. - 1927 - _1926-1927_15.txt | Siege of Saianfu and the murder of Achmach Bailo, The - Moule, A. C. - 1927 - _1926-1927_14.txt",1940s | 1920s | 1870s,Military | Natural Sciences | Literature and Language | Arts and Archaeology,Painting | Political science | Asia,,,,
nmf,10,4,species; cm; fig; leaves; flowers; mm; white; slender; plants; length; plant; brown; pl; genus; black; manchuria; var; small; breadth; tail,"Oribatoidea Sinensis, Part III - Jacot, A. P. - 1924 - _1923-1924_26.txt | The Family names - Giles, H. A. - 1886 - _1922_09.txt | 1920 - _1920_08.txt | Formosa - 1919 - _1922_12.txt | 1920 - LI_1920_08.txt",1910s | 1920s | 1850s,Natural Sciences | Literature and Language | Anthropology and Social Customs,Botany | Zoology | Porcelain,,,,
nmf,10,5,on; une; un; qu; plus; ne; se; cette; dont; chine; aux; autres; ont; était; après; deux; lui; leurs; bien; quelques,"Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - XVIII_1884_04.txt | 1869 - 1869_04.txt | Fragmens d'un voyage dans l'interieur de la Chine - Imbault - Huart, C. - 1883 - 1883_04.txt | Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire - Simon, G. E. - 1867 - IV_1867_10.txt | Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie - Simon, G. E. - 1868 - V_1868_07.txt",1940s | 1860s | 1890s,"Economy, Trade, and Technology | Geography and Travel | Natural Sciences",Economics | Travel | Geography,,,,
nmf,10,6,king; ancient; name; history; greek; indian; aryan; shi; tribes; sanscrit; myth; modern; india; called; year; race; language; asia; calendar; lunar,"Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history - Kingsmill, T. W. - 1875 - X_1876_03.txt | A Comparative table of the ancient lunar asterisms - Kingsmill, T. W. - 1891 - XXVI_1891_02.txt | A Comparative table of the ancient lunar asterisms - Kingsmill, T. W. - 1891 - 1891_04.txt | The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king"" - Kingsmill, T. W. - 1871 - VII_1871_07.txt | Two zodiacs (solar and lunar), their origin and connections, The - Kingsmill, T. W. - 1907 - XXXVIII_1907_04.txt",1890s | 1870s | 1930s,Anthropology and Social Customs | History and Chronology | Military | Natural Sciences,"Astronomy | Chronology, Historical | Ethnology",,,,
nmf,10,7,japan; government; retrospect; foreign; japanese; shanghai; treaty; country; nagasaki; british; foreigners; year; peking; mr; emperor; events; canton; people; yedo; trade,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai - Fedorovitch, J. - 1859 - 1859_10.txt | 1859 - I_1859_11_record_of_occurences_in_china.txt | Retrospect of events in China and Japan - Kingsmill, T. W. - 1864 - IX_1875_07_retrospects_of_events.txt | Retrospect of events in China and Japan, 1867 - Kingsmill, T. W. - 1867 - IV_1867_12.txt | Retrospect of events in China and Japan, 1868 - Editorial Committee - 1868 - V_1868_10_retrospect_of_events.txt",1850s | 1860s | 1870s,Education | History and Chronology | Geography and Travel,"History, Modern (20th century) | Meteorology | History | History, Modern (20th century)",,,,
nmf,10,8,cash; taels; coins; silver; salt; currency; tael; copper; coinage; reverse; mint; coin; tls; obverse; gold; per; money; value; tax; weight,"Scarcity of copper cash and the rise in prices - Taylor, F. E. - 1896 - XXXIII_1896_04.txt | Currency in China * - Morse, H. B. - 1907 - XXXVIII_1907_01.txt | Coinage of Corea, The * - Gardener, C. T. - 1892 - XXVII_1892_03.txt | Chinese revenue - Parker, E. H. - 1894 - _1895-1896_03.txt | Coins of the Republic of China * - Ros, G. - 1917 - 1917_15.txt",1890s | 1900s | 1880s,"Economy, Trade, and Technology | Military | Natural Sciences | Politics, Government, and Law",Numismatics | Economics | Government,,,,
nmf,10,9,confucius; heaven; man; nature; life; art; tzu; men; mind; principle; doctrine; love; things; tao; people; law; virtue; music; human; spirit,"Notices of the character and writings of Meh tsi - Edkins, J. - 1859 - 1859_02.txt | Notices of the character and writings of Meh tsi - Edkins, J. - 1859 - I_1859_02.txt | Destiny, fate - Morgan, E. - 1920 - LI_1920_03.txt | Place of Music in the Platonic and Confucian systems of moral education, The - Phelps, D. L. - 1928 - _1928-1929_08.txt | Destiny, fate - Morgan, E. - 1920 - _1920_03.txt",1930s | 1920s | 1910s,"Religion and Philosophy | Education | Politics, Government, and Law",Philosophy | Taoism | China--Religion,,,,
