"from","to","author","subject_l2","subject_l1","time_window","article_count","weight","first_year","last_year","titles"
"A_104","S_16","Zwehtkoff, P., Trans. Carles, W. R.","Commerce","Economy, Trade, and Technology","1878-1887",1,0.333333333333333,1887,1887,"Remarks on the production of salt in China"
"A_88","S_34","Hirth, F.","Economics","Economy, Trade, and Technology","1878-1887",2,0.666666666666667,1882,1887,"The Hoppo - book of 1753 | Notes on the early history of the salt monopoly in China"
"A_3","S_34","Macgowan, D. J.","Economics","Economy, Trade, and Technology","1878-1887",1,1,1886,1886,"Chinese guilds or chambers of commerce and trades unions"
"A_76","S_34","Parker, E. H.","Economics","Economy, Trade, and Technology","1878-1887",1,0.333333333333333,1887,1887,"The Salt revenue of China"
"A_83","S_15","Guppy, H. B.","Industries","Economy, Trade, and Technology","1878-1887",1,0.333333333333333,1883,1883,"Samshu - brewing in North China"
"A_88","S_15","Hirth, F.","Industries","Economy, Trade, and Technology","1878-1887",2,0.583333333333333,1885,1887,"Western appliances in the Chinese printing industry | Ancient porcelain : a study in Chinese mediaeval industry and trade"
"A_104","S_15","Zwehtkoff, P., Trans. Carles, W. R.","Industries","Economy, Trade, and Technology","1878-1887",1,0.333333333333333,1887,1887,"Remarks on the production of salt in China"
"A_77","S_31","Hosie, A.","Telecommunication","Economy, Trade, and Technology","1878-1887",1,1,1884,1884,"Trade routes to Western China"
"A_88","S_11","Hirth, F.","Education","Education","1878-1887",1,0.333333333333333,1887,1887,"The Chinese Oriental College"
"A_100","S_37","Allen, H. J.","Geography","Geography and Travel","1878-1887",2,2,1886,1886,"Where was Ta - ts ' in ? | Ta - ts ' in and dependent states"
"A_88","S_37","Hirth, F.","Geography","Geography and Travel","1878-1887",2,2,1886,1886,"Reply to Mr. H. J. Allen's paper "" Where was Ta - ts ' in ? "" | Reply to Mr. H. J. Allen's paper "" Ta - ts ' in and dependent states "" *"
"A_29","S_37","Kingsmill, T. W.","Geography","Geography and Travel","1878-1887",1,0.333333333333333,1884,1884,"Serica of Ptolemy and its inhabitants, The"
"A_97","S_37","Phillips, G.","Geography","Geography and Travel","1878-1887",2,0.666666666666667,1885,1886,"The Seaports of India and Ceylon | Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *"
"A_94","S_37","Playfair, G. M. H.","Geography","Geography and Travel","1878-1887",1,1,1885,1885,"The Mystery of Ta - ts ' in"
"A_97","S_39","Phillips, G.","Navigation","Geography and Travel","1878-1887",2,0.666666666666667,1885,1886,"The Seaports of India and Ceylon | Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *"
"A_86","S_6","Anderson, G. C.","Travel","Geography and Travel","1878-1887",1,1,1882,1882,"Notes on the south coast of Saghalien"
"A_102","S_6","Carles, W. R.","Travel","Geography and Travel","1878-1887",1,1,1886,1886,"Corea"
"A_91","S_6","Imbault - Huart, C.","Travel","Geography and Travel","1878-1887",1,1,1883,1883,"Fragmens d'un voyage dans l'interieur de la Chine"
"A_73","S_6","Little, A. J.","Travel","Geography and Travel","1878-1887",1,1,1883,1883,"Notes on Szechuen and the Yangtse valley"
"A_92","S_6","Morrison, G. J.","Travel","Geography and Travel","1878-1887",1,1,1883,1883,"Some notes of a trip to Corea, in July and August, 1883"
"A_76","S_6","Parker, E. H.","Travel","Geography and Travel","1878-1887",3,3,1884,1884,"Journey in Chekiang, A | Journey in Fukien, A * | Journey from Foochow to Wenchow, through Central Fukien, A"
"A_97","S_6","Phillips, G.","Travel","Geography and Travel","1878-1887",2,0.666666666666667,1885,1886,"The Seaports of India and Ceylon | Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *"
"A_29","S_35","Kingsmill, T. W.","Biography","History and Chronology","1878-1887",1,1,1879,1879,"The story of Shun, the Emperor"
"A_96","S_32","Nocentini, L.","Chronology, Historical","History and Chronology","1878-1887",1,1,1887,1887,"Names of the sovereigns of the old Corean states, etc."
"A_94","S_32","Playfair, G. M. H.","Chronology, Historical","History and Chronology","1878-1887",1,1,1886,1886,"Alphabetical list of the dynastic and reign - titles of Chinese Emperors"
"A_1","S_30","Edkins, J.","History","History and Chronology","1878-1887",1,1,1883,1883,"What did the ancient Chinese know of the Greeks and Romans"
"A_29","S_30","Kingsmill, T. W.","History","History and Chronology","1878-1887",1,1,1879,1879,"The Intercourse of China with Central and Western Asia in the Second Century B.C."
"A_76","S_30","Parker, E. H.","History","History and Chronology","1878-1887",1,1,1886,1886,"Manchu relations with Tibet, or Si - tsang"
"A_1","S_7","Edkins, J.","Language and languages","Literature and Language","1878-1887",1,1,1886,1886,"Philological importance of geographical terms in the "" Shi - ki """
"A_98","S_7","Gabelentz, G. von der","Language and languages","Literature and Language","1878-1887",1,1,1885,1885,"Some additions to my Chinese grammar"
"A_85","S_7","Giles, H. A.","Language and languages","Literature and Language","1878-1887",3,3,1882,1886,"Notes on Chinese composition | The Hung Lou M<U+00EA>ng, commonly called <U+201C> The Dream of the Red Chamber "" | The Family names"
"A_93","S_7","H., F.","Language and languages","Literature and Language","1878-1887",2,2,1885,1886,"Derivation of the German word "" huhnerauger "" | Pen - ts ' ao - meng - ch'uan"
"A_88","S_7","Hirth, F.","Language and languages","Literature and Language","1878-1887",2,1.33333333333333,1886,1887,"Chinese equivalents of the letter "" R "" in foreign names | The Chinese Oriental College"
"A_91","S_7","Imbault - Huart, C.","Language and languages","Literature and Language","1878-1887",1,1,1884,1884,"Poete Chinois du XVIIIe siecle, Yuan Tseu - ts ' ai, sa vie et ses oeuvres, Un"
"A_29","S_7","Kingsmill, T. W.","Language and languages","Literature and Language","1878-1887",1,0.333333333333333,1878,1878,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """
"A_101","S_7","Legge, J.","Language and languages","Literature and Language","1878-1887",1,1,1886,1886,"Defense of the trans. of a passage in the "" Tsochwan"
"A_3","S_7","Macgowan, D. J.","Language and languages","Literature and Language","1878-1887",1,1,1886,1886,"Histrionic notes"
"A_96","S_7","Nocentini, L.","Language and languages","Literature and Language","1878-1887",1,1,1885,1885,"Sinology in Italy"
"A_76","S_7","Parker, E. H.","Language and languages","Literature and Language","1878-1887",2,2,1878,1887,"The Comparative study of Chinese dialects | Extracts from the Chinese works regarding the writing of the Ju - chih and Kitan Tartars *"
"A_95","S_7","T., C. B.","Language and languages","Literature and Language","1878-1887",1,1,1885,1885,"How snow inspired verse, and a rash order made the flowers bloom ("" Ching - hua- yuan, Chapter IV)"
"A_88","S_33","Hirth, F.","Literature","Literature and Language","1878-1887",1,0.333333333333333,1887,1887,"The Chinese Oriental College"
"A_29","S_33","Kingsmill, T. W.","Literature","Literature and Language","1878-1887",1,0.333333333333333,1878,1878,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """
"A_76","S_38","Parker, E. H.","Military art and science","Military","1878-1887",1,1,1887,1887,"The Military organization of China prior to 1842, as described by Wei Yuan"
"A_83","S_14","Guppy, H. B.","Agriculture","Natural Sciences","1878-1887",1,0.333333333333333,1883,1883,"Samshu - brewing in North China"
"A_88","S_14","Hirth, F.","Agriculture","Natural Sciences","1878-1887",2,0.583333333333333,1885,1887,"Western appliances in the Chinese printing industry | Ancient porcelain : a study in Chinese mediaeval industry and trade"
"A_104","S_14","Zwehtkoff, P., Trans. Carles, W. R.","Agriculture","Natural Sciences","1878-1887",1,0.333333333333333,1887,1887,"Remarks on the production of salt in China"
"A_77","S_29","Hosie, A.","Astronomy","Natural Sciences","1878-1887",1,1,1878,1878,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617"
"A_72","S_19","Bretschneider, E.","Botany","Natural Sciences","1878-1887",1,1,1880,1880,"Early European researches into the flora of China"
"A_42","S_19","Gardener, C. T.","Botany","Natural Sciences","1878-1887",1,0.333333333333333,1884,1884,"Animal, fossil, mineral and vegetable products of the consular district of Ichang"
"A_105","S_19","Henry, A.","Botany","Natural Sciences","1878-1887",1,1,1887,1887,"Chinese names of plants"
"A_103","S_20","Becher, H. M.","Geology","Natural Sciences","1878-1887",1,1,1887,1887,"Notes on the mineral resources of Eastern Shantung"
"A_42","S_20","Gardener, C. T.","Geology","Natural Sciences","1878-1887",1,0.333333333333333,1884,1884,"Animal, fossil, mineral and vegetable products of the consular district of Ichang"
"A_83","S_20","Guppy, H. B.","Geology","Natural Sciences","1878-1887",3,3,1881,1883,"Some notes on the geology of Takow, Formosa | On the geology of the neighbourhood of Nagasaki | Notes on some dikes at the mouth of the Nankow pass *"
"A_90","S_20","Kleinwachter, G.","Geology","Natural Sciences","1878-1887",1,1,1883,1883,"Researches into the geology of Formosa *"
"A_83","S_10","Guppy, H. B.","Hydrology","Natural Sciences","1878-1887",1,1,1881,1881,"Notes on the hydrology of the Yang - tse, the Yellow River, and the Pei - ho *"
"A_84","S_5","Dechevrens, Le P. M.","Meteorology","Natural Sciences","1878-1887",1,1,1881,1881,"The Climate of Shanghai, its meteorological conditions"
"A_78","S_5","Fritsche, H.","Meteorology","Natural Sciences","1878-1887",1,1,1878,1878,"The Climate of Eastern Asia"
"A_77","S_5","Hosie, A.","Meteorology","Natural Sciences","1878-1887",1,1,1878,1878,"Droughts in China, A. D. 620-1643"
"A_80","S_5","Schulze, F. W.","Meteorology","Natural Sciences","1878-1887",1,1,1879,1879,"Periodical change of terrestrial magnetism *"
"A_79","S_12","Fauvel, A. A.","Zoology","Natural Sciences","1878-1887",1,1,1879,1879,"Alligators in China *"
"A_42","S_12","Gardener, C. T.","Zoology","Natural Sciences","1878-1887",1,0.333333333333333,1884,1884,"Animal, fossil, mineral and vegetable products of the consular district of Ichang"
"A_88","S_40","Hirth, F.","Government","Politics, Government, and Law","1878-1887",2,0.666666666666667,1882,1887,"The Hoppo - book of 1753 | Notes on the early history of the salt monopoly in China"
"A_76","S_40","Parker, E. H.","Government","Politics, Government, and Law","1878-1887",1,0.333333333333333,1887,1887,"The Salt revenue of China"
"A_75","S_13","Mollendorf, P. G. von","Law","Politics, Government, and Law","1878-1887",1,0.5,1879,1879,"The Family law of the Chinese and its comparative relations with that of other nations"
"A_88","S_41","Hirth, F.","Political science--Philosophy","Politics, Government, and Law","1878-1887",2,0.666666666666667,1882,1887,"The Hoppo - book of 1753 | Notes on the early history of the salt monopoly in China"
"A_76","S_41","Parker, E. H.","Political science--Philosophy","Politics, Government, and Law","1878-1887",1,0.333333333333333,1887,1887,"The Salt revenue of China"
"A_55","S_1","Moule, G. E.","Buddhism","Religion and Philosophy","1878-1887",1,1,1884,1884,"Buddist sheet - tract, containing an apologue of human life, A *"
"A_100","S_21","Allen, H. J.","Confucianism","Religion and Philosophy","1878-1887",1,1,1886,1886,"Is Confucius a myth ?"
"A_82","S_9","Balfour, F. H.","Philosophy","Religion and Philosophy","1878-1887",1,1,1880,1880,"The "" Naturalistic "" philosophy of China"
"A_29","S_36","Kingsmill, T. W.","Religion","Religion and Philosophy","1878-1887",1,0.333333333333333,1878,1878,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king """
"A_99","S_36","Macintyre, J.","Religion","Religion and Philosophy","1878-1887",1,1,1886,1886,"Roadside religion in Manchuria"
"A_113","S_4","Fraser, E. H.","Anthropology","Anthropology and Social Customs","1888-1897",1,0.5,1891,1892,"The Fish - skin Tartars"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","1888-1897",2,0.75,1896,1897,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "") | Chinese system of family relationship and its Aryan affinities, The"
"A_76","S_4","Parker, E. H.","Anthropology","Anthropology and Social Customs","1888-1897",1,0.5,1896,1897,"Inscriptions de l'Orkho"
"A_113","S_3","Fraser, E. H.","Ethnology","Anthropology and Social Customs","1888-1897",1,0.5,1891,1892,"The Fish - skin Tartars"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","1888-1897",2,0.75,1896,1897,"Huns of Europe, The (Notes on E. H. Parker's paper "" Inscriptions de l'Orkhon "") | Chinese system of family relationship and its Aryan affinities, The"
"A_76","S_3","Parker, E. H.","Ethnology","Anthropology and Social Customs","1888-1897",1,0.5,1896,1897,"Inscriptions de l'Orkho"
"A_75","S_25","Mollendorf, P. G. von","Manners and customs","Anthropology and Social Customs","1888-1897",1,0.5,1892,1893,"Family law of the Chinese, The"
"A_109","S_25","Morse, H. B.","Manners and customs","Anthropology and Social Customs","1888-1897",1,0.5,1889,1890,"Currency and measures in China"
"A_108","S_25","Volpicelli, Z. H.","Manners and customs","Anthropology and Social Customs","1888-1897",2,2,1888,1892,"Chinese chess * | Wei - ch ' i *"
"A_1","S_28","Edkins, J.","Architecture","Arts and Archaeology","1888-1897",1,1,1889,1890,"Chinese architecture"
"A_111","S_28","Fries, S. R. von","Architecture","Arts and Archaeology","1888-1897",1,1,1889,1890,"The "" Tent theory "" of Chinese architecture"
"A_74","S_28","Hobson, H. E.","Architecture","Arts and Archaeology","1888-1897",1,0.5,1888,1888,"The Porcelain Pagoda of Nanking"
"A_66","S_2","Bushell, S. W.","Numismatics","Arts and Archaeology","1888-1897",2,0.583333333333333,1894,1896,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The * | THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT."
"A_42","S_2","Gardener, C. T.","Numismatics","Arts and Archaeology","1888-1897",1,1,1892,1893,"Coinage of Corea, The *"
"A_109","S_2","Morse, H. B.","Numismatics","Arts and Archaeology","1888-1897",1,0.5,1889,1890,"Currency and measures in China"
"A_120","S_2","Taylor, F. E.","Numismatics","Arts and Archaeology","1888-1897",1,0.5,1896,1897,"Scarcity of copper cash and the rise in prices"
"A_106","S_16","Jamieson, G.","Commerce","Economy, Trade, and Technology","1888-1897",1,0.25,1888,1888,"Tenure of land in China and the condition of the rural population"
"A_76","S_34","Parker, E. H.","Economics","Economy, Trade, and Technology","1888-1897",4,1.33333333333333,1894,1896,"Financial capacity of China, The | Chinese revenue | THE FINANCIAL CAPACITY OF CHINA. | CHINESE REVENUE."
"A_115","S_34","Rosthorn, A. von","Economics","Economy, Trade, and Technology","1888-1897",1,0.333333333333333,1892,1893,"Salt administration of Ssuch'uan, The"
"A_120","S_34","Taylor, F. E.","Economics","Economy, Trade, and Technology","1888-1897",1,0.5,1896,1897,"Scarcity of copper cash and the rise in prices"
"A_106","S_15","Jamieson, G.","Industries","Economy, Trade, and Technology","1888-1897",1,0.25,1888,1888,"Tenure of land in China and the condition of the rural population"
"A_102","S_31","Carles, W. R.","Telecommunication","Economy, Trade, and Technology","1888-1897",1,0.5,1896,1897,"Grand Canal of China, The"
"A_29","S_31","Kingsmill, T. W.","Telecommunication","Economy, Trade, and Technology","1888-1897",1,1,1893,1894,"Inland communications in China *"
"A_115","S_31","Rosthorn, A. von","Telecommunication","Economy, Trade, and Technology","1888-1897",1,1,1892,1893,"River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou"
"A_72","S_37","Bretschneider, E.","Geography","Geography and Travel","1888-1897",1,1,1894,1895,"Chinese geographical names mentioned in the "" Pen Ts ' ao Kang Mu """
"A_91","S_6","Imbault - Huart, C.","Travel","Geography and Travel","1888-1897",2,1.33333333333333,1894,1896,"Voyage de l'Ambassade Hollandaise de 1656 a travers la Province de Canton, Le | LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON."
"A_66","S_30","Bushell, S. W.","History","History and Chronology","1888-1897",2,0.583333333333333,1894,1896,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The * | THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT."
"A_102","S_30","Carles, W. R.","History","History and Chronology","1888-1897",1,1,1888,1888,"A Corean monument to Manchu clemency"
"A_110","S_30","Faber, E.","History","History and Chronology","1888-1897",1,0.2,1889,1890,"Prehistoric China"
"A_118","S_30","Fraser, M. F. A.","History","History and Chronology","1888-1897",1,0.5,1895,1896,"A MANCHU UKASE."
"A_91","S_30","Imbault - Huart, C.","History","History and Chronology","1888-1897",1,0.333333333333333,1895,1896,"LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON."
"A_76","S_30","Parker, E. H.","History","History and Chronology","1888-1897",2,0.666666666666667,1895,1896,"THE FINANCIAL CAPACITY OF CHINA. | CHINESE REVENUE."
"A_97","S_30","Phillips, G.","History","History and Chronology","1888-1897",1,1,1888,1888,"Changchow, the capital of Funkien in Mongol times"
"A_116","S_30","Scott, J.","History","History and Chronology","1888-1897",1,0.333333333333333,1893,1894,"Stray notes on Corean history and literature"
"A_108","S_30","Volpicelli, Z. H.","History","History and Chronology","1888-1897",1,1,1892,1893,"Early Portuguese commerce and settlements in China *"
"A_72","S_7","Bretschneider, E.","Language and languages","Literature and Language","1888-1897",1,0.333333333333333,1894,1895,"Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese"
"A_66","S_7","Bushell, S. W.","Language and languages","Literature and Language","1888-1897",2,0.583333333333333,1894,1896,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The * | THE HSI HSIA DYNASTY OF TANGUT, THEIR MONEY AND PECULIAR SCRIPT."
"A_117","S_7","Clarke, G. W.","Language and languages","Literature and Language","1888-1897",1,1,1893,1894,"Yu - li or Precious Records, The *"
"A_110","S_7","Faber, E.","Language and languages","Literature and Language","1888-1897",1,0.2,1889,1890,"Prehistoric China"
"A_118","S_7","Fraser, M. F. A.","Language and languages","Literature and Language","1888-1897",2,1.5,1894,1896,"Manchu ukase, A | A MANCHU UKASE."
"A_29","S_7","Kingsmill, T. W.","Language and languages","Literature and Language","1888-1897",1,0.25,1896,1897,"Chinese system of family relationship and its Aryan affinities, The"
"A_75","S_7","Mollendorf, P. G. von","Language and languages","Literature and Language","1888-1897",2,2,1889,1897,"Essay on Manchu literature | Limitations of comparative philology, On the"
"A_116","S_7","Scott, J.","Language and languages","Literature and Language","1888-1897",1,0.333333333333333,1893,1894,"Stray notes on Corean history and literature"
"A_72","S_33","Bretschneider, E.","Literature","Literature and Language","1888-1897",1,0.333333333333333,1894,1895,"Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese"
"A_66","S_33","Bushell, S. W.","Literature","Literature and Language","1888-1897",1,0.25,1894,1895,"Hsi Hsia Dynasty of Tangut, their money and peculiar script, The *"
"A_110","S_33","Faber, E.","Literature","Literature and Language","1888-1897",1,0.2,1889,1890,"Prehistoric China"
"A_29","S_33","Kingsmill, T. W.","Literature","Literature and Language","1888-1897",1,0.25,1896,1897,"Chinese system of family relationship and its Aryan affinities, The"
"A_116","S_33","Scott, J.","Literature","Literature and Language","1888-1897",1,0.333333333333333,1893,1894,"Stray notes on Corean history and literature"
"A_106","S_14","Jamieson, G.","Agriculture","Natural Sciences","1888-1897",1,0.25,1888,1888,"Tenure of land in China and the condition of the rural population"
"A_110","S_29","Faber, E.","Astronomy","Natural Sciences","1888-1897",1,0.2,1889,1890,"Prehistoric China"
"A_29","S_29","Kingsmill, T. W.","Astronomy","Natural Sciences","1888-1897",1,1,1891,1892,"A Comparative table of the ancient lunar asterisms"
"A_72","S_19","Bretschneider, E.","Botany","Natural Sciences","1888-1897",1,0.333333333333333,1894,1895,"Botanicon Sinicum Part III. Botanical investigations into the materia medica of the ancient Chinese"
"A_110","S_19","Faber, E.","Botany","Natural Sciences","1888-1897",1,1,1890,1891,"General remarks on "" Botanicon Sinicum """
"A_102","S_10","Carles, W. R.","Hydrology","Natural Sciences","1888-1897",1,0.5,1896,1897,"Grand Canal of China, The"
"A_107","S_10","Moore","Hydrology","Natural Sciences","1888-1897",1,1,1888,1888,"The Bore of the Tsien - tang Kiang (Hang - chau Bay)"
"A_112","S_12","Hallifax, T. E.","Zoology","Natural Sciences","1888-1897",1,1,1889,1890,"Note on the comparative longevity of males and females in Japan"
"A_76","S_40","Parker, E. H.","Government","Politics, Government, and Law","1888-1897",4,1.33333333333333,1894,1896,"Financial capacity of China, The | Chinese revenue | THE FINANCIAL CAPACITY OF CHINA. | CHINESE REVENUE."
"A_115","S_40","Rosthorn, A. von","Government","Politics, Government, and Law","1888-1897",1,0.333333333333333,1892,1893,"Salt administration of Ssuch'uan, The"
"A_106","S_13","Jamieson, G.","Law","Politics, Government, and Law","1888-1897",1,0.25,1888,1888,"Tenure of land in China and the condition of the rural population"
"A_75","S_13","Mollendorf, P. G. von","Law","Politics, Government, and Law","1888-1897",1,0.5,1892,1893,"Family law of the Chinese, The"
"A_91","S_44","Imbault - Huart, C.","Political science","Politics, Government, and Law","1888-1897",1,0.333333333333333,1895,1896,"LE VOYAGE DE L'AMBASSADE HOLLANDAISE DE 1656 A TRAVERS LA PROVINCE DE CANTON."
"A_76","S_41","Parker, E. H.","Political science--Philosophy","Politics, Government, and Law","1888-1897",2,0.666666666666667,1894,1895,"Financial capacity of China, The | Chinese revenue"
"A_115","S_41","Rosthorn, A. von","Political science--Philosophy","Politics, Government, and Law","1888-1897",1,0.333333333333333,1892,1893,"Salt administration of Ssuch'uan, The"
"A_114","S_1","Groot, J. J. M. de","Buddhism","Religion and Philosophy","1888-1897",1,1,1891,1892,"Militant spirit of the Buddhist clergy in China"
"A_74","S_1","Hobson, H. E.","Buddhism","Religion and Philosophy","1888-1897",1,0.5,1888,1888,"The Porcelain Pagoda of Nanking"
"A_76","S_23","Parker, E. H.","Christianity","Religion and Philosophy","1888-1897",1,1,1889,1890,"Notes on the Nestorians in China"
"A_119","S_9","Forke, A.","Philosophy","Religion and Philosophy","1888-1897",1,1,1896,1897,"Wang - chung and Plato on death and immortality"
"A_110","S_36","Faber, E.","Religion","Religion and Philosophy","1888-1897",1,0.2,1889,1890,"Prehistoric China"
"A_55","S_43","Moule, G. E.","Taoism","Religion and Philosophy","1888-1897",1,1,1888,1888,"A guide to True Vacuity"
"A_126","S_4","Betts, G. E.","Anthropology","Anthropology and Social Customs","1898-1907",1,0.5,1900,1901,"Social life of the Miao Tsi"
"A_29","S_4","Kingsmill, T. W.","Anthropology","Anthropology and Social Customs","1898-1907",3,1.16666666666667,1901,1906,"Hirth, Dr. F., and the Hiung Nu | Mantses and the Golden Chersonese, The | Ancient Tibet and its frontagers"
"A_126","S_3","Betts, G. E.","Ethnology","Anthropology and Social Customs","1898-1907",1,0.5,1900,1901,"Social life of the Miao Tsi"
"A_29","S_3","Kingsmill, T. W.","Ethnology","Anthropology and Social Customs","1898-1907",3,1.16666666666667,1901,1906,"Hirth, Dr. F., and the Hiung Nu | Mantses and the Golden Chersonese, The | Ancient Tibet and its frontagers"
"A_132","S_25","Chalfant, F. H.","Manners and customs","Anthropology and Social Customs","1898-1907",1,1,1903,1904,"Standard weights and measures of the Ch ' in Dynasty *"
"A_138","S_25","Headland, I. T.","Manners and customs","Anthropology and Social Customs","1898-1907",1,1,1906,1906,"Chinese children's games"
"A_29","S_25","Kingsmill, T. W.","Manners and customs","Anthropology and Social Customs","1898-1907",1,1,1898,1899,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS."
"A_130","S_25","Walshe, W. G.","Manners and customs","Anthropology and Social Customs","1898-1907",1,1,1903,1904,"Some Chinese funeral customs"
"A_125","S_25","Williams, E. T.","Manners and customs","Anthropology and Social Customs","1898-1907",1,0.5,1907,1907,"Witchcraft in the Chinese penal code"
"A_131","S_17","Box, E.","Mythology","Anthropology and Social Customs","1898-1907",2,2,1901,1905,"Shanghai folk - lore"
"A_122","S_24","NATALIS RONDOT","Archaeology","Arts and Archaeology","1898-1907",1,0.5,1898,1899,"ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT."
"A_122","S_45","NATALIS RONDOT","Art","Arts and Archaeology","1898-1907",1,0.5,1898,1899,"ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT."
"A_55","S_8","Moule, G. E.","Music","Arts and Archaeology","1898-1907",1,0.5,1900,1901,"Notes on the Ting - chi, or half - yearly sacrifice to Confucius *"
"A_66","S_2","Bushell, S. W.","Numismatics","Arts and Archaeology","1898-1907",1,1,1900,1901,"Additional coins of the present dynasty *"
"A_133","S_2","Ferguson, J. C.","Numismatics","Arts and Archaeology","1898-1907",1,0.5,1906,1906,"Notes on Chinese banking system in Shanghai"
"A_109","S_2","Morse, H. B.","Numismatics","Arts and Archaeology","1898-1907",1,1,1907,1907,"Currency in China *"
"A_123","S_16","E. BRASS","Commerce","Economy, Trade, and Technology","1898-1907",1,0.333333333333333,1898,1899,"SEALING AND WHALING IN THE NORTHERN PACIFIC."
"A_127","S_16","Vale, J.","Commerce","Economy, Trade, and Technology","1898-1907",2,0.5,1900,1905,"Irrigation of the Ch'eng tu Plain | Irrigation of the Ch'eng tu Plain and beyond *"
"A_135","S_16","Watson, W. C. H.","Commerce","Economy, Trade, and Technology","1898-1907",1,0.25,1905,1905,"Journey to Sungp ' an *"
"A_121","S_34","BYRON BRENAN","Economics","Economy, Trade, and Technology","1898-1907",1,0.333333333333333,1898,1899,"THE OFFICE OF DISTRICT MAGISTRATE IN CHINA."
"A_124","S_34","Bourne, F. S. A.","Economics","Economy, Trade, and Technology","1898-1907",1,0.333333333333333,1900,1901,"Possible and impossible reforms"
"A_133","S_34","Ferguson, J. C.","Economics","Economy, Trade, and Technology","1898-1907",1,0.5,1906,1906,"Notes on Chinese banking system in Shanghai"
"A_128","S_34","Mencarini, J.","Economics","Economy, Trade, and Technology","1898-1907",1,1,1900,1901,"Philippine Chinese labour question, The"
"A_123","S_15","E. BRASS","Industries","Economy, Trade, and Technology","1898-1907",1,0.333333333333333,1898,1899,"SEALING AND WHALING IN THE NORTHERN PACIFIC."
"A_127","S_15","Vale, J.","Industries","Economy, Trade, and Technology","1898-1907",2,0.5,1900,1905,"Irrigation of the Ch'eng tu Plain | Irrigation of the Ch'eng tu Plain and beyond *"
"A_135","S_15","Watson, W. C. H.","Industries","Economy, Trade, and Technology","1898-1907",1,0.25,1905,1905,"Journey to Sungp ' an *"
"A_29","S_37","Kingsmill, T. W.","Geography","Geography and Travel","1898-1907",2,0.666666666666667,1903,1906,"Mantses and the Golden Chersonese, The | Ancient Tibet and its frontagers"
"A_134","S_6","Carey, F. W.","Travel","Geography and Travel","1898-1907",1,1,1905,1905,"Notes of an overland journey from Szemao to Rangoon *"
"A_128","S_6","Mencarini, J.","Travel","Geography and Travel","1898-1907",1,1,1905,1905,"Java"
"A_135","S_6","Watson, W. C. H.","Travel","Geography and Travel","1898-1907",1,0.25,1905,1905,"Journey to Sungp ' an *"
"A_1","S_35","Edkins, J.","Biography","History and Chronology","1898-1907",1,1,1903,1904,"Kwo Tsi, an eminent military commander of the Tang Dynasty"
"A_133","S_35","Ferguson, J. C.","Biography","History and Chronology","1898-1907",1,1,1903,1904,"Wang An - shih"
"A_136","S_30","Leavenworth, C. S.","History","History and Chronology","1898-1907",1,1,1905,1905,"History of the Loochoo Islands, The"
"A_130","S_30","Walshe, W. G.","History","History and Chronology","1898-1907",1,1,1900,1901,"Ancient city of Shaohing, The"
"A_123","S_14","E. BRASS","Agriculture","Natural Sciences","1898-1907",1,0.333333333333333,1898,1899,"SEALING AND WHALING IN THE NORTHERN PACIFIC."
"A_127","S_14","Vale, J.","Agriculture","Natural Sciences","1898-1907",2,0.5,1900,1905,"Irrigation of the Ch'eng tu Plain | Irrigation of the Ch'eng tu Plain and beyond *"
"A_135","S_14","Watson, W. C. H.","Agriculture","Natural Sciences","1898-1907",1,0.25,1905,1905,"Journey to Sungp ' an *"
"A_29","S_29","Kingsmill, T. W.","Astronomy","Natural Sciences","1898-1907",1,1,1907,1907,"Two zodiacs (solar and lunar), their origin and connections, The"
