from,to,author,subject_l2,subject_l1,master_id,title,volume,year_start,year_end,time_window,subject_weight,subject_raw
A_14,S_3,"Bridgman, E. C.",Ethnology,Anthropology and Social Customs,MASTER_00022,Sketches of the Miau - tsze,OS 1 Part 3,1859,1859,1858-1867,0.5,ethnology and anthropology
A_14,S_4,"Bridgman, E. C.",Anthropology,Anthropology and Social Customs,MASTER_00022,Sketches of the Miau - tsze,OS 1 Part 3,1859,1859,1858-1867,0.5,ethnology and anthropology
A_1,S_10,"Edkins, J.",Hydrology,Natural Sciences,MASTER_00023,On the ancient mouths of Yangts<U+00EF> kiang,OS 2 Part 1,1860,1860,1858-1867,1.0,hydrology
A_3,S_19,"Macgowan, D. J.",Botany,Natural Sciences,MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,0.25,"botany, geology, hydrology and meteorology"
A_3,S_20,"Macgowan, D. J.",Geology,Natural Sciences,MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,0.25,"botany, geology, hydrology and meteorology"
A_3,S_10,"Macgowan, D. J.",Hydrology,Natural Sciences,MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,0.25,"botany, geology, hydrology and meteorology"
A_3,S_5,"Macgowan, D. J.",Meteorology,Natural Sciences,MASTER_00024,"On the Cosmical Phenomena observed in the neighborhood of Shanghai , during the past thirteen centuries",OS 2 Part 1,1860,1860,1858-1867,0.25,"botany, geology, hydrology and meteorology"
A_1,S_21,"Edkins, J.",Confucianism,Religion and Philosophy,MASTER_00025,A Sketch of the Life of Confucius,OS 2 Part 1,1860,1860,1858-1867,1.0,Confucianism
A_15,S_9,"John, G.",Philosophy,Religion and Philosophy,MASTER_00026,"The Ethics of the Chinese, with special reference to the doctrine of Human Nature and Sin",OS 2 Part 1,1860,1860,1858-1867,1.0,philosophy
A_9,S_7,"Pompe van Meedervoort, J. L. C.",Language and languages,Literature and Language,MASTER_00027,Dissection of a Japanese criminal,OS 2 Part 1,1860,1860,1858-1867,1.0,literature and language
A_16,S_20,"Shock, W. H.",Geology,Natural Sciences,MASTER_00028,"Notes on the mineral resources of Japan, etc.",OS 2 Part 1,1860,1860,1858-1867,1.0,geology
A_17,S_18,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00029,"Record of occurrences, 1860",OS 2 Part 1,1860,1860,1858-1867,1.0,contemporary history
A_6,S_5,"Shadwell, C. F. A.",Meteorology,Natural Sciences,MASTER_00030,Supplemental memorandum on the present state of the magnetic elements in China and places adjacent,OS 2 Part 1,1860,1860,1858-1867,1.0,meteorology
A_18,S_5,"Courtney, C. F. A.",Meteorology,Natural Sciences,MASTER_00031,Temperature of Hakodadi,OS 2 Part 1,1860,1860,1858-1867,1.0,meteorology
A_17,S_5,Editorial Committee,Meteorology,Natural Sciences,MASTER_00032,Winds and weather at Chefoo,OS 2 Part 1,1860,1860,1858-1867,1.0,meteorology
A_19,S_6,"Lindau, R.",Travel,Geography and Travel,MASTER_00033,"Notes on the city of Yedo, the capital of Japan *",NS 1,1864,1864,1858-1867,1.0,travel and general descriptions
A_20,S_5,"Henderson, J.",Meteorology,Natural Sciences,MASTER_00034,Notes on some of the physical causes which modify climate,NS 1,1864,1864,1858-1867,1.0,meteorology
A_21,S_6,"Dickson, W.",Travel,Geography and Travel,MASTER_00035,"Narrative of an overland trip, through Hunan, from Canton to Hankow",NS 1,1864,1864,1858-1867,1.0,travel and general descriptions
A_2,S_6,"Wylie, A.",Travel,Geography and Travel,MASTER_00036,"Overland journey from St. Petersburg to Pekin, The",NS 1,1864,1864,1858-1867,1.0,travel and general descriptions
A_20,S_22,"Henderson, J.",Medicine,Natural Sciences,MASTER_00037,"Medicine and medical practice of the Chinese, The",NS 1,1864,1864,1858-1867,1.0,medicine
A_22,S_6,"Canny, J. M.",Travel,Geography and Travel,MASTER_00038,The Sea-board of Russian Manchuria,NS 1,1864,1864,1858-1867,1.0,travel and general descriptions
A_23,S_18,"Jamieson, R. A.","History, Modern (20th century)",History and Chronology,MASTER_00039,"Retrospect of events in the north of China, 1861-1864",NS 1,1864,1864,1858-1867,1.0,contemporary history
A_2,S_23,"Wylie, A.",Inscriptions,Inscriptions and Miscellaneous,MASTER_00040,"Remarks on some impressions from a Lapidary Inscription at Keu - yung - kwan, on the Great Wall near Peking",NS 1,1864,1864,1858-1867,1.0,inscriptions
A_24,S_10,Edwards,Hydrology,Natural Sciences,MASTER_00041,Extracts from a report on the present condition of the sea wall at the head of Hang - chow Bay,NS 1,1864,1864,1858-1867,1.0,hydrology
A_25,S_6,"Wilds, E.",Travel,Geography and Travel,MASTER_00042,Report on the appearance of the Rugged Islands,NS 1,1864,1864,1858-1867,1.0,travel and general descriptions
A_26,S_5,Hollingworth and Piry,Meteorology,Natural Sciences,MASTER_00043,"Barometric and thermometric observations taken September 1864, with a view to determining the height of Lew Shan",NS 1,1864,1864,1858-1867,1.0,meteorology
A_27,S_7,"Gamble, W.",Language and languages,Literature and Language,MASTER_00044,Specimen of a new font of Chinese movable type belonging to the American Presbyterian Mission *,NS 1,1864,1864,1858-1867,1.0,literature and language
A_28,S_20,Lamprey,Geology,Natural Sciences,MASTER_00045,Notes on the geology of the Great Plain *,NS 2,1865,1865,1858-1867,1.0,geology
A_29,S_20,"Kingsmill, T. W.",Geology,Natural Sciences,MASTER_00046,A Sketch of the Geology of Quang -tung Province,NS 2,1865,1865,1858-1867,1.0,geology
A_12,S_12,"Swinhoe, R.",Zoology,Natural Sciences,MASTER_00047,Birds and beasts of Formosa,NS 2,1865,1865,1858-1867,1.0,zoology
A_30,S_24,"Brown, S. R.",Christianity,Religion and Philosophy,MASTER_00048,Annals of the Western Ocean,NS 2,1865,1865,1858-1867,1.0,Christianity
A_31,S_19,"Collins, V. D.",Botany,Natural Sciences,MASTER_00049,"Sorgo, or Northern Chinese sugar cane",NS 2,1865,1865,1858-1867,1.0,botany
A_1,S_6,"Edkins, J.",Travel,Geography and Travel,MASTER_00050,A Visit to the Agricultural Mongols,NS 2,1865,1865,1858-1867,1.0,travel and general descriptions
A_32,S_25,Bastion,Archaeology,Arts and Archaeology,MASTER_00051,The Remains of Ancient Kambodia,NS 2,1865,1865,1858-1867,1.0,archaeology
A_29,S_18,"Kingsmill, T. W.","History, Modern (20th century)",History and Chronology,MASTER_00052,Retrospect of events in China and Japan,NS 2,1865,1865,1858-1867,1.0,contemporary history
A_23,S_7,"Jamieson, R. A.",Language and languages,Literature and Language,MASTER_00053,The Hieroglyphic Character of the Chinese written Lan. 113,NS 1,1864,1864,1858-1867,1.0,literature and language
A_33,S_14,"Jarvie, R.",Agriculture,Natural Sciences,MASTER_00054,Respecting China grass,NS 1,1864,1864,1858-1867,0.333333333333333,"agriculture, industry, and trade"
A_33,S_15,"Jarvie, R.",Industries,"Economy, Trade, and Technology",MASTER_00054,Respecting China grass,NS 1,1864,1864,1858-1867,0.333333333333333,"agriculture, industry, and trade"
A_33,S_16,"Jarvie, R.",Commerce,"Economy, Trade, and Technology",MASTER_00054,Respecting China grass,NS 1,1864,1864,1858-1867,0.333333333333333,"agriculture, industry, and trade"
A_34,S_26,"Butcher, C. H.",Manners and customs,Anthropology and Social Customs,MASTER_00055,Notes on the funeral rites performed at the obsequies of Takee,NS 1,1864,1864,1858-1867,1.0,social customs
A_35,S_13,"Stronach, W. T.",Law,"Politics, Government, and Law",MASTER_00056,"Traces of the Judicium dei, or ordeal in Chinese law",NS 1,1864,1864,1858-1867,1.0,law
A_28,S_27,Lamprey,Chemistry,Natural Sciences,MASTER_00057,"Remarks on the "" water we use "" in Shanghai",NS 1,1864,1864,1858-1867,1.0,chemistry
A_23,S_1,"Jamieson, R. A.",Buddhism,Religion and Philosophy,MASTER_00058,Remarks upon exhibiting a To - lo Pall to the Society,NS 1,1864,1864,1858-1867,0.5,Buddhism and social customs
A_23,S_26,"Jamieson, R. A.",Manners and customs,Anthropology and Social Customs,MASTER_00058,Remarks upon exhibiting a To - lo Pall to the Society,NS 1,1864,1864,1858-1867,0.5,Buddhism and social customs
A_36,S_28,"Martin, W. A. P.",Judaism,Religion and Philosophy,MASTER_00059,"Account of an overland journey from Peking to Shanghai, February and March 1865",NS 1,1864,1864,1858-1867,1.0,Judaism
A_36,S_6,"Martin, W. A. P.",Travel,Geography and Travel,MASTER_00060,"Account of an overland journey from Peking to Shanghai, February and March 1866",NS 2,1865,1865,1858-1867,1.0,travel and general descriptions
A_37,S_6,"Williamson, A.",Travel,Geography and Travel,MASTER_00061,"Notes of a Journey from Peking to Chefoo via Grand Canal , Yen -chow -foo, &c",NS 3,1866,1866,1858-1867,1.0,travel and general descriptions
A_38,S_29,"Keer, J. G.",Architecture,Arts and Archaeology,MASTER_00064,Description of the Great Examination Hall at Canton,NS 3,1866,1866,1858-1867,0.5,architecture and education
A_38,S_11,"Keer, J. G.",Education,Education,MASTER_00064,Description of the Great Examination Hall at Canton,NS 3,1866,1866,1858-1867,0.5,architecture and education
A_2,S_30,"Wylie, A.",Astronomy,Natural Sciences,MASTER_00065,Notes on the opinions of the Chinese with regard to eclipses,NS 3,1866,1866,1858-1867,1.0,astronomy
A_39,S_12,"McCartee, D. B.",Zoology,Natural Sciences,MASTER_00066,On some Wild Silkworms of China,NS 3,1866,1866,1858-1867,1.0,zoology
A_11,S_31,"Williams, S. W.",History,History and Chronology,MASTER_00067,Political intercourse between China and Lewchew,NS 3,1866,1866,1858-1867,1.0,history
A_29,S_20,"Kingsmill, T. W.",Geology,Natural Sciences,MASTER_00068,Notes on some outlying coal-fields in the south-eastern provinces of China,NS 3,1866,1866,1858-1867,1.0,geology
A_40,S_26,"Hollingworth, H. G.",Manners and customs,Anthropology and Social Customs,MASTER_00069,"A Short sketch of the Chinese game of chess, Seang - kh'e",NS 3,1866,1866,1858-1867,1.0,social customs
A_34,S_18,"Butcher, C. H.","History, Modern (20th century)",History and Chronology,MASTER_00070,"Retrospect of events in the north of China, 1866",NS 3,1866,1866,1858-1867,1.0,contemporary history
A_41,S_20,"Bickmore, A. S.",Geology,Natural Sciences,MASTER_00071,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *",NS 4,1867,1867,1858-1867,0.5,"geology, travel and general descriptions"
A_41,S_6,"Bickmore, A. S.",Travel,Geography and Travel,MASTER_00071,"Sketch of a journey from Canton to Hankow through the Provinces of Kwangtung, Kwangsi, and Hunan, with geological notes *",NS 4,1867,1867,1858-1867,0.5,"geology, travel and general descriptions"
A_42,S_24,"Gardener, C. T.",Christianity,Religion and Philosophy,MASTER_00072,Trans. Of inscription on tablet at Hangkow recording the changing the T'ien Chu Tang (Roman Catholic Church) into the T'ien Hao Tung *,NS 4,1867,1867,1858-1867,1.0,Christianity
A_37,S_14,"Williamson, A.",Agriculture,Natural Sciences,MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and communications"
A_37,S_15,"Williamson, A.",Industries,"Economy, Trade, and Technology",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and communications"
A_37,S_16,"Williamson, A.",Commerce,"Economy, Trade, and Technology",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and communications"
A_37,S_32,"Williamson, A.",Telecommunication,"Economy, Trade, and Technology",MASTER_00073,"Notes on the north of China, its productions and communications",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and communications"
A_37,S_14,"Williamson, A.",Agriculture,Natural Sciences,MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and geology"
A_37,S_15,"Williamson, A.",Industries,"Economy, Trade, and Technology",MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and geology"
A_37,S_16,"Williamson, A.",Commerce,"Economy, Trade, and Technology",MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and geology"
A_37,S_20,"Williamson, A.",Geology,Natural Sciences,MASTER_00074,"Notes on the productions, chiefly mineral of Shantung",NS 4,1867,1867,1858-1867,0.25,"agriculture, industry, trade and geology"
A_43,S_12,"Pryer, W. B.",Zoology,Natural Sciences,MASTER_00075,Entomology of Shanghai,NS 4,1867,1867,1858-1867,1.0,zoology
A_44,S_10,"Ellias, N.",Hydrology,Natural Sciences,MASTER_00076,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,NS 4,1867,1867,1858-1867,1.0,hydrology
A_2,S_30,"Wylie, A.",Astronomy,Natural Sciences,MASTER_00077,Eclipses recorded in Chinese works,NS 4,1867,1867,1858-1867,1.0,astronomy
A_45,S_33,"Mayers, W. F.","Chronology, Historical",History and Chronology,MASTER_00078,Chinese chronological tables,NS 4,1867,1867,1858-1867,1.0,chronology
A_46,S_24,"Forrest, R. J.",Christianity,Religion and Philosophy,MASTER_00079,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,NS 4,1867,1867,1858-1867,0.333333333333333,"Christianity, literature and language"
A_46,S_34,"Forrest, R. J.",Literature,Literature and Language,MASTER_00079,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,NS 4,1867,1867,1858-1867,0.333333333333333,"Christianity, literature and language"
A_46,S_7,"Forrest, R. J.",Language and languages,Literature and Language,MASTER_00079,The Christianity of Hung Tsiu Tsuen ; a review of Taeping Books,NS 4,1867,1867,1858-1867,0.333333333333333,"Christianity, literature and language"
A_47,S_14,"Simon, G. E.",Agriculture,Natural Sciences,MASTER_00080,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,0.333333333333333,"agriculture, industry and trade"
A_47,S_15,"Simon, G. E.",Industries,"Economy, Trade, and Technology",MASTER_00080,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,0.333333333333333,"agriculture, industry and trade"
A_47,S_16,"Simon, G. E.",Commerce,"Economy, Trade, and Technology",MASTER_00080,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,0.333333333333333,"agriculture, industry and trade"
A_48,S_17,"Watters, T.",Mythology,Anthropology and Social Customs,MASTER_00081,Chinese notions about pigeons and doves,NS 4,1867,1867,1858-1867,0.5,mythology and zoology
A_48,S_12,"Watters, T.",Zoology,Natural Sciences,MASTER_00081,Chinese notions about pigeons and doves,NS 4,1867,1867,1858-1867,0.5,mythology and zoology
A_1,S_20,"Edkins, J.",Geology,Natural Sciences,MASTER_00082,The Bituminous coal mines west of Peking,NS 4,1867,1867,1858-1867,1.0,geology
A_29,S_18,"Kingsmill, T. W.","History, Modern (20th century)",History and Chronology,MASTER_00083,"Retrospect of events in China and Japan, 1867",NS 4,1867,1867,1858-1867,1.0,contemporary history
A_49,S_10,The Hankow Times,Hydrology,Natural Sciences,MASTER_00084,"Flood in the Han River 1857 "" The Hankow Times """,NS 4,1867,1867,1858-1867,1.0,hydrology
A_47,S_35,"Simon, G. E.",Economics,"Economy, Trade, and Technology",MASTER_00085,Note sur les petites societes d'argent en Chine,NS 5,1868,1868,1868-1877,1.0,economics
A_29,S_20,"Kingsmill, T. W.",Geology,Natural Sciences,MASTER_00086,Notes on the coal fields and general geology of the neighbourhood of Nagasaki *,NS 5,1868,1868,1868-1877,1.0,geology
A_50,S_8,"Jenkins, B.",Music,Arts and Archaeology,MASTER_00087,Notions of the ancient Chinese respecting music,NS 5,1868,1868,1868-1877,1.0,music
A_41,S_20,"Bickmore, A. S.",Geology,Natural Sciences,MASTER_00088,Some remarks on recent elevations of land in China and Japan,NS 5,1868,1868,1868-1877,1.0,geology
A_51,S_36,"Preston, C. F.",Biography,History and Chronology,MASTER_00089,"Lok Ping Chiung, late Governor General of Sze - chuen, Notices of",NS 5,1868,1868,1868-1877,1.0,biographical history and individuals of history
A_52,S_23,"Medhurst, W. H.",Inscriptions,Inscriptions and Miscellaneous,MASTER_00090,"Tablet of Y<U+00FC>, The",NS 5,1868,1868,1868-1877,1.0,inscriptions
A_47,S_20,"Simon, G. E.",Geology,Natural Sciences,MASTER_00091,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,NS 5,1868,1868,1868-1877,0.5,geology and zoology
A_47,S_12,"Simon, G. E.",Zoology,Natural Sciences,MASTER_00091,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,NS 5,1868,1868,1868-1877,0.5,geology and zoology
A_2,S_6,"Wylie, A.",Travel,Geography and Travel,MASTER_00092,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se",NS 5,1868,1868,1868-1877,1.0,travel and general descriptions
A_44,S_10,"Ellias, N.",Hydrology,Natural Sciences,MASTER_00093,Report of an exploration of the new course of the Yellow River,NS 5,1868,1868,1868-1877,1.0,hydrology
A_17,S_18,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00094,"Retrospect of events in China and Japan, 1868",NS 5,1868,1868,1868-1877,1.0,contemporary history
A_53,S_6,"Markham, J.",Travel,Geography and Travel,MASTER_00095,"Notes on the Shantung Province, being a journey from Chefoo to Tsiuhsien, the city of Mencius",NS 6,1869,1870,1868-1877,1.0,travel and general descriptions
A_45,S_37,"Mayers, W. F.",Religion,Religion and Philosophy,MASTER_00096,"On Wen - ch'ang, the god of literature, his history and worship",NS 6,1869,1870,1868-1877,1.0,religion
A_54,S_1,"Eitel, E. J.",Buddhism,Religion and Philosophy,MASTER_00097,The Fabulous source of the Hoang-ho,NS 6,1869,1870,1868-1877,0.333333333333333,"Buddhism, geography and hydrology"
A_54,S_38,"Eitel, E. J.",Geography,Geography and Travel,MASTER_00097,The Fabulous source of the Hoang-ho,NS 6,1869,1870,1868-1877,0.333333333333333,"Buddhism, geography and hydrology"
A_54,S_10,"Eitel, E. J.",Hydrology,Natural Sciences,MASTER_00097,The Fabulous source of the Hoang-ho,NS 6,1869,1870,1868-1877,0.333333333333333,"Buddhism, geography and hydrology"
A_47,S_35,"Simon, G. E.",Economics,"Economy, Trade, and Technology",MASTER_00098,Sur les Institutions de Cr<U+00E9>dit en Chine,NS 6,1869,1870,1868-1877,1.0,economics
A_45,S_39,"Mayers, W. F.",Military art and science,Military,MASTER_00099,"On the Introduction and use of gunpower and firearms among the Chinese, with notes on some ancient engines of warfare",NS 6,1869,1870,1868-1877,1.0,military
A_55,S_26,"Himly, K.",Manners and customs,Anthropology and Social Customs,MASTER_00100,The Chinese game of chess as compared with that practised by Western nations,NS 6,1869,1870,1868-1877,1.0,social customs
A_3,S_3,"Macgowan, D. J.",Ethnology,Anthropology and Social Customs,MASTER_00101,Notes on the Chihkiang Miautsz,NS 6,1869,1870,1868-1877,0.5,ethnology and anthropology
A_3,S_4,"Macgowan, D. J.",Anthropology,Anthropology and Social Customs,MASTER_00101,Notes on the Chihkiang Miautsz,NS 6,1869,1870,1868-1877,0.5,ethnology and anthropology
A_56,S_11,"Moule, G. E.",Education,Education,MASTER_00102,"Notes on the provincial examination of Chekiang, 1870, with a version of one of the essays",NS 6,1869,1870,1868-1877,1.0,education
A_57,S_14,"Smith, F. P.",Agriculture,Natural Sciences,MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,0.25,"agriculture, industry, trade and chemistry"
A_57,S_15,"Smith, F. P.",Industries,"Economy, Trade, and Technology",MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,0.25,"agriculture, industry, trade and chemistry"
A_57,S_16,"Smith, F. P.",Commerce,"Economy, Trade, and Technology",MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,0.25,"agriculture, industry, trade and chemistry"
A_57,S_27,"Smith, F. P.",Chemistry,Natural Sciences,MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,0.25,"agriculture, industry, trade and chemistry"
A_11,S_31,"Williams, S. W.",History,History and Chronology,MASTER_00104,Journal of a mission to Lewchew in 1801,NS 6,1869,1870,1868-1877,0.5,"history, travel and general descriptions"
A_11,S_6,"Williams, S. W.",Travel,Geography and Travel,MASTER_00104,Journal of a mission to Lewchew in 1801,NS 6,1869,1870,1868-1877,0.5,"history, travel and general descriptions"
A_39,S_23,"McCartee, D. B.",Inscriptions,Inscriptions and Miscellaneous,MASTER_00105,"Trans. of the inscriptions upon a stone tablet commemorating the repairs upon the Ch'eng Hwang Miau, or Temple of the Tutelary Deity of the City",NS 6,1869,1870,1868-1877,1.0,inscriptions
A_58,S_26,North China Daily News,Manners and customs,Anthropology and Social Customs,MASTER_00107,Example of Chinese torture,NS 6,1869,1870,1868-1877,1.0,social customs
A_45,S_31,"Mayers, W. F.",History,History and Chronology,MASTER_00108,A Historical and statistical sketch of the island of Hainan,NS 7,1871,1872,1868-1877,1.0,history
A_12,S_3,"Swinhoe, R.",Ethnology,Anthropology and Social Customs,MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,0.25,"ethnology, anthropology, literature and language"
A_12,S_4,"Swinhoe, R.",Anthropology,Anthropology and Social Customs,MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,0.25,"ethnology, anthropology, literature and language"
A_12,S_34,"Swinhoe, R.",Literature,Literature and Language,MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,0.25,"ethnology, anthropology, literature and language"
A_12,S_7,"Swinhoe, R.",Language and languages,Literature and Language,MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,0.25,"ethnology, anthropology, literature and language"
A_12,S_6,"Swinhoe, R.",Travel,Geography and Travel,MASTER_00110,Narrative of an exploring visit to Hainan,NS 7,1871,1872,1868-1877,1.0,travel and general descriptions
A_59,S_8,"Stent, G. C.",Music,Arts and Archaeology,MASTER_00111,Chinese lyrics,NS 7,1871,1872,1868-1877,0.333333333333333,"music, literature and language"
A_59,S_34,"Stent, G. C.",Literature,Literature and Language,MASTER_00111,Chinese lyrics,NS 7,1871,1872,1868-1877,0.333333333333333,"music, literature and language"
A_59,S_7,"Stent, G. C.",Language and languages,Literature and Language,MASTER_00111,Chinese lyrics,NS 7,1871,1872,1868-1877,0.333333333333333,"music, literature and language"
A_29,S_31,"Kingsmill, T. W.",History,History and Chronology,MASTER_00112,"The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king""",NS 7,1871,1872,1868-1877,1.0,history
A_56,S_40,"Moule, G. E.",Miscellaneous,Inscriptions and Miscellaneous,MASTER_00113,The Obligations of China to Europe in the matter of physical science acknowledged by eminent Chinese,NS 7,1871,1872,1868-1877,1.0,miscellaneous
A_48,S_7,"Watters, T.",Language and languages,Literature and Language,MASTER_00114,The Life and works of Han Yu or Han Wen-Kung,NS 7,1871,1872,1868-1877,1.0,literature and language
A_59,S_7,"Stent, G. C.",Language and languages,Literature and Language,MASTER_00115,Chinese legends,NS 7,1871,1872,1868-1877,1.0,literature and language
A_60,S_25,"Thompson, J.",Archaeology,Arts and Archaeology,MASTER_00116,On the Antiquities of Cambodia,NS 7,1871,1872,1868-1877,1.0,archaeology
A_61,S_12,"David, Le P. A.",Zoology,Natural Sciences,MASTER_00117,Quelques renseignments sur l'histoire naturelle de la Chine septentrionale et occidentale,NS 7,1871,1872,1868-1877,0.333333333333333,"zoology, botany and geology"
A_61,S_19,"David, Le P. A.",Botany,Natural Sciences,MASTER_00117,Quelques renseignments sur l'histoire naturelle de la Chine septentrionale et occidentale,NS 7,1871,1872,1868-1877,0.333333333333333,"zoology, botany and geology"
A_61,S_20,"David, Le P. A.",Geology,Natural Sciences,MASTER_00117,Quelques renseignments sur l'histoire naturelle de la Chine septentrionale et occidentale,NS 7,1871,1872,1868-1877,0.333333333333333,"zoology, botany and geology"
A_3,S_7,"Macgowan, D. J.",Language and languages,Literature and Language,MASTER_00118,Chinese use of shad in consumption and iodine Plants in scrofula,NS 7,1871,1872,1868-1877,1.0,literature and language
A_3,S_22,"Macgowan, D. J.",Medicine,Natural Sciences,MASTER_00119,"On the "" Mutton wine "" of the Mongols and analagous preparations of the Chinese",NS 7,1871,1872,1868-1877,1.0,medicine
A_17,S_18,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00120,"Retrospect of events in China, etc., 1871, 1872",NS 7,1871,1872,1868-1877,1.0,contemporary history
A_62,S_5,Meteorological Committee,Meteorology,Natural Sciences,MASTER_00121,"Meteorological observations, April - December 1872",NS 7,1871,1872,1868-1877,1.0,meteorology
A_63,S_5,Shanghai Meteorological Committee,Meteorology,Natural Sciences,MASTER_00125,Weather report for 1873,,1873,1873,1868-1877,0.5,Meteorology
A_11,S_18,"Williams, S. W.","History, Modern (20th century)",History and Chronology,MASTER_00123,Recollections of China prior to 1840,NS 8,1874,1874,1868-1877,1.0,contemporary history
A_29,S_36,"Kingsmill, T. W.",Biography,History and Chronology,MASTER_00124,"The legend of Wen Wang, founder of the dynasty of the Chows in China",NS 8,1874,1874,1868-1877,1.0,biographical history and individuals of history
A_64,S_31,"Schmidt, C.",History,History and Chronology,MASTER_00125,Extracts from the history of Shanghai,NS 8,1874,1874,1868-1877,0.5,history
A_48,S_17,"Watters, T.",Mythology,Anthropology and Social Customs,MASTER_00126,Chinese fox - myths,NS 8,1874,1874,1868-1877,1.0,mythology
A_65,S_18,"Viguier, S. A.","History, Modern (20th century)",History and Chronology,MASTER_00127,Brief account of the French Expedition of 1866 into Indo - China,NS 8,1874,1874,1868-1877,1.0,contemporary history
A_1,S_21,"Edkins, J.",Confucianism,Religion and Philosophy,MASTER_00128,"Visit to the city of Confucius, A",NS 8,1874,1874,1868-1877,0.5,"Confucianism, travel and general descriptions"
A_1,S_6,"Edkins, J.",Travel,Geography and Travel,MASTER_00128,"Visit to the city of Confucius, A",NS 8,1874,1874,1868-1877,0.5,"Confucianism, travel and general descriptions"
A_66,S_8,"Dennys, N. B.",Music,Arts and Archaeology,MASTER_00129,Short notes on Chinese instruments of music *,NS 8,1874,1874,1868-1877,1.0,music
A_67,S_25,"Bushell, S. W.",Archaeology,Arts and Archaeology,MASTER_00130,"Stone drums of the Chou Dynasty, The *",NS 8,1874,1874,1868-1877,1.0,archaeology
A_17,S_18,Editorial Committee,"History, Modern (20th century)",History and Chronology,MASTER_00131,"Retrospect of events in China, 1873",NS 8,1874,1874,1868-1877,1.0,contemporary history
A_56,S_7,"Moule, G. E.",Language and languages,Literature and Language,MASTER_00132,"Notes on Col. Yule's edition of Marco Polo's "" Quinsay "" *",NS 9,1875,1875,1868-1877,1.0,literature and language
A_68,S_37,"Camajee, D. N.",Religion,Religion and Philosophy,MASTER_00133,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster",NS 9,1875,1875,1868-1877,1.0,religion
A_69,S_3,"Taintor, E. C.",Ethnology,Anthropology and Social Customs,MASTER_00134,The Aborigines of Northern Formosa,NS 9,1875,1875,1868-1877,0.5,ethnology and anthropology
A_69,S_4,"Taintor, E. C.",Anthropology,Anthropology and Social Customs,MASTER_00134,The Aborigines of Northern Formosa,NS 9,1875,1875,1868-1877,0.5,ethnology and anthropology
A_48,S_1,"Watters, T.",Buddhism,Religion and Philosophy,MASTER_00135,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese",NS 9,1875,1875,1868-1877,1.0,Buddhism
