time_window,subject_l1,subject_l2,term,term_count,article_count,share,idf,tfidf
1868-1877,Natural Sciences,Medicine,analagous,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Medicine,preparations,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,december,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,"History, Modern (20th century)",recollections,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,Biography,legend,1,1,0.0714285714285714,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,Biography,founder,1,1,0.0714285714285714,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Mythology,fox,1,1,0.5,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,"History, Modern (20th century)",brief,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,"History, Modern (20th century)",french,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,"History, Modern (20th century)",expedition,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Arts and Archaeology,Archaeology,drums,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Literature and Language,Language and languages,col,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Literature and Language,Language and languages,yule,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Literature and Language,Language and languages,edition,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Literature and Language,Language and languages,quinsay,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Religion and Philosophy,Religion,mazdayacnian,1,1,0.0833333333333333,2.6094379124341005,2.6094379124341005
1868-1877,Religion and Philosophy,Religion,prophets,1,1,0.0833333333333333,2.6094379124341005,2.6094379124341005
1868-1877,Religion and Philosophy,Religion,zoroaster,1,1,0.0833333333333333,2.6094379124341005,2.6094379124341005
1868-1877,Religion and Philosophy,Buddhism,lien,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,"History, Modern (20th century)",tong,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Medicine,toxicology,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Geography,elucidations,1,1,0.0625,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Geography,drawn,1,1,0.0625,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Travel,tour,1,1,0.0333333333333333,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Ethnology,identification,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Anthropology,identification,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Ethnology,yue,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Anthropology,yue,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Ethnology,geography,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Anthropology,geography,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Geography,geography,1,1,0.0625,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,History,geography,1,1,0.037037037037037,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Agriculture,principal,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,"Economy, Trade, and Technology",Industries,principal,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,"Economy, Trade, and Technology",Commerce,principal,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Agriculture,tea,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,"Economy, Trade, and Technology",Industries,tea,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,"Economy, Trade, and Technology",Commerce,tea,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Agriculture,districts,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,"Economy, Trade, and Technology",Industries,districts,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,"Economy, Trade, and Technology",Commerce,districts,1,1,0.1666666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,observatoire,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,meteorologique,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,magnetique,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,des,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,peres,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,compagnie,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Ethnology,borderlands,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Anthropology,borderlands,1,1,0.0434782608695652,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Geology,borderlands,1,1,0.0277777777777777,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Zoology,borderlands,1,1,0.032258064516129,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,History,fort,1,1,0.037037037037037,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,History,zelandia,1,1,0.037037037037037,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,History,dutch,1,1,0.037037037037037,2.6094379124341005,2.6094379124341005
1868-1877,History and Chronology,History,occupation,1,1,0.037037037037037,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Zoology,vertebrata,1,1,0.032258064516129,2.6094379124341005,2.6094379124341005
1868-1877,Literature and Language,Language and languages,styles,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Literature and Language,Language and languages,epistolary,1,1,0.0416666666666666,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,boats,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Navigation,boats,1,1,0.1428571428571428,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,boat,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Navigation,boat,1,1,0.1428571428571428,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,gear,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Navigation,gear,1,1,0.1428571428571428,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,mariner,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Navigation,mariner,1,1,0.1428571428571428,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Meteorology,compass,1,1,0.0476190476190476,2.6094379124341005,2.6094379124341005
1868-1877,Geography and Travel,Navigation,compass,1,1,0.1428571428571428,2.6094379124341005,2.6094379124341005
1868-1877,Anthropology and Social Customs,Manners and customs,eunuchs,1,1,0.1111111111111111,2.6094379124341005,2.6094379124341005
1868-1877,Natural Sciences,Geology,neighbourhood,1,1,0.0277777777777777,2.203972804325936,2.203972804325936
1868-1877,Arts and Archaeology,Music,notions,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Arts and Archaeology,Music,respecting,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Travel,provinces,1,1,0.0333333333333333,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Hydrology,exploration,1,1,0.1428571428571428,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Travel,chefoo,1,1,0.0333333333333333,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Travel,mencius,1,1,0.0333333333333333,2.203972804325936,2.203972804325936
1868-1877,Religion and Philosophy,Religion,wen,1,1,0.0833333333333333,2.203972804325936,2.203972804325936
1868-1877,Religion and Philosophy,Religion,worship,1,1,0.0833333333333333,2.203972804325936,2.203972804325936
1868-1877,Military,Military art and science,introduction,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Military,Military art and science,use,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Manners and customs,game,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Manners and customs,practised,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1868-1877,Education,Education,examination,1,1,0.1666666666666666,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Agriculture,chemical,1,1,0.1666666666666666,2.203972804325936,2.203972804325936
1868-1877,"Economy, Trade, and Technology",Industries,chemical,1,1,0.1666666666666666,2.203972804325936,2.203972804325936
1868-1877,"Economy, Trade, and Technology",Commerce,chemical,1,1,0.1666666666666666,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Chemistry,chemical,1,1,0.5,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,History,mission,1,1,0.037037037037037,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Travel,mission,1,1,0.0333333333333333,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,History,lewchew,1,1,0.037037037037037,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Travel,lewchew,1,1,0.0333333333333333,2.203972804325936,2.203972804325936
1868-1877,Inscriptions and Miscellaneous,Inscriptions,miau,1,1,0.0714285714285714,2.203972804325936,2.203972804325936
1868-1877,Inscriptions and Miscellaneous,Inscriptions,temple,1,1,0.0714285714285714,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,History,sketch,1,1,0.037037037037037,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Travel,narrative,1,1,0.0333333333333333,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,History,chow,1,1,0.037037037037037,2.203972804325936,2.203972804325936
1868-1877,Inscriptions and Miscellaneous,Miscellaneous,europe,1,1,0.1428571428571428,2.203972804325936,2.203972804325936
1868-1877,Inscriptions and Miscellaneous,Miscellaneous,physical,1,1,0.1428571428571428,2.203972804325936,2.203972804325936
1868-1877,Inscriptions and Miscellaneous,Miscellaneous,eminent,1,1,0.1428571428571428,2.203972804325936,2.203972804325936
1868-1877,Literature and Language,Language and languages,legends,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Arts and Archaeology,Archaeology,antiquities,1,1,0.1666666666666666,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Botany,sur,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Botany,chine,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Literature and Language,Language and languages,use,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Medicine,mongols,1,1,0.1666666666666666,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Meteorology,april,1,1,0.0476190476190476,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Meteorology,weather,1,1,0.0476190476190476,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,History,weather,1,1,0.037037037037037,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,"History, Modern (20th century)",prior,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,Biography,wen,1,1,0.0714285714285714,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,Biography,chows,1,1,0.0714285714285714,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Mythology,myths,1,1,0.5,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,"History, Modern (20th century)",indo,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Arts and Archaeology,Music,short,1,1,0.125,2.203972804325936,2.203972804325936
1868-1877,Literature and Language,Language and languages,marco,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Literature and Language,Language and languages,polo,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Religion and Philosophy,Religion,legends,1,1,0.0833333333333333,2.203972804325936,2.203972804325936
1868-1877,Religion and Philosophy,Buddhism,sutra,1,1,0.1111111111111111,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,"History, Modern (20th century)",narrative,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Geography,marco,1,1,0.0625,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Geography,polo,1,1,0.0625,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Geography,travels,1,1,0.0625,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Ethnology,short,1,1,0.0434782608695652,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Anthropology,short,1,1,0.0434782608695652,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Ethnology,tribes,1,1,0.0434782608695652,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Anthropology,tribes,1,1,0.0434782608695652,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Ethnology,mediaeval,1,1,0.0434782608695652,2.203972804325936,2.203972804325936
1868-1877,Anthropology and Social Customs,Anthropology,mediaeval,1,1,0.0434782608695652,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Geography,mediaeval,1,1,0.0625,2.203972804325936,2.203972804325936
1868-1877,History and Chronology,History,mediaeval,1,1,0.037037037037037,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Meteorology,jesus,1,1,0.0476190476190476,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Zoology,zoological,1,1,0.032258064516129,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Zoology,nomenclature,1,1,0.032258064516129,2.203972804325936,2.203972804325936
1868-1877,Literature and Language,Language and languages,composition,1,1,0.0416666666666666,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Meteorology,use,1,1,0.0476190476190476,2.203972804325936,2.203972804325936
1868-1877,Geography and Travel,Navigation,use,1,1,0.1428571428571428,2.203972804325936,2.203972804325936
1868-1877,Natural Sciences,Geology,coal,1,1,0.0277777777777777,1.916290731874155,1.916290731874155
1868-1877,Natural Sciences,Geology,general,1,1,0.0277777777777777,1.916290731874155,1.916290731874155
1868-1877,Natural Sciences,Geology,nagasaki,1,1,0.0277777777777777,1.916290731874155,1.916290731874155
1868-1877,History and Chronology,Biography,general,1,1,0.0714285714285714,1.916290731874155,1.916290731874155
1868-1877,Religion and Philosophy,Religion,ch'ang,1,1,0.0833333333333333,1.916290731874155,1.916290731874155
1868-1877,Military,Military art and science,among,1,1,0.125,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Manners and customs,chess,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Manners and customs,nations,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1868-1877,Education,Education,one,1,1,0.1666666666666666,1.916290731874155,1.916290731874155
1868-1877,Inscriptions and Miscellaneous,Inscriptions,stone,1,1,0.0714285714285714,1.916290731874155,1.916290731874155
1868-1877,Inscriptions and Miscellaneous,Inscriptions,ch'eng,1,1,0.0714285714285714,1.916290731874155,1.916290731874155
1868-1877,History and Chronology,History,historical,1,1,0.037037037037037,1.916290731874155,1.916290731874155
1868-1877,History and Chronology,History,island,1,1,0.037037037037037,1.916290731874155,1.916290731874155
1868-1877,Inscriptions and Miscellaneous,Miscellaneous,science,1,1,0.1428571428571428,1.916290731874155,1.916290731874155
1868-1877,Literature and Language,Language and languages,works,1,1,0.0416666666666666,1.916290731874155,1.916290731874155
1868-1877,History and Chronology,"History, Modern (20th century)",etc,1,1,0.0416666666666666,1.916290731874155,1.916290731874155
1868-1877,Natural Sciences,Meteorology,meteorological,1,1,0.0476190476190476,1.916290731874155,1.916290731874155
1868-1877,Religion and Philosophy,Confucianism,visit,1,1,0.3333333333333333,1.916290731874155,1.916290731874155
1868-1877,Arts and Archaeology,Music,instruments,1,1,0.125,1.916290731874155,1.916290731874155
1868-1877,Arts and Archaeology,Archaeology,stone,1,1,0.1666666666666666,1.916290731874155,1.916290731874155
1868-1877,Religion and Philosophy,Religion,story,1,1,0.0833333333333333,1.916290731874155,1.916290731874155
1868-1877,Religion and Philosophy,Buddhism,hua,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1868-1877,Religion and Philosophy,Buddhism,ching,1,1,0.1111111111111111,1.916290731874155,1.916290731874155
1868-1877,History and Chronology,"History, Modern (20th century)",king,1,1,0.0416666666666666,1.916290731874155,1.916290731874155
1868-1877,Geography and Travel,Travel,made,1,1,0.0333333333333333,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Ethnology,kiang,1,1,0.0434782608695652,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Anthropology,kiang,1,1,0.0434782608695652,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Ethnology,central,1,1,0.0434782608695652,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Anthropology,central,1,1,0.0434782608695652,1.916290731874155,1.916290731874155
1868-1877,Geography and Travel,Geography,central,1,1,0.0625,1.916290731874155,1.916290731874155
1868-1877,History and Chronology,History,central,1,1,0.037037037037037,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Ethnology,geology,1,1,0.0434782608695652,1.916290731874155,1.916290731874155
1868-1877,Anthropology and Social Customs,Anthropology,geology,1,1,0.0434782608695652,1.916290731874155,1.916290731874155
1868-1877,Natural Sciences,Zoology,geology,1,1,0.032258064516129,1.916290731874155,1.916290731874155
1868-1877,Natural Sciences,Zoology,chihli,1,1,0.032258064516129,1.916290731874155,1.916290731874155
1868-1877,Natural Sciences,Geology,recent,1,1,0.0277777777777777,1.6931471805599454,1.6931471805599454
1868-1877,Natural Sciences,Hydrology,yellow,1,1,0.1428571428571428,1.6931471805599454,1.6931471805599454
1868-1877,Education,Education,chekiang,1,1,0.1666666666666666,1.6931471805599454,1.6931471805599454
1868-1877,Inscriptions and Miscellaneous,Inscriptions,trans,1,1,0.0714285714285714,1.6931471805599454,1.6931471805599454
1868-1877,Inscriptions and Miscellaneous,Inscriptions,inscriptions,1,1,0.0714285714285714,1.6931471805599454,1.6931471805599454
1868-1877,History and Chronology,History,origin,1,1,0.037037037037037,1.6931471805599454,1.6931471805599454
1868-1877,Literature and Language,Language and languages,plants,1,1,0.0416666666666666,1.6931471805599454,1.6931471805599454
1868-1877,Arts and Archaeology,Archaeology,chou,1,1,0.1666666666666666,1.6931471805599454,1.6931471805599454
1868-1877,Anthropology and Social Customs,Ethnology,northern,1,1,0.0434782608695652,1.6931471805599454,1.6931471805599454
1868-1877,Anthropology and Social Customs,Anthropology,northern,1,1,0.0434782608695652,1.6931471805599454,1.6931471805599454
1868-1877,Anthropology and Social Customs,Ethnology,formosa,1,1,0.0434782608695652,1.6931471805599454,1.6931471805599454
1868-1877,Anthropology and Social Customs,Anthropology,formosa,1,1,0.0434782608695652,1.6931471805599454,1.6931471805599454
1868-1877,Religion and Philosophy,Buddhism,miao,1,1,0.1111111111111111,1.6931471805599454,1.6931471805599454
1868-1877,Religion and Philosophy,Buddhism,buddhist,1,1,0.1111111111111111,1.6931471805599454,1.6931471805599454
1868-1877,History and Chronology,"History, Modern (20th century)",recent,1,1,0.0416666666666666,1.6931471805599454,1.6931471805599454
1868-1877,Geography and Travel,Travel,shan,1,1,0.0333333333333333,1.6931471805599454,1.6931471805599454
1868-1877,Natural Sciences,Meteorology,wei,1,1,0.0476190476190476,1.6931471805599454,1.6931471805599454
1868-1877,History and Chronology,History,formosa,1,1,0.037037037037037,1.6931471805599454,1.6931471805599454
1868-1877,Natural Sciences,Geology,land,1,1,0.0277777777777777,1.5108256237659907,1.5108256237659907
1868-1877,Natural Sciences,Hydrology,river,1,1,0.1428571428571428,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Travel,shantung,1,1,0.0333333333333333,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Travel,province,1,1,0.0333333333333333,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Travel,journey,1,1,0.0333333333333333,1.5108256237659907,1.5108256237659907
1868-1877,Religion and Philosophy,Religion,literature,1,1,0.0833333333333333,1.5108256237659907,1.5108256237659907
1868-1877,Religion and Philosophy,Confucianism,confucius,1,1,0.3333333333333333,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Travel,confucius,1,1,0.0333333333333333,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Geography,sources,1,1,0.0625,1.5108256237659907,1.5108256237659907
1868-1877,Anthropology and Social Customs,Ethnology,asia,1,1,0.0434782608695652,1.5108256237659907,1.5108256237659907
1868-1877,Anthropology and Social Customs,Anthropology,asia,1,1,0.0434782608695652,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Geography,asia,1,1,0.0625,1.5108256237659907,1.5108256237659907
1868-1877,History and Chronology,History,asia,1,1,0.037037037037037,1.5108256237659907,1.5108256237659907
1868-1877,Natural Sciences,Agriculture,list,1,1,0.1666666666666666,1.5108256237659907,1.5108256237659907
1868-1877,"Economy, Trade, and Technology",Industries,list,1,1,0.1666666666666666,1.5108256237659907,1.5108256237659907
1868-1877,"Economy, Trade, and Technology",Commerce,list,1,1,0.1666666666666666,1.5108256237659907,1.5108256237659907
1868-1877,Natural Sciences,Zoology,province,1,1,0.032258064516129,1.5108256237659907,1.5108256237659907
1868-1877,Natural Sciences,Meteorology,names,1,1,0.0476190476190476,1.5108256237659907,1.5108256237659907
1868-1877,Geography and Travel,Navigation,names,1,1,0.1428571428571428,1.5108256237659907,1.5108256237659907
1868-1877,Natural Sciences,Geology,japan,1,1,0.0277777777777777,1.3566749439387324,1.3566749439387324
1868-1877,Inscriptions and Miscellaneous,Inscriptions,city,1,1,0.0714285714285714,1.3566749439387324,1.3566749439387324
1868-1877,Literature and Language,Language and languages,life,1,1,0.0416666666666666,1.3566749439387324,1.3566749439387324
1868-1877,History and Chronology,Biography,wang,1,1,0.0714285714285714,1.3566749439387324,1.3566749439387324
1868-1877,Religion and Philosophy,Confucianism,city,1,1,0.3333333333333333,1.3566749439387324,1.3566749439387324
1868-1877,Geography and Travel,Geography,north,1,1,0.0625,1.3566749439387324,1.3566749439387324
1868-1877,Anthropology and Social Customs,Manners and customs,western,1,1,0.1111111111111111,1.2231435513142097,1.2231435513142097
1868-1877,Anthropology and Social Customs,Ethnology,western,1,1,0.0434782608695652,1.2231435513142097,1.2231435513142097
1868-1877,Anthropology and Social Customs,Anthropology,western,1,1,0.0434782608695652,1.2231435513142097,1.2231435513142097
1868-1877,Geography and Travel,Geography,western,1,1,0.0625,1.2231435513142097,1.2231435513142097
1868-1877,History and Chronology,History,western,1,1,0.037037037037037,1.2231435513142097,1.2231435513142097
1868-1877,Religion and Philosophy,Religion,history,1,1,0.0833333333333333,1.1053605156578263,1.1053605156578263
1868-1877,History and Chronology,History,dynasty,1,1,0.037037037037037,1.1053605156578263,1.1053605156578263
1868-1877,History and Chronology,Biography,dynasty,1,1,0.0714285714285714,1.1053605156578263,1.1053605156578263
1868-1877,Arts and Archaeology,Archaeology,dynasty,1,1,0.1666666666666666,1.1053605156578263,1.1053605156578263
1868-1877,Geography and Travel,Geography,history,1,1,0.0625,1.1053605156578263,1.1053605156578263
1868-1877,History and Chronology,History,history,1,1,0.037037037037037,1.1053605156578263,1.1053605156578263
1868-1877,Natural Sciences,Geology,history,1,1,0.0277777777777777,1.1053605156578263,1.1053605156578263
1868-1877,Natural Sciences,Zoology,history,1,1,0.032258064516129,1.1053605156578263,1.1053605156578263
1868-1877,Arts and Archaeology,Music,ancient,1,1,0.125,1.0,1.0
1868-1877,Military,Military art and science,ancient,1,1,0.125,1.0,1.0
1868-1877,Religion and Philosophy,Religion,ancient,1,1,0.0833333333333333,1.0,1.0
1868-1877,Anthropology and Social Customs,Ethnology,ancient,1,1,0.0434782608695652,1.0,1.0
1868-1877,Anthropology and Social Customs,Anthropology,ancient,1,1,0.0434782608695652,1.0,1.0
1878-1887,Natural Sciences,Geology,geology,3,3,0.12,1.916290731874155,5.748872195622465
1878-1887,Geography and Travel,Travel,fukien,2,2,0.054054054054054,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,seaports,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Navigation,seaports,2,2,0.1818181818181818,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Travel,seaports,2,2,0.054054054054054,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,ceylon,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Navigation,ceylon,2,2,0.1818181818181818,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Travel,ceylon,2,2,0.054054054054054,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,where,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,reply,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,allen,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,dependent,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Geography,states,2,2,0.08,2.6094379124341005,5.218875824868201
1878-1887,Geography and Travel,Travel,journey,3,3,0.081081081081081,1.5108256237659907,4.532476871297972
1878-1887,Literature and Language,Language and languages,shi,2,2,0.0232558139534883,2.203972804325936,4.407945608651872
1878-1887,Natural Sciences,Meteorology,climate,2,2,0.1666666666666666,2.203972804325936,4.407945608651872
1878-1887,Geography and Travel,Travel,corea,2,2,0.054054054054054,2.203972804325936,4.407945608651872
1878-1887,Natural Sciences,Geology,mineral,2,2,0.08,2.203972804325936,4.407945608651872
1878-1887,Natural Sciences,Agriculture,industry,2,2,0.1333333333333333,2.203972804325936,4.407945608651872
1878-1887,"Economy, Trade, and Technology",Industries,industry,2,2,0.1333333333333333,2.203972804325936,4.407945608651872
1878-1887,"Economy, Trade, and Technology",Commerce,industry,2,2,0.1333333333333333,2.203972804325936,4.407945608651872
1878-1887,Geography and Travel,Geography,india,2,2,0.08,2.203972804325936,4.407945608651872
1878-1887,Geography and Travel,Navigation,india,2,2,0.1818181818181818,2.203972804325936,4.407945608651872
1878-1887,Geography and Travel,Travel,india,2,2,0.054054054054054,2.203972804325936,4.407945608651872
1878-1887,Literature and Language,Language and languages,language,2,2,0.0232558139534883,1.916290731874155,3.83258146374831
1878-1887,"Politics, Government, and Law",Government,salt,2,2,0.25,1.916290731874155,3.83258146374831
1878-1887,"Economy, Trade, and Technology",Economics,salt,2,2,0.1538461538461538,1.916290731874155,3.83258146374831
1878-1887,"Politics, Government, and Law",Political science--Philosophy,salt,2,2,0.25,1.916290731874155,3.83258146374831
1878-1887,Natural Sciences,Geology,formosa,2,2,0.08,1.6931471805599454,3.386294361119891
1878-1887,Literature and Language,Language and languages,yuan,2,2,0.0232558139534883,1.6931471805599454,3.386294361119891
1878-1887,Literature and Language,Language and languages,names,2,2,0.0232558139534883,1.5108256237659907,3.021651247531981
1878-1887,Anthropology and Social Customs,Manners and customs,offering,1,1,0.0555555555555555,2.6094379124341005,2.6094379124341005
