author_name,master_id,title,volume,year_start,year_end,time_window,subject_l1,subject_l2
"Nicolson, F. W.",MASTER_00004,"On Cyclones , or the Law of Storms",OS 1 Part 1,1858,1858,1858-1867,Natural Sciences,Meteorology
"Nocentini, L.",MASTER_00199,Sinology in Italy,NS 20,1885,1885,1878-1887,Literature and Language,Language and languages
"Nocentini, L.",MASTER_00229,"Names of the sovereigns of the old Corean states, etc.",NS 22,1887,1887,1878-1887,History and Chronology,"Chronology, Historical"
"Norin, E.",MASTER_00446,Notes on the coal and Iron Ore deposits of Central Shansi,NS 53,1922,1922,1918-1927,Natural Sciences,Geology
North China Daily News,MASTER_00107,Example of Chinese torture,NS 6,1869,1870,1868-1877,Anthropology and Social Customs,Manners and customs
"Nystrom, E. T.",MASTER_00620,"Geophysical prospecting for gold, metallic ores and petroleum and its possible application in China, The",NS 67,1936,1936,1928-1937,Geography and Travel,Geography
"Ottewill, H. A.",MASTER_00399,"Note on the Tu Ti'en Hui held at Chinkiang on the 31st May, 1917",NS 49,1918,1918,1918-1927,Anthropology and Social Customs,Manners and customs
"Palladius, A.",MASTER_00138,"Elucidations of Marco Polo's travels in North China, drawn from Chinese sources",NS 10,1876,1876,1868-1877,Geography and Travel,Geography
"Parker, A. P.",MASTER_00374,Some notes on the history and folk lore of old Shanghai,NS 47,1916,1916,1908-1917,History and Chronology,History
"Parker, A. P.",MASTER_00374,Some notes on the history and folk lore of old Shanghai,NS 47,1916,1916,1908-1917,Anthropology and Social Customs,Mythology
"Parker, E. H.",MASTER_00152,The Comparative study of Chinese dialects,NS 12,1878,1878,1878-1887,Literature and Language,Language and languages
"Parker, E. H.",MASTER_00187,"Journey from Foochow to Wenchow, through Central Fukien, A",NS 19 Part 1,1884,1884,1878-1887,Geography and Travel,Travel
"Parker, E. H.",MASTER_00185,"Journey in Chekiang, A",NS 19 Part 1,1884,1884,1878-1887,Geography and Travel,Travel
"Parker, E. H.",MASTER_00186,"Journey in Fukien, A *",NS 19 Part 1,1884,1884,1878-1887,Geography and Travel,Travel
"Parker, E. H.",MASTER_00218,"Manchu relations with Tibet, or Si - tsang",NS 21,1886,1886,1878-1887,History and Chronology,History
"Parker, E. H.",MASTER_00232,Extracts from the Chinese works regarding the writing of the Ju - chih and Kitan Tartars *,NS 22,1887,1887,1878-1887,Literature and Language,Language and languages
"Parker, E. H.",MASTER_00223,"The Military organization of China prior to 1842, as described by Wei Yuan",NS 22,1887,1887,1878-1887,Military,Military art and science
"Parker, E. H.",MASTER_00227,The Salt revenue of China,NS 22,1887,1887,1878-1887,"Economy, Trade, and Technology",Economics
"Parker, E. H.",MASTER_00227,The Salt revenue of China,NS 22,1887,1887,1878-1887,"Politics, Government, and Law",Government
"Parker, E. H.",MASTER_00227,The Salt revenue of China,NS 22,1887,1887,1878-1887,"Politics, Government, and Law",Political science--Philosophy
"Parker, E. H.",MASTER_00245,Notes on the Nestorians in China,NS 24,1889,1890,1888-1897,Religion and Philosophy,Christianity
"Parker, E. H.",MASTER_00267,Chinese revenue,NS 29,1894,1895,1888-1897,"Economy, Trade, and Technology",Economics
"Parker, E. H.",MASTER_00267,Chinese revenue,NS 29,1894,1895,1888-1897,"Politics, Government, and Law",Government
"Parker, E. H.",MASTER_00267,Chinese revenue,NS 29,1894,1895,1888-1897,"Politics, Government, and Law",Political science--Philosophy
"Parker, E. H.",MASTER_00266,"Financial capacity of China, The",NS 29,1894,1895,1888-1897,"Economy, Trade, and Technology",Economics
"Parker, E. H.",MASTER_00266,"Financial capacity of China, The",NS 29,1894,1895,1888-1897,"Politics, Government, and Law",Government
"Parker, E. H.",MASTER_00266,"Financial capacity of China, The",NS 29,1894,1895,1888-1897,"Politics, Government, and Law",Political science--Philosophy
"Parker, E. H.",MASTER_00272,CHINESE REVENUE.,NS 30,1895,1896,1888-1897,"Economy, Trade, and Technology",Economics
"Parker, E. H.",MASTER_00272,CHINESE REVENUE.,NS 30,1895,1896,1888-1897,"Politics, Government, and Law",Government
"Parker, E. H.",MASTER_00272,CHINESE REVENUE.,NS 30,1895,1896,1888-1897,History and Chronology,History
"Parker, E. H.",MASTER_00271,THE FINANCIAL CAPACITY OF CHINA.,NS 30,1895,1896,1888-1897,"Economy, Trade, and Technology",Economics
"Parker, E. H.",MASTER_00271,THE FINANCIAL CAPACITY OF CHINA.,NS 30,1895,1896,1888-1897,"Politics, Government, and Law",Government
"Parker, E. H.",MASTER_00271,THE FINANCIAL CAPACITY OF CHINA.,NS 30,1895,1896,1888-1897,History and Chronology,History
"Parker, E. H.",MASTER_00275,Inscriptions de l'Orkho,NS 31,1896,1897,1888-1897,Anthropology and Social Customs,Anthropology
"Parker, E. H.",MASTER_00275,Inscriptions de l'Orkho,NS 31,1896,1897,1888-1897,Anthropology and Social Customs,Ethnology
"Parker, E. H.",MASTER_00321,"The Principles of Chinese law and equity,",NS 40,1909,1909,1908-1917,"Politics, Government, and Law",Law
"Parker, E. H.",MASTER_00344,Mongolia after the Genghizides and before the Manchus,NS 44,1913,1913,1908-1917,History and Chronology,History
"Penniston, J. B.",MASTER_00591,"Origin of loess, The",NS 64,1933,1933,1928-1937,Geography and Travel,Geography
"Phelps, D. L.",MASTER_00528,"Place of Music in the Platonic and Confucian systems of moral education, The",NS 59,1928,1928,1928-1937,Education,Education
"Phelps, D. L.",MASTER_00528,"Place of Music in the Platonic and Confucian systems of moral education, The",NS 59,1928,1928,1928-1937,Arts and Archaeology,Music
"Phillips, G.",MASTER_00202,The Seaports of India and Ceylon,NS 20,1885,1885,1878-1887,Geography and Travel,Geography
"Phillips, G.",MASTER_00202,The Seaports of India and Ceylon,NS 20,1885,1885,1878-1887,Geography and Travel,Navigation
"Phillips, G.",MASTER_00202,The Seaports of India and Ceylon,NS 20,1885,1885,1878-1887,Geography and Travel,Travel
"Phillips, G.",MASTER_00206,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",NS 21,1886,1886,1878-1887,Geography and Travel,Geography
"Phillips, G.",MASTER_00206,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",NS 21,1886,1886,1878-1887,Geography and Travel,Navigation
"Phillips, G.",MASTER_00206,"Seaports of India and Ceylon, as described by Chinese voyagers of the 15th Century, together with an account of Chinese navigation, The ; Part II *",NS 21,1886,1886,1878-1887,Geography and Travel,Travel
"Phillips, G.",MASTER_00236,"Changchow, the capital of Funkien in Mongol times",NS 23,1888,1888,1888-1897,History and Chronology,History
"Ping, C.",MASTER_00564,Preliminary notes on the natural history of Nanking,NS 62,1931,1931,1928-1937,Natural Sciences,Zoology
"Playfair, G. M. H.",MASTER_00196,The Mystery of Ta - ts ' in,NS 20,1885,1885,1878-1887,Geography and Travel,Geography
"Playfair, G. M. H.",MASTER_00208,Alphabetical list of the dynastic and reign - titles of Chinese Emperors,NS 21,1886,1886,1878-1887,History and Chronology,"Chronology, Historical"
"Pompe van Meedervoort, J. L. C.",MASTER_00011,On the Study of the Natural Sciences in Japan,OS 1 Part 2,1859,1859,1858-1867,Education,Education
"Pompe van Meedervoort, J. L. C.",MASTER_00027,Dissection of a Japanese criminal,OS 2 Part 1,1860,1860,1858-1867,Literature and Language,Language and languages
"Porterfield, W. M.",MASTER_00563,Bamboos in China,NS 62,1931,1931,1928-1937,Natural Sciences,Botany
"Poston, D. G.",MASTER_00644,Bits of old Soochow,NS 71,1940,1940,1938-1948,Anthropology and Social Customs,Ethnology
"Pott, F. L. H.",MASTER_00489,"Teaching of Micius, The",NS 56,1925,1925,1918-1927,Religion and Philosophy,Philosophy
"Preston, C. F.",MASTER_00089,"Lok Ping Chiung, late Governor General of Sze - chuen, Notices of",NS 5,1868,1868,1868-1877,History and Chronology,Biography
"Prip-Moller, J.",MASTER_00616,"On the building history of the Pao Shu T'a, Hangchow",NS 67,1936,1936,1928-1937,Arts and Archaeology,Archaeology
"Pryer, W. B.",MASTER_00075,Entomology of Shanghai,NS 4,1867,1867,1858-1867,Natural Sciences,Zoology
"Read, B. E.",MASTER_00634,"Dragon in Chinese medicine, The",NS 70,1939,1939,1938-1948,Natural Sciences,Science
"Read, B. E.",MASTER_00639,Insects used in Chinese medicine,NS 71,1940,1940,1938-1948,Natural Sciences,Medicine
"Reymond, C. du Bois",MASTER_00331,Notes on Chinese archery,NS 43,1912,1912,1908-1917,Anthropology and Social Customs,Manners and customs
"Reymond, C. du Bois",MASTER_00356,"Chinese sun - dial, A *",NS 45,1914,1914,1908-1917,Arts and Archaeology,Archaeology
"Reymond, C. du Bois",MASTER_00356,"Chinese sun - dial, A *",NS 45,1914,1914,1908-1917,Arts and Archaeology,Art
"Rhein, J.",MASTER_00162,Rock inscriptions at the north side of Yentai Hill *,NS 14,1879,1879,1878-1887,Inscriptions and Miscellaneous,Inscriptions
"Richmond, C. W.",MASTER_00347,Appendix,NS 44,1913,1913,1908-1917,Natural Sciences,Zoology
"Riley, J. H. and Richmond, C. W.",MASTER_00452,"Partial bibliography of Chinese birds, A",NS 53,1922,1922,1918-1927,Natural Sciences,Zoology
"Riley, J. H. and Richmond, C. W.",MASTER_00470,"Partial bibliography of Chinese birds, A (complementary to the List given in Vol 53, pp. 196-237)",NS 54,1923,1923,1918-1927,Natural Sciences,Zoology
"Rispaud, P. J.",MASTER_00594,Notes sur les alphabets lu du Yun - nan et les denominations ethniques donnees aux T'ay,NS 64,1933,1933,1928-1937,Literature and Language,Language and languages
"Roberts, D.",MASTER_00648,Interpretations of Chinese history,NS 72,1946,1946,1938-1948,History and Chronology,History
"Robertson, D. B.",MASTER_00018,Cotton in China,OS 1 Part 3,1859,1859,1858-1867,Natural Sciences,Agriculture
"Robertson, D. B.",MASTER_00018,Cotton in China,OS 1 Part 3,1859,1859,1858-1867,"Economy, Trade, and Technology",Commerce
"Robertson, D. B.",MASTER_00018,Cotton in China,OS 1 Part 3,1859,1859,1858-1867,"Economy, Trade, and Technology",Industries
"Ros, G.",MASTER_00388,Coins of the Republic of China *,NS 48,1917,1917,1908-1917,Arts and Archaeology,Numismatics
"Rosthorn, A. von",MASTER_00256,River stages and branch routes from Ssuch ' uan to Yunnan and Kuichou,NS 27,1892,1893,1888-1897,"Economy, Trade, and Technology",Telecommunication
"Rosthorn, A. von",MASTER_00255,"Salt administration of Ssuch'uan, The",NS 27,1892,1893,1888-1897,"Economy, Trade, and Technology",Economics
"Rosthorn, A. von",MASTER_00255,"Salt administration of Ssuch'uan, The",NS 27,1892,1893,1888-1897,"Politics, Government, and Law",Government
"Rosthorn, A. von",MASTER_00255,"Salt administration of Ssuch'uan, The",NS 27,1892,1893,1888-1897,"Politics, Government, and Law",Political science--Philosophy
"Ruffe, M. D'Auxion de",MASTER_00651,Criminal law in ancient China,NS 72,1946,1946,1938-1948,"Politics, Government, and Law",Law
"Saeki, P. Y.",MASTER_00577,"Hsu - T'ing Mi - shi - so Sutra, or Jesus - Messian - Sutra, The",NS 63,1932,1932,1928-1937,Religion and Philosophy,Christianity
"Saeki, P. Y.",MASTER_00590,"Translation of the fragments of the Nestorian writing in China, The",NS 64,1933,1933,1928-1937,Religion and Philosophy,Christianity
"Saeki, P. Y.",MASTER_00601,"Translation of the fragments of the Nestorian writing in China, The (concluded)",NS 65,1934,1934,1928-1937,Religion and Philosophy,Christianity
"Saeki, P. Y.",MASTER_00618,Old problems concerning the Nestorian monument,NS 67,1936,1936,1928-1937,Religion and Philosophy,Christianity
"Scherzer, F., trans. Gould, C.",MASTER_00177,Corea,NS 18,1883,1883,1878-1887,Anthropology and Social Customs,Manners and customs
"Schmidt, C.",MASTER_00125,Extracts from the history of Shanghai,NS 8,1874,1874,1868-1877,History and Chronology,History
"Schulze, F. W.",MASTER_00158,Periodical change of terrestrial magnetism *,NS 13,1879,1879,1878-1887,Natural Sciences,Meteorology
"Schwarz, K. L.",MASTER_00653,Bibliographical catalogue of European books printed before 1900,NS 72,1946,1946,1938-1948,Literature and Language,Literature
"Schwarz, K. L.",MASTER_00659,Bibliographical catalogue of European books printed before 1900,NS 73,1948,1948,1938-1948,Literature and Language,Literature
"Scott, J.",MASTER_00261,Stray notes on Corean history and literature,NS 28,1893,1894,1888-1897,History and Chronology,History
"Scott, J.",MASTER_00261,Stray notes on Corean history and literature,NS 28,1893,1894,1888-1897,Literature and Language,Language and languages
"Scott, J.",MASTER_00261,Stray notes on Corean history and literature,NS 28,1893,1894,1888-1897,Literature and Language,Literature
"Segalen, V.",MASTER_00389,Recent discoveries in ancient Chinese sculpture *,NS 48,1917,1917,1908-1917,Arts and Archaeology,Sculpture
"Shadwell, C. F. A.",MASTER_00007,Memorandum on the present state of some of the magnetic elements in china and palces adjacent,OS 1 Part 2,1859,1859,1858-1867,Natural Sciences,Meteorology
"Shadwell, C. F. A.",MASTER_00030,Supplemental memorandum on the present state of the magnetic elements in China and places adjacent,OS 2 Part 1,1860,1860,1858-1867,Natural Sciences,Meteorology
Shanghai Meteorological Committee,MASTER_00125,Weather report for 1873,,1873,1873,1868-1877,Natural Sciences,Meteorology
"Sheppard, G. W. (ed.)",MASTER_00488,"Edict of Ch ' in Shih Huang, A",NS 56,1925,1925,1918-1927,Literature and Language,Literature
"Shields, E. T.",MASTER_00345,Omei San : the sacred mountain of West China,NS 44,1913,1913,1908-1917,Geography and Travel,Travel
"Shirokogoroff, S. M.",MASTER_00473,General theory of shamanism among the Tungus,NS 54,1923,1923,1918-1927,Religion and Philosophy,Religion
"Shirokogoroff, S. M.",MASTER_00486,Critical bibliographical notes : study of the Tungus languages,NS 55,1924,1924,1918-1927,Literature and Language,East Asian languages
"Shirokogoroff, S. M.",MASTER_00475,Who are the Northern Chinese ?,NS 55,1924,1924,1918-1927,Anthropology and Social Customs,Anthropology
"Shirokogoroff, S. M.",MASTER_00475,Who are the Northern Chinese ?,NS 55,1924,1924,1918-1927,Anthropology and Social Customs,Ethnology
"Shirokogoroff, S. M.",MASTER_00508,Northern Tungus migrations in the Far East,NS 57,1926,1926,1918-1927,Anthropology and Social Customs,Anthropology
"Shirokogoroff, S. M.",MASTER_00508,Northern Tungus migrations in the Far East,NS 57,1926,1926,1918-1927,Anthropology and Social Customs,Ethnology
"Shock, W. H.",MASTER_00028,"Notes on the mineral resources of Japan, etc.",OS 2 Part 1,1860,1860,1858-1867,Natural Sciences,Geology
"Simon, G. E.",MASTER_00080,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,Natural Sciences,Agriculture
"Simon, G. E.",MASTER_00080,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Commerce
"Simon, G. E.",MASTER_00080,"Carte agricole generale de l'Empire Chinois. Texte preface, legende et repertoire",NS 4,1867,1867,1858-1867,"Economy, Trade, and Technology",Industries
"Simon, G. E.",MASTER_00085,Note sur les petites societes d'argent en Chine,NS 5,1868,1868,1868-1877,"Economy, Trade, and Technology",Economics
"Simon, G. E.",MASTER_00091,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,NS 5,1868,1868,1868-1877,Natural Sciences,Geology
"Simon, G. E.",MASTER_00091,Note sur quelques unes des recherches que l'on pourrait faire en Chine at au Japon au point de vue de la geologie et de la paleontologie,NS 5,1868,1868,1868-1877,Natural Sciences,Zoology
"Simon, G. E.",MASTER_00098,Sur les Institutions de Cr<U+00E9>dit en Chine,NS 6,1869,1870,1868-1877,"Economy, Trade, and Technology",Economics
"Siren, O.",MASTER_00605,How the Chinese llok upon the art of painting,NS 66,1935,1935,1928-1937,Arts and Archaeology,Painting
"Sjolander, D.",MASTER_00449,"Distribution and habits of the Argali sheep of Central Asia, The *",NS 53,1922,1922,1918-1927,Natural Sciences,Zoology
"Skvortzow, B. W.",MASTER_00408,"Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",NS 50,1919,1919,1918-1927,Natural Sciences,Agriculture
"Skvortzow, B. W.",MASTER_00408,"Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",NS 50,1919,1919,1918-1927,Natural Sciences,Botany
"Skvortzow, B. W.",MASTER_00408,"Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",NS 50,1919,1919,1918-1927,Natural Sciences,Zoology
"Skvortzow, B. W.",MASTER_00425,"Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",NS 51,1920,1920,1918-1927,Natural Sciences,Agriculture
"Skvortzow, B. W.",MASTER_00425,"Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",NS 51,1920,1920,1918-1927,Natural Sciences,Botany
"Skvortzow, B. W.",MASTER_00425,"Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",NS 51,1920,1920,1918-1927,Natural Sciences,Zoology
"Skvortzow, B. W.",MASTER_00430,"Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",NS 52,1921,1921,1918-1927,Natural Sciences,Agriculture
"Skvortzow, B. W.",MASTER_00430,"Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",NS 52,1921,1921,1918-1927,Natural Sciences,Botany
"Skvortzow, B. W.",MASTER_00430,"Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",NS 52,1921,1921,1918-1927,Natural Sciences,Zoology
"Skvortzow, B. W.",MASTER_00451,"Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",NS 53,1922,1922,1918-1927,Natural Sciences,Agriculture
"Skvortzow, B. W.",MASTER_00451,"Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",NS 53,1922,1922,1918-1927,Natural Sciences,Botany
"Skvortzow, B. W.",MASTER_00451,"Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",NS 53,1922,1922,1918-1927,Natural Sciences,Zoology
"Smith, F. P.",MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,Natural Sciences,Agriculture
"Smith, F. P.",MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,Natural Sciences,Chemistry
"Smith, F. P.",MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,"Economy, Trade, and Technology",Commerce
"Smith, F. P.",MASTER_00103,Chinese chemical manufactures,NS 6,1869,1870,1868-1877,"Economy, Trade, and Technology",Industries
"Soothill, W. E.",MASTER_00554,Kingship in China *,NS 61,1930,1930,1928-1937,History and Chronology,"History, Ancient"
"Sowerby, A. de C.",MASTER_00372,Recent research upon the mammalia of North China,NS 47,1916,1916,1908-1917,Natural Sciences,Zoology
"Sowerby, A. de C.",MASTER_00438,"Natural history of China, The",NS 53,1922,1922,1918-1927,Natural Sciences,Zoology
"Sowerby, A. de C.",MASTER_00623,Animals in Chinese art (presidential address),NS 68,1937,1937,1928-1937,Arts and Archaeology,Art
"Sowerby, A. de C.",MASTER_00628,Pottery tomb figures of ancient China (presidential address),NS 69,1938,1938,1938-1948,Arts and Archaeology,Archaeology
"Sowerby, A. de C.",MASTER_00633,Some Chinese animal myths and legends (presidential address),NS 70,1939,1939,1938-1948,Anthropology and Social Customs,Ethnology
"Sowerby, A. de C.",MASTER_00638,Some remarkable animals of China (presidential address),NS 71,1940,1940,1938-1948,Natural Sciences,Zoology
"Sowerby, A. de C.",MASTER_00649,Zoological exploration in China,NS 72,1946,1946,1938-1948,Natural Sciences,Science
"Stael-Holstein, Baron A. von",MASTER_00459,Hsuan - tsang and modern research,NS 54,1923,1923,1918-1927,Religion and Philosophy,Buddhism
"Stanley, A.",MASTER_00333,Chinese art metal work *,NS 43,1912,1912,1908-1917,Arts and Archaeology,Decorative arts
"Stanley, A.",MASTER_00343,Chinese Embroidery and Other Art Textile Work,NS 44,1913,1913,1908-1917,Arts and Archaeology,Decorative arts
"Stanley, A.",MASTER_00343,Chinese Embroidery and Other Art Textile Work,NS 44,1913,1913,1908-1917,History and Chronology,History
"Stanley, A.",MASTER_00336,Chinese embroidery and other textile work *,NS 44,1913,1913,1908-1917,Arts and Archaeology,Decorative arts
"Stanley, A.",MASTER_00355,Chinese wood carving *,NS 45,1914,1914,1908-1917,Arts and Archaeology,Decorative arts
"Stanley, A.",MASTER_00350,"Collection of Chinese reptiles in the Shanghai Museum, The",NS 45,1914,1914,1908-1917,Natural Sciences,Zoology
"Stanley, A.",MASTER_00360,Putoshan *,NS 46,1915,1915,1908-1917,Arts and Archaeology,Archaeology
"Stanley, A.",MASTER_00360,Putoshan *,NS 46,1915,1915,1908-1917,Arts and Archaeology,Art
"Stanley, A.",MASTER_00360,Putoshan *,NS 46,1915,1915,1908-1917,Religion and Philosophy,Buddhism
"Stanley, A.",MASTER_00360,Putoshan *,NS 46,1915,1915,1908-1917,Arts and Archaeology,Music
"Stanley, A.",MASTER_00373,Two new species of Chinese snakes *,NS 47,1916,1916,1908-1917,Natural Sciences,Zoology
"Stanley, A.",MASTER_00383,"Method of making ink rubbings, The *",NS 48,1917,1917,1908-1917,Arts and Archaeology,Archaeology
"Stanley, A.",MASTER_00383,"Method of making ink rubbings, The *",NS 48,1917,1917,1908-1917,Arts and Archaeology,Art
"Stanley, A.",MASTER_00419,Greek and Chinese art ideals,NS 51,1920,1920,1918-1927,Arts and Archaeology,Archaeology
"Stanley, A.",MASTER_00419,Greek and Chinese art ideals,NS 51,1920,1920,1918-1927,Arts and Archaeology,Art
"Stent, G. C.",MASTER_00115,Chinese legends,NS 7,1871,1872,1868-1877,Literature and Language,Language and languages
"Stent, G. C.",MASTER_00111,Chinese lyrics,NS 7,1871,1872,1868-1877,Literature and Language,Language and languages
"Stent, G. C.",MASTER_00111,Chinese lyrics,NS 7,1871,1872,1868-1877,Literature and Language,Literature
"Stent, G. C.",MASTER_00111,Chinese lyrics,NS 7,1871,1872,1868-1877,Arts and Archaeology,Music
"Stent, G. C.",MASTER_00150,Chinese eunuchs,NS 11,1877,1877,1868-1877,Anthropology and Social Customs,Manners and customs
"Stifler, S. R.",MASTER_00631,"Language students of the East India company's Canton factory, The",NS 69,1938,1938,1938-1948,Literature and Language,Language and languages
"Stronach, W. T.",MASTER_00056,"Traces of the Judicium dei, or ordeal in Chinese law",NS 1,1864,1864,1858-1867,"Politics, Government, and Law",Law
"Swinhoe, R.",MASTER_00014,Narrative of a visit to the island of Formosa,OS 1 Part 2,1859,1859,1858-1867,Geography and Travel,Travel
"Swinhoe, R.",MASTER_00015,Notes on some new species of birds found on the island of Formosa,OS 1 Part 2,1859,1859,1858-1867,Natural Sciences,Zoology
"Swinhoe, R.",MASTER_00016,The Small Chinese Lark,OS 1 Part 3,1859,1859,1858-1867,Natural Sciences,Zoology
"Swinhoe, R.",MASTER_00047,Birds and beasts of Formosa,NS 2,1865,1865,1858-1867,Natural Sciences,Zoology
"Swinhoe, R.",MASTER_00110,Narrative of an exploring visit to Hainan,NS 7,1871,1872,1868-1877,Geography and Travel,Travel
"Swinhoe, R.",MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,Anthropology and Social Customs,Anthropology
"Swinhoe, R.",MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,Anthropology and Social Customs,Ethnology
"Swinhoe, R.",MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,Literature and Language,Language and languages
"Swinhoe, R.",MASTER_00109,The Aborigines of Hainan,NS 7,1871,1872,1868-1877,Literature and Language,Literature
"Syle, E. W.",MASTER_00008,On the Musical Notation of the Chinese,OS 1 Part 2,1859,1859,1858-1867,Arts and Archaeology,Music
T. C. B.,MASTER_00197,"How snow inspired verse, and a rash order made the flowers bloom ("" Ching - hua- yuan, Chapter IV)",NS 20,1885,1885,1878-1887,Literature and Language,Language and languages
"Taintor, E. C.",MASTER_00134,The Aborigines of Northern Formosa,NS 9,1875,1875,1868-1877,Anthropology and Social Customs,Anthropology
"Taintor, E. C.",MASTER_00134,The Aborigines of Northern Formosa,NS 9,1875,1875,1868-1877,Anthropology and Social Customs,Ethnology
"Talbot, R. M.",MASTER_00545,"List of legible inscriptions on stones in the foreign cemetery on Double Island, Swatow, 1922",NS 60,1929,1929,1928-1937,Inscriptions and Miscellaneous,Inscriptions
"Taylor, F. E.",MASTER_00279,Scarcity of copper cash and the rise in prices,NS 31,1896,1897,1888-1897,"Economy, Trade, and Technology",Economics
"Taylor, F. E.",MASTER_00279,Scarcity of copper cash and the rise in prices,NS 31,1896,1897,1888-1897,Arts and Archaeology,Numismatics
"Teesdale, J. H.",MASTER_00505,"Li Sin Cheng, the Chung Wang or "" Faithful Prince """,NS 57,1926,1926,1918-1927,History and Chronology,Biography
Teng Kuei（滕固）,MASTER_00598,Bamboo and bamboo painting,NS 65,1934,1934,1928-1937,Arts and Archaeology,Archaeology
The Hankow Times,MASTER_00084,"Flood in the Han River 1857 "" The Hankow Times """,NS 4,1867,1867,1858-1867,Natural Sciences,Hydrology
"Thompson, J.",MASTER_00116,On the Antiquities of Cambodia,NS 7,1871,1872,1868-1877,Arts and Archaeology,Archaeology
Timothy Richard.Litt.D.,MASTER_00339,Introduction to a great Chinese epic or religious allegory by Ch'iu Ch'ang Ch ' un,NS 44,1913,1913,1908-1917,Literature and Language,Language and languages
Timothy Richard.Litt.D.,MASTER_00340,One of the World's Literary Masterpieces,NS 44,1913,1913,1908-1917,History and Chronology,History
Timothy Richard.Litt.D.,MASTER_00340,One of the World's Literary Masterpieces,NS 44,1913,1913,1908-1917,Literature and Language,Literature
"Toda, E.",MASTER_00174,Annam and its minor currency,NS 17,1882,1882,1878-1887,Arts and Archaeology,Numismatics
"Tomkinson, L.",MASTER_00642,Chinese historical attitudes to peace and war,NS 71,1940,1940,1938-1948,History and Chronology,History
"Torrance, T.",MASTER_00327,Burial customs in Sz - chuan *,NS 41,1910,1910,1908-1917,Anthropology and Social Customs,Manners and customs
"Torrance, T.",MASTER_00466,"Religion of the Ch'iang, The *",NS 54,1923,1923,1918-1927,Religion and Philosophy,Religion
"Torrance, T.",MASTER_00480,History of Shuh a free translation of the Shuh Chi,NS 55,1924,1924,1918-1927,Geography and Travel,Asia
"Torrance, T.",MASTER_00480,History of Shuh a free translation of the Shuh Chi,NS 55,1924,1924,1918-1927,Geography and Travel,Geography
"Torrance, T.",MASTER_00480,History of Shuh a free translation of the Shuh Chi,NS 55,1924,1924,1918-1927,Geography and Travel,Travel
"Torrance, T.",MASTER_00479,Origin and history of the irrigation work of the Chengtu Plain,NS 55,1924,1924,1918-1927,Natural Sciences,Agriculture
"Torrance, T.",MASTER_00507,"Chinese cat, The",NS 57,1926,1926,1918-1927,Natural Sciences,Zoology
"Touche, J. D. D. La",MASTER_00323,"Collection of birds in the Shanghai Museum, The",NS 40,1909,1909,1908-1917,Natural Sciences,Zoology
Tsai Yuen-Pei（蔡元培）,MASTER_00570,"Chinese nation and the doctrine of the golden mean, The",NS 62,1931,1931,1928-1937,Religion and Philosophy,Philosophy
"Turner, F. B.",MASTER_00499,Flood and famine in North China,NS 57,1926,1926,1918-1927,Natural Sciences,Geology
"Tyler, W. F.",MASTER_00367,"On a large meteorite February 13, 1915 *",NS 46,1915,1915,1908-1917,Natural Sciences,Astronomy
"Vacca, G.",MASTER_00548,Some points on the history of science in China *,NS 61,1930,1930,1928-1937,Natural Sciences,Science
"Vale, J.",MASTER_00291,Irrigation of the Ch'eng tu Plain,NS 33,1900,1901,1898-1907,Natural Sciences,Agriculture
"Vale, J.",MASTER_00291,Irrigation of the Ch'eng tu Plain,NS 33,1900,1901,1898-1907,"Economy, Trade, and Technology",Commerce
"Vale, J.",MASTER_00291,Irrigation of the Ch'eng tu Plain,NS 33,1900,1901,1898-1907,Natural Sciences,Hydrology
